gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
DOHH	224.8301	DOHH	170.7624
DOK1	264.9784	DOK1	339.9496
DOK2	372.4521	DOK2	235.3497
DOK3	287.832	DOK3	119.0926
DOK4	305.4355	DOK4	381.2224
DOK5	14.5151	DOK5	117.8324
DOK6	5.8678	DOK6	41.2728
removed	removed	DOK7	14.8078
DOLK	348.672	DOLK	358.2231
DOLPP1	660.593	DOLPP1	310.9641
DOM3Z	182.4058	DOM3Z	214.8771
DONSON	308.8233	DONSON	138.2892
DOPEY1	445.8277	DOPEY1	1115.8601
DOPEY2	1456.4546	DOPEY2	699.1178
DOT1L	765.2749	DOT1L	561.1185
DPAGT1	1037.3873	DPAGT1	782.7883
DPCD	199.824	DPCD	177.9206
DPEP1	5.2502	removed	removed
DPEP2	50.0309	DPEP2	46.9439
DPF2	1296.7881	DPF2	1187.4606
removed	removed	DPF3	32.1361
DPH1	359.6881	DPH1	583.5444
DPH2	878.0111	DPH2	397.6055
DPH3B	36.1334	DPH3B	20.4789
DPH3	371.8345	DPH3	621.6131
DPH5	748.0049	DPH5	432.3819
DPM1	632.798	DPM1	386.8935
DPM2	686.8437	DPM2	405.167
DPM3	348.9809	DPM3	175.1733
DPP3	1031.5009	DPP3	591.9975
DPP4	161.8283	DPP4	889.414
DPP6	212.168	DPP6	34.6566
DPP7	1163.6813	DPP7	1300.8822
DPP8	550.0309	DPP8	758.034
DPP9	861.9518	DPP9	881.8526
DPT	522.8536	DPT	4536.5469
DPY19L1	231.0068	DPY19L1	637.6812
removed	removed	DPY19L2P1	5.041
DPY19L2P2	6.7943	DPY19L2P2	24.8897
removed	removed	DPY19L2P4	18.9036
DPY19L2	12.0445	DPY19L2	120.3529
DPY19L3	145.4602	DPY19L3	519.8488
DPY19L4	977.4552	DPY19L4	1070.2583
DPY30	815.5281	DPY30	367.6749
DPYD	2465.7196	DPYD	1394.1399
DPYSL2	1154.4163	DPYSL2	5258.9792
DPYSL3	1329.2156	DPYSL3	5845.6207
DPYSL4	29.9568	DPYSL4	43.4783
DQX1	98.8264	removed	removed
DR1	1716.4917	DR1	1102.3945
DRAM1	706.3002	DRAM1	1048.2042
DRAM2	1600.9883	DRAM2	1135.7908
DRAP1	994.7498	DRAP1	763.075
removed	removed	DRD1	22.9994
removed	removed	DRD2	86.3264
DRG1	1146.6955	DRG1	886.5784
DRG2	408.5855	DRG2	612.1613
DRP2	17.9123	DRP2	6.3012
DSC1	279.4225	DSC1	132.281
DSC2	12357.6282	DSC2	2024.2596
DSC3	36775.4787	DSC3	2037.4921
removed	removed	DSCAML1	12.2873
DSCAM	19.4565	removed	removed
DSCC1	226.992	DSCC1	85.0662
DSCR3	904.5707	DSCR3	879.3321
removed	removed	DSCR6	5.041
DSEL	29.0303	DSEL	768.7461
DSE	1332.0012	DSE	1033.6988
DSG1	607.4737	DSG1	92.6276
DSG2	2114.2248	DSG2	5831.0491
DSG3	14988.882	DSG3	731.569
DSN1	693.9469	DSN1	297.4165
DSP	49499.6912	DSP	14202.2684
DSTN	7560.2224	DSTN	9435.4127
DSTYK	1407.3502	DSTYK	1142.7221
DST	878.9376	DST	28062.0668
DTD1	563.0019	DTD1	431.632
DTL	1152.8721	DTL	114.9968
DTNA	14.2063	DTNA	439.1934
DTNBP1	268.0667	DTNBP1	297.1014
DTNB	464.4842	DTNB	650.9137
DTWD1	278.8758	DTWD1	529.9307
DTWD2	153.181	DTWD2	253.3081
DTX1	55.281	DTX1	386.5784
DTX2	2152.2143	DTX2	300.8822
DTX3L	4419.5831	DTX3L	2389.8771
DTX3	91.7233	DTX3	563.6421
DTX4	388.5114	DTX4	947.0699
DTYMK	848.672	DTYMK	265.5955
DULLARD	1636.8128	DULLARD	1577.5047
DUOX1	1744.9043	DUOX1	221.4871
DUOX2	115.5034	DUOX2	30.5608
DUOXA1	799.617	DUOXA1	24.7353
DUOXA2	63.8789	removed	removed
DUS1L	1822.7301	DUS1L	925.9609
DUS2L	360.7165	DUS2L	145.2426
DUS3L	197.6529	DUS3L	262.7599
DUS4L	253.5608	DUS4L	120.2583
DUSP10	623.533	DUSP10	168.242
DUSP11	879.5553	DUSP11	416.1941
DUSP12	447.1896	DUSP12	240.7057
DUSP14	690.5497	DUSP14	403.9067
removed	removed	DUSP15	15.753
DUSP16	659.9753	DUSP16	1930.3718
DUSP18	170.6856	DUSP18	157.8229
DUSP19	68.252	DUSP19	110.271
DUSP1	1230.3891	DUSP1	7037.4921
DUSP22	508.9561	DUSP22	1095.7782
DUSP23	404.5707	DUSP23	490.5482
removed	removed	DUSP27	6.9313
DUSP28	112.4151	DUSP28	77.1897
DUSP2	176.9611	DUSP2	83.1758
DUSP3	1164.6078	DUSP3	2115.627
DUSP4	219.8888	DUSP4	601.1342
DUSP5P	7.412	removed	removed
DUSP5	582.1495	DUSP5	603.9698
DUSP6	882.0259	DUSP6	2608.6957
DUSP7	1888.2026	DUSP7	756.4587
DUSP8	23.4713	DUSP8	158.7902
DUSP9	12.0445	DUSP9	7.5614
DUT	1399.2248	DUT	898.7303
DVL1	1527.7949	DVL1	653.7492
DVL2	555.8987	DVL2	567.4228
DVL3	1859.79	DVL3	1884.6881
DVWA	8.9561	removed	removed
removed	removed	DYDC2	5.041
DYM	534.5893	DYM	809.0737
DYNC1H1	12069.4873	DYNC1H1	12212.3503
DYNC1I1	290.3027	DYNC1I1	97.9836
DYNC1I2	1884.1878	DYNC1I2	1946.1248
DYNC1LI1	773.008	DYNC1LI1	643.9824
DYNC1LI2	3692.4027	DYNC1LI2	4026.15
DYNC2H1	163.6813	DYNC2H1	841.2098
DYNC2LI1	206.609	DYNC2LI1	365.7845
DYNLL1	4189.3144	DYNLL1	2575.2993
DYNLL2	1688.0791	DYNLL2	1835.2237
DYNLRB1	1292.1557	DYNLRB1	1139.8866
removed	removed	DYNLRB2	20.4789
DYNLT1	1286.5967	DYNLT1	750.7876
DYNLT3	434.2187	DYNLT3	727.4732
DYRK1A	1546.0161	DYRK1A	2017.9584
DYRK1B	164.2989	DYRK1B	360.4285
DYRK2	1024.3978	DYRK2	713.2955
DYRK3	215.5652	DYRK3	235.3497
DYRK4	284.126	DYRK4	265.5955
DYSF	621.3712	DYSF	834.9086
DYX1C1	60.84	DYX1C1	74.0139
DZIP1L	48.4867	DZIP1L	136.736
DZIP1	79.0611	DZIP1	438.5035
DZIP3	288.4497	DZIP3	520.794
E2F1	776.714	E2F1	76.2445
E2F2	1263.7431	E2F2	63.327
E2F3	652.2545	E2F3	436.988
E2F4	1339.0982	E2F4	878.0718
E2F5	576.1458	E2F5	103.3365
E2F6	652.2545	E2F6	295.5261
E2F7	99.1353	E2F7	20.1638
E2F8	253.8604	E2F8	15.4379
E4F1	454.6016	E4F1	304.9779
EAF1	541.3836	EAF1	698.1727
EAF2	108.7091	EAF2	38.7524
EAPP	778.8758	EAPP	785.4442
EARS2	817.4799	EARS2	643.0372
EBAG9	817.4799	EBAG9	534.6566
EBF1	52.1927	EBF1	1390.3592
EBF2	5.2502	EBF2	114.3667
EBF3	21.3095	EBF3	390.0441
EBF4	118.2829	EBF4	321.046
EBI3	74.7375	EBI3	56.3957
EBNA1BP2	2014.824	EBNA1BP2	849.4014
EBPL	347.7455	EBPL	364.8393
EBP	469.4256	EBP	267.8009
ECD	531.5009	ECD	603.0246
ECE1	3053.428	ECE1	7478.5759
ECE2	207.8443	ECE2	47.574
ECEL1	14.2063	ECEL1	12.6024
ECH1	1561.1489	ECH1	2584.121
ECHDC1	1193.0204	ECHDC1	1541.2728
ECHDC2	524.0889	ECHDC2	1151.2287
ECHDC3	115.5034	ECHDC3	473.2199
ECHS1	1626.0037	ECHS1	2340.8948
ECM1	313.7739	ECM1	753.9382
ECM2	114.5769	ECM2	2320.4159
ECSCR	45.0896	ECSCR	252.9931
ECSIT	431.1303	ECSIT	561.4367
removed	removed	ECT2L	8.5066
ECT2	2198.2705	ECT2	337.1141
EDA2R	8.0296	EDA2R	239.7606
EDARADD	358.2458	EDARADD	373.0309
EDAR	7.7208	EDAR	27.0951
EDA	35.8246	EDA	111.2161
EDC3	815.0093	EDC3	792.6906
EDC4	1594.8301	EDC4	1140.7215
EDEM1	1482.3965	EDEM1	1650.2836
EDEM2	726.992	EDEM2	544.4234
EDEM3	1775.1699	EDEM3	1790.1701
EDF1	2839.0982	EDF1	2559.2313
EDIL3	84.0025	EDIL3	292.6906
EDN1	126.9302	EDN1	1515.753
EDN2	452.7486	EDN2	57.3409
removed	removed	EDN3	148.7083
EDNRA	148.2397	EDNRA	810.334
EDNRB	83.6936	EDNRB	948.3302
EEA1	1023.4713	EEA1	1498.1096
EED	504.6325	EED	435.4127
EEF1A1P9	2972.8227	EEF1A1P9	6814.7448
EEF1A1	51497.2205	EEF1A1	118695.9672
EEF1A2	131.8715	EEF1A2	113.4216
EEF1B2	3877.7023	EEF1B2	3962.1928
EEF1D	10072.8845	EEF1D	5858.8532
EEF1E1	231.0068	EEF1E1	167.2968
EEF1G	16535.2069	EEF1G	21919.0296
EEF2K	1607.7826	EEF2K	2143.0372
EEF2	20767.7579	EEF2	53706.0491
EEFSEC	388.8511	EEFSEC	305.4568
EEPD1	94.5028	EEPD1	571.8336
EFCAB1	35.8246	EFCAB1	114.9968
EFCAB2	62.3842	EFCAB2	165.4064
EFCAB4A	611.1797	EFCAB4A	856.0176
EFCAB4B	14.824	EFCAB4B	239.4455
removed	removed	EFCAB6	59.5463
EFCAB7	159.6665	EFCAB7	145.5577
EFEMP1	192.0939	EFEMP1	6731.2539
EFEMP2	228.845	EFEMP2	1366.7297
EFHA1	635.8863	EFHA1	805.6081
EFHA2	21.3095	EFHA2	168.242
removed	removed	EFHB	14.1777
EFHC1	121.0624	EFHC1	466.9187
removed	removed	EFHC2	22.6843
EFHD1	31.8098	EFHD1	2357.2779
EFHD2	7364.4225	EFHD2	1122.2432
EFNA1	5942.5571	EFNA1	1353.8122
EFNA3	2349.0704	EFNA3	120.4379
EFNA4	1498.6751	EFNA4	234.0044
EFNA5	1117.9741	EFNA5	715.1859
EFNB1	796.4793	EFNB1	1102.7095
EFNB2	1606.2384	EFNB2	1142.4071
EFNB3	22.2359	EFNB3	273.787
EFR3A	3346.819	EFR3A	2229.3636
EFR3B	12.971	EFR3B	79.7101
EFS	1362.5695	EFS	806.2382
EFTUD1	795.5528	EFTUD1	527.4102
EFTUD2	2644.2248	EFTUD2	1691.7675
EGFL6	222.6683	EGFL6	28.6704
EGFL7	125.0772	EGFL7	688.0907
EGFL8	43.5423	EGFL8	125.3151
EGFLAM	117.0476	EGFLAM	735.9798
EGFR	25887.5324	EGFR	1760.523
removed	removed	EGF	340.5797
EGLN1	2973.7492	EGLN1	1752.3629
EGLN2	823.6566	EGLN2	1140.8318
EGLN3	2608.0914	EGLN3	306.2382
removed	removed	EGOT	30.2457
EGR1	889.1291	EGR1	5965.6585
EGR2	809.7591	EGR2	381.5375
EGR3	240.5806	EGR3	491.1783
EHBP1L1	2263.4342	EHBP1L1	1522.3693
EHBP1	1614.441	EHBP1	1849.7164
EHD1	2071.3403	EHD1	1221.4871
EHD2	968.1902	EHD2	6047.259
EHD3	225.4478	EHD3	710.775
EHD4	1866.5843	EHD4	1513.8626
EHF	3169.2403	EHF	4674.8582
EHHADH	247.6838	EHHADH	478.2609
EHMT1	1218.9623	EHMT1	1337.4291
EHMT2	1260.9636	EHMT2	1273.1569
EI24	2701.3589	EI24	2609.3258
EID1	2159.9753	EID1	3950.8507
EID2B	22.2359	EID2B	44.7385
EID2	247.6838	EID2	263.7051
EID3	22.5448	EID3	63.6421
EIF1AD	733.1686	EIF1AD	497.4795
EIF1AX	1496.6028	EIF1AX	2015.4379
EIF1B	436.0716	EIF1B	841.5249
EIF1	9286.5967	EIF1	9302.7725
EIF2AK1	3988.5454	EIF2AK1	2581.3327
EIF2AK2	1428.9685	EIF2AK2	554.5054
EIF2AK3	571.0315	EIF2AK3	910.523
EIF2AK4	1444.719	EIF2AK4	1754.5684
EIF2A	1992.8968	EIF2A	2195.0221
EIF2B1	1182.2112	EIF2B1	1128.8595
EIF2B2	773.3169	EIF2B2	485.1922
EIF2B3	679.4317	EIF2B3	493.3837
EIF2B4	897.7764	EIF2B4	701.9534
EIF2B5	1192.0939	EIF2B5	1107.7505
EIF2C1	2054.6634	EIF2C1	1310.0189
EIF2C2	442.5571	EIF2C2	264.6503
EIF2C3	287.832	EIF2C3	197.8576
EIF2C4	557.7517	EIF2C4	584.436
EIF2S1	2531.1921	EIF2S1	1522.3693
EIF2S2	2422.1742	EIF2S2	1213.6106
EIF2S3	3268.9932	EIF2S3	5282.9238
EIF3A	7511.118	EIF3A	7019.8488
EIF3B	4804.2001	EIF3B	3186.5154
EIF3CL	12644.2403	EIF3CL	9976.5123
EIF3C	318.6998	EIF3C	219.1399
EIF3D	4587.7085	EIF3D	5169.8173
EIF3E	6035.8246	EIF3E	7053.8752
EIF3F	1552.8104	EIF3F	2892.2495
EIF3G	1809.0272	EIF3G	2368.179
EIF3H	5199.8147	EIF3H	4004.0958
EIF3I	4159.1785	EIF3I	2999.4077
EIF3J	2047.7579	EIF3J	1432.2621
EIF3K	2162.1371	EIF3K	2708.5696
EIF3L	4945.9543	EIF3L	9801.8273
EIF3M	1812.1402	EIF3M	2546.0681
EIF4A1	9392.4367	EIF4A1	8534.4865
EIF4A2	4992.588	EIF4A2	9640.8318
EIF4A3	2611.4886	EIF4A3	1381.5375
EIF4B	5190.1297	EIF4B	11056.235
EIF4E2	1369.055	EIF4E2	1268.1159
EIF4E3	368.4373	EIF4E3	1331.1279
EIF4EBP1	850.525	EIF4EBP1	295.5261
EIF4EBP2	4438.2335	EIF4EBP2	6532.4512
EIF4EBP3	451.3867	EIF4EBP3	267.1739
EIF4ENIF1	717.4182	EIF4ENIF1	770.3214
EIF4E	627.5479	EIF4E	436.0428
EIF4G1	9342.1865	EIF4G1	6825.4568
EIF4G2	18157.8135	EIF4G2	18165.0914
EIF4G3	2605.9296	EIF4G3	1973.85
EIF4H	6909.8209	EIF4H	5000.9452
EIF5A2	163.0636	EIF5A2	179.8992
EIF5AL1	1185.2996	EIF5AL1	836.4839
EIF5A	4697.6529	EIF5A	3155.0095
EIF5B	4998.147	EIF5B	3356.0176
EIF5	5850.8338	EIF5	5004.4108
EIF6	3035.8246	EIF6	1369.2502
ELAC1	100.3953	ELAC1	159.2628
ELAC2	920.0124	ELAC2	1253.9382
ELAVL1	1815.3181	ELAVL1	1532.4512
removed	removed	ELAVL2	6.9313
ELF1	747.9926	ELF1	1762.4449
ELF2	719.2712	ELF2	1093.5728
ELF3	10475.2934	ELF3	2543.7933
ELF4	1516.9858	ELF4	606.1752
ELF5	130.945	ELF5	1753.9382
ELFN1	18.53	ELFN1	29.3006
removed	removed	ELFN2	6.6163
ELK1	434.2187	ELK1	577.8198
ELK3	318.0976	ELK3	844.9905
ELK4	344.0395	ELK4	250.4726
ELL2	1806.9796	ELL2	1311.9093
ELL3	368.7585	ELL3	110.6805
ELL	485.176	ELL	513.8626
ELMO1	352.0692	ELMO1	652.489
ELMO2	897.1587	ELMO2	1193.7618
ELMO3	579.37	ELMO3	336.799
ELMOD2	196.7264	ELMOD2	217.3913
ELMOD3	419.0859	ELMOD3	779.143
ELN	275.4787	ELN	1726.8431
ELOF1	681.9024	ELOF1	482.3566
ELOVL1	2254.4781	ELOVL1	1354.4423
ELOVL2	9.5738	ELOVL2	139.8866
ELOVL3	25.9419	ELOVL3	30.8759
ELOVL4	293.391	ELOVL4	38.4373
ELOVL5	982.7054	ELOVL5	5808.4436
ELOVL6	327.0537	ELOVL6	206.0491
ELOVL7	352.378	ELOVL7	386.8935
ELP2P	6.4855	ELP2P	9.4518
ELP2	987.029	ELP2	1658.7902
ELP3	427.1155	ELP3	745.7467
ELP4	154.1075	ELP4	228.7335
ELTD1	308.8326	ELTD1	2651.5438
EMB	343.4219	EMB	1055.7656
EMCN	94.5028	EMCN	1564.5873
EMD	1339.407	EMD	761.8147
EME1	191.9549	EME1	24.7795
EME2	19.1476	EME2	8.5066
EMG1	1322.6776	EMG1	378.0151
EMID1	42.3101	EMID1	91.9975
EMID2	7.412	EMID2	6.9313
EMILIN1	556.5164	EMILIN1	1949.9055
EMILIN2	684.6819	EMILIN2	1117.2023
EMILIN3	16.5843	EMILIN3	54.7417
EML1	222.9771	EML1	548.8343
EML2	563.0019	EML2	705.4915
EML3	718.6535	EML3	1026.15
EML4	5436.3805	EML4	1710.46
EML5	21.6183	EML5	109.3258
EML6	45.3984	EML6	35.9168
EMP1	5349.5985	EMP1	4998.1096
EMP2	13304.509	EMP2	3579.7101
EMP3	513.5886	EMP3	527.0951
EMR1	69.7962	EMR1	19.2187
EMR2	502.7795	EMR2	186.2004
EMR4P	39.8394	EMR4P	13.2325
removed	removed	EMX1	8.1916
EMX2OS	8.3385	EMX2OS	168.242
removed	removed	EMX2	66.4776
EN1	177.2699	EN1	46.3138
removed	removed	EN2	9.4518
ENAH	5978.6905	ENAH	4256.1437
ENC1	2025.9389	ENC1	1816.3863
ENDOD1	3563.9284	ENDOD1	2263.075
ENDOG	124.7993	ENDOG	128.9351
ENDOU	33.6628	ENDOU	17.3283
ENGASE	463.5578	ENGASE	497.1645
ENG	1678.1964	ENG	5625.3875
removed	removed	ENHO	34.3415
ENO1	55915.6887	ENO1	15021.4241
ENO2	669.5491	ENO2	409.5778
ENO3	13.8975	ENO3	38.1222
ENOPH1	717.1093	ENOPH1	609.0107
ENOSF1	628.4497	ENOSF1	542.3157
ENOX1	13.5886	ENOX1	41.903
ENOX2	650.7103	ENOX2	403.5917
ENPEP	84.6201	ENPEP	313.4846
ENPP1	36.1334	ENPP1	752.9931
ENPP2	568.8697	ENPP2	7683.995
removed	removed	ENPP3	51.3548
ENPP4	326.1272	ENPP4	735.0347
ENPP5	105.9296	ENPP5	591.9975
ENPP6	16.3681	ENPP6	67.4228
ENSA	8553.1192	ENSA	3223.6925
ENTPD1	1039.5275	ENTPD1	1626.3296
ENTPD2	118.2829	ENTPD2	247.0069
ENTPD3	6.4855	ENTPD3	136.4209
ENTPD4	506.4855	ENTPD4	525.2048
ENTPD5	164.4348	ENTPD5	301.4965
ENTPD6	1699.5059	ENTPD6	1009.7669
ENTPD7	638.6411	ENTPD7	273.9887
removed	removed	ENTPD8	5.9861
ENY2	806.362	ENY2	378.702
EOMES	42.9277	EOMES	63.6421
EP300	3190.5497	EP300	3039.3825
EP400NL	110.5621	EP400NL	151.5438
EP400	1607.4737	EP400	2096.4083
EPAS1	2113.3416	EPAS1	12210.46
EPB41L1	1393.7616	EPB41L1	2015.4379
EPB41L2	547.5602	EPB41L2	3589.1619
EPB41L3	544.4719	EPB41L3	1427.5362
EPB41L4A	213.4033	EPB41L4A	633.5854
EPB41L4B	1059.9135	EPB41L4B	658.1601
EPB41L5	309.7591	EPB41L5	571.2035
EPB41	937.3224	EPB41	1413.6074
removed	removed	EPB42	21.7391
EPB49	60.2224	EPB49	662.8859
EPC1	341.8777	EPC1	655.0095
EPC2	565.4725	EPC2	942.344
EPCAM	1601.2971	EPCAM	1881.2224
EPDR1	45.3984	EPDR1	613.1065
EPHA10	180.3582	EPHA10	72.4638
EPHA1	480.8524	EPHA1	296.7864
EPHA2	1766.2137	EPHA2	650.5986
EPHA3	6.4855	EPHA3	189.9811
EPHA4	2248.6103	EPHA4	530.8759
removed	removed	EPHA6	5.6711
removed	removed	EPHA7	125.3938
EPHB1	17.2946	EPHB1	594.833
EPHB2	2072.5757	EPHB2	120.983
EPHB3	838.7894	EPHB3	1560.4915
EPHB4	5674.4904	EPHB4	2297.1014
EPHB6	421.5565	EPHB6	378.0718
EPHX1	2985.4849	EPHX1	2901.3863
EPHX2	255.7134	EPHX2	821.3611
EPHX3	12.971	EPHX3	17.6434
removed	removed	EPHX4	27.7253
EPM2AIP1	564.546	EPM2AIP1	1386.8935
EPM2A	72.8845	EPM2A	231.2539
EPN1	1660.9018	EPN1	1483.9319
EPN2	893.4527	EPN2	952.741
EPN3	492.2792	EPN3	206.6793
EPOR	27.1773	EPOR	91.3674
EPPK1	2758.4929	EPPK1	757.719
EPR1	531.5658	EPR1	29.8992
EPRS	6702.903	EPRS	3048.5192
EPS15L1	656.887	EPS15L1	695.3371
EPS15	1448.1161	EPS15	2217.3913
EPS8L1	406.4237	EPS8L1	283.8689
EPS8L2	1222.9771	EPS8L2	1289.8551
EPS8	231.3156	EPS8	2611.5312
EPSTI1	634.3422	EPSTI1	306.8683
EPT1	1729.7375	EPT1	827.3472
EPYC	9.5738	removed	removed
ERAL1	695.491	ERAL1	701.3233
ERAP1	1683.9006	ERAP1	3126.8809
ERAP2	1696.4175	ERAP2	1644.2974
ERBB2IP	2142.3718	ERBB2IP	2338.3743
ERBB2	2005.2502	ERBB2	4360.7435
ERBB3	2659.0488	ERBB3	3399.1808
removed	removed	ERBB4	770.9515
ERC1	1367.5108	ERC1	1990.2331
ERC2	83.3848	ERC2	12.2873
ERCC1	631.7634	ERCC1	736.2035
ERCC2	291.1705	ERCC2	323.3774
ERCC3	1301.4206	ERCC3	1094.2029
ERCC4	337.2452	ERCC4	402.3314
ERCC5	1093.8851	ERCC5	1503.4657
ERCC6L	330.7597	ERCC6L	30.8759
ERCC6	343.2674	ERCC6	447.6528
ERCC8	193.638	ERCC8	183.3648
EREG	75.3552	EREG	5.6711
ERF	628.1655	ERF	783.5539
ERGIC1	2911.365	ERGIC1	3640.2016
ERGIC2	975.6022	ERGIC2	671.0775
ERGIC3	4040.4571	ERGIC3	3543.4783
ERG	117.9741	ERG	1306.2382
ERH	2006.7943	ERH	1298.3617
ERI1	377.3935	ERI1	419.9748
ERI2	419.4225	ERI2	337.6717
ERI3	961.3959	ERI3	631.0649
ERICH1	162.446	ERICH1	295.8412
ERLEC1	1385.4231	ERLEC1	1421.235
ERLIN1	1380.4818	ERLIN1	1335.8538
ERLIN2	3155.6516	ERLIN2	2090.7372
ERMAP	436.0716	ERMAP	532.4512
ERMN	20.383	ERMN	18.2735
ERMP1	911.7418	ERMP1	1498.8658
ERN1	118.2829	ERN1	278.1979
ERO1LB	138.9747	ERO1LB	413.0435
ERO1L	3394.0704	ERO1L	657.5299
ERP27	29.6479	ERP27	92.3125
ERP29	3626.0037	ERP29	2832.3882
ERP44	1374.614	ERP44	1510.397
ERRFI1	1362.5695	ERRFI1	2258.6641
removed	removed	ERVFRDE1	13.8626
ESAM	259.1106	ESAM	1374.9212
ESCO1	547.5602	ESCO1	519.5337
ESCO2	214.021	ESCO2	30.5608
ESD	722.0506	ESD	2176.1185
ESF1	776.714	ESF1	518.5885
ESM1	41.6924	ESM1	30.8759
ESPL1	494.1322	ESPL1	59.5463
removed	removed	ESPNL	34.3415
ESPN	2367.5108	ESPN	169.8173
ESR1	1836.3187	ESR1	4059.2313
ESR2	17.2946	ESR2	32.4512
ESRP1	6138.6658	ESRP1	1161.3106
ESRP2	1843.4219	ESRP2	714.2407
ESRRA	895.3057	ESRRA	608.0655
removed	removed	ESRRB	6.9313
ESRRG	18.53	ESRRG	157.5299
ESYT1	1869.3638	ESYT1	4653.1191
ESYT2	2065.1637	ESYT2	3998.1096
ESYT3	28.1038	ESYT3	55.7656
ETAA1	531.5009	ETAA1	419.6597
ETF1	4932.3657	ETF1	3218.0214
ETFA	975.9111	ETFA	1201.0082
ETFB	714.6387	ETFB	958.4121
ETFDH	348.0204	ETFDH	608.3806
ETHE1	541.6924	ETHE1	465.0284
ETNK1	1497.8382	ETNK1	1736.925
ETNK2	80.2965	ETNK2	343.4152
ETS1	1298.95	ETS1	4368.305
ETS2	2406.1149	ETS2	2084.436
ETV1	102.8413	ETV1	681.4745
ETV2	5.2502	ETV2	9.7669
ETV3L	33.3539	ETV3L	23.3144
ETV3	1189.3144	ETV3	378.0718
ETV4	434.2187	ETV4	228.7335
ETV5	421.8653	ETV5	810.334
ETV6	2399.3206	ETV6	2624.1336
ETV7	417.5417	ETV7	103.3396
EVC2	144.5337	EVC2	239.7606
EVC	575.1452	EVC	947.5772
EVI2A	380.1729	EVI2A	196.9124
EVI2B	724.2125	EVI2B	459.6723
EVI5L	307.9061	EVI5L	355.0725
EVI5	349.2897	EVI5	617.8324
EVL	1252.0074	EVL	2254.5684
EVPL	4542.0012	EVPL	427.8513
EWSR1	4354.5398	EWSR1	3955.5766
EXD2	498.147	EXD2	805.6081
EXD3	128.1655	EXD3	168.242
EXO1	666.7696	EXO1	32.4512
EXOC1	684.0642	EXOC1	1126.9691
EXOC2	606.2384	EXOC2	868.9351
EXOC3L2	43.8542	EXOC3L2	45.9987
EXOC3L	63.6195	EXOC3L	89.9086
EXOC3	1175.1081	EXOC3	1164.4612
EXOC4	2067.9432	EXOC4	1772.2117
EXOC5	1805.1266	EXOC5	1582.2306
EXOC6B	193.0204	EXOC6B	293.6358
EXOC6	171.4021	EXOC6	541.5879
EXOC7	2434.1939	EXOC7	3169.436
EXOC8	719.58	EXOC8	595.1481
EXOG	85.8555	EXOG	182.4197
EXOSC10	2449.6603	EXOSC10	1548.5192
EXOSC1	402.1001	EXOSC1	248.2672
EXOSC2	667.0784	EXOSC2	387.5236
EXOSC3	298.3323	EXOSC3	269.6912
EXOSC4	639.2835	EXOSC4	190.2962
EXOSC5	392.5263	EXOSC5	249.8425
EXOSC6	441.013	EXOSC6	241.6509
EXOSC7	490.1174	EXOSC7	446.7549
EXOSC8	190.7628	EXOSC8	272.3566
EXOSC9	543.8048	EXOSC9	349.6723
EXPH5	146.6955	EXPH5	331.443
EXT1	6243.9778	EXT1	1184.6251
EXT2	1183.1377	EXT2	2125.7089
removed	removed	EXTL1	51.0397
EXTL2	186.8437	EXTL2	474.4802
EXTL3	845.5837	EXTL3	1338.6894
EYA1	11.118	EYA1	14.1777
EYA2	1175.4169	EYA2	616.8872
EYA3	256.3311	EYA3	207.6244
EYA4	19.7653	EYA4	13.5476
removed	removed	EYS	26.7801
EZH1	659.3576	EZH1	1651.5438
EZH2	728.5361	EZH2	121.298
EZR	6811.3033	EZR	3174.2281
F10	6.4855	F10	199.1178
F11R	14932.3935	F11R	3615.627
F12	149.475	F12	37.4921
F13A1	560.5312	F13A1	3246.6919
F2RL1	419.0859	F2RL1	192.1865
F2RL2	200.7412	F2RL2	239.4455
F2RL3	70.105	F2RL3	45.0536
F2R	774.2434	F2R	989.603
F3	1605.0031	F3	797.4165
F5	92.341	F5	43.4783
removed	removed	F7	25.2048
F8A1	218.9623	F8A1	109.3258
F8	333.5392	F8	1498.4247
FA2H	23.7801	FA2H	51.3548
FAAH2	184.6819	FAAH2	195.3371
FAAH	280.7288	FAAH	237.2401
FABP3	118.5917	FABP3	87.2716
FABP4	100.9883	FABP4	13956.5217
FABP5	2587.3996	FABP5	147.7631
FABP6	10.1915	removed	removed
FABP7	657.8135	FABP7	670.4474
FADD	1681.5936	FADD	535.6018
FADS1	533.4744	FADS1	211.4052
FADS2	939.966	FADS2	279.143
FADS3	117.0476	FADS3	640.8318
FADS6	49.1044	removed	removed
FAF1	1581.5318	FAF1	813.7996
FAF2	2163.3725	FAF2	1435.7278
FAHD1	959.5028	FAHD1	396.9754
FAHD2A	126.9302	FAHD2A	261.1846
FAHD2B	150.4015	FAHD2B	259.9244
FAH	671.4021	FAH	1090.1071
FAIM2	5.8678	FAIM2	45.3686
FAIM3	218.0235	FAIM3	215.1008
FAIM	165.5343	FAIM	276.6226
FAM100A	324.8919	FAM100A	251.7328
FAM100B	1778.2582	FAM100B	490.5482
FAM101A	62.3842	FAM101A	135.1607
FAM101B	222.3595	FAM101B	833.9635
FAM102A	2754.1692	FAM102A	2092.6276
FAM102B	522.5448	FAM102B	1007.8765
