gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
ANO6	2617.2615	ANO6	4482.1952
removed	removed	ANO7	10.4734
ANO8	181.3547	ANO8	155.4252
ANO9	283.3212	ANO9	26.393
ANP32A	3297.5237	ANP32A	3357.7713
ANP32B	1794.2462	ANP32B	3149.9791
ANP32E	577.9315	ANP32E	2057.3942
ANPEP	265.4771	ANPEP	4036.0285
ANTXR1	1586.6715	ANTXR1	5917.8886
ANTXR2	215.5863	ANTXR2	1631.3364
removed	removed	ANTXRL	5.0272
ANUBL1	661.3256	ANUBL1	348.5547
ANXA11	3260.0146	ANXA11	2550.0628
removed	removed	ANXA13	5.0272
ANXA1	1257.8296	ANXA1	24108.9233
ANXA2P1	110.7065	ANXA2P1	51.9481
ANXA2P2	7013.11	ANXA2P2	3154.1684
ANXA2P3	12.0175	removed	removed
ANXA2	22665.6956	ANXA2	14501.8852
ANXA3	54.6249	ANXA3	3237.1177
ANXA4	1873.2702	ANXA4	3043.5693
ANXA5	6408.5943	ANXA5	13634.6879
ANXA6	6793.1537	ANXA6	2114.7884
ANXA7	4562.6366	ANXA7	4260.5781
ANXA8L2	24.035	ANXA8L2	264.3486
ANXA8	83.394	ANXA8	1142.4382
ANXA9	4101.2382	ANXA9	118.1399
AOAH	41.5149	AOAH	101.3825
AOC2	18.5725	AOC2	30.1634
AOC3	284.0495	AOC3	4284.0385
AOX1	62.2724	AOX1	704.2313
AP1AR	1572.1049	AP1AR	1359.447
AP1B1	3428.6235	AP1B1	682.4466
AP1G1	2379.0969	AP1G1	2489.7361
AP1G2	1455.4698	AP1G2	534.2941
AP1M1	888.201	AP1M1	456.6401
AP1M2	2656.2272	AP1M2	532.8865
AP1S1	867.4436	AP1S1	300.796
AP1S2	249.8179	AP1S2	1028.0687
AP1S3	310.2695	AP1S3	111.018
AP2A1	1829.6468	AP2A1	348.7432
AP2A2	1369.9927	AP2A2	744.4491
AP2B1	15919.5193	AP2B1	7021.3657
AP2M1	5377.6402	AP2M1	3295.3498
AP2S1	1824.8361	AP2S1	589.4428
AP3B1	1692.6438	AP3B1	1650.1885
AP3B2	147.1231	AP3B2	38.1232
AP3D1	3344.8653	AP3D1	1047.7587
AP3M1	1831.3911	AP3M1	2100.1257
AP3M2	1144.9381	AP3M2	449.5182
AP3S1	1238.1646	AP3S1	2188.9401
AP3S2	2339.7305	AP3S2	1159.6146
AP4B1	246.1034	AP4B1	240.6703
AP4E1	346.6861	AP4E1	356.5145
AP4M1	411.1435	AP4M1	187.6833
AP4S1	65.1857	AP4S1	167.5744
APAF1	313.547	APAF1	521.5752
APBA1	32.0466	APBA1	294.9309
APBA2	11.2891	APBA2	9.2166
APBA3	139.8398	APBA3	23.0415
APBB1IP	112.5273	APBB1IP	354.0008
APBB1	615.4406	APBB1	312.9451
APBB2	3672.6147	APBB2	2527.8592
APBB3	136.9264	APBB3	201.5082
APCDD1L	18.9366	APCDD1L	115.2074
APCDD1	99.7815	APCDD1	1550.0628
APC	776.402	APC	1041.8936
APEH	2844.5011	APEH	566.8203
APEX1	2610.7065	APEX1	4123.5861
APEX2	888.9294	APEX2	501.8852
APH1A	6187.9097	APH1A	2814.4114
APH1B	762.9279	APH1B	1039.7989
API5	3014.5666	API5	4609.9707
APIP	508.5834	APIP	654.6418
APITD1	430.9323	APITD1	101.3825
APLF	15.6591	APLF	150.8169
APLNR	368.1719	APLNR	449.0993
APLN	64.4574	APLN	137.8299
APLP1	5.4625	APLP1	27.2308
APLP2	27112.1631	APLP2	12881.0222
APOA1BP	2625.2731	APOA1BP	947.633
APOB48R	244.3554	APOB48R	15.5006
APOBEC3A	40.4224	removed	removed
APOBEC3B	136.1981	APOBEC3B	27.8341
APOBEC3C	87.764	APOBEC3C	459.1537
APOBEC3D	55.7174	APOBEC3D	95.9363
APOBEC3F	212.3088	APOBEC3F	211.1437
APOBEC3G	110.7065	APOBEC3G	201.0892
APOBEC3H	7.6475	APOBEC3H	8.7977
removed	removed	APOB	244.6586
APOC1	347.0503	APOC1	215.752
APOC2	151.4931	APOC2	137.411
APOD	2087.0357	APOD	22553.8333
APOE	922.0685	APOE	381.6506
APOF	88.1282	removed	removed
APOL1	1250.5462	APOL1	432.3419
APOL2	636.9264	APOL2	188.9401
APOL3	594.319	APOL3	718.4751
APOL4	54.2607	APOL4	139.5057
APOL6	2902.7677	APOL6	2963.9715
APOLD1	233.7946	APOLD1	1028.9066
APOM	56.8099	APOM	85.8819
APOOL	207.5747	APOOL	183.4939
APOO	348.5069	APOO	297.8634
APPBP2	1956.6642	APPBP2	1731.4621
APPL1	2122.724	APPL1	2728.1106
APPL2	1273.4887	APPL2	1551.3196
APP	13647.1231	APP	31979.0532
APRT	1022.2141	APRT	452.8697
APTX	1014.9308	APTX	576.4558
AQP11	166.7881	AQP11	51.5291
AQP1	1712.673	AQP1	10844.7801
AQP3	1522.9425	AQP3	676.5815
removed	removed	AQP4	76.2463
removed	removed	AQP5	8.7977
removed	removed	AQP7P1	69.1244
removed	removed	AQP7P3	7.5408
AQP7	9.1042	AQP7	693.7579
AQP9	36.0524	AQP9	17.1764
removed	removed	AQPEP	214.9141
AQR	1540.4224	AQR	1038.961
ARAF	1272.032	ARAF	1048.5966
ARAP1	1182.7713	ARAP1	294.7926
ARAP2	145.3023	ARAP2	441.5584
ARAP3	116.5331	ARAP3	189.778
ARCN1	5949.0168	ARCN1	5581.902
ARC	28.0408	ARC	274.403
AREG	20.7575	AREG	475.9112
ARF1	13236.7079	ARF1	5882.6979
ARF3	8080.4807	ARF3	4806.4516
ARF4	10293.5178	ARF4	8059.4889
ARF5	3066.5987	ARF5	1417.2602
ARF6	7767.2979	ARF6	4576.4558
ARFGAP1	851.0561	ARFGAP1	248.8479
ARFGAP2	2398.3977	ARFGAP2	847.9263
ARFGAP3	1839.7669	ARFGAP3	1499.3716
ARFGEF1	7756.5586	ARFGEF1	1740.2597
ARFGEF2	3134.0131	ARFGEF2	2358.1902
ARFIP1	1560.8157	ARFIP1	2063.2593
ARFIP2	2376.9119	ARFIP2	803.1001
ARFRP1	331.0269	ARFRP1	92.5848
ARG2	108.5907	ARG2	179.1035
ARGLU1	801.8937	ARGLU1	2665.2702
ARHGAP10	52.4399	ARHGAP10	436.5312
ARHGAP11A	176.2564	ARHGAP11A	67.4487
ARHGAP12	1161.3256	ARHGAP12	1898.6175
ARHGAP15	47.3416	ARHGAP15	140.7625
ARHGAP17	1244.3554	ARHGAP17	963.1336
ARHGAP18	375.091	ARHGAP18	872.2245
ARHGAP19	466.8609	ARHGAP19	747.8006
ARHGAP1	4004.37	ARHGAP1	2010.4734
ARHGAP20	13.11	ARHGAP20	354.8387
ARHGAP21	1015.295	ARHGAP21	2241.726
ARHGAP22	13.4741	ARHGAP22	27.2308
ARHGAP23	236.3438	ARHGAP23	616.2547
ARHGAP24	82.6657	ARHGAP24	386.2589
ARHGAP25	115.8048	ARHGAP25	160.8714
ARHGAP26	152.2214	ARHGAP26	807.2895
ARHGAP27	207.5747	ARHGAP27	246.3343
ARHGAP28	42.6074	ARHGAP28	314.2019
ARHGAP29	1369.6286	ARHGAP29	5064.9351
ARHGAP30	171.8864	ARHGAP30	185.1697
ARHGAP31	311.7261	ARHGAP31	773.3557
ARHGAP32	4147.4873	ARHGAP32	1414.7465
ARHGAP33	111.4348	ARHGAP33	57.8132
removed	removed	ARHGAP36	26.8119
ARHGAP39	502.5492	ARHGAP39	84.2061
ARHGAP42	20.0291	ARHGAP42	171.3448
ARHGAP4	101.2382	ARHGAP4	65.354
ARHGAP5	2344.1369	ARHGAP5	4100.9636
ARHGAP6	38.6016	ARHGAP6	186.4265
ARHGAP8	380.7684	ARHGAP8	195.8023
ARHGAP9	52.4399	ARHGAP9	73.7327
ARHGDIA	5805.5353	ARHGDIA	1632.5932
ARHGDIB	8070.284	ARHGDIB	9023.4604
ARHGEF10L	1211.5805	ARHGEF10L	269.3758
ARHGEF10	193.3722	ARHGEF10	909.0909
ARHGEF11	1142.0248	ARHGEF11	519.8995
ARHGEF12	7603.7873	ARHGEF12	6589.4428
ARHGEF15	156.9556	ARHGEF15	395.0566
ARHGEF16	271.6679	ARHGEF16	40.2178
ARHGEF17	839.4028	ARHGEF17	676.1625
ARHGEF18	564.8216	ARHGEF18	237.9556
ARHGEF19	586.3074	ARHGEF19	136.5731
ARHGEF1	626.7298	ARHGEF1	229.9958
ARHGEF2	819.3736	ARHGEF2	661.0809
removed	removed	ARHGEF33	8.3787
ARHGEF35	554.6249	ARHGEF35	542.9409
ARHGEF37	1510.1966	ARHGEF37	821.5333
ARHGEF38	17.48	ARHGEF38	32.2581
ARHGEF3	1074.654	ARHGEF3	808.1274
ARHGEF4	9.8325	ARHGEF4	71.2191
ARHGEF5	580.8449	ARHGEF5	420.1927
ARHGEF6	2475.2367	ARHGEF6	1893.1713
ARHGEF7	1304.4428	ARHGEF7	1360.2849
ARHGEF9	512.3816	ARHGEF9	670.2974
ARID1A	2026.22	ARID1A	2119.8157
ARID1B	1905.681	ARID1B	1780.0587
ARID2	1121.2673	ARID2	1183.9129
ARID3A	62.6366	ARID3A	17.5953
ARID3B	82.3015	ARID3B	58.2321
ARID4A	363.8019	ARID4A	851.2778
ARID4B	928.8201	ARID4B	1719.3129
ARID5A	483.9767	ARID5A	1036.4474
ARID5B	1410.4151	ARID5B	5227.9011
ARIH1	1771.6679	ARIH1	2521.5752
ARIH2	966.7152	ARIH2	877.6707
removed	removed	ARL10	34.7717
ARL11	45.1566	ARL11	18.4332
ARL13B	141.6606	ARL13B	468.7893
ARL15	154.0422	ARL15	809.3842
ARL16	516.0233	ARL16	216.1709
ARL17A	163.3358	ARL17A	81.4705
removed	removed	ARL17B	6.7784
ARL1	5957.7567	ARL1	3482.1952
ARL2BP	1154.4064	ARL2BP	3315.0398
ARL2	588.8565	ARL2	675.7436
ARL3	2066.6424	ARL3	637.6204
ARL4A	248.3613	ARL4A	4258.4835
ARL4C	351.0561	ARL4C	5084.6251
ARL4D	84.4865	ARL4D	163.8039
ARL5A	833.2119	ARL5A	1897.3607
ARL5B	164.9672	ARL5B	179.7235
ARL6IP1	24159.8689	ARL6IP1	9050.6912
ARL6IP4	793.5178	ARL6IP4	322.5806
ARL6IP5	4432.6293	ARL6IP5	10085.8819
ARL6IP6	329.9345	ARL6IP6	856.305
ARL6	67.3707	ARL6	72.4759
ARL8A	1325.9286	ARL8A	1078.341
ARL8B	6117.9898	ARL8B	4810.222
removed	removed	ARL9	10.4734
ARMC10	989.5193	ARMC10	1328.806
ARMC1	2233.0663	ARMC1	1364.0553
ARMC2	27.6766	ARMC2	37.2853
ARMC3	6.1908	removed	removed
removed	removed	ARMC4	5.0272
ARMC5	367.0794	ARMC5	97.6121
ARMC6	548.7983	ARMC6	130.2891
ARMC7	601.2382	ARMC7	116.4642
ARMC8	896.5768	ARMC8	1127.3565
ARMC9	359.7961	ARMC9	59.9078
ARMCX1	481.4275	ARMCX1	1745.287
ARMCX2	1297.5237	ARMCX2	1154.5873
ARMCX3	2187.1814	ARMCX3	1796.8161
ARMCX5	488.3467	ARMCX5	610.3896
ARMCX6	232.7021	ARMCX6	150.8169
ARNT2	2792.0612	ARNT2	139.5057
ARNTL2	9.8325	ARNTL2	32.2581
ARNTL	187.1814	ARNTL	119.3967
ARNT	1486.89	ARNT	1775.0314
ARPC1A	2304.4101	ARPC1A	2247.5911
ARPC1B	1364.9272	ARPC1B	390.4483
ARPC2	4141.6606	ARPC2	5108.9233
ARPC3	4923.5251	ARPC3	4248.429
ARPC4	3336.0488	ARPC4	1599.9749
ARPC5L	927.8951	ARPC5L	351.4872
ARPC5	2709.0313	ARPC5	6290.7415
ARPM1	42.6074	ARPM1	38.961
ARPP19	5084.4865	ARPP19	7815.6682
ARRB1	594.319	ARRB1	618.7683
ARRB2	395.8485	ARRB2	503.9799
ARRDC1	1033.5033	ARRDC1	253.0373
ARRDC2	457.0284	ARRDC2	154.1684
ARRDC3	1628.9148	ARRDC3	9213.2384
ARRDC4	541.5149	ARRDC4	2746.5438
ARSA	1593.5907	ARSA	195.2241
ARSB	152.5856	ARSB	260.1592
ARSD	5645.6664	ARSD	2263.0917
ARSE	16.3875	ARSE	26.8119
ARSG	893.2993	ARSG	170.088
ARSH	5.0983	removed	removed
ARSI	23.3066	ARSI	9.2166
ARSJ	18.9366	ARSJ	229.5769
ARSK	46.6133	ARSK	299.5392
removed	removed	ART3	6.284
removed	removed	ART4	29.7444
ART5	5.8267	removed	removed
ARTN	278.9512	ARTN	6.284
ARV1	813.1828	ARV1	911.1856
ARVCF	142.0248	ARVCF	43.9883
AR	527.3125	AR	170.088
AS3MT	197.378	AS3MT	186.8454
ASAH1	7197.0138	ASAH1	8617.5115
ASAH2B	12.7458	removed	removed
ASAH2	12.3816	removed	removed
ASAM	78.6599	ASAM	276.4977
ASAP1	637.2906	ASAP1	1133.2216
ASAP2	988.7109	ASAP2	1207.3733
ASAP3	762.9279	ASAP3	623.3766
ASB13	4109.2498	ASB13	664.0134
ASB14	19.3008	ASB14	18.0142
ASB16	15.6118	removed	removed
ASB1	201.6387	ASB1	306.3343
ASB2	5.0983	ASB2	22.2036
ASB3	278.587	ASB3	521.4914
ASB6	833.7036	ASB6	300.2849
ASB7	646.7589	ASB7	776.7072
ASB8	1028.0408	ASB8	866.3594
ASB9	9.4683	ASB9	69.1244
ASCC1	630.7356	ASCC1	550.0628
ASCC2	1039.3299	ASCC2	591.9564
ASCC3	931.1726	ASCC3	1232.9284
ASCL2	46.6133	removed	removed
ASF1A	621.2673	ASF1A	1219.1035
ASF1B	337.9461	ASF1B	41.8936
ASH1L	1937.6438	ASH1L	2236.6988
ASH2L	4170.7939	ASH2L	1613.3222
ASL	418.0626	ASL	97.6121
ASMTL	564.0896	ASMTL	151.6548
ASNA1	1824.472	ASNA1	453.7076
ASNSD1	743.9913	ASNSD1	1643.4855
ASNS	268.3904	ASNS	476.7491
removed	removed	ASPA	95.0984
ASPHD1	112.1631	ASPHD1	10.4734
ASPHD2	52.4399	ASPHD2	42.7315
ASPH	18509.7997	ASPH	11841.5584
ASPM	110.3423	ASPM	8.7977
ASPN	1313.1828	ASPN	547.5492
ASPRV1	29.6905	ASPRV1	43.6447
ASPSCR1	453.3867	ASPSCR1	57.3942
ASRGL1	23.6708	ASRGL1	119.3967
ASS1	638.7473	ASS1	1497.6959
ASTE1	199.4865	ASTE1	304.7842
ASTL	12.3816	removed	removed
removed	removed	ASTN1	17.5953
ASTN2	162.7822	ASTN2	67.8676
ASXL1	1029.4975	ASXL1	1542.1031
ASXL2	444.6468	ASXL2	299.9581
removed	removed	ASXL3	28.0687
ATAD1	1596.1398	ATAD1	2024.2983
ATAD2B	300.8012	ATAD2B	346.46
ATAD2	1487.6184	ATAD2	435.6933
ATAD3A	319.3736	ATAD3A	28.0687
ATAD3B	69.5557	ATAD3B	20.1089
ATAD3C	308.0845	ATAD3C	204.4407
ATAD5	88.1282	ATAD5	82.5304
ATE1	336.1253	ATE1	115.2074
ATF1	562.6366	ATF1	728.5295
ATF2	536.7808	ATF2	326.77
ATF3	440.2768	ATF3	8262.2539
ATF4	6562.6366	ATF4	4732.7189
ATF5	747.9971	ATF5	454.9644
ATF6B	2756.1763	ATF6B	857.5618
ATF6	1933.3576	ATF6	1545.8735
ATF7IP2	151.8572	ATF7IP2	118.5589
ATF7IP	483.6125	ATF7IP	731.4621
ATF7	994.421	ATF7	2171.6045
ATG10	85.9432	ATG10	116.8831
ATG12	496.7225	ATG12	717.2183
ATG16L1	1253.4596	ATG16L1	589.0239
ATG16L2	146.169	ATG16L2	50.2178
ATG2A	616.169	ATG2A	168.8312
ATG2B	966.4967	ATG2B	1236.2798
ATG3	886.016	ATG3	1081.6925
ATG4A	360.5244	ATG4A	448.2614
ATG4B	800.0728	ATG4B	258.0645
ATG4C	203.5688	ATG4C	403.0163
ATG4D	338.3758	ATG4D	98.098
ATG5	1135.1056	ATG5	1555.0901
ATG7	735.3969	ATG7	511.5794
ATG9A	1124.0969	ATG9A	831.1688
ATG9B	6.4749	ATG9B	9.0616
ATHL1	1162.7822	ATHL1	270.6326
ATIC	3187.9097	ATIC	1259.7403
ATL1	159.5047	ATL1	1011.7302
ATL2	986.89	ATL2	2853.3724
ATL3	426.4385	ATL3	247.5911
ATMIN	1310.6336	ATMIN	2885.2116
ATM	971.595	ATM	883.1169
ATN1	4025.8558	ATN1	3292.4173
ATOH8	20.0291	ATOH8	275.6598
ATOX1	1917.6985	ATOX1	622.1198
ATP10A	402.4035	ATP10A	167.9933
removed	removed	ATP10B	8.7977
ATP10D	157.6839	ATP10D	588.6049
ATP11A	256.7371	ATP11A	530.3729
ATP11B	1078.2957	ATP11B	1651.4453
ATP11C	237.0721	ATP11C	914.1181
ATP12A	53.1682	removed	removed
ATP13A1	1291.697	ATP13A1	431.085
ATP13A2	1453.3867	ATP13A2	227.0633
ATP13A3	1398.3977	ATP13A3	2279.4302
removed	removed	ATP13A4	42.7315
removed	removed	ATP13A5	56.9753
ATP1A1	8432.9752	ATP1A1	8699.1998
ATP1A2	10.925	ATP1A2	656.0536
ATP1B1	725.9796	ATP1B1	8949.8576
ATP1B2	14.5666	ATP1B2	102.2204
ATP1B3	1320.4661	ATP1B3	2162.5471
ATP2A1	5.8267	removed	removed
ATP2A2	4458.1209	ATP2A2	4683.2845
ATP2A3	535.3241	ATP2A3	310.0126
ATP2B1	1170.4297	ATP2B1	1908.672
removed	removed	ATP2B2	76.6653
ATP2B4	659.1406	ATP2B4	5900.2933
ATP2C1	2494.9782	ATP2C1	3462.7063
ATP2C2	48.0699	ATP2C2	56.5563
ATP5A1	9322.287	ATP5A1	10353.163
ATP5B	9855.4261	ATP5B	8165.4797
ATP5C1	4000	ATP5C1	4710.9342
ATP5D	532.7749	ATP5D	162.9661
ATP5EP2	38.9658	ATP5EP2	66.6108
ATP5E	4150.7647	ATP5E	5780.8965
ATP5F1	4450.8376	ATP5F1	4561.3741
ATP5G1	1960.6701	ATP5G1	661.4998
ATP5G2	6969.4101	ATP5G2	8118.9778
ATP5G3	3548.4341	ATP5G3	3262.2539
ATP5H	4482.52	ATP5H	2144.5329
ATP5I	1633.9075	ATP5I	449.0993
ATP5J2	1834.6686	ATP5J2	1004.1894
ATP5J	1990.1457	ATP5J	2416.8412
ATP5L	3682.4472	ATP5L	4450.3561
ATP5O	3057.5382	ATP5O	5479.2627
ATP5SL	1052.8041	ATP5SL	591.1186
ATP5S	163.5106	ATP5S	203.6028
ATP6AP1L	122.3598	ATP6AP1L	23.4604
ATP6AP1	11683.1755	ATP6AP1	2292.8362
ATP6AP2	7873.6344	ATP6AP2	6914.1181
ATP6V0A1	2554.2607	ATP6V0A1	1235.442
ATP6V0A2	775.6737	ATP6V0A2	727.2727
ATP6V0A4	191.1872	ATP6V0A4	21.3657
ATP6V0B	7297.8878	ATP6V0B	803.938
ATP6V0C	8669.3372	ATP6V0C	1473.1462
ATP6V0D1	1969.0459	ATP6V0D1	977.3775
ATP6V0D2	13.8383	removed	removed
ATP6V0E1	4540.7866	ATP6V0E1	7186.4265
ATP6V0E2	1100.874	ATP6V0E2	402.1785
ATP6V1A	2840.8594	ATP6V1A	2507.3314
ATP6V1B1	290.9687	ATP6V1B1	203.1839
ATP6V1B2	1305.8995	ATP6V1B2	2446.5857
ATP6V1C1	4898.3977	ATP6V1C1	2076.6653
ATP6V1C2	48.2739	ATP6V1C2	62.3
ATP6V1D	2623.0881	ATP6V1D	2379.9749
ATP6V1E1	3808.4487	ATP6V1E1	2082.9493
ATP6V1E2	26.22	ATP6V1E2	92.5848
ATP6V1F	2054.2535	ATP6V1F	1553.4143
ATP6V1G1	3910.4151	ATP6V1G1	3602.0109
ATP6V1G2	89.5849	ATP6V1G2	45.1152
ATP6V1H	5387.1085	ATP6V1H	1261.8349
ATP7A	606.3365	ATP7A	893.5903
ATP7B	174.4355	ATP7B	122.3293
ATP8A1	41.8791	ATP8A1	763.3012
ATP8A2	6.555	ATP8A2	10.4734
ATP8B1	4280.2768	ATP8B1	1783.5651
ATP8B2	202.4763	ATP8B2	464.5999
ATP8B3	540.7866	ATP8B3	11.3113
ATP8B4	37.1449	ATP8B4	240.0503
ATP8B5P	56.8099	ATP8B5P	157.9388
ATP9A	1494.9017	ATP9A	2677.8383
ATP9B	509.1042	ATP9B	320.486
ATPAF1	1627.3853	ATPAF1	2068.7055
ATPAF2	289.512	ATPAF2	131.9648
ATPBD4	198.8347	ATPBD4	291.1605
ATPIF1	2025.1275	ATPIF1	772.0989
ATRIP	641.4348	ATRIP	185.0147
removed	removed	ATRNL1	85.8819
ATRN	1450.8376	ATRN	1474.6544
ATRX	1375.4552	ATRX	2628.4039
ATR	824.1078	ATR	739.0029
ATXN10	4065.5499	ATXN10	3700.4608
ATXN1L	646.3948	ATXN1L	930.4566
ATXN1	402.0393	ATXN1	1218.2656
ATXN2L	3111.4348	ATXN2L	1085.044
ATXN2	787.6912	ATXN2	853.7914
ATXN3	546.6133	ATXN3	852.9535
ATXN7L1	136.5623	ATXN7L1	260.1592
ATXN7L2	53.5324	ATXN7L2	30.5823
ATXN7L3B	3725.4188	ATXN7L3B	3376.6234
ATXN7L3	1487.9825	ATXN7L3	386.2589
ATXN7	939.1843	ATXN7	1088.3955
AUH	375.091	AUH	513.6154
AUP1	2690.5717	AUP1	1153.209
AURKAIP1	1011.2891	AURKAIP1	105.1529
removed	removed	AURKAPS1	7.9598
AURKA	231.6096	AURKA	42.3125
AURKB	44.0641	removed	removed
AURKC	5.0983	AURKC	5.0272
AUTS2	1193.7363	AUTS2	2319.6481
AVEN	76.1107	AVEN	179.3046
AVIL	14.9308	AVIL	7.1219
AVL9	254.1879	AVL9	164.2229
AVPI1	133.6489	AVPI1	283.2007
AVPR1A	12.0175	AVPR1A	23.0415
AVPR2	10.5608	AVPR2	26.8119
AXIN1	1040.7866	AXIN1	103.0582
AXIN2	152.5856	AXIN2	203.6028
AXL	762.5637	AXL	2555.9279
AZGP1	35209.0313	AZGP1	12581.0641
AZI1	154.0422	AZI1	12.987
AZI2	1420.6118	AZI2	1818.1818
AZIN1	9469.4101	AZIN1	4957.6875
AZU1	49.1624	removed	removed
B2M	36887.6438	B2M	82768.7474
B3GALNT1	593.9548	B3GALNT1	674.0679
B3GALNT2	718.9512	B3GALNT2	770.3477
removed	removed	B3GALT1	20.9468
removed	removed	B3GALT2	22.2036
B3GALT4	232.7021	B3GALT4	37.7042
removed	removed	B3GALT5	8.3787
B3GALT6	767.6621	B3GALT6	444.0721
B3GALTL	283.6854	B3GALTL	578.5505
removed	removed	B3GAT1	15.5006
B3GAT3	567.3707	B3GAT3	152.0737
B3GNT1	525.4916	B3GNT1	469.6271
B3GNT2	3553.5324	B3GNT2	2193.5484
B3GNT3	11.2891	B3GNT3	117.3021
B3GNT5	65.9141	B3GNT5	1300.377
B3GNT7	21.1216	B3GNT7	49.8534
B3GNT8	55.3532	B3GNT8	45.2451
B3GNT9	223.8529	B3GNT9	117.5786
B3GNTL1	108.6307	B3GNTL1	14.8597
B4GALNT1	17.1049	B4GALNT1	34.1349
B4GALNT3	79.3882	B4GALNT3	57.3942
B4GALNT4	289.1479	B4GALNT4	23.8793
B4GALT1	20790.9687	B4GALT1	4332.6351
B4GALT2	1711.9446	B4GALT2	305.8232
B4GALT3	687.1814	B4GALT3	449.9372
B4GALT4	728.3321	B4GALT4	256.8077
B4GALT5	620.9031	B4GALT5	1577.7126
B4GALT6	21.85	B4GALT6	245.4964
B4GALT7	562.6366	B4GALT7	110.1801
B9D1	448.9039	B9D1	64.5161
B9D2	59.3591	B9D2	18.4332
BAALC	20.0291	BAALC	227.9011
BACE1	423.161	BACE1	1026.393
BACE2	235.2513	BACE2	1085.8819
BACH1	176.2564	BACH1	1059.9078
BACH2	33.8674	BACH2	669.4596
BAD	795.5171	BAD	251.7805
BAG1	1992.4618	BAG1	951.8224
BAG2	67.7349	BAG2	236.6988
BAG3	1688.638	BAG3	942.6058
BAG4	596.504	BAG4	180.9803
BAG5	1628.5506	BAG5	2384.5832
removed	removed	BAGE2	5.0272
BAHCC1	415.8776	BAHCC1	181.8182
BAHD1	661.3256	BAHD1	432.3419
BAI1	34.9599	BAI1	6.284
BAI2	309.5412	BAI2	12.1491
removed	removed	BAI3	20.5279
BAIAP2L1	297.1595	BAIAP2L1	374.9476
BAIAP2	1885.2877	BAIAP2	282.3628
BAIAP3	898.831	BAIAP3	15.1822
BAK1	330.6628	BAK1	66.1919
BAMBI	2339.4028	BAMBI	1562.212
BANF1	3458.1209	BANF1	3326.77
BANK1	8.0117	BANK1	58.651
BANP	136.5623	BANP	79.1789
BAP1	1418.791	BAP1	572.6854
BARD1	67.7349	BARD1	18.8521
BARX2	1765.8412	BARX2	642.6477
BASP1	254.9162	BASP1	447.0046
BAT1	4595.7757	BAT1	3743.3222
BAT2L1	2580.2913	BAT2L1	2392.6686
BAT2L2	2895.4843	BAT2L2	4269.3758
BAT2	4084.8507	BAT2	2198.1567
BAT3	4188.2739	BAT3	1143.695
BAT4	305.8995	BAT4	193.9673
BAT5	1009.8325	BAT5	386.2589
BATF2	261.8354	BATF2	67.8676
BATF3	10.925	BATF3	14.6628
BATF	187.9097	BATF	19.69
BAX	344.5011	BAX	128.6133
BAZ1A	856.8827	BAZ1A	1121.0725
BAZ1B	1822.6511	BAZ1B	1283.2007
BAZ2A	2009.8216	BAZ2A	2012.5136
BAZ2B	565.1712	BAZ2B	1464.8848
BBC3	67.3707	BBC3	15.5006
BBOX1	36.0524	BBOX1	837.0339
BBS10	446.8318	BBS10	1061.1646
BBS12	179.898	BBS12	403.8542
BBS1	1180.5754	BBS1	816.925
BBS2	492.3525	BBS2	1035.1906
BBS4	854.3336	BBS4	303.7285
BBS5	239.6322	BBS5	83.871
BBS7	96.1398	BBS7	504.3988
BBS9	185.7247	BBS9	408.8814
BBX	1199.1988	BBX	2085.044
BCAM	4924.2535	BCAM	1320.9049
BCAN	10.1966	BCAN	8.3787
BCAP29	1467.2251	BCAP29	2510.2639
BCAP31	9340.8594	BCAP31	3724.7591
BCAR1	460.3059	BCAR1	224.9686
BCAR3	884.9126	BCAR3	842.899
BCAS1	389.2935	BCAS1	129.4512
BCAS2	1099.5557	BCAS2	1382.0695
BCAS3	613.984	BCAS3	534.9811
BCAS4	894.756	BCAS4	736.9083
BCAT1	165.3314	BCAT1	183.9129
BCAT2	672.9789	BCAT2	187.6833
BCCIP	1542.1085	BCCIP	1373.3724
BCDIN3D	463.1355	BCDIN3D	243.5233
BCHE	5.4625	BCHE	157.9388
BCKDHA	810.6773	BCKDHA	275.6598
BCKDHB	477.7859	BCKDHB	910.7667
BCKDK	2141.6606	BCKDK	594.889
BCL10	722.1413	BCL10	1419.7738
BCL11A	11.2891	BCL11A	454.5455
BCL11B	21.85	BCL11B	294.9309
BCL2A1	29.8616	BCL2A1	26.8119
removed	removed	BCL2L10	12.1491
BCL2L11	737.4363	BCL2L11	1025.974
BCL2L12	306.2017	BCL2L12	74.7298
BCL2L13	2122.3598	BCL2L13	1206.1165
BCL2L14	17.48	BCL2L14	6.703
removed	removed	BCL2L15	8.3787
BCL2L1	2861.6169	BCL2L1	1450.775
BCL2L2	1136.4676	BCL2L2	1393.4772
BCL2	3222.5055	BCL2	2396.7323
BCL3	555.7174	BCL3	661.0809
BCL6B	188.638	BCL6B	286.9711
BCL6	995.2658	BCL6	3020.1089
BCL7A	477.0575	BCL7A	596.1458
BCL7B	1080.4807	BCL7B	1091.747
BCL7C	684.9964	BCL7C	314.6041
removed	removed	BCL8	7.5408
BCL9L	1737.0721	BCL9L	1214.9141
BCL9	601.2382	BCL9	441.9774
