gene_id	TCGA-A7-A13F-01A-11R-A12P-07	gene_id	TCGA-A7-A13F-11A-42R-A12P-07
CCDC134	48.1928	CCDC134	58.8235
CCDC136	12.4498	CCDC136	83.0714
CCDC137	489.9598	CCDC137	201.6165
CCDC138	61.0442	CCDC138	39.066
removed	removed	CCDC13	7.6336
removed	removed	CCDC141	35.0247
CCDC142	98.6024	CCDC142	98.9627
CCDC144A	19.9639	CCDC144A	12.6224
CCDC144B	48.9438	CCDC144B	29.3848
CCDC146	81.1245	CCDC146	207.454
removed	removed	CCDC147	12.1239
CCDC148	16.8675	CCDC148	15.7162
CCDC149	592.3695	CCDC149	511.4504
CCDC14	466.2651	CCDC14	956.8927
CCDC150	30.5221	removed	removed
CCDC151	30.9237	removed	removed
CCDC152	29.6988	CCDC152	167.3193
CCDC153	40.9639	CCDC153	13.022
CCDC157	71.9679	CCDC157	11.2304
CCDC158	12.8514	CCDC158	50.2919
CCDC159	135.3414	CCDC159	111.3606
CCDC15	218.0723	CCDC15	88.0108
CCDC160	29.7189	CCDC160	27.8401
CCDC163P	34.9398	CCDC163P	9.4297
removed	removed	CCDC17	14.8181
CCDC18	126.1044	CCDC18	52.088
CCDC19	26.506	CCDC19	6.7355
CCDC21	411.245	CCDC21	216.8837
CCDC22	728.6506	CCDC22	382.0162
CCDC23	228.5141	CCDC23	411.3157
CCDC24	280.4177	CCDC24	122.7661
CCDC25	1157.4297	CCDC25	1106.8702
CCDC28A	244.1767	CCDC28A	513.2465
CCDC28B	20.8835	CCDC28B	47.1486
CCDC30	85.1406	CCDC30	76.3359
CCDC34	105.2209	CCDC34	147.2833
removed	removed	CCDC36	67.8042
CCDC39	10.8434	CCDC39	16.4571
CCDC3	212.0482	CCDC3	2111.8096
CCDC40	204.8193	CCDC40	46.2506
CCDC41	277.9116	CCDC41	151.3247
CCDC43	1163.0522	CCDC43	335.8779
CCDC45	364.257	CCDC45	564.8855
CCDC46	46.5863	CCDC46	414.9079
CCDC47	5642.5703	CCDC47	2614.7283
CCDC48	28.9157	CCDC48	57.4764
CCDC50	978.3133	CCDC50	3032.7795
CCDC51	426.506	CCDC51	245.6219
CCDC52	679.9197	CCDC52	352.4921
CCDC53	420.4819	CCDC53	475.5276
CCDC55	1061.0442	CCDC55	812.3035
CCDC56	1691.6426	CCDC56	774.8451
CCDC57	433.7349	CCDC57	362.8199
CCDC58	198.3936	CCDC58	125.7297
CCDC59	308.4337	CCDC59	392.9053
CCDC61	90.3614	CCDC61	119.4432
CCDC64B	110.0402	CCDC64B	202.5146
CCDC64	532.9317	CCDC64	13.9201
removed	removed	CCDC65	8.0826
CCDC66	302.2851	CCDC66	296.2551
removed	removed	CCDC68	73.6417
CCDC69	276.3052	CCDC69	6282.8918
CCDC6	2871.4859	CCDC6	2288.2802
CCDC71	421.6867	CCDC71	488.9987
CCDC72	1526.506	CCDC72	816.3449
CCDC73	13.2892	CCDC73	30.2066
CCDC74A	642.5703	CCDC74A	231.2528
CCDC74B	220.4819	CCDC74B	83.9695
CCDC75	56.2249	CCDC75	163.8976
CCDC76	105.9799	CCDC76	245.604
CCDC77	234.5382	CCDC77	131.1181
CCDC78	5.2209	removed	removed
CCDC7	20.0803	CCDC7	41.612
CCDC80	921.2851	CCDC80	10616.9735
removed	removed	CCDC81	5.8374
CCDC82	75.502	CCDC82	607.9928
CCDC84	73.0924	CCDC84	105.0741
CCDC85A	79.2972	CCDC85A	316.7804
CCDC85B	104.4177	CCDC85B	146.3853
CCDC85C	187.2972	CCDC85C	505.2851
CCDC86	601.5301	CCDC86	452.0745
CCDC87	23.6948	CCDC87	9.4297
CCDC88A	288.755	CCDC88A	870.678
CCDC88B	51.8072	CCDC88B	118.9942
CCDC88C	591.1647	CCDC88C	607.5438
CCDC89	6.0241	CCDC89	25.595
CCDC8	108.0321	CCDC8	842.8379
CCDC90A	321.2851	CCDC90A	392.4562
CCDC90B	377.1084	CCDC90B	721.5492
CCDC91	545.3815	CCDC91	522.6762
CCDC92	576.7068	CCDC92	1991.4683
CCDC93	274.2972	CCDC93	1059.7216
CCDC94	243.7751	CCDC94	334.0817
CCDC96	83.5341	CCDC96	26.9421
CCDC97	1184.3373	CCDC97	904.3556
CCDC99	402.4096	CCDC99	132.4652
CCDC9	346.5863	CCDC9	199.8204
CCHCR1	445.7831	CCHCR1	297.7099
CCIN	6.0241	CCIN	10.3278
removed	removed	CCL13	200.2694
CCL14	61.8474	CCL14	1978.1455
removed	removed	CCL16	9.8788
CCL18	7.6305	CCL18	222.2721
CCL19	67.4699	CCL19	22.9008
CCL21	171.4859	CCL21	1854.5128
CCL22	119.6787	CCL22	73.6417
removed	removed	CCL23	96.9915
CCL26	75.9036	removed	removed
CCL28	127.3092	CCL28	1960.0359
CCL2	30.5221	CCL2	375.3929
removed	removed	CCL3L1	22.308
CCL3	14.0562	CCL3	297.7099
CCL4L2	24.498	CCL4L2	90.2559
CCL4	20.4819	CCL4	185.0022
CCL5	115.6627	CCL5	432.4203
removed	removed	CCL8	163.4486
CCM2	804.8193	CCM2	894.0278
removed	removed	CCNA1	8.0826
CCNA2	675.3052	CCNA2	42.4472
CCNB1IP1	158.6345	CCNB1IP1	827.1217
CCNB1	1700.8032	CCNB1	130.22
CCNB2	794.7791	CCNB2	18.8595
CCNB3	41.3655	CCNB3	33.6776
CCNC	657.8313	CCNC	935.339
CCND1	4364.1727	CCND1	8103.233
CCND2	405.6225	CCND2	1847.7773
CCND3	1243.7751	CCND3	1797.4854
CCNDBP1	729.3173	CCNDBP1	1411.3157
CCNE1	142.9719	CCNE1	15.7162
CCNE2	299.0602	CCNE2	18.4104
CCNF	410.8434	CCNF	121.6884
CCNG1	1398.7952	CCNG1	2250.1123
CCNG2	1286.747	CCNG2	1850.0225
CCNH	533.6988	CCNH	736.9286
removed	removed	CCNI2	5.4872
CCNI	5695.1807	CCNI	6925.4603
CCNJL	25.3012	CCNJL	105.0741
CCNJ	140.9639	CCNJ	150.8756
CCNK	654.0683	CCNK	751.5626
CCNL1	495.9839	CCNL1	1923.2151
CCNL2	431.7269	CCNL2	1840.1437
removed	removed	CCNO	16.1652
CCNT1	117.2691	CCNT1	227.6605
CCNT2	451.8072	CCNT2	744.4993
CCNYL1	329.7189	CCNYL1	449.9326
CCNY	1012.0482	CCNY	1778.1769
CCPG1	4123.1084	CCPG1	3463.9605
removed	removed	CCR10	12.1239
CCR1	127.7108	CCR1	206.1069
CCR2	14.8594	CCR2	94.7463
CCR3	13.253	removed	removed
CCR4	9.2369	removed	removed
CCR5	31.3253	CCR5	56.5784
removed	removed	CCR6	49.7261
CCR7	8.8353	CCR7	29.6363
CCRL1	28.9157	CCRL1	348.4508
CCRL2	47.7912	CCRL2	108.6664
CCRN4L	1897.5904	CCRN4L	159.8563
CCS	270.6827	CCS	303.0983
CCT2	3867.4699	CCT2	2041.7602
CCT3	9446.1847	CCT3	4030.5344
CCT4	2937.751	CCT4	3179.6138
CCT5	6165.8635	CCT5	3196.6771
CCT6A	5075.9036	CCT6A	2641.6704
CCT6B	128.5141	CCT6B	79.0301
CCT6P1	49.3976	CCT6P1	76.7849
CCT7	3967.8715	CCT7	3314.7732
CCT8	4490.7631	CCT8	2486.3044
CD101	20.0803	CD101	16.1652
CD109	1996.7871	CD109	1289.6183
CD14	1356.6265	CD14	2345.7566
CD151	7280.7229	CD151	11854.5128
removed	removed	CD160	26.9421
removed	removed	CD163L1	245.6219
CD163	413.253	CD163	1654.2434
removed	removed	CD164L2	58.8235
CD164	6730.9237	CD164	13412.2137
CD180	94.7791	CD180	100.5837
CD1C	6.4257	CD1C	26.9421
CD1D	25.7028	CD1D	49.8428
CD1E	7.2289	CD1E	9.4297
CD200R1	8.4337	CD200R1	55.6803
CD200	146.1847	CD200	681.6345
CD207	28.1124	CD207	14.8181
CD209	14.8594	CD209	785.8105
CD226	6.4257	CD226	19.3085
CD22	265.8635	CD22	28.7382
removed	removed	CD244	13.9201
CD247	7.6305	CD247	69.6004
CD248	625.3012	CD248	6337.225
CD24	4605.2209	CD24	6655.5905
CD274	7.6305	CD274	23.3498
CD276	3536.1446	CD276	1544.2299
CD27	16.743	CD27	133.3678
CD28	35.743	CD28	167.4899
CD2AP	2694.3775	CD2AP	1102.3799
CD2BP2	1018.8755	CD2BP2	1015.2672
CD2	32.5301	CD2	131.1181
CD300A	167.0683	CD300A	150.8756
CD300C	28.1124	CD300C	19.7575
CD300LB	11.6466	CD300LB	14.3691
CD300LF	37.3494	CD300LF	13.471
CD300LG	6.4257	CD300LG	2725.6399
CD302	199.5944	CD302	1889.5375
CD320	923.2932	CD320	497.0813
CD33	65.4618	CD33	110.4625
CD34	1407.6305	CD34	7446.3404
CD36	334.5382	CD36	65985.1819
CD37	256.6265	CD37	219.1289
CD38	6.0241	CD38	74.5397
CD3D	8.4337	CD3D	60.6197
CD3EAP	925.8394	CD3EAP	330.5748
CD3E	40.5622	CD3E	147.7324
removed	removed	CD3G	28.7382
CD40LG	5.2209	CD40LG	27.3911
CD40	2013.253	CD40	420.2964
CD44	17357.0281	CD44	8754.3781
CD46	5186.3454	CD46	5877.4136
CD47	2949.3976	CD47	2805.568
CD48	106.8273	CD48	122.1374
CD4	883.5341	CD4	1453.0759
CD52	138.5542	CD52	179.6138
CD53	438.1526	CD53	488.5496
CD55	3177.51	CD55	1615.6264
CD58	157.8313	CD58	238.4374
CD59	13547.3896	CD59	21594.0727
CD5	14.0562	CD5	43.1073
CD63	16021.2851	CD63	10974.405
CD68	2252.2088	CD68	2282.8918
CD69	30.5221	CD69	134.2613
CD6	41.3655	CD6	78.132
removed	removed	CD70	8.5317
CD72	41.7671	CD72	33.6776
CD74	26504.8193	CD74	25253.7045
CD79A	9.6386	CD79A	104.6251
CD79B	24.498	CD79B	95.1953
CD7	19.6787	CD7	56.5784
CD80	10.0402	removed	removed
CD81	13067.4699	CD81	22164.7957
CD82	419.2771	CD82	1057.4764
CD83	259.0361	CD83	252.8065
CD84	96.3855	CD84	94.2973
CD86	196.7871	CD86	154.4679
CD8A	34.9398	CD8A	137.8536
CD8B	7.2289	CD8B	44.4544
CD93	2914.4578	CD93	6248.7652
CD96	14.4578	CD96	90.2559
CD97	1350.6024	CD97	1281.5447
CD99L2	551.8072	CD99L2	3033.6776
CD99	1436.1446	CD99	3967.2205
CD9	8414.8594	CD9	3170.1841
CDADC1	90.7631	CDADC1	253.7045
CDAN1	577.9116	CDAN1	327.7952
CDA	20.4819	CDA	19.3085
CDC123	796.3534	CDC123	867.5707
CDC14A	66.6667	CDC14A	291.4234
CDC14B	172.2892	CDC14B	876.5155
removed	removed	CDC14C	16.1652
CDC16	729.7189	CDC16	1604.8496
CDC20	866.6667	CDC20	28.7382
CDC23	1075.1004	CDC23	805.568
CDC25A	289.5582	CDC25A	26.044
CDC25B	1946.988	CDC25B	541.9847
CDC25C	224.9036	CDC25C	6.2865
CDC26	33.6064	CDC26	59.2726
CDC27	2029.3173	CDC27	1650.2021
CDC34	481.5261	CDC34	479.1199
CDC37L1	314.0562	CDC37L1	448.1365
CDC37	1858.6345	CDC37	2178.7158
CDC40	388.3534	CDC40	675.348
CDC42BPA	3001.6064	CDC42BPA	2632.6897
CDC42BPB	1993.1727	CDC42BPB	3857.656
CDC42BPG	449.3976	CDC42BPG	464.3018
CDC42EP1	1531.3253	CDC42EP1	1695.5546
CDC42EP2	185.5422	CDC42EP2	700.4939
CDC42EP3	303.2129	CDC42EP3	1459.8114
CDC42EP4	3197.5904	CDC42EP4	3538.3925
CDC42EP5	32.5301	CDC42EP5	81.7243
CDC42SE1	2420.0803	CDC42SE1	2339.1738
CDC42SE2	771.4859	CDC42SE2	1304.4454
CDC42	4690.7631	CDC42	4982.4877
CDC45	589.5582	CDC45	11.6749
CDC5L	1379.5181	CDC5L	1160.7544
CDC6	1339.759	CDC6	39.066
CDC73	1616.0643	CDC73	967.6695
CDC7	365.8635	CDC7	41.3112
CDCA2	355.0201	CDCA2	14.3691
CDCA3	278.8916	CDCA3	27.7054
CDCA4	141.7671	CDCA4	153.5698
CDCA5	1003.6145	CDCA5	51.639
CDCA7L	845.7831	CDCA7L	930.3053
CDCA7	12.0482	CDCA7	70.0494
CDCA8	690.3614	CDCA8	30.9834
CDCP1	2346.1847	CDCP1	709.9237
CDH11	1735.743	CDH11	974.405
removed	removed	CDH12	8.9807
CDH13	340.1606	CDH13	1263.1343
CDH15	5.2209	removed	removed
removed	removed	CDH19	14.3691
CDH1	27962.6506	CDH1	5052.088
removed	removed	CDH20	13.022
removed	removed	CDH22	8.5317
CDH23	348.996	CDH23	741.8949
CDH24	98.3936	CDH24	127.5258
CDH26	7.2289	CDH26	22.0027
CDH2	48.1928	CDH2	6.7355
CDH3	1936.5462	CDH3	1482.7122
CDH5	1187.9518	CDH5	4131.5671
CDH6	66.6667	CDH6	109.1154
CDHR3	473.2771	CDHR3	38.9537
CDHR4	14.4578	removed	removed
CDIPT	1791.9679	CDIPT	2387.5168
CDK10	284.739	CDK10	537.0454
CDK11A	144.5382	CDK11A	232.1599
CDK11B	486.3855	CDK11B	682.0745
CDK12	2008.8353	CDK12	1359.6767
CDK13	1122.49	CDK13	1032.7795
CDK14	334.5382	CDK14	757.9704
CDK16	2294.7791	CDK16	1912.4383
CDK17	762.249	CDK17	692.8604
CDK18	495.9839	CDK18	428.828
CDK19	325.0843	CDK19	676.2685
CDK1	1371.4859	CDK1	52.537
CDK20	119.6787	CDK20	142.344
CDK2AP1	1519.2771	CDK2AP1	2190.8397
CDK2AP2	539.759	CDK2AP2	641.2214
CDK2	1548.996	CDK2	463.4037
CDK3	22.743	CDK3	104.2973
CDK4	2705.6225	CDK4	1590.0314
CDK5R1	86.3454	CDK5R1	37.2699
CDK5RAP1	605.6225	CDK5RAP1	481.8141
CDK5RAP2	1878.7149	CDK5RAP2	1444.5442
CDK5RAP3	1765.0602	CDK5RAP3	1523.1253
CDK5	750.6024	CDK5	174.2254
CDK6	155.0201	CDK6	787.1576
CDK7	708.8353	CDK7	342.6134
CDK8	72.6908	CDK8	166.1428
CDK9	793.5743	CDK9	1136.0575
CDKAL1	303.6145	CDKAL1	283.3408
CDKL1	9.6386	CDKL1	58.3745
CDKL2	19.6787	CDKL2	22.4517
CDKL3	31.5422	CDKL3	40.7544
CDKL5	15.6627	CDKL5	55.6803
CDKN1A	1216.4659	CDKN1A	2581.0507
CDKN1B	210.0402	CDKN1B	1456.2191
CDKN1C	59.8394	CDKN1C	704.0862
CDKN2AIPNL	606.4257	CDKN2AIPNL	280.6466
CDKN2AIP	400	CDKN2AIP	478.6709
CDKN2A	55.0201	CDKN2A	33.2286
CDKN2BAS	8.0321	removed	removed
CDKN2B	163.8554	CDKN2B	1648.855
CDKN2C	152.2088	CDKN2C	955.5456
CDKN2D	183.9357	CDKN2D	102.3799
CDKN3	175.502	CDKN3	18.4104
CDNF	20.4819	CDNF	54.3332
CDO1	18.4739	CDO1	1842.8379
CDON	177.1084	CDON	1037.7189
CDR1	278.8313	CDR1	69.6632
CDR2L	588.755	CDR2L	617.4225
CDR2	494.7791	CDR2	487.6515
CDRT4	214.6506	CDRT4	318.3655
CDS1	1448.996	CDS1	460.7095
CDS2	1075.1004	CDS2	851.8186
CDSN	1757.4297	CDSN	22.9008
CDT1	540.5622	CDT1	63.7629
CDV3	5034.5382	CDV3	4499.3264
CDX1	9.6386	removed	removed
CDYL2	240.1606	CDYL2	65.559
CDYL	721.2851	CDYL	596.767
CEACAM19	50.2008	CEACAM19	72.7436
CEACAM1	62.6506	CEACAM1	788.9537
CEACAM21	8.8353	CEACAM21	13.471
CEACAM5	949.7992	removed	removed
CEACAM6	9322.49	CEACAM6	16.6143
CEACAM7	6.8273	removed	removed
CEBPA	349.3976	CEBPA	3607.0947
CEBPB	1630.5221	CEBPB	1494.3871
CEBPD	685.9438	CEBPD	1559.048
CEBPG	1139.3574	CEBPG	1342.6134
CEBPZ	1242.1687	CEBPZ	1286.9331
CECR1	563.8554	CECR1	514.5936
removed	removed	CECR2	13.9201
CECR5	557.4297	CECR5	437.8087
CECR6	30.1205	CECR6	24.6969
CECR7	8.8353	CECR7	144.1401
CELF1	1553.8153	CELF1	1757.0723
CELF2	279.1165	CELF2	2595.4198
CELF4	6.4257	CELF4	12.1239
CELF5	34.1365	CELF5	83.0714
CELF6	13.4177	CELF6	57.1307
CELSR1	9216.8675	CELSR1	920.5209
CELSR2	11330.1205	CELSR2	1669.0615
CELSR3	641.751	CELSR3	45.8015
removed	removed	CEL	7.1846
CEMP1	118.7751	CEMP1	130.22
CENPA	142.9719	CENPA	14.8181
CENPBD1	222.0884	CENPBD1	315.2223
CENPB	1345.7831	CENPB	1656.0395
CENPC1	290.7631	CENPC1	432.4203
CENPE	845.7831	CENPE	42.2093
CENPF	5225.3012	CENPF	103.278
CENPH	540.5622	CENPH	76.3359
CENPI	212.4498	CENPI	13.471
CENPJ	188.3534	CENPJ	193.0849
CENPK	180.7229	CENPK	11.2259
CENPL	271.0843	CENPL	69.6004
CENPM	577.51	CENPM	16.6143
CENPN	588.9157	CENPN	104.2748
CENPO	184.6345	CENPO	45.2986
CENPP	390.2892	CENPP	36.8927
CENPQ	212.0482	CENPQ	98.7876
CENPT	262.249	CENPT	533.9021
CENPV	475.9036	CENPV	117.198
CENPW	142.1687	CENPW	52.9861
CEP110	314.0562	CEP110	574.3152
CEP120	552.6104	CEP120	682.9816
CEP135	263.4538	CEP135	181.859
CEP152	202.4096	CEP152	149.9775
CEP164	506.8273	CEP164	552.3125
CEP170	793.9759	CEP170	928.6035
CEP192	553.012	CEP192	976.2012
CEP250	1384.739	CEP250	495.7342
CEP290	495.0562	CEP290	574.5038
CEP350	2167.8715	CEP350	1546.026
CEP55	840.5622	CEP55	12.573
CEP57	944.1767	CEP57	801.9758
CEP63	644.49	CEP63	698.5227
CEP68	654.6185	CEP68	1918.2757
CEP70	808.8353	CEP70	222.2721
CEP72	134.1365	CEP72	41.7602
CEP76	143.7751	CEP76	125.2806
CEP78	456.2249	CEP78	238.4374
CEP97	213.6546	CEP97	143.6911
CEPT1	623.6948	CEPT1	795.6893
CERCAM	2869.8795	CERCAM	931.7467
CERKL	168.1325	CERKL	18.1545
CERK	753.012	CERK	1000
CES1	18.4739	CES1	6264.0323
CES2	1051.4056	CES2	1493.489
removed	removed	CES3	69.1513
removed	removed	CES4	43.1073
CES8	77.1084	CES8	116.3
CETN2	2025.7028	CETN2	929.0525
CETN3	262.249	CETN3	323.3049
removed	removed	CETN4P	10.7768
CETP	14.8594	CETP	43.5564
CFB	3475.9036	CFB	823.7045
CFDP1	600.4016	CFDP1	703.1881
CFD	2367.8715	CFD	6938.4823
CFH	463.8554	CFH	4287.3821
CFI	192.3695	CFI	806.0171
CFL1	13023.6948	CFL1	8647.9569
CFL2	225.7028	CFL2	1250.1123
CFLAR	271.8876	CFLAR	1893.5788
removed	removed	CFLP1	5.8374
CFP	23.2932	CFP	85.3166
CG030	7.6305	CG030	46.6996
CGA	5088.3534	removed	removed
removed	removed	CGB7	8.3745
CGGBP1	2274.2972	CGGBP1	2072.7436
CGNL1	658.2329	CGNL1	1519.982
CGN	1727.3092	CGN	742.2542
CGREF1	282.3092	CGREF1	282.811
CGRRF1	148.5944	CGRRF1	243.3767
CH25H	14.4578	CH25H	101.9308
CHAC1	45.3815	CHAC1	43.1073
CHAC2	67.8715	CHAC2	22.9008
CHADL	185.1446	CHADL	74.0907
CHAD	1415.261	CHAD	83.0714
CHAF1A	813.6546	CHAF1A	184.1042
CHAF1B	709.2369	CHAF1B	182.308
CHCHD10	165.0602	CHCHD10	742.7032
CHCHD1	801.2048	CHCHD1	334.5308
CHCHD2	5587.9518	CHCHD2	2730.5793
CHCHD3	872.6908	CHCHD3	750.3368
CHCHD4	388.3534	CHCHD4	256.8478
CHCHD5	398.3936	CHCHD5	216.8837
CHCHD6	193.1727	CHCHD6	117.6471
CHCHD7	295.5823	CHCHD7	348.8999
CHCHD8	717.2691	CHCHD8	497.5303
CHD1L	679.9197	CHD1L	785.3615
CHD1	1491.9679	CHD1	1141.8949
CHD2	1863.0522	CHD2	2940.2784
CHD3	3404.0161	CHD3	3027.3911
CHD4	6441.6265	CHD4	4662.7705
removed	removed	CHD5	5.3884
CHD6	1413.253	CHD6	1831.612
CHD7	71.8876	CHD7	561.2932
CHD8	1563.8554	CHD8	2139.6498
CHD9	881.1245	CHD9	2112.2586
CHDH	446.5863	CHDH	686.5739
CHEK1	500.4016	CHEK1	73.6417
CHEK2	431.3253	CHEK2	124.3826
CHERP	1387.494	CHERP	1026.6367
CHFR	348.5944	CHFR	318.8145
removed	removed	CHGB	7.1846
CHI3L1	683.1325	CHI3L1	1528.9627
CHI3L2	213.6546	CHI3L2	378.0871
CHIC1	160.241	CHIC1	251.9084
CHIC2	87.5502	CHIC2	260.4401
CHID1	2757.0281	CHID1	1314.7732
CHIT1	25.7028	CHIT1	16.1652
CHKA	363.4538	CHKA	911.0912
CHKB-CPT1B	126.5904	CHKB-CPT1B	323.4621
CHKB	257.8153	CHKB	307.225
CHL1	22.8916	CHL1	1607.5438
CHML	3127.7108	CHML	339.9192
CHMP1A	1903.2129	CHMP1A	1467.445
CHMP1B	1308.4337	CHMP1B	1373.5968
CHMP2A	2679.9197	CHMP2A	1526.2685
CHMP2B	1192.3695	CHMP2B	951.9533
CHMP4A	559.0281	CHMP4A	899.9686
CHMP4B	4536.1446	CHMP4B	2282.4427
CHMP4C	572.2892	CHMP4C	468.3431
CHMP5	1917.0281	CHMP5	1190.238
CHMP6	370.2811	CHMP6	397.3956
CHMP7	2055.4217	CHMP7	1036.3718
CHM	520.0803	CHM	589.1334
CHN1	112.0482	CHN1	323.7539
CHN2	49.3976	CHN2	86.6637
removed	removed	CHODL	13.9201
CHORDC1	397.992	CHORDC1	281.9937
CHPF2	1697.1888	CHPF2	870.229
CHPF	3138.1526	CHPF	898.5182
CHPT1	1493.1727	CHPT1	2530.6421
CHP	5293.9759	CHP	2900.3143
CHRAC1	671.8876	CHRAC1	473.2824
CHRDL1	29.3173	CHRDL1	8414.0099
CHRDL2	6.0241	CHRDL2	23.3498
CHRD	625.3012	CHRD	198.0242
CHRFAM7A	13.6546	CHRFAM7A	54.7822
removed	removed	CHRM1	226.7625
CHRM3	7.2289	CHRM3	18.8595
CHRNA10	6.8273	CHRNA10	8.5317
CHRNA1	8.0321	removed	removed
CHRNA5	7.2289	CHRNA5	30.9834
CHRNA6	19.6787	removed	removed
CHRNB1	134.1365	CHRNB1	224.5173
CHRNB2	14.8594	CHRNB2	21.5537
removed	removed	CHRNE	18.2982
CHST10	385.9438	CHST10	223.1702
CHST11	112.4498	CHST11	73.1926
CHST12	146.5863	CHST12	284.2389
CHST13	10.0402	removed	removed
CHST14	849.7992	CHST14	509.2052
CHST15	2145.3815	CHST15	1070.0494
CHST1	273.8956	CHST1	41.7602
CHST2	54.6185	CHST2	279.2995
CHST3	351.004	CHST3	2423.8886
removed	removed	CHST5	6.3179
CHST6	12.4498	CHST6	15.7162
CHST7	32.5301	CHST7	141.4459
CHST8	695.1807	CHST8	8.0826
CHST9	13.253	CHST9	574.3152
CHSY1	1486.747	CHSY1	1988.3251
CHSY3	61.0442	CHSY3	72.7436
CHTF18	177.1084	CHTF18	82.6224
CHTF8	2683.5341	CHTF8	2642.8783
CHUK	550.6024	CHUK	533.4531
CHURC1	674.0723	CHURC1	1696.9466
CIAO1	1807.6305	CIAO1	1997.3058
CIAPIN1	740.1606	CIAPIN1	656.0395
CIB1	2747.7912	CIB1	911.9892
CIB2	40.9639	CIB2	257.2968
CIB3	25.7028	removed	removed
CIC	1612.8514	CIC	1564.8855
removed	removed	CIDEA	1348.8999
CIDEB	71.7671	CIDEB	394.0368
CIDECP	76.9478	CIDECP	140.9969
removed	removed	CIDEC	7711.2708
CIITA	88.755	CIITA	220.0269
CILP2	263.8554	CILP2	33.2286
CILP	371.4859	CILP	6093.3992
CINP	402.8112	CINP	513.6956
CIR1	621.2851	CIR1	863.9425
CIRBP	2381.9277	CIRBP	5936.2371
CIRH1A	869.4779	CIRH1A	927.2564
CISD1	212.4498	CISD1	253.7045
CISD2	962.6506	CISD2	286.9286
CISD3	1129.5944	CISD3	707.1576
CISH	856.2249	CISH	975.3031
removed	removed	CITED1	205.2088
CITED2	2380.7229	CITED2	4270.3188
CITED4	1928.1124	CITED4	1891.3336
CIT	920.4819	CIT	87.5617
CIZ1	1683.5341	CIZ1	2007.1846
CKAP2L	238.1526	removed	removed
CKAP2	629.7189	CKAP2	326.4481
CKAP4	3779.5181	CKAP4	1427.4809
CKAP5	3831.3253	CKAP5	2053.4351
CKB	97.5904	CKB	993.7135
CKLF	406.0241	CKLF	323.7539
CKMT1A	310.4418	CKMT1A	119.8922
CKMT1B	2791.9679	CKMT1B	182.308
removed	removed	CKMT2	210.1482
CKS1B	953.012	CKS1B	521.3291
CKS2	584.3373	CKS2	76.7849
CLASP1	1040.5622	CLASP1	1682.9816
CLASP2	1442.9719	CLASP2	1311.63
CLCA2	314.0562	CLCA2	129.322
removed	removed	CLCA4	44.4544
CLCC1	1184.4618	CLCC1	1042.6538
CLCF1	116.0643	CLCF1	84.4185
removed	removed	CLCN1	8.9807
CLCN2	276.3052	CLCN2	65.559
CLCN3	1448.5944	CLCN3	1594.5218
CLCN4	23.2932	CLCN4	349.7979
CLCN5	155.8233	CLCN5	176.4706
CLCN6	148.1928	CLCN6	775.4827
CLCN7	1423.6948	CLCN7	1158.9582
removed	removed	CLCNKA	21.1046
removed	removed	CLCNKB	8.0826
CLDN10	6.5542	CLDN10	56.5245
CLDN11	91.1647	CLDN11	961.3291
CLDN12	861.4458	CLDN12	819.4881
CLDN14	14.4578	removed	removed
CLDN15	76.3052	CLDN15	281.5447
CLDN19	6.8273	CLDN19	141.8949
CLDN1	1089.1566	CLDN1	402.335
removed	removed	CLDN20	8.0826
CLDN23	60.241	CLDN23	95.1953
removed	removed	CLDN2	24.9304
CLDN3	423.2932	CLDN3	575.6623
CLDN4	1822.49	CLDN4	3753.48
CLDN5	134.9398	CLDN5	2104.176
CLDN7	3285.9438	CLDN7	686.1248
CLDN8	8.0321	CLDN8	1175.5725
CLDND1	1093.5743	CLDND1	1303.0983
removed	removed	CLDND2	28.7382
CLEC10A	13.6546	CLEC10A	245.6219
CLEC11A	136.5462	CLEC11A	109.5644
CLEC12A	8.8353	CLEC12A	14.3691
CLEC14A	423.6948	CLEC14A	1370.4535
CLEC16A	397.1888	CLEC16A	681.1855
CLEC1A	34.9398	CLEC1A	310.2829
CLEC2B	138.5542	CLEC2B	385.2717
CLEC2D	249.3976	CLEC2D	356.0844
removed	removed	CLEC2L	5.3884
CLEC3A	12919.6787	removed	removed
CLEC3B	222.49	CLEC3B	3478.2218
CLEC4A	35.743	CLEC4A	34.1266
CLEC4E	12.8514	CLEC4E	48.0467
CLEC4F	8.8353	CLEC4F	27.8401
removed	removed	CLEC4GP1	7.6336
removed	removed	CLEC4G	41.7602
CLEC5A	189.1566	removed	removed
CLEC7A	112.0482	CLEC7A	63.3139
removed	removed	CLEC9A	11.2259
CLECL1	7.6305	CLECL1	7.6336
CLGN	233.3333	CLGN	8.0826
CLIC1	7492.7711	CLIC1	4247.4181
CLIC2	167.8715	CLIC2	581.4998
CLIC3	6.8273	CLIC3	17.5123
CLIC4	4059.0361	CLIC4	5793.4441
CLIC5	77.51	CLIC5	798.3835
CLIC6	3971.4859	CLIC6	310.7319
CLINT1	2081.9277	CLINT1	1810.0584
CLIP1	3861.4458	CLIP1	2493.489
CLIP2	424.0964	CLIP2	436.4616
CLIP3	373.0924	CLIP3	831.612
CLIP4	66.2651	CLIP4	944.7687
CLK1	690.3614	CLK1	2365.0651
