gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
CHSY1	1406.2194	CHSY1	1717.684
CHSY3	137.1616	CHSY3	53.8531
CHTF18	172.5985	CHTF18	106.7151
CHTF8	3249.3548	CHTF8	2624.9277
CHUK	524.0491	CHUK	614.5205
CHURC1	1272.3721	CHURC1	1996.2005
CIAO1	1720.9824	CIAO1	1983.9762
CIAPIN1	886.3393	CIAPIN1	644.9162
CIB1	1992.3873	CIB1	853.3906
CIB2	76.7105	CIB2	58.809
CIB3	22.9298	removed	removed
CIC	1683.8779	CIC	1316.5937
CIDEA	57.5328	CIDEA	105.0632
CIDEB	619.4161	CIDEB	432.5729
CIDECP	89.6345	CIDECP	79.9537
CIDEC	282.6614	CIDEC	680.9284
CIITA	345.197	CIITA	254.7287
CILP2	544.4775	CILP2	11.5636
CILP	8774.1753	CILP	370.3643
CINP	654.9572	CINP	445.0318
CIR1	693.7293	CIR1	1295.7793
CIRBP	4695.1802	CIRBP	8265.6315
CIRH1A	833.3924	CIRH1A	928.0581
CISD1	308.0925	CISD1	260.0149
CISD2	546.1451	CISD2	406.0461
CISD3	470.0558	CISD3	397.8095
CISH	533.638	CISH	323.4492
CITED1	79.2119	CITED1	284.1331
CITED2	1173.5866	CITED2	2322.2929
CITED4	154.6716	CITED4	958.7842
CIT	389.8058	CIT	166.1849
CIZ1	2216.682	CIZ1	2054.0183
CKAP2L	161.759	CKAP2L	30.3956
CKAP2	736.6705	CKAP2	580.4906
CKAP4	3349.8289	CKAP4	1448.4183
CKAP5	3374.0093	CKAP5	2624.9277
CKB	965.1343	CKB	198.8932
CKLF	547.8127	CKLF	235.2358
CKMT1A	6.2536	CKMT1A	59.4697
CKMT1B	47.944	CKMT1B	303.9564
CKMT2	21.679	CKMT2	32.0476
CKS1B	769.606	CKS1B	497.5634
CKS2	627.8584	CKS2	162.2202
CLASP1	1478.3439	CLASP1	1896.0932
CLASP2	862.9926	CLASP2	2009.0857
CLCA2	10.8395	CLCA2	11.2332
CLCA4	6.2536	CLCA4	109.0278
CLCC1	442.5693	CLCC1	1041.0275
CLCF1	281.8275	CLCF1	54.5139
removed	removed	CLCN1	11.2332
CLCN2	104.2262	CLCN2	52.862
CLCN3	1778.0983	CLCN3	2753.7788
CLCN4	85.0485	CLCN4	125.8776
CLCN5	311.8447	CLCN5	190.3031
CLCN6	436.4992	CLCN6	666.7217
CLCN7	1603.8322	CLCN7	870.5707
CLCNKA	7.9212	CLCNKA	12.8851
removed	removed	CLCNKB	8.9205
CLDN10	5.895	CLDN10	12.7331
CLDN11	146.7504	CLDN11	717.271
CLDN12	1183.5923	CLDN12	1727.6947
CLDN14	6.6705	removed	removed
CLDN15	122.1531	CLDN15	119.2698
CLDN18	5.4198	CLDN18	8.9205
CLDN19	38.3552	CLDN19	520.3601
CLDN1	293.5009	CLDN1	430.1644
CLDN23	71.7076	CLDN23	155.9428
CLDN2	7.9212	CLDN2	11.2332
CLDN3	780.8624	CLDN3	328.7354
CLDN4	3742.1361	CLDN4	3594.6147
CLDN5	197.1959	CLDN5	382.5886
CLDN7	3059.6632	CLDN7	1058.5612
CLDN8	297.253	CLDN8	1522.0947
CLDN9	5.8367	removed	removed
CLDND1	1012.2445	CLDND1	1389.9397
CLEC10A	141.3307	CLEC10A	140.0842
CLEC11A	373.1297	CLEC11A	71.3637
CLEC12A	21.679	CLEC12A	21.8056
CLEC14A	500.7025	CLEC14A	614.1901
CLEC16A	948.4581	CLEC16A	774.428
CLEC17A	5.4198	CLEC17A	5.947
CLEC18A	20.0114	CLEC18A	8.2597
CLEC18B	7.0874	removed	removed
CLEC1A	52.1131	CLEC1A	107.0455
CLEC2B	226.7961	CLEC2B	232.2623
CLEC2D	389.8058	CLEC2D	548.7734
CLEC3B	394.3918	CLEC3B	849.7563
CLEC4A	56.699	CLEC4A	50.8797
CLEC4C	8.755	removed	removed
CLEC4E	6.2536	CLEC4E	5.2862
removed	removed	CLEC4F	40.968
CLEC5A	51.2793	CLEC5A	18.8321
CLEC7A	164.6773	CLEC7A	128.1903
removed	removed	CLEC9A	5.947
CLECL1	5.4198	removed	removed
CLGN	396.4763	CLGN	138.4323
CLIC1	6828.4813	CLIC1	3545.7174
CLIC2	264.7345	CLIC2	413.645
CLIC3	39.6059	CLIC3	10.9028
CLIC4	6522.4732	CLIC4	5671.4298
CLIC5	114.6488	CLIC5	262.658
CLIC6	165.0942	CLIC6	1459.9818
CLINT1	1821.0395	CLINT1	1968.448
CLIP1	1339.5146	CLIP1	2505.9883
CLIP2	485.6939	CLIP2	461.5512
CLIP3	667.0474	CLIP3	801.1894
CLIP4	193.8607	CLIP4	1046.3368
CLK1	922.61	CLK1	2798.3811
CLK2P	12.5071	CLK2P	10.242
CLK2	702.4843	CLK2	661.1051
CLK3	464.0149	CLK3	745.3539
CLK4	237.2187	CLK4	778.3927
CLMN	1157.7442	CLMN	2731.9732
CLN3	3827.9101	CLN3	870.9011
CLN5	602.8441	CLN5	722.5572
CLN6	1126.4764	CLN6	552.4077
CLN8	208.0354	CLN8	548.7734
CLNS1A	7181.5995	CLNS1A	1613.612
CLOCK	435.6654	CLOCK	717.9318
CLP1	316.8475	CLP1	304.9476
CLPB	281.4106	CLPB	234.2447
CLPP	851.7362	CLPP	309.2426
CLPTM1L	2708.6295	CLPTM1L	1298.092
CLPTM1	4660.1602	CLPTM1	1838.9362
CLPX	627.8584	CLPX	1127.6121
CLSPN	262.6499	CLSPN	15.8586
CLSTN1	5467.7045	CLSTN1	7375.2375
CLSTN2	2409.292	CLSTN2	3442.6365
CLSTN3	2201.2566	CLSTN3	1177.1702
CLTA	2138.3039	CLTA	1715.0409
CLTB	680.8053	CLTB	528.6198
CLTCL1	95.8881	CLTCL1	62.4432
CLTC	24623.6393	CLTC	9019.2451
CLUAP1	337.6928	CLUAP1	594.2347
CLUL1	25.4312	CLUL1	101.7593
CLU	6170.6057	CLU	12171.1407
removed	removed	CLVS1	5.9668
CLYBL	64.6202	CLYBL	112.0013
CMA1	25.4312	CMA1	27.7525
CMAH	253.478	CMAH	496.2418
CMAS	362.2901	CMAS	829.6027
CMBL	1602.1646	CMBL	1070.1247
CMC1	146.7504	CMC1	84.2488
CMIP	1812.7014	CMIP	1425.6215
CMKLR1	551.9818	CMKLR1	331.3785
CMPK1	2901.6564	CMPK1	4518.7082
CMPK2	462.3473	CMPK2	85.5703
CMTM1	115.8995	CMTM1	137.7715
CMTM3	3041.7363	CMTM3	947.8814
CMTM4	2001.5592	CMTM4	2833.4022
removed	removed	CMTM5	18.8321
CMTM6	3019.6404	CMTM6	4058.4786
CMTM7	277.2416	CMTM7	1263.071
CMTM8	175.9338	CMTM8	215.743
CMYA5	603.6779	CMYA5	2653.6714
CN5H6.4	9.1719	removed	removed
CNBP	4668.9152	CNBP	8048.5669
CNDP2	4937.4018	CNDP2	3332.2871
CNFN	48.7778	CNFN	22.7967
CNGA1	8.755	CNGA1	43.2807
CNGA3	7.5043	CNGA3	11.2332
CNGA4	8.3381	CNGA4	8.2597
CNIH2	172.5985	removed	removed
CNIH3	109.229	CNIH3	82.2665
CNIH4	982.2274	CNIH4	641.6123
CNIH	1504.6089	CNIH	1109.4408
CNKSR1	342.6956	CNKSR1	445.0318
CNKSR2	7.9212	CNKSR2	36.673
CNKSR3	123.8207	CNKSR3	306.5995
CNN1	541.1422	CNN1	3546.0477
CNN2	4340.8112	CNN2	2648.3852
CNN3	3437.3788	CNN3	4118.6091
CNNM1	10.8395	CNNM1	37.6642
CNNM2	267.2359	CNNM2	201.5363
CNNM3	1344.5175	CNNM3	1166.2674
CNNM4	1010.16	CNNM4	1193.0288
CNOT10	629.9429	CNOT10	680.2676
CNOT1	5474.6126	CNOT1	6630.802
CNOT2	1362.0275	CNOT2	1721.6486
CNOT3	1404.1349	CNOT3	758.5694
CNOT4	553.6494	CNOT4	658.462
CNOT6L	1044.7631	CNOT6L	2323.2841
CNOT6	1388.7094	CNOT6	1531.0151
CNOT7	1053.518	CNOT7	2261.1712
CNOT8	1527.9555	CNOT8	1638.7214
CNO	402.313	CNO	183.365
CNPY2	1318.2525	CNPY2	1044.3545
CNPY3	1454.1634	CNPY3	851.4083
CNPY4	363.0156	CNPY4	302.6084
CNP	1714.9373	CNP	1654.3256
CNR1	25.0143	CNR1	71.3637
CNR2	16.6762	removed	removed
CNRIP1	246.3906	CNRIP1	305.9387
CNST	845.0657	CNST	912.1996
CNTD1	148.5848	CNTD1	82.4845
CNTD2	151.3364	CNTD2	5.2862
CNTFR	58.7836	CNTFR	138.4323
CNTF	9.8431	CNTF	26.279
CNTLN	147.5842	CNTLN	260.0149
CNTN1	411.068	CNTN1	468.4893
CNTN2	39.189	CNTN2	14.2067
CNTN3	42.5243	CNTN3	109.6886
CNTN4	150.0857	CNTN4	393.161
CNTNAP1	128.4066	CNTNAP1	116.2964
CNTNAP2	806.7105	CNTNAP2	7.9293
CNTNAP3	33.7693	CNTNAP3	337.6559
CNTROB	826.7219	CNTROB	856.6945
COASY	984.7288	COASY	1255.1417
COBLL1	600.3427	COBLL1	1222.4333
COBL	1453.3296	COBL	3045.8412
COBRA1	1400.7996	COBRA1	995.7876
COCH	30.1255	COCH	36.9307
COG1	2488.6039	COG1	780.0611
COG2	1377.8699	COG2	748.6578
COG3	750.8453	COG3	1181.4653
COG4	1260.7197	COG4	1040.3899
COG5	822.7863	COG5	1208.6132
COG6	570.3256	COG6	836.2105
COG7	996.819	COG7	658.7924
COG8	642.9337	COG8	445.7157
COIL	1611.7534	COIL	655.1582
COL10A1	8724.5636	COL10A1	6.2774
COL11A1	11955.9915	COL11A1	83.9184
removed	removed	COL11A2	16.8498
COL12A1	30359.4135	COL12A1	2182.539
COL13A1	11.6733	COL13A1	7.5989
COL14A1	3005.8825	COL14A1	4097.1339
COL15A1	5631.548	COL15A1	2685.719
COL16A1	2047.8356	COL16A1	1183.778
COL17A1	1101.0452	COL17A1	8790.2866
COL18A1	6017.1848	COL18A1	2146.5268
COL1A1	380613.1	COL1A1	12157.2644
COL1A2	274502.9454	COL1A2	16668.0433
COL21A1	88.3838	COL21A1	159.9075
COL22A1	63.3695	COL22A1	9.5812
COL23A1	24.1805	COL23A1	20.1536
COL24A1	67.9555	COL24A1	19.1625
COL25A1	7.0874	COL25A1	55.1747
COL27A1	117.1502	COL27A1	455.6042
removed	removed	COL28A1	84.9096
COL2A1	12.0902	COL2A1	181.7131
COL3A1	228738.4882	COL3A1	18737.9202
COL4A1	15471.3316	COL4A1	4296.3575
COL4A2	13863.3303	COL4A2	6232.4275
COL4A3BP	915.5226	COL4A3BP	1701.495
COL4A3	10.0057	COL4A3	43.2807
COL4A4	85.0485	COL4A4	87.2223
COL4A5	617.8527	COL4A5	1553.1511
COL4A6	56.2821	COL4A6	533.5756
COL5A1	22490.7551	COL5A1	1164.2851
COL5A2	24611.1322	COL5A2	1451.0614
COL5A3	1832.7128	COL5A3	160.8987
COL6A1	26114.9073	COL6A1	4388.8659
COL6A2	27221.3722	COL6A2	5681.011
COL6A3	50107.7699	COL6A3	8251.0944
removed	removed	COL6A4P2	7.2685
COL6A6	208.0354	COL6A6	647.2289
COL7A1	209.2861	COL7A1	460.8904
COL8A1	1196.9332	COL8A1	167.5064
COL8A2	3079.2577	COL8A2	986.8671
COL9A2	52.9469	COL9A2	229.2888
COL9A3	6.2536	COL9A3	13.5459
COLEC11	9.1719	COLEC11	8.5901
COLEC12	509.0406	COLEC12	756.2567
COLQ	41.6905	COLQ	37.8294
COMMD10	371.8789	COMMD10	373.0074
COMMD1	255.9795	COMMD1	204.1794
COMMD2	492.3644	COMMD2	1139.5061
COMMD3	1315.7803	COMMD3	636.8151
COMMD4	996.4021	COMMD4	532.2541
COMMD5	618.2904	COMMD5	301.4818
COMMD6	1061.0223	COMMD6	1736.1857
COMMD7	923.0269	COMMD7	840.5055
COMMD8	198.4466	COMMD8	210.4568
COMMD9	835.06	COMMD9	638.3084
COMP	5112.9186	COMP	9.2508
COMTD1	67.5386	COMTD1	15.8586
COMT	2169.5718	COMT	1454.6956
COPA	13836.3983	COPA	5858.4687
COPB1	5257.1676	COPB1	3635.6984
COPB2	6673.3927	COPB2	3189.5598
COPE	2538.9201	COPE	769.4722
COPG2	487.3615	COPG2	719.2533
COPG	7781.1084	COPG	2872.0575
COPS2	1382.4558	COPS2	2464.0291
COPS3	787.5329	COPS3	956.8019
COPS4	782.9469	COPS4	891.3851
COPS5	932.6157	COPS5	1003.0561
COPS6	1562.9755	COPS6	1105.1458
COPS7A	2002.393	COPS7A	1061.865
COPS7B	650.7882	COPS7B	672.6687
COPS8	1013.9038	COPS8	884.9888
COPZ1	4029.3834	COPZ1	3337.5733
COPZ2	484.4432	COPZ2	171.1407
COQ10A	78.795	COQ10A	147.0224
COQ10B	558.2353	COQ10B	520.6905
COQ2	239.3033	COQ2	122.5737
COQ3	120.9023	COQ3	112.9925
COQ4	845.8995	COQ4	618.8156
COQ5	561.5706	COQ5	615.1813
COQ6	426.606	COQ6	356.2171
COQ7	298.0868	COQ7	550.7558
COQ9	805.8767	COQ9	621.4587
CORIN	191.3592	CORIN	15.8586
CORO1A	946.3736	CORO1A	402.4118
CORO1B	3412.7815	CORO1B	955.8107
CORO1C	2758.2412	CORO1C	1907.6567
CORO2A	1192.7642	CORO2A	634.3438
CORO2B	127.5728	CORO2B	292.0624
CORO6	32.1017	CORO6	72.6852
CORO7	708.5503	CORO7	267.3792
COTL1	2079.1035	COTL1	864.9542
COX10	339.3604	COX10	292.0624
COX11	4097.8559	COX11	815.2441
COX15	1000.0875	COX15	1302.4564
COX16	880.9195	COX16	743.702
COX17	514.4603	COX17	236.8878
COX18	350.6168	COX18	371.3554
COX19	158.9699	COX19	322.1112
COX4I1	4702.6844	COX4I1	3610.8037
COX4I2	52.53	COX4I2	19.1625
COX4NB	534.8887	COX4NB	323.7796
COX5A	1407.887	COX5A	792.2689
COX5B	1243.6266	COX5B	614.1901
COX6A1	3089.6804	COX6A1	942.9256
COX6B1	3163.0556	COX6B1	1367.143
removed	removed	COX6B2	8.2597
COX6C	5927.9672	COX6C	1206.9051
COX7A1	160.0914	COX7A1	185.3473
COX7A2L	1638.8522	COX7A2L	1448.0879
COX7A2	1512.947	COX7A2	740.3981
COX7B	1171.919	COX7B	782.3573
COX7C	2788.6752	COX7C	2242.9999
COX8A	2275.8825	COX8A	751.3009
CP110	437.7499	CP110	975.3035
CPA3	274.3233	CPA3	162.2202
CPA4	10.0057	CPA4	92.5085
CPA6	7.0874	removed	removed
CPAMD8	74.6259	CPAMD8	748.3274
CPB1	33400.316	CPB1	130.1726
CPD	1636.7677	CPD	4985.8759
CPEB1	8.3381	CPEB1	46.915
CPEB2	512.3758	CPEB2	901.6272
CPEB3	131.325	CPEB3	391.509
CPEB4	655.3741	CPEB4	1723.3006
CPE	2580.6398	CPE	4808.1275
CPLX1	79.2119	CPLX1	37.9945
CPM	530.7196	CPM	676.303
CPN2	13.7579	removed	removed
CPNE1	1314.1585	CPNE1	1192.8967
CPNE2	737.5043	CPNE2	536.5491
CPNE3	3078.4239	CPNE3	4311.5553
CPNE4	11.2564	removed	removed
CPNE5	138.4123	CPNE5	53.1924
CPNE7	55.4483	CPNE7	72.0244
CPNE8	142.5814	CPNE8	232.5927
CPOX	261.3992	CPOX	301.9741
removed	removed	CPO	6.9381
CPPED1	398.5608	CPPED1	466.1766
CPS1	64.2033	CPS1	296.3575
CPSF1	1157.7442	CPSF1	1099.1988
CPSF2	1441.6563	CPSF2	1245.23
CPSF3L	5210.3326	CPSF3L	1195.0112
CPSF3	834.2262	CPSF3	756.2567
CPSF4	403.5637	CPSF4	347.2371
CPSF6	1582.5701	CPSF6	2192.4506
CPSF7	1927.7671	CPSF7	2272.7348
CPT1A	2158.3154	CPT1A	2067.2338
CPT1B	167.8333	CPT1B	242.9041
CPT1C	47.5271	CPT1C	29.0741
CPT2	959.7145	CPT2	599.6531
CPVL	458.5951	CPVL	372.3466
CPXM1	810.0457	CPXM1	613.5294
CPXM2	868.4124	CPXM2	1246.882
CPZ	302.2559	CPZ	159.5771
CP	52.4216	CP	493.0338
CR1	93.3866	CR1	60.7913
CR2	226.3792	CR2	20.484
CRABP1	94.2205	CRABP1	646.8985
CRABP2	9605.9	CRABP2	3210.0438
CRADD	112.5643	CRADD	146.692
CRAMP1L	899.7094	CRAMP1L	1281.9229
CRAT	2925.4199	CRAT	576.1956
removed	removed	CRB1	7.5989
CRB2	28.3495	CRB2	101.7593
CRB3	328.9378	CRB3	130.8334
CRBN	521.1808	CRBN	1207.1661
CRCP	1090.6226	CRCP	1003.0561
CREB1	1102.7128	CREB1	1965.1441
CREB3L1	4452.5417	CREB3L1	145.3704
CREB3L2	2794.9288	CREB3L2	3611.1341
CREB3L4	4094.0037	CREB3L4	1143.8011
CREB3	1523.1653	CREB3	795.5728
CREB5	163.0097	CREB5	309.2426
CREBBP	3521.5936	CREBBP	4049.2277
CREBL2	1227.7842	CREBL2	2684.7278
CREBZF	1014.7459	CREBZF	1594.7799
CREG1	2866.2195	CREG1	3424.7956
CRELD1	293.5009	CRELD1	478.0705
CRELD2	603.261	CRELD2	248.4513
CREM	209.703	CREM	262.658
CRHBP	7.0874	removed	removed
CRHR1	5.0112	CRHR1	21.2373
CRIM1	3022.9756	CRIM1	9419.0138
CRIP1	9203.587	CRIP1	526.9679
CRIP2	4842.3475	CRIP2	1124.3083
CRIPAK	183.438	CRIPAK	246.1386
CRIPT	308.0925	CRIPT	540.8441
CRISPLD1	330.1885	CRISPLD1	2606.7564
CRISPLD2	3251.8563	CRISPLD2	1161.9724
CRKL	2011.5649	CRKL	2488.1474
CRK	1239.4575	CRK	1286.5285
CRLF1	78.795	CRLF1	54.1835
CRLF3	243.4723	CRLF3	454.613
CRLS1	940.12	CRLS1	711.324
CRMP1	209.0235	CRMP1	179.5589
CRNKL1	1492.1017	CRNKL1	1337.4081
CROCCL1	156.6811	CROCCL1	475.3911
CROCCL2	40.8567	CROCCL2	109.6886
CROCC	213.8721	CROCC	260.6756
CROT	677.4701	CROT	696.4566
CRTAC1	10.8395	CRTAC1	139.7539
CRTAM	27.9326	CRTAM	34.6907
CRTAP	3704.6147	CRTAP	4536.5491
CRTC1	434.8315	CRTC1	417.2793
CRTC2	1476.6763	CRTC2	776.08
CRTC3	1526.7048	CRTC3	1369.1253
CRY1	459.8458	CRY1	562.9801
CRY2	1103.5466	CRY2	1497.9764
CRYAB	693.7293	CRYAB	3394.7303
CRYBB1	16.6762	removed	removed
CRYBG3	280.1099	CRYBG3	835.6686
removed	removed	CRYGN	7.5989
CRYGS	12.0902	CRYGS	19.1625
CRYL1	425.2427	CRYL1	370.3643
CRYM	47.1102	CRYM	138.1019
CRYZL1	211.4082	CRYZL1	433.7226
CRYZ	429.7036	CRYZ	703.6954
CSAD	252.6442	CSAD	520.6905
CSDAP1	23.7636	CSDAP1	59.1393
CSDA	1464.1691	CSDA	3719.8315
CSDC2	47.944	CSDC2	14.8674
CSDE1	7918.6869	CSDE1	21420.3353
CSE1L	2664.4376	CSE1L	2318.3282
CSF1R	1826.4593	CSF1R	1210.209
CSF1	600.7596	CSF1	654.4974
CSF2RA	204.7002	CSF2RA	233.5839
CSF2RB	380.6339	CSF2RB	278.1862
CSF3R	257.2302	CSF3R	369.3731
CSGALNACT1	413.1525	CSGALNACT1	374.6593
CSGALNACT2	790.8681	CSGALNACT2	627.736
CSK	1414.5575	CSK	747.0059
CSMD1	25.4312	CSMD1	164.8633
CSMD2	99.6402	removed	removed
removed	removed	CSN2	15.8586
removed	removed	CSN3	9.2508
CSNK1A1	5350.5543	CSNK1A1	6851.5735
CSNK1D	5396.8307	CSNK1D	2529.4458
CSNK1E	2205.9175	CSNK1E	2067.5576
CSNK1G1	737.0874	CSNK1G1	1010.3246
CSNK1G2	887.59	CSNK1G2	566.9447
CSNK1G3	659.5432	CSNK1G3	1083.6706
CSNK2A1P	712.49	CSNK2A1P	561.6585
CSNK2A1	2098.698	CSNK2A1	1420.3353
CSNK2A2	564.072	CSNK2A2	738.4158
CSNK2B	3420.811	CSNK2B	1775.5018
CSPG4	900.9309	CSPG4	356.8184
CSPG5	11.2564	CSPG5	12.8851
CSPP1	206.3678	CSPP1	506.9596
CSRNP1	680.8053	CSRNP1	1435.5332
CSRNP2	1275.7282	CSRNP2	921.4504
CSRNP3	35.02	CSRNP3	186.9993
CSRP1	5880.0232	CSRP1	15992.0707
CSRP2BP	588.6694	CSRP2BP	750.9705
CSRP2	134.6602	CSRP2	228.2977
CST1	958.4638	removed	removed
CST2	16.6762	removed	removed
CST3	5980.0803	CST3	3011.481
CST4	38.7721	removed	removed
CST6	21.679	CST6	6.9381
CST7	164.2604	CST7	48.5669
removed	removed	CST9	13.2155
CSTA	76.7105	CSTA	125.5472
CSTB	2483.9179	CSTB	1155.3647
CSTF1	870.9138	CSTF1	632.6918
CSTF2T	1003.9064	CSTF2T	1120.0132
CSTF2	376.048	CSTF2	282.4812
CSTF3	604.0156	CSTF3	586.6788
CS	4233.6667	CS	3678.5331
CT62	63.3695	CT62	67.0686
CTAGE4	69.2062	CTAGE4	64.0952
CTAGE5	525.033	CTAGE5	948.714
CTAGE6	12.5071	CTAGE6	18.5017
CTAGE9	210.1199	CTAGE9	206.8225
CTBP1	2119.6391	CTBP1	1412.7761
CTBP2	3163.4725	CTBP2	2351.0366
CTBS	497.7508	CTBS	499.5061
CTCFL	6.7622	CTCFL	8.8445
CTCF	1736.4079	CTCF	1851.1605
CTDP1	497.7842	CTDP1	329.7266
CTDSP1	3222.256	CTDSP1	2906.0874
CTDSP2	6156.8479	CTDSP2	9210.8697
CTDSPL2	620.3541	CTDSPL2	1077.7236
CTDSPL	1137.7328	CTDSPL	2243.3303
CTF1	211.7876	CTF1	212.7695
CTGF	8874.6493	CTGF	6088.709
CTHRC1	2388.4467	CTHRC1	206.8225
CTH	147.5842	CTH	106.3847
CTLA4	43.3581	CTLA4	36.673
CTNNA1	12336.2086	CTNNA1	8962.4184
removed	removed	CTNNA3	5.2862
CTNNAL1	298.0868	CTNNAL1	718.5925
CTNNB1	10252.4649	CTNNB1	16690.2982
CTNNBIP1	624.5232	CTNNBIP1	933.014
CTNNBL1	838.3953	CTNNBL1	769.8026
CTNND1	9656.3455	CTNND1	12905.9222
CTNND2	736.2536	CTNND2	323.1189
CTNS	560.5658	CTNS	316.2038
CTPS2	2792.0104	CTPS2	752.6224
CTPS	599.9258	CTPS	266.2922
CTR9	1523.3696	CTR9	2098.951
CTSA	3829.0232	CTSA	1196.9274
CTSB	18539.3329	CTSB	10037.1686
CTSC	3085.0944	CTSC	1143.4707
CTSD	23188.6535	CTSD	5669.7778
CTSF	1288.6523	CTSF	2022.3011
CTSG	57.9497	CTSG	78.9626
CTSH	1726.4022	CTSH	1173.536
CTSK	8334.3409	CTSK	4049.5581
CTSL1	2143.7237	CTSL1	968.6958
CTSL2	114.2319	CTSL2	93.1692
CTSO	1242.7928	CTSO	1766.5813
CTSS	1961.5364	CTSS	1604.6915
CTSW	127.1559	CTSW	82.2665
CTSZ	3862.6216	CTSZ	2907.4089
CTTNBP2NL	805.8767	CTTNBP2NL	1087.9656
CTTNBP2	41.6905	CTTNBP2	202.5275
CTTN	4234.5005	CTTN	3478.3183
CTU1	22.0959	CTU1	30.0653
CTU2	221.1471	CTU2	97.494
CTXN1	405.6482	CTXN1	35.3514
CUBN	44.6088	CUBN	114.9748
CUEDC1	1519.6174	CUEDC1	240.8524
CUEDC2	652.4558	CUEDC2	589.0807
CUL1	1413.2401	CUL1	1421.9873
CUL2	774.1919	CUL2	839.1839
CUL3	1695.9681	CUL3	2440.5716
CUL4A	2415.1286	CUL4A	2165.3589
CUL4B	1752.2502	CUL4B	3126.7862
CUL5	530.3027	CUL5	1493.6813
CUL7	1142.2854	CUL7	1363.4525
CUL9	679.1377	CUL9	948.5422
CUTA	2709.4633	CUTA	1566.3666
CUTC	165.2944	CUTC	311.5619
CUX1	2092.0275	CUX1	1016.9324
CUX2	132.1588	CUX2	441.0672
removed	removed	CUZD1	27.5444
CWC15	389.3889	CWC15	799.8678
CWC22	459.8458	CWC22	897.0017
CWC25	207.6185	CWC25	539.1922
CWC27	347.2816	CWC27	514.4131
CWF19L1	327.2702	CWF19L1	472.1236
CWF19L2	272.6556	CWF19L2	758.5694
CX3CL1	1200.2685	CX3CL1	8913.8515
CX3CR1	191.3592	CX3CR1	576.8564
CXADRP3	392.7242	CXADRP3	12.5547
CXADR	125.4883	CXADR	518.7082
CXCL10	380.6339	CXCL10	49.5581
CXCL11	151.3364	removed	removed
CXCL12	5142.9358	CXCL12	8081.6057
CXCL13	229.2976	CXCL13	123.8953
CXCL14	1311.1651	CXCL14	7373.2551
CXCL16	1276.9789	CXCL16	1517.7996
CXCL17	27.0988	CXCL17	88.8742
CXCL1	6.6705	CXCL1	26.431
CXCL2	32.1017	CXCL2	815.3961
removed	removed	CXCL3	41.6288
CXCL5	17.51	CXCL5	122.5737
removed	removed	CXCL6	11.2332
CXCL9	1409.9715	CXCL9	81.2753
CXCR2P1	36.2707	removed	removed
CXCR2	13.3409	CXCR2	11.8939
CXCR3	160.0914	CXCR3	34.3603
CXCR4	1878.1554	CXCR4	1307.6732
CXCR5	75.4597	CXCR5	5.2862
CXCR6	97.5557	CXCR6	197.5717
CXCR7	904.2662	CXCR7	322.7885
CXXC1	555.317	CXXC1	620.7979
CXXC4	46.6933	CXXC4	36.0122
CXXC5	1038.5095	CXXC5	306.2691
CXorf21	92.1359	CXorf21	44.2719
CXorf23	160.9252	CXorf23	361.4438
CXorf26	415.6539	CXorf26	551.7469
CXorf36	671.2165	CXorf36	1051.9534
CXorf38	220.5426	CXorf38	261.006
CXorf40A	694.1462	CXorf40A	452.9611
CXorf40B	712.49	CXorf40B	495.2507
CXorf42	15.8424	CXorf42	37.3338
CXorf56	170.9309	CXorf56	339.3078
CXorf57	28.3495	CXorf57	93.83
CYB561D1	228.4637	CYB561D1	633.683
CYB561D2	483.2383	CYB561D2	238.6025
CYB561	10139.1211	CYB561	1735.1945
CYB5A	1571.7305	CYB5A	1030.1478
CYB5B	1475.8425	CYB5B	1337.7385
CYB5D1	950.1257	CYB5D1	978.9378
CYB5D2	481.9418	CYB5D2	538.201
CYB5R1	2292.9756	CYB5R1	1231.3538
CYB5R2	156.3392	CYB5R2	204.1794
CYB5R3	4190.3086	CYB5R3	2649.3764
CYB5R4	342.2787	CYB5R4	258.3629
CYB5RL	101.7247	CYB5RL	113.9836
CYBASC3	1766.0081	CYBASC3	822.995
CYBA	613.6836	CYBA	357.8095
CYBB	1319.5032	CYBB	1104.8154
CYBRD1	6063.8781	CYBRD1	15074.9153
CYC1	1537.1274	CYC1	836.5408
CYCS	1504.6089	CYCS	1288.1804
CYFIP1	3379.0122	CYFIP1	3689.1055
removed	removed	CYFIP2	472.1236
CYGB	381.0508	CYGB	293.7144
CYHR1	620.771	CYHR1	431.1555
CYLD	1143.9864	CYLD	1854.4644
CYP11A1	30.0171	CYP11A1	36.0122
CYP19A1	7.5043	removed	removed
CYP1A1	22.0959	CYP1A1	531.2629
CYP1B1	1184.843	CYP1B1	1231.3538
CYP20A1	579.0806	CYP20A1	891.7155
CYP21A2	223.1899	CYP21A2	100.0083
CYP24A1	6.6705	CYP24A1	54.1835
CYP26A1	53.3638	CYP26A1	43.9415
CYP26B1	113.815	CYP26B1	114.6444
CYP27A1	1831.879	CYP27A1	658.1317
CYP27B1	14.1748	CYP27B1	27.4222
CYP27C1	17.0931	CYP27C1	6.6077
removed	removed	CYP2A6	43.9415
CYP2B7P1	47.944	CYP2B7P1	31.0564
