gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
ANKRD57	330.7446	ANKRD57	1116.6821
ANKRD58	42.0283	ANKRD58	10.8326
ANKRD5	208.3143	ANKRD5	252.8629
ANKRD6	42.4806	ANKRD6	429.9505
ANKRD9	68.5244	ANKRD9	96.255
ANKS1A	729.1	ANKS1A	1784.8963
ANKS1B	28.7803	ANKS1B	128.1337
ANKS3	192.3253	ANKS3	312.9062
ANKS6	119.2325	ANKS6	204.2711
ANKZF1	403.3805	ANKZF1	828.8456
ANLN	687.0717	ANLN	37.1402
ANO10	536.7748	ANO10	723.9245
ANO1	2232.9831	ANO1	12854.2247
removed	removed	ANO2	43.9492
removed	removed	ANO3	29.7122
ANO5	15.0754	ANO5	168.9879
ANO6	1324.8058	ANO6	3882.6989
ANO7	31.9781	ANO7	14.5466
ANO8	292.8278	ANO8	263.0764
ANO9	144.3582	ANO9	129.0622
ANP32A	2360.4386	ANP32A	2623.9554
ANP32B	3388.762	ANP32B	2566.0786
ANP32E	2459.1138	ANP32E	928.5051
ANPEP	236.1809	ANPEP	2188.4865
ANTXR1	1501.5989	ANTXR1	4492.1077
ANTXR2	557.7889	ANTXR2	1270.5045
ANUBL1	250.3426	ANUBL1	289.6936
ANXA11	2925.0799	ANXA11	3059.7338
removed	removed	ANXA13	8.3565
ANXA1	2586.5692	ANXA1	7640.6685
ANXA2P1	66.6971	ANXA2P1	45.1872
ANXA2P2	2722.2476	ANXA2P2	2792.9434
ANXA2	9321.608	ANXA2	8656.1436
ANXA3	81.7725	ANXA3	1217.5797
ANXA4	1762.4486	ANXA4	1584.0297
ANXA5	3486.0667	ANXA5	5284.1226
ANXA6	4418.4559	ANXA6	4354.9985
ANXA7	4798.0813	ANXA7	2842.4636
removed	removed	ANXA8L1	6.4593
ANXA8L2	61.2152	ANXA8L2	234.9118
ANXA8	211.9689	ANXA8	1002.2067
ANXA9	1342.1654	ANXA9	189.1055
AOAH	597.9899	AOAH	100.5881
AOC2	72.1791	AOC2	17.3321
AOC3	345.82	AOC3	2335.4998
AOX1	46.5966	AOX1	392.1387
AP1AR	1359.9817	AP1AR	818.9415
AP1B1	6175.8794	AP1B1	2186.32
AP1G1	2106.8981	AP1G1	2830.7026
AP1G2	1178.7803	AP1G2	1265.9455
AP1M1	1517.5879	AP1M1	672.5472
AP1M2	2029.2371	AP1M2	1083.5655
AP1S1	903.609	AP1S1	514.0823
AP1S2	569.2097	AP1S2	330.5478
AP1S3	110.0959	AP1S3	89.7555
AP2A1	2169.4381	AP2A1	1463.29
AP2A2	807.2179	AP2A2	1482.8227
AP2B1	12310.1873	AP2B1	6663.8812
AP2M1	9034.719	AP2M1	4293.7171
AP2S1	1587.4829	AP2S1	691.4268
AP3B1	1216.5372	AP3B1	1382.2346
AP3B2	6.3956	AP3B2	115.1346
AP3D1	5146.1855	AP3D1	2783.9678
AP3M1	1805.3906	AP3M1	1539.771
AP3M2	624.0292	AP3M2	611.5754
AP3S1	1505.2535	AP3S1	727.0195
AP3S2	2419.1092	AP3S2	1366.4129
AP4B1	379.5249	AP4B1	385.9703
AP4E1	270.9	AP4E1	314.7632
AP4M1	408.931	AP4M1	328.3008
AP4S1	61.672	AP4S1	109.2541
APAF1	368.2047	APAF1	649.9536
APBA1	16.4459	APBA1	572.8877
APBA2	37.0032	APBA2	97.493
APBA3	260.8497	APBA3	160.9409
APBB1IP	697.122	APBB1IP	255.6484
APBB1	509.365	APBB1	766.0167
APBB2	1038.8305	APBB2	2032.4977
APBB3	178.1635	APBB3	347.5704
APC2	20.3289	removed	removed
APCDD1L	10.0503	APCDD1L	674.4042
APCDD1	57.1037	APCDD1	2230.8883
APC	724.9886	APC	1396.7812
APEH	1951.5761	APEH	1697.3073
APEX1	3934.2165	APEX1	2769.1117
APEX2	915.9434	APEX2	446.3015
APH1A	8273.6409	APH1A	3903.745
APH1B	213.3394	APH1B	804.0854
API5	2258.5656	API5	2977.4064
APIP	250.137	APIP	209.966
APITD1	179.1457	APITD1	128.6196
APLF	64.8698	APLF	98.5361
APLNR	525.8109	APLNR	800.9904
APLN	223.3897	APLN	173.0115
APLP1	10.9639	APLP1	37.1402
APLP2	8097.7615	APLP2	18122.5627
APOA1BP	1719.9635	APOA1BP	1033.1167
APOB48R	357.2407	APOB48R	131.5382
APOBEC3A	433.5313	removed	removed
APOBEC3B	515.7606	APOBEC3B	23.5221
APOBEC3C	377.3413	APOBEC3C	413.8038
APOBEC3D	188.2138	APOBEC3D	98.731
APOBEC3F	220.6487	APOBEC3F	278.861
APOBEC3G	730.0137	APOBEC3G	423.3983
APOBEC3H	34.719	APOBEC3H	6.19
APOBEC4	5.9388	removed	removed
removed	removed	APOB	32.4977
APOC1	2897.2133	APOC1	150.1083
APOC2	356.3271	APOC2	7.428
APOD	534.9475	APOD	12410.7088
APOE	12461.8547	APOE	2158.4649
APOF	11.4207	APOF	24.4506
APOL1	2103.2435	APOL1	909.0065
APOL2	1938.7848	APOL2	654.9056
APOL3	1798.995	APOL3	980.1919
APOL4	484.2394	APOL4	223.1507
APOL6	4599.3604	APOL6	2392.1387
APOLD1	181.8182	APOLD1	241.2844
APOM	38.3737	APOM	45.8063
APOOL	228.4148	APOOL	277.623
APOO	418.4559	APOO	146.7038
APPBP2	1644.1297	APPBP2	1411.3278
APPL1	1568.7529	APPL1	2360.5695
APPL2	529.4655	APPL2	1311.3587
APP	16211.9689	APP	37428.6599
APRT	3128.3691	APRT	1033.1167
APTX	787.5742	APTX	543.485
AQP11	23.2983	AQP11	40.5447
AQP1	1033.3486	AQP1	11753.0455
removed	removed	AQP2	6.809
AQP3	260.3929	AQP3	1445.3729
AQP4	13.2481	AQP4	78.3039
removed	removed	AQP5	598.5763
removed	removed	AQP6	16.0941
removed	removed	AQP7P1	23.8316
AQP7	5.0251	AQP7	162.1789
AQP9	181.8182	removed	removed
removed	removed	AQPEP	31.1792
AQR	993.1476	AQR	1410.7088
ARAF	1575.6053	ARAF	1028.7837
ARAP1	2078.9402	ARAP1	2104.5744
ARAP2	377.3413	ARAP2	380.3776
ARAP3	135.6784	ARAP3	472.2996
ARCN1	3004.1115	ARCN1	4150.4178
ARC	8.6798	ARC	42.4017
AREG	158.9767	AREG	151.9653
ARF1	12431.704	ARF1	6674.7137
ARF3	5180.9045	ARF3	4661.0956
ARF4	3358.6112	ARF4	2943.6707
ARF5	2712.1699	ARF5	1733.2095
ARF6	3994.0612	ARF6	2614.6704
ARFGAP1	1104.1571	ARFGAP1	969.9783
ARFGAP2	1286.889	ARFGAP2	2108.9446
ARFGAP3	998.6295	ARFGAP3	1180.749
ARFGEF1	4338.5519	ARFGEF1	2275.4318
ARFGEF2	3482.4121	ARFGEF2	3010.8326
ARFIP1	769.3011	ARFIP1	1167.7499
ARFIP2	1099.132	ARFIP2	1486.8462
ARFRP1	439.4701	ARFRP1	516.8678
ARG2	214.4769	ARG2	161.3401
ARGLU1	721.7908	ARGLU1	2845.5587
ARHGAP10	158.5199	ARHGAP10	458.991
ARHGAP11A	611.238	ARHGAP11A	62.8288
ARHGAP11B	15.5322	ARHGAP11B	9.9041
ARHGAP12	624.0292	ARHGAP12	1429.2789
ARHGAP15	252.1699	ARHGAP15	108.6351
ARHGAP17	1390.5893	ARHGAP17	1031.2597
ARHGAP18	886.7063	ARHGAP18	505.7258
ARHGAP19	639.5614	ARHGAP19	1357.784
ARHGAP1	3384.6505	ARHGAP1	3200.5571
ARHGAP20	10.5071	ARHGAP20	421.8508
ARHGAP21	1067.6108	ARHGAP21	2420.6128
ARHGAP22	113.2937	ARHGAP22	66.8524
ARHGAP23	309.2736	ARHGAP23	930.9811
ARHGAP24	83.5998	ARHGAP24	370.4735
ARHGAP25	734.582	ARHGAP25	567.3166
ARHGAP26	351.302	ARHGAP26	978.3349
ARHGAP27	908.6249	ARHGAP27	631.3835
ARHGAP28	42.4852	ARHGAP28	200.2476
ARHGAP29	707.1722	ARHGAP29	2732.5905
ARHGAP30	1438.0996	ARHGAP30	360.26
ARHGAP31	671.9963	ARHGAP31	985.4534
ARHGAP32	1238.9219	ARHGAP32	2369.545
ARHGAP33	196.4367	ARHGAP33	186.939
removed	removed	ARHGAP36	27.2361
ARHGAP39	605.7561	ARHGAP39	256.8864
ARHGAP42	32.4349	ARHGAP42	217.8397
ARHGAP4	879.397	ARHGAP4	330.5478
ARHGAP5	1248.5153	ARHGAP5	4228.4123
ARHGAP6	35.1759	ARHGAP6	153.2033
ARHGAP8	614.614	ARHGAP8	424.0947
ARHGAP9	441.2974	ARHGAP9	85.113
ARHGDIA	15977.1585	ARHGDIA	2981.7394
ARHGDIB	5677.4783	ARHGDIB	3829.4646
ARHGEF10L	956.6012	ARHGEF10L	879.9133
ARHGEF10	422.1106	ARHGEF10	1142.3708
ARHGEF11	1274.0978	ARHGEF11	1448.1585
ARHGEF12	3133.3942	ARHGEF12	6884.5559
ARHGEF15	182.275	ARHGEF15	409.1613
ARHGEF16	456.8296	ARHGEF16	209.2232
ARHGEF17	699.863	ARHGEF17	1935.6236
ARHGEF18	1661.9461	ARHGEF18	859.4862
ARHGEF19	826.8616	ARHGEF19	462.086
ARHGEF1	1637.2773	ARHGEF1	1000.619
ARHGEF2	1213.7963	ARHGEF2	1913.9585
ARHGEF33	6.8524	ARHGEF33	22.2841
ARHGEF35	231.6126	ARHGEF35	1025.0696
ARHGEF37	312.0146	ARHGEF37	2697.6168
ARHGEF38	8.6798	ARHGEF38	77.3754
ARHGEF3	987.2088	ARHGEF3	1012.3801
ARHGEF4	36.0895	ARHGEF4	236.7688
ARHGEF5	322.9785	ARHGEF5	948.9322
ARHGEF6	1333.0288	ARHGEF6	2010.8326
ARHGEF7	570.5802	ARHGEF7	1551.532
ARHGEF9	261.7634	ARHGEF9	1090.065
ARID1A	2574.2348	ARID1A	2953.8842
ARID1B	1858.8397	ARID1B	2767.8737
ARID2	752.8552	ARID2	1254.4104
ARID3A	237.5514	ARID3A	35.9022
ARID3B	196.4367	ARID3B	131.5382
ARID4A	418.4559	ARID4A	839.6781
ARID4B	1181.6492	ARID4B	1830.9099
ARID5A	560.9868	ARID5A	1331.4763
ARID5B	1380.0822	ARID5B	3450.6345
ARIH1	1236.1809	ARIH1	2341.3804
ARIH2	902.6953	ARIH2	1698.2327
ARL10	6.8524	ARL10	112.9681
ARL11	104.1571	ARL11	19.4986
ARL13B	302.878	ARL13B	303.0022
ARL15	184.5592	ARL15	500.1548
ARL16	523.5267	ARL16	323.4293
ARL17A	118.7711	ARL17A	129.217
removed	removed	ARL17B	6.4067
ARL1	1706.7154	ARL1	2236.1498
ARL2BP	820.0091	ARL2BP	1285.3606
ARL2	851.0735	ARL2	724.234
ARL3	755.5962	ARL3	579.6967
ARL4A	155.7789	ARL4A	2273.909
ARL4C	799.4518	ARL4C	2249.1489
ARL4D	260.3929	ARL4D	262.7669
ARL5A	883.9653	ARL5A	811.204
ARL5B	268.6158	ARL5B	310.1207
ARL6IP1	9409.3193	ARL6IP1	3749.3036
ARL6IP4	1006.3956	ARL6IP4	1526.4624
ARL6IP5	3490.635	ARL6IP5	4725.1625
ARL6IP6	475.5596	ARL6IP6	320.6438
ARL6	50.7081	ARL6	93.4695
ARL8A	1379.1686	ARL8A	987.6199
ARL8B	2505.2535	ARL8B	2140.5138
ARMC10	815.3495	ARMC10	758.3194
ARMC1	1701.6903	ARMC1	737.5426
ARMC2	126.9986	ARMC2	59.1148
ARMC3	25.5825	ARMC3	7.1185
ARMC4	8.6798	ARMC4	9.5946
ARMC5	335.7698	ARMC5	255.9579
ARMC6	1541.2791	ARMC6	443.1136
ARMC7	846.5053	ARMC7	322.1913
ARMC8	1172.6816	ARMC8	751.1606
ARMC9	221.5624	ARMC9	277.9325
ARMCX1	458.6569	ARMCX1	951.4082
ARMCX2	244.4038	ARMCX2	1136.7998
ARMCX3	1845.5916	ARMCX3	2116.9916
ARMCX5	275.0114	ARMCX5	452.801
ARMCX6	186.8433	ARMCX6	367.3785
ARNT2	555.048	ARNT2	307.0257
ARNTL2	121.9735	ARNTL2	28.1647
ARNTL	157.1494	ARNTL	496.7502
ARNT	1232.5263	ARNT	1802.8474
ARPC1A	2958.8853	ARPC1A	2030.7583
ARPC1B	3877.1128	ARPC1B	812.9434
ARPC2	4517.1311	ARPC2	2975.5494
ARPC3	5181.3614	ARPC3	2013.3086
ARPC4	3889.3878	ARPC4	2311.5846
ARPC5L	1515.7606	ARPC5L	444.1349
ARPC5	4108.7254	ARPC5	2729.805
ARPM1	46.5966	ARPM1	35.5927
ARPP19	4528.095	ARPP19	3935.9331
ARRB1	598.4468	ARRB1	1285.0511
ARRB2	1160.3472	ARRB2	488.7032
ARRDC1	1845.5916	ARRDC1	679.0467
ARRDC2	681.1329	ARRDC2	547.818
ARRDC3	551.3933	ARRDC3	3456.2055
ARRDC4	796.254	ARRDC4	895.3884
ARRDC5	8.6798	removed	removed
ARSA	536.7748	ARSA	402.9712
ARSB	362.7227	ARSB	156.9174
ARSD	1441.2974	ARSD	3869.3903
removed	removed	ARSE	61.2813
ARSG	788.0311	ARSG	351.9034
removed	removed	ARSH	8.666
ARSI	15.0754	ARSI	18.5701
ARSJ	20.1005	ARSJ	285.0511
ARSK	77.2042	ARSK	258.4339
removed	removed	ART3	9.9041
removed	removed	ART4	10.2136
ART5	19.1868	ART5	34.9737
ARTN	62.5857	ARTN	9.5946
ARV1	479.2143	ARV1	366.45
ARVCF	476.9301	ARVCF	580.0062
removed	removed	ARX	20.4271
AR	903.609	AR	1552.4605
AS3MT	580.6304	AS3MT	248.5299
ASAH1	5013.7049	ASAH1	4291.8601
ASAH2B	20.5573	ASAH2B	13.6181
removed	removed	ASAH2	20.1176
ASAM	84.5135	ASAM	650.2631
ASAP1	1160.804	ASAP1	776.8493
ASAP2	818.1818	ASAP2	688.0223
ASAP3	613.0653	ASAP3	938.0997
ASB13	1818.6386	ASB13	889.1984
ASB14	5.9388	ASB14	11.1421
ASB16	14.8424	ASB16	22.801
ASB1	235.4683	ASB1	874.0328
ASB2	45.2261	ASB2	90.684
ASB3	265.418	ASB3	383.1817
removed	removed	ASB5	12.3801
ASB6	996.4596	ASB6	742.4574
ASB7	648.698	ASB7	541.009
ASB8	642.3024	ASB8	961.6218
ASB9	15.0754	ASB9	25.3791
ASCC1	686.6149	ASCC1	376.3541
ASCC2	2303.7917	ASCC2	1094.0885
ASCC3	1304.7053	ASCC3	1307.0257
ASCL2	76.2905	ASCL2	31.2597
ASF1A	621.2883	ASF1A	515.9393
ASF1B	1172.6816	ASF1B	43.6397
ASGR1	16.4459	ASGR1	9.2851
ASGR2	17.8164	ASGR2	5.8805
ASH1L	1180.7903	ASH1L	4701.4206
ASH2L	744.1754	ASH2L	1221.2937
ASL	716.7656	ASL	437.6354
ASMTL	740.4842	ASMTL	804.2433
ASNA1	1720.8771	ASNA1	830.3931
ASNSD1	951.1192	ASNSD1	1077.9944
ASNS	792.5994	ASNS	429.2789
removed	removed	ASPA	28.1647
removed	removed	ASPHD1	21.6651
ASPHD2	115.1211	ASPHD2	51.3773
ASPH	8511.4207	ASPH	5367.1526
ASPM	983.5541	ASPM	25.3791
ASPN	320.6944	ASPN	131.5382
ASPRV1	43.8556	ASPRV1	100.5881
ASPSCR1	1143.9013	ASPSCR1	199.6286
ASRGL1	447.2362	ASRGL1	92.541
ASS1	4007.7661	ASS1	1177.035
ASTE1	291.8136	ASTE1	277.1433
removed	removed	ASTN1	79.5419
ASTN2	153.9516	ASTN2	458.6815
ASXL1	1529.4655	ASXL1	2366.1405
ASXL2	703.9744	ASXL2	1069.0189
ASXL3	8.6798	ASXL3	69.6379
ATAD1	675.1942	ATAD1	1284.1226
ATAD2B	335.7698	ATAD2B	445.0634
ATAD2	3975.3312	ATAD2	535.1284
ATAD3A	829.1457	ATAD3A	325.5958
ATAD3B	328.4605	ATAD3B	193.4386
ATAD3C	22.3847	ATAD3C	132.7762
ATAD5	243.0333	ATAD5	82.637
ATE1	217.9077	ATE1	401.4237
ATF1	483.7825	ATF1	585.2677
ATF2	396.5281	ATF2	727.329
ATF3	446.7794	ATF3	978.6444
ATF4	4923.7095	ATF4	5328.0718
ATF5	1001.3705	ATF5	585.5772
ATF6B	1733.6683	ATF6B	1801.9189
ATF6	1843.7643	ATF6	1604.4568
ATF7IP2	165.3723	ATF7IP2	103.9926
ATF7IP	1048.4239	ATF7IP	1575.0542
ATF7	940.8132	ATF7	2451.1328
ATG10	73.5496	ATG10	146.3943
ATG12	380.5391	ATG12	488.0842
ATG16L1	1063.4993	ATG16L1	990.7149
ATG16L2	277.6153	ATG16L2	330.9873
ATG2A	1170.3974	ATG2A	820.489
ATG2B	642.3024	ATG2B	1605.3853
ATG3	679.3056	ATG3	636.9545
ATG4A	269.5295	ATG4A	281.337
ATG4B	693.9242	ATG4B	783.0393
ATG4C	217.4509	ATG4C	231.8168
ATG4D	432.7821	ATG4D	190.0959
ATG5	1467.3367	ATG5	840.2971
ATG7	1158.8762	ATG7	643.5097
ATG9A	982.0968	ATG9A	1219.2108
ATG9B	20.3792	ATG9B	10.0557
ATHL1	306.5327	ATHL1	1046.7348
ATIC	2178.6204	ATIC	1279.7895
ATL1	49.7944	ATL1	559.5791
ATL2	988.5793	ATL2	2223.1507
ATL3	836.9118	ATL3	738.4711
ATMIN	1419.8264	ATMIN	1798.5144
ATM	1166.7428	ATM	1883.9369
ATN1	2606.2129	ATN1	5333.9523
ATOH8	17.8164	ATOH8	234.6023
ATOX1	1109.1823	ATOX1	464.5621
ATP10A	307.9032	ATP10A	227.7933
ATP10B	15.5322	ATP10B	16.4036
ATP10D	275.0114	ATP10D	718.0439
ATP11A	412.974	ATP11A	735.376
ATP11B	2026.4961	ATP11B	1735.6855
ATP11C	592.0512	ATP11C	701.6404
ATP13A1	2476.9301	ATP13A1	1067.7809
ATP13A2	1321.608	ATP13A2	1035.2832
ATP13A3	3999.0863	ATP13A3	1735.6855
ATP13A4	21.0142	ATP13A4	371.7115
ATP13A5	187.757	ATP13A5	366.1405
ATP1A1	9715.8429	ATP1A1	17862.5286
removed	removed	ATP1A2	3057.2578
ATP1A3	24.6688	removed	removed
ATP1A4	5.9388	ATP1A4	6.19
ATP1B1	1512.7912	ATP1B1	4280.229
ATP1B2	15.989	ATP1B2	189.1055
ATP1B3	2547.2819	ATP1B3	912.7205
ATP2A2	7230.6989	ATP2A2	5392.4482
ATP2A3	1239.8355	ATP2A3	657.6911
ATP2B1	1105.9845	ATP2B1	2826.679
ATP2B2	7.3093	ATP2B2	6.19
ATP2B4	3063.4993	ATP2B4	3825.7505
ATP2C1	5689.9132	ATP2C1	3135.732
ATP2C2	413.8876	ATP2C2	275.766
ATP5A1	12091.3659	ATP5A1	9311.0492
ATP5B	11028.3234	ATP5B	9304.8592
ATP5C1	3612.1517	ATP5C1	1948.0037
ATP5D	1512.106	ATP5D	647.7871
ATP5EP2	39.2873	ATP5EP2	15.4751
ATP5E	5290.5436	ATP5E	2149.4893
ATP5F1	2435.8154	ATP5F1	2166.8214
ATP5G1	1683.4171	ATP5G1	544.104
ATP5G2	3959.799	ATP5G2	4575.9827
ATP5G3	2642.7593	ATP5G3	1835.6546
ATP5H	5091.8228	ATP5H	1358.7125
ATP5I	523.5998	ATP5I	719.2634
ATP5J2	1258.5656	ATP5J2	965.0263
ATP5J	1019.8447	ATP5J	1035.8372
ATP5L	1820.9228	ATP5L	2121.0152
ATP5O	2830.973	ATP5O	2377.5921
ATP5SL	617.1768	ATP5SL	673.4757
ATP5S	76.2905	ATP5S	143.6088
ATP6AP1L	18.2732	ATP6AP1L	100.5881
ATP6AP1	10252.1699	ATP6AP1	2881.1513
ATP6AP2	4447.2362	ATP6AP2	3123.8007
ATP6V0A1	1353.1293	ATP6V0A1	1648.7156
ATP6V0A2	473.7323	ATP6V0A2	439.4924
ATP6V0A4	10.0503	ATP6V0A4	125.927
ATP6V0B	3169.027	ATP6V0B	988.8579
ATP6V0C	4702.1471	ATP6V0C	1460.5385
ATP6V0D1	2011.4207	ATP6V0D1	1151.6558
ATP6V0D2	20.1005	removed	removed
ATP6V0E1	3048.8808	ATP6V0E1	1978.6444
ATP6V0E2	1856.0987	ATP6V0E2	990.2228
ATP6V1A	1936.0439	ATP6V1A	1916.125
ATP6V1B1	7.3093	ATP6V1B1	858.8672
ATP6V1B2	3401.5532	ATP6V1B2	1527.7004
ATP6V1C1	3004.1115	ATP6V1C1	1574.7447
ATP6V1C2	60.7401	ATP6V1C2	59.2541
ATP6V1D	1165.8291	ATP6V1D	956.6698
ATP6V1E1	2676.1078	ATP6V1E1	1711.8539
ATP6V1E2	10.5071	ATP6V1E2	114.8251
ATP6V1F	2054.3536	ATP6V1F	868.7589
ATP6V1G1	4376.8844	ATP6V1G1	2427.7314
ATP6V1G2	36.5464	ATP6V1G2	45.8063
ATP6V1H	1554.5911	ATP6V1H	1059.7338
ATP7A	492.4623	ATP7A	1210.7707
ATP7B	339.8812	ATP7B	385.6391
ATP8A1	299.2234	ATP8A1	585.8867
ATP8A2	6.3956	ATP8A2	23.2126
ATP8B1	2743.481	ATP8B1	1647.5333
ATP8B2	580.6304	ATP8B2	1158.1554
ATP8B3	26.0393	ATP8B3	14.8561
ATP8B4	52.5354	ATP8B4	140.2043
ATP8B5P	19.1868	ATP8B5P	15.4751
ATP9A	1873.915	ATP9A	3261.5289
ATP9B	306.0758	ATP9B	600.7428
ATPAF1	1103.9379	ATPAF1	1127.2454
ATPAF2	295.5688	ATPAF2	255.4782
ATPBD4	104.614	ATPBD4	164.9644
ATPIF1	1235.7241	ATPIF1	986.0724
ATRIP	261.1969	ATRIP	284.8747
removed	removed	ATRNL1	73.3519
ATRN	1468.7072	ATRN	2780.8728
ATRX	1509.365	ATRX	3064.6859
ATR	1316.1261	ATR	1104.6116
ATXN10	2154.4084	ATXN10	2196.5336
ATXN1L	866.2723	ATXN1L	2059.347
ATXN1	845.5916	ATXN1	1255.0294
ATXN2L	3095.9342	ATXN2L	2076.7564
ATXN2	629.0544	ATXN2	798.8239
ATXN3	361.809	ATXN3	660.7861
ATXN7L1	195.5231	ATXN7L1	361.1885
ATXN7L2	72.1791	ATXN7L2	75.2089
ATXN7L3B	2068.0676	ATXN7L3B	4672.5472
ATXN7L3	1567.8392	ATXN7L3	1170.8449
ATXN7	746.9164	ATXN7	1218.8177
AUH	156.2357	AUH	339.5234
AUP1	2130.1873	AUP1	1444.1752
AURKAIP1	2496.1169	AURKAIP1	676.2612
AURKAPS1	12.3344	AURKAPS1	11.7611
AURKA	1245.7743	AURKA	43.3302
AURKB	422.1106	AURKB	8.9755
AURKC	11.8776	AURKC	25.3791
AUTS2	2194.6094	AUTS2	3449.706
AVEN	102.3298	AVEN	149.4893
AVIL	78.5747	AVIL	77.9944
AVL9	255.8246	AVL9	458.991
AVPI1	189.5843	AVPI1	183.225
AVPR1A	20.5573	AVPR1A	69.0189
AVPR2	6.8524	AVPR2	59.1148
AXIN1	992.6907	AXIN1	686.4748
AXIN2	51.1649	AXIN2	533.5809
AXL	1351.302	AXL	1621.7889
AZGP1	10481.0416	AZGP1	34903.4355
AZI1	755.5962	AZI1	279.48
AZI2	673.3668	AZI2	1105.5401
AZIN1	7729.5569	AZIN1	3651.1916
AZU1	11.4207	removed	removed
B2M	64833.7186	B2M	31300.2167
B3GALNT1	433.9881	B3GALNT1	497.6787
B3GALNT2	1333.5313	B3GALNT2	911.5599
removed	removed	B3GALT1	47.9728
B3GALT2	5.482	B3GALT2	9.5946
B3GALT4	114.2074	B3GALT4	144.2278
B3GALT5	54.8196	B3GALT5	214.1752
B3GALT6	644.1297	B3GALT6	522.1294
B3GALTL	136.5921	B3GALTL	289.0746
B3GAT1	12.7912	B3GAT1	145.4658
removed	removed	B3GAT2	15.3513
B3GAT3	1034.2622	B3GAT3	440.4209
B3GNT1	322.5217	B3GNT1	775.6113
B3GNT2	1308.8168	B3GNT2	920.7676
B3GNT3	49.3376	B3GNT3	351.5939
B3GNT4	6.8524	removed	removed
B3GNT5	291.9141	B3GNT5	349.7369
B3GNT7	84.9703	B3GNT7	87.589
B3GNT8	47.9671	B3GNT8	52.3058
B3GNT9	155.4774	B3GNT9	293.5593
B3GNTL1	131.5075	B3GNTL1	60.4581
B4GALNT1	664.6734	B4GALNT1	64.3918
B4GALNT2	10.0503	removed	removed
B4GALNT3	20.5573	B4GALNT3	163.7264
B4GALNT4	332.1151	B4GALNT4	265.862
B4GALT1	6502.9694	B4GALT1	3453.1105
B4GALT2	1105.9845	B4GALT2	606.6233
B4GALT3	2472.8186	B4GALT3	1007.7375
B4GALT4	281.407	B4GALT4	383.1631
B4GALT5	4259.0224	B4GALT5	1675.9517
B4GALT6	15.989	B4GALT6	181.368
B4GALT7	369.5751	B4GALT7	334.2618
B9D1	125.2535	B9D1	141.1606
B9D2	67.154	B9D2	60.6623
BAALC	84.0566	BAALC	74.8994
BACE1	503.8831	BACE1	1350.0464
BACE2	1569.2097	BACE2	861.9622
BACH1	1039.7442	BACH1	1090.684
BACH2	74.0064	BACH2	520.2724
BAD	766.9621	BAD	521.758
BAG1	711.1923	BAG1	1240.0093
BAG2	146.6423	BAG2	81.7084
BAG3	1671.9963	BAG3	1373.5686
BAG4	163.0882	BAG4	322.1913
BAG5	1229.3285	BAG5	1666.3572
removed	removed	BAGE2	7.3723
BAHCC1	89.5386	BAHCC1	588.3627
BAHD1	698.9493	BAHD1	835.6546
BAI1	39.2873	BAI1	70.2569
BAI2	14.1617	BAI2	158.1554
removed	removed	BAI3	23.8316
BAIAP2L1	498.4011	BAIAP2L1	553.0795
BAIAP2L2	10.9639	BAIAP2L2	7.7375
BAIAP2	1849.7031	BAIAP2	844.9118
BAIAP3	624.1343	BAIAP3	182.7422
BAK1	448.6067	BAK1	255.9579
BAMBI	15305.619	BAMBI	907.459
BANF1	2528.5519	BANF1	1622.0984
BANK1	111.9233	BANK1	36.5212
BANP	237.0946	BANP	274.8375
BAP1	1371.8593	BAP1	1624.2649
BARD1	119.6894	BARD1	104.6116
BARX1	6.8524	BARX1	16.7131
BARX2	86.7976	BARX2	1125.9672
BASP1	554.1343	BASP1	154.1318
BAT1	3435.8154	BAT1	5756.4222
BAT2L1	6127.894	BAT2L1	9107.3321
BAT2L2	5796.254	BAT2L2	6440.1114
BAT2	4812.6999	BAT2	7091.922
BAT3	2915.4865	BAT3	3658.6196
BAT4	146.1855	BAT4	330.5478
BAT5	599.3604	BAT5	766.3262
BATF2	409.7762	BATF2	108.3256
BATF3	31.5212	BATF3	11.7611
BATF	495.2033	BATF	114.5156
BAX	682.0466	BAX	256.8864
BAZ1A	1265.8748	BAZ1A	1011.7611
BAZ1B	2347.6473	BAZ1B	2496.1312
BAZ2A	2671.5806	BAZ2A	3678.1677
BAZ2B	457.2133	BAZ2B	1644.1752
BBC3	141.6172	BBC3	130.3002
removed	removed	BBOX1	346.6419
BBS10	257.1951	BBS10	753.9461
BBS12	79.0315	BBS12	179.511
BBS1	502.5126	BBS1	1379.4491
BBS2	361.809	BBS2	1498.9167
BBS4	255.3677	BBS4	484.6797
BBS5	109.4427	BBS5	293.8842
BBS7	216.0804	BBS7	352.5224
BBS9	197.3504	BBS9	351.5939
BBX	1144.3582	BBX	3110.4921
BCAM	3534.9475	BCAM	6101.8261
removed	removed	BCAN	24.7601
BCAP29	1002.741	BCAP29	1000.619
BCAP31	7516.6743	BCAP31	3268.338
BCAR1	798.0813	BCAR1	855.4627
BCAR3	1079.4884	BCAR3	930.6592
BCAS1	203.2892	BCAS1	329.6193
BCAS2	777.0672	BCAS2	614.1721
BCAS3	646.4139	BCAS3	532.0334
BCAS4	1418.4559	BCAS4	548.1275
