gene_id	TCGA-BH-A0DZ-01A-11R-A00Z-07	gene_id	TCGA-BH-A0DZ-11A-22R-A089-07
ANO9	57.6271	ANO9	193.2624
ANP32A	3121.1864	ANP32A	3207.8901
ANP32B	3569.4915	ANP32B	2894.9468
ANP32E	1448.3051	ANP32E	679.078
ANPEP	445.7627	ANPEP	8484.4858
ANTXR1	11046.6102	ANTXR1	2943.2624
ANTXR2	888.9831	ANTXR2	653.8121
removed	removed	ANTXRL	5.3191
ANUBL1	125.4237	ANUBL1	128.5461
ANXA11	4017.7966	ANXA11	5074.4681
removed	removed	ANXA13	13.7411
ANXA1	2870.339	ANXA1	8658.2447
ANXA2P1	156.7797	ANXA2P1	144.9468
ANXA2P2	10755.0847	ANXA2P2	6851.9504
ANXA2P3	15.2542	ANXA2P3	9.3085
ANXA2	27983.0508	ANXA2	19130.3191
ANXA3	669.4915	ANXA3	1572.695
ANXA4	3537.2881	ANXA4	1542.5532
ANXA5	7898.3051	ANXA5	6027.039
ANXA6	6606.7797	ANXA6	6616.1348
ANXA7	4027.9661	ANXA7	2924.2021
ANXA8L2	190.678	ANXA8L2	102.3936
ANXA8	219.0085	ANXA8	285.0177
ANXA9	44.9153	ANXA9	309.3972
AOAH	61.0169	AOAH	132.9787
removed	removed	AOC2	14.6277
AOC3	418.6441	AOC3	1338.2092
AOX1	16.9492	AOX1	196.3652
AP1AR	740.678	AP1AR	471.6312
AP1B1	2762.7119	AP1B1	3927.7482
AP1G1	1764.4068	AP1G1	2015.0709
AP1G2	995.2627	AP1G2	1518.4885
AP1M1	921.1864	AP1M1	1097.961
AP1M2	1933.8983	AP1M2	2319.1489
AP1S1	1410.1695	AP1S1	1040.7801
AP1S2	465.2542	AP1S2	213.6525
AP1S3	92.3729	AP1S3	114.805
AP2A1	1758.7119	AP2A1	2014.672
AP2A2	1064.4068	AP2A2	2282.8014
AP2B1	5316.9492	AP2B1	6790.3369
AP2M1	8158.4746	AP2M1	7157.8014
AP2S1	2523.7288	AP2S1	1654.2553
AP3B1	1099.1525	AP3B1	1145.8333
removed	removed	AP3B2	165.3369
AP3D1	2219.4915	AP3D1	4226.0638
AP3M1	932.2034	AP3M1	1281.0284
AP3M2	491.5254	AP3M2	434.8404
AP3S1	1671.1864	AP3S1	893.1738
AP3S2	1036.4407	AP3S2	1377.0922
AP4B1	255.9322	AP4B1	339.8626
AP4E1	237.2881	AP4E1	238.9184
AP4M1	322.1356	AP4M1	455.9486
AP4S1	61.0169	AP4S1	58.0674
APAF1	385.5932	APAF1	252.6596
APBA1	39.8305	APBA1	367.0213
APBA2	121.1864	APBA2	121.4539
APBA3	135.5932	APBA3	312.5
APBB1IP	381.3559	APBB1IP	269.9468
APBB1	225.4237	APBB1	834.2199
APBB2	2361.0169	APBB2	806.2943
APBB3	48.3051	APBB3	273.4929
APC2	7.6271	APC2	8.5106
APCDD1L	125.4237	APCDD1L	516.4007
APCDD1	809.322	APCDD1	1671.5426
APC	739.8305	APC	489.3617
APEH	976.2712	APEH	3273.9362
APEX1	3833.0508	APEX1	4399.3794
APEX2	572.0339	APEX2	817.3759
APH1A	4782.2034	APH1A	4933.9539
APH1B	222.8814	APH1B	376.773
API5	3101.6949	API5	2230.0532
APIP	392.0763	APIP	306.4362
APITD1	186.4407	APITD1	273.5505
APLF	33.8983	APLF	77.1277
APLNR	819.4915	APLNR	1125.4433
APLN	371.1864	APLN	415.3369
APLP1	160.1695	APLP1	121.0106
APLP2	22380.5085	APLP2	15815.6028
APOA1BP	1344.0678	APOA1BP	2033.2447
removed	removed	APOA1	6.6489
APOB48R	333.8983	APOB48R	361.2589
APOBEC1	29.661	removed	removed
APOBEC3A	12.7119	APOBEC3A	16.4007
APOBEC3B	634.7458	APOBEC3B	211.8794
APOBEC3C	191.5254	APOBEC3C	351.5071
APOBEC3D	99.1525	APOBEC3D	72.2518
APOBEC3F	244.0678	APOBEC3F	297.4291
APOBEC3G	616.1017	APOBEC3G	393.1738
APOBEC3H	5.0847	APOBEC3H	6.2057
removed	removed	APOB	16.4007
APOC1	1228.8136	APOC1	621.0106
APOC2	105.0847	APOC2	50.5319
APOD	1793.2203	APOD	32942.8191
APOE	4517.7966	APOE	8831.117
removed	removed	APOF	13.7411
APOL1	4022.0339	APOL1	1070.0355
APOL2	1651.6949	APOL2	843.0851
APOL3	942.3729	APOL3	830.2305
APOL4	475.4237	APOL4	470.7447
APOL6	1863.5593	APOL6	935.2837
APOLD1	455.0847	APOLD1	335.5496
APOM	17.7966	APOM	74.0248
APOOL	97.4576	APOOL	77.1277
APOO	288.9831	APOO	232.2695
APPBP2	1800	APPBP2	1065.1596
APPL1	952.5424	APPL1	1109.9291
APPL2	909.322	APPL2	1292.1099
APP	18638.9831	APP	50246.0106
APRT	1239.8305	APRT	2656.0284
APTX	571.1864	APTX	572.2518
AQP11	13.5593	AQP11	32.3582
AQP1	1648.822	AQP1	12832.7793
AQP3	117.7966	AQP3	937.9433
removed	removed	AQP4	28.8121
AQP5	105.0847	AQP5	347.961
removed	removed	AQP7P1	17.2872
removed	removed	AQP7	114.3617
AQP9	88.1356	removed	removed
removed	removed	AQPEP	14.6277
AQR	1275.4237	AQR	886.9681
ARAF	1027.9661	ARAF	1437.0567
ARAP1	1421.1864	ARAP1	2800.0665
ARAP2	220.339	ARAP2	281.4716
ARAP3	200	ARAP3	585.1064
ARCN1	3446.6102	ARCN1	3665.3369
ARC	6.7797	ARC	274.8227
AREG	2419.4915	AREG	2517.2872
ARF1	11767.7966	ARF1	9429.5213
ARF3	4791.5254	ARF3	5625.8865
ARF4	6753.3898	ARF4	3981.8262
ARF5	2353.3305	ARF5	3807.1188
ARF6	4494.9153	ARF6	3354.6099
ARFGAP1	1616.9492	ARFGAP1	1542.5532
ARFGAP2	2205.9322	ARFGAP2	2780.1418
ARFGAP3	1049.1525	ARFGAP3	1328.0142
ARFGEF1	2807.6271	ARFGEF1	1262.4113
removed	removed	ARFGEF2	1362.1454
ARFIP1	1420.339	ARFIP1	935.2837
ARFIP2	1444.9153	ARFIP2	2429.5213
ARFRP1	500.8475	ARFRP1	1008.8652
ARG2	128.0424	ARG2	181.5647
ARGLU1	705.0847	ARGLU1	1062.0567
ARHGAP10	525.4237	ARHGAP10	427.7482
ARHGAP11A	689.8305	ARHGAP11A	93.5284
ARHGAP11B	25.4237	removed	removed
ARHGAP12	766.9492	ARHGAP12	632.9787
ARHGAP15	17.7966	ARHGAP15	57.6241
removed	removed	ARHGAP17	1183.9539
ARHGAP18	541.5254	ARHGAP18	453.0142
ARHGAP19	302.5424	ARHGAP19	866.1348
ARHGAP1	3249.1525	ARHGAP1	4270.3901
removed	removed	ARHGAP20	157.3582
ARHGAP21	993.2203	ARHGAP21	1204.7872
ARHGAP22	77.9661	ARHGAP22	62.0567
ARHGAP23	316.1017	ARHGAP23	664.8936
ARHGAP24	164.4068	ARHGAP24	226.5071
ARHGAP25	161.0169	ARHGAP25	446.3652
ARHGAP26	311.8644	ARHGAP26	867.0213
ARHGAP27	251.6949	ARHGAP27	585.5098
ARHGAP28	146.6102	ARHGAP28	113.4752
ARHGAP29	1661.0169	ARHGAP29	1742.0213
ARHGAP30	424.5763	ARHGAP30	333.7766
removed	removed	ARHGAP31	660.9043
ARHGAP32	2650.8475	ARHGAP32	1322.2518
ARHGAP33	50.8475	ARHGAP33	93.9716
removed	removed	ARHGAP36	137.8546
ARHGAP39	303.3898	ARHGAP39	428.1915
ARHGAP42	91.5254	ARHGAP42	45.0842
ARHGAP4	190.678	ARHGAP4	424.6454
ARHGAP5	1341.5254	ARHGAP5	1134.3085
ARHGAP6	67.7966	ARHGAP6	77.5709
ARHGAP8	898.6695	ARHGAP8	749.6277
ARHGAP9	79.661	ARHGAP9	114.805
ARHGDIA	4398.3051	ARHGDIA	6692.8191
ARHGDIB	3836.4407	ARHGDIB	4315.1596
ARHGDIG	24.5763	removed	removed
ARHGEF10L	833.0508	ARHGEF10L	1335.1064
ARHGEF10	380.5085	ARHGEF10	785.461
ARHGEF11	525.4237	ARHGEF11	1160.0177
ARHGEF12	2816.9492	ARHGEF12	2960.5496
ARHGEF15	150	ARHGEF15	452.5709
ARHGEF16	172.0339	ARHGEF16	674.6454
ARHGEF17	744.9153	ARHGEF17	1450.7979
ARHGEF18	509.322	ARHGEF18	831.117
ARHGEF19	202.5424	ARHGEF19	811.1702
ARHGEF1	919.4915	ARHGEF1	1704.344
ARHGEF2	1575.4237	ARHGEF2	1751.773
removed	removed	ARHGEF33	9.7518
ARHGEF35	427.9661	ARHGEF35	513.2979
ARHGEF37	72.8814	ARHGEF37	1668.4397
ARHGEF38	75.4237	ARHGEF38	29.6986
ARHGEF3	619.4915	ARHGEF3	1209.6631
ARHGEF4	77.9661	ARHGEF4	263.2979
ARHGEF5	271.1864	ARHGEF5	702.1277
ARHGEF6	272.0339	ARHGEF6	846.1879
ARHGEF7	873.7288	ARHGEF7	1179.9645
ARHGEF9	315.2542	ARHGEF9	581.5603
ARID1A	1789.8305	ARID1A	2363.4752
ARID1B	1578.8136	ARID1B	1675.5319
ARID2	853.3898	ARID2	575.3546
ARID3A	71.1864	ARID3A	25.266
ARID3B	90.678	ARID3B	98.8475
ARID4A	216.9492	ARID4A	324.9113
ARID4B	888.8559	ARID4B	651.3121
ARID5A	1018.6441	ARID5A	4287.6773
ARID5B	1500	ARID5B	2135.195
ARIH1	1752.5424	ARIH1	1434.3972
ARIH2	536.4407	ARIH2	1394.4504
ARL10	19.4915	ARL10	16.844
ARL11	43.2203	ARL11	33.6879
ARL13B	144.9153	ARL13B	158.2447
ARL14	20.339	removed	removed
ARL15	669.4915	ARL15	350.1773
ARL16	81.3559	ARL16	271.2766
ARL17A	17.7966	ARL17A	57.6551
ARL1	2642.3729	ARL1	1859.0426
ARL2BP	1055.9322	ARL2BP	1186.1702
ARL2	865.2542	ARL2	1506.6489
ARL3	1087.2881	ARL3	851.0638
ARL4A	478.8136	ARL4A	1128.1028
ARL4C	2098.3051	ARL4C	3061.6135
ARL4D	459.322	ARL4D	231.383
ARL5A	1309.322	ARL5A	539.4504
ARL5B	293.2203	ARL5B	69.1489
ARL6IP1	19250	ARL6IP1	3435.2837
ARL6IP4	2151.6949	ARL6IP4	2987.5887
ARL6IP5	3633.0508	ARL6IP5	4290.3369
ARL6IP6	603.3898	ARL6IP6	222.5177
ARL6	18.6441	ARL6	31.0284
ARL8A	1110.1695	ARL8A	1153.8121
ARL8B	3550.8475	ARL8B	1773.4929
ARL9	5.0847	ARL9	29.2553
ARMC10	670.4237	ARMC10	681.2988
ARMC1	1164.4068	ARMC1	500
ARMC2	57.6271	ARMC2	35.461
removed	removed	ARMC4	12.8546
ARMC5	198.3051	ARMC5	531.4716
ARMC6	557.6271	ARMC6	949.8848
ARMC7	195.7627	ARMC7	338.2092
ARMC8	568.6441	ARMC8	476.0638
ARMC9	258.4746	ARMC9	283.6879
ARMCX1	827.1186	ARMCX1	734.0426
ARMCX2	727.1186	ARMCX2	1089.539
ARMCX3	1650	ARMCX3	1391.4007
ARMCX5	341.5254	ARMCX5	327.1277
ARMCX6	221.1864	ARMCX6	337.3227
ARNT2	344.0678	ARNT2	849.734
ARNTL2	166.1017	ARNTL2	47.4291
ARNTL	243.2203	ARNTL	324.4681
ARNT	931.3559	ARNT	1092.6418
ARPC1A	1666.1017	ARPC1A	2854.8094
ARPC1B	2286.4407	ARPC1B	2563.1871
ARPC2	5774.5763	ARPC2	4089.539
ARPC3	6190.678	ARPC3	3652.039
ARPC4	4524.9661	ARPC4	3880.891
ARPC5L	797.4576	ARPC5L	900.266
ARPC5	4505.9322	ARPC5	3203.4574
ARPM1	27.9661	ARPM1	53.1915
ARPP19	4951.6949	ARPP19	2912.6773
ARRB1	549.1525	ARRB1	1021.2766
ARRB2	630.5085	ARRB2	670.2128
ARRDC1	1540.678	ARRDC1	1252.2163
ARRDC2	331.3559	ARRDC2	945.4787
ARRDC3	4216.9492	ARRDC3	3063.3865
ARRDC4	254.2373	ARRDC4	726.5071
ARSA	462.7119	ARSA	1304.078
removed	removed	ARSB	214.9823
ARSD	1525.4237	ARSD	3654.6986
ARSE	55.9322	ARSE	42.5532
ARSF	6.7797	removed	removed
ARSG	154.2373	ARSG	291.2234
ARSH	9.322	ARSH	7.0922
ARSI	263.5593	ARSI	112.1454
ARSJ	131.3559	ARSJ	141.844
ARSK	122.0339	ARSK	91.7553
ART5	7.6271	ART5	33.2447
ARTN	5.0847	ARTN	12.8546
ARV1	312.7119	ARV1	371.4539
removed	removed	ARVCF	999.5567
ARX	11.0169	removed	removed
AR	1047.4576	AR	152.4823
AS3MT	23.7288	AS3MT	169.3262
ASAH1	4772.8814	ASAH1	3272.1631
removed	removed	ASAH2	7.9787
ASAM	328.8136	ASAM	255.3191
ASAP1	1172.8814	ASAP1	476.9504
ASAP2	980.5085	ASAP2	540.3369
ASAP3	785.5932	ASAP3	1028.8121
ASB13	481.3559	ASB13	1056.2943
removed	removed	ASB14	8.422
removed	removed	ASB16	13.3732
ASB1	304.8983	ASB1	511.7553
removed	removed	ASB2	21.7199
ASB3	192.1356	ASB3	257.5355
ASB6	532.3559	ASB6	951.383
ASB7	389.8305	ASB7	340.4255
ASB8	578.8136	ASB8	582.4468
ASB9	32.2034	ASB9	62.0567
ASCC1	488.1356	ASCC1	447.695
ASCC2	1056.7797	ASCC2	1402.9255
ASCC3	1000	ASCC3	812.9433
ASCL2	27.9661	ASCL2	31.9149
ASF1A	686.4407	ASF1A	360.3723
ASF1B	924.5763	ASF1B	258.8652
removed	removed	ASGR1	15.9574
removed	removed	ASGR2	8.422
ASH1L	1331.3305	ASH1L	1261.8573
ASH2L	1346.6102	ASH2L	1169.3262
ASL	504.2373	ASL	808.0674
ASMTL	1194.0678	ASMTL	1353.6303
ASNA1	2004.2373	ASNA1	1628.9894
ASNSD1	936.4407	ASNSD1	993.7943
ASNS	376.2712	ASNS	413.1206
removed	removed	ASPA	7.5355
ASPHD1	15.2542	ASPHD1	143.1738
ASPHD2	124.5763	ASPHD2	79.344
ASPH	3396.6102	ASPH	5634.4415
ASPM	521.1864	ASPM	66.9326
ASPN	2952.5424	ASPN	52.305
ASPRV1	22.0339	ASPRV1	103.4397
ASPSCR1	266.1017	ASPSCR1	494.2376
ASRGL1	483.8983	ASRGL1	219.4149
ASS1	1097.4576	ASS1	2973.8475
ASTE1	119.0508	ASTE1	186.6223
ASTL	5.9322	removed	removed
ASTN1	9.322	ASTN1	143.617
ASTN2	111.8644	ASTN2	473.4043
ASXL1	978.8136	ASXL1	1417.5532
removed	removed	ASXL2	217.6418
removed	removed	ASXL3	19.0603
ATAD1	1172.8814	ATAD1	816.0461
ATAD2B	269.4915	ATAD2B	195.0355
ATAD2	1797.4576	ATAD2	326.2411
ATAD3A	798.3051	ATAD3A	932.6241
ATAD3B	187.2881	ATAD3B	257.9787
ATAD3C	144.0678	ATAD3C	270.8333
ATAD5	15.2542	ATAD5	45.2128
ATE1	150.8475	ATE1	105.9397
ATF1	483.8983	ATF1	257.5355
ATF2	421.1864	ATF2	212.766
ATF3	736.4407	ATF3	2093.0851
ATF4	3430.5085	ATF4	6450.3546
ATF5	1350.8475	ATF5	981.8262
ATF6B	1711.0169	ATF6B	2587.3227
ATF6	1341.5254	ATF6	1027.9255
ATF7IP2	123.7288	ATF7IP2	74.4681
ATF7IP	816.9492	ATF7IP	519.9468
ATF7	1412.0932	ATF7	1341.3342
ATG10	71.1864	ATG10	144.5035
ATG12	646.6102	ATG12	333.3333
ATG16L1	1053.3898	ATG16L1	833.3333
ATG16L2	69.2627	ATG16L2	189.3972
ATG2A	350	ATG2A	1068.7057
ATG2B	475.4237	ATG2B	626.773
ATG3	823.7288	ATG3	811.6135
ATG4A	315.2542	ATG4A	285.461
ATG4B	411.0169	ATG4B	1162.6773
ATG4C	142.3729	ATG4C	144.9468
ATG4D	208.9661	ATG4D	334.406
ATG5	2183.0508	ATG5	711.8794
ATG7	639.8559	ATG7	1016.3431
ATG9A	1374.0847	ATG9A	1756.3918
ATG9B	20.8814	ATG9B	8.6037
ATHL1	84.7458	ATHL1	467.6418
ATIC	3387.2881	ATIC	2456.5603
ATL1	271.1864	ATL1	467.6418
ATL2	1040.678	ATL2	1553.6348
ATL3	718.6441	ATL3	277.039
ATMIN	1274.5763	ATMIN	1334.6631
ATM	368.6441	ATM	648.0496
ATN1	2685.5932	ATN1	6459.6631
ATOH8	25.4237	ATOH8	119.2376
ATOX1	1411.8644	ATOX1	1047.4291
ATP10A	333.0508	ATP10A	126.773
ATP10B	5.9322	removed	removed
ATP10D	517.7966	ATP10D	383.422
ATP11A	305.9322	ATP11A	470.7447
ATP11B	1801.6949	ATP11B	811.6135
ATP11C	425.4237	ATP11C	365.2482
ATP13A1	1111.8644	ATP13A1	2070.922
ATP13A2	1078.8136	ATP13A2	1862.5887
ATP13A3	1222.0339	ATP13A3	962.3227
ATP13A4	187.2881	ATP13A4	410.0177
ATP13A5	6.7797	ATP13A5	424.6454
ATP1A1	12044.9153	ATP1A1	20386.5115
removed	removed	ATP1A2	202.5709
ATP1A3	33.0508	ATP1A3	7.0922
removed	removed	ATP1A4	18.1738
ATP1B1	5091.0508	ATP1B1	3046.4495
ATP1B2	11.8644	ATP1B2	149.3794
ATP1B3	1976.2712	ATP1B3	1301.4184
ATP2A1	8.4746	removed	removed
ATP2A2	4773.7288	ATP2A2	5373.6702
ATP2A3	1097.4576	ATP2A3	1615.6915
ATP2B1	1089.8305	ATP2B1	1201.2411
removed	removed	ATP2B2	16.4007
ATP2B4	2472.0339	ATP2B4	2404.2553
ATP2C1	2799.5932	ATP2C1	2395.3812
ATP2C2	454.2373	ATP2C2	435.2837
ATP5A1	8501.6949	ATP5A1	13719.4149
ATP5B	10764.4068	ATP5B	12149.8227
ATP5C1	3460.1695	ATP5C1	3248.227
ATP5D	627.1186	ATP5D	1529.2553
ATP5EP2	50	ATP5EP2	44.7695
ATP5E	4961.8644	ATP5E	4468.5284
ATP5F1	3451.6949	ATP5F1	3204.344
ATP5G1	8087.2881	ATP5G1	1999.1135
ATP5G2	6663.5593	ATP5G2	7580.6738
ATP5G3	3567.7966	ATP5G3	3378.5461
ATP5H	2212.7119	ATP5H	2038.5638
ATP5I	2680.2034	ATP5I	1614.9512
ATP5J2	1913.5593	ATP5J2	1561.6135
ATP5J	2313.0847	ATP5J	1663.2713
ATP5L	2573.7288	ATP5L	3261.9681
ATP5O	3307.6271	ATP5O	3308.0674
ATP5SL	689.8305	ATP5SL	1228.7234
ATP5S	37.2881	ATP5S	105.0532
ATP6AP1L	33.8983	ATP6AP1L	58.9539
ATP6AP1	4553.3898	ATP6AP1	4176.4184
ATP6AP2	4195.7627	ATP6AP2	2771.7199
ATP6V0A1	609.322	ATP6V0A1	1419.7695
ATP6V0A2	525.4237	ATP6V0A2	371.4539
ATP6V0A4	11.0169	ATP6V0A4	229.6099
ATP6V0B	1851.6949	ATP6V0B	2361.7021
ATP6V0C	3039.8305	ATP6V0C	2861.25
ATP6V0D1	1549.1525	ATP6V0D1	2400.7092
ATP6V0D2	11.8644	removed	removed
ATP6V0E1	5322.8814	ATP6V0E1	3434.3972
ATP6V0E2	302.5424	ATP6V0E2	1967.141
ATP6V1A	1830.5085	ATP6V1A	1438.3865
ATP6V1B1	12.7119	ATP6V1B1	472.0745
ATP6V1B2	3046.6102	ATP6V1B2	1647.6064
ATP6V1C1	1572.8814	ATP6V1C1	1026.5957
ATP6V1C2	94.9831	ATP6V1C2	81.1259
ATP6V1D	1238.9831	ATP6V1D	1280.1418
ATP6V1E1	3019.4915	ATP6V1E1	2447.695
ATP6V1E2	120.339	ATP6V1E2	132.0922
ATP6V1F	2155.9322	ATP6V1F	1619.672
ATP6V1G1	4539.8305	ATP6V1G1	2581.117
ATP6V1G2	11.8644	ATP6V1G2	21.7199
ATP6V1H	1850	ATP6V1H	1266.844
ATP7A	804.2373	ATP7A	381.2057
ATP7B	2238.9831	ATP7B	659.1312
ATP8A1	89.8305	ATP8A1	197.2518
removed	removed	ATP8A2	19.9468
ATP8B1	2624.9915	ATP8B1	1342.859
ATP8B2	344.9153	ATP8B2	538.5638
removed	removed	ATP8B3	32.8014
ATP8B4	37.2881	ATP8B4	42.5532
ATP8B5P	28.8136	ATP8B5P	34.5745
ATP9A	1259.322	ATP9A	1853.2801
ATP9B	217.7966	ATP9B	485.3723
ATPAF1	446.6102	ATPAF1	965.9441
ATPAF2	277.9661	ATPAF2	406.4716
ATPBD4	77.9661	ATPBD4	87.766
ATPIF1	1433.0508	ATPIF1	1652.039
ATRIP	160.1695	ATRIP	367.5621
ATRNL1	20.339	ATRNL1	46.0993
ATRN	1527.1186	ATRN	1763.2979
ATRX	1451.6949	ATRX	1019.5035
ATR	420.339	ATR	656.4716
removed	removed	ATXN10	2504.8759
ATXN1L	694.0678	ATXN1L	934.8404
ATXN1	1523.7288	ATXN1	755.3191
ATXN2L	1427.1186	ATXN2L	2444.1489
ATXN2	401.6949	ATXN2	593.5284
ATXN3	364.4068	ATXN3	325.3546
ATXN7L1	108.4746	ATXN7L1	147.1631
ATXN7L2	48.3051	ATXN7L2	135.195
ATXN7L3B	3107.6271	ATXN7L3B	3191.4894
ATXN7L3	894.0678	ATXN7L3	1440.6028
ATXN7	250.8475	ATXN7	412.6773
AUH	201.6949	AUH	311.1702
AUP1	2754.3305	AUP1	2297.3759
AURKAIP1	2488.9831	AURKAIP1	1778.3688
AURKAPS1	5.0847	removed	removed
AURKA	575.4237	AURKA	94.8582
AURKB	191.5254	AURKB	53.1915
AURKC	14.4068	AURKC	17.7305
AUTS2	451.6949	AUTS2	1352.8369
AVEN	276.2712	AVEN	215.4255
AVIL	16.9492	AVIL	23.9362
AVL9	435.5932	AVL9	184.8404
removed	removed	AVPI1	190.6028
AVPR1A	55.9322	AVPR1A	19.0603
AVPR2	8.4746	AVPR2	97.0745
removed	removed	AWAT2	7.0922
AXIN1	748.3051	AXIN1	966.7553
AXIN2	232.2034	AXIN2	275.266
AXL	2010.1695	AXL	982.7128
AZGP1	9506.7797	AZGP1	44460.9929
AZI1	142.3729	AZI1	706.117
AZI2	842.3729	AZI2	636.5248
AZIN1	8934.7458	AZIN1	3367.0213
removed	removed	AZU1	13.2979
B2M	73733.0508	B2M	21679.078
B3GALNT1	781.3559	B3GALNT1	487.1454
B3GALNT2	498.7712	B3GALNT2	564.2066
removed	removed	B3GALT1	11.9681
B3GALT4	159.322	B3GALT4	217.1986
B3GALT5	19.4915	B3GALT5	21.2766
B3GALT6	603.3898	B3GALT6	872.7837
B3GALTL	250.8475	B3GALTL	212.3227
B3GAT1	10.1695	B3GAT1	218.0851
B3GAT2	10.0678	removed	removed
B3GAT3	510.1695	B3GAT3	1008.8652
B3GNT1	297.4576	B3GNT1	741.1348
B3GNT2	1343.2203	B3GNT2	1071.3652
B3GNT3	335.5932	B3GNT3	657.3582
B3GNT4	36.4407	B3GNT4	7.5355
B3GNT5	138.9831	B3GNT5	182.1809
B3GNT7	156.7797	B3GNT7	754.4326
B3GNT8	100.8475	B3GNT8	153.8121
B3GNT9	403.2458	B3GNT9	368.8741
B3GNTL1	34.178	B3GNTL1	117.9832
B4GALNT1	29.4915	B4GALNT1	36.8041
B4GALNT2	377.9661	removed	removed
B4GALNT3	133.8983	B4GALNT3	324.4681
B4GALNT4	197.4576	B4GALNT4	640.0709
B4GALT1	5661.0169	B4GALT1	4944.1489
B4GALT2	873.7288	B4GALT2	1486.2589
B4GALT3	917.7966	B4GALT3	1175.9752
B4GALT4	534.7458	B4GALT4	355.4965
B4GALT5	899.1525	B4GALT5	1800.0887
B4GALT6	49.1525	B4GALT6	57.6241
B4GALT7	356.7797	B4GALT7	606.383
B9D1	236.2712	B9D1	218.9716
B9D2	92.3729	B9D2	135.5629
BAALC	76.2712	BAALC	49.2021
BACE1	936.4407	BACE1	987.1454
BACE2	979.661	BACE2	2233.156
BACH1	1811.0169	BACH1	542.5532
BACH2	94.0678	BACH2	146.7199
BAD	841.2458	BAD	1183.6791
BAG1	1168.4831	BAG1	1929.5567
BAG2	228.8136	BAG2	77.5709
BAG3	1937.2881	BAG3	1827.1277
BAG4	238.1356	BAG4	106.8262
BAG5	1017.7966	BAG5	1496.8972
BAHCC1	138.1356	BAHCC1	447.695
BAHD1	833.8983	BAHD1	1122.7837
BAI1	11.8644	BAI1	229.1667
BAI2	93.2203	BAI2	460.1064
removed	removed	BAI3	9.3085
BAIAP2L1	624.5763	BAIAP2L1	918.4397
BAIAP2L2	15.2542	BAIAP2L2	13.2979
BAIAP2	507.6271	BAIAP2	1247.7837
BAIAP3	7.6441	BAIAP3	164.3262
BAK1	475.4237	BAK1	401.5957
BAMBI	2254.2373	BAMBI	1931.7376
BANF1	3105.9322	BANF1	2687.9433
BANK1	6.7797	removed	removed
BANP	139.8305	BANP	335.5496
BAP1	676.2712	BAP1	1806.2943
BARD1	104.2373	BARD1	44.7695
BARX1	29.661	BARX1	37.6773
BARX2	621.1864	BARX2	1126.3298
BASP1	750.8475	BASP1	197.2518
BAT1	5547.4576	BAT1	5956.117
BAT2L1	2567.6271	BAT2L1	5475.8511
BAT2L2	3821.1864	BAT2L2	2579.7872
BAT2	4933.0508	BAT2	7807.6241
BAT3	2739.8305	BAT3	5246.8972
BAT4	382.2034	BAT4	523.0496
BAT5	1362.7119	BAT5	1351.0638
BATF2	131.3559	BATF2	84.2199
BATF3	15.2542	BATF3	21.7199
BATF	119.4915	BATF	239.3617
BAX	635.5932	BAX	677.305
BAZ1A	952.5424	BAZ1A	755.7624
BAZ1B	1831.3559	BAZ1B	1622.7837
BAZ2A	1986.322	BAZ2A	2022.5
BAZ2B	545.1695	BAZ2B	549.9911
BBC3	339.8305	BBC3	303.6348
BBOX1	6.7797	BBOX1	1213.6525
BBS10	353.3898	BBS10	273.0496
BBS12	143.2203	BBS12	132.5355
BBS1	596.6102	BBS1	1174.6454
BBS2	421.1864	BBS2	1261.0816
removed	removed	BBS4	411.7908
BBS5	118.4576	BBS5	257.9787
BBS7	171.1864	BBS7	164.4504
removed	removed	BBS9	244.6809
BBX	1141.5254	BBX	1234.4858
BCAM	3756.7797	BCAM	9093.0851
removed	removed	BCAN	28.8121
BCAP29	1117.7966	BCAP29	800.0887
BCAP31	8905.0847	BCAP31	6569.1489
BCAR1	1242.3729	BCAR1	1597.5177
BCAR3	613.5593	BCAR3	1029.2553
BCAS1	783.8983	BCAS1	405.1418
BCAS2	1257.1271	BCAS2	767.0257
BCAS3	334.7458	BCAS3	715.8688
BCAS4	1828.8136	BCAS4	816.0461
BCAT1	1125.4237	BCAT1	45.656
BCAT2	683.8983	BCAT2	946.8085
BCCIP	1534.1271	BCCIP	1276.219
BCDIN3D	139.8305	BCDIN3D	227.5044
BCHE	14.4068	BCHE	28.8121
BCKDHA	1131.3559	BCKDHA	1865.2128
BCKDHB	216.1017	BCKDHB	462.3227
BCKDK	892.3729	BCKDK	1407.8014
BCL10	829.661	BCL10	436.6135
BCL11A	12.7119	BCL11A	288.1206
BCL11B	59.322	BCL11B	104.1667
BCL2A1	112.7119	BCL2A1	22.1631
removed	removed	BCL2L10	11.0816
BCL2L11	922.8814	BCL2L11	1214.0957
BCL2L12	431.9661	BCL2L12	299.9734
BCL2L13	1204.2373	BCL2L13	1343.9716
removed	removed	BCL2L14	18.1738
BCL2L15	13.5593	BCL2L15	10.6383
BCL2L1	2443.2203	BCL2L1	2659.1312
BCL2L2	429.4068	BCL2L2	1157.0301
BCL2	1186.4407	BCL2	995.1241
BCL3	1212.7119	BCL3	1390.0709
BCL6B	298.3051	BCL6B	292.9965
BCL6	734.7458	BCL6	800.0887
BCL7A	412.7119	BCL7A	724.2908
BCL7B	619.4915	BCL7B	898.4929
