gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
CYP2S1	35.3071	CYP2S1	44.3787
CYP2U1	255.388	CYP2U1	487.574
CYP39A1	7.3556	CYP39A1	94.6746
removed	removed	CYP3A5	54.4379
removed	removed	CYP46A1	51.4793
removed	removed	CYP4A11	15.3846
removed	removed	CYP4B1	290.5325
removed	removed	CYP4F11	110.0592
removed	removed	CYP4F12	39.0533
removed	removed	CYP4F22	289.9408
removed	removed	CYP4F8	440.2367
CYP4V2	285.1048	CYP4V2	935.503
CYP4X1	59.1394	CYP4X1	4320.7101
removed	removed	CYP4Z1	4608.284
removed	removed	CYP4Z2P	835.503
CYP51A1	1259.5807	CYP51A1	1612.426
CYP7B1	147.7014	CYP7B1	106.5089
removed	removed	CYP8B1	5.9172
CYR61	2334.3876	CYR61	5837.2781
CYS1	121.8095	CYS1	166.2722
CYSLTR1	62.9643	CYSLTR1	114.2012
CYSLTR2	12.6517	CYSLTR2	19.5266
CYTH1	2189.0401	CYTH1	1162.1302
CYTH2	1085.9875	CYTH2	988.1657
CYTH3	1011.2541	CYTH3	1145.5621
CYTH4	454.8731	CYTH4	527.2189
CYTIP	606.6936	CYTIP	156.8047
removed	removed	CYTL1	68.0473
CYTSA	1457.3005	CYTSA	1554.4379
CYTSB	2672.1589	CYTSB	330.7692
CYYR1	513.7183	CYYR1	1702.9586
D2HGDH	127.3998	D2HGDH	184.0237
removed	removed	D4S234E	96.4497
DAAM1	398.0875	DAAM1	1146.1538
DAAM2	156.3016	DAAM2	1102.0888
DAB2IP	1571.1659	DAB2IP	2270.4142
DAB2	621.6992	DAB2	3230.7692
removed	removed	DACH1	479.2899
removed	removed	DACH2	5.3254
DACT1	146.8187	DACT1	446.1538
DACT2	40.3089	DACT2	27.8107
DACT3	48.253	DACT3	168.6391
DAD1	1683.2659	DAD1	2141.4201
DAG1	4077.6756	DAG1	3383.432
DAGLA	22.6554	DAGLA	221.3018
DAGLB	565.2078	DAGLB	318.3432
DAK	362.192	DAK	724.8521
DALRD3	691.5013	DALRD3	676.645
DAND5	37.9551	removed	removed
DAP3	6020.4487	DAP3	1789.9408
DAPK1	3654.2847	DAPK1	402.9586
DAPK2	165.3549	DAPK2	298.8166
DAPK3	573.4461	DAPK3	556.213
removed	removed	DAPL1	5.3254
DAPP1	312.1736	DAPP1	255.6213
DAP	2674.5127	DAP	3643.787
DARC	44.4281	DARC	7404.7337
DARS2	3607.5028	DARS2	425.4438
DARS	1746.5245	DARS	1689.3491
DAXX	3443.619	DAXX	1245.5621
DAZAP1	2646.8555	DAZAP1	1181.6568
DAZAP2	5454.064	DAZAP2	7508.8757
removed	removed	DBC1	113.6095
DBF4B	207.7234	DBF4B	73.9645
DBF4	761.4564	DBF4	150.2959
DBH	7.3556	removed	removed
DBI	2064.8768	DBI	3837.8698
DBN1	2193.7477	DBN1	1549.7041
DBNDD1	729.0916	DBNDD1	343.1953
DBNDD2	1811.7514	DBNDD2	944.7633
DBNL	1099.2277	DBNL	1698.2249
DBP	293.0283	DBP	207.6331
DBR1	546.3773	DBR1	404.7337
DBT	572.5634	DBT	782.2485
removed	removed	DBX2	14.2012
DCAF10	2728.356	DCAF10	1057.3964
DCAF11	1753.7124	DCAF11	2044.0592
DCAF12L2	33.836	removed	removed
DCAF12	3178.2273	DCAF12	1248.5207
DCAF13	2410.0066	DCAF13	788.432
DCAF15	1371.975	DCAF15	344.9704
DCAF16	1036.2633	DCAF16	1197.6331
DCAF17	353.6594	DCAF17	469.2308
DCAF4L1	5.2961	removed	removed
DCAF4	804.7076	DCAF4	252.6627
DCAF5	688.4884	DCAF5	1612.426
DCAF6	1732.6958	DCAF6	1773.3728
DCAF7	4326.2964	DCAF7	2071.5976
DCAF8	3001.0563	DCAF8	2258.5799
DCAKD	516.6605	DCAKD	1034.9112
DCBLD1	269.8257	DCBLD1	202.3669
DCBLD2	561.6771	DCBLD2	940.8284
DCDC2	24.4325	DCDC2	384
removed	removed	DCD	145.5621
DCHS1	326.2964	DCHS1	1651.4793
DCHS2	123.5748	DCHS2	27.8107
DCI	1012.1368	DCI	495.858
DCK	987.1276	DCK	465.0888
DCLK1	35.3071	DCLK1	831.9527
DCLK2	818.242	DCLK2	141.4201
DCLK3	15.594	DCLK3	7.1006
DCLRE1A	379.8455	DCLRE1A	268.0473
DCLRE1B	396.028	DCLRE1B	262.1302
DCLRE1C	797.0577	DCLRE1C	281.6568
DCN	5473.1887	DCN	56500
DCP1A	918.2788	DCP1A	1052.071
DCP1B	293.6374	DCP1B	375.1479
DCP2	361.8978	DCP2	1085.7988
DCPS	424.8621	DCPS	279.8817
DCST2	41.1916	DCST2	28.4024
DCTD	1595.5866	DCTD	1819.5266
DCTN1	3724.4722	DCTN1	3776.2367
DCTN2	3434.7922	DCTN2	2266.2722
DCTN3	1297.5359	DCTN3	863.9053
DCTN4	1339.3159	DCTN4	1931.9527
DCTN5	1492.6076	DCTN5	971.0059
DCTN6	308.0544	DCTN6	728.9941
DCTPP1	2227.5837	DCTPP1	648.5207
DCUN1D1	682.8981	DCUN1D1	485.7988
DCUN1D2	220.3751	DCUN1D2	339.0533
DCUN1D3	98.5656	DCUN1D3	257.3964
DCUN1D4	1093.3431	DCUN1D4	1050.2959
DCUN1D5	342.4789	DCUN1D5	310.6509
DCXR	1117.7639	DCXR	1265.6805
removed	removed	DCX	13.0178
DDA1	867.0835	DDA1	713.6095
DDAH1	579.6249	DDAH1	1420.1183
DDAH2	1977.4917	DDAH2	1496.4497
DDB1	7373.5932	DDB1	5625.4438
DDB2	223.9058	DDB2	471.5976
DDC	5.8845	DDC	20.7101
DDHD1	407.5028	DDHD1	421.3018
DDHD2	1482.0154	DDHD2	1476.9231
DDI2	93.3167	DDI2	54.8994
DDIT3	484.4928	DDIT3	345.9704
DDIT4L	22.3612	DDIT4L	140.8284
DDIT4	1434.6451	DDIT4	979.2899
DDN	194.2391	removed	removed
DDOST	3925.2666	DDOST	4011.8343
DDO	16.7709	DDO	88.1657
DDR1	6732.4752	DDR1	3614.7929
DDR2	71.2026	DDR2	418.3432
DDRGK1	309.8198	DDRGK1	525.4438
DDTL	120.0147	DDTL	168.497
DDT	533.7551	DDT	487.1243
DDX10	579.6249	DDX10	510.6509
DDX11	703.1997	DDX11	56.8047
DDX12	170.0625	DDX12	20.1183
removed	removed	DDX17	12009.4675
DDX18	2340.8606	DDX18	2087.574
DDX19A	668.4811	DDX19A	944.9704
DDX19B	684.3663	DDX19B	803.4734
DDX1	2419.1247	DDX1	2418.3432
DDX20	1092.7547	DDX20	534.9112
DDX21	3378.0066	DDX21	1937.8698
DDX23	3152.6296	DDX23	1763.9053
DDX24	3103.7882	DDX24	3705.9172
DDX26B	219.4925	DDX26B	219.5266
DDX27	1156.8959	DDX27	840.8284
DDX28	276.278	DDX28	304.7337
DDX31	1057.1534	DDX31	282.2485
DDX39	4646.4141	DDX39	533.7278
DDX3X	7764.9136	DDX3X	11000
DDX41	1262.8172	DDX41	868.6391
DDX42	3653.9904	DDX42	2852.071
DDX43	5.0018	DDX43	10.0592
DDX46	1562.0449	DDX46	1362.7219
DDX47	1378.4538	DDX47	1027.8107
DDX49	1153.071	DDX49	650.2959
DDX50	1169.2534	DDX50	1024.2604
DDX51	714.9687	DDX51	526.0355
DDX52	832.6591	DDX52	530.1775
DDX54	2493.0607	DDX54	833.1716
DDX55	676.7194	DDX55	357.9882
DDX56	1186.0243	DDX56	1131.3609
DDX58	1128.6502	DDX58	1004.142
DDX59	359.8382	DDX59	404.142
removed	removed	DDX5	16904.7337
DDX60L	314.5274	DDX60L	517.1598
DDX60	967.1203	DDX60	995.858
DDX6	2594.4833	DDX6	3601.7751
DEAF1	515.1894	DEAF1	600
DECR1	1923.0599	DECR1	1634.9112
DECR2	329.2387	DECR2	345.5621
DEDD2	607.2821	DEDD2	423.6686
DEDD	2468.228	DEDD	940.3609
DEF6	457.5211	DEF6	245.5621
DEF8	449.5771	DEF8	680.4734
removed	removed	DEFB132	554.4379
DEFB1	49.1357	DEFB1	108.284
DEGS1	867.0835	DEGS1	2084.6154
DEGS2	6.473	DEGS2	491.1243
DEK	11279.1467	DEK	2526.0355
DEM1	174.4759	DEM1	204.7337
DENND1A	1176.0206	DENND1A	631.3609
DENND1B	80.0294	DENND1B	72.7811
DENND1C	212.7253	DENND1C	122.4852
DENND2A	34.7186	DENND2A	290.5325
DENND2C	20.1339	DENND2C	79.5621
DENND2D	575.5057	DENND2D	605.3254
DENND3	297.4623	DENND3	730.1775
DENND4A	358.6377	DENND4A	607.5917
DENND4B	1498.0978	DENND4B	878.6213
DENND4C	1318.4259	DENND4C	1537.8698
DENND5A	796.1751	DENND5A	2502.3669
DENND5B	386.6127	DENND5B	359.7633
DENR	2123.1335	DENR	1381.0651
DEPDC1B	570.7981	removed	removed
DEPDC1	267.157	DEPDC1	8.8757
DEPDC4	15.594	removed	removed
DEPDC5	184.7738	DEPDC5	246.1538
DEPDC6	270.6878	DEPDC6	717.1598
DEPDC7	37.3667	DEPDC7	8.8757
DERA	454.5789	DERA	483.432
DERL1	3883.7808	DERL1	1971.0059
DERL2	453.1078	DERL2	579.8817
DERL3	2001.6182	DERL3	157.3964
DES	57.9625	DES	656.8047
DET1	59.7278	DET1	163.9053
DEXI	247.7381	DEXI	622.4852
DFFA	973.299	DFFA	457.9882
DFFB	317.7639	DFFB	98.8166
DFNA5	154.7628	DFNA5	245.5621
DFNB31	447.5175	DFNB31	229.5858
DFNB59	18.8305	DFNB59	50.2959
DGAT1	989.8168	DGAT1	1095.0178
DGAT2	3102.0228	DGAT2	6615.9763
DGCR11	22.0669	DGCR11	31.9527
DGCR14	330.7098	DGCR14	353.2544
DGCR2	1190.1434	DGCR2	2508.8757
DGCR5	191.8352	DGCR5	8.284
DGCR6L	299.8161	DGCR6L	480.4734
DGCR6	745.8624	DGCR6	328.9941
DGCR8	682.3097	DGCR8	855.0296
DGCR9	32.3648	removed	removed
DGKA	231.2615	DGKA	450.8876
removed	removed	DGKB	6.5089
DGKD	558.4406	DGKD	1087.574
DGKE	305.9949	DGKE	222.4852
DGKG	26.4803	DGKG	33.7278
DGKH	22.9496	DGKH	15.3846
removed	removed	DGKI	12.426
DGKQ	250.9746	DGKQ	211.2426
DGKZ	880.0294	DGKZ	635.503
DGUOK	864.1412	DGUOK	614.2012
DHCR24	1170.1361	DHCR24	11584.6154
DHCR7	1523.5013	DHCR7	680.4734
DHDDS	816.7709	DHDDS	1404.7337
DHDH	89.1504	removed	removed
removed	removed	DHDPSL	59.1893
DHFRL1	112.3943	DHFRL1	327.2189
DHFR	633.3093	DHFR	354.284
removed	removed	DHH	28.9941
DHODH	123.2806	DHODH	116.568
DHPS	1423.3704	DHPS	587.574
DHRS11	369.8419	DHRS11	283.432
DHRS12	80.9121	DHRS12	368.0473
DHRS13	311.7529	DHRS13	166.0355
DHRS1	608.7532	DHRS1	780.4734
DHRS2	5.2961	DHRS2	2187.574
DHRS3	265.3917	DHRS3	1608.284
removed	removed	DHRS4L1	21.3018
DHRS4L2	166.5907	DHRS4L2	317.4024
DHRS4	408.2177	DHRS4	622.5799
DHRS7B	449.2828	DHRS7B	784.0237
DHRS7	1582.9349	DHRS7	1480.4734
DHRS9	23.2438	DHRS9	49.1124
DHRSX	266.5686	DHRSX	398.8166
DHTKD1	3177.6388	DHTKD1	733.7278
DHX15	3425.0828	DHX15	2678.1065
DHX16	2106.6569	DHX16	749.1124
DHX29	1010.3715	DHX29	1068.0473
DHX30	2733.6521	DHX30	1246.7456
DHX32	696.05	DHX32	987.9586
DHX33	418.0949	DHX33	310.6509
DHX34	688.4884	DHX34	349.1124
DHX35	285.6933	DHX35	247.929
DHX36	1171.313	DHX36	920.7101
DHX37	764.1045	DHX37	308.8757
DHX38	965.9434	DHX38	942.6036
DHX40	1412.2839	DHX40	1332.5444
DHX57	1596.7635	DHX57	501.1834
DHX58	544.0235	DHX58	414.7929
DHX8	2136.6679	DHX8	1017.1598
DHX9	6751.8941	DHX9	3250.2959
DIABLO	1261.5726	DIABLO	687.0533
DIAPH1	4984.4796	DIAPH1	3357.9882
DIAPH2	733.2107	DIAPH2	205.3254
DIAPH3	344.5384	DIAPH3	15.9763
DICER1	1534.0934	DICER1	1779.8817
DIDO1	1178.0802	DIDO1	1736.6864
DIMT1L	738.801	DIMT1L	533.1361
removed	removed	DIO1	44.3787
DIO2	421.9198	DIO2	168.6391
removed	removed	DIO3	40.2367
DIP2A	1073.0416	DIP2A	755.0296
DIP2B	1395.2188	DIP2B	1130.7692
DIP2C	1146.598	DIP2C	992.8994
DIRAS1	1395.5131	DIRAS1	117.7515
DIRAS2	17.0651	DIRAS2	13.6095
DIRAS3	13.8286	DIRAS3	98.2249
DIRC2	500.9754	DIRC2	329.6686
removed	removed	DIRC3	29.5858
DIS3L2	422.8025	DIS3L2	367.4556
DIS3L	893.858	DIS3L	860.9467
DIS3	767.9882	DIS3	1244.1302
DISC1	158.4288	DISC1	227.6272
DISP1	57.6683	DISP1	191.716
DISP2	8.2383	DISP2	17.1598
DIXDC1	133.8727	DIXDC1	1386.9822
DKC1	4641.4123	DKC1	1014.2012
DKFZP586I1420	125.6344	DKFZP586I1420	356.8047
DKFZP686I15217	104.4502	DKFZP686I15217	65.6805
DKFZp686O24166	6.7672	DKFZp686O24166	19.5266
DKFZp761E198	654.6524	DKFZp761E198	354.4379
removed	removed	DKFZp779M0652	8.284
DKK1	34.7186	DKK1	34.9112
DKK2	24.715	DKK2	150.8876
DKK3	416.3295	DKK3	2292.3077
removed	removed	DKK4	12.426
removed	removed	DKKL1	7.1006
DLAT	777.9331	DLAT	856.213
DLC1	651.416	DLC1	2920.1183
DLD	1837.146	DLD	2017.1598
DLEC1	11.4748	DLEC1	42.0118
DLEU1	53.5491	DLEU1	31.9527
removed	removed	DLEU2L	5.3254
DLEU2	36.8135	DLEU2	14.4615
DLG1	1288.7091	DLG1	1294.0828
DLG2	8.2383	DLG2	68.6391
DLG3	2014.5642	DLG3	882.8402
DLG4	66.498	DLG4	225.4438
DLG5	1496.4325	DLG5	1461.5385
removed	removed	DLGAP1	9.4675
removed	removed	DLGAP2	22.4852
DLGAP3	109.7462	DLGAP3	5.9172
DLGAP4	896.5061	DLGAP4	1839.645
DLGAP5	893.5638	DLGAP5	7.1006
removed	removed	DLK1	14.7929
DLK2	7.3556	DLK2	33.1361
DLL1	37.6609	DLL1	231.9527
DLL3	78.5583	removed	removed
DLL4	75.616	DLL4	675.7396
DLST	2573.299	DLST	2385.7988
removed	removed	DLX1	50.8876
removed	removed	DLX2	70.4142
removed	removed	DLX3	104.142
DLX4	12.3575	DLX4	14.7929
DLX5	9.121	DLX5	23.0769
DLX6	7.0614	DLX6	8.8757
DMAP1	641.7065	DMAP1	497.0414
removed	removed	DMC1	11.2426
DMD	365.7227	DMD	1248.5207
DMGDH	7.0614	DMGDH	127.8107
DMKN	1183.3762	DMKN	286.9822
DMPK	569.327	DMPK	518.9349
DMRT1	6.7672	removed	removed
DMRT2	49.4299	DMRT2	31.3609
DMRT3	9.4152	DMRT3	79.8817
DMRTA1	15.8882	DMRTA1	30.7692
DMRTA2	15.2997	removed	removed
removed	removed	DMRTC1B	10.0592
removed	removed	DMRTC2	5.9172
DMTF1	608.8915	DMTF1	813.1006
DMWD	994.4833	DMWD	451.4793
DMXL1	493.1225	DMXL1	1049.7041
DMXL2	349.8345	DMXL2	376.3314
DNA2	501.0666	DNA2	18.9349
DNAH10	65.0239	DNAH10	13.6095
DNAH11	9.0474	removed	removed
DNAH14	120.3384	DNAH14	54.4379
DNAH17	35.5131	DNAH17	34.9112
DNAH1	77.6756	DNAH1	221.3018
removed	removed	DNAH2	122.4852
DNAH5	48.8415	DNAH5	155.6213
DNAH6	13.2402	DNAH6	66.2722
removed	removed	DNAH7	48.5207
removed	removed	DNAH9	24.2604
DNAJA1	5601.4711	DNAJA1	3052.071
DNAJA2	1082.751	DNAJA2	1760.355
DNAJA3	1426.9952	DNAJA3	811.8343
DNAJA4	291.5778	DNAJA4	1047.929
DNAJB11	1290.7687	DNAJB11	958.5799
DNAJB12	994.4833	DNAJB12	1173.3728
DNAJB14	315.9985	DNAJB14	304.142
DNAJB1	6948.4369	DNAJB1	3420.7101
DNAJB2	737.6241	DNAJB2	1312.426
DNAJB4	201.2505	DNAJB4	815.3846
DNAJB5	359.8382	DNAJB5	342.0118
DNAJB6	1711.8058	DNAJB6	1573.9645
removed	removed	DNAJB7	6.4024
DNAJB9	1262.8172	DNAJB9	1044.9704
DNAJC10	2011.9161	DNAJC10	2646.7456
DNAJC11	1122.0213	DNAJC11	895.9053
DNAJC12	7.9441	DNAJC12	142.0118
DNAJC13	1392.865	DNAJC13	1266.2722
DNAJC14	1047.1438	DNAJC14	1013.355
DNAJC15	347.1865	DNAJC15	1004.7337
DNAJC16	879.441	DNAJC16	800
DNAJC17	84.1486	DNAJC17	200.5917
DNAJC18	76.4987	DNAJC18	195.858
DNAJC19	351.8941	DNAJC19	537.8698
DNAJC1	872.3796	DNAJC1	630.1775
DNAJC21	931.5189	DNAJC21	1084.6154
DNAJC22	8.2383	DNAJC22	98.2249
DNAJC24	153.9301	DNAJC24	388.5444
DNAJC25	263.0379	DNAJC25	285.7988
DNAJC27	153.2917	DNAJC27	291.716
DNAJC28	11.4748	DNAJC28	43.787
DNAJC2	1224.0265	DNAJC2	589.7515
DNAJC30	184.1854	DNAJC30	418.9349
DNAJC3	1118.9408	DNAJC3	2525.4438
DNAJC4	537.2887	DNAJC4	578.0828
DNAJC5B	14.1228	removed	removed
DNAJC5	1180.434	DNAJC5	2017.7515
DNAJC6	264.2148	DNAJC6	61.5385
DNAJC7	1681.1504	DNAJC7	1523.2485
DNAJC8	1273.4093	DNAJC8	2163.9053
DNAJC9	1701.8021	DNAJC9	505.645
DNAL1	179.772	DNAL1	568.0473
DNAL4	313.6447	DNAL4	412.426
DNALI1	10.8864	DNALI1	534.9112
DNASE1L1	447.7234	DNASE1L1	565.9527
removed	removed	DNASE1L2	7.1006
removed	removed	DNASE1L3	442.0118
DNASE1	41.4858	DNASE1	36.6864
DNASE2	2680.6914	DNASE2	1132.5444
DND1	58.8805	DND1	53.5444
DNER	13.5344	DNER	81.0651
DNHD1	52.9606	DNHD1	168.0473
DNLZ	509.0107	DNLZ	158.5799
DNM1L	2214.6377	DNM1L	1642.6036
DNM1P35	8.5325	DNM1P35	16.568
DNM1	323.9426	DNM1	341.4201
DNM2	4477.705	DNM2	1726.2367
DNM3	26.7745	DNM3	104.142
DNMBP	111.2232	DNMBP	884.1538
DNMT1	6560.0588	DNMT1	1007.1006
DNMT3A	1269.5844	DNMT3A	253.2544
DNMT3B	328.6502	DNMT3B	60.9467
DNPEP	1630.011	DNPEP	1384.6154
DNTTIP1	331.004	DNTTIP1	400.5917
DNTTIP2	3691.6513	DNTTIP2	1377.5148
DOC2A	52.8282	DOC2A	7.2663
DOC2B	26.4803	DOC2B	92.8994
DOCK10	451.0482	DOCK10	333.7278
DOCK11	372.4899	DOCK11	1210.6509
DOCK1	1075.6896	DOCK1	2663.3136
DOCK2	826.4803	DOCK2	393.4911
DOCK3	152.409	DOCK3	31.3609
DOCK4	389.2608	DOCK4	546.1538
DOCK5	805.5903	DOCK5	337.8698
DOCK6	1081.8683	DOCK6	1657.3964
DOCK7	2161.9713	DOCK7	837.2781
DOCK8	1067.4513	DOCK8	1176.3314
DOCK9	448.1059	DOCK9	2173.3728
DOHH	121.5153	DOHH	92.3077
removed	removed	DOK1	277.5148
DOK2	163.0011	DOK2	289.3491
DOK3	206.8408	DOK3	121.3018
DOK4	44.4281	DOK4	318.3432
DOK5	24.4207	DOK5	126.6272
DOK6	27.6572	DOK6	41.4201
removed	removed	DOK7	16.568
DOLK	666.7157	DOLK	454.4379
DOLPP1	539.0217	DOLPP1	365.6805
DOM3Z	409.7948	DOM3Z	254.4083
DONSON	903.9618	DONSON	137.2959
DOPEY1	524.4252	DOPEY1	767.9941
DOPEY2	1252.8135	DOPEY2	757.3964
DOT1L	842.3685	DOT1L	551.4793
DPAGT1	801.7712	DPAGT1	742.7278
DPCD	175.4851	DPCD	196.7988
DPEP1	154.4686	DPEP1	5.3254
DPEP2	26.7745	DPEP2	39.645
DPF2	1580.8753	DPF2	1004.7337
DPF3	9.7095	DPF3	16.568
DPH1	593.0239	DPH1	568.1598
DPH2	1463.7734	DPH2	487.574
DPH3B	35.0129	DPH3B	29.5858
DPH3	538.7275	DPH3	862.7219
DPH5	360.2177	DPH5	408.3254
DPM1	539.6102	DPM1	651.4793
DPM2	1796.8371	DPM2	768.6391
DPM3	622.5818	DPM3	255.0296
DPP10	83.5601	removed	removed
DPP3	945.0004	DPP3	618.9349
DPP4	43.8396	DPP4	637.8698
removed	removed	DPP6	7.6923
DPP7	1608.5325	DPP7	981.0651
DPP8	223.0232	DPP8	446.1538
DPP9	856.1971	DPP9	843.787
DPT	301.8757	DPT	7779.2899
DPY19L1	393.0857	DPY19L1	607.6923
DPY19L2P1	14.1228	removed	removed
DPY19L2P2	19.1247	DPY19L2P2	8.8757
DPY19L2P4	9.121	DPY19L2P4	8.284
DPY19L2	35.8955	DPY19L2	82.2485
DPY19L3	223.9058	DPY19L3	357.9882
DPY19L4	1117.4697	DPY19L4	869.2308
DPY30	1060.1574	DPY30	475.6095
DPYD	281.2799	DPYD	1043.1953
DPYSL2	914.4538	DPYSL2	4236.0947
DPYSL3	2401.7654	DPYSL3	5025.4438
removed	removed	DPYSL4	12.426
removed	removed	DPYS	31.3609
DR1	3399.4851	DR1	1149.1124
DRAM1	624.053	DRAM1	989.3491
DRAM2	684.6635	DRAM2	1178.1065
DRAP1	863.5528	DRAP1	519.5266
removed	removed	DRD1	24.2604
DRD2	33.836	DRD2	42.0118
DRD4	28.2457	DRD4	5.3254
DRG1	841.7801	DRG1	1035.503
DRG2	794.4097	DRG2	723.6686
DRGX	14.1228	removed	removed
DRP2	27.9515	removed	removed
DSC1	24.6591	DSC1	6.5089
DSC2	4261.5668	DSC2	1159.7633
DSC3	521.0739	DSC3	618.9349
removed	removed	DSCAML1	10.6509
DSCC1	619.9338	DSCC1	71.0059
DSCR3	1738.5804	DSCR3	1063.9053
DSCR6	98.5656	DSCR6	11.2426
DSEL	519.3086	DSEL	458.5799
DSE	545.5741	DSE	1073.4615
DSG1	7.3556	DSG1	329.5858
DSG2	3289.7271	DSG2	3368.0355
removed	removed	DSG3	451.4793
DSN1	760.5737	DSN1	321.3018
DSP	31945.5682	DSP	6260.9467
DSTN	2935.491	DSTN	11478.1065
DSTYK	638.47	DSTYK	795.858
DST	963.0011	DST	15643.787
DTD1	503.7146	DTD1	492.3077
DTL	944.1707	DTL	33.7278
DTNA	754.1008	DTNA	378.6982
DTNBP1	653.1813	DTNBP1	353.2544
DTNB	669.0695	DTNB	438.4615
DTWD1	199.4851	DTWD1	584.0237
DTWD2	111.2174	DTWD2	269.2308
DTX1	104.1559	DTX1	317.1598
DTX2	376.0206	DTX2	442.0118
DTX3L	2687.7028	DTX3L	2201.1183
DTX3	394.5568	DTX3	451.4793
DTX4	499.3012	DTX4	1056.213
DTYMK	597.5726	DTYMK	294.6746
DULLARD	2282.6039	DULLARD	1769.8225
DUOX1	26.7745	DUOX1	71.5976
removed	removed	DUOX2	19.5266
DUOXA1	9.6477	DUOXA1	6.5089
DUS1L	2713.0563	DUS1L	970.4142
DUS2L	198.8967	DUS2L	178.1065
DUS3L	665.2446	DUS3L	189.9408
DUS4L	147.3159	DUS4L	129.2249
DUSP10	468.7017	DUSP10	216.568
DUSP11	661.1254	DUSP11	481.0651
DUSP12	545.7889	DUSP12	276.3314
DUSP14	752.3354	DUSP14	896.4497
removed	removed	DUSP15	45.5621
DUSP16	1321.6624	DUSP16	2801.7751
DUSP18	70.0022	DUSP18	176.2781
DUSP19	20.5958	DUSP19	94.0828
DUSP1	520.7797	DUSP1	12343.787
DUSP22	1385.8036	DUSP22	1314.7929
DUSP23	1393.1592	DUSP23	511.8343
DUSP26	13.8286	removed	removed
DUSP27	115.6307	removed	removed
DUSP28	46.7819	DUSP28	87.574
DUSP2	224.4943	DUSP2	197.0414
DUSP3	1201.324	DUSP3	2794.6746
DUSP4	120.0441	DUSP4	1031.9527
DUSP5P	22.0669	DUSP5P	6.5089
DUSP5	383.3762	DUSP5	1534.9112
DUSP6	243.619	DUSP6	2678.1065
DUSP7	914.1596	DUSP7	889.3491
DUSP8	201.2505	DUSP8	317.1598
DUSP9	189.7757	removed	removed
DUT	1027.1953	DUT	899.4379
DVL1	810.8864	DVL1	590.5325
DVL2	914.7481	DVL2	494.0828
DVL3	3174.1081	DVL3	1523.6686
DYDC2	103.5587	removed	removed
DYM	1006.2523	DYM	596.4497
DYNC1H1	9379.9191	DYNC1H1	7140.2367
DYNC1I1	9.7095	DYNC1I1	81.0651
DYNC1I2	1682.089	DYNC1I2	2072.1893
DYNC1LI1	1434.3509	DYNC1LI1	849.7041
DYNC1LI2	1662.0816	DYNC1LI2	3386.9822
DYNC2H1	154.1743	DYNC2H1	515.9763
DYNC2LI1	205.3696	DYNC2LI1	442.0118
DYNLL1	4168.2972	DYNLL1	3137.8698
DYNLL2	1432.2913	DYNLL2	1345.5621
DYNLRB1	1617.9478	DYNLRB1	1794.0828
removed	removed	DYNLRB2	19.5266
DYNLT1	1758.5877	DYNLT1	1164.497
DYNLT3	589.3343	DYNLT3	928.9941
DYRK1A	2129.6065	DYRK1A	1650.8876
DYRK1B	509.8933	DYRK1B	368.0473
DYRK2	1662.9643	DYRK2	469.2308
DYRK3	171.5337	DYRK3	292.3077
DYRK4	566.3847	DYRK4	304.7337
DYSF	406.3259	DYSF	1067.4556
DYX1C1	33.9537	DYX1C1	60.355
DZIP1L	32.6591	DZIP1L	72.7811
DZIP1	228.3192	DZIP1	316.9349
DZIP3	190.9526	DZIP3	431.3609
E2F1	858.5509	E2F1	45.5621
E2F2	990.0699	E2F2	19.5266
E2F3	2121.0739	E2F3	423.0769
E2F4	916.2192	E2F4	1204.7337
E2F5	1341.8286	E2F5	95.6864
E2F6	563.1482	E2F6	349.7041
E2F7	537.5506	removed	removed
E2F8	352.7768	removed	removed
E4F1	306.8775	E4F1	294.0828
EAF1	985.6565	EAF1	781.0651
EAF2	144.4649	EAF2	57.3964
EAPP	674.0713	EAPP	957.3964
EARS2	681.1328	EARS2	595.858
EBAG9	521.3682	EBAG9	546.1538
EBF1	51.1953	EBF1	1425.4438
removed	removed	EBF2	72.1893
EBF3	9.4152	EBF3	503.5503
EBF4	91.5042	EBF4	459.7633
EBI3	80.3236	EBI3	56.8047
EBNA1BP2	1858.036	EBNA1BP2	849.1124
EBPL	276.5723	EBPL	580.4734
EBP	684.075	EBP	379.8817
ECD	565.502	ECD	700.5917
removed	removed	ECE1	8712.426
ECE2	671.1291	ECE2	91.1243
ECEL1	12.3575	ECEL1	28.4024
ECH1	1416.6973	ECH1	3246.1538
ECHDC1	614.3435	ECHDC1	1515.9763
ECHDC2	144.4649	ECHDC2	848.5207
ECHDC3	498.4185	ECHDC3	514.2012
ECHS1	1580.8753	ECHS1	3778.1065
ECM1	327.4733	ECM1	542.6036
ECM2	173.5932	ECM2	1750.2959
ECSCR	39.4263	ECSCR	629.5858
ECSIT	773.8139	ECSIT	510.0592
removed	removed	ECT2L	13.0178
ECT2	2434.1302	ECT2	350.8876
EDA2R	102.0964	EDA2R	113.6095
EDARADD	71.2026	EDARADD	511.8343
EDA	323.3542	EDA	91.1243
EDC3	385.1416	EDC3	713.0178
EDC4	886.4171	EDC4	1213.6213
EDEM1	1376.0942	EDEM1	1696.4497
EDEM2	584.0382	EDEM2	473.9645
