gene_id	TCGA-A7-A0DB-01A-11R-A00Z-07	gene_id	TCGA-A7-A0DB-11A-33R-A089-07
ANKS6	94.2619	ANKS6	402.0619
ANKZF1	467.4777	ANKZF1	358.7629
ANLN	510.7769	ANLN	478.3505
ANO10	1371.3957	ANO10	1021.6495
ANO1	1298.5918	ANO1	371.6495
ANO2	9.1963	ANO2	85.0515
removed	removed	ANO3	63.4021
ANO5	45.9814	ANO5	74.7423
ANO6	2337.0055	ANO6	9601.5464
ANO7	5.7477	ANO7	5.1546
ANO8	214.1968	ANO8	206.1856
ANO9	123.0003	removed	removed
ANP32A	3634.0646	ANP32A	2578.3505
ANP32B	3499.1857	ANP32B	3682.9897
ANP32E	1478.6857	ANP32E	1019.5876
ANPEP	8101.9255	ANPEP	2035.0515
ANTXR1	4429.1599	ANTXR1	4421.6495
ANTXR2	836.8618	ANTXR2	5569.5876
ANUBL1	300.7951	ANUBL1	103.0928
ANXA11	3374.2696	ANXA11	4649.4845
ANXA13	6.8972	removed	removed
ANXA1	2669.9875	ANXA1	22067.0103
ANXA2P1	123.3835	ANXA2P1	183.5052
ANXA2P2	5658.0132	ANXA2P2	9706.1856
removed	removed	ANXA2P3	10.3093
ANXA2	18057.2852	ANXA2	29424.7423
ANXA3	633.0108	ANXA3	528.866
ANXA4	1918.5746	ANXA4	2618.0412
ANXA5	9994.8271	ANXA5	17732.4742
ANXA6	5769.135	ANXA6	10109.7938
ANXA7	3074.2408	ANXA7	3997.4227
ANXA8L2	50.5796	ANXA8L2	6.1856
ANXA8	152.505	ANXA8	42.7835
ANXA9	1412.3958	ANXA9	21.6495
AOAH	102.6918	AOAH	134.5361
AOC2	21.8412	AOC2	205.1546
AOC3	1838.4903	AOC3	24005.1546
AOX1	162.4677	AOX1	2793.299
AP1AR	1123.4793	AP1AR	312.3711
AP1B1	2336.6223	AP1B1	3189.1753
AP1G1	2122.0423	AP1G1	2019.0722
AP1G2	1385.1633	AP1G2	306.7216
AP1M1	1235.7506	AP1M1	1627.3196
AP1M2	3566.6252	removed	removed
AP1S1	1489.7979	AP1S1	438.6598
AP1S2	406.9355	AP1S2	1262.8866
AP1S3	106.5236	AP1S3	8.2474
AP2A1	2441.0461	AP2A1	2105.701
AP2A2	1599.3869	AP2A2	2686.0825
AP2B1	8941.4695	AP2B1	5672.6804
AP2M1	6466.5198	AP2M1	6187.6289
AP2S1	2608.679	AP2S1	1579.8969
AP3B1	2181.0518	AP3B1	1623.7113
AP3B2	105.7573	removed	removed
AP3D1	4577.4499	AP3D1	2504.1237
AP3M1	1615.0972	AP3M1	1559.2784
AP3M2	485.4871	AP3M2	427.3196
AP3S1	1658.7796	AP3S1	1505.6701
AP3S2	1762.1075	AP3S2	1953.0515
AP4B1	307.4547	AP4B1	375.6546
AP4E1	222.6267	AP4E1	364.433
AP4M1	584.3012	AP4M1	226.0103
AP4S1	100.7759	AP4S1	75.7732
APAF1	423.029	APAF1	587.1134
APBA1	226.4585	APBA1	323.7113
APBA2	43.2992	APBA2	20.6186
APBA3	284.3184	APBA3	129.3814
APBB1IP	357.1223	APBB1IP	1991.7526
APBB1	480.5058	APBB1	542.7835
APBB2	3726.0274	APBB2	2502.5773
APBB3	264.3931	APBB3	152.5773
APC2	6.6022	removed	removed
APCDD1L	21.458	APCDD1L	52.5773
APCDD1	388.543	APCDD1	4697.9381
APC	884.7591	APC	1175.7732
APEH	3605.7094	APEH	1240.2062
APEX1	3960.5326	APEX1	2078.866
APEX2	575.9172	APEX2	328.3505
APH1A	9700.1629	APH1A	3068.5567
APH1B	894.3385	APH1B	740.2062
API5	2572.277	API5	2183.5052
APIP	381.9255	APIP	760.268
APITD1	160.4292	APITD1	116.4948
APLF	19.1589	APLF	108.7629
APLNR	770.5719	APLNR	1333.5052
APLN	43.2992	APLN	78.3505
APLP1	66.2899	APLP1	18.0412
APLP2	13001.6285	APLP2	18489.1753
APOA1BP	3635.9805	APOA1BP	812.8866
APOB48R	391.2252	APOB48R	192.7835
APOBEC3A	7.4452	APOBEC3A	14.433
APOBEC3B	98.3121	APOBEC3B	98.9691
APOBEC3C	132.9629	APOBEC3C	372.6804
APOBEC3D	31.4206	APOBEC3D	56.701
APOBEC3F	68.9721	APOBEC3F	106.1856
APOBEC3G	115.7199	APOBEC3G	219.5876
APOB	18.7757	APOB	415.4639
APOC1	3777.3733	APOC1	905.6701
APOC2	113.4208	removed	removed
APOD	5266.4048	APOD	13625.7732
APOE	10263.4352	APOE	14088.6598
APOF	22.6075	removed	removed
APOL1	766.7401	APOL1	2539.1753
APOL2	546.0293	APOL2	1114.9485
APOL3	491.618	APOL3	2339.1753
APOL4	141.0097	APOL4	995.8763
APOL6	1173.6756	APOL6	8298.9691
APOLD1	481.2722	APOLD1	2449.4845
APOM	51.3459	APOM	38.6598
APOOL	141.776	APOOL	210.3093
APOO	341.0288	APOO	113.9175
APPBP2	1237.6664	APPBP2	1332.4742
APPL1	2501.389	APPL1	1828.3505
APPL2	972.5069	APPL2	1480.9278
APP	27063.5118	APP	16245.3608
APRT	934.5723	APRT	900.5155
APTX	719.226	APTX	317.0103
AQP11	18.0094	AQP11	13.9175
AQP1	3367.3724	AQP1	12893.8144
AQP3	264.7763	AQP3	211.3402
AQP4	17.243	removed	removed
AQP5	198.1033	removed	removed
AQP6	6.514	AQP6	6.1856
AQP7P1	41.3833	AQP7P1	1157.732
AQP7P3	19.5421	AQP7P3	74.7423
AQP7	284.7016	AQP7	3496.9072
AQP9	499.2815	AQP9	85.0515
AQPEP	30.2519	AQPEP	829.2165
AQR	1160.6476	AQR	943.8144
ARAF	1255.6758	ARAF	1041.7526
ARAP1	2111.2789	ARAP1	3102.9794
ARAP2	141.3929	ARAP2	203.0928
ARAP3	217.6454	ARAP3	759.2784
ARCN1	4801.6093	ARCN1	4208.7629
ARC	8.4299	ARC	45.8763
AREG	33.3365	AREG	7.732
ARF1	14848.9319	ARF1	6603.6082
ARF3	6531.2769	ARF3	4006.701
ARF4	11429.8304	ARF4	4490.2062
ARF5	3119.0727	ARF5	1709.2423
ARF6	5155.6663	ARF6	2380.4124
ARFGAP1	1881.4063	ARFGAP1	807.2165
ARFGAP2	1837.3407	ARFGAP2	1773.7113
ARFGAP3	706.5811	ARFGAP3	987.6289
ARFGEF1	1975.9287	ARFGEF1	1274.0722
ARFGEF2	2557.3331	ARFGEF2	1432.9897
ARFIP1	1216.9748	ARFIP1	852.0619
ARFIP2	2071.4628	ARFIP2	463.9175
ARFRP1	730.7213	ARFRP1	547.9381
ARG2	178.5842	ARG2	239.8144
ARGLU1	890.5068	ARGLU1	1760.8247
ARHGAP10	206.15	ARHGAP10	927.8351
ARHGAP11A	177.7948	ARHGAP11A	152.0619
ARHGAP11B	6.1309	ARHGAP11B	8.2474
ARHGAP12	876.7123	ARHGAP12	1061.8557
ARHGAP15	84.6824	ARHGAP15	89.6907
ARHGAP17	882.46	ARHGAP17	1912.3711
ARHGAP18	724.5905	ARHGAP18	1088.6598
ARHGAP19	447.5524	ARHGAP19	377.8351
ARHGAP1	3822.5884	ARHGAP1	3476.8041
ARHGAP20	56.7104	ARHGAP20	816.4948
ARHGAP21	972.1238	ARHGAP21	4403.6082
ARHGAP22	73.9534	ARHGAP22	70.1031
ARHGAP23	326.8512	ARHGAP23	992.7835
ARHGAP24	165.9163	ARHGAP24	686.0825
ARHGAP25	229.9071	ARHGAP25	685.567
ARHGAP26	378.5803	ARHGAP26	924.7423
ARHGAP27	323.0194	ARHGAP27	367.5258
ARHGAP28	143.3087	ARHGAP28	732.4742
ARHGAP29	2938.5957	ARHGAP29	3000.5155
ARHGAP30	601.9734	ARHGAP30	1052.5773
ARHGAP31	570.1696	ARHGAP31	2259.7938
ARHGAP32	1864.9296	ARHGAP32	605.6701
ARHGAP33	90.0469	ARHGAP33	36.0825
ARHGAP39	325.3185	ARHGAP39	27.3196
ARHGAP42	87.7479	ARHGAP42	447.933
ARHGAP4	296.5801	ARHGAP4	612.8866
ARHGAP5	2150.3975	ARHGAP5	1990.7216
ARHGAP6	45.9814	ARHGAP6	329.8969
ARHGAP8	192.7273	ARHGAP8	21.4845
ARHGAP9	95.7946	ARHGAP9	195.3608
ARHGDIA	5190.5355	ARHGDIA	4617.5258
ARHGDIB	6495.2582	ARHGDIB	4520.6186
removed	removed	ARHGDIG	6.0258
ARHGEF10L	675.1605	ARHGEF10L	990.2062
ARHGEF10	587.7958	ARHGEF10	1675.2577
ARHGEF11	1410.4799	ARHGEF11	1592.7835
ARHGEF12	4358.655	ARHGEF12	4371.134
ARHGEF15	271.2904	ARHGEF15	1250
ARHGEF16	346.7765	ARHGEF16	51.0309
ARHGEF17	1221.1898	ARHGEF17	1279.8969
ARHGEF18	1344.5732	ARHGEF18	732.9897
ARHGEF19	282.4025	ARHGEF19	40.7216
ARHGEF1	974.0397	ARHGEF1	1155.1546
ARHGEF2	2369.9588	ARHGEF2	2929.8969
removed	removed	ARHGEF33	7.732
ARHGEF35	1172.5261	ARHGEF35	161.8557
ARHGEF37	2074.145	ARHGEF37	421.134
ARHGEF38	73.1871	removed	removed
ARHGEF3	2278.3792	ARHGEF3	730.9278
ARHGEF4	52.4954	ARHGEF4	280.9278
ARHGEF5	546.4125	ARHGEF5	142.268
ARHGEF6	1063.3202	ARHGEF6	5234.0206
ARHGEF7	990.8995	ARHGEF7	2173.7113
ARHGEF9	446.4029	ARHGEF9	456.701
ARID1A	3618.7374	ARID1A	1855.6701
ARID1B	1733.4994	ARID1B	1700.5155
ARID2	923.4601	ARID2	718.0412
ARID3A	50.9627	ARID3A	83.5052
ARID3B	87.3647	ARID3B	77.3196
ARID4A	544.4966	ARID4A	749.4845
ARID4B	1339.2087	ARID4B	877.0258
ARID5A	290.8325	ARID5A	354.6392
ARID5B	2166.1079	ARID5B	2790.2062
ARIH1	1425.4239	ARIH1	1846.9072
ARIH2	1323.8816	ARIH2	1443.7165
ARL10	14.1776	ARL10	45.8763
ARL11	44.0655	ARL11	95.3608
ARL13B	273.5894	ARL13B	187.1134
ARL15	519.59	ARL15	451.0309
ARL16	387.7766	ARL16	365.9794
ARL17A	117.2909	ARL17A	78.9485
removed	removed	ARL17B	5.4588
ARL1	3762.4294	ARL1	2087.6289
ARL2BP	1092.0586	ARL2BP	1917.5258
ARL2	747.5812	ARL2	1441.2371
ARL3	920.0115	ARL3	597.4227
ARL4A	539.8985	ARL4A	620.6186
ARL4C	450.6179	ARL4C	1120.1031
ARL4D	336.0475	ARL4D	381.4433
ARL5A	931.5068	ARL5A	963.4021
ARL5B	207.2995	ARL5B	209.2784
ARL6IP1	8160.1686	ARL6IP1	5525.2577
ARL6IP4	2010.5374	ARL6IP4	1781.9588
ARL6IP5	10471.5011	ARL6IP5	6562.8866
ARL6IP6	273.9726	ARL6IP6	284.0206
ARL6	88.5142	ARL6	72.1649
ARL8A	1480.2184	ARL8A	989.1753
ARL8B	2988.0257	ARL8B	2193.299
ARMC10	1101.3775	ARMC10	611.2268
ARMC1	627.2631	ARMC1	585.0515
ARMC2	55.1777	ARMC2	59.7938
ARMC3	75.4862	removed	removed
ARMC4	9.9626	removed	removed
ARMC5	329.1503	ARMC5	179.3814
ARMC6	694.2849	ARMC6	350.4639
ARMC7	421.4963	ARMC7	262.3711
ARMC8	841.4599	ARMC8	713.9175
ARMC9	418.8141	ARMC9	82.4742
ARMCX1	1280.9656	ARMCX1	951.5464
ARMCX2	2380.6878	ARMCX2	711.3402
ARMCX3	2170.3228	ARMCX3	1904.6392
ARMCX5	313.8232	ARMCX5	220.6186
ARMCX6	318.0381	ARMCX6	222.1649
ARNT2	5193.9841	ARNT2	58.7629
ARNTL2	39.0842	ARNTL2	125.2577
ARNTL	276.6549	ARNTL	531.4433
ARNT	1838.4903	ARNT	2305.6701
ARPC1A	2914.4554	ARPC1A	2141.2577
ARPC1B	3003.736	ARPC1B	3629.3608
ARPC2	4854.1048	ARPC2	5886.0825
ARPC3	3583.1018	ARPC3	3559.2784
ARPC4	4619.8065	ARPC4	3333.6495
ARPC5L	769.0392	ARPC5L	451.0309
ARPC5	3970.1121	ARPC5	3990.2062
ARPM1	58.2431	ARPM1	50.5155
ARPP19	3283.8394	ARPP19	3754.1237
ARRB1	437.973	ARRB1	1280.9278
ARRB2	993.5818	ARRB2	1902.5773
ARRDC1	965.9929	ARRDC1	286.0825
ARRDC2	549.4779	ARRDC2	1269.0722
ARRDC3	1407.7977	ARRDC3	2531.9588
ARRDC4	738.7681	ARRDC4	1125.7732
ARSA	671.7118	ARSA	710.8247
ARSB	326.4681	ARSB	943.299
ARSD	3059.2969	ARSD	978.3505
ARSE	80.0843	removed	removed
ARSG	301.9446	ARSG	65.4639
ARSI	71.6544	ARSI	43.8144
ARSJ	41.7665	ARSJ	63.4021
ARSK	203.8509	ARSK	217.0103
removed	removed	ART4	16.4948
ART5	7.6636	ART5	6.1856
ARTN	25.673	ARTN	7.2165
ARV1	945.3013	ARV1	281.9588
ARVCF	161.7013	ARVCF	85.0515
AR	1199.7318	AR	453.0928
AS3MT	223.393	AS3MT	19.5876
ASAH1	11872.7847	ASAH1	8324.7423
ASAH2B	13.4112	removed	removed
removed	removed	ASAH2	5.1546
ASAM	238.337	ASAM	1884.5361
ASAP1	1094.7409	ASAP1	1795.8763
ASAP2	358.655	ASAP2	1695.3608
ASAP3	1492.0969	ASAP3	1238.6598
ASB13	1585.9757	ASB13	428.3505
ASB14	20.3085	ASB14	12.3711
ASB16	21.1706	ASB16	6.1856
ASB1	360.5326	ASB1	652.433
ASB2	11.8785	ASB2	18.5567
ASB3	294.6642	ASB3	266.4948
ASB6	605.6634	ASB6	419.7423
ASB7	412.6832	ASB7	394.3299
ASB8	739.5344	ASB8	770.1031
ASB9	31.0375	ASB9	95.8763
ASCC1	504.646	ASCC1	556.701
ASCC2	825.3664	ASCC2	1577.8351
ASCC3	1412.3958	ASCC3	823.1959
ASCL2	60.9254	ASCL2	17.0103
ASF1A	473.2254	ASF1A	349.4845
ASF1B	433.758	ASF1B	144.3299
ASGR1	9.9626	ASGR1	34.5361
ASGR2	7.2804	ASGR2	31.4433
ASH1L	3856.5763	ASH1L	2688.5979
ASH2L	1125.7783	ASH2L	1266.4948
ASL	964.077	ASL	420.6186
ASMTL	749.1101	ASMTL	559.2526
ASNA1	1945.7802	ASNA1	1000
ASNSD1	969.8247	ASNSD1	1002.5773
ASNS	359.0382	ASNS	194.8454
ASPA	14.5608	ASPA	204.6392
removed	removed	ASPG	6.701
ASPHD1	53.2618	removed	removed
ASPHD2	59.0095	ASPHD2	55.6701
ASPH	7577.2009	ASPH	15887.5258
ASPM	295.4306	ASPM	221.6495
ASPN	3150.1102	ASPN	1552.5773
ASPRV1	40.364	ASPRV1	93.4948
ASPSCR1	498.8984	ASPSCR1	253.6082
ASRGL1	459.8142	ASRGL1	137.1134
ASS1	2265.3511	ASS1	6786.5979
ASTE1	305.4392	ASTE1	191.3608
ASTN1	8.8131	ASTN1	28.3505
ASTN2	318.4213	ASTN2	102.5773
ASXL1	1687.9011	ASXL1	1760.3093
ASXL2	491.618	ASXL2	848.4536
removed	removed	ASXL3	32.4742
ATAD1	923.8433	ATAD1	957.732
ATAD2B	214.9631	ATAD2B	282.9897
ATAD2	679.7586	ATAD2	421.134
ATAD3A	413.4496	ATAD3A	311.3402
ATAD3B	83.9161	ATAD3B	63.9175
ATAD3C	98.0937	ATAD3C	28.3505
ATAD5	44.0655	ATAD5	36.5979
ATE1	206.9164	ATE1	295.8763
ATF1	482.0385	ATF1	400.5155
ATF2	410.001	ATF2	541.7526
ATF3	416.8982	ATF3	827.3196
ATF4	2205.1921	ATF4	4680.4124
ATF5	1167.1616	ATF5	659.2784
ATF6B	2380.6878	ATF6B	1211.8557
ATF6	2539.3237	ATF6	1296.9072
ATF7IP2	202.7014	ATF7IP2	91.2371
ATF7IP	1343.4237	ATF7IP	1107.732
ATF7	1460.1399	ATF7	2308.7629
ATG10	110.3554	ATG10	94.3299
ATG12	674.3941	ATG12	674.7423
ATG16L1	1087.8437	ATG16L1	379.8969
ATG16L2	174.8865	ATG16L2	303.4948
ATG2A	615.0014	ATG2A	507.2165
ATG2B	1015.8061	ATG2B	1068.0412
ATG3	1013.507	ATG3	823.1959
ATG4A	347.5429	ATG4A	329.3814
ATG4B	683.5904	ATG4B	538.1443
ATG4C	188.907	ATG4C	287.6289
ATG4D	267.9107	ATG4D	99.7784
ATG5	756.7775	ATG5	794.3299
ATG7	1398.1761	ATG7	1007.1289
ATG9A	1142.4121	ATG9A	1779.4948
removed	removed	ATG9B	14.8299
ATHL1	542.5807	ATHL1	197.9381
ATIC	3182.2972	ATIC	1334.0206
ATL1	273.5894	ATL1	298.4536
ATL2	991.2827	ATL2	772.6804
ATL3	682.0577	ATL3	932.4742
ATMIN	1174.442	ATMIN	1977.8351
ATM	911.9647	ATM	1586.0825
ATN1	3194.1757	ATN1	4210.8247
ATOH8	139.477	ATOH8	1208.7629
ATOX1	1466.8072	ATOX1	771.134
ATP10A	359.8046	ATP10A	394.8454
ATP10D	381.6458	ATP10D	757.2165
ATP11A	360.1878	ATP11A	1307.732
ATP11B	345.627	ATP11B	1494.3299
ATP11C	432.2253	ATP11C	898.4536
ATP13A1	1882.5558	ATP13A1	675.2577
ATP13A2	1964.9392	ATP13A2	665.4639
ATP13A3	2297.1549	ATP13A3	2449.4845
ATP13A4	238.7202	ATP13A4	10.3093
ATP13A5	8.8131	removed	removed
ATP1A1	14569.9703	ATP1A1	6752.5567
ATP1A2	223.7762	ATP1A2	4108.2474
ATP1A3	13.7944	removed	removed
ATP1A4	12.2617	ATP1A4	9.7938
ATP1B1	8416.6874	ATP1B1	702.1546
ATP1B2	21.8412	ATP1B2	128.3505
ATP1B3	1830.4435	ATP1B3	2147.9381
ATP2A2	5070.6006	ATP2A2	5184.0206
ATP2A3	702.3661	ATP2A3	377.8351
ATP2B1	830.3477	ATP2B1	1917.0103
removed	removed	ATP2B2	7.732
ATP2B4	1963.0233	ATP2B4	10840.7216
ATP2C1	3977.3465	ATP2C1	2621.5258
ATP2C2	227.2248	removed	removed
ATP5A1	10164.9583	ATP5A1	8855.1546
ATP5B	11155.0915	ATP5B	11415.9794
ATP5C1	2324.7437	ATP5C1	2287.6289
ATP5D	1241.115	ATP5D	657.2165
ATP5EP2	54.0282	ATP5EP2	90.2062
ATP5E	6592.2023	ATP5E	4894.8454
ATP5F1	2969.2499	ATP5F1	2543.299
ATP5G1	977.1051	ATP5G1	481.4433
ATP5G2	5592.4897	ATP5G2	3277.3196
ATP5G3	2821.7262	ATP5G3	3236.5979
ATP5H	2887.2497	ATP5H	2723.7113
ATP5I	1821.9408	ATP5I	1220.067
ATP5J2	2416.3234	ATP5J2	1414.9485
ATP5J	1585.3511	ATP5J	1716.4124
ATP5L	2929.3994	ATP5L	2555.1546
ATP5O	3073.8576	ATP5O	2904.6392
ATP5SL	946.0676	ATP5SL	627.8351
ATP5S	198.4864	ATP5S	138.6598
ATP6AP1L	90.4301	ATP6AP1L	43.8144
ATP6AP1	5545.7419	ATP6AP1	2280.4124
ATP6AP2	5252.6104	ATP6AP2	4176.8041
ATP6V0A1	1737.7143	ATP6V0A1	1627.8351
ATP6V0A2	423.4122	ATP6V0A2	485.0515
ATP6V0B	2653.5109	ATP6V0B	1291.2371
ATP6V0C	4094.2619	ATP6V0C	2245.8763
ATP6V0D1	2005.9393	ATP6V0D1	1956.1856
ATP6V0D2	69.3553	ATP6V0D2	64.9485
ATP6V0E1	5199.7318	ATP6V0E1	3835.567
ATP6V0E2	3523.2723	ATP6V0E2	573.3454
ATP6V1A	2489.5105	ATP6V1A	1949.4845
ATP6V1B1	44.4487	ATP6V1B1	15.4639
ATP6V1B2	2816.7449	ATP6V1B2	3209.7938
ATP6V1C1	1251.4609	ATP6V1C1	1692.7835
ATP6V1C2	41.7665	ATP6V1C2	47.268
ATP6V1D	2260.7529	ATP6V1D	980.9278
ATP6V1E1	1402.4332	ATP6V1E1	2301.5464
ATP6V1E2	52.8786	ATP6V1E2	66.4948
ATP6V1F	2404.441	ATP6V1F	1554.1237
ATP6V1G1	3266.9796	ATP6V1G1	1074.7423
ATP6V1G2	21.458	ATP6V1G2	23.3093
ATP6V1H	992.049	ATP6V1H	1026.2887
ATP7A	652.5529	ATP7A	436.0825
ATP7B	492.0011	ATP7B	154.6392
ATP8A1	138.3274	ATP8A1	411.3402
ATP8A2	27.5888	ATP8A2	9.2784
ATP8B1	3663.1746	ATP8B1	629.366
ATP8B2	586.6462	ATP8B2	1477.3196
ATP8B3	26.8225	ATP8B3	25.2577
ATP8B4	98.0937	ATP8B4	502.5773
ATP8B5P	25.2898	ATP8B5P	16.4948
ATP9A	3025.9603	ATP9A	5895.3608
ATP9B	665.1978	ATP9B	444.3299
ATPAF1	1838.1492	ATPAF1	1926.7938
ATPAF2	382.5271	ATPAF2	207.5515
ATPBD4	68.9721	ATPBD4	104.1237
ATPIF1	1485.5829	ATPIF1	597.4227
ATRIP	582.9409	ATRIP	113.0361
ATRNL1	216.1127	ATRNL1	18.0412
ATRN	2618.6416	ATRN	2084.0206
ATRX	1817.0323	ATRX	2214.9485
ATR	961.0116	ATR	592.268
ATXN10	1739.6302	ATXN10	1884.0206
ATXN1L	870.5815	ATXN1L	1747.9381
ATXN1	1320.433	ATXN1	1146.9072
ATXN2L	1984.8645	ATXN2L	1372.6804
ATXN2	600.0575	ATXN2	910.3093
ATXN3	583.5808	ATXN3	571.134
ATXN7L1	257.1128	ATXN7L1	251.0309
ATXN7L2	34.4861	ATXN7L2	31.4433
ATXN7L3B	2591.0528	ATXN7L3B	1925.7732
ATXN7L3	1127.6942	ATXN7L3	918.5567
ATXN7	800.4598	ATXN7	638.1443
AUH	350.9915	AUH	367.0103
AUP1	1947.9759	AUP1	1765.2113
AURKAIP1	1348.405	AURKAIP1	772.1649
AURKAPS1	5.3645	removed	removed
AURKA	252.1314	AURKA	102.0619
AURKB	72.4207	AURKB	48.9691
AURKC	7.6636	AURKC	6.701
AUTS2	4951.8153	AUTS2	677.3196
AVEN	173.5798	AVEN	273.7113
AVIL	18.3926	AVIL	60.8247
AVL9	564.0387	AVL9	229.3814
AVPI1	173.1967	AVPI1	581.9588
AVPR1A	20.3085	AVPR1A	201.5464
AVPR2	34.4861	AVPR2	183.5052
AXIN1	686.2726	AXIN1	368.5567
AXIN2	170.5144	AXIN2	934.5361
AXL	1232.6851	AXL	4897.9381
AZGP1	76734.9363	AZGP1	2723.7113
AZI1	230.6734	AZI1	86.0825
AZI2	1251.4609	AZI2	1482.4742
AZIN1	3376.1855	AZIN1	4173.7113
AZU1	5.7477	removed	removed
B2M	31173.4841	B2M	53076.2887
B3GALNT1	644.123	B3GALNT1	221.134
B3GALNT2	646.6481	B3GALNT2	701.5928
B3GALT2	8.0467	B3GALT2	9.7938
B3GALT4	187.3743	B3GALT4	258.2474
B3GALT6	776.3196	B3GALT6	368.5567
B3GALTL	204.2341	B3GALTL	198.4536
B3GAT1	6.1309	B3GAT1	7.732
B3GAT2	6.6252	B3GAT2	6.9897
B3GAT3	514.6087	B3GAT3	296.3918
B3GNT1	540.2816	B3GNT1	784.5361
B3GNT2	998.1799	B3GNT2	651.5464
B3GNT3	16.4767	B3GNT3	9.7938
B3GNT5	142.9256	B3GNT5	262.3711
B3GNT7	77.0189	B3GNT7	237.1134
B3GNT8	68.9721	B3GNT8	61.8557
B3GNT9	452.3115	B3GNT9	374.8247
B3GNTL1	47.6674	B3GNTL1	47.9794
B4GALNT1	25.5618	B4GALNT1	34.768
B4GALNT3	24.1402	B4GALNT3	6.701
B4GALNT4	326.0849	removed	removed
B4GALT1	5201.2645	B4GALT1	2323.7113
B4GALT2	1018.8715	B4GALT2	875.2577
B4GALT3	2023.5655	B4GALT3	502.0619
B4GALT4	748.3475	B4GALT4	460.3093
B4GALT5	1558.77	B4GALT5	1746.3918
B4GALT6	50.9627	B4GALT6	152.5773
B4GALT7	785.5159	B4GALT7	332.9897
B9D1	149.6657	B9D1	46.5876
B9D2	96.561	B9D2	56.1856
BAALC	42.5328	BAALC	301.5464
BACE1	755.2448	BACE1	1743.8144
BACE2	1935.4344	BACE2	900
BACH1	698.1512	BACH1	1092.268
BACH2	75.103	BACH2	169.5876
BAD	963.0233	BAD	584.9485
BAG1	1485.399	BAG1	1166.0361
BAG2	101.1591	BAG2	426.2887
BAG3	1171.7597	BAG3	1180.9278
BAG4	249.8324	BAG4	291.7526
BAG5	1888.3035	BAG5	1356.1856
removed	removed	BAGE2	7.2062
BAHCC1	338.3466	BAHCC1	380.9278
BAHD1	919.6283	BAHD1	642.268
BAI1	12.6449	BAI1	8.2474
BAI2	296.197	BAI2	160.8247
removed	removed	BAI3	16.4948
BAIAP2L1	987.4509	BAIAP2L1	133.5052
removed	removed	BAIAP2L2	17.5258
BAIAP2	1004.6939	BAIAP2	440.0103
BAIAP3	174.7255	BAIAP3	43.9124
BAK1	364.4027	BAK1	256.1856
BAMBI	5797.8734	BAMBI	164.9485
BANF1	2187.1827	BANF1	1259.2784
BANK1	9.1963	BANK1	153.6082
BANP	202.3182	BANP	127.8351
BAP1	1842.7052	BAP1	1391.7526
BARD1	113.804	BARD1	25.7732
BARX2	267.8417	removed	removed
BASP1	505.7956	BASP1	640.7216
BAT1	4654.852	BAT1	3774.6289
BAT2L1	5472.5587	BAT2L1	5135.2577
BAT2L2	5496.3119	BAT2L2	3988.1443
BAT2	5487.882	BAT2	4057.732
BAT3	3489.9895	BAT3	3303.0928
BAT4	282.0194	BAT4	311.3402
BAT5	884.7591	BAT5	715.4639
BATF2	16.4767	BATF2	96.9072
BATF3	11.4954	BATF3	48.4536
BATF	337.197	BATF	79.8969
BAX	627.6463	BAX	363.4021
BAZ1A	1075.9651	BAZ1A	802.5773
BAZ1B	2437.3982	BAZ1B	2293.8144
BAZ2A	2149.8649	BAZ2A	2401.3557
removed	removed	BAZ2B	855.4072
BBC3	316.5054	BBC3	50
BBOX1	49.43	BBOX1	34.0206
BBS10	370.9168	BBS10	532.9897
BBS12	157.1032	BBS12	149.4845
BBS1	864.0674	BBS1	577.8351
BBS2	586.2631	BBS2	861.3402
BBS4	269.3745	BBS4	362.3711
BBS5	279.5172	BBS5	135.1649
BBS7	203.4678	BBS7	345.3608
BBS9	473.9918	BBS9	355.1546
BBX	2512.118	BBX	1563.9175
BCAM	9104.3203	BCAM	1784.0206
BCAN	5.7477	removed	removed
BCAP29	1339.2087	BCAP29	1609.2784
BCAP31	5846.9202	BCAP31	6404.1237
BCAR1	713.8615	BCAR1	653.0928
BCAR3	705.0484	BCAR3	647.9381
BCAS1	949.8994	BCAS1	15.4639
BCAS2	784.4123	BCAS2	498.8402
BCAS3	498.5152	BCAS3	450.5155
BCAS4	1091.6754	BCAS4	1738.6598
BCAT1	555.6088	BCAT1	2109.2784
BCAT2	1189.0028	BCAT2	385.567
BCCIP	1101.9101	BCCIP	672.5979
BCDIN3D	268.1406	BCDIN3D	164.2423
BCHE	17.243	BCHE	167.5258
BCKDHA	1266.424	BCKDHA	818.5567
BCKDHB	492.3843	BCKDHB	445.3608
BCKDK	1705.9105	BCKDK	939.1753
BCL10	454.0665	BCL10	413.9175
BCL11A	27.2057	BCL11A	11.8557
BCL11B	27.2057	BCL11B	31.9588
BCL2A1	191.9724	BCL2A1	36.0825
BCL2L11	779.7682	BCL2L11	390.7216
BCL2L12	297.5342	BCL2L12	82.8041
BCL2L13	777.4691	BCL2L13	1642.7835
BCL2L14	9.5795	removed	removed
removed	removed	BCL2L15	6.1856
BCL2L1	3264.6805	BCL2L1	1466.4948
BCL2L2	1042.9237	BCL2L2	2525.4278
BCL2	1632.3403	BCL2	1458.2474
BCL3	664.8146	BCL3	325.7732
