gene_id	TCGA-E2-A1LB-01A-11R-A144-07	gene_id	TCGA-E2-A1LB-11A-22R-A144-07
RCC1	872.7755	RCC1	818.6522
RCC2	4598.0007	RCC2	4652.6014
RCCD1	215.2084	RCCD1	260.549
RCE1	249.3542	RCE1	342.4826
RCHY1	660.4515	RCHY1	651.3724
RCL1	263.282	RCL1	466.2024
RCN1	2819.2744	RCN1	3269.152
RCN2	934.5165	RCN2	1140.1065
RCN3	825.7891	RCN3	265.8746
RCOR1	1428.2826	RCOR1	1139.2872
RCOR2	13.4786	RCOR2	67.5952
RCOR3	614.175	RCOR3	1138.0582
RCSD1	117.2638	RCSD1	661.6141
RDBP	1067.2133	RDBP	1119.0414
RDH10	334.2693	RDH10	385.0881
RDH11	3907.4469	RDH11	1366.653
RDH13	343.7044	RDH13	221.6305
RDH14	496.0126	RDH14	433.4289
RDH16	293.8335	RDH16	6.5547
RDH5	7.0179	RDH5	54.7235
RDX	1391.4411	RDX	1449.406
REC8	12.1307	REC8	31.1348
RECK	249.8034	RECK	365.8337
RECQL4	142.4239	RECQL4	156.0836
RECQL5	524.7669	RECQL5	714.4613
RECQL	867.1324	RECQL	609.832
REEP1	320.3415	REEP1	94.6333
removed	removed	REEP2	92.585
REEP3	865.7756	REEP3	642.3597
REEP4	712.1195	REEP4	223.6788
REEP5	13952.2408	REEP5	5356.0426
REEP6	6315.6239	REEP6	482.9988
RELA	1840.7278	RELA	2258.5006
RELB	202.179	RELB	200.3277
RELL1	140.3931	RELL1	788.7341
RELL2	34.0784	RELL2	30.9504
removed	removed	RELN	595.2478
RELT	95.6981	RELT	36.4605
REL	39.5372	REL	157.7222
REM1	27.4065	REM1	29.4961
removed	removed	REM2	13.1094
RENBP	93.4516	RENBP	21.3027
REN	6.29	removed	removed
REP15	22.9136	REP15	17.2061
REPIN1	1470.9648	REPIN1	2051.6182
REPS1	607.4357	REPS1	1081.9336
REPS2	219.7012	REPS2	689.8812
RER1	3072.097	RER1	1994.789
RERE	2124.2278	RERE	4828.7587
removed	removed	RERGL	110.2007
RERG	65.1466	RERG	1345.3503
REST	294.7321	REST	628.0213
RETSAT	8189.599	RETSAT	1569.4388
RET	802.4261	RET	75.3789
REV1	627.2043	REV1	940.5981
REV3L	649.6687	REV3L	1088.4883
REXO1	478.9397	REXO1	617.7796
REXO2	650.5672	REXO2	694.3875
REXO4	541.3905	REXO4	1000
RFC1	1331.2367	RFC1	1956.5752
RFC2	764.6861	RFC2	453.5027
RFC3	486.1283	RFC3	349.0373
RFC4	270.4706	RFC4	207.2921
RFC5	586.7685	RFC5	422.3679
RFESD	198.5488	RFESD	33.1831
RFFL	538.897	RFFL	776.9562
RFK	204.8748	RFK	377.3044
RFNG	602.9428	RFNG	808.685
removed	removed	RFPL1S	34.8218
removed	removed	RFPL3S	6.9644
RFT1	713.4674	RFT1	580.0901
RFTN1	407.5031	RFTN1	215.8951
RFTN2	54.3637	RFTN2	133.9615
RFWD2	1140.2898	RFWD2	941.0078
RFWD3	792.5418	RFWD3	784.5145
RFX1	373.3573	RFX1	560.0164
RFX2	50.3201	RFX2	162.2286
RFX3	9.8843	RFX3	119.6231
RFX5	1066.1575	RFX5	893.0766
removed	removed	RFX6	5.7354
RFX7	320.7907	RFX7	1098.3204
removed	removed	RFX8	6.5547
RFXANK	526.6854	RFXANK	736.1573
RFXAP	41.7837	RFXAP	156.4932
RG9MTD1	640.2336	RG9MTD1	567.8001
RG9MTD2	163.9897	RG9MTD2	149.1192
RG9MTD3	75.0309	RG9MTD3	232.6915
RGAG1	6.29	RGAG1	6.5547
RGAG4	61.5523	RGAG4	385.0881
RGL1	257.8906	RGL1	1006.5547
RGL2	2520.4987	RGL2	2305.2028
RGL3	31.4501	RGL3	246.6653
RGMA	51.668	RGMA	1427.6936
RGMB	1026.1844	RGMB	924.2605
RGNEF	42.233	RGNEF	727.9803
RGN	6.29	RGN	120.4424
RGP1	43.5808	RGP1	210.1024
RGPD1	378.259	RGPD1	471.5567
RGPD3	593.9571	RGPD3	417.0422
RGPD4	331.5736	RGPD4	229.0045
RGPD5	189.0194	RGPD5	96.186
RGPD6	1217.1133	RGPD6	817.5215
RGPD8	18.1063	removed	removed
RGS10	292.4857	RGS10	511.2659
RGS11	16.1743	RGS11	40.2458
RGS12	397.1695	RGS12	780.8275
RGS14	33.6965	RGS14	128.2261
RGS16	384.1402	RGS16	176.9766
RGS17	79.973	removed	removed
removed	removed	RGS18	18.0254
RGS19	195.889	RGS19	163.4576
RGS1	163.9897	RGS1	121.2618
removed	removed	RGS22	32.3638
RGS2	1215.77	RGS2	1455.551
RGS3	2138.1557	RGS3	532.5686
RGS4	267.7749	RGS4	29.0864
RGS5	1425.1376	RGS5	2120.8521
removed	removed	RGS6	224.0885
RGS7BP	13.4786	RGS7BP	35.2315
removed	removed	RGS9BP	5.3257
removed	removed	RGS9	49.1602
RHBDD1	293.3843	RHBDD1	402.2941
RHBDD2	3167.9209	RHBDD2	1103.2364
RHBDD3	950.2415	RHBDD3	249.0782
RHBDF1	1278.2208	RHBDF1	973.7812
RHBDF2	139.7282	RHBDF2	305.6125
removed	removed	RHBDL1	15.5674
RHBDL2	73.2337	RHBDL2	24.1704
removed	removed	RHBDL3	53.2569
removed	removed	RHBG	5.3257
RHCE	6.7393	RHCE	7.7837
removed	removed	RHCG	20.4834
removed	removed	RHD	16.821
removed	removed	RHEBL1	7.374
RHEB	685.6116	RHEB	873.0029
RHOA	10468.3814	RHOA	7891.8476
RHOBTB1	247.1077	RHOBTB1	318.7218
RHOBTB2	491.1962	RHOBTB2	603.519
RHOBTB3	5182.972	RHOBTB3	1151.5772
RHOB	6739.7506	RHOB	3414.5842
RHOC	13565.7643	RHOC	3766.4891
RHOD	456.4753	RHOD	352.7243
RHOF	7.3683	RHOF	29.0127
RHOG	882.3992	RHOG	650.9627
RHOH	429.0689	RHOH	190.4957
RHOJ	115.0174	RHOJ	344.1213
RHOQ	2679.2137	RHOQ	1058.1155
RHOT1	603.3921	RHOT1	959.8525
RHOT2	1228.35	RHOT2	986.8906
RHOU	333.3708	RHOU	632.9373
RHOV	794.339	RHOV	1589.5125
RHPN1	199.9326	RHPN1	239.6559
RHPN2	146.4675	RHPN2	1920.934
RIBC1	52.5666	RIBC1	41.3765
RIBC2	39.5372	RIBC2	11.8804
RIC3	97.9445	RIC3	232.6915
RIC8A	2390.7851	RIC8A	1826.4932
RIC8B	418.286	RIC8B	540.3523
RICH2	448.8375	RICH2	276.9357
RICTOR	478.4904	RICTOR	1111.4297
RIF1	480.2875	RIF1	1390.0041
RILPL1	163.783	RILPL1	353.4289
RILPL2	452.4318	RILPL2	751.3314
RILP	90.7559	RILP	116.3458
removed	removed	RIMBP2	11.061
RIMBP3	71.4366	RIMBP3	50.7989
RIMKLA	26.9572	RIMKLA	63.0889
RIMKLB	535.4555	RIMKLB	556.993
RIMS1	37.2908	RIMS1	21.3027
RIMS3	20.6672	RIMS3	689.8812
RIN1	103.7852	RIN1	325.6862
RIN2	1383.8032	RIN2	1833.2651
RIN3	260.137	RIN3	768.1278
RING1	987.5323	RING1	858.2548
RINL	66.4944	RINL	226.5465
RINT1	277.0033	RINT1	439.0086
RIOK1	326.6315	RIOK1	533.7976
RIOK2	770.0775	RIOK2	571.0774
RIOK3	1275.0758	RIOK3	1408.4392
RIPK1	1501.9656	RIPK1	995.084
RIPK2	557.5649	RIPK2	394.9201
RIPK3	74.1323	RIPK3	114.2974
RIPK4	946.1979	RIPK4	872.1835
RIPPLY2	6.7393	removed	removed
RIT1	492.4183	RIT1	628.0213
RLF	419.1845	RLF	864.8095
RLIM	1670.8975	RLIM	1810.3236
removed	removed	RLN2	13.519
RLN3	6.29	removed	removed
removed	removed	RLTPR	11.8804
RMI1	158.1489	RMI1	201.9664
RMND1	414.6917	RMND1	678.0008
RMND5A	2508.368	RMND5A	2532.159
RMND5B	1014.9388	RMND5B	634.9857
RMRP	29.2036	RMRP	26.6284
RNASE1	1249.4665	RNASE1	589.1028
RNASE2	10.7829	removed	removed
RNASE4	693.0248	RNASE4	1215.7354
RNASE6	141.5253	RNASE6	137.6485
removed	removed	RNASE7	55.3052
RNASEH1	270.0213	RNASEH1	257.2716
RNASEH2A	531.9555	RNASEH2A	274.4777
RNASEH2B	280.3549	RNASEH2B	377.7141
RNASEH2C	133.9683	RNASEH2C	621.2372
RNASEK	1305.3667	RNASEK	1509.0537
RNASEL	463.6639	RNASEL	349.4469
RNASEN	979.8944	RNASEN	1444.49
RNASET2	543.1877	RNASET2	1120.8521
RND1	1437.7176	RND1	55.7149
removed	removed	RND2	106.5137
RND3	620.9143	RND3	1682.9168
RNF103	2765.7509	RNF103	1053.2651
RNF10	6731.6635	RNF10	3238.8365
RNF111	499.6069	RNF111	904.957
removed	removed	RNF112	9.832
RNF113A	330.2258	RNF113A	314.2155
RNF114	3572.279	RNF114	1530.1106
RNF115	575.5363	RNF115	433.8386
RNF11	4965.068	RNF11	2198.2794
RNF121	1049.0846	RNF121	547.3167
RNF122	116.8146	RNF122	175.338
RNF123	965.068	RNF123	772.6342
RNF125	159.4968	RNF125	422.7776
RNF126	561.6084	RNF126	466.612
RNF128	283.4999	RNF128	868.9062
RNF130	1947.6581	RNF130	1392.4621
RNF135	539.5934	RNF135	668.1688
RNF138P1	7.1886	RNF138P1	15.9771
RNF138	523.8684	RNF138	755.0184
RNF139	722.4531	RNF139	830.807
RNF13	1931.0345	RNF13	1474.8054
RNF141	1972.8182	RNF141	1527.2429
RNF144A	385.9373	RNF144A	629.2503
RNF144B	4595.7542	RNF144B	1439.9836
RNF145	624.5086	RNF145	2426.4646
RNF146	599.3485	RNF146	715.2806
RNF148	13.9279	removed	removed
RNF149	1413.4561	RNF149	790.6596
RNF14	2341.2333	RNF14	1237.1979
RNF150	315.8486	RNF150	151.9869
RNF152	55.7116	RNF152	124.5391
RNF157	14.8265	RNF157	79.4756
RNF160	708.5252	RNF160	1162.6383
removed	removed	RNF165	244.9324
RNF166	170.729	RNF166	224.0885
RNF167	2196.563	RNF167	1796.8046
RNF168	189.1497	RNF168	233.9205
RNF169	460.6717	RNF169	842.6424
RNF170	359.4294	RNF170	509.2175
removed	removed	RNF175	24.5801
RNF180	132.0903	RNF180	258.9103
RNF181	1534.3143	RNF181	581.3191
removed	removed	RNF182	11.061
removed	removed	RNF183	61.4502
RNF185	1320.6874	RNF185	1292.6014
removed	removed	RNF186	96.272
RNF187	3491.8567	RNF187	2284.7194
RNF19A	1606.2002	RNF19A	1072.5113
RNF19B	653.2629	RNF19B	440.8029
RNF207	24.7108	RNF207	210.1598
RNF208	69.6394	RNF208	123.7198
RNF20	1212.1757	RNF20	1825.0717
removed	removed	RNF212	30.3154
removed	removed	RNF213	3702.7243
RNF214	300.1236	RNF214	440.8029
RNF215	250.2527	RNF215	237.6075
RNF216L	251.1513	RNF216L	281.8517
RNF216	821.2962	RNF216	1509.2175
RNF217	122.6328	RNF217	108.5088
RNF219	284.3985	RNF219	416.5465
RNF220	1165.661	RNF220	1289.0823
removed	removed	RNF222	12.6997
RNF24	502.7519	RNF24	467.4314
RNF25	573.7392	RNF25	329.7829
RNF26	645.6251	RNF26	1047.1118
RNF2	429.0689	RNF2	616.1409
RNF31	864.5445	RNF31	1274.9119
RNF32	7.1886	RNF32	26.2188
RNF34	972.1442	RNF34	587.8124
RNF38	424.576	RNF38	1818.9267
RNF39	181.5118	RNF39	420.3195
RNF40	3119.398	RNF40	2782.0565
RNF41	743.5696	RNF41	1043.0152
RNF43	1432.7755	RNF43	1274.4777
RNF44	472.6497	RNF44	1399.0168
RNF4	2053.6898	RNF4	1567.8001
RNF5P1	114.1188	RNF5P1	111.4297
RNF5	904.8635	RNF5	768.1278
RNF6	1320.4538	RNF6	1021.7124
RNF7	1732.899	RNF7	977.8779
RNF8	278.5578	RNF8	309.2995
RNFT1	564.3042	RNFT1	237.6075
RNFT2	22.9136	RNFT2	29.4961
RNGTT	441.1996	RNGTT	482.1794
RNH1	3602.3812	RNH1	2407.6198
RNLS	220.5998	RNLS	185.5797
RNMTL1	441.1996	RNMTL1	404.3425
RNMT	661.3501	RNMT	1364.6047
RNPC3	101.1929	RNPC3	295.3462
RNPEPL1	2020.4425	RNPEPL1	1330.6022
RNPEP	3699.8764	RNPEP	1442.8513
RNPS1	1744.5805	RNPS1	2482.1794
ROBLD3	889.1385	ROBLD3	443.261
ROBO1	785.8025	ROBO1	647.6854
ROBO2	141.076	ROBO2	6.5547
ROBO3	6.7393	ROBO3	126.1778
ROBO4	335.6172	ROBO4	580.0901
ROCK1	1606.2002	ROCK1	1629.2503
ROCK2	646.9729	ROCK2	1443.6706
ROD1	2540.7166	ROD1	2721.8353
ROGDI	586.7685	ROGDI	497.3372
ROM1	35.4937	ROM1	65.5469
ROMO1	922.3857	ROMO1	404.7522
removed	removed	ROPN1B	519.0496
removed	removed	ROPN1	757.0668
ROR1	38.1894	ROR1	183.1217
ROR2	280.8042	ROR2	247.8492
RORA	197.2369	RORA	477.2634
RORC	756.1496	RORC	1056.1245
removed	removed	RP1L1	41.7862
removed	removed	RP1	7.7837
RP2	806.919	RP2	355.592
RP9P	69.1902	RP9P	133.5518
RP9	143.7718	RP9	157.3126
RPA1	2663.3719	RPA1	2875.8705
RPA2	1174.4356	RPA2	938.9594
RPA3	336.9651	RPA3	208.9308
RPAIN	525.4274	RPAIN	697.8492
RPAP1	749.4103	RPAP1	859.8935
RPAP2	323.0372	RPAP2	373.6174
RPAP3	716.1631	RPAP3	629.2503
RPE	958.423	RPE	822.0483
RPF1	726.946	RPF1	531.3396
RPF2	315.3993	RPF2	392.4621
RPGRIP1L	159.9461	RPGRIP1L	295.3707
RPGRIP1	20.2179	RPGRIP1	13.9287
RPGR	100.6402	RPGR	137.2388
RPH3AL	230.9334	RPH3AL	153.2159
RPH3A	803.774	removed	removed
RPIA	349.9944	RPIA	505.1209
RPL10A	11307.6491	RPL10A	28877.0995
RPL10	15179.872	RPL10	30612.7448
RPL11	12229.1362	RPL11	34404.3425
RPL12	10970.684	RPL12	28783.6952
RPL13AP20	14.8265	RPL13AP20	50.3892
removed	removed	RPL13AP3	16.7964
RPL13AP6	9.435	RPL13AP6	16.3867
RPL13A	14475.1207	RPL13A	35601.3929
RPL13P5	7.6379	RPL13P5	16.3867
RPL13	17250.365	RPL13	37265.465
RPL14	6734.3592	RPL14	19727.9803
RPL15	14187.1279	RPL15	34821.7943
RPL17	4910.6414	RPL17	16338.9308
RPL18A	1578.3444	RPL18A	4890.2089
RPL18	9763.0012	RPL18	26153.6256
RPL19P12	71.4366	RPL19P12	178.6153
RPL19	17570.2572	RPL19	34011.061
removed	removed	RPL21	10.6514
RPL22L1	1982.7025	RPL22L1	629.2503
RPL22	3691.7893	RPL22	15021.3027
RPL23AP53	98.3938	RPL23AP53	284.3097
removed	removed	RPL23AP64	7.374
RPL23AP7	94.3502	RPL23AP7	91.7657
RPL23AP82	97.0459	RPL23AP82	94.2974
RPL23A	10003.3697	RPL23A	7793.9369
RPL23P8	27.8558	RPL23P8	120.0328
RPL23	5198.2478	RPL23	17445.3093
RPL24	8797.0347	RPL24	13346.1696
RPL26L1	328.4286	RPL26L1	186.8087
RPL26	6705.6049	RPL26	16786.1532
RPL27A	8823.9919	RPL27A	18344.9406
RPL27	4877.9063	RPL27	9181.483
RPL28	7294.1705	RPL28	18732.4867
RPL29	10623.8347	RPL29	23404.7522
RPL30	8485.679	RPL30	20959.8525
RPL31	11249.2418	RPL31	24145.0225
RPL32P3	54.5883	RPL32P3	195.5797
RPL32	10809.8394	RPL32	33908.2343
RPL34	7096.9336	RPL34	16780.0082
RPL35A	7627.5413	RPL35A	19918.0664
RPL35	5506.9078	RPL35	10190.086
RPL36AL	4827.1369	RPL36AL	2705.4486
RPL36A	17.9715	RPL36A	38.9185
RPL36	7145.4566	RPL36	16045.4732
RPL37A	10925.7554	RPL37A	30510.0369
RPL37	11880.939	RPL37	23895.9443
RPL38	5087.7232	RPL38	8483.8181
RPL39L	5.8407	RPL39L	102.8267
RPL39	497.3604	RPL39	1123.3101
RPL3	38237.4481	RPL3	104628.8406
RPL41	16540.9413	RPL41	28935.6821
RPL4	24350.4437	RPL4	53092.585
RPL5	13665.0567	RPL5	41310.1188
RPL6	9556.7786	RPL6	20136.0098
RPL7A	16142.8732	RPL7A	33783.2855
RPL7L1	1178.4792	RPL7L1	1541.991
RPL7	1010.8952	RPL7	3293.3224
RPL8	12350.4437	RPL8	45868.4965
RPL9	138.8296	RPL9	413.3552
RPLP0P2	18.87	RPLP0P2	19.6641
RPLP0	32815.9048	RPLP0	57008.1934
RPLP1	17345.6138	RPLP1	33098.73
RPLP2	7793.3281	RPLP2	18410.4875
RPN1	12597.1021	RPN1	4392.0524
RPN2	24894.0672	RPN2	6087.2552
RPP14	417.8367	RPP14	621.8763
RPP21	363.0237	RPP21	228.5948
RPP25	200.3819	RPP25	332.2409
RPP30	462.3161	RPP30	410.4875
RPP38	361.2221	RPP38	317.9025
RPP40	305.0657	RPP40	140.9259
RPPH1	28.7544	RPPH1	33.1831
RPRD1A	1035.606	RPRD1A	1365.0143
RPRD1B	877.9063	RPRD1B	918.0664
RPRD2	956.0822	RPRD2	1868.0868
RPS10P7	41.7837	RPS10P7	115.1168
RPS10	5244.9736	RPS10	11045.8828
RPS11	17087.274	RPS11	32481.3601
RPS12	10893.856	RPS12	27746.8251
RPS13	7167.9209	RPS13	15356.4113
RPS14	10352.4655	RPS14	28501.4338
removed	removed	RPS15AP10	10.6514
RPS15A	8531.5062	RPS15A	20011.061
RPS15	4731.4388	RPS15	6883.2446
RPS16	8631.2479	RPS16	18082.3433
RPS17	7854.4311	RPS17	25498.5662
RPS18	24280.3549	RPS18	71353.5436
RPS19BP1	1549.1407	RPS19BP1	818.9267
RPS19	9913.063	RPS19	33459.6477
RPS20	10076.1541	RPS20	18470.2991
RPS21	3049.7585	RPS21	10185.17
RPS23	9244.5243	RPS23	26635.3953
RPS24	14525.4409	RPS24	32001.229
RPS25	6742.4464	RPS25	17880.3769
RPS26	948.8936	RPS26	1875.8705
RPS27A	5540.6043	RPS27A	19102.8267
RPS27L	1970.5717	RPS27L	798.8529
RPS27	459.6204	RPS27	1579.6805
removed	removed	RPS28	10.6514
RPS29	4333.3708	RPS29	11293.7321
removed	removed	RPS2P32	7.7837
RPS2	9435.4712	RPS2	29941.4175
RPS3A	3640.5706	RPS3A	11676.7718
RPS3	15639.672	RPS3	42181.483
RPS4X	28208.9183	RPS4X	74286.7677
RPS5	7046.6135	RPS5	24695.2069
RPS6KA1	2686.2855	RPS6KA1	980.3359
RPS6KA2	920.1393	RPS6KA2	670.2171
RPS6KA3	344.6029	RPS6KA3	1092.585
RPS6KA4	516.2305	RPS6KA4	441.2126
RPS6KA5	163.9897	RPS6KA5	768.5375
RPS6KA6	202.179	RPS6KA6	120.8521
RPS6KB1	875.2106	RPS6KB1	1008.603
RPS6KB2	964.1694	RPS6KB2	514.1336
RPS6KC1	443.446	RPS6KC1	513.7239
RPS6KL1	63.3494	RPS6KL1	173.2896
RPS6	14112.5463	RPS6	68699.7132
RPS7	5169.9427	RPS7	12764.8505
RPS8	16227.3391	RPS8	40484.6374
RPS9	11003.482	RPS9	32885.7026
RPSAP58	5147.4784	RPSAP58	12557.968
RPSAP9	9.435	RPSAP9	22.9414
RPSA	4073.683	RPSA	9867.2675
RPTOR	903.965	RPTOR	1016.3867
RPUSD1	404.8074	RPUSD1	459.6477
RPUSD2	203.5269	RPUSD2	275.7067
RPUSD3	396.2709	RPUSD3	337.1569
RPUSD4	396.2709	RPUSD4	753.3798
RQCD1	173.874	RQCD1	195.8214
RRAD	5.3914	RRAD	29.0864
RRAGA	1298.4387	RRAGA	1772.6342
RRAGB	157.6997	RRAGB	342.0729
RRAGC	414.6782	RRAGC	344.1213
RRAGD	251.6006	RRAGD	541.991
RRAS2	329.3272	RRAS2	429.7419
RRAS	620.9143	RRAS	507.9885
RRBP1	13412.1083	RRBP1	5723.8837
RREB1	2010.5582	RREB1	1862.7612
RRH	12.1307	RRH	5.7354
RRM1	1832.1914	RRM1	1518.2302
RRM2B	976.3001	RRM2B	646.0467
RRM2	1475.4577	RRM2	234.7399
RRN3P1	10.7829	RRN3P1	36.8701
removed	removed	RRN3P2	7.374
RRN3P3	38.45	RRN3P3	45.8173
RRN3	1339.3238	RRN3	1312.1671
RRP12	989.7787	RRP12	951.2495
RRP15	314.0514	RRP15	496.5178
RRP1B	912.5014	RRP1B	1284.7194
RRP1	491.969	RRP1	607.1282
RRP7A	1042.7946	RRP7A	877.9189
RRP7B	940.182	RRP7B	189.4101
RRP8	306.8629	RRP8	326.9152
RRP9	326.1822	RRP9	509.6272
RRS1	490.6211	RRS1	488.3245
RSAD1	3306.7505	RSAD1	868.0868
RSAD2	143.3225	RSAD2	234.7399
RSBN1L	323.3607	RSBN1L	497.5379
RSBN1	383.2416	RSBN1	829.578
RSC1A1	267.6626	RSC1A1	357.6608
RSF1	585.4206	RSF1	1064.3179
RSL1D1	3659.4406	RSL1D1	8240.0655
RSL24D1	1428.2826	RSL24D1	2939.7788
RSPH1	24.7108	RSPH1	52.4375
RSPH3	87.1616	RSPH3	187.628
RSPH4A	6.7393	RSPH4A	12.29
removed	removed	RSPH9	9.4224
removed	removed	RSPO1	1512.4949
RSPO3	16.1743	RSPO3	106.1041
removed	removed	RSPO4	11.8804
RSPRY1	669.8866	RSPRY1	555.51
RSRC1	218.8027	RSRC1	198.6891
RSRC2	2054.5883	RSRC2	1578.0418
RSU1	1355.9474	RSU1	1280.213
RTBDN	15.2757	removed	removed
RTCD1	832.5284	RTCD1	557.1487
RTEL1	365.0769	RTEL1	330.7989
RTF1	2325.059	RTF1	1958.6235
RTKN2	90.3066	RTKN2	80.295
RTKN	502.7519	RTKN	820.5653
RTN1	14.3772	RTN1	321.9992
RTN2	450.1853	RTN2	356.4113
RTN3	8224.6434	RTN3	4401.4748
RTN4IP1	193.6426	RTN4IP1	138.0582
RTN4RL1	315.3993	RTN4RL1	417.4519
RTN4RL2	31.0008	RTN4RL2	9.832
RTN4R	27.8558	RTN4R	61.8599
RTN4	5757.1605	RTN4	5421.5485
RTP4	14.3772	RTP4	99.959
RTTN	221.9477	RTTN	308.0705
RUFY1	1202.2914	RUFY1	1359.6887
RUFY2	214.3098	RUFY2	342.077
RUFY3	593.9571	RUFY3	718.9676
removed	removed	RUFY4	8.603
RUNDC1	1124.5648	RUNDC1	791.8886
RUNDC2A	24.2615	RUNDC2A	46.7022
RUNDC2C	5.1309	RUNDC2C	31.8599
removed	removed	RUNDC3A	15.5674
RUNDC3B	9.8843	RUNDC3B	68.4146
RUNX1T1	27.8558	RUNX1T1	96.272
RUNX1	2606.7618	RUNX1	2777.5502
RUNX2	238.5713	RUNX2	154.0352
RUNX3	84.9152	RUNX3	800.4916
RUSC1	1017.1852	RUSC1	704.6293
RUSC2	414.2424	RUSC2	893.8959
RUVBL1	841.1726	RUVBL1	884.6702
RUVBL2	1843.4236	RUVBL2	1706.2679
RWDD1	1002.3588	RWDD1	755.0184
RWDD2A	118.6117	RWDD2A	105.2847
RWDD2B	502.3026	RWDD2B	245.3912
RWDD3	255.2578	RWDD3	295.7804
RWDD4A	498.259	RWDD4A	630.0696
RXRA	1181.1749	RXRA	1077.0176
RXRB	979.8944	RXRB	1260.549
removed	removed	RXRG	6.5547
RYBP	1881.6129	RYBP	1524.7849
RYK	921.9364	RYK	1822.204
removed	removed	RYR1	232.2819
RYR2	9.435	RYR2	5.3257
RYR3	5.3914	RYR3	207.7018
S100A10	3719.6451	S100A10	891.4379
S100A11	10143.0978	S100A11	2168.3736
S100A13	287.5435	S100A13	1094.2237
S100A14	141.076	S100A14	746.8251
S100A16	702.2352	S100A16	1872.5932
S100A1	9.8843	S100A1	1535.4363
removed	removed	S100A2	55.7149
S100A3	6.29	removed	removed
S100A4	688.7566	S100A4	456.78
S100A6	1659.216	S100A6	3720.6063
S100A8	193.6426	removed	removed
S100A9	1264.2929	S100A9	62.2696
removed	removed	S100B	526.8333
S100PBP	434.4603	S100PBP	523.1463
S100P	38.6387	S100P	8.1934
S1PR1	230.4841	S1PR1	535.0266
S1PR2	124.9017	S1PR2	495.6985
S1PR3	1152.2902	S1PR3	243.7403
S1PR4	9.8843	S1PR4	13.9287
S1PR5	7.1886	S1PR5	29.4961
removed	removed	SAA1	602.6219
removed	removed	SAA2	286.358
removed	removed	SAA4	8.1934
SAAL1	300.1236	SAAL1	222.8595
SAC3D1	214.7591	SAC3D1	200.3277
SACM1L	1227.9007	SACM1L	1101.5977
SACS	298.3264	SACS	1467.4314
SAE1	3155.3409	SAE1	1257.2716
SAFB2	1598.5623	SAFB2	1446.1286
SAFB	1734.6962	SAFB	2039.3281
SALL1	44.4794	SALL1	19.6641
SALL2	34.5951	SALL2	804.5883
SALL4	13.4786	SALL4	6.5547
SAMD10	188.7004	SAMD10	219.1725
SAMD11	161.8825	removed	removed
SAMD12	502.3026	SAMD12	359.279
SAMD13	9.8843	SAMD13	79.8853
SAMD14	20.6672	removed	removed
SAMD1	256.992	SAMD1	319.5412
SAMD4A	162.1925	SAMD4A	324.8669
SAMD4B	1265.1915	SAMD4B	1710.3646
SAMD5	23.3629	SAMD5	1837.3617
SAMD8	78.1759	SAMD8	116.7554
SAMD9L	197.6862	SAMD9L	635.3953
SAMD9	277.2099	SAMD9	382.2204
SAMHD1	257.3829	SAMHD1	400.9709
SAMM50	1421.5433	SAMM50	1327.3208
SAMSN1	83.5673	SAMSN1	14.7481
SAP130	895.4285	SAP130	775.9115
SAP18	4083.5673	SAP18	2282.671
SAP30BP	1089.0711	SAP30BP	1003.2773
SAP30L	802.8754	SAP30L	1603.8509
SAP30	184.2076	SAP30	71.6919
SAPS1	1371.6725	SAPS1	1341.2536
SAPS2	1233.7414	SAPS2	1174.9283
SAPS3	2312.9282	SAPS3	2100.3687
SAR1A	3255.9811	SAR1A	2196.6407
SAR1B	2495.3386	SAR1B	402.7038
SARDH	20.6672	SARDH	138.4678
SARM1	1068.7229	SARM1	865.4896
SARNP	926.4697	SARNP	602.1876
SARS2	457.3739	SARS2	488.9431
SARS	3980.6807	SARS	3075.3789
SART1	1059.8675	SART1	1426.0549
SART3	1055.3746	SART3	1390.4138
SASH1	2122.8799	SASH1	2822.204
SASH3	160.8447	SASH3	104.8751
SASS6	149.6125	SASS6	180.6637
SAT1	3807.256	SAT1	1454.322
SAT2	645.1758	SAT2	895.5346
SATB1	355.3858	SATB1	1645.2274
SATB2	108.2781	SATB2	41.3765
SATL1	36.3922	SATL1	32.3638
SAV1	707.1774	SAV1	2350.2663
SBDSP1	369.763	SBDSP1	325.6862
SBDS	2251.8252	SBDS	1747.2347
SBF1	988.8802	SBF1	1677.1815
SBF2	427.5098	SBF2	1198.2098
SBK1	452.4318	SBK1	371.9787
SBNO1	1042.7946	SBNO1	766.4891
SBNO2	1330.7874	SBNO2	1670.2171
SBSN	15.725	SBSN	20.8931
SC4MOL	4575.9856	SC4MOL	638.6727
SC5DL	6245.5352	SC5DL	860.7128
SC65	400.7638	SC65	512.0852
SCAF1	1612.9395	SCAF1	1480.1311
SCAI	177.9176	SCAI	411.7165
SCAMP1	1166.7977	SCAMP1	1857.4355
SCAMP2	2352.4655	SCAMP2	1937.7304
SCAMP3	1263.8436	SCAMP3	955.3462
SCAMP4	2594.1817	SCAMP4	1911.102
SCAMP5	137.931	SCAMP5	382.6301
SCAND1	1183.8706	SCAND1	379.3527
SCAND2	222.3969	SCAND2	321.5895
SCAND3	158.5982	SCAND3	148.2999
SCAPER	159.0475	SCAPER	510.8562
SCAP	2806.5865	SCAP	2715.465
SCARA3	451.9825	SCARA3	5310.9381
