gene_id	TCGA-BH-A1FM-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FM-11B-23R-A13Q-07
ANKZF1	201.903	ANKZF1	666.8193
ANLN	2185.4101	ANLN	77.8567
ANO10	679.6556	ANO10	723.3036
ANO1	2504.7576	ANO1	8746.8132
ANO2	27.1862	ANO2	90.6801
ANO3	338.1966	ANO3	94.3439
removed	removed	ANO4	6.4117
ANO5	203.353	ANO5	114.8004
ANO6	4024.6488	ANO6	5831.6159
ANO7	39.5106	ANO7	15.5713
ANO8	97.1454	ANO8	201.206
ANO9	79.0213	ANO9	107.778
ANP32A	3352.6053	ANP32A	2383.9402
ANP32B	2131.0376	ANP32B	2623.9218
ANP32E	4306.2981	ANP32E	1382.7952
ANPEP	520.8881	ANPEP	3213.1898
ANTXR1	16852.9225	ANTXR1	6187.3139
ANTXR2	970.367	ANTXR2	2113.7318
ANUBL1	253.7381	ANUBL1	387.7567
ANXA11	1162.1205	ANXA11	3380.2
removed	removed	ANXA13	5.4958
ANXA1	1965.0204	ANXA1	15159.1482
ANXA2P1	81.5587	ANXA2P1	37.5544
ANXA2P2	4173.9918	ANXA2P2	4007.0224
ANXA2	15910.4667	ANXA2	11061.1404
ANXA3	381.3321	ANXA3	1628.578
ANXA4	1481.4681	ANXA4	1525.3797
ANXA5	10026.28	ANXA5	7199.7557
ANXA6	2828.0924	ANXA6	5965.0408
ANXA7	4114.5446	ANXA7	3190.2908
removed	removed	ANXA8L2	174.6432
ANXA8	7.2497	ANXA8	250.3839
ANXA9	1664.1595	ANXA9	150.2175
AOAH	25.3738	AOAH	109.9153
AOC2	7.6121	AOC2	47.63
AOC3	347.9837	AOC3	7383.5585
AOX1	10.512	AOX1	950.1565
AP1AR	1781.604	AP1AR	674.147
AP1B1	1060.9878	AP1B1	1900.9236
AP1G1	5708.3824	AP1G1	2572.9334
AP1G2	2067.7227	AP1G2	888.2375
AP1M1	602.4468	AP1M1	798.107
AP1M2	2658.4504	AP1M2	649.1108
AP1S1	557.1364	AP1S1	336.7682
AP1S2	1096.1486	AP1S2	440.5771
AP1S3	110.9198	AP1S3	109.9153
AP2A1	1359.0829	AP2A1	1430.7061
AP2A2	883.0086	AP2A2	1580.6427
AP2B1	15644.4042	AP2B1	6833.6768
AP2M1	7024.9207	AP2M1	4526.0667
AP2S1	1617.0367	AP2S1	532.1731
AP3B1	2419.9366	AP3B1	1166.9338
AP3B2	84.0961	AP3B2	84.2684
AP3D1	2018.3054	AP3D1	2309.7473
AP3M1	2096.2392	AP3M1	1434.3943
AP3M2	937.0186	AP3M2	531.2572
AP3S1	2202.0843	AP3S1	858.8657
AP3S2	2042.2293	AP3S2	1565.0592
AP4B1	310.7712	AP4B1	335.0614
AP4E1	865.2469	AP4E1	452.1792
AP4M1	162.3924	AP4M1	261.8334
AP4S1	393.6565	AP4S1	86.7109
APAF1	710.8292	APAF1	668.0406
APBA1	104.7576	APBA1	400.2748
APBA2	36.9733	APBA2	58.0108
APBA3	26.0988	APBA3	125.1813
APBB1IP	147.1681	APBB1IP	517.2124
APBB1	237.4264	APBB1	833.8295
APBB2	4241.0512	APBB2	3011.6785
APBB3	84.0961	APBB3	298.9085
APCDD1L	108.0199	APCDD1L	109.61
APCDD1	331.672	APCDD1	1615.7545
APC	1845.0385	APC	1471.6434
APEH	851.1101	APEH	1139.1497
APEX1	2400	APEX1	1887.1842
APEX2	846.0353	APEX2	397.2216
APH1A	3404.4404	APH1A	3666.285
APH1B	729.3158	APH1B	747.1185
API5	6541.3684	API5	2881.3068
APIP	597.3285	APIP	418.2673
APITD1	133.0313	APITD1	127.0987
APLF	44.2229	APLF	133.1196
APLNR	230.1767	APLNR	1439.2794
APLN	427.3675	APLN	120.6015
APLP1	84.4585	APLP1	49.7672
APLP2	8703.942	APLP2	16457.3697
APOA1BP	1048.3009	APOA1BP	819.4794
APOB48R	27.1862	APOB48R	68.3917
APOBEC3A	9.4572	APOBEC3A	5.1904
APOBEC3B	323.3022	APOBEC3B	55.8736
APOBEC3C	85.9085	APOBEC3C	422.2578
APOBEC3D	11.9619	APOBEC3D	109.61
APOBEC3F	94.6081	APOBEC3F	215.8614
APOBEC3G	83.7336	APOBEC3G	351.1182
removed	removed	APOB	269.9031
APOC1	426.6425	APOC1	476.2995
APOC2	118.5319	APOC2	11.2968
APOD	1100.8609	APOD	16400.5801
APOE	278.7494	APOE	1314.0982
APOL1	362.483	APOL1	1087.2452
APOL2	255.188	APOL2	632.6235
APOL3	108.3824	APOL3	1144.9508
APOL4	76.1214	APOL4	180.4442
APOL6	1517.3539	APOL6	3892.8326
APOLD1	337.8342	APOLD1	1241.1266
APOM	38.0607	APOM	45.8377
APOOL	658.2691	APOOL	267.1552
APOO	311.7354	APOO	135.8675
APPBP2	6586.6787	APPBP2	1592.8555
APPL1	2527.594	APPL1	2419.3573
APPL2	914.5446	APPL2	1682.009
APP	14820.1178	APP	29272.2693
APRT	909.8324	APRT	755.0569
APTX	430.2673	APTX	452.1792
AQP11	35.5233	AQP11	24.4256
AQP1	630.7204	AQP1	16233.2341
AQP3	77.9338	AQP3	586.8254
removed	removed	AQP4	35.1118
removed	removed	AQP5	54.347
removed	removed	AQP7P1	180.7496
removed	removed	AQP7P3	13.7394
removed	removed	AQP7	1380.3526
AQP9	204.8029	removed	removed
removed	removed	AQPEP	308.9718
AQR	2315.9039	AQR	1341.577
ARAF	747.44	ARAF	1053.66
ARAP1	446.0716	ARAP1	2228.5108
ARAP2	444.4042	ARAP2	341.6533
ARAP3	88.0834	ARAP3	606.9766
ARCN1	12018.8491	ARCN1	4261.6594
ARC	6.8872	ARC	78.7726
AREG	34.7984	AREG	294.634
ARF1	13029.8142	ARF1	6448.668
ARF3	8860.5347	ARF3	4187.1613
ARF4	11548.7087	ARF4	3657.4307
ARF5	1041.4137	ARF5	1629.1123
ARF6	9908.8355	ARF6	3338.0658
ARFGAP1	646.3072	ARFGAP1	759.942
ARFGAP2	1117.5351	ARFGAP2	1932.0663
ARFGAP3	1236.792	ARFGAP3	1339.7451
ARFGEF1	7373.7852	ARFGEF1	1974.0111
ARFGEF2	4907.295	ARFGEF2	2490.8022
ARFIP1	3132.2157	ARFIP1	1171.8189
ARFIP2	1827.6393	ARFIP2	1175.7881
ARFRP1	115.2696	ARFRP1	330.9671
ARG2	167.0358	ARG2	242.87
ARGLU1	884.821	ARGLU1	2906.0377
ARHGAP10	193.9284	ARHGAP10	574.6126
ARHGAP11A	1051.5632	ARHGAP11A	86.7109
ARHGAP11B	38.7857	ARHGAP11B	15.8767
ARHGAP12	1829.0893	ARHGAP12	1358.3696
ARHGAP15	33.7109	ARHGAP15	64.1172
ARHGAP17	834.0734	ARHGAP17	1464.3157
ARHGAP18	1369.4608	ARHGAP18	583.1616
ARHGAP19	356.3208	ARHGAP19	1764.7508
ARHGAP1	3374.7168	ARHGAP1	3091.6724
ARHGAP20	66.6969	ARHGAP20	481.49
ARHGAP21	1300.9515	ARHGAP21	3117.9299
ARHGAP22	15.2243	ARHGAP22	39.3863
ARHGAP23	226.5519	ARHGAP23	1078.0856
ARHGAP24	133.7562	ARHGAP24	429.2802
ARHGAP25	89.8958	ARHGAP25	426.5323
ARHGAP26	222.5646	ARHGAP26	786.1995
ARHGAP27	156.2302	ARHGAP27	431.4174
ARHGAP28	209.1527	ARHGAP28	349.2863
ARHGAP29	4358.4957	ARHGAP29	3756.6598
ARHGAP30	164.5673	ARHGAP30	377.6811
ARHGAP31	571.2732	ARHGAP31	1713.1517
ARHGAP32	4039.8731	ARHGAP32	1794.3668
ARHGAP33	102.2202	ARHGAP33	202.7326
ARHGAP36	6.8872	ARHGAP36	518.1284
ARHGAP39	248.6633	ARHGAP39	131.8983
ARHGAP42	139.9184	ARHGAP42	304.0867
ARHGAP4	44.5854	ARHGAP4	244.5615
ARHGAP5	9146.1713	ARHGAP5	4014.9607
ARHGAP6	59.0847	ARHGAP6	175.8644
ARHGAP8	201.9357	ARHGAP8	330.4206
ARHGAP9	31.1735	ARHGAP9	92.512
ARHGDIA	4188.4912	ARHGDIA	3048.9276
ARHGDIB	2727.6846	ARHGDIB	2477.0628
removed	removed	ARHGDIG	7.7521
ARHGEF10L	121.0693	ARHGEF10L	784.6729
ARHGEF10	568.3734	ARHGEF10	1249.3703
ARHGEF11	720.9787	ARHGEF11	1609.3428
ARHGEF12	9457.9067	ARHGEF12	7653.1562
ARHGEF15	86.6334	ARHGEF15	1064.6516
ARHGEF16	64.522	ARHGEF16	195.0996
ARHGEF17	524.8754	ARHGEF17	1857.2628
ARHGEF18	317.8976	ARHGEF18	669.5672
ARHGEF19	78.2963	ARHGEF19	294.9393
ARHGEF1	289.6239	ARHGEF1	976.1087
ARHGEF2	1017.4898	ARHGEF2	1585.5278
removed	removed	ARHGEF33	20.4565
ARHGEF35	159.855	ARHGEF35	541.9434
ARHGEF37	43.1355	ARHGEF37	1833.4478
ARHGEF38	31.536	ARHGEF38	37.8597
ARHGEF3	372.6325	ARHGEF3	1509.8084
ARHGEF4	8.3371	ARHGEF4	243.6455
ARHGEF5	393.6565	ARHGEF5	638.4245
ARHGEF6	419.3928	ARHGEF6	2488.3597
ARHGEF7	1474.2184	ARHGEF7	1879.5512
ARHGEF9	604.9841	ARHGEF9	815.5103
ARID1A	3648.754	ARID1A	2830.9289
ARID1B	1573.5387	ARID1B	2721.9296
ARID2	2452.9225	ARID2	1115.64
ARID3A	130.1314	ARID3A	28.0895
ARID3B	85.9085	ARID3B	136.4781
ARID4A	1286.0897	ARID4A	1103.7325
ARID4B	2551.5179	ARID4B	1773.4371
ARID5A	235.614	ARID5A	1579.1161
ARID5B	917.807	ARID5B	5696.3591
ARIH1	2373.1763	ARIH1	2259.9802
ARIH2	603.1717	ARIH2	1946.7216
ARL10	23.5614	ARL10	56.1789
ARL11	220.0272	ARL11	29.9214
ARL13B	394.744	ARL13B	394.1684
ARL15	984.8663	ARL15	542.8593
ARL16	151.5179	ARL16	288.8329
ARL17A	290.6353	ARL17A	100.6305
ARL17B	17.0947	removed	removed
ARL1	4441.8668	ARL1	2009.0069
ARL2BP	2663.1627	ARL2BP	1472.254
ARL2	214.2275	ARL2	819.7847
ARL3	609.6964	ARL3	619.1894
ARL4A	398.3688	ARL4A	918.4032
ARL4C	1654.3725	ARL4C	1611.1747
ARL4D	12.6869	ARL4D	124.876
ARL5A	1545.2651	ARL5A	944.0501
ARL5B	441.5043	ARL5B	302.5723
ARL6IP1	16918.8944	ARL6IP1	4376.1545
ARL6IP4	231.9891	ARL6IP4	1102.5113
ARL6IP5	4592.2972	ARL6IP5	3727.9597
ARL6IP6	658.6316	ARL6IP6	308.984
ARL6	129.4064	ARL6	87.3216
ARL8A	1626.0988	ARL8A	862.5296
ARL8B	8629.633	ARL8B	2189.1459
ARMC10	1605.6439	ARMC10	667.1949
ARMC1	2468.5093	ARMC1	802.0762
ARMC2	28.9986	ARMC2	62.2853
removed	removed	ARMC4	9.4649
ARMC5	102.2202	ARMC5	264.7126
ARMC6	230.1767	ARMC6	359.6672
ARMC7	243.5886	ARMC7	185.3294
ARMC8	1404.6217	ARMC8	865.5828
ARMC9	192.4785	ARMC9	243.3402
ARMCX1	485.0023	ARMCX1	853.6753
ARMCX2	1762.0299	ARMCX2	813.0677
ARMCX3	1969.3702	ARMCX3	1752.2327
ARMCX5	570.9107	ARMCX5	395.3897
ARMCX6	163.8423	ARMCX6	171.8953
ARNT2	144.6307	ARNT2	350.5076
ARNTL2	118.1695	ARNTL2	72.0556
ARNTL	339.2841	ARNTL	506.2209
ARNT	1707.295	ARNT	2285.0164
ARPC1A	2125.7091	ARPC1A	1970.2313
ARPC1B	660.3353	ARPC1B	865.2775
ARPC2	5516.6289	ARPC2	3207.0834
ARPC3	11667.2406	ARPC3	1968.3994
ARPC4	2196.3897	ARPC4	2218.7192
ARPC5L	950.7929	ARPC5L	402.412
ARPC5	8414.6806	ARPC5	2495.6874
ARPM1	31.8985	ARPM1	58.0108
ARPP19	10881.7399	ARPP19	3828.41
ARRB1	225.1019	ARRB1	1337.3025
ARRB2	363.9329	ARRB2	418.8993
ARRDC1	321.5224	ARRDC1	360.8885
ARRDC2	123.2442	ARRDC2	630.4862
ARRDC3	2494.9705	ARRDC3	3566.4453
ARRDC4	348.3462	ARRDC4	1086.9399
ARSA	145.3557	ARSA	453.7058
ARSB	547.7118	ARSB	250.3626
ARSD	2129.2252	ARSD	2782.9937
ARSE	34.4359	ARSE	27.1735
ARSG	460.7159	ARSG	188.3826
ARSI	56.9098	ARSI	43.0501
ARSJ	182.329	ARSJ	218.3039
removed	removed	ARSK	209.1443
removed	removed	ART3	7.633
removed	removed	ART4	22.5937
removed	removed	ART5	16.4873
ARTN	6.1622	removed	removed
ARV1	1259.266	ARV1	332.1884
ARVCF	12.3244	ARVCF	311.4266
AR	155.1427	AR	661.6289
AS3MT	100.7703	AS3MT	306.5415
ASAH1	6947.7118	ASAH1	4628.0437
ASAH2B	19.2116	ASAH2B	13.7394
ASAM	292.1613	ASAM	995.9545
ASAP1	1750.7929	ASAP1	1335.7759
ASAP2	3151.0648	ASAP2	1289.6725
ASAP3	507.1137	ASAP3	1133.9592
ASB13	437.1545	ASB13	593.8478
ASB14	9.0621	ASB14	14.6554
removed	removed	ASB16	13.0891
ASB1	123.8496	ASB1	845.3797
removed	removed	ASB2	46.714
ASB3	702.4921	ASB3	352.0342
ASB4	5.7997	removed	removed
ASB6	316.2592	ASB6	628.1475
ASB7	806.1622	ASB7	561.7892
ASB8	1011.6901	ASB8	856.7285
ASB9	10.8745	ASB9	65.3385
ASCC1	598.4594	ASCC1	371.2694
ASCC2	624.1957	ASCC2	1000.229
ASCC3	2815.768	ASCC3	1131.2114
ASCL1	113.0947	removed	removed
ASCL2	60.8971	ASCL2	11.2968
ASF1A	1047.9384	ASF1A	475.3836
ASF1B	964.2048	ASF1B	54.0417
removed	removed	ASGR1	10.3809
ASH1L	3178.599	ASH1L	4085.6881
ASH2L	2967.2859	ASH2L	1209.3733
ASL	213.14	ASL	352.6448
ASMTL	215.6774	ASMTL	635.982
ASNA1	689.8052	ASNA1	805.4347
ASNSD1	1053.3756	ASNSD1	1159.3008
ASNS	1196.5564	ASNS	431.7228
removed	removed	ASPA	114.1898
removed	removed	ASPG	13.4341
ASPHD1	14.8618	ASPHD1	14.0447
ASPHD2	48.2102	ASPHD2	45.4927
ASPH	2618.0009	ASPH	7980.0412
ASPM	1578.976	ASPM	36.0278
ASPN	9531.8532	ASPN	383.1769
ASPRV1	11.0884	ASPRV1	115.121
ASPSCR1	140.6434	ASPSCR1	164.8729
ASRGL1	40.2356	ASRGL1	81.2152
ASS1	1722.8817	ASS1	2258.7589
ASTE1	286.8981	ASTE1	278.7543
removed	removed	ASTN1	143.5005
ASTN2	61.2596	ASTN2	226.5476
ASXL1	1033.8015	ASXL1	2317.6857
ASXL2	595.5596	ASXL2	1084.192
removed	removed	ASXL3	41.5235
ATAD1	1603.2623	ATAD1	1170.5977
ATAD2B	676.0308	ATAD2B	389.5886
ATAD2	4174.3543	ATAD2	446.3781
ATAD3A	53.285	ATAD3A	238.4551
ATAD3B	28.2737	ATAD3B	175.5591
ATAD3C	403.4436	ATAD3C	90.9854
ATAD5	150.068	ATAD5	101.3663
ATE1	313.1853	ATE1	409.4344
ATF1	996.4658	ATF1	698.8779
ATF2	623.1083	ATF2	681.4747
ATF3	216.0399	ATF3	4116.9376
ATF4	3854.6443	ATF4	5867.6437
ATF5	463.2533	ATF5	496.1453
ATF6B	997.4372	ATF6B	1956.4919
ATF6	3045.9447	ATF6	1857.8734
ATF7IP2	158.7676	ATF7IP2	84.879
ATF7IP	1384.6851	ATF7IP	1433.4784
ATF7	2172.3607	ATF7	2473.2555
ATG10	86.271	ATG10	131.8983
ATG12	1128.7721	ATG12	551.103
ATG16L1	693.43	ATG16L1	647.8895
ATG16L2	119.5324	ATG16L2	269.2222
ATG2A	232.7141	ATG2A	646.3629
ATG2B	1384.6851	ATG2B	1778.1849
ATG3	1345.1744	ATG3	704.0684
ATG4A	620.9334	ATG4A	282.7265
ATG4B	234.889	ATG4B	787.7261
ATG4C	245.401	ATG4C	283.9478
ATG4D	197.4155	ATG4D	165.6332
ATG5	1521.7037	ATG5	764.8271
ATG7	1033.3194	ATG7	602.1098
ATG9A	582.4776	ATG9A	1488.2436
ATG9B	25.7979	ATG9B	11.651
ATHL1	339.2841	ATHL1	695.5194
ATIC	2443.1355	ATIC	1211.2053
ATL1	355.2333	ATL1	555.9881
ATL2	1386.4975	ATL2	1861.5373
ATL3	1180.2447	ATL3	586.5201
ATMIN	2775.1699	ATMIN	2445.9202
ATM	1443.7698	ATM	2062.7433
ATN1	3819.8459	ATN1	5932.9822
removed	removed	ATOH8	428.3642
ATOX1	1062.0752	ATOX1	423.1738
ATP10A	246.126	ATP10A	146.5537
ATP10B	163.8423	ATP10B	7.3277
ATP10D	642.3199	ATP10D	854.8966
ATP11A	587.2225	ATP11A	869.2466
ATP11B	2524.3317	ATP11B	1963.5142
ATP11C	867.7843	ATP11C	860.6977
ATP13A1	706.8419	ATP13A1	956.2629
ATP13A2	224.0145	ATP13A2	588.352
ATP13A3	4735.1155	ATP13A3	2123.8073
removed	removed	ATP13A4	158.4612
removed	removed	ATP13A5	136.1728
ATP1A1	6718.2601	ATP1A1	12253.0921
ATP1A2	10.8745	ATP1A2	1420.0443
ATP1A3	164.5673	removed	removed
removed	removed	ATP1A4	64.4226
ATP1B1	525.6729	ATP1B1	3952.5349
ATP1B2	18.8491	ATP1B2	182.2762
ATP1B3	3747.7118	ATP1B3	1517.1361
ATP2A1	6.1622	ATP2A1	5.1904
ATP2A2	10760.6706	ATP2A2	5675.9026
ATP2A3	257.0005	ATP2A3	488.207
ATP2B1	2118.3507	ATP2B1	2496.6033
ATP2B2	12.3244	ATP2B2	6.1064
ATP2B4	3673.7653	ATP2B4	6030.074
ATP2C1	2582.5174	ATP2C1	2960.9984
ATP2C2	89.8958	ATP2C2	234.1806
ATP5A1	6899.8641	ATP5A1	8158.1559
ATP5B	15869.8686	ATP5B	8719.0291
ATP5C1	6518.5319	ATP5C1	1961.377
ATP5D	158.4051	ATP5D	309.9
ATP5EP2	73.9465	ATP5EP2	19.8458
ATP5E	7395.3783	ATP5E	2354.9347
ATP5F1	5232.0797	ATP5F1	2031.2953
ATP5G1	1620.6615	ATP5G1	421.9525
ATP5G2	7621.2053	ATP5G2	3651.019
ATP5G3	2460.8971	ATP5G3	1837.7223
ATP5H	4313.9103	ATP5H	1364.7813
ATP5I	708.2918	ATP5I	750.7091
ATP5J2	1385.4101	ATP5J2	785.2347
ATP5J	1835.9764	ATP5J	1048.781
ATP5L	3882.918	ATP5L	1917.4109
ATP5O	3863.3439	ATP5O	2446.8361
ATP5SL	693.43	ATP5SL	649.7214
ATP5S	353.7834	ATP5S	122.7387
ATP6AP1L	50.0227	ATP6AP1L	87.3216
ATP6AP1	5458.9941	ATP6AP1	2365.9263
ATP6AP2	4546.9869	ATP6AP2	3027.8605
ATP6V0A1	1335.0249	ATP6V0A1	1820.9297
ATP6V0A2	876.8464	ATP6V0A2	552.3243
ATP6V0A4	119.6194	ATP6V0A4	22.5937
ATP6V0B	2008.8808	ATP6V0B	877.4903
ATP6V0C	3351.6883	ATP6V0C	1093.3517
ATP6V0D1	1303.1264	ATP6V0D1	1232.2723
ATP6V0D2	110.5573	ATP6V0D2	16.182
ATP6V0E1	6782.0571	ATP6V0E1	2177.5437
ATP6V0E2	844.5854	ATP6V0E2	516.2629
ATP6V1A	8304.8482	ATP6V1A	1899.0917
ATP6V1B1	183.4164	ATP6V1B1	221.3571
ATP6V1B2	3544.3589	ATP6V1B2	1829.1733
ATP6V1C1	4384.5945	ATP6V1C1	1828.5627
ATP6V1C2	122.1097	ATP6V1C2	104.0837
ATP6V1D	1429.2705	ATP6V1D	831.3869
ATP6V1E1	2109.6511	ATP6V1E1	2018.1666
ATP6V1E2	19.9366	ATP6V1E2	72.6662
ATP6V1F	2030.9923	ATP6V1F	862.2243
ATP6V1G1	3406.2528	ATP6V1G1	1776.353
ATP6V1G2	134.8437	ATP6V1G2	20.4565
ATP6V1H	2998.4594	ATP6V1H	913.8234
ATP7A	764.1142	ATP7A	896.1148
ATP7B	164.2048	ATP7B	298.2978
ATP8A1	496.9642	ATP8A1	875.0477
ATP8A2	36.9733	ATP8A2	18.9299
ATP8B1	3258.2945	ATP8B1	1202.5677
ATP8B2	532.85	ATP8B2	1727.807
ATP8B3	34.7984	ATP8B3	19.5405
ATP8B4	59.8097	ATP8B4	123.96
ATP8B5P	44.5854	ATP8B5P	25.0363
ATP9A	3323.9692	ATP9A	4090.0695
ATP9B	221.8396	ATP9B	634.1501
ATPAF1	1939.5233	ATPAF1	1212.8631
ATPAF2	125.4191	ATPAF2	216.472
ATPBD4	666.9687	ATPBD4	172.5059
ATPIF1	1219.7553	ATPIF1	601.4808
ATRIP	162.2256	ATRIP	272.5074
ATRNL1	660.0816	ATRNL1	57.0949
ATRN	1440.145	ATRN	2750.3244
ATRX	2912.1885	ATRX	3542.0197
ATR	1522.4286	ATR	1116.8613
ATXN10	3534.9343	ATXN10	2016.9453
ATXN1L	900.7485	ATXN1L	2438.8978
ATXN1	1423.8333	ATXN1	1153.4997
ATXN2L	1637.6982	ATXN2L	1914.3577
ATXN2	1426.7331	ATXN2	791.39
ATXN3	502.039	ATXN3	720.5557
ATXN7L1	181.2415	ATXN7L1	314.4798
ATXN7L2	28.2737	ATXN7L2	91.9014
ATXN7L3B	3391.0285	ATXN7L3B	3627.8147
ATXN7L3	481.3774	ATXN7L3	1118.6932
ATXN7	611.1464	ATXN7	942.2182
AUH	146.4431	AUH	344.7065
AUP1	1537.8487	AUP1	1468.694
AURKAIP1	139.9184	AURKAIP1	435.3866
AURKAPS1	17.3992	AURKAPS1	7.0224
AURKA	1123.3348	AURKA	50.0725
AURKB	139.1935	AURKB	8.8543
removed	removed	AURKC	8.8543
AUTS2	415.768	AUTS2	1936.0354
AVEN	236.7014	AVEN	134.3409
AVIL	28.9986	AVIL	54.0417
AVL9	699.2297	AVL9	348.981
AVPI1	38.0607	AVPI1	391.4205
AVPR1A	34.0734	AVPR1A	116.9376
removed	removed	AVPR2	62.2853
AXIN1	145.3557	AXIN1	526.0667
AXIN2	84.821	AXIN2	374.7714
AXL	1536.203	AXL	1957.7132
AZGP1	2764.6579	AZGP1	13459.1253
AZI1	19.2116	AZI1	148.9963
AZI2	2455.4599	AZI2	1381.8792
AZIN1	8595.9221	AZIN1	4228.0742
B2M	40057.6348	B2M	34309.442
B3GALNT1	1143.9964	B3GALNT1	486.3751
B3GALNT2	1552.2936	B3GALNT2	743.015
removed	removed	B3GALT1	26.8682
B3GALT2	5.7997	B3GALT2	10.3809
B3GALT4	47.8478	B3GALT4	121.5174
removed	removed	B3GALT5	68.3917
B3GALT6	428.4549	B3GALT6	365.4683
B3GALTL	244.3135	B3GALTL	315.3958
removed	removed	B3GAT1	76.9407
B3GAT2	5.1038	B3GAT2	10.3229
B3GAT3	270.4123	B3GAT3	342.2639
B3GNT1	328.0471	B3GNT1	578.8871
B3GNT2	1718.8944	B3GNT2	1566.9033
B3GNT3	28.2737	B3GNT3	117.8536
B3GNT5	159.4925	B3GNT5	490.6496
B3GNT7	46.0353	B3GNT7	88.5429
B3GNT8	35.1609	B3GNT8	44.2714
B3GNT9	308.4875	B3GNT9	209.5046
B3GNTL1	24.1377	B3GNTL1	34.3455
B4GALNT1	164.676	B4GALNT1	36.153
B4GALNT3	93.1581	B4GALNT3	122.4334
B4GALNT4	44.2229	B4GALNT4	111.7472
B4GALT1	5215.768	B4GALT1	3799.0993
B4GALT2	323.6973	B4GALT2	544.6912
B4GALT3	780.0634	B4GALT3	606.9766
B4GALT4	568.0109	B4GALT4	394.779
B4GALT5	833.7109	B4GALT5	1940.9205
B4GALT6	148.9805	B4GALT6	137.6994
B4GALT7	154.7802	B4GALT7	293.718
B9D1	56.9098	B9D1	113.9852
B9D2	16.9388	B9D2	72.6662
BAALC	81.5587	BAALC	163.3463
BACE1	1855.188	BACE1	1399.8931
BACE2	478.1151	BACE2	1048.1643
BACH1	1600.725	BACH1	1525.9904
BACH2	88.8083	BACH2	366.9949
BAD	245.8831	BAD	381.7968
BAG1	478.8401	BAG1	1325.1813
BAG2	619.121	BAG2	260.7435
BAG3	1150.1586	BAG3	1576.0629
BAG4	827.1862	BAG4	241.5083
BAG5	1097.2361	BAG5	2148.233
BAGE2	12.1323	BAGE2	9.1657
BAHCC1	44.5854	BAHCC1	549.8817
BAHD1	685.4554	BAHD1	769.7122
BAI1	5.7997	BAI1	29.9214
BAI2	41.6855	BAI2	128.8451
removed	removed	BAI3	20.4565
BAIAP2L1	586.4975	BAIAP2L1	558.736
BAIAP2L2	30.4486	BAIAP2L2	8.549
BAIAP2	553.5116	BAIAP2	759.3313
BAIAP3	24.0689	BAIAP3	177.9742
BAK1	365.0204	BAK1	201.8167
BAMBI	124.3317	BAMBI	890.3137
BANF1	3642.9542	BANF1	1346.1568
removed	removed	BANK1	97.3971
BANP	80.8337	BANP	204.5645
BAP1	427.3675	BAP1	1500.3435
BARD1	103.3077	BARD1	118.4642
BARX2	308.473	BARX2	911.0755
BASP1	780.0634	BASP1	272.6509
BAT1	3714.0009	BAT1	6059.0795
BAT2L1	1932.3715	BAT2L1	6829.3901
BAT2L2	6608.0652	BAT2L2	6178.1543
BAT2	3341.7309	BAT2	6014.1974
BAT3	1755.1427	BAT3	3431.1488
BAT4	127.9565	BAT4	307.4574
BAT5	424.1051	BAT5	719.6397
BATF2	84.0961	BATF2	52.5151
removed	removed	BATF3	23.2043
BATF	12.6869	BATF	65.0332
BAX	279.1119	BAX	237.5391
BAZ1A	2769.7327	BAZ1A	1144.0348
BAZ1B	2371.3638	BAZ1B	2779.3298
BAZ2A	3182.7929	BAZ2A	3763.4196
BAZ2B	771.9837	BAZ2B	1737.1285
BBC3	13.7744	BBC3	44.5767
removed	removed	BBOX1	341.9586
BBS10	708.6543	BBS10	554.4615
BBS12	201.903	BBS12	170.674
BBS1	902.9452	BBS1	1206.3201
BBS2	1163.9329	BBS2	1221.8915
BBS4	546.6244	BBS4	467.4452
BBS5	86.4739	BBS5	270.3336
BBS7	364.2954	BBS7	455.2324
BBS9	454.9162	BBS9	361.1938
BBX	2948.4368	BBX	3168.3078
BCAM	1448.1196	BCAM	3832.9898
removed	removed	BCAN	31.1427
BCAP29	2743.9964	BCAP29	1328.4482
BCAP31	6127.0503	BCAP31	3644.9126
BCAR1	569.4608	BCAR1	803.6028
BCAR3	507.8387	BCAR3	686.6621
BCAS1	360.3081	BCAS1	328.2192
BCAS2	1240.3299	BCAS2	926.0942
BCAS3	889.8958	BCAS3	586.8254
BCAS4	694.5174	BCAS4	404.244
BCAT1	1063.8876	BCAT1	208.5337
BCAT2	507.4762	BCAT2	385.3141
BCCIP	1521.7145	BCCIP	913.1333
BCDIN3D	366.2746	BCDIN3D	168.6253
BCHE	34.4359	BCHE	41.2182
BCKDHA	460.7159	BCKDHA	828.8405
BCKDHB	838.4232	BCKDHB	657.0491
BCKDK	671.3185	BCKDK	789.2527
BCL10	1110.2855	BCL10	556.5987
BCL11A	17.3992	BCL11A	167.9261
BCL11B	264.2501	BCL11B	112.9685
BCL2A1	28.6362	BCL2A1	25.0363
BCL2L11	1386.86	BCL2L11	991.68
BCL2L12	111.652	BCL2L12	132.2036
BCL2L13	1379.2478	BCL2L13	1464.9263
removed	removed	BCL2L14	10.0756
removed	removed	BCL2L15	9.7702
BCL2L1	2972.3607	BCL2L1	1781.5434
BCL2L2	1766.0245	BCL2L2	1718.5986
BCL2	1141.8215	BCL2	2396.153
