gene_id	TCGA-GI-A2C9-01A-11R-A21T-07	gene_id	TCGA-GI-A2C9-11A-22R-A21T-07
removed	removed	MYOM2	51.2249
MYOM3	10.3523	MYOM3	86.5415
removed	removed	MYOZ1	16.5447
removed	removed	MYOZ2	6.3633
MYOZ3	14.3597	MYOZ3	26.0897
MYPOP	222.4077	MYPOP	111.6767
removed	removed	MYRIP	332.8031
MYSM1	165.9709	MYSM1	220.8081
MYST1	508.933	MYST1	680.2418
MYST2	1039.2386	MYST2	1028.6351
MYST3	1415.5953	MYST3	2193.1276
MYST4	562.6983	MYST4	1137.4483
MZF1	144.2845	MZF1	384.0025
N4BP1	1582.568	N4BP1	1487.4324
N4BP2L1	176.3233	N4BP2L1	755.9656
N4BP2L2	1279.0115	N4BP2L2	2119.6309
N4BP2	149.6076	N4BP2	288.896
N4BP3	300.885	N4BP3	188.0369
N6AMT1	165.3031	N6AMT1	250.0795
N6AMT2	112.2057	N6AMT2	156.2202
NAA10	1107.6974	NAA10	618.1992
NAA15	1526.4652	NAA15	1053.1339
NAA16	228.0848	NAA16	353.1658
NAA20	1196.8609	NAA20	838.0528
NAA25	533.3111	NAA25	587.6551
NAA30	428.1182	NAA30	567.9287
NAA35	537.6524	NAA35	393.573
NAA38	435.465	NAA38	398.6637
NAA40	540.3239	NAA40	452.434
NAA50	3102.6883	NAA50	2794.7821
NAAA	568.0414	NAAA	606.7451
NAALAD2	10.0184	NAALAD2	136.4938
NAALADL1	24.378	NAALADL1	111.0404
NAALADL2	134.2461	NAALADL2	492.8412
NAB1	1378.1934	NAB1	1950.3659
NAB2	594.0892	NAB2	927.776
NACA2	107.1965	NACA2	89.7232
NACAD	65.1194	NACAD	203.6271
NACAP1	156.2865	NACAP1	160.3563
NACA	16439.4724	NACA	16179.4464
NACC1	1746.5353	NACC1	959.2746
NACC2	57.1047	NACC2	60.4518
NADK	1270.9968	NADK	1147.9478
removed	removed	NADSYN1	750.2386
NAE1	1149.7746	NAE1	797.9637
NAF1	148.6058	NAF1	263.1244
NAGA	1763.5665	NAGA	859.6882
NAGK	1138.7544	NAGK	1039.7709
NAGLU	508.933	NAGLU	718.1037
NAGPA	227.2199	NAGPA	154.6293
NAGS	96.5103	NAGS	34.6802
NAIF1	154.9507	NAIF1	218.581
NAIP	63.4497	NAIP	104.6771
NALCN	411.087	NALCN	136.1756
NAMPT	2192.3526	NAMPT	4927.1397
NANOS1	368.342	NANOS1	185.8097
removed	removed	NANOS3	7.9542
NANP	340.2905	NANP	181.3554
NANS	743.3628	NANS	713.013
NAP1L1	7211.8885	NAP1L1	7325.4852
NAP1L2	32.0588	NAP1L2	192.4913
NAP1L3	74.4699	NAP1L3	127.5851
NAP1L4	2018.367	NAP1L4	2612.7903
NAP1L5	34.0624	NAP1L5	381.8008
NAP1L6	7.0129	removed	removed
NAPA	2671.8951	NAPA	2147.2829
NAPB	298.8813	NAPB	286.987
NAPEPLD	479.9265	NAPEPLD	335.4407
NAPG	1161.1287	NAPG	833.2803
NAPRT1	430.7898	NAPRT1	447.9796
NAPSA	20.0367	NAPSA	141.5845
NAPSB	78.1433	NAPSB	177.8556
NARFL	633.4947	NARFL	343.6207
NARF	1026.2147	NARF	635.062
NARG2	677.9095	NARG2	1002.2272
NARS2	376.6906	NARS2	299.0773
NARS	2561.0286	NARS	2723.5126
NASP	1724.8289	NASP	2537.0665
NAT10	1845.3832	NAT10	1068.406
NAT14	310.5694	NAT14	133.6303
NAT15	1244.9491	NAT15	918.5492
NAT1	36.0661	NAT1	124.0853
NAT6	104.9023	NAT6	131.7754
NAT8L	53.7652	NAT8L	138.721
NAT8	27.0496	removed	removed
NAT9	1032.5597	NAT9	396.7547
NAV1	584.4047	NAV1	1623.2899
NAV2	2940.5009	NAV2	2750.5027
NAV3	42.745	NAV3	351.2568
NBAS	1297.3785	NBAS	1129.4941
NBEAL1	366.0043	NBEAL1	338.8482
NBEAL2	829.5208	NBEAL2	1420.6172
NBEA	308.8996	NBEA	346.4843
NBL1	3185.5068	NBL1	5348.7114
NBLA00301	21.3725	NBLA00301	37.8619
NBN	2530.3056	NBN	1456.252
NBPF10	721.8501	NBPF10	1223.1594
NBPF14	483.1925	NBPF14	295.3325
NBPF15	104.191	NBPF15	102.8985
NBPF16	86.4919	NBPF16	64.9061
NBPF1	817.1648	NBPF1	865.097
NBPF3	119.2186	NBPF3	137.7665
NBPF4	50.4258	removed	removed
NBPF6	10.3523	removed	removed
NBPF9	393.8988	NBPF9	344.6484
NBR1	2197.0279	NBR1	4379.8918
removed	removed	NBR2	66.497
NCALD	659.5425	NCALD	2761.3745
NCAM1	103.5231	NCAM1	359.8377
NCAM2	7.3468	NCAM2	60.1336
NCAN	5.3431	removed	removed
NCAPD2	4134.2461	NCAPD2	929.3668
NCAPD3	1008.8496	NCAPD3	502.7044
NCAPG2	584.7387	NCAPG2	313.713
NCAPG	500.0601	NCAPG	48.8101
NCAPH2	983.4697	NCAPH2	580.0191
NCAPH	201.3692	NCAPH	49.9523
NCBP1	929.8681	NCBP1	686.5447
NCBP2	3245.617	NCBP2	1562.5199
NCCRP1	148.9397	NCCRP1	207.7633
NCDN	823.1758	NCDN	595.9179
NCEH1	1095.3415	NCEH1	662.1063
NCF1B	10.6863	NCF1B	53.7703
NCF1C	34.0624	NCF1C	44.5434
NCF1	82.1506	NCF1	61.0881
NCF2	400.4007	NCF2	297.8046
NCF4	166.9728	NCF4	263.7607
NCK1	1382.2007	NCK1	771.5558
NCK2	2019.7028	NCK2	1312.4403
NCKAP1L	433.1274	NCKAP1L	430.1623
NCKAP1	9006.178	NCKAP1	4377.9828
NCKAP5L	376.6906	NCKAP5L	883.8689
NCKAP5	125.8975	NCKAP5	243.7162
NCKIPSD	391.7181	NCKIPSD	553.293
NCLN	1576.891	NCLN	867.006
NCL	13268.9932	NCL	13253.8976
NCOA1	1637.3351	NCOA1	2300.35
NCOA2	705.627	NCOA2	815.1448
NCOA3	1156.7874	NCOA3	1539.2937
NCOA4	5025.5468	NCOA4	4853.3248
NCOA5	972.1155	NCOA5	1083.0417
NCOA6	2034.3964	NCOA6	1393.2549
NCOA7	1643.3461	NCOA7	5209.036
NCOR1	1872.0988	NCOR1	2421.2536
NCOR2	2811.8217	NCOR2	4082.7235
NCRNA00081	150.2454	NCRNA00081	232.4626
NCRNA00085	76.8075	NCRNA00085	98.95
NCRNA00086	47.7542	NCRNA00086	165.7652
NCRNA00087	20.0367	NCRNA00087	62.3608
NCRNA00092	26.7156	NCRNA00092	55.3611
removed	removed	NCRNA00093	12.9303
NCRNA00094	481.6196	NCRNA00094	508.7337
NCRNA00095	43.079	NCRNA00095	41.3618
NCRNA00105	49.4239	NCRNA00105	45.8543
NCRNA00107	7.6807	NCRNA00107	9.8632
removed	removed	NCRNA00110	9.8632
NCRNA00115	41.4093	NCRNA00115	20.999
NCRNA00116	126.2314	NCRNA00116	160.3563
NCRNA00120	31.7248	NCRNA00120	48.0433
NCRNA00152	100.8516	NCRNA00152	125.9943
NCRNA00160	7.6807	removed	removed
NCRNA00162	16.0294	NCRNA00162	10.8177
NCRNA00171	25.0259	NCRNA00171	21.3904
removed	removed	NCRNA00173	12.0904
NCRNA00174	71.7983	NCRNA00174	106.2679
NCRNA00176	7.0129	NCRNA00176	8.2724
NCRNA00181	97.9028	NCRNA00181	107.8778
NCRNA00182	34.7303	NCRNA00182	80.1782
NCRNA00183	300.885	NCRNA00183	228.126
NCRNA00188	8550.6762	NCRNA00188	7527.2033
NCRNA00201	940.6812	NCRNA00201	1180.2832
NCRNA00202	7.3468	NCRNA00202	5.727
NCRNA00204B	5.0092	NCRNA00204B	7.636
NCRNA00219	196.6939	NCRNA00219	464.8425
NCS1	675.5719	NCS1	515.7493
NCSTN	3077.1448	NCSTN	2135.8034
NDC80	407.7475	NDC80	27.3624
NDE1	833.6784	NDE1	403.4044
NDEL1	1054.6001	NDEL1	1557.4292
NDFIP1	2850.2254	NDFIP1	3395.8002
NDFIP2	1051.9285	NDFIP2	835.5075
NDNL2	175.6554	NDNL2	504.9316
NDN	135.9158	NDN	835.5075
NDOR1	284.1877	NDOR1	363.6653
NDP	201.3692	NDP	33.4076
NDRG1	5396.8943	NDRG1	6777.2829
NDRG2	5046.5854	NDRG2	11194.7184
NDRG3	1378.8612	NDRG3	912.8221
NDRG4	976.1229	NDRG4	199.1728
NDST1	1752.5463	NDST1	4727.0124
NDST2	340.9584	NDST2	605.7906
NDUFA10	1389.5475	NDUFA10	1309.2587
NDUFA11	1992.4962	NDUFA11	1138.0846
NDUFA12	429.7879	NDUFA12	489.3414
NDUFA13	3343.6033	NDUFA13	1607.9001
NDUFA1	1870.0952	NDUFA1	947.1842
NDUFA2	530.3056	NDUFA2	623.2899
NDUFA3	574.3864	NDUFA3	373.8466
NDUFA4L2	137.2516	NDUFA4L2	342.9844
NDUFA4	3313.074	NDUFA4	2033.4076
NDUFA5	1538.8212	NDUFA5	1257.7156
NDUFA6	1306.729	NDUFA6	637.9255
NDUFA7	700.9517	NDUFA7	350.6204
NDUFA8	617.4654	NDUFA8	576.5192
NDUFA9	2461.8467	NDUFA9	816.0993
NDUFAB1	735.6821	NDUFAB1	529.7486
NDUFAF1	126.2314	NDUFAF1	272.0331
NDUFAF2	134.2461	NDUFAF2	148.5842
NDUFAF3	813.4914	NDUFAF3	690.7413
NDUFAF4	458.1733	NDUFAF4	283.8053
NDUFB10	1296.3767	NDUFB10	791.2822
NDUFB11	1080.9818	NDUFB11	782.6917
NDUFB1	348.3052	NDUFB1	446.0706
NDUFB2	1870.4124	NDUFB2	827.5469
NDUFB3	1031.5579	NDUFB3	420.6172
NDUFB4	1321.7566	NDUFB4	1107.8587
NDUFB5	1959.9265	NDUFB5	914.413
NDUFB6	587.4103	NDUFB6	550.1114
NDUFB7	1686.7591	NDUFB7	796.0547
NDUFB8	903.3562	NDUFB8	1063.5062
NDUFB9	5669.3939	NDUFB9	1426.3506
NDUFC1	752.3794	NDUFC1	558.7019
NDUFC2	1625.647	NDUFC2	1478.2055
NDUFS1	1324.7621	NDUFS1	1044.2253
NDUFS2	2324.2611	NDUFS2	1432.3894
NDUFS3	1560.5543	NDUFS3	800.5759
NDUFS4	682.5847	NDUFS4	587.6551
NDUFS5	2213.3912	NDUFS5	1504.2953
NDUFS6	1231.9252	NDUFS6	576.5192
NDUFS7	716.8643	NDUFS7	509.2523
NDUFS8	1117.0479	NDUFS8	576.2011
NDUFV1	1887.4603	NDUFV1	1715.2402
NDUFV2	1843.7135	NDUFV2	1019.4082
NDUFV3	495.2413	NDUFV3	616.6083
NEAT1	5941.2256	NEAT1	23950.6841
NEBL	6207.0463	NEBL	2065.5425
NEB	18.367	NEB	18.4537
NECAB1	34.0624	NECAB1	197.2638
NECAB2	5.3431	NECAB2	5.4088
NECAB3	281.5161	NECAB3	264.7152
NECAP1	1074.3029	NECAP1	834.553
NECAP2	1631.992	NECAP2	1387.846
NEDD1	423.7769	NEDD1	626.7897
NEDD4L	812.8235	NEDD4L	1279.0328
NEDD4	389.7145	NEDD4	691.6958
NEDD8	1550.1753	NEDD8	1461.979
NEDD9	409.0833	NEDD9	5587.0188
NEFH	23.7101	NEFH	55.043
NEFL	9.0165	NEFL	11.1359
removed	removed	NEFM	27.9892
NEGR1	195.3582	NEGR1	855.8702
NEIL1	64.7854	NEIL1	202.9908
NEIL2	647.5205	NEIL2	375.7556
NEIL3	82.8185	removed	removed
removed	removed	NEK10	118.3583
NEK11	167.6407	NEK11	259.9427
NEK1	308.2318	NEK1	543.1117
NEK2	755.3849	NEK2	14.9539
NEK3	284.5216	NEK3	190.5822
NEK4	310.2354	NEK4	510.3404
NEK5	8.0147	NEK5	9.2269
NEK6	633.1608	NEK6	608.6542
NEK7	1404.909	NEK7	1938.5937
NEK8	56.4368	NEK8	76.6783
NEK9	986.1413	NEK9	2209.6723
NELF	1423.276	NELF	725.7397
NELL2	118.8846	NELL2	73.1785
NENF	1535.1478	NENF	892.4594
NEO1	492.5697	NEO1	1648.4251
NES	738.0197	NES	3486.4779
NET1	5801.3024	NET1	2596.2456
removed	removed	NETO1	8.9087
NETO2	405.076	NETO2	154.6293
NEU1	2907.6641	NEU1	1443.2071
NEU3	116.547	NEU3	95.4502
NEURL1B	860.2438	NEURL1B	946.8661
NEURL2	16.8309	NEURL2	27.1524
NEURL3	95.8424	NEURL3	78.9055
NEURL4	344.2745	NEURL4	597.1524
removed	removed	NEURL	7.3178
removed	removed	NEUROG2	13.6812
NEXN	429.1201	NEXN	840.9163
NF1	1665.0526	NF1	2306.077
NF2	1403.5732	NF2	733.0576
NFAM1	238.4371	NFAM1	215.0811
NFASC	139.1785	NFASC	870.2864
NFAT5	2038.7377	NFAT5	3035.9529
NFATC1	620.4709	NFATC1	975.1829
NFATC2IP	420.4375	NFATC2IP	742.6026
NFATC2	33.7285	NFATC2	199.4909
NFATC3	717.983	NFATC3	854.9157
NFATC4	168.6425	NFATC4	868.915
NFE2L1	12134.2461	NFE2L1	7453.0703
NFE2L2	3344.9524	NFE2L2	4183.7416
NFE2L3	2675.9058	NFE2L3	296.2138
removed	removed	NFE2	10.8177
NFIA	424.7788	NFIA	2155.5838
NFIB	5908.165	NFIB	5966.9106
NFIC	1099.0149	NFIC	895.0048
NFIL3	857.5722	NFIL3	2228.4442
NFIX	5990.9835	NFIX	4188.3551
NFKB1	1295.7088	NFKB1	1727.6487
NFKB2	1200.2004	NFKB2	1083.0417
NFKBIA	1468.3587	NFKBIA	3459.7518
NFKBIB	729.0032	NFKBIB	332.4849
NFKBID	32.0588	NFKBID	100.2227
NFKBIE	541.3258	NFKBIE	208.0815
NFKBIL1	409.0833	NFKBIL1	451.1613
NFKBIL2	251.0736	NFKBIL2	120.9036
NFKBIZ	329.2703	NFKBIZ	2720.9672
NFRKB	1121.0553	NFRKB	879.0964
NFS1	562.3643	NFS1	457.8428
NFU1	514.9441	NFU1	649.0614
NFX1	759.7262	NFX1	1204.8998
NFXL1	562.184	NFXL1	274.5784
NFYA	1561.1955	NFYA	1122.4944
NFYB	442.1439	NFYB	959.5927
NFYC	1218.6442	NFYC	881.2599
NGDN	461.1788	NGDN	609.2905
NGEF	314.2428	NGEF	76.9965
NGFRAP1	1438.9714	NGFRAP1	1473.1149
NGFR	63.1157	NGFR	1567.2924
NGF	5.6771	NGF	37.5437
NGLY1	741.3592	NGLY1	716.5129
NGRN	3651.3475	NGRN	2259.4496
NHEDC1	5.6771	NHEDC1	6.6815
NHEDC2	418.4338	NHEDC2	216.0356
NHEJ1	188.1316	NHEJ1	285.727
NHLRC1	203.0389	NHLRC1	38.4983
NHLRC2	164.9691	NHLRC2	210.6268
NHLRC3	627.4837	NHLRC3	838.371
NHLRC4	8.6826	NHLRC4	51.5431
NHP2L1	3152.1122	NHP2L1	1894.3684
NHP2	1769.2436	NHP2	948.7751
NHSL1	679.2453	NHSL1	459.1155
NHSL2	41.7432	NHSL2	168.9469
NHS	259.1418	NHS	334.7121
NICN1	212.2224	NICN1	429.6946
NID1	2600.728	NID1	3957.2669
NID2	558.023	NID2	581.6099
NIF3L1	507.9312	NIF3L1	421.5717
NINJ1	1900.8182	NINJ1	1236.7165
NINJ2	357.1815	NINJ2	104.3589
NINL	650.192	NINL	314.0312
NIN	1486.0578	NIN	1530.385
NIP7	1064.6185	NIP7	747.6933
NIPA1	310.9033	NIPA1	455.9338
NIPA2	752.3794	NIPA2	979.9555
NIPAL1	75.4717	NIPAL1	108.4951
NIPAL2	152.2792	NIPAL2	336.6211
NIPAL3	2139.9232	NIPAL3	1461.3427
NIPAL4	11.3541	removed	removed
NIPBL	1388.8796	NIPBL	2505.5679
NIPSNAP1	3540.157	NIPSNAP1	862.8699
NIPSNAP3A	598.4305	NIPSNAP3A	613.7448
NIPSNAP3B	27.7175	NIPSNAP3B	91.0213
NISCH	955.0843	NISCH	2979.3191
NIT1	481.2924	NIT1	469.3032
NIT2	781.7666	NIT2	507.7951
NKAIN1	14.0257	NKAIN1	6.6815
NKAIN2	10.3523	NKAIN2	11.454
NKAIN4	7.6807	NKAIN4	6.0452
NKAPL	6.011	NKAPL	40.7254
NKAP	440.4742	NKAP	400.5727
NKD1	173.6517	NKD1	22.908
NKD2	137.5856	NKD2	85.2689
NKG7	29.3872	NKG7	76.9965
NKIRAS1	196.6939	NKIRAS1	265.0334
NKIRAS2	883.62	NKIRAS2	762.329
NKPD1	18.0331	NKPD1	41.9981
NKRF	440.1403	NKRF	373.2103
NKTR	1342.1272	NKTR	2737.5119
NKX1-2	8.0147	removed	removed
removed	removed	NKX2-1	26.7261
NKX2-3	13.3578	removed	removed
NKX2-5	64.4515	NKX2-5	8.2724
NKX2-8	5.3431	NKX2-8	8.5905
NKX3-1	39.4056	NKX3-1	207.1269
NKX3-2	34.3964	NKX3-2	5.0907
NKX6-1	67.457	removed	removed
NLE1	314.5767	NLE1	292.3958
NLGN1	10.3523	NLGN1	41.0436
NLGN2	676.5737	NLGN2	943.6844
NLGN3	28.7193	NLGN3	66.497
NLGN4X	78.4772	NLGN4X	358.2564
NLK	490.566	NLK	368.4378
NLN	766.739	NLN	286.3506
NLRC3	84.8222	NLRC3	121.2218
NLRC4	35.3982	NLRC4	54.0885
NLRC5	1243.2793	NLRC5	631.8804
NLRP12	7.0129	NLRP12	13.363
NLRP1	155.2847	NLRP1	825.008
NLRP2	1536.4836	NLRP2	364.938
NLRP3	79.813	NLRP3	274.2603
removed	removed	NLRP6	5.4088
NLRP7	29.3872	NLRP7	5.4088
NLRP9	7.0129	removed	removed
NLRX1	405.076	NLRX1	503.9771
NMBR	6.011	removed	removed
NMB	185.6737	NMB	177.8556
NMD3	2087.4937	NMD3	1181.3554
NME1-NME2	166.2348	NME1-NME2	64.1266
NME1	2122.6415	NME1	686.1756
NME2P1	58.1065	NME2P1	37.2256
NME2	10128.8896	NME2	5107.4769
NME3	568.7093	NME3	452.1158
NME4	1629.9883	NME4	883.8689
NME5	21.3725	NME5	57.5883
NME6	214.0591	NME6	158.4473
NME7	275.7222	NME7	185.078
NMI	687.26	NMI	445.4343
NMNAT1	407.0796	NMNAT1	278.0783
NMNAT2	1114.0424	NMNAT2	221.7626
NMNAT3	19.0349	NMNAT3	177.2192
NMRAL1	869.2603	NMRAL1	492.2049
NMT1	3034.5634	NMT1	2341.0754
NMT2	880.2805	NMT2	686.9233
NMUR1	46.7524	NMUR1	56.6338
NMU	115.5452	removed	removed
removed	removed	NNAT	76.042
NNMT	1399.5659	NNMT	3783.328
NNT	1738.8546	NNT	859.37
NOB1	1372.5163	NOB1	1077.6328
NOC2L	2626.168	NOC2L	1463.0862
NOC3L	538.9881	NOC3L	454.343
NOC4L	229.7546	NOC4L	278.0783
NOD1	205.3765	NOD1	605.4725
NOD2	332.9437	NOD2	87.8142
removed	removed	NODAL	9.2269
removed	removed	NOG	6.9997
NOL10	1083.6534	NOL10	549.1569
NOL11	1293.0372	NOL11	841.8708
NOL12	349.641	NOL12	236.7165
NOL3	288.529	NOL3	309.5768
NOL4	22.0404	NOL4	5.727
NOL6	817.8327	NOL6	916.322
NOL7	399.065	NOL7	645.8797
NOL8	623.4764	NOL8	812.5994
NOL9	210.0518	NOL9	233.5348
NOLC1	2619.803	NOLC1	2616.2902
NOM1	338.2869	NOM1	562.2017
NOMO1	4723.3261	NOMO1	2118.6764
NOMO2	1066.6221	NOMO2	772.1922
NOMO3	980.7981	NOMO3	348.0751
NONO	7046.9194	NONO	5515.7493
NOP10	540.6579	NOP10	647.4706
NOP14	901.5695	NOP14	839.6277
NOP16	318.2501	NOP16	223.3535
NOP2	2298.8813	NOP2	612.4722
NOP56	2007.0129	NOP56	1712.0585
NOP58	2352.9805	NOP58	1408.2087
NOS1AP	31.3909	NOS1AP	166.7197
NOS1	34.0624	NOS1	15.9084
NOS2	35.4216	NOS2	5.1352
NOS3	356.8242	NOS3	636.9233
NOSIP	602.1039	NOSIP	675.7875
NOSTRIN	40.4074	NOSTRIN	610.5632
NOTCH1	1142.0938	NOTCH1	2160.6745
NOTCH2NL	838.5941	NOTCH2NL	639.44
NOTCH2	8318.918	NOTCH2	5992.6822
NOTCH3	2618.1332	NOTCH3	4992.6822
NOTCH4	173.9856	NOTCH4	1792.2367
NOTUM	293.8721	removed	removed
NOVA1	22.3744	NOVA1	853.9612
NOVA2	11.0202	NOVA2	94.4957
NOV	396.7273	NOV	851.734
NOX4	166.3049	NOX4	252.6249
removed	removed	NOX5	6.707
NOXA1	74.4699	NOXA1	119.3128
NOXO1	6.345	NOXO1	11.454
NPAS1	25.7138	NPAS1	6.6815
NPAS2	471.1972	NPAS2	318.4855
NPAS3	45.4166	NPAS3	182.6281
removed	removed	NPAS4	19.4082
NPAT	552.6799	NPAT	550.1114
NPB	15.6954	removed	removed
NPC1L1	11.3541	NPC1L1	18.1355
NPC1	1988.3453	NPC1	996.7197
NPC2	3500.7514	NPC2	3249.7614
NPDC1	626.4819	NPDC1	1584.4734
NPEPL1	474.2027	NPEPL1	605.7906
NPEPPS	2258.4739	NPEPPS	1904.5498
removed	removed	NPFFR2	6.0452
removed	removed	NPFF	14.3175
NPHP1	82.4846	NPHP1	175.3102
NPHP3	247.1197	NPHP3	818.3264
NPHP4	350.3089	NPHP4	269.1696
NPHS1	11.3541	removed	removed
NPHS2	7.0129	removed	removed
NPIPL3	168.0614	NPIPL3	679.6755
NPIP	717.5054	NPIP	1205.272
NPLOC4	3287.3602	NPLOC4	1853.3248
NPL	353.9823	NPL	177.5374
NPM1	8148.9397	NPM1	8007.3178
NPM2	80.1469	NPM2	34.3621
NPM3	498.9147	NPM3	288.896
NPNT	393.0539	NPNT	1013.9994
NPR1	84.4882	NPR1	1369.7105
NPR2	86.4919	NPR2	488.0687
NPR3	71.7983	NPR3	89.7232
NPRL2	265.1027	NPRL2	261.7499
NPRL3	1744.1977	NPRL3	538.6573
NPTN	2399.3989	NPTN	2881.3236
removed	removed	NPTX1	40.4073
NPTX2	96.8442	NPTX2	91.314
NPTXR	815.1611	NPTXR	482.3417
NPW	7.0129	removed	removed
NPY1R	161.9636	NPY1R	1167.6742
removed	removed	NPY2R	381.1645
removed	removed	NPY5R	48.0433
NPY	246.1179	removed	removed
NQO1	3535.1478	NQO1	1247.5342
NQO2	488.2284	NQO2	461.6608
NR1D1	379.0215	NR1D1	435.4566
NR1D2	1733.1775	NR1D2	2130.1304
NR1H2	1807.3134	NR1H2	1545.657
NR1H3	313.5749	NR1H3	717.4769
NR1I2	10.6863	removed	removed
NR1I3	12.4428	NR1I3	10.4232
NR2C1	156.6205	NR2C1	457.2065
NR2C2AP	809.5842	NR2C2AP	314.7661
NR2C2	996.1062	NR2C2	1152.3799
NR2F1	50.4258	NR2F1	364.3016
NR2F2	1837.7025	NR2F2	1793.5094
NR2F6	887.2934	NR2F6	539.6118
NR3C1	946.4017	NR3C1	3049.6341
NR3C2	183.6701	NR3C2	594.973
NR4A1	1915.1778	NR4A1	40164.1744
NR4A2	179.3288	NR4A2	4548.5205
NR4A3	55.435	NR4A3	3271.7149
NR5A2	25.7138	NR5A2	370.9831
removed	removed	NR6A1	8.2724
NRARP	263.1491	NRARP	376.7101
NRAS	2548.6726	NRAS	1332.4849
NRBF2	564.368	NRBF2	667.5151
NRBP1	1837.7025	NRBP1	2034.3621
NRBP2	1793.9556	NRBP2	1180.7191
NRCAM	158.6241	NRCAM	62.679
NRD1	4431.1237	NRD1	2441.9345
NRF1	345.6337	NRF1	485.8416
removed	removed	NRG1	98.6319
NRG2	45.0827	NRG2	94.1775
removed	removed	NRG3	18.4537
NRGN	24.378	NRGN	84.3143
NRIP1	913.0072	NRIP1	1660.1973
NRIP2	28.7193	NRIP2	175.9465
NRIP3	164.9691	NRIP3	95.132
NRK	12.6899	NRK	54.4066
NRL	16.4836	NRL	18.6478
NRM	337.619	NRM	224.6262
NRN1	194.3563	NRN1	1304.8043
NRP1	1452.3293	NRP1	4041.3618
NRP2	4671.5645	NRP2	949.7296
NRSN2	412.0888	NRSN2	558.7019
NRTN	75.1378	NRTN	18.1355
NRXN1	5.0092	NRXN1	58.2246
NRXN2	24.378	NRXN2	219.5355
NRXN3	5.0092	NRXN3	32.4531
NSA2	1481.3825	NSA2	2321.349
NSD1	1542.8285	NSD1	2023.5444
NSDHL	549.0065	NSDHL	364.3016
NSFL1C	1274.6702	NSFL1C	1519.2491
NSF	1529.1368	NSF	856.5065
NSL1	530.6395	NSL1	592.7458
NSMAF	809.4841	NSMAF	684.0598
NSMCE1	554.6836	NSMCE1	750.2386
NSMCE2	443.4797	NSMCE2	243.398
NSMCE4A	426.4485	NSMCE4A	616.9265
NSUN2	2111.2039	NSUN2	1527.2033
NSUN3	166.9728	NSUN3	125.0398
NSUN4	617.1314	NSUN4	532.6122
NSUN5P1	107.1965	NSUN5P1	97.3592
NSUN5P2	281.3324	NSUN5P2	272.4976
NSUN5	585.4066	NSUN5	341.3936
NSUN6	327.9345	NSUN6	277.7601
NSUN7	171.648	NSUN7	168.6287
NT5C2	1573.2176	NT5C2	1486.1597
NT5C3L	780.4308	NT5C3L	582.8826
NT5C3	642.8452	NT5C3	437.7983
NT5C	401.7365	NT5C	226.5352
NT5DC1	922.0237	NT5DC1	739.4209
NT5DC2	2100.8516	NT5DC2	680.3913
NT5DC3	390.7163	NT5DC3	522.4308
NT5E	785.106	NT5E	1572.0649
NT5M	95.8424	NT5M	47.4069
NTAN1	911.6714	NTAN1	678.9691
NTF3	69.7946	NTF3	37.5437
NTF4	35.2279	NTF4	61.279
NTHL1	384.0374	NTHL1	214.763
NTM	125.2296	NTM	229.0805
NTN1	286.5253	NTN1	678.3328
NTN4	248.7894	NTN4	5754.0566
NTN5	14.3597	NTN5	27.0442
NTNG1	6.6789	NTNG1	6.0452
NTNG2	10.3523	NTNG2	16.8629
NTRK1	18.0331	removed	removed
NTRK2	779.7629	NTRK2	5674.5148
NTRK3	173.6517	NTRK3	127.9033
NTSR1	125.2296	NTSR1	6.3633
removed	removed	NTS	74.7693
NUAK1	278.1767	NUAK1	1605.7906
NUAK2	70.7965	NUAK2	34.9984
removed	removed	NUB1	1767.7983
NUBP1	338.1499	NUBP1	408.3614
NUBP2	797.462	NUBP2	558.7019
NUBPL	231.0903	NUBPL	294.623
NUCB1	6931.0402	NUCB1	5357.3019
NUCB2	3896.6772	NUCB2	1572.9621
NUCKS1	8024.712	NUCKS1	8249.125
NUDCD1	924.3613	NUDCD1	580.0191
NUDCD2	321.2556	NUDCD2	371.9376
NUDCD3	1065.2864	NUDCD3	2021.9535
NUDC	2306.2281	NUDC	1745.1479
NUDT10	20.7046	NUDT10	42.9526
NUDT11	93.5048	NUDT11	62.0426
NUDT12	257.1381	NUDT12	416.1629
NUDT13	21.7933	NUDT13	26.3411
NUDT14	279.8464	NUDT14	260.8972
NUDT15	649.9917	NUDT15	412.5485
NUDT16L1	374.353	NUDT16L1	218.2628
NUDT16P1	12.022	NUDT16P1	46.4524
NUDT16	454.166	NUDT16	769.965
NUDT17	28.7193	NUDT17	31.4986
NUDT18	156.2865	NUDT18	113.2676
NUDT19	455.1678	NUDT19	326.4397
NUDT1	219.4022	NUDT1	145.4025
NUDT21	3615.9626	NUDT21	2524.3398
NUDT22	343.7068	NUDT22	268.9469
NUDT2	184.338	NUDT2	227.8078
NUDT3	855.2346	NUDT3	407.5724
NUDT4	461.1788	NUDT4	1186.1279
NUDT5	1827.437	NUDT5	438.9819
NUDT6	60.0768	NUDT6	56.0611
NUDT7	117.2149	NUDT7	120.2673
NUDT8	81.8167	NUDT8	43.2708
removed	removed	NUDT9P1	5.727
NUDT9	774.7537	NUDT9	524.0216
NUF2	427.4503	NUF2	18.1355
NUFIP1	278.5106	NUFIP1	268.2151
