gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
ANKRD46	652.7529	ANKRD46	820.0969
ANKRD49	249.4667	ANKRD49	236.7069
ANKRD50	7857.2843	ANKRD50	1192.5052
ANKRD52	898.5082	ANKRD52	1326.4848
ANKRD53	14.3688	ANKRD53	152.7888
ANKRD54	215.2262	ANKRD54	258.1205
ANKRD56	69.3982	ANKRD56	62.5045
ANKRD57	693.6764	ANKRD57	622.7302
ANKRD5	677.779	ANKRD5	294.5815
ANKRD6	247.7944	ANKRD6	371.9511
ANKRD9	38.2149	ANKRD9	53.8233
ANKS1A	747.483	ANKS1A	1419.3735
ANKS1B	50.4436	ANKS1B	76.6838
ANKS3	52.278	ANKS3	194.7479
ANKS6	103.0273	ANKS6	320.625
ANKZF1	304.8019	ANKZF1	563.1194
ANLN	1419.7591	ANLN	50.0615
ANO10	953.8433	ANO10	920.7842
ANO1	3256.8246	ANO1	4981.5525
ANO2	10.3944	ANO2	95.493
ANO3	21.4003	ANO3	181.7261
removed	removed	ANO4	12.7324
ANO5	13.7574	ANO5	71.4751
ANO6	5081.3556	ANO6	9882.9487
ANO7	14.6745	ANO7	17.3624
ANO8	107.3074	ANO8	353.0348
ANO9	68.4811	ANO9	56.7171
ANP32A	2223.8001	ANP32A	2141.0692
ANP32B	2580.5742	ANP32B	3064.4578
ANP32E	2162.6563	ANP32E	1050.1338
ANPEP	390.0975	ANPEP	2883.3104
ANTXR1	9155.9786	ANTXR1	4410.0412
ANTXR2	1134.5232	ANTXR2	4002.8937
ANUBL1	236.9322	ANUBL1	225.7108
ANXA11	1514.2263	ANXA11	3552.3403
ANXA1	4223.2024	ANXA1	14246.1116
ANXA2P1	62.061	ANXA2P1	65.3982
ANXA2P2	3911.369	ANXA2P2	4480.6482
ANXA2	14004.0706	ANXA2	12748.0286
ANXA3	1114.0401	ANXA3	1382.6232
ANXA4	1776.2274	ANXA4	1183.2453
ANXA5	11610.2908	ANXA5	9214.4976
ANXA6	2504.7558	ANXA6	10667.149
ANXA7	4301.1607	ANXA7	2650.3653
ANXA8L2	10.7002	ANXA8L2	102.7273
removed	removed	ANXA8	123.8776
ANXA9	573.5289	ANXA9	111.1191
AOAH	46.775	AOAH	75.2369
AOC2	52.8894	AOC2	147.5801
AOC3	2793.6603	AOC3	24622.4409
AOX1	391.6261	AOX1	976.6331
AP1AR	1184.6612	AP1AR	481.5163
AP1B1	1589.1274	AP1B1	2000.7234
AP1G1	3573.8552	AP1G1	2263.4739
AP1G2	1960.3589	AP1G2	652.4025
AP1M1	582.089	AP1M1	1187.2965
AP1M2	1248.5564	AP1M2	379.9465
AP1S1	522.4738	AP1S1	375.6059
AP1S2	557.6315	AP1S2	422.1949
AP1S3	331.0937	AP1S3	64.2408
AP2A1	984.8065	AP2A1	2235.9314
AP2A2	1402.9445	AP2A2	1718.585
AP2B1	7787.5803	AP2B1	5993.1997
AP2M1	4350.9929	AP2M1	4646.7482
AP2S1	926.94	AP2S1	672.213
AP3B1	1623.0622	AP3B1	1324.1699
AP3B2	89.8814	AP3B2	73.2113
AP3D1	2209.737	AP3D1	2933.6613
AP3M1	2360.7622	AP3M1	1512.8409
AP3M2	679.0019	AP3M2	515.6623
AP3S1	1521.5635	AP3S1	798.0901
AP3S2	2582.1028	AP3S2	2182.438
AP4B1	256.1895	AP4B1	363.0066
AP4E1	426.7837	AP4E1	407.7263
AP4M1	190.2337	AP4M1	263.6707
AP4S1	136.9621	AP4S1	80.1563
APAF1	717.2168	APAF1	590.0311
APBA1	121.6762	APBA1	335.0937
APBA2	14.3688	APBA2	38.776
APBA3	46.1636	APBA3	142.9502
APBB1IP	345.7682	APBB1IP	879.4039
APBB1	114.0332	APBB1	796.3539
APBB2	3758.2038	APBB2	3498.2276
APBB3	59.9209	APBB3	305.5777
APCDD1L	154.6938	APCDD1L	47.1678
APCDD1	247.021	APCDD1	2110.1063
APC	1033.3303	APC	1563.1918
APEH	1612.9735	APEH	1283.947
APEX1	4122.3151	APEX1	2345.6558
APEX2	1090.194	APEX2	377.9209
APH1A	4260.8058	APH1A	3144.3247
APH1B	357.0798	APH1B	697.3884
API5	5550.3286	API5	2326.8466
APIP	265.1379	APIP	328.5596
APITD1	96.9894	APITD1	112.8583
APLF	47.0807	APLF	103.5955
APLNR	821.467	APLNR	1654.0548
APLN	96.9129	APLN	57.0064
APLP1	44.3293	APLP1	42.5378
APLP2	8894.5888	APLP2	14935.6869
APOA1BP	1092.6397	APOA1BP	770.021
APOB48R	66.9525	APOB48R	91.1524
APOBEC3A	15.1942	APOBEC3A	13.6005
APOBEC3B	468.4532	APOBEC3B	43.1165
APOBEC3C	103.9445	APOBEC3C	372.7121
APOBEC3D	10.3944	APOBEC3D	75.2369
APOBEC3F	76.4298	APOBEC3F	204.8759
APOBEC3G	49.5265	APOBEC3G	204.0078
APOB	85.6013	APOB	893.2938
APOC1	779.5835	APOC1	1524.9946
APOC2	47.6922	APOC2	6.6556
APOD	10767.1178	APOD	17812.0524
APOE	623.3611	APOE	11505.1725
APOL1	570.7774	APOL1	1280.7639
APOL2	318.8649	APOL2	858.2797
APOL3	270.867	APOL3	1635.2456
APOL4	660.9645	APOL4	647.9057
APOL6	2426.7975	APOL6	7013.2388
APOLD1	2430.1604	APOLD1	4784.779
APOM	26.2918	APOM	49.7721
APOOL	354.9398	APOOL	330.7531
APOO	328.9537	APOO	151.9207
APPBP2	2730.6822	APPBP2	1958.475
APPL1	3596.1727	APPL1	2066.4082
APPL2	1742.2926	APPL2	1723.2149
APP	12874.7446	APP	25688.4902
APRT	527.671	APRT	818.0569
APTX	534.0911	APTX	366.9247
AQP11	29.0433	AQP11	36.461
AQP1	3187.7321	AQP1	16731.5749
AQP3	115.5618	AQP3	438.1104
removed	removed	AQP4	29.516
removed	removed	AQP5	23.4392
removed	removed	AQP6	10.9962
AQP7P1	19.566	AQP7P1	610.8659
removed	removed	AQP7P3	30.0948
AQP7	248.2438	AQP7	3023.6562
AQP9	109.1417	AQP9	37.9078
AQPEP	92.6237	AQPEP	800.327
AQR	1320.0947	AQR	1144.7587
ARAF	1329.8777	ARAF	1097.3016
ARAP1	514.733	ARAP1	2509.4176
ARAP2	394.3775	ARAP2	261.8824
ARAP3	183.1257	ARAP3	856.2541
ARCN1	4722.4415	ARCN1	4283.0066
removed	removed	ARC	86.8118
AREG	427.7009	AREG	144.6864
ARF1	8598.0414	ARF1	6297.0412
ARF3	5295.6647	ARF3	3861.3904
ARF4	13860.9942	ARF4	3076.9008
ARF5	1410.5875	ARF5	1476.3799
ARF6	5576.009	ARF6	2484.8441
ARFGAP1	628.2526	ARFGAP1	708.9633
ARFGAP2	1186.1898	ARFGAP2	2091.5865
ARFGAP3	2266.9065	ARFGAP3	937.2784
ARFGEF1	4397.2421	ARFGEF1	1775.6695
ARFGEF2	3810.4817	ARFGEF2	2533.1694
ARFIP1	2448.5035	ARFIP1	1014.2516
ARFIP2	1879.5605	ARFIP2	848.7304
ARFRP1	107.6131	ARFRP1	498.8787
ARG2	145.3602	ARG2	424.3826
ARGLU1	970.6579	ARGLU1	2399.1898
ARHGAP10	449.1012	ARHGAP10	898.2131
ARHGAP11A	472.0302	ARHGAP11A	86.8118
ARHGAP11B	14.3688	removed	removed
ARHGAP12	2101.2067	ARHGAP12	1185.2709
ARHGAP15	59.3095	ARHGAP15	42.8272
ARHGAP17	1219.2074	ARHGAP17	1560.5874
ARHGAP18	857.8475	ARHGAP18	967.0838
ARHGAP19	266.587	ARHGAP19	1079.6499
ARHGAP1	4080.1259	ARHGAP1	3780.9448
ARHGAP20	83.1556	ARHGAP20	401.6494
ARHGAP21	1501.0803	ARHGAP21	3567.9664
ARHGAP22	24.4575	ARHGAP22	41.0909
ARHGAP23	333.5394	ARHGAP23	1154.0187
ARHGAP24	239.9894	ARHGAP24	776.9659
ARHGAP25	99.6644	ARHGAP25	447.6597
ARHGAP26	215.8376	ARHGAP26	1447.732
ARHGAP27	285.1991	ARHGAP27	500.9043
ARHGAP28	189.2401	ARHGAP28	421.9055
ARHGAP29	6124.7746	ARHGAP29	4069.4495
ARHGAP30	216.4491	ARHGAP30	386.8914
ARHGAP31	802.2067	ARHGAP31	2805.7585
ARHGAP32	2461.3437	ARHGAP32	1453.2301
ARHGAP33	39.4378	ARHGAP33	178.543
removed	removed	ARHGAP36	17.3624
ARHGAP39	291.6559	ARHGAP39	107.3573
ARHGAP42	178.8456	ARHGAP42	388.0171
ARHGAP4	45.8579	ARHGAP4	277.2191
ARHGAP5	3017.1409	ARHGAP5	3417.2032
ARHGAP6	88.0471	ARHGAP6	231.2089
ARHGAP8	490.676	ARHGAP8	182.8778
ARHGAP9	55.6409	ARHGAP9	83.3394
ARHGDIA	3569.5751	ARHGDIA	3416.0457
ARHGDIB	5246.1382	ARHGDIB	2050.2062
removed	removed	ARHGDIG	9.9342
ARHGEF10L	176.7056	ARHGEF10L	687.2604
ARHGEF10	437.7896	ARHGEF10	1100.7741
ARHGEF11	896.6739	ARHGEF11	1563.1918
ARHGEF12	3855.7281	ARHGEF12	5649.1355
ARHGEF15	212.169	ARHGEF15	1509.9472
ARHGEF16	45.5521	ARHGEF16	262.7505
ARHGEF17	655.1558	ARHGEF17	2074.2241
ARHGEF18	433.2038	ARHGEF18	721.4064
ARHGEF19	74.2897	ARHGEF19	203.4291
ARHGEF1	323.7564	ARHGEF1	1153.7293
ARHGEF2	830.9443	ARHGEF2	2554.2936
ARHGEF33	9.1716	ARHGEF33	12.443
ARHGEF35	104.5559	ARHGEF35	520.2923
ARHGEF37	176.7056	ARHGEF37	1099.906
ARHGEF38	29.6547	ARHGEF38	25.4648
ARHGEF3	870.6877	ARHGEF3	1155.4655
ARHGEF4	39.132	ARHGEF4	354.1923
ARHGEF5	244.2695	ARHGEF5	547.2039
ARHGEF6	896.3681	ARHGEF6	2694.9287
ARHGEF7	1312.146	ARHGEF7	2323.6635
ARHGEF9	463.1643	ARHGEF9	703.1759
ARID1A	2299.0069	ARID1A	2683.9326
ARID1B	1271.7911	ARID1B	2658.1784
ARID2	1152.5607	ARID2	913.8393
ARID3A	54.1123	ARID3A	112.2766
ARID3B	47.3864	ARID3B	113.4341
ARID4A	680.2248	ARID4A	1227.23
ARID4B	2022.637	ARID4B	1654.5149
ARID5A	198.4116	ARID5A	1819.5761
ARID5B	2790.9088	ARID5B	6622.5855
ARIH1	2677.4871	ARIH1	2059.7555
ARIH2	896.0104	ARIH2	1659.2635
ARL10	14.6745	ARL10	63.9514
ARL11	21.4003	ARL11	27.201
ARL13B	309.6934	ARL13B	260.4355
ARL15	680.8362	ARL15	497.1424
ARL16	278.2043	ARL16	389.4958
ARL17A	75.0326	ARL17A	101.9026
ARL1	3574.4667	ARL1	1945.4532
ARL2BP	2095.7038	ARL2BP	1546.9869
ARL2	371.1429	ARL2	1160.0955
ARL3	538.0655	ARL3	510.743
ARL4A	611.7437	ARL4A	1128.2645
ARL4C	837.0586	ARL4C	1561.4555
ARL4D	103.9445	ARL4D	197.931
ARL5A	1596.7704	ARL5A	974.0288
ARL5B	436.8725	ARL5B	485.2782
ARL6IP1	11654.3143	ARL6IP1	5281.6321
ARL6IP4	168.7569	ARL6IP4	1625.4069
ARL6IP5	8346.1289	ARL6IP5	4945.0915
ARL6IP6	640.1756	ARL6IP6	288.2153
ARL6	56.558	ARL6	83.9181
ARL8A	898.5082	ARL8A	934.6741
ARL8B	4968.2396	ARL8B	2143.3842
removed	removed	ARL9	21.4136
ARMC10	1001.5141	ARMC10	585.7889
ARMC1	1466.2284	ARMC1	778.7022
ARMC2	43.4121	ARMC2	43.4059
removed	removed	ARMC4	5.4981
ARMC5	104.8616	ARMC5	265.3548
ARMC6	238.1551	ARMC6	350.9658
ARMC7	193.8259	ARMC7	199.0885
ARMC8	1073.3794	ARMC8	891.8469
ARMC9	258.6383	ARMC9	161.1806
ARMCX1	850.816	ARMCX1	923.9673
ARMCX2	466.2215	ARMCX2	661.7956
ARMCX3	3906.7832	ARMCX3	1936.4827
ARMCX5	592.1777	ARMCX5	344.9324
ARMCX6	245.7981	ARMCX6	172.4662
ARNT2	387.346	ARNT2	290.5303
ARNTL2	114.3389	ARNTL2	82.1819
ARNTL	253.7468	ARNTL	200.5353
ARNT	1836.7598	ARNT	2692.035
ARPC1A	1968.219	ARPC1A	2019.4256
ARPC1B	784.1693	ARPC1B	1071.6545
ARPC2	6341.5294	ARPC2	2984.8803
ARPC3	5501.4136	ARPC3	1838.3853
ARPC4	2705.8211	ARPC4	2258.4504
ARPC5L	773.1634	ARPC5L	399.9132
ARPC5	5964.8836	ARPC5	2210.2293
ARPM1	46.775	ARPM1	67.4239
ARPP19	5278.2387	ARPP19	4411.4881
ARRB1	226.5378	ARRB1	1501.266
ARRB2	414.8607	ARRB2	469.3627
ARRDC1	972.4922	ARRDC1	363.7416
ARRDC2	129.0134	ARRDC2	551.8339
ARRDC3	3031.204	ARRDC3	4400.2026
ARRDC4	515.748	ARRDC4	1272.6615
ARSA	288.293	ARSA	650.7994
ARSB	966.0721	ARSB	236.1282
ARSD	3738.6378	ARSD	1941.6914
ARSE	59.6152	ARSE	27.7798
ARSG	203.9146	ARSG	190.4073
ARSI	81.9327	ARSI	25.1754
ARSJ	109.1417	ARSJ	138.8989
ARSK	151.3309	ARSK	187.5136
removed	removed	ART3	6.9449
removed	removed	ART4	11.8643
removed	removed	ART5	30.0948
ARV1	750.5402	ARV1	298.054
ARVCF	71.5382	ARVCF	309.3395
AR	670.1361	AR	745.7137
AS3MT	39.132	AS3MT	169.2831
ASAH1	10524.6826	ASAH1	5920.5672
ASAH2B	12.2288	ASAH2B	12.7324
ASAH2	7.643	removed	removed
ASAM	362.8885	ASAM	2347.9708
ASAP1	2429.8547	ASAP1	1671.4172
ASAP2	1868.5546	ASAP2	999.4936
ASAP3	422.8094	ASAP3	917.0224
ASB13	492.5133	ASB13	516.241
ASB14	15.286	ASB14	18.2334
removed	removed	ASB16	12.1826
ASB1	269.3293	ASB1	802.4973
removed	removed	ASB2	29.2267
ASB3	452.7699	ASB3	327.57
ASB6	500.6088	ASB6	528.7796
ASB7	586.0633	ASB7	506.113
ASB8	786.615	ASB8	925.1248
ASB9	39.7435	ASB9	50.3509
ASCC1	799.4552	ASCC1	489.3294
ASCC2	786.3093	ASCC2	1391.015
ASCC3	2113.4355	ASCC3	955.7983
ASCL2	288.293	removed	removed
ASF1A	588.2034	ASF1A	421.9055
ASF1B	669.2189	ASF1B	31.2523
removed	removed	ASGR1	10.7068
ASH1L	2142.1609	ASH1L	4048.7911
ASH2L	1751.1585	ASH2L	1618.7514
ASL	147.968	ASL	390.9426
ASMTL	116.4789	ASMTL	644.9917
ASNA1	819.3269	ASNA1	957.8239
ASNSD1	1553.664	ASNSD1	1140.4181
ASNS	442.0697	ASNS	228.3151
ASPA	25.069	ASPA	161.1806
removed	removed	ASPG	12.443
removed	removed	ASPHD1	7.8131
ASPHD2	89.8814	ASPHD2	35.5929
ASPH	7320.3591	ASPH	15693.9188
ASPM	785.0864	ASPM	30.0948
ASPN	13211.0355	ASPN	165.5212
ASPRV1	24.0234	ASPRV1	102.8547
ASPSCR1	194.4373	ASPSCR1	225.7108
ASRGL1	789.6722	ASRGL1	92.0205
ASS1	2021.7198	ASS1	5202.0545
ASTE1	222.9303	ASTE1	243.9847
removed	removed	ASTL	6.6556
removed	removed	ASTN1	226.5789
ASTN2	91.41	ASTN2	168.9937
ASXL1	1454.611	ASXL1	2411.3434
ASXL2	737.7	ASXL2	1145.3375
ASXL3	7.9487	ASXL3	36.461
ATAD1	1167.5409	ATAD1	1169.6448
removed	removed	ATAD2B	354.771
ATAD2	2554.2823	ATAD2	416.1181
ATAD3A	22.0118	ATAD3A	284.1641
ATAD3B	17.7317	ATAD3B	165.2319
ATAD3C	24.4575	ATAD3C	94.3355
ATAD5	107.3074	ATAD5	83.3394
ATE1	210.6404	ATE1	377.9209
ATF1	539.5941	ATF1	473.4139
ATF2	628.2526	ATF2	737.9006
ATF3	2890.8789	ATF3	9302.1775
ATF4	4585.4794	ATF4	5829.7041
ATF5	309.0819	ATF5	689.8647
ATF6B	2162.2741	ATF6B	1875.1356
ATF6	2236.6403	ATF6	1444.8383
ATF7IP2	172.4255	ATF7IP2	83.05
ATF7IP	1429.5421	ATF7IP	1852.2752
ATF7	1723.4237	ATF7	3349.1196
ATG10	64.8124	ATG10	127.324
ATG12	708.3509	ATG12	645.0119
ATG16L1	1193.8327	ATG16L1	564.8557
ATG16L2	140.646	ATG16L2	271.75
ATG2A	409.9692	ATG2A	783.6215
ATG2B	1003.0641	ATG2B	1450.047
ATG3	778.972	ATG3	697.099
ATG4A	444.2097	ATG4A	271.4317
ATG4B	449.7127	ATG4B	644.4332
ATG4C	361.0541	ATG4C	230.9195
ATG4D	177.4515	ATG4D	206.5311
ATG5	1075.8252	ATG5	672.7917
ATG7	876.2916	ATG7	617.0701
ATG9A	1159.7267	ATG9A	1561.8433
ATG9B	16.0686	ATG9B	9.9197
ATHL1	501.6849	ATHL1	609.9978
ATIC	4119.5636	ATIC	942.4872
ATL1	642.9271	ATL1	454.6046
ATL2	2191.3939	ATL2	1428.3441
ATL3	640.1756	ATL3	791.1452
ATMIN	2079.5007	ATMIN	2111.8426
ATM	1058.3992	ATM	1766.9102
ATN1	3024.1724	ATN1	6849.1644
ATOH8	49.8322	ATOH8	474.282
ATOX1	910.1255	ATOX1	503.5086
ATP10A	425.5609	ATP10A	320.3357
ATP10D	746.8715	ATP10D	775.8084
ATP11A	250.0781	ATP11A	958.1133
ATP11B	3146.1543	ATP11B	1977.5736
ATP11C	1046.7819	ATP11C	962.1645
ATP13A1	769.189	ATP13A1	912.103
ATP13A2	190.1572	ATP13A2	656.2975
ATP13A3	2812.3092	ATP13A3	1846.7771
ATP13A4	468.0558	ATP13A4	204.2972
ATP13A5	74.5954	ATP13A5	118.9322
ATP1A1	6173.6897	ATP1A1	9302.7302
ATP1A2	190.4629	ATP1A2	4009.2599
ATP1A3	9.1716	removed	removed
ATP1B1	6086.1898	ATP1B1	3133.2272
ATP1B2	40.6606	ATP1B2	183.173
ATP1B3	2147.3703	ATP1B3	1408.088
ATP2A1	6.1144	ATP2A1	5.4981
ATP2A2	6026.9445	ATP2A2	5272.6615
ATP2A3	1422.5105	ATP2A3	599.0017
ATP2B1	2850.524	ATP2B1	1635.535
removed	removed	ATP2B2	44.8528
ATP2B4	3294.428	ATP2B4	13298.7051
ATP2C1	4509.2942	ATP2C1	2946.0609
ATP2C2	181.9028	ATP2C2	168.7043
ATP5A1	6261.7367	ATP5A1	11848.3687
ATP5B	9059.3714	ATP5B	15813.9333
ATP5C1	4725.193	ATP5C1	2629.5305
ATP5D	129.3191	ATP5D	562.5407
ATP5EP2	142.1593	ATP5EP2	21.1242
ATP5E	7825.4895	ATP5E	2723.5766
ATP5F1	3091.1249	ATP5F1	2508.862
ATP5G1	3874.377	ATP5G1	376.474
ATP5G2	4286.4862	ATP5G2	3305.2159
ATP5G3	3375.4436	ATP5G3	2855.5306
ATP5H	3253.156	ATP5H	1885.8424
ATP5I	699.4851	ATP5I	855.0474
ATP5J2	1269.651	ATP5J2	818.6356
ATP5J	1604.8781	ATP5J	1629.2209
ATP5L	2034.8657	ATP5L	2362.4394
ATP5O	2339.6676	ATP5O	2835.5639
ATP5SL	756.3488	ATP5SL	682.341
ATP5S	121.0647	ATP5S	150.7632
ATP6AP1L	25.069	ATP6AP1L	74.9476
ATP6AP1	5854.519	ATP6AP1	2170.8746
ATP6AP2	6683.3233	ATP6AP2	2768.7188
ATP6V0A1	1472.3427	ATP6V0A1	1771.8296
ATP6V0A2	811.684	ATP6V0A2	458.6559
ATP6V0A4	344.2396	ATP6V0A4	25.4648
ATP6V0B	1443.6052	ATP6V0B	804.7457
ATP6V0C	2619.4005	ATP6V0C	1597.3928
ATP6V0D1	1341.8007	ATP6V0D1	1269.4784
ATP6V0D2	100.2758	ATP6V0D2	5.2087
ATP6V0E1	5455.25	ATP6V0E1	2211.9656
ATP6V0E2	596.7421	ATP6V0E2	708.4193
ATP6V1A	3651.5078	ATP6V1A	1842.1471
ATP6V1B1	35.7691	ATP6V1B1	332.7787
ATP6V1B2	2395.9199	ATP6V1B2	1840.7003
ATP6V1C1	3169.389	ATP6V1C1	1918.5416
ATP6V1C2	54.739	ATP6V1C2	80.0203
ATP6V1D	1687.8746	ATP6V1D	1052.4488
ATP6V1E1	7955.4201	ATP6V1E1	2270.1295
ATP6V1E2	83.4613	ATP6V1E2	64.2408
ATP6V1F	1355.2524	ATP6V1F	996.597
ATP6V1G1	4038.5481	ATP6V1G1	1487.0867
ATP6V1G2	30.8776	ATP6V1G2	20.5455
ATP6V1H	2326.5217	ATP6V1H	944.2234
ATP7A	984.1095	ATP7A	717.9339
ATP7B	959.0405	ATP7B	353.6135
ATP8A1	289.8216	ATP8A1	740.2156
ATP8A2	86.2128	ATP8A2	37.6185
ATP8B1	2571.8764	ATP8B1	906.1709
ATP8B2	744.4258	ATP8B2	1188.454
ATP8B3	11.3116	ATP8B3	22.2817
ATP8B4	107.0017	ATP8B4	241.3369
ATP8B5P	56.8637	ATP8B5P	24.0179
ATP9A	3540.5318	ATP9A	4713.5933
ATP9B	218.5891	ATP9B	642.4076
ATPAF1	1278.7737	ATPAF1	1763.7242
ATPAF2	120.759	ATPAF2	236.1282
ATPBD4	110.0588	ATPBD4	118.3535
ATPIF1	1371.4555	ATPIF1	598.1335
ATRIP	333.1359	ATRIP	254.975
ATRNL1	124.4276	ATRNL1	24.8861
ATRN	3044.6556	ATRN	2214.8593
ATRX	2536.2449	ATRX	3578.9626
ATR	1133.6061	ATR	926.861
ATXN10	3808.036	ATXN10	1723.5043
ATXN1L	716.2996	ATXN1L	2428.6161
ATXN1	1520.3406	ATXN1	1200.6077
ATXN2L	2011.9368	ATXN2L	2221.5149
ATXN2	959.9577	ATXN2	983.8675
ATXN3	469.8901	ATXN3	732.4025
ATXN7L1	195.3544	ATXN7L1	362.5841
ATXN7L2	16.5088	ATXN7L2	79.2881
ATXN7L3B	2907.3878	ATXN7L3B	3096.2888
ATXN7L3	598.5978	ATXN7L3	1001.8086
ATXN7	756.6545	ATXN7	888.0851
AUH	296.8532	AUH	403.9644
AUP1	1612.5577	AUP1	1502.4351
AURKAIP1	58.3923	AURKAIP1	572.09
AURKAPS1	15.5917	AURKAPS1	9.5493
AURKA	1355.5581	AURKA	43.4059
AURKB	184.6543	AURKB	13.8899
removed	removed	AURKC	11.8643
AUTS2	994.5039	AUTS2	1645.663
AVEN	131.4592	AVEN	183.4623
AVIL	36.6863	AVIL	41.0909
AVL9	396.8233	AVL9	403.3857
AVPI1	92.9386	AVPI1	625.624
AVPR1A	89.5757	AVPR1A	223.1064
removed	removed	AVPR2	167.2575
AXIN1	237.5437	AXIN1	473.1245
AXIN2	56.8637	AXIN2	282.8387
AXL	1810.7737	AXL	1798.4519
AZGP1	1333.5463	AZGP1	11580.6988
AZI1	29.9605	AZI1	223.1064
AZI2	1313.3689	AZI2	1866.7438
AZIN1	9158.1186	AZIN1	4287.6365
B2M	34863.8901	B2M	35359.9074
B3GALNT1	1009.1784	B3GALNT1	302.9733
B3GALNT2	1104.2509	B3GALNT2	594.6842
removed	removed	B3GALT1	19.9667
B3GALT2	6.4201	B3GALT2	8.3918
B3GALT4	96.6072	B3GALT4	165.5212
B3GALT5	135.1278	B3GALT5	43.6953
B3GALT6	206.9718	B3GALT6	334.5149
B3GALTL	559.4658	B3GALTL	225.7108
removed	removed	B3GAT1	28.3585
removed	removed	B3GAT2	14.6046
B3GAT3	144.2994	B3GAT3	365.1885
B3GNT1	277.5929	B3GNT1	733.56
B3GNT2	1376.9584	B3GNT2	1105.6934
B3GNT3	332.3166	B3GNT3	55.8489
B3GNT4	10.7002	removed	removed
B3GNT5	258.3326	B3GNT5	715.9083
B3GNT7	59.6152	B3GNT7	97.2293
B3GNT8	57.1695	B3GNT8	59.3214
B3GNT9	232.6002	B3GNT9	246.9594
B3GNTL1	35.5704	B3GNTL1	49.8792
B4GALNT1	62.6816	B4GALNT1	20.4529
B4GALNT2	20.7889	removed	removed
B4GALNT3	200.246	B4GALNT3	63.662
B4GALNT4	64.5067	B4GALNT4	105.9104
B4GALT1	8877.7743	B4GALT1	3725.6746
B4GALT2	444.2097	B4GALT2	557.6214
B4GALT3	651.1815	B4GALT3	604.4997
B4GALT4	632.5326	B4GALT4	324.3869
B4GALT5	3612.3758	B4GALT5	1945.7426
B4GALT6	97.8301	B4GALT6	228.6045
B4GALT7	169.6741	B4GALT7	306.7352
B9D1	23.7758	B9D1	112.7917
B9D2	15.286	B9D2	50.9296
BAALC	59.0038	BAALC	238.4432
BACE1	1064.5136	BACE1	1459.307
BACE2	983.8038	BACE2	741.0837
BACH1	2042.203	BACH1	1097.0122
BACH2	129.6249	BACH2	340.5918
BAD	321.3627	BAD	480.5498
BAG1	543.2627	BAG1	1176.283
BAG2	693.6764	BAG2	188.6711
BAG3	1203.31	BAG3	1736.2367
BAG4	316.7249	BAG4	458.3665
BAG5	1771.0302	BAG5	1821.6017
removed	removed	BAGE2	7.1301
BAHCC1	78.8755	BAHCC1	497.1424
BAHD1	362.8885	BAHD1	822.6868
removed	removed	BAI1	59.6108
BAI2	40.9663	BAI2	228.3151
removed	removed	BAI3	18.5199
BAIAP2L1	657.2959	BAIAP2L1	344.0642
removed	removed	BAIAP2L2	9.5493
BAIAP2	784.1693	BAIAP2	545.4677
BAIAP3	39.9055	BAIAP3	167.6973
BAK1	303.579	BAK1	200.5353
BAMBI	1470.8142	BAMBI	682.341
BANF1	2945.2969	BANF1	1040.8739
BANK1	28.4319	BANK1	245.3881
BANP	86.8242	BANP	195.616
BAP1	922.3543	BAP1	1800.4775
BARD1	204.526	BARD1	76.9732
BARX2	77.6526	BARX2	423.6418
BASP1	790.8951	BASP1	313.1014
BAT1	3913.509	BAT1	4981.5525
BAT2L1	2858.5339	BAT2L1	7358.2435
BAT2L2	5738.0401	BAT2L2	5327.353
BAT2	3849.9195	BAT2	5984.8079
BAT3	2542.3593	BAT3	4002.8937
BAT4	138.4907	BAT4	382.5508
BAT5	688.7849	BAT5	662.0849
BATF2	11.3116	BATF2	106.4892
removed	removed	BATF3	10.7068
BATF	41.2721	BATF	49.4827
BAX	250.3839	BAX	223.6852
BAZ1A	2060.8518	BAZ1A	878.2464
BAZ1B	2326.8274	BAZ1B	2766.1144
BAZ2A	1787.3159	BAZ2A	4037.5403
BAZ2B	1025.2195	BAZ2B	1567.6713
BBC3	17.426	BBC3	70.0282
BBOX1	15.286	BBOX1	237.5751
BBS10	635.8955	BBS10	594.3717
BBS12	139.4079	BBS12	200.246
BBS1	887.5023	BBS1	967.1851
BBS2	730.3627	BBS2	1190.4796
BBS4	640.787	BBS4	375.0271
BBS5	143.318	BBS5	218.2478
BBS7	411.8035	BBS7	353.3242
BBS9	273.3128	BBS9	325.5444
BBX	2180.388	BBX	2319.9016
BCAM	1160.2036	BCAM	4050.9296
removed	removed	BCAN	41.3803
BCAP29	2365.9594	BCAP29	1722.3468
BCAP31	4236.3483	BCAP31	5636.1137
BCAR1	412.1092	BCAR1	831.0786
BCAR3	623.0553	BCAR3	1006.7279
BCAS1	662.1874	BCAS1	90.8631
BCAS2	885.8606	BCAS2	728.9185
BCAS3	679.3076	BCAS3	724.5895
BCAS4	648.7357	BCAS4	299.2115
BCAT1	1239.3849	BCAT1	234.6813
BCAT2	270.5613	BCAT2	541.9952
BCCIP	1446.0937	BCCIP	767.1967
BCDIN3D	261.2705	BCDIN3D	147.1692
BCHE	27.209	BCHE	61.9258
BCKDHA	442.5344	BCKDHA	1183.2569
