gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
FIBIN	1306.7378	FIBIN	345.0933
FIBP	1482.0828	FIBP	665.8556
FICD	77.0034	FICD	38.9294
FIG4	261.162	FIG4	476.0746
FIGF	10.2053	FIGF	209.6513
FIGNL1	239.3599	FIGNL1	547.0397
FIGNL2	25.977	FIGNL2	36.0908
FIGN	5.5665	FIGN	85.1582
FILIP1L	1304.4184	FILIP1L	389.2944
FILIP1	96.4861	FILIP1	53.9335
FIP1L1	932.4736	FIP1L1	1034.8905
FIS1	1892.5989	FIS1	976.6018
FITM1	19.0189	FITM1	7.2993
FITM2	28.2964	FITM2	51.9059
FIZ1	654.0647	FIZ1	285.077
FJX1	461.0924	FJX1	300.4866
FKBP10	4054.2735	FKBP10	1211.6788
FKBP11	1322.5096	FKBP11	482.5629
FKBP14	308.9412	FKBP14	221.4112
removed	removed	FKBP15	1212.0843
FKBP1AP1	13.4524	FKBP1AP1	8.5158
FKBP1A	5921.9854	FKBP1A	2535.4542
FKBP1B	49.1708	FKBP1B	58.7997
FKBP2	2843.5579	FKBP2	407.9481
FKBP3	2613.0117	FKBP3	749.3917
FKBP4	15357.0683	FKBP4	4096.1071
FKBP5	1080.8303	FKBP5	896.5937
FKBP7	581.7001	FKBP7	313.4631
FKBP8	8229.6185	FKBP8	3157.7453
FKBP9L	45.4598	FKBP9L	32.0357
FKBP9	3819.5524	FKBP9	2342.6602
FKBPL	304.3024	FKBPL	97.7291
FKRP	325.6407	FKRP	276.1557
FKTN	356.2565	FKTN	594.0795
FLAD1	840.5427	FLAD1	483.7794
FLCN	355.7926	FLCN	769.5093
removed	removed	FLG	25.661
FLI1	551.5482	FLI1	517.4371
removed	removed	FLII	2923.7632
FLJ10038	304.2329	FLJ10038	465.7745
removed	removed	FLJ10213	53.528
FLJ10357	1218.6014	FLJ10357	1786.6991
FLJ10661	21.3383	FLJ10661	72.9927
FLJ11235	9.7414	FLJ11235	6.4882
removed	removed	FLJ12825	10.1379
FLJ13197	5.1073	FLJ13197	160.5839
FLJ16779	11.5969	removed	removed
FLJ22536	28.2964	FLJ22536	138.6861
FLJ23867	998.7243	FLJ23867	842.2547
removed	removed	FLJ26850	8.9213
removed	removed	FLJ33360	9.7324
FLJ33630	521.8601	FLJ33630	806.1638
removed	removed	FLJ34503	45.0122
removed	removed	FLJ35024	11.7599
FLJ35220	494.9554	FLJ35220	346.3098
FLJ35390	84.4671	FLJ35390	108.0089
FLJ35776	122.4632	FLJ35776	83.1306
FLJ36031	224.9797	FLJ36031	250.2028
FLJ36777	12.5246	FLJ36777	11.3544
FLJ37201	11.133	FLJ37201	11.3544
removed	removed	FLJ37307	5.6772
FLJ37453	73.7562	FLJ37453	110.7056
removed	removed	FLJ37543	5.6772
FLJ39582	68.0181	FLJ39582	70.7259
FLJ39653	99.7333	FLJ39653	91.2409
FLJ40330	10.6691	FLJ40330	59.6107
FLJ40852	74.2201	FLJ40852	87.9968
FLJ42289	17.1634	FLJ42289	8.1103
FLJ42393	8.3498	FLJ42393	8.5158
FLJ42627	27.8325	FLJ42627	61.6383
FLJ42709	88.6003	FLJ42709	46.6342
FLJ42875	6.0304	removed	removed
FLJ43663	44.9959	FLJ43663	195.4582
FLJ44606	67.262	FLJ44606	56.3666
FLJ44635	20.4105	FLJ44635	28.7916
FLJ45244	60.3038	FLJ45244	76.2368
FLJ45340	480.1113	FLJ45340	2094.485
FLJ45445	73.7562	FLJ45445	103.4063
FLJ45983	574.2781	FLJ45983	59.6107
FLJ90757	801.5772	FLJ90757	683.6983
FLNA	13044.648	FLNA	27568.532
FLNB	6868.9783	FLNB	9828.9294
removed	removed	FLNC	330.4947
FLOT1	6406.587	FLOT1	2141.5247
FLOT2	3476.2844	FLOT2	2630.5758
removed	removed	FLRT1	10.9489
FLRT2	391.5111	FLRT2	1033.2522
removed	removed	FLRT3	225.0608
FLT1	1581.8161	FLT1	1213.3009
FLT3LG	164.6759	FLT3LG	136.253
FLT3	584.4834	FLT3	9.7324
FLT4	538.5597	FLT4	239.2539
FLVCR1	143.3376	FLVCR1	163.4225
FLVCR2	102.0526	FLVCR2	45.4177
removed	removed	FLYWCH1	759.9351
FLYWCH2	657.7757	FLYWCH2	227.8994
FMN1	38.0378	FMN1	113.9497
FMNL1	538.0587	FMNL1	343.0657
FMNL2	410.53	FMNL2	1557.1776
FMNL3	1153.5104	FMNL3	904.7607
FMO1	157.7177	FMO1	231.9546
FMO2	244.9264	FMO2	6675.9935
FMO3	99.7333	FMO3	20.2758
FMO4	142.4098	FMO4	197.4858
FMO5	66.3342	FMO5	232.3601
removed	removed	FMO6P	19.8702
FMOD	3190.5369	FMOD	4878.751
removed	removed	FMR1	1208.4347
FN1	136722.7183	FN1	1266.4234
FN3KRP	714.8324	FN3KRP	743.7145
FN3K	563.609	FN3K	270.073
FNBP1L	2585.1792	FNBP1L	3287.5101
FNBP1	1269.1639	FNBP1	1303.7307
FNBP4	1110.0545	FNBP4	3020.6813
FNDC1	1846.2252	FNDC1	67.721
FNDC3A	1413.8931	FNDC3A	2358.8808
FNDC3B	1555.839	FNDC3B	2858.0697
FNDC4	98.3416	FNDC4	113.1387
FNDC5	67.262	FNDC5	20.6813
FNDC8	6.9581	FNDC8	18.6537
FNIP1	872.5502	FNIP1	744.12
FNIP2	227.2991	FNIP2	649.635
FNTA	1331.3232	FNTA	1678.8321
FNTB	802.4353	FNTB	611.472
removed	removed	FOLH1B	54.7445
FOLH1	35.2546	FOLH1	836.5775
FOLR1	31.5435	FOLR1	835.7664
FOLR2	110.8663	FOLR2	40.5515
FOSB	667.0532	FOSB	2319.1403
FOSL1	25.0493	FOSL1	17.8427
FOSL2	1030.2679	FOSL2	1345.9043
FOS	4321.9297	FOS	2309.4079
FOXA1	7509.2195	FOXA1	1092.0519
FOXC1	147.9763	FOXC1	893.3496
FOXC2	15.7718	FOXC2	80.6975
FOXD1	18.0912	removed	removed
FOXD2	124.7826	FOXD2	10.9489
FOXD4L6	6.0304	removed	removed
FOXF1	11.5969	removed	removed
FOXF2	105.2998	FOXF2	17.8427
FOXH1	5.5711	removed	removed
FOXI1	38.5017	FOXI1	516.6261
removed	removed	FOXI2	11.3544
removed	removed	FOXI3	5.2717
FOXJ1	34.7907	removed	removed
FOXJ2	859.0978	FOXJ2	1349.9594
FOXJ3	1637.945	FOXJ3	2652.4736
FOXK1	601.6468	FOXK1	1401.0543
FOXK2	1836.0199	FOXK2	1310.6245
FOXL1	31.5435	FOXL1	56.7721
removed	removed	FOXM1	114.485
FOXN1	46.3876	FOXN1	20.6813
FOXN2	209.6718	FOXN2	396.1882
FOXN3	1173.6055	FOXN3	2217.356
FOXO1	557.1147	FOXO1	2078.6699
FOXO3B	604.43	FOXO3B	3564.4769
FOXO3	1205.149	FOXO3	7867.3966
FOXO4	499.5941	FOXO4	1047.8508
FOXP1	2426.5337	FOXP1	2763.9903
FOXP2	7.8859	FOXP2	14.5985
FOXP3	250.1913	FOXP3	31.6504
FOXP4	2382.9294	FOXP4	1684.9148
FOXQ1	55.6651	FOXQ1	19.0592
FOXRED1	377.5948	FOXRED1	283.455
FOXRED2	707.4104	FOXRED2	778.9943
FOXS1	163.7481	removed	removed
FPGS	1136.0315	FPGS	620.0324
FPGT	520.3572	FPGT	455.9448
FPR1	80.2505	FPR1	36.0908
FPR2	5.5665	removed	removed
FPR3	874.8695	FPR3	94.485
FRAS1	100.661	FRAS1	166.2612
FRAT1	207.8163	FRAT1	119.6269
FRAT2	400.3247	FRAT2	422.5466
FREM1	46.8514	FREM1	73.8037
FREM2	5.1026	FREM2	174.3715
FRG1B	169.3146	FRG1B	551.5004
FRG1	920.3294	FRG1	791.5653
FRK	40.8211	FRK	85.9692
FRMD3	32.9352	FRMD3	109.8946
FRMD4A	690.3259	FRMD4A	1107.7534
FRMD4B	345.5874	FRMD4B	1009.3268
FRMD5	13.9163	FRMD5	21.4923
FRMD6	1559.55	FRMD6	4746.5531
FRMD7	7.8859	removed	removed
FRMD8	1108.199	FRMD8	860.0973
FRMPD1	20.8744	FRMPD1	39.7405
FRMPD2L1	5.8959	removed	removed
removed	removed	FRMPD2	34.8743
FRRS1	28.2964	FRRS1	97.3236
FRS2	889.7136	FRS2	1530.8191
FRS3	131.2768	FRS3	130.5758
FRYL	848.8925	FRYL	1579.8865
FRY	464.8034	FRY	986.618
FRZB	1118.8681	FRZB	719.3836
FSCN1	2062.8552	FSCN1	1667.8832
FSCN2	15.7718	FSCN2	25.953
FSD1L	27.3687	FSD1L	71.7762
FSIP1	826.6265	FSIP1	44.2011
FSTL1	16134.9878	FSTL1	4569.7486
FSTL3	702.3078	FSTL3	124.0876
FSTL4	42.2127	removed	removed
FST	860.4894	FST	179.6431
removed	removed	FTCD	6.4882
FTH1	46779.0792	FTH1	24490.2676
FTHL3	294.0972	FTHL3	155.3122
FTL	31479.0676	FTL	11388.8889
FTO	2827.3223	FTO	2857.6642
FTSJ1	978.7777	FTSJ1	550.6894
FTSJ2	763.5394	FTSJ2	583.1306
FTSJ3	1049.2868	FTSJ3	1317.1127
FTSJD1	463.4118	FTSJD1	768.4509
FTSJD2	1467.7027	FTSJD2	1169.5053
FUBP1	1397.6574	FUBP1	2139.9027
FUBP3	1158.7615	FUBP3	1420.9246
FUCA1	1461.2084	FUCA1	935.5231
FUCA2	1491.8242	FUCA2	645.1744
FUK	597.9358	FUK	416.4639
FUNDC1	821.9877	FUNDC1	262.3682
FUNDC2P2	6.9581	removed	removed
FUNDC2	1910.2401	FUNDC2	781.4274
FURIN	2251.6526	FURIN	1446.472
FUS	7569.5234	FUS	4201.1354
removed	removed	FUT10	274.1281
FUT11	176.2728	FUT11	141.9303
FUT1	183.6948	FUT1	52.717
FUT2	155.8622	FUT2	48.2563
FUT3	15.7718	FUT3	41.768
FUT4	173.9487	FUT4	397.5791
removed	removed	FUT6	203.5685
FUT7	16.2217	removed	removed
FUT8	1636.6044	FUT8	509.6675
removed	removed	FUT9	115.1663
FUZ	502.549	FUZ	278.4307
FXC1	615.0992	FXC1	922.9521
FXN	231.0101	FXN	351.987
FXR1	2280.8767	FXR1	2987.0235
FXR2	667.5171	FXR2	740.0649
FXYD1	30.6158	FXYD1	132.6034
FXYD3	4109.4747	FXYD3	1170.7218
FXYD5	2382.0016	FXYD5	858.0697
FXYD6	668.9087	FXYD6	788.7267
FYB	638.7568	FYB	558.7997
FYCO1	943.987	FYCO1	1817.1127
FYN	844.2537	FYN	532.0357
FYTTD1	1672.2718	FYTTD1	1673.9659
FZD10	42.6766	FZD10	64.0714
FZD1	1529.3981	FZD1	4154.9067
FZD2	180.4476	FZD2	51.9059
FZD3	96.4861	FZD3	183.6983
FZD4	607.5241	FZD4	913.0616
FZD5	100.1971	FZD5	206.8127
FZD6	741.2733	FZD6	1150.0406
FZD7	796.9384	FZD7	5174.777
FZD8	357.1843	FZD8	540.5515
removed	removed	FZD9	12.571
FZR1	1216.7459	FZR1	1027.1695
G0S2	122.9271	G0S2	60.4217
G2E3	263.0175	G2E3	552.3114
G3BP1	1995.5932	G3BP1	2162.206
G3BP2	2364.3743	G3BP2	3119.6269
G6PC3	3117.7085	G6PC3	696.2693
G6PD	1055.7811	G6PD	424.1687
GAA	3350.1102	GAA	1922.1411
GAB1	815.4934	GAB1	1325.6285
GAB2	378.5226	GAB2	1065.2879
GAB3	70.5091	GAB3	94.485
GABARAPL1	938.8844	GABARAPL1	1401.0543
GABARAPL2	2385.7126	GABARAPL2	1457.8264
GABARAP	8134.9878	GABARAP	5087.1857
GABBR1	210.5996	GABBR1	1233.5766
GABPA	710.8385	GABPA	1292.0843
GABPB1	485.4737	GABPB1	554.3431
GABPB2	64.0148	GABPB2	132.1979
removed	removed	GABRA4	39.7405
GABRB2	36.1823	GABRB2	9.3268
GABRB3	13.9163	GABRB3	47.8508
GABRD	170.7063	removed	removed
removed	removed	GABRE	203.5685
removed	removed	GABRG3	10.1379
GABRP	93.239	GABRP	14475.6691
GAD1	5.1026	removed	removed
GADD45A	439.7541	GADD45A	1012.1655
GADD45B	1669.0247	GADD45B	822.3844
GADD45GIP1	1749.2752	GADD45GIP1	315.4907
GADD45G	176.7366	GADD45G	75.8313
GAK	1639.8005	GAK	1279.3998
removed	removed	GAL3ST1	37.3074
GAL3ST4	495.4192	GAL3ST4	315.4907
GALC	1734.895	GALC	858.4753
GALE	503.3051	GALE	238.8483
GALK1	249.5651	GALK1	203.974
GALK2	276.8225	GALK2	383.1995
GALM	257.9149	GALM	209.6513
GALNS	831.7291	GALNS	323.601
GALNT10	1280.7608	GALNT10	1312.2466
removed	removed	GALNT11	1375.5069
GALNT12	41.7488	GALNT12	18.2482
GALNT13	28.7603	removed	removed
GALNT14	82.106	GALNT14	112.3277
GALNT1	3106.1116	GALNT1	4051.9059
GALNT2	1670.4163	GALNT2	1128.5483
GALNT3	292.7056	GALNT3	1473.6415
GALNT4	371.0681	GALNT4	366.5856
GALNT5	249.1012	GALNT5	200.3244
GALNT6	1019.1349	GALNT6	1202.7575
GALNT7	1441.2617	GALNT7	989.4566
GALNTL1	164.6759	GALNTL1	950.9327
GALNTL2	353.0094	GALNTL2	320.3569
GALNTL4	326.5685	GALNTL4	160.5839
GALT	209.6718	GALT	520.6813
GAMT	1235.3009	GAMT	402.2709
GANAB	10175.5769	GANAB	8275.7502
GANC	285.9469	GANC	525.8273
GAN	34.7907	GAN	163.8281
GAP43	6.4943	removed	removed
GAPDH	42188.5655	GAPDH	29343.4712
GAPT	296.8804	GAPT	47.8508
GAPVD1	1105.8796	GAPVD1	1263.9903
GAR1	663.3422	GAR1	520.6813
GARNL3	79.7866	GARNL3	446.472
GARS	2443.2332	GARS	1321.5734
GART	921.721	GART	1330.0892
GAS1	1022.382	GAS1	667.0722
GAS2L1	679.5779	GAS2L1	626.5207
removed	removed	GAS2L2	27.1695
GAS2L3	11.133	GAS2L3	40.957
GAS2	5.1026	GAS2	26.3585
GAS5	1880.552	GAS5	3556.7721
GAS6	3364.9542	GAS6	4665.4501
GAS7	1432.912	GAS7	538.5239
GAS8	856.4398	GAS8	586.0787
GATA2	342.8041	GATA2	85.5637
GATA3	18305.926	GATA3	4292.3763
GATA4	9.7414	removed	removed
GATA6	83.0337	GATA6	84.7526
GATAD1	1044.1842	GATAD1	1223.0333
GATAD2A	1896.7877	GATAD2A	1349.1484
GATAD2B	874.4057	GATAD2B	1435.1176
GATC	5.1026	GATC	36.9019
GATM	226.3713	GATM	832.1168
GATSL1	5.5665	removed	removed
GATSL3	256.4769	GATSL3	226.3666
GATS	183.1984	GATS	207.9968
GBA2	654.677	GBA2	1077.8102
GBAP1	736.1707	GBAP1	246.1476
GBAS	1598.0517	GBAS	1881.5896
GBA	1521.0484	GBA	764.3958
GBE1	322.8575	GBE1	526.3585
removed	removed	GBF1	2117.1938
GBGT1	132.2046	GBGT1	173.7591
GBP1	1722.8343	GBP1	992.2952
GBP2	2041.9622	GBP2	3407.5061
GBP3	1867.5635	GBP3	795.6204
GBP4	1418.068	GBP4	617.1938
GBP5	642.4678	GBP5	136.253
GBP6	19.0189	GBP6	21.0868
GCAT	281.5725	GCAT	202.352
GCA	331.6711	GCA	420.1135
GCC1	692.1025	GCC1	776.9667
GCC2	600.2551	GCC2	2055.15
GCDH	539.4874	GCDH	375.9124
GCET2	34.3268	GCET2	62.4493
GCFC1	386.8723	GCFC1	1166.6667
GCH1	380.8419	GCH1	186.9424
GCHFR	266.7285	GCHFR	85.9692
GCK	6.4943	GCK	6.8938
GCLC	457.3814	GCLC	925.3852
GCLM	192.9723	GCLM	644.3633
GCN1L1	1537.284	GCN1L1	2953.7713
GCNT1	924.0404	GCNT1	978.9132
GCNT2	86.7448	GCNT2	716.9505
GCNT4	20.4105	GCNT4	116.7883
GCOM1	73.4176	GCOM1	309.8824
GCSH	10.2053	GCSH	29.1971
GDAP1	231.474	GDAP1	506.4882
GDAP2	390.1194	GDAP2	371.8573
GDE1	2742.8969	GDE1	1223.4388
GDF10	17.6273	GDF10	34.8743
GDF11	160.1902	GDF11	88.4996
GDF15	195.2917	GDF15	9.3268
removed	removed	GDF1	5.0324
GDF3	7.422	removed	removed
GDF5	11.133	GDF5	19.0592
GDF6	26.9048	GDF6	9.3268
GDF9	10.6691	GDF9	26.3585
GDI1	4409.6022	GDI1	1961.4761
GDI2	5274.7304	GDI2	7332.5223
GDPD1	28.7603	GDPD1	70.1541
GDPD3	50.966	GDPD3	68.4266
GDPD5	368.3173	GDPD5	384.4282
GEFT	395.9875	GEFT	853.2928
GEMIN4	366.4618	GEMIN4	1283.455
GEMIN5	656.848	GEMIN5	1098.1346
GEMIN6	449.4955	GEMIN6	120.438
GEMIN7	475.9364	GEMIN7	206.0016
GEMIN8P4	33.399	GEMIN8P4	25.953
GEMIN8	440.6819	GEMIN8	470.8029
GEM	757.0451	GEM	772.9116
GEN1	299.6637	GEN1	255.88
GET4	709.7298	GET4	574.2092
GFAP	12.5246	GFAP	111.5166
GFER	625.3044	GFER	195.0527
GFI1	30.1519	GFI1	89.6188
GFM1	902.7021	GFM1	1253.4469
GFM2	380.3781	GFM2	810.6245
GFOD1	53.8096	GFOD1	51.9059
GFOD2	965.7892	GFOD2	642.3358
GFPT1	4373.4199	GFPT1	2118.0049
GFPT2	565.0006	GFPT2	175.588
GFRA1	2736.4026	GFRA1	858.8808
GFRA2	10.2053	GFRA2	47.8508
removed	removed	GFRA3	13.382
GGA1	720.8628	GGA1	1027.9805
GGA2	3122.8111	GGA2	3563.6659
GGA3	482.8946	GGA3	989.8621
GGCT	1476.5163	GGCT	960.665
GGCX	492.636	GGCX	663.8281
GGH	156.3261	GGH	296.4315
GGNBP2	1369.8249	GGNBP2	1669.0998
GGN	6.9581	GGN	12.1655
GGPS1	1769.2218	GGPS1	886.8613
GGT1	169.7785	GGT1	327.2506
GGT3P	8.3498	GGT3P	108.2725
removed	removed	GGT5	316.3017
GGT6	530.6738	GGT6	633.4144
GGT7	124.7826	GGT7	669.0998
removed	removed	GGT8P	8.1103
GGTA1	177.2005	GGTA1	1090.4298
GGTLC2	46.8514	GGTLC2	38.1184
GHDC	595.6164	GHDC	496.7559
GHITM	3613.5916	GHITM	3115.1663
removed	removed	GHRLOS	12.9765
GHRL	8.8136	GHRL	5.2717
GHR	192.5084	GHR	1086.3747
GIGYF1	978.3138	GIGYF1	1806.5693
GIGYF2	1594.3407	GIGYF2	2640.3082
GIMAP1	187.8697	GIMAP1	112.352
GIMAP2	534.8487	GIMAP2	229.4972
GIMAP4	1273.3387	GIMAP4	583.5361
GIMAP5	579.3807	GIMAP5	454.5823
GIMAP6	701.8439	GIMAP6	606.2449
GIMAP7	601.1829	GIMAP7	356.0422
GIMAP8	421.1991	GIMAP8	550.2839
GIN1	93.239	GIN1	242.9035
GINS1	184.1586	GINS1	135.8475
GINS2	730.6042	GINS2	214.923
GINS3	248.6374	GINS3	156.1233
GINS4	83.0337	GINS4	154.5012
GIPC1	2820.828	GIPC1	806.5693
GIPC2	40.3572	GIPC2	105.4339
GIPC3	145.1931	GIPC3	52.3114
GIPR	13.9163	GIPR	14.5985
GIT1	1566.0443	GIT1	1561.2328
GIT2	1109.5906	GIT2	1351.9627
GIYD2	1014.7791	GIYD2	138.382
GJA1	3961.0344	GJA1	2920.9246
GJA3	10.2053	removed	removed
GJA4	554.7953	GJA4	163.4225
GJA5	785.3415	GJA5	143.5523
GJA9	11.133	removed	removed
GJB1	63.551	GJB1	173.1549
GJB2	2227.9949	GJB2	23.5199
removed	removed	GJB3	18.2482
GJB5	12.0608	GJB5	36.9019
GJB6	15.3079	removed	removed
GJC1	402.1802	GJC1	156.5288
GJC2	68.1897	GJC2	16.2206
GJC3	28.7603	GJC3	55.15
GJD3	80.45	GJD3	30.6813
GK3P	8.3498	GK3P	12.1655
GK5	287.6029	GK5	1362.9359
GKAP1	116.8967	GKAP1	138.2806
GKN2	16.2356	removed	removed
GK	79.7866	GK	84.3471
GLA	898.9911	GLA	304.1363
GLB1L2	635.0458	GLB1L2	766.4234
GLB1L	597.008	GLB1L	327.2506
GLB1	968.5724	GLB1	784.266
GLCCI1	223.5881	GLCCI1	454.1768
GLCE	1020.0626	GLCE	1098.5401
removed	removed	GLDC	32.4412
GLDN	9.2775	GLDN	51.9059
GLE1	1135.1038	GLE1	923.7632
GLG1	4707.4104	GLG1	5712.0843
GLI1	59.84	GLI1	9.3268
GLI2	154.0067	GLI2	138.2806
GLI3	778.8473	GLI3	2334.1444
GLI4	220.1415	GLI4	89.3471
GLIPR1L2	30.1519	GLIPR1L2	59.2052
GLIPR1	775.6001	GLIPR1	824.3715
GLIPR2	953.7284	GLIPR2	803.3252
GLIS1	27.3687	GLIS1	7.7048
GLIS2	1367.9694	GLIS2	180.4542
GLIS3	256.5233	GLIS3	60.0162
GLMN	147.9763	GLMN	181.2652
GLO1	3649.7739	GLO1	2212.0843
GLOD4	1021.4543	GLOD4	1267.2344
GLOD5	37.1101	removed	removed
removed	removed	GLP1R	70.5596
removed	removed	GLRA3	21.8978
removed	removed	GLRA4	10.5434
GLRB	427.6934	GLRB	253.8524
GLRX2	164.6759	GLRX2	55.5556
GLRX3	746.8398	GLRX3	622.4655
GLRX5	1119.332	GLRX5	609.8946
GLRX	422.1269	GLRX	168.6942
GLS2	36.1823	GLS2	103.0008
GLS	704.6272	GLS	1794.8094
GLT1D1	5.1026	GLT1D1	27.9805
GLT25D1	2606.5175	GLT25D1	1185.3204
GLT25D2	14.844	GLT25D2	96.1071
GLT8D1	1201.939	GLT8D1	1051.0949
GLT8D2	960.2227	GLT8D2	856.0422
GLTPD1	1146.2368	GLTPD1	384.8337
GLTP	1479.2995	GLTP	1140.7137
removed	removed	GLTSCR1	297.648
GLTSCR2	5737.2144	GLTSCR2	11727.8994
GLUD1	3486.9535	GLUD1	3432.279
GLUD2	187.8697	GLUD2	390.9165
GLUL	21268.2361	GLUL	7038.5239
removed	removed	GLYATL1	9.7324
GLYATL2	6.9581	GLYATL2	91.2409
GLYCTK	67.7258	GLYCTK	52.717
GLYR1	2358.8078	GLYR1	2109.8946
GM2A	2220.5729	GM2A	2852.3925
GMCL1	161.4287	GMCL1	458.232
GMDS	389.1917	GMDS	350.7705
GMEB1	136.8433	GMEB1	287.1046
GMEB2	568.2477	GMEB2	486.2125
GMFB	1459.3529	GMFB	1143.5523
GMFG	440.218	GMFG	173.1549
GMIP	576.1336	GMIP	221.0057
GMNN	263.4814	GMNN	467.5588
GMPPA	1130.0012	GMPPA	483.3739
GMPPB	346.5151	GMPPB	281.4274
GMPR2	1296.9964	GMPR2	1416.4639
GMPR	365.0702	GMPR	163.8281
GMPS	937.4928	GMPS	1259.9351
GNA11	304.3024	GNA11	699.1079
GNA12	1860.6054	GNA12	1026.764
GNA13	1732.5757	GNA13	1851.987
GNA14	233.7933	GNA14	32.0357
GNA15	158.1816	GNA15	85.1582
GNAI1	240.2876	GNAI1	531.6302
GNAI2	7222.0805	GNAI2	3503.6496
GNAI3	2709.9617	GNAI3	2099.3512
GNAL	44.5321	GNAL	291.5653
GNAO1	27.3687	GNAO1	53.528
GNAQ	3215.1223	GNAQ	3191.8086
removed	removed	GNASAS	7.2993
GNAS	52139.6266	GNAS	28266.8289
GNAZ	136.8433	GNAZ	265.6123
GNB1L	59.0282	GNB1L	50.4745
GNB1	11197.9589	GNB1	6750.2028
GNB2L1	26998.4924	GNB2L1	52011.3544
GNB2	4813.6379	GNB2	2022.7088
GNB3	6.601	GNB3	30.9205
GNB4	1111.4461	GNB4	1141.5247
GNB5	393.3666	GNB5	613.1387
GNE	375.2754	GNE	1928.2238
GNG10	409.1384	GNG10	253.0414
GNG11	1169.8945	GNG11	628.9538
GNG12	2755.4215	GNG12	3302.5142
GNG2	510.7271	GNG2	371.0462
GNG3	10.6691	removed	removed
GNG4	39.4294	GNG4	15.4096
GNG5	2940.0441	GNG5	853.2036
GNG7	212.4551	GNG7	1107.867
GNGT2	41.2849	GNGT2	12.1655
GNL1	1165.984	GNL1	1118.0333
GNL2	2863.9685	GNL2	1633.82
GNL3L	487.5333	GNL3L	772.9116
GNL3	1151.3394	GNL3	2707.6237
GNLY	189.2613	GNLY	108.678
GNMT	97.4139	GNMT	8.5158
GNPAT	1239.0119	GNPAT	890.1054
GNPDA1	681.8973	GNPDA1	737.6318
GNPDA2	363.6785	GNPDA2	560.8273
GNPNAT1	865.1281	GNPNAT1	1124.0876
GNPTAB	926.3597	GNPTAB	1500.811
GNPTG	1239.9351	GNPTG	743.309
GNRH1	19.9467	GNRH1	48.6618
GNRHR2	670.4998	GNRHR2	618.1346
removed	removed	GNRHR	6.8938
GNS	3747.1878	GNS	3235.6042
GOLGA1	681.8973	GOLGA1	771.6951
GOLGA2B	106.2275	GOLGA2B	499.5945
GOLGA2	2835.672	GOLGA2	2033.6577
GOLGA3	2205.7289	GOLGA3	1738.4428
GOLGA4	1183.8107	GOLGA4	3644.7689
GOLGA5	2242.8389	GOLGA5	1488.6456
GOLGA6L10	39.8933	GOLGA6L10	283.455
GOLGA6L5	7.8859	GOLGA6L5	139.0916
GOLGA6L9	67.262	GOLGA6L9	192.6196
GOLGA7B	86.7448	GOLGA7B	340.6326
GOLGA7	1165.2557	GOLGA7	1240.4704
GOLGA8A	185.5503	GOLGA8A	3557.5831
GOLGA8B	68.6536	GOLGA8B	1143.9578
removed	removed	GOLGA8C	17.0316
GOLGB1	4053.3457	GOLGB1	7816.3017
GOLIM4	814.5657	GOLIM4	584.3471
GOLM1	2979.4735	GOLM1	1899.4323
GOLPH3L	1440.7979	GOLPH3L	1158.5564
GOLPH3	4178.5921	GOLPH3	2496.7559
GOLT1A	211.9912	GOLT1A	50.2839
GOLT1B	962.0782	GOLT1B	725.8719
GON4L	812.4783	GON4L	1775.6691
GOPC	874.8695	GOPC	1864.1525
GORAB	195.2917	GORAB	407.5426
GORASP1	783.0222	GORASP1	1272.5061
GORASP2	2767.9462	GORASP2	1872.6683
GOSR1	1271.0194	GOSR1	1646.3909
GOSR2	1191.6966	GOSR2	1205.1906
GOT1	870.6947	GOT1	596.1071
GOT2	2667.2852	GOT2	1578.6699
GP1BA	12.0051	GP1BA	24.7364
GP2	582.6279	GP2	10.1379
removed	removed	GP6	7.2993
GPA33	6.0304	removed	removed
GPAA1	1389.3077	GPAA1	1397.4047
GPAM	269.5118	GPAM	854.0146
GPAT2	65.8703	GPAT2	168.2887
GPATCH1	288.0668	GPATCH1	442.8224
GPATCH2	304.3024	GPATCH2	401.0543
GPATCH3	341.8764	GPATCH3	326.0341
GPATCH4	539.0235	GPATCH4	624.0876
GPATCH8	861.4171	GPATCH8	2749.3917
GPBAR1	16.6995	GPBAR1	6.8938
GPBP1L1	2934.0137	GPBP1L1	3474.4526
GPBP1	2410.7619	GPBP1	2972.0195
GPC1	2919.1697	GPC1	797.2425
GPC2	12.0608	GPC2	28.7916
GPC3	95.5584	GPC3	618.0049
GPC4	672.1559	GPC4	362.1249
GPC6	353.9371	GPC6	449.7161
GPCPD1	501.4496	GPCPD1	2702.352
GPD1L	922.6487	GPD1L	3856.0422
GPD1	87.2086	GPD1	110.3001
GPD2	1232.9816	GPD2	1759.9351
GPER	879.0444	GPER	64.0714
GPHN	196.6833	GPHN	681.4355
GPIHBP1	72.8285	GPIHBP1	170.7218
GPI	6485.9098	GPI	2374.2903
GPKOW	509.7994	GPKOW	340.2271
GPLD1	6.9581	GPLD1	41.768
removed	removed	GPM6A	12.1655
GPM6B	148.4402	GPM6B	1569.7486
GPN1	674.0114	GPN1	804.9473
GPN2	236.1127	GPN2	257.502
GPN3	353.9371	GPN3	432.279
GPNMB	5018.671	GPNMB	2275.7502
