gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
CASP1	378.1066	CASP1	608.5696
CASP2	1128.1843	CASP2	1274.1423
CASP3	718.6327	CASP3	523.4662
CASP4	732.0543	CASP4	771.1491
CASP6	451.7339	CASP6	439.9685
CASP7	834.8257	CASP7	921.2844
CASP8AP2	179.8499	CASP8AP2	442.3771
CASP8	844.0291	CASP8	554.3764
CASP9	251.1763	CASP9	399.8254
removed	removed	CASQ1	22.4801
CASQ2	14.9555	CASQ2	52.186
CASS4	14.5721	CASS4	12.4444
CAST	2529.1422	CAST	4901.815
CASZ1	561.4078	CASZ1	1184.6232
CATSPER2P1	34.9269	CATSPER2P1	19.7464
CATSPER2	22.2416	CATSPER2	52.9407
CATSPER3	5.0389	CATSPER3	15.2544
CATSPERB	7.286	CATSPERB	33.7202
CATSPERG	62.5065	CATSPERG	44.1574
CAT	1001.6374	CAT	2547.4818
CAV1	908.8364	CAV1	5669.8129
CAV2	289.1404	CAV2	2133.2049
CBARA1	1662.3654	CBARA1	1152.5087
CBFA2T2	730.9039	CBFA2T2	948.9831
CBFA2T3	33.7458	CBFA2T3	197.5041
CBFB	574.8294	CBFB	891.177
CBLB	308.6976	CBLB	456.0257
CBLC	892.7305	CBLC	301.8762
CBLL1	697.5415	CBLL1	869.9012
CBLN2	8.053	removed	removed
CBLN3	35.2797	CBLN3	84.3005
CBLN4	6.9026	CBLN4	19.6701
CBL	682.9695	CBL	1105.9427
CBR1	1916.2758	CBR1	553.7983
CBR3	203.6254	CBR3	170.6082
CBR4	412.2359	CBR4	741.4432
CBS	76.3116	CBS	89.5191
CBWD1	2028.5842	CBWD1	530.2905
CBWD2	977.4785	CBWD2	745.0561
CBWD3	755.4463	CBWD3	891.9799
CBWD6	330.5557	CBWD6	111.1964
CBX1	2947.7745	CBX1	1871.8732
CBX2	44.4831	CBX2	79.8848
CBX3	6160.1469	CBX3	3303.3765
CBX4	1346.7652	CBX4	378.951
CBX5	2869.5455	CBX5	4128.7189
CBX6	47.9344	CBX6	931.7216
CBX7	235.8373	CBX7	2209.0754
CBX8	154.1571	CBX8	76.6733
CBY1	699.34	CBY1	715.3823
CC2D1A	1243.2269	CC2D1A	844.2096
CC2D1B	743.5586	CC2D1B	617.8025
CC2D2A	176.3986	CC2D2A	383.7681
removed	removed	CC2D2B	6.4229
CCAR1	1726.7892	CCAR1	1129.6271
removed	removed	CCBE1	8.8315
CCBL1	44.4831	CCBL1	117.2179
CCBL2	1185.928	CCBL2	807.8961
CCBP2	125.7799	CCBP2	101.9635
CCDC101	570.2277	CCDC101	343.2236
CCDC102A	131.532	CCDC102A	132.8737
CCDC102B	24.1589	CCDC102B	36.5302
CCDC103	368.9032	CCDC103	258.1202
CCDC104	545.6853	CCDC104	1112.3656
CCDC106	479.3441	CCDC106	165.3896
CCDC107	476.004	CCDC107	275.0204
removed	removed	CCDC108	8.0286
CCDC109A	585.5668	CCDC109A	470.0758
CCDC109B	230.4686	CCDC109B	163.3825
CCDC110	120.0278	CCDC110	115.2107
CCDC111	140.7124	CCDC111	267.7826
CCDC112	194.8054	CCDC112	170.2068
CCDC113	138.8181	CCDC113	447.1942
CCDC114	73.6273	CCDC114	19.2687
CCDC115	1749.4142	CCDC115	1077.8425
CCDC117	446.7487	CCDC117	969.8575
CCDC11	95.4853	CCDC11	49.376
CCDC120	677.6008	CCDC120	465.2586
CCDC121	75.5446	CCDC121	213.9628
CCDC122	88.1993	CCDC122	100.3578
CCDC123	266.5153	CCDC123	418.6926
CCDC124	934.9127	CCDC124	339.2093
CCDC125	377.7232	CCDC125	573.2436
CCDC126	95.1019	CCDC126	304.6862
CCDC127	332.0896	CCDC127	401.8325
removed	removed	CCDC129	55.3975
CCDC12	1313.4028	CCDC12	402.234
CCDC130	439.8461	CCDC130	291.439
CCDC132	626.9821	CCDC132	838.5896
CCDC134	56.7543	CCDC134	58.2075
CCDC135	5.3687	removed	removed
CCDC136	16.106	CCDC136	61.419
CCDC137	607.4248	CCDC137	208.3427
CCDC138	19.1738	CCDC138	40.946
CCDC13	5.7521	CCDC13	10.4372
CCDC142	162.977	CCDC142	108.6473
CCDC144A	42.5619	CCDC144A	58.906
CCDC144B	42.9492	CCDC144B	34.9245
CCDC146	138.4346	CCDC146	139.2966
removed	removed	CCDC147	16.4587
CCDC148	11.5043	CCDC148	58.2075
CCDC149	603.2066	CCDC149	574.0465
CCDC14	644.622	CCDC14	1112.767
CCDC150	8.053	removed	removed
CCDC151	42.5658	CCDC151	9.2329
CCDC152	32.2618	CCDC152	126.1377
CCDC153	111.2078	CCDC153	10.0358
CCDC154	6.1356	removed	removed
CCDC157	49.0848	CCDC157	46.1806
removed	removed	CCDC158	46.9674
CCDC159	241.5894	CCDC159	228.0129
CCDC15	160.2927	CCDC15	104.7735
CCDC160	90.8836	CCDC160	73.4619
removed	removed	CCDC163P	20.0716
CCDC17	5.7521	CCDC17	7.2258
CCDC18	39.5248	CCDC18	21.2758
CCDC19	219.3479	CCDC19	11.6415
CCDC21	175.2482	CCDC21	391.3953
CCDC22	727.0346	CCDC22	483.1946
CCDC23	333.6235	CCDC23	289.4318
CCDC24	598.7621	CCDC24	253.2549
CCDC25	995.1184	CCDC25	1246.0421
CCDC28A	263.831	CCDC28A	545.5449
CCDC28B	144.9537	CCDC28B	36.1288
CCDC30	172.9474	CCDC30	153.7481
CCDC34	416.0707	CCDC34	464.8572
CCDC36	12.6547	CCDC36	7.6272
CCDC39	12.6547	CCDC39	30.1073
CCDC3	134.2163	CCDC3	431.137
CCDC40	290.2908	CCDC40	168.1996
CCDC41	296.4264	CCDC41	189.8769
CCDC43	831.3744	CCDC43	467.6672
CCDC45	496.6005	CCDC45	576.8565
CCDC46	41.3923	CCDC46	157.7624
CCDC47	2720.3737	CCDC47	3211.4488
CCDC48	149.5554	CCDC48	119.225
CCDC50	1306.5003	CCDC50	2151.2693
CCDC51	930.311	CCDC51	192.6869
CCDC52	489.6979	CCDC52	425.517
CCDC53	855.5334	CCDC53	498.5774
CCDC55	962.523	CCDC55	813.2994
CCDC56	1934.7402	CCDC56	1095.5536
CCDC57	510.4056	CCDC57	511.8247
CCDC58	350.4964	CCDC58	156.1567
CCDC59	495.8335	CCDC59	429.1298
CCDC61	215.8966	CCDC61	160.171
CCDC64B	1235.5574	CCDC64B	326.7649
CCDC64	227.7843	CCDC64	93.132
CCDC65	43.3327	CCDC65	37.3331
CCDC66	400.0299	CCDC66	329.2337
CCDC68	5.7521	CCDC68	32.1145
CCDC69	178.6995	CCDC69	589.7023
CCDC6	2284.7457	CCDC6	3125.1411
CCDC71	1123.1991	CCDC71	557.1864
CCDC72	1597.1746	CCDC72	890.7756
CCDC73	30.0491	CCDC73	54.3297
CCDC74A	37.1971	CCDC74A	386.1767
CCDC74B	27.9937	CCDC74B	98.3506
CCDC75	16.8729	CCDC75	70.2504
CCDC76	205.328	CCDC76	338.3502
CCDC77	99.7036	CCDC77	146.1209
CCDC78	207.4601	removed	removed
CCDC7	30.678	CCDC7	37.6703
CCDC80	2602.6467	CCDC80	1563.1727
CCDC81	64.8073	CCDC81	6.4229
CCDC82	103.1549	CCDC82	438.7642
CCDC84	212.8288	CCDC84	107.1821
CCDC85A	189.7321	CCDC85A	75.3647
CCDC85B	281.4709	CCDC85B	90.322
CCDC85C	736.9858	CCDC85C	806.9769
CCDC86	844.0061	CCDC86	459.9999
CCDC87	60.9726	CCDC87	30.1073
CCDC88A	224.333	CCDC88A	649.5155
CCDC88B	106.6061	CCDC88B	80.6877
CCDC88C	1209.0976	CCDC88C	661.9599
CCDC89	76.6951	CCDC89	64.6304
CCDC8	249.2589	CCDC8	1507.7752
CCDC90A	465.9225	CCDC90A	299.869
CCDC90B	931.8296	CCDC90B	778.3388
CCDC91	482.4119	CCDC91	584.0823
CCDC92	1133.1695	CCDC92	802.4608
CCDC93	338.2252	CCDC93	1036.8965
CCDC94	469.7572	CCDC94	315.5248
CCDC96	127.6973	CCDC96	79.8848
CCDC97	1516.6447	CCDC97	1109.1541
CCDC99	134.5998	CCDC99	159.3681
CCDC9	601.2892	CCDC9	236.0415
CCHCR1	964.8238	CCHCR1	267.3531
CCIN	11.1208	removed	removed
CCL11	57.1378	removed	removed
CCL13	8.053	CCL13	8.0286
CCL14	217.4267	CCL14	1769.4922
removed	removed	CCL16	6.0215
CCL17	8.4365	removed	removed
CCL18	26.0763	CCL18	36.9317
CCL19	296.8099	CCL19	59.0104
removed	removed	CCL20	6.0215
CCL21	120.0278	CCL21	669.1856
CCL22	130.3816	CCL22	66.2361
CCL28	63.2734	CCL28	1399.7903
CCL2	520.376	CCL2	427.9256
CCL3L1	9.7441	CCL3L1	23.849
removed	removed	CCL3L3	5.054
CCL3	55.6039	CCL3	87.9134
CCL4L2	34.5128	CCL4L2	32.9174
CCL4	62.8899	CCL4	51.7846
CCL5	1247.4451	CCL5	480.9145
CCL8	98.9366	CCL8	34.5231
CCM2	1035.3833	CCM2	640.684
CCNA1	15.7225	CCNA1	30.1073
CCNA2	179.3552	CCNA2	46.5419
CCNB1IP1	777.6879	CCNB1IP1	884.7541
CCNB1	415.3037	CCNB1	215.5685
CCNB2	154.1571	CCNB2	39.7417
CCNB3	7.6695	CCNB3	22.8816
CCNC	675.6834	CCNC	1685.2078
CCND1	4855.3301	CCND1	5605.5518
CCND2	617.7787	CCND2	1741.0067
CCND3	785.7409	CCND3	1418.6575
CCNDBP1	288.7569	CCNDBP1	1306.6582
CCNE1	32.2119	CCNE1	15.2544
CCNE2	89.1158	CCNE2	26.1412
CCNF	482.4119	CCNF	198.307
CCNG1	819.1032	CCNG1	2616.5279
CCNG2	1679.2383	CCNG2	3066.9336
CCNH	312.4787	CCNH	609.545
removed	removed	CCNI2	17.4301
CCNI	2862.2595	CCNI	8670.5104
CCNJL	229.3182	CCNJL	147.3252
CCNJ	174.0978	CCNJ	233.6329
CCNK	2021.3519	CCNK	851.335
CCNL1	1049.5718	CCNL1	1389.7545
CCNL2	1005.8557	CCNL2	1946.9408
CCNO	78.6124	CCNO	53.7918
CCNT1	27.2267	CCNT1	256.9159
CCNT2	583.2659	CCNT2	1016.4235
CCNYL1	327.1044	CCNYL1	377.7467
CCNY	2029.3512	CCNY	1705.2793
CCPG1	1077.0095	CCPG1	2536.338
CCR1	179.083	CCR1	96.3435
CCR2	49.4683	CCR2	70.2504
CCR3	5.7521	removed	removed
CCR4	20.3242	removed	removed
CCR5	207.4601	CCR5	101.9635
CCR6	29.4892	CCR6	44.3983
CCR7	144.1867	CCR7	26.8959
CCR8	6.9026	removed	removed
CCRL1	96.6358	CCRL1	41.7488
CCRL2	39.498	CCRL2	40.1431
CCRN4L	51.3857	CCRN4L	138.0923
CCS	1033.0824	CCS	309.9048
CCT2	2903.2914	CCT2	3100.6538
CCT3	11402.2541	CCT3	4842.8648
CCT4	2263.6546	CCT4	4213.0194
CCT5	2614.5345	CCT5	3494.8592
CCT6A	4226.2811	CCT6A	3357.9712
CCT6B	132.299	CCT6B	133.6766
CCT6P1	92.801	CCT6P1	66.6376
CCT7	3789.8862	CCT7	4470.3368
CCT8	4156.8721	CCT8	3162.0728
CD101	23.392	CD101	26.4945
CD109	190.5872	CD109	623.0211
CD14	493.1492	CD14	938.1445
CD151	12872.1148	CD151	7277.9459
removed	removed	CD160	12.8458
CD163L1	13.4216	CD163L1	69.849
CD163	195.1889	CD163	68.2433
CD164L2	12.6547	CD164L2	74.2648
CD164	9742.1896	CD164	12378.128
CD180	62.8899	CD180	87.9134
CD19	6.9026	removed	removed
CD1A	118.8773	removed	removed
CD1C	22.2416	CD1C	25.2902
CD1D	16.4894	CD1D	23.6844
CD1E	27.6102	CD1E	7.6272
CD200R1	12.6547	CD200R1	8.0286
CD200	181.3838	CD200	753.4862
CD207	221.2652	CD207	21.6773
CD209	19.9407	CD209	34.5231
CD226	8.8199	CD226	17.663
CD22	70.176	CD22	22.4801
removed	removed	CD244	11.2401
CD247	72.0934	CD247	56.2004
CD248	1044.9701	CD248	522.6633
CD24	14173.6299	CD24	19668.1168
CD274	29.9111	CD274	30.1073
CD276	1550.3906	CD276	1286.5867
CD27	94.1892	CD27	44.5749
CD28	34.1293	CD28	8.0286
CD2AP	1842.2153	CD2AP	1635.4303
CD2BP2	3070.4866	CD2BP2	1209.9133
CD2	322.5027	CD2	150.9381
CD300A	113.5087	CD300A	107.1821
CD300C	24.5424	CD300C	13.2472
CD300LB	9.2034	CD300LB	6.4229
CD300LF	42.1823	CD300LF	26.8959
CD300LG	10.7373	CD300LG	364.9009
CD302	429.4923	CD302	1463.9871
CD320	348.9625	CD320	363.6966
CD33	27.6102	CD33	31.7131
CD34	916.1225	CD34	2894.3182
CD36	228.1678	CD36	1998.7255
CD37	262.6806	CD37	141.3037
CD38	22.2416	removed	removed
CD3D	123.0956	CD3D	54.9961
CD3EAP	543.8945	CD3EAP	556.7849
CD3E	267.6657	CD3E	152.9452
CD3G	13.0382	CD3G	18.4658
CD40LG	23.7755	CD40LG	5.62
CD40	155.691	CD40	251.2959
CD44	2715.005	CD44	11189.892
CD46	5658.9448	CD46	6600.3302
CD47	2164.718	CD47	3281.2978
CD48	269.5831	CD48	105.9778
CD4	817.5693	CD4	563.6093
CD52	375.8058	CD52	139.698
CD53	470.5242	CD53	295.8547
CD55	1026.1799	CD55	1977.851
CD58	173.7143	CD58	171.8125
CD59	10551.7059	CD59	25918.8005
CD5	84.748	CD5	26.4945
CD63	13609.1543	CD63	9420.7851
CD68	1135.0868	CD68	832.9695
CD69	76.3116	CD69	39.3402
CD6	124.6295	CD6	52.9889
CD70	8.053	removed	removed
CD72	54.07	CD72	35.7274
CD74	40842.035	CD74	21566.8859
CD79A	102.7714	CD79A	38.5374
CD79B	76.3116	CD79B	127.6551
CD7	79.7629	CD7	37.3331
CD80	24.1589	removed	removed
CD81	11487.3856	CD81	11289.0454
CD82	2263.2711	CD82	1307.4611
CD83	305.6298	CD83	260.1274
CD84	24.5424	CD84	35.3259
CD86	189.0533	CD86	73.8633
CD8A	216.6635	CD8A	171.0096
CD8B	87.0489	CD8B	44.1574
CD93	1182.2543	CD93	1828.5187
CD96	98.5531	CD96	67.4404
CD97	329.4053	CD97	531.0933
CD99L2	677.2173	CD99L2	950.5888
CD99	1501.6892	CD99	1686.0106
CD9	15990.1524	CD9	7766.4875
CDADC1	155.3075	CDADC1	185.0597
CDAN1	263.064	CDAN1	342.4207
CDA	27.2267	CDA	22.4801
CDC123	1195.4995	CDC123	924.9494
CDC14A	41.7988	CDC14A	341.6179
CDC14B	49.0848	CDC14B	632.6554
removed	removed	CDC14C	7.2258
CDC16	2774.0602	CDC16	1722.5409
CDC20B	23.392	removed	removed
CDC20	274.1848	CDC20	48.5732
CDC23	677.6008	CDC23	882.3456
CDC25A	106.2227	CDC25A	41.3474
CDC25B	388.4605	CDC25B	504.1975
CDC25C	29.5276	removed	removed
CDC26	110.0574	CDC26	116.9008
CDC27	1105.1758	CDC27	1450.3706
CDC34	674.533	CDC34	410.2626
CDC37L1	692.1729	CDC37L1	516.6418
CDC37	4095.1325	CDC37	2036.8614
CDC40	363.918	CDC40	768.7406
CDC42BPA	350.1129	CDC42BPA	1692.0321
CDC42BPB	3171.7241	CDC42BPB	2995.4789
CDC42BPG	413.3864	CDC42BPG	863.8797
CDC42EP1	805.2981	CDC42EP1	2064.9616
CDC42EP2	228.1678	CDC42EP2	279.7975
CDC42EP3	395.363	CDC42EP3	870.3026
CDC42EP4	2101.0611	CDC42EP4	2127.9863
CDC42EP5	57.5213	CDC42EP5	52.5875
CDC42SE1	3799.0398	CDC42SE1	3488.6611
CDC42SE2	914.5886	CDC42SE2	1925.2636
CDC42	4882.4073	CDC42	6563.3985
CDC45	58.2882	CDC45	8.0286
CDC5L	1127.8008	CDC5L	1026.8608
CDC6	225.4835	CDC6	56.2004
CDC73	1075.2647	CDC73	1086.2726
CDC7	78.9959	CDC7	63.8275
CDCA2	25.3094	CDCA2	20.0716
CDCA3	190.7483	CDCA3	21.6291
CDCA4	468.9903	CDCA4	261.3316
CDCA5	303.3289	CDCA5	46.566
CDCA7L	119.9511	CDCA7L	706.4666
CDCA7	16.4894	CDCA7	74.6662
CDCA8	239.2886	CDCA8	52.9889
CDCP1	319.4349	CDCP1	852.2382
CDH10	31.8284	removed	removed
CDH11	1949.9718	CDH11	537.1148
removed	removed	CDH12	147.7266
CDH13	192.8881	CDH13	576.8565
removed	removed	CDH19	22.8816
CDH1	6434.3318	CDH1	15859.3385
CDH22	10.7373	CDH22	14.4515
CDH23	42.9492	CDH23	97.9492
CDH24	157.9918	CDH24	104.7735
removed	removed	CDH26	8.0286
CDH2	65.9577	CDH2	43.3546
CDH3	1155.7945	CDH3	3203.4202
removed	removed	CDH4	16.4587
CDH5	745.0925	CDH5	1300.2353
CDH6	38.3475	CDH6	89.1177
removed	removed	CDHR1	16.4587
CDHR3	33.65	CDHR3	35.7434
CDHR4	10.3538	removed	removed
CDIPT	3475.4365	CDIPT	1984.6754
CDK10	576.3634	CDK10	583.2794
CDK11A	391.9884	CDK11A	292.4426
CDK11B	726.609	CDK11B	599.1359
CDK12	1088.3029	CDK12	1254.8736
CDK13	1044.5867	CDK13	1183.8203
CDK14	162.977	CDK14	629.0425
CDK16	3088.8934	CDK16	1573.2085
CDK17	536.0984	CDK17	894.7899
CDK18	71.3264	CDK18	413.0726
CDK19	221.852	CDK19	772.5341
CDK1	249.6424	CDK1	77.4762
CDK20	139.2015	CDK20	196.7012
CDK2AP1	4572.1758	CDK2AP1	2563.9404
CDK2AP2	1024.2625	CDK2AP2	683.6372
CDK2	730.1369	CDK2	771.952
CDK3	129.5993	CDK3	106.4395
CDK4	3944.0433	CDK4	2083.8288
CDK5R1	29.1441	CDK5R1	56.2004
CDK5RAP1	1066.8282	CDK5RAP1	497.3731
CDK5RAP2	1445.3183	CDK5RAP2	1660.319
CDK5RAP3	3067.8023	CDK5RAP3	1927.2707
CDK5	515.7743	CDK5	190.6798
CDK6	1244.3773	CDK6	750.6762
CDK7	530.3463	CDK7	468.8715
CDK8	149.9388	CDK8	138.0923
CDK9	1084.8516	CDK9	1103.5341
CDKAL1	423.7402	CDKAL1	350.4494
CDKL1	11.8877	CDKL1	9.6343
removed	removed	CDKL2	80.2862
CDKL3	17.7779	CDKL3	45.3015
CDKL5	11.5043	CDKL5	54.5946
CDKN1A	664.5627	CDKN1A	1427.8904
CDKN1B	1480.2146	CDKN1B	1464.4207
CDKN1C	127.3138	CDKN1C	444.3842
CDKN2AIPNL	203.6254	CDKN2AIPNL	344.0265
CDKN2AIP	327.1044	CDKN2AIP	674.4043
CDKN2A	121.5617	CDKN2A	40.946
CDKN2B	413.3864	CDKN2B	146.1209
CDKN2C	490.4649	CDKN2C	176.6297
CDKN2D	126.9303	CDKN2D	56.2004
CDKN3	159.9092	CDKN3	16.0572
CDNF	15.7225	CDNF	63.8275
CDO1	25.6928	CDO1	226.0057
CDON	28.7606	CDON	554.3764
CDR2L	591.7024	CDR2L	465.6601
CDR2	806.4485	CDR2	657.1427
CDRT15P	5.3687	CDRT15P	6.8243
CDRT4	447.1705	CDRT4	367.5463
CDS1	787.6582	CDS1	1377.7115
CDS2	1522.7803	CDS2	969.8575
CDSN	50.2353	CDSN	78.6805
CDT1	159.1422	CDT1	51.7846
CDV3	3666.0237	CDV3	3731.3021
CDYL2	42.5658	CDYL2	111.5978
CDYL	786.8913	CDYL	557.9892
CEACAM19	297.9603	CEACAM19	72.659
CEACAM1	816.8024	CEACAM1	677.6157
CEACAM21	11.5043	CEACAM21	12.4444
CEACAM5	6.1356	removed	removed
CEACAM6	175.2482	CEACAM6	117.2179
CEBPA	1498.2379	CEBPA	332.385
CEBPB	847.4804	CEBPB	901.6143
CEBPD	289.9073	CEBPD	389.3882
CEBPG	912.2877	CEBPG	1286.1853
CEBPZ	919.5737	CEBPZ	1428.2919
CECR1	734.7386	CECR1	1211.9205
CECR2	32.5954	CECR2	9.6343
CECR5	559.4904	CECR5	464.4558
CECR6	57.1378	CECR6	25.2902
CECR7	55.6039	CECR7	69.4476
CELF1	1580.6851	CELF1	1831.3287
CELF2	272.6509	CELF2	529.0862
CELF4	5.3687	CELF4	10.0358
CELF5	292.5916	CELF5	58.2075
CELF6	21.9118	CELF6	44.5589
CELSR1	3852.7762	CELSR1	3396.1071
CELSR2	2935.1198	CELSR2	3678.3132
CELSR3	92.4175	CELSR3	45.4862
CEL	6.5191	CEL	8.4301
CEMP1	152.8571	CEMP1	106.6281
CENPA	52.9196	removed	removed
CENPBD1	311.3819	CENPBD1	389.3882
CENPB	2738.0135	CENPB	1633.4232
CENPC1	263.831	CENPC1	462.8501
CENPE	82.8307	CENPE	21.6773
CENPF	840.1943	CENPF	217.5757
CENPH	114.6591	CENPH	124.8451
CENPI	17.6399	CENPI	7.2258
CENPJ	177.1656	CENPJ	189.4755
CENPK	22.625	CENPK	21.6773
CENPL	106.2227	CENPL	71.0533
CENPM	82.4472	CENPM	16.4587
CENPN	154.6019	CENPN	124.9575
CENPO	56.0487	CENPO	79.2385
CENPP	54.1851	CENPP	30.0752
CENPQ	161.8266	CENPQ	114.4079
CENPT	422.5898	CENPT	500.1832
CENPV	29.9111	CENPV	146.5224
CENPW	74.3942	CENPW	71.4547
CEP110	302.562	CEP110	534.3048
CEP120	205.1593	CEP120	626.634
CEP135	222.0322	CEP135	220.7871
CEP152	31.0615	CEP152	79.4834
CEP164	563.7087	CEP164	665.5728
CEP170	491.9988	CEP170	657.1427
CEP192	465.539	CEP192	790.8193
CEP250	737.423	CEP250	386.1767
CEP290	520.8515	CEP290	462.8099
CEP350	862.8194	CEP350	1096.3083
CEP55	162.977	CEP55	24.8887
CEP57	733.5882	CEP57	989.9291
CEP63	915.808	CEP63	681.341
CEP68	654.9758	CEP68	1345.1956
CEP70	654.2088	CEP70	482.1188
CEP72	26.0763	CEP72	57.8061
CEP76	123.0956	CEP76	126.4508
CEP78	217.047	CEP78	273.776
CEP97	74.3942	CEP97	166.5939
CEPT1	960.9891	CEPT1	889.9728
CERCAM	2341.1166	CERCAM	839.3924
CERKL	56.9768	CERKL	32.2068
CERK	263.4475	CERK	923.693
CES1	57.5213	CES1	211.5542
CES2	930.6945	CES2	1355.6328
CES3	240.8225	CES3	20.0716
CES8	47.5509	CES8	94.3363
CETN2	2898.3062	CETN2	1500.9509
CETN3	335.5409	CETN3	386.9796
CETP	9.5869	removed	removed
CFB	28964.4595	CFB	2553.5032
CFDP1	921.4911	CFDP1	728.9989
CFD	275.3353	CFD	1119.1899
CFHR3	5.3687	removed	removed
CFH	1337.1783	CFH	1343.9913
CFI	947.5674	CFI	915.2629
CFL1	30335.9627	CFL1	11338.02
CFL2	194.422	CFL2	613.7882
CFLAR	409.1681	CFLAR	647.5084
CFP	69.0256	CFP	14.853
removed	removed	CFTR	11.2401
CG030	33.3623	CG030	55.7989
removed	removed	CGB7	7.5911
CGGBP1	2379.0807	CGGBP1	2716.5084
CGNL1	933.3788	CGNL1	1830.5258
CGN	2605.3311	CGN	1574.0114
CGREF1	277.8317	CGREF1	112.0474
CGRRF1	238.9051	CGRRF1	327.5678
CH25H	65.1908	CH25H	50.1789
CHAC1	15.7225	CHAC1	27.2973
CHAC2	32.9789	CHAC2	19.2687
CHADL	5.3687	CHADL	91.1249
CHAD	51.0022	CHAD	287.0232
CHAF1A	449.8165	CHAF1A	163.7839
CHAF1B	363.1511	CHAF1B	141.3037
CHCHD10	582.499	CHCHD10	323.5535
CHCHD1	926.4763	CHCHD1	462.8501
CHCHD2	4484.7434	CHCHD2	2909.5726
CHCHD3	1021.5782	CHCHD3	567.2221
CHCHD4	352.7973	CHCHD4	243.6687
CHCHD5	649.6071	CHCHD5	288.629
CHCHD6	227.0174	CHCHD6	142.1066
CHCHD7	663.0288	CHCHD7	479.3087
CHCHD8	1192.2247	CHCHD8	604.5552
CHD1L	1067.9787	CHD1L	747.0633
CHD1	407.2508	CHD1	1298.6296
CHD2	1148.8919	CHD2	2616.9294
CHD3	3855.077	CHD3	4250.3525
CHD4	5694.9914	CHD4	6314.1018
removed	removed	CHD5	12.0429
CHD6	1521.6299	CHD6	2214.6954
CHD7	606.2744	CHD7	718.5617
CHD8	3222.3428	CHD8	2213.8925
CHD9	436.0114	CHD9	1732.9781
CHDH	1110.5444	CHDH	985.1119
CHEK1	181.7673	CHEK1	68.2433
CHEK2	205.5428	CHEK2	153.7481
CHERP	1325.7277	CHERP	1272.1231
CHFR	529.9628	CHFR	290.2347
removed	removed	CHGB	32.9174
CHI3L1	504.6535	CHI3L1	3227.1046
CHI3L2	747.0099	CHI3L2	725.7874
CHIC1	219.3479	CHIC1	392.5996
CHIC2	180.2334	CHIC2	327.1663
CHID1	1878.2619	CHID1	1549.1226
CHIT1	152.6232	CHIT1	327.5678
CHKA	1276.2057	CHKA	807.6794
CHKB-CPT1B	135.639	CHKB-CPT1B	387.931
CHKB	251.6902	CHKB	269.5048
CHL1	76.6951	CHL1	1218.3434
CHML	729.7535	CHML	491.3517
CHMP1A	2339.9662	CHMP1A	1848.5902
CHMP1B	1459.8904	CHMP1B	1782.3541
CHMP2A	4156.8721	CHMP2A	1712.1036
CHMP2B	1180.7204	CHMP2B	1120.7956
CHMP4A	970.5491	CHMP4A	898.8725
CHMP4B	5383.226	CHMP4B	2927.2356
CHMP4C	450.5835	CHMP4C	714.1459
CHMP5	1617.5716	CHMP5	1513.335
CHMP6	812.2006	CHMP6	426.3198
CHMP7	456.3356	CHMP7	898.0014
CHM	222.4157	CHM	763.1205
CHN1	152.6232	CHN1	427.5241
CHN2	67.1082	CHN2	55.3975
CHODL	114.6591	CHODL	42.9531
CHORDC1	510.0221	CHORDC1	463.2515
CHPF2	1854.8699	CHPF2	1078.2439
CHPF	2932.052	CHPF	1373.2958
CHPT1	1353.5949	CHPT1	2993.8732
CHP	1811.5372	CHP	2984.2388
CHRAC1	867.0376	CHRAC1	525.8747
CHRDL1	59.4387	CHRDL1	558.7921
CHRDL2	11.5043	CHRDL2	6.8243
CHRD	121.5617	CHRD	80.6877
CHRFAM7A	9.2034	CHRFAM7A	26.8959
CHRM1	74.3942	CHRM1	108.3864
removed	removed	CHRM3	12.4444
CHRNA10	8.8199	CHRNA10	13.6487
CHRNA1	12.2712	CHRNA1	5.2186
CHRNA2	171.7969	CHRNA2	8.8315
CHRNA5	19.9407	CHRNA5	50.5803
CHRNA6	10.7373	removed	removed
removed	removed	CHRNA7	8.0286
CHRNB1	454.4182	CHRNB1	282.6075
CHRNB2	143.4198	CHRNB2	90.322
CHRNE	40.6676	CHRNE	21.5287
CHST10	90.8836	CHST10	298.6647
CHST11	103.1549	CHST11	36.9317
CHST12	356.632	CHST12	148.9309
CHST14	608.9587	CHST14	513.4304
CHST15	1049.1884	CHST15	1079.8497
CHST1	90.1167	CHST1	52.186
CHST2	57.5213	CHST2	200.3141
CHST3	186.7525	CHST3	1279.7624
removed	removed	CHST4	8.0286
removed	removed	CHST5	7.2338
CHST6	14.5721	CHST6	24.8887
CHST7	32.9789	CHST7	53.3903
CHST8	9.9704	CHST8	129.2608
CHST9	14.9555	CHST9	466.4629
CHSY1	808.3659	CHSY1	1646.6704
CHSY3	73.6273	CHSY3	44.1574
CHTF18	600.9058	CHTF18	94.7377
CHTF8	1701.8633	CHTF8	3664.8612
CHUK	348.1956	CHUK	556.7849
CHURC1	1448.1215	CHURC1	1521.5844
CIAO1	1599.4754	CIAO1	1920.8478
CIAPIN1	830.9909	CIAPIN1	853.4425
CIB1	1716.0519	CIB1	1560.7641
CIB2	85.515	CIB2	78.6805
CIB3	9.5869	removed	removed
CIC	1068.3621	CIC	1809.25
