gene_id	TCGA-E9-A1NG-01A-21R-A14M-07	gene_id	TCGA-E9-A1NG-11A-52R-A14M-07
ANKRD58	24.3605	ANKRD58	6.2612
ANKRD5	165.9562	ANKRD5	139.5349
ANKRD6	475.6029	ANKRD6	275.2862
ANKRD9	44.458	ANKRD9	61.2701
ANKS1A	813.6419	ANKS1A	1033.542
ANKS1B	51.7661	ANKS1B	61.2701
ANKS3	294.1535	ANKS3	150.7156
ANKS6	178.1364	ANKS6	362.7013
ANKZF1	471.6809	ANKZF1	388.1932
ANLN	294.7625	ANLN	65.7424
ANO10	919.6102	ANO10	994.186
ANO1	3050.2436	ANO1	2238.8193
removed	removed	ANO2	58.1395
removed	removed	ANO3	156.0823
removed	removed	ANO4	18.7835
removed	removed	ANO5	63.059
ANO6	3306.6382	ANO6	8877.0125
ANO7	88.6114	removed	removed
ANO8	233.5566	ANO8	247.7639
ANO9	120.2801	ANO9	18.7835
ANP32A	2780.1462	ANP32A	2152.5045
ANP32B	1928.1364	ANP32B	2818.873
ANP32E	1177.8319	ANP32E	1007.1556
ANPEP	1118.4531	ANPEP	2188.7299
ANTXR1	46842.8745	ANTXR1	4436.4937
ANTXR2	2535.3228	ANTXR2	3497.3166
ANUBL1	190.0122	ANUBL1	182.4687
ANXA11	4377.8928	ANXA11	6086.7621
ANXA1	10182.704	ANXA1	28316.1896
ANXA2P1	147.3812	ANXA2P1	125.2236
ANXA2P2	9117.5396	ANXA2P2	8403.8462
ANXA2P3	10.6577	ANXA2P3	7.1556
ANXA2	27634.8965	ANXA2	25221.8247
ANXA3	664.1291	ANXA3	1520.5725
ANXA4	2334.0438	ANXA4	1793.8283
ANXA5	8474.4214	ANXA5	15865.3846
ANXA6	7572.7771	ANXA6	11331.8426
ANXA7	3595.3106	ANXA7	3830.0537
ANXA8L2	115.7125	ANXA8L2	124.3292
ANXA8	273.9403	ANXA8	270.5725
ANXA9	545.9805	ANXA9	67.9785
AOAH	142.5091	AOAH	114.0429
AOC2	5.4811	AOC2	167.263
AOC3	1248.4775	AOC3	28763.4168
AOX1	447.0158	AOX1	1706.619
AP1AR	616.3216	AP1AR	425.3131
AP1B1	2652.2533	AP1B1	2352.8623
AP1G1	2080.6943	AP1G1	2262.9696
AP1G2	868.9495	AP1G2	382.5358
AP1M1	993.9099	AP1M1	1494.6333
AP1M2	871.1937	AP1M2	294.7227
AP1S1	686.3581	AP1S1	370.3041
AP1S2	703.715	AP1S2	721.3775
AP1S3	271.3155	AP1S3	53.6673
AP2A1	2510.3319	AP2A1	1726.9678
AP2A2	2018.2704	AP2A2	2416.3685
AP2B1	6956.76	AP2B1	5830.0537
AP2M1	7310.2923	AP2M1	4976.297
AP2S1	1927.8319	AP2S1	915.9213
AP3B1	1374.8477	AP3B1	1375.2236
removed	removed	AP3B2	16.5474
AP3D1	2057.5518	AP3D1	2339.4454
AP3M1	1599.5737	AP3M1	1676.6547
AP3M2	813.6419	AP3M2	540.2504
AP3S1	1810.9013	AP3S1	1411.0018
AP3S2	1667.2046	AP3S2	1866.7039
AP4B1	333.2978	AP4B1	333.6181
AP4E1	450.9744	AP4E1	537.5671
AP4M1	407.4482	AP4M1	254.3292
AP4S1	111.4495	AP4S1	93.0233
APAF1	525.8831	APAF1	526.8336
APBA1	112.972	APBA1	313.5063
APBA2	433.922	APBA2	29.517
APBA3	142.8136	APBA3	150.2683
APBB1IP	368.1486	APBB1IP	1362.254
APBB1	756.3946	APBB1	752.6834
APBB2	3084.0438	APBB2	3249.5528
APBB3	147.6857	APBB3	180.2326
APCDD1L	104.7503	APCDD1L	188.2826
APCDD1	788.0633	APCDD1	1628.8014
APC	1075.5177	APC	1500.8945
APEH	2448.2339	APEH	917.263
APEX1	2699.1474	APEX1	1984.7943
APEX2	751.218	APEX2	384.1682
APH1A	3876.6748	APH1A	2756.7084
APH1B	570.9501	APH1B	622.9875
API5	2869.0621	API5	2479.4275
APIP	286.8758	APIP	527.5134
APITD1	225.9622	APITD1	105.0984
APLF	45.676	APLF	118.068
APLNR	635.5055	APLNR	1318.4258
APLN	2036.2363	APLN	102.415
APLP1	39.5859	APLP1	18.3363
APLP2	9664.4336	APLP2	16920.8408
APOA1BP	1334.0438	APOA1BP	862.7013
APOB48R	507.9172	APOB48R	145.7961
removed	removed	APOBEC3A	5.3667
APOBEC3B	52.3752	APOBEC3B	18.3363
APOBEC3C	214.6772	APOBEC3C	351.0733
APOBEC3D	43.24	APOBEC3D	54.5617
APOBEC3F	86.1754	APOBEC3F	96.1538
APOBEC3G	151.6443	APOBEC3G	169.4991
APOBEC3H	5.1766	removed	removed
removed	removed	APOB	458.4079
APOC1	283.1912	APOC1	318.4258
APOC2	63.9464	APOC2	46.9589
APOD	969.8538	APOD	17873.8819
APOE	1458.8916	APOE	5140.4293
APOF	10.6577	removed	removed
APOL1	2352.9233	APOL1	1527.2809
APOL2	888.8551	APOL2	705.2773
APOL3	585.5664	APOL3	1641.771
APOL4	483.8611	APOL4	298.3005
APOL6	1220.7674	APOL6	8737.4776
APOLD1	442.1437	APOLD1	5624.7764
APOM	33.243	APOM	35.8184
APOOL	241.1693	APOOL	283.0948
APOO	170.5238	APOO	118.5152
APPBP2	1242.9963	APPBP2	1690.966
APPL1	1902.2533	APPL1	1862.7013
APPL2	1129.7199	APPL2	1474.5081
APP	31067.905	APP	18752.2361
APRT	1001.218	APRT	865.8318
APTX	489.0378	APTX	405.1878
AQP11	12.1803	AQP11	24.1503
AQP1	6750.0274	AQP1	15714.3113
AQP3	94.3971	AQP3	375.2236
removed	removed	AQP4	23.703
removed	removed	AQP5	46.5116
removed	removed	AQP7P1	404.2934
removed	removed	AQP7P3	56.7979
removed	removed	AQP7	3243.2916
AQP9	57.5518	AQP9	93.0233
removed	removed	AQPEP	680.4249
AQR	1443.9708	AQR	1327.3703
ARAF	1049.0256	ARAF	996.4222
ARAP1	1952.1772	ARAP1	2309.432
ARAP2	449.1474	ARAP2	390.8766
ARAP3	378.5018	ARAP3	743.7388
ARCN1	4891.9001	ARCN1	4953.0411
ARC	6.6991	ARC	93.0233
AREG	1111.4495	AREG	328.2648
ARF1	8084.0438	ARF1	6369.8569
ARF3	5420.2192	ARF3	3691.4132
ARF4	7204.0195	ARF4	4131.932
ARF5	2182.9963	ARF5	1543.381
ARF6	4207.0646	ARF6	3220.9302
ARFGAP1	1059.3788	ARFGAP1	698.5689
ARFGAP2	1563.3374	ARFGAP2	1546.5116
ARFGAP3	1012.1803	ARFGAP3	1149.8211
ARFGEF1	2277.4056	ARFGEF1	1681.2209
ARFGEF2	1499.0865	ARFGEF2	1915.4741
ARFIP1	1530.1462	ARFIP1	1064.8479
ARFIP2	1461.9367	ARFIP2	725.4025
ARFRP1	672.9598	ARFRP1	497.7639
ARG2	176.084	ARG2	271.7442
ARGLU1	892.8136	ARGLU1	1607.3345
ARHGAP10	263.7028	ARHGAP10	1346.1538
ARHGAP11A	434.8356	ARHGAP11A	477.1914
ARHGAP11B	21.4525	ARHGAP11B	20.1252
ARHGAP12	1217.1133	ARHGAP12	1221.8247
ARHGAP15	104.4458	ARHGAP15	75.5814
ARHGAP17	1261.5713	ARHGAP17	1467.7996
ARHGAP18	1553.8977	ARHGAP18	1088.1038
ARHGAP19	267.3569	ARHGAP19	508.9445
ARHGAP1	4611.1449	ARHGAP1	3167.263
ARHGAP20	91.352	ARHGAP20	716.0107
ARHGAP21	1809.6833	ARHGAP21	5565.2952
ARHGAP22	220.1583	ARHGAP22	64.8479
ARHGAP23	712.8502	ARHGAP23	1207.5134
ARHGAP24	380.9379	ARHGAP24	603.3095
ARHGAP25	317.6005	ARHGAP25	350.1789
ARHGAP26	451.2789	ARHGAP26	896.2433
ARHGAP27	454.5706	ARHGAP27	444.0966
ARHGAP28	379.7199	ARHGAP28	350.1789
ARHGAP29	3312.1194	ARHGAP29	4867.6208
ARHGAP30	651.6443	ARHGAP30	804.1145
ARHGAP31	1227.162	ARHGAP31	2214.6691
ARHGAP32	1141.2911	ARHGAP32	930.6798
ARHGAP33	91.352	ARHGAP33	92.576
removed	removed	ARHGAP36	378.3542
ARHGAP39	289.5859	ARHGAP39	95.7066
ARHGAP42	329.1657	ARHGAP42	377.0036
ARHGAP4	395.2497	ARHGAP4	512.0751
ARHGAP5	1863.2765	ARHGAP5	2788.0143
ARHGAP6	122.1072	ARHGAP6	292.4866
ARHGAP8	191.62	ARHGAP8	99.8882
ARHGAP9	205.542	ARHGAP9	139.0877
ARHGDIA	5604.4458	ARHGDIA	4897.585
ARHGDIB	4757.3082	ARHGDIB	3207.5134
ARHGEF10L	688.4896	ARHGEF10L	1157.8712
ARHGEF10	936.0536	ARHGEF10	1618.068
ARHGEF11	987.5152	ARHGEF11	1511.6279
ARHGEF12	4664.4336	ARHGEF12	5572.0036
ARHGEF15	360.8404	ARHGEF15	1774.1503
ARHGEF16	353.8368	ARHGEF16	131.932
ARHGEF17	1668.3922	ARHGEF17	1644.4544
ARHGEF18	737.5152	ARHGEF18	688.7299
ARHGEF19	356.2728	ARHGEF19	118.9624
ARHGEF1	1518.2704	ARHGEF1	1237.4776
ARHGEF2	1860.2314	ARHGEF2	2487.9249
ARHGEF33	5.7856	ARHGEF33	8.0501
ARHGEF35	488.4287	ARHGEF35	535.3309
ARHGEF37	284.1048	ARHGEF37	531.3059
ARHGEF38	76.1267	ARHGEF38	22.8086
ARHGEF3	1012.7893	ARHGEF3	822.898
ARHGEF4	50.5481	ARHGEF4	301.8784
ARHGEF5	299.9391	ARHGEF5	376.5653
ARHGEF6	862.6675	ARHGEF6	4938.2826
ARHGEF7	1252.7406	ARHGEF7	2170.3936
ARHGEF9	476.2485	ARHGEF9	487.0304
ARID1A	3051.4616	ARID1A	2188.2826
ARID1B	1929.3544	ARID1B	1932.4687
ARID2	981.7296	ARID2	809.4812
ARID3A	57.5518	ARID3A	70.6619
ARID3B	87.6979	ARID3B	93.0233
ARID4A	753.9586	ARID4A	910.5546
ARID4B	1476.8697	ARID4B	1211.8918
ARID5A	689.7077	ARID5A	1781.3059
ARID5B	2021.3155	ARID5B	4925.3131
ARIH1	1928.1364	ARIH1	2009.839
ARIH2	1041.3855	ARIH2	1447.1959
ARL10	63.9464	ARL10	43.381
ARL11	95.9196	ARL11	49.195
ARL13B	293.849	ARL13B	358.229
ARL15	589.2205	ARL15	601.0733
ARL16	358.0999	ARL16	344.3649
ARL17A	106.1297	ARL17A	116.771
ARL1	2625.7613	ARL1	2196.3327
ARL2BP	1800.2436	ARL2BP	1937.3882
ARL2	1107.7954	ARL2	1301.4311
ARL3	987.2107	ARL3	482.5581
ARL4A	271.9245	ARL4A	656.9767
ARL4C	2539.2814	ARL4C	1728.5331
ARL4D	253.0451	ARL4D	158.7657
ARL5A	1014.9208	ARL5A	964.6691
ARL5B	324.6041	ARL5B	385.9571
ARL6IP1	6207.9781	ARL6IP1	4365.8318
ARL6IP4	1647.9903	ARL6IP4	1584.0787
ARL6IP5	6049.3301	ARL6IP5	5506.7084
ARL6IP6	302.0706	ARL6IP6	246.4222
ARL6	79.4762	ARL6	80.5009
ARL8A	1011.8758	ARL8A	1200.805
ARL8B	3212.8502	ARL8B	2579.1592
ARMC10	901.3368	ARMC10	607.8175
ARMC1	752.1315	ARMC1	690.966
ARMC2	52.9842	ARMC2	78.712
ARMC3	7.9172	removed	removed
ARMC5	275.2741	ARMC5	228.5331
ARMC6	408.5627	ARMC6	404.2934
ARMC7	387.3325	ARMC7	194.0966
ARMC8	790.4994	ARMC8	881.932
ARMC9	597.7467	ARMC9	128.3542
ARMCX1	602.3143	ARMCX1	870.7513
ARMCX2	1040.1949	ARMCX2	631.0376
ARMCX3	1720.4629	ARMCX3	2211.0912
ARMCX5	283.1912	ARMCX5	265.2057
ARMCX6	204.933	ARMCX6	161.8962
ARNT2	856.5773	ARNT2	71.5564
ARNTL2	262.1803	ARNTL2	72.0036
ARNTL	349.5737	ARNTL	169.0519
ARNT	1539.5859	ARNT	2022.8086
ARPC1A	1670.341	ARPC1A	1703.1932
ARPC1B	3200.8526	ARPC1B	1900.5635
ARPC2	7195.1888	ARPC2	4405.1878
ARPC3	4839.2205	ARPC3	2817.0841
ARPC4	3867.7558	ARPC4	2673.551
ARPC5L	758.5262	ARPC5L	561.2701
ARPC5	4566.687	ARPC5	3028.1753
ARPM1	48.7211	ARPM1	53.6673
ARPP19	4661.6931	ARPP19	5823.7925
ARRB1	460.7186	ARRB1	1136.8515
ARRB2	1029.5371	ARRB2	991.9499
ARRDC1	901.0353	ARRDC1	328.712
ARRDC2	550.5481	ARRDC2	652.0572
ARRDC3	2054.2022	ARRDC3	4506.2612
ARRDC4	1019.4884	ARRDC4	1241.5027
ARSA	672.6553	ARSA	605.0984
ARSB	1031.6687	ARSB	483.0054
ARSD	976.8575	ARSD	1610.9123
ARSE	188.4896	ARSE	12.5224
ARSG	181.486	ARSG	144.0072
ARSI	193.0572	ARSI	43.381
ARSJ	230.5116	ARSJ	96.1538
ARSK	191.8392	ARSK	161.0018
removed	removed	ART4	30.8587
ART5	5.7856	removed	removed
ARTN	18.8794	removed	removed
ARV1	353.2278	ARV1	309.4812
ARVCF	275.8831	ARVCF	269.678
AR	409.257	AR	460.644
AS3MT	23.447	AS3MT	48.3005
ASAH1	5963.4592	ASAH1	7970.9302
ASAH2B	21.9245	ASAH2B	5.3667
ASAM	712.5457	ASAM	2104.2039
ASAP1	2280.1462	ASAP1	1831.3953
ASAP2	1000.3045	ASAP2	1952.5939
ASAP3	1445.1888	ASAP3	898.4794
ASB13	395.2497	ASB13	412.7907
ASB14	5.4811	ASB14	14.3113
removed	removed	ASB16	8.1395
ASB1	237.4421	ASB1	593.8998
ASB2	10.3532	ASB2	13.864
ASB3	341.961	ASB3	241.0555
ASB6	627.7893	ASB6	546.3953
ASB7	392.8136	ASB7	381.932
ASB8	780.7552	ASB8	755.3667
ASB9	37.7588	ASB9	75.5814
ASCC1	588.916	ASCC1	494.6333
ASCC2	971.6809	ASCC2	1296.5116
ASCC3	1874.8477	ASCC3	1110.0179
ASCL2	42.9354	ASCL2	8.0501
ASF1A	476.8575	ASF1A	369.4097
ASF1B	145.8587	ASF1B	42.4866
ASGR1	10.0487	ASGR1	15.2057
ASGR2	28.3191	ASGR2	17.8891
ASH1L	2052.5914	ASH1L	2983.7433
ASH2L	1189.4032	ASH2L	1247.3166
ASL	387.028	ASL	410.5546
ASMTL	488.7272	ASMTL	651.61
ASNA1	953.106	ASNA1	883.7209
ASNSD1	1072.1681	ASNSD1	1060.8229
ASNS	248.4775	ASNS	239.2665
ASPA	6.0901	ASPA	220.9302
ASPG	8.2217	ASPG	5.814
ASPHD1	22.5335	ASPHD1	16.1002
ASPHD2	151.3398	ASPHD2	41.1449
ASPH	8854.4367	ASPH	19116.4848
ASPM	194.8843	ASPM	23.2558
ASPN	8015.5298	ASPN	1534.4365
ASPRV1	33.0938	ASPRV1	80.4383
ASPSCR1	251.5225	ASPSCR1	264.7585
ASRGL1	140.0731	ASRGL1	260.2862
ASS1	1115.7125	ASS1	4007.6029
ASTE1	269.7473	ASTE1	202.1825
removed	removed	ASTN1	80.0537
ASTN2	270.4019	ASTN2	130.5903
ASXL1	1267.3569	ASXL1	1968.6941
ASXL2	652.8624	ASXL2	987.0304
ASXL3	7.9172	ASXL3	22.3614
ATAD1	1402.8624	ATAD1	1101.5206
ATAD2B	465.5907	ATAD2B	397.585
ATAD2	555.4202	ATAD2	263.864
ATAD3A	425.3959	ATAD3A	313.059
ATAD3B	132.4604	ATAD3B	170.3936
ATAD3C	103.8368	ATAD3C	49.195
ATAD5	89.8295	ATAD5	40.2504
ATE1	252.1315	ATE1	384.6154
ATF1	435.4446	ATF1	431.5742
ATF2	615.7125	ATF2	642.6655
ATF3	425.7004	ATF3	6666.8157
ATF4	3802.3752	ATF4	7292.9338
ATF5	914.1291	ATF5	593.4705
ATF6B	2063.9464	ATF6B	1196.3819
ATF6	2054.5067	ATF6	1762.9696
ATF7IP2	134.2875	ATF7IP2	109.5707
ATF7IP	957.9781	ATF7IP	1230.7692
ATF7	1849.1504	ATF7	2552.7773
ATG10	102.0097	ATG10	114.0429
ATG12	702.8015	ATG12	667.263
ATG16L1	1165.6516	ATG16L1	609.5707
ATG16L2	185.4781	ATG16L2	202.3837
ATG2A	555.1157	ATG2A	532.2004
ATG2B	991.7783	ATG2B	1192.7549
ATG3	877.8928	ATG3	766.1002
ATG4A	366.0171	ATG4A	323.3453
ATG4B	592.57	ATG4B	594.3649
ATG4C	268.2704	ATG4C	265.2057
ATG4D	136.9488	ATG4D	143.8685
ATG5	991.4738	ATG5	874.3292
ATG7	885.2741	ATG7	722.5894
ATG9A	1176.4495	ATG9A	1424.517
ATG9B	17.0767	ATG9B	13.5331
ATHL1	177.2229	ATHL1	158.3184
ATIC	1933.0085	ATIC	1051.4311
ATL1	438.4896	ATL1	309.4812
ATL2	950.0609	ATL2	1330.5009
ATL3	638.8551	ATL3	904.2934
ATMIN	1312.4239	ATMIN	1888.6404
ATM	1111.754	ATM	1363.5957
ATN1	3426.3094	ATN1	4536.6726
ATOH8	28.9281	ATOH8	625.2236
ATOX1	799.6346	ATOX1	529.0698
ATP10A	714.0682	ATP10A	494.186
ATP10B	6.3946	removed	removed
ATP10D	940.9257	ATP10D	617.6208
ATP11A	611.1449	ATP11A	1005.3667
ATP11B	1252.1315	ATP11B	1565.7424
ATP11C	482.9476	ATP11C	970.0358
ATP12A	126.9793	removed	removed
ATP13A1	1228.0755	ATP13A1	747.3166
ATP13A2	602.6188	ATP13A2	592.576
ATP13A3	2200.6699	ATP13A3	2982.1109
ATP13A4	66.078	ATP13A4	16.9946
removed	removed	ATP13A5	13.4168
ATP1A1	12989.6407	ATP1A1	8959.7451
removed	removed	ATP1A2	1622.9875
ATP1A4	6.3946	ATP1A4	7.6029
ATP1B1	4970.2588	ATP1B1	2197.1646
ATP1B2	36.8453	ATP1B2	72.4508
ATP1B3	1290.4994	ATP1B3	1929.3381
ATP2A2	6275.2741	ATP2A2	5025.9392
ATP2A3	753.6541	ATP2A3	497.7639
ATP2B1	1420.5238	ATP2B1	1466.458
removed	removed	ATP2B2	12.9696
ATP2B4	4197.9294	ATP2B4	10923.9714
ATP2C1	3293.8946	ATP2C1	2475.3667
ATP2C2	273.447	ATP2C2	50.5367
ATP5A1	9326.7357	ATP5A1	7983.4526
ATP5B	9139.4641	ATP5B	9109.1234
ATP5C1	3318.8185	ATP5C1	2508.4973
ATP5D	451.5834	ATP5D	546.9589
ATP5EP2	34.1048	ATP5EP2	28.6225
ATP5E	4390.6821	ATP5E	3822.898
ATP5F1	2696.1023	ATP5F1	2168.6047
ATP5G1	597.4421	ATP5G1	432.0215
ATP5G2	3926.3094	ATP5G2	2716.9052
ATP5G3	2070.6456	ATP5G3	2497.7639
ATP5H	2120.5847	ATP5H	1800.9839
ATP5I	1061.8758	ATP5I	866.7621
ATP5J2	1237.8197	ATP5J2	606.8873
ATP5J	1436.5591	ATP5J	1539.5483
ATP5L	1583.7393	ATP5L	2020.1252
ATP5O	2351.7052	ATP5O	2639.9821
ATP5SL	825.2132	ATP5SL	542.0394
ATP5S	110.8404	ATP5S	133.2737
ATP6AP1L	52.3752	ATP6AP1L	38.4615
ATP6AP1	4244.5189	ATP6AP1	2094.8122
ATP6AP2	5353.2278	ATP6AP2	3914.5796
ATP6V0A1	1173.5688	ATP6V0A1	1366.7263
ATP6V0A2	499.391	ATP6V0A2	499.5528
ATP6V0A4	36.8453	ATP6V0A4	14.7585
ATP6V0B	1674.7868	ATP6V0B	1022.3614
ATP6V0C	2478.0755	ATP6V0C	1715.1163
ATP6V0D1	1566.9915	ATP6V0D1	1569.7674
ATP6V0D2	91.0475	removed	removed
ATP6V0E1	3447.6248	ATP6V0E1	2884.6154
ATP6V0E2	659.8234	ATP6V0E2	668.1395
ATP6V1A	2489.6468	ATP6V1A	1783.0948
ATP6V1B1	58.1608	ATP6V1B1	173.5242
ATP6V1B2	3193.0572	ATP6V1B2	2138.1932
ATP6V1C1	1594.0926	ATP6V1C1	1723.1664
ATP6V1C2	46.6748	ATP6V1C2	108.9088
ATP6V1D	1478.6845	ATP6V1D	1059.9284
ATP6V1E1	1818.514	ATP6V1E1	2435.5993
ATP6V1E2	29.8417	ATP6V1E2	45.1699
ATP6V1F	1369.9726	ATP6V1F	1095.6977
ATP6V1G1	2376.6748	ATP6V1G1	1254.4723
ATP6V1G2	72.7771	ATP6V1G2	15.2057
ATP6V1H	1207.0646	ATP6V1H	1023.2558
ATP7A	638.8551	ATP7A	620.7513
ATP7B	1105.6638	ATP7B	248.6583
ATP8A1	55.1157	ATP8A1	559.034
ATP8A2	23.447	ATP8A2	12.5224
ATP8B1	2354.4123	ATP8B1	861.7487
ATP8B2	850.7917	ATP8B2	1194.0966
ATP8B3	35.3228	ATP8B3	19.678
ATP8B4	300.2436	ATP8B4	432.0215
ATP8B5P	41.1084	ATP8B5P	38.0143
ATP9A	1477.4665	ATP9A	7044.2755
ATP9B	516.7479	ATP9B	493.7388
ATPAF1	1277.2929	ATPAF1	1361.695
ATPAF2	295.067	ATPAF2	159.6601
ATPBD4	147.0767	ATPBD4	152.5045
ATPIF1	919.9147	ATPIF1	580.9481
ATRIP	274.9421	ATRIP	217.0886
ATRNL1	92.2655	ATRNL1	51.4311
ATRN	2113.581	ATRN	2046.5116
ATRX	2309.9878	ATRX	2661.0018
ATR	724.4214	ATR	805.0089
ATXN10	1890.9866	ATXN10	1626.1181
ATXN1L	911.352	ATXN1L	2339.6467
ATXN1	1895.5542	ATXN1	971.8247
ATXN2L	2063.0329	ATXN2L	1457.5134
ATXN2	852.0097	ATXN2	960.644
ATXN3	454.0195	ATXN3	559.034
ATXN7L1	156.5164	ATXN7L1	214.2218
ATXN7L2	37.1498	ATXN7L2	50.9839
ATXN7L3B	2859.3179	ATXN7L3B	2058.1395
ATXN7L3	1334.9574	ATXN7L3	946.78
ATXN7	530.1462	ATXN7	802.3256
AUH	200.3654	AUH	288.0143
AUP1	2083.4227	AUP1	1671.1538
AURKAIP1	868.4531	AURKAIP1	761.6279
AURKAPS1	5.7856	removed	removed
AURKA	143.1181	AURKA	44.7227
AURKB	97.7467	AURKB	9.839
AURKC	29.8417	AURKC	27.2809
AUTS2	1106.8819	AUTS2	1155.1878
AVEN	341.961	AVEN	304.1145
AVIL	36.2363	AVIL	23.2558
AVL9	393.1181	AVL9	283.542
AVPI1	172.0463	AVPI1	591.6816
AVPR1A	88.3069	AVPR1A	155.1878
removed	removed	AVPR2	145.3488
AXIN1	707.9781	AXIN1	495.975
AXIN2	212.5457	AXIN2	287.2674
AXL	3741.4738	AXL	3399.8211
AZGP1	4372.1072	AZGP1	7694.0966
AZI1	265.5298	AZI1	156.5295
AZI2	1144.0317	AZI2	1360.4651
AZIN1	3771.62	AZIN1	4575.1342
B2M	53062.43	B2M	46789.8032
B3GALNT1	471.0719	B3GALNT1	235.2415
B3GALNT2	713.1943	B3GALNT2	643.0948
B3GALT2	7.3082	B3GALT2	8.0501
B3GALT4	213.1547	B3GALT4	239.7138
removed	removed	B3GALT5	17.4419
B3GALT6	602.9233	B3GALT6	351.0733
B3GALTL	330.3898	B3GALTL	261.1807
removed	removed	B3GAT1	18.3363
removed	removed	B3GAT2	14.6333
B3GAT3	566.078	B3GAT3	385.5098
B3GNT1	527.4056	B3GNT1	629.2487
B3GNT2	936.3581	B3GNT2	797.8533
B3GNT3	157.1255	B3GNT3	61.7174
B3GNT5	278.6236	B3GNT5	552.3256
B3GNT7	135.201	B3GNT7	103.3095
B3GNT8	100.1827	B3GNT8	70.2147
B3GNT9	581.4312	B3GNT9	219.0116
B3GNTL1	55.9257	B3GNTL1	38.2379
B4GALNT1	106.4677	B4GALNT1	16.7442
B4GALNT2	6.6991	removed	removed
B4GALNT3	626.6748	B4GALNT3	67.5313
B4GALNT4	252.7406	B4GALNT4	35.3309
B4GALT1	7047.1985	B4GALT1	3762.0751
B4GALT2	787.4543	B4GALT2	852.415
B4GALT3	797.503	B4GALT3	492.8444
B4GALT4	686.6626	B4GALT4	463.3274
B4GALT5	2445.4933	B4GALT5	2660.1073
B4GALT6	109.0134	B4GALT6	112.254
B4GALT7	495.4324	B4GALT7	350.1789
B9D1	99.3819	B9D1	59.4275
B9D2	76.7357	B9D2	60.8229
BAALC	65.1644	BAALC	237.9249
BACE1	1754.5676	BACE1	1661.449
BACE2	2343.179	BACE2	868.9624
BACH1	1867.2351	BACH1	1178.8909
BACH2	109.6224	BACH2	218.2469
BAD	712.8776	BAD	647.2227
BAG1	1307.9385	BAG1	1363.8417
BAG2	238.1242	BAG2	227.6386
BAG3	1695.4933	BAG3	2533.0948
BAG4	254.8721	BAG4	250.8945
BAG5	1334.0438	BAG5	1754.4723
removed	removed	BAGE2	8.1261
BAHCC1	265.5298	BAHCC1	544.7227
BAHD1	706.76	BAHD1	702.1467
removed	removed	BAI1	7.6029
BAI2	545.067	BAI2	58.1395
BAI3	6.6991	BAI3	15.653
BAIAP2L1	668.6967	BAIAP2L1	261.1807
removed	removed	BAIAP2L2	9.3918
BAIAP2	616.0171	BAIAP2	479.4275
BAIAP3	25.609	BAIAP3	95.814
BAK1	447.6248	BAK1	219.1413
BAMBI	150.7308	BAMBI	228.5331
BANF1	2013.0938	BANF1	1233.4526
BANK1	82.5213	BANK1	220.0358
BANP	164.1291	BANP	124.3292
BAP1	1315.1644	BAP1	1300.9839
BARD1	52.9842	BARD1	60.3757
BARX1	7.6127	removed	removed
BARX2	60.2923	BARX2	380.1431
BASP1	1246.0414	BASP1	493.7388
BAT1	4016.7479	BAT1	3809.034
BAT2L1	3254.6711	BAT2L1	5102.5939
BAT2L2	5125.4568	BAT2L2	4567.5313
BAT2	4868.4531	BAT2	4768.3363
BAT3	3627.841	BAT3	3533.5018
BAT4	313.0329	BAT4	252.2361
BAT5	1095.6151	BAT5	670.8408
BATF2	40.1949	BATF2	50.9839
BATF3	35.9318	BATF3	73.7925
BATF	168.6967	BATF	57.2451
BAX	774.665	BAX	254.4723
BAZ1A	1365.7125	BAZ1A	1089.8927
BAZ1B	2866.0171	BAZ1B	2737.0304
BAZ2A	2331.8118	BAZ2A	2582.0975
BAZ2B	894.796	BAZ2B	967.8175
BBC3	303.8977	BBC3	61.2701
BBOX1	9.4397	BBOX1	266.1002
BBS10	402.2533	BBS10	558.5868
BBS12	340.743	BBS12	187.3882
BBS1	825.2132	BBS1	657.424
BBS2	631.5469	BBS2	915.4741
BBS4	494.8234	BBS4	350.6261
BBS5	214.2783	BBS5	228.551
BBS7	302.6797	BBS7	435.1521
BBS9	440.3167	BBS9	413.2379
BBX	1765.2253	BBX	1835.8676
BCAM	6744.8234	BCAM	2883.7209
BCAN	6.0901	removed	removed
BCAP29	1380.9379	BCAP29	2118.068
BCAP31	3967.4178	BCAP31	6283.542
BCAR1	1245.7369	BCAR1	1044.7227
BCAR3	1101.7052	BCAR3	778.1753
BCAS1	329.7808	BCAS1	59.4812
BCAS2	700.1066	BCAS2	681.1807
BCAS3	504.2631	BCAS3	590.3399
BCAS4	1040.1949	BCAS4	598.39
BCAT1	2997.8685	BCAT1	1187.3882
BCAT2	1025.5786	BCAT2	320.6619
BCCIP	1330.9775	BCCIP	778.6673
BCDIN3D	221.7661	BCDIN3D	142.9249
BCHE	31.6687	BCHE	130.1431
BCKDHA	1087.9659	BCKDHA	705.2773
BCKDHB	348.6602	BCKDHB	398.0322
BCKDK	1526.7966	BCKDK	743.2916
BCL10	654.6894	BCL10	515.653
removed	removed	BCL11A	46.9589
BCL11B	29.5371	BCL11B	39.356
BCL2A1	85.5664	BCL2A1	46.9589
removed	removed	BCL2L10	7.1556
BCL2L11	1344.7016	BCL2L11	505.814
