gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
FBXL14	959.6868	FBXL14	613.2011
FBXL15	115.7193	FBXL15	76.2654
FBXL16	1164.1531	FBXL16	176.4706
FBXL17	588.4571	FBXL17	1109.7811
FBXL18	669.0835	FBXL18	315.6635
FBXL19	256.3805	FBXL19	126.197
FBXL20	84.6868	FBXL20	127.223
FBXL22	37.6566	FBXL22	29.0698
FBXL2	290.3132	FBXL2	181.6005
FBXL3	1062.935	FBXL3	3094.7332
FBXL4	218.9675	FBXL4	381.6689
FBXL5	2970.7077	FBXL5	5989.0561
FBXL6	259.1444	FBXL6	134.0253
FBXL7	945.1856	FBXL7	588.5773
FBXL8	18.228	FBXL8	31.9425
FBXO10	172.2767	FBXO10	181.262
FBXO11	1450.116	FBXO11	2056.0876
FBXO15	10.1508	FBXO15	22.5718
FBXO16	76.4037	FBXO16	25.9918
FBXO17	129.3503	FBXO17	291.3817
FBXO18	1520.9078	FBXO18	1524.0253
FBXO21	1985.4988	FBXO21	1203.4884
FBXO22OS	96.5168	FBXO22OS	33.8953
FBXO22	832.1375	FBXO22	403.5192
FBXO25	504.9304	FBXO25	694.5964
FBXO27	8.7007	FBXO27	366.2791
FBXO28	1738.109	FBXO28	1539.6717
FBXO2	24.0719	FBXO2	152.5308
FBXO30	284.5128	FBXO30	527.3598
FBXO31	456.4965	FBXO31	992.4761
FBXO32	953.5963	FBXO32	1462.0383
FBXO33	409.5128	FBXO33	571.1354
FBXO34	407.7726	FBXO34	732.5581
FBXO36	119.7796	FBXO36	173.7346
FBXO38	1213.7471	FBXO38	946.6484
removed	removed	FBXO39	6.156
FBXO3	663.5731	FBXO3	1034.5417
removed	removed	FBXO40	7.1819
FBXO41	617.4594	FBXO41	187.4145
FBXO42	362.239	FBXO42	637.1409
FBXO43	15.6613	removed	removed
FBXO44	199.536	FBXO44	189.8085
FBXO45	791.4733	FBXO45	477.0862
FBXO46	464.9072	FBXO46	253.762
FBXO48	21.4617	FBXO48	41.0397
FBXO4	159.8028	FBXO4	275.3078
FBXO5	209.3968	FBXO5	137.8249
FBXO6	182.1346	FBXO6	184.6785
FBXO7	1672.8538	FBXO7	2763.6799
FBXO8	329.4171	FBXO8	724.4152
FBXO9	863.3991	FBXO9	1456.9083
FBXW11	1524.0719	FBXW11	1632.6949
FBXW2	1430.9745	FBXW2	2296.8536
FBXW4	736.0789	FBXW4	1551.6416
FBXW5	757.5406	FBXW5	1201.7784
FBXW7	257.2506	FBXW7	720.2462
FBXW8	1015.0812	FBXW8	430.5746
FBXW9	492.9669	FBXW9	112.2743
FCAR	5.5104	removed	removed
FCER1A	9.8608	FCER1A	180.9166
FCER1G	661.2529	FCER1G	536.2517
removed	removed	FCER2	37.6197
FCF1	761.6009	FCF1	949.3844
FCGBP	492.4594	FCGBP	338.2353
FCGR1A	109.0487	FCGR1A	15.7319
FCGR1B	95.9977	FCGR1B	36.2517
FCGR1C	29.2923	FCGR1C	8.2079
FCGR2A	1062.355	FCGR2A	656.6347
FCGR2B	320.4756	FCGR2B	465.1163
FCGR2C	152.5522	FCGR2C	167.9207
FCGR3A	2326.2761	FCGR3A	548.9056
FCGR3B	31.6125	FCGR3B	57.1135
FCGRT	741.8794	FCGRT	3193.5705
FCHO1	15.6613	FCHO1	16.4159
FCHO2	605.8585	FCHO2	1321.4774
FCHSD1	172.3724	FCHSD1	166.4706
FCHSD2	990.6845	FCHSD2	972.541
FCN1	7.5406	FCN1	41.7237
FCN2	14.7912	FCN2	5.472
FCN3	19.1415	FCN3	45.8276
FCRL3	6.9606	removed	removed
removed	removed	FCRL5	39.6717
removed	removed	FCRL6	10.2599
removed	removed	FCRLA	11.6279
FCRLB	12.471	FCRLB	5.472
FDFT1	1674.594	FDFT1	3630.985
FDPS	1781.6937	FDPS	1275.1539
FDX1L	225.1508	FDX1L	107.394
FDX1	262.471	FDX1	553.6936
FDXACB1	75.1798	FDXACB1	119.3878
FDXR	137.471	FDXR	71.4774
FECH	1170.8237	FECH	765.0479
FEM1A	1715.1972	FEM1A	952.8044
FEM1B	3671.9838	FEM1B	2957.2503
FEM1C	1044.3735	FEM1C	1148.7688
FEN1	1033.9327	FEN1	196.6484
FER1L4	11.891	FER1L4	17.0999
removed	removed	FER1L5	9.5759
removed	removed	FERMT1	112.5171
FERMT2	758.7007	FERMT2	4914.5007
FERMT3	330.6265	FERMT3	187.0725
FER	36.5429	FER	76.6074
FES	77.1462	FES	274.2818
FEZ1	89.6172	FEZ1	178.8646
FEZ2	738.6891	FEZ2	2210.3283
FFAR2	29.8724	FFAR2	27.0178
removed	removed	FFAR3	8.8919
FGD1	363.6891	FGD1	174.0766
FGD2	85.8469	FGD2	98.8372
FGD3	594.5476	FGD3	362.5171
FGD4	574.826	FGD4	1013.3379
FGD5	269.1415	FGD5	1163.4747
FGD6	1141.2413	FGD6	376.197
removed	removed	FGF10	81.0534
FGF11	61.4849	FGF11	126.197
FGF12	12.181	FGF12	66.6895
FGF13	339.6172	FGF13	350.8892
FGF14	154.2923	FGF14	162.4487
removed	removed	FGF18	5.814
FGF1	180.6845	FGF1	991.1081
FGF2	39.3619	FGF2	2496.5834
FGF5	110.7889	removed	removed
FGF7	224.478	FGF7	500
removed	removed	FGF9	17.7839
removed	removed	FGFBP1	91.9973
removed	removed	FGFBP2	784.5417
FGFBP3	5.8005	FGFBP3	39.6717
FGFR1OP2	494.4896	FGFR1OP2	758.8919
FGFR1OP	468.4165	FGFR1OP	153.0301
FGFR1	3105.8585	FGFR1	5411.7647
FGFR2	363.3991	FGFR2	1026.3338
FGFR3	452.7262	FGFR3	138.5089
FGFR4	149.3619	FGFR4	39.6717
FGFRL1	718.6775	FGFRL1	978.1122
FGGY	59.4548	FGGY	148.4268
FGL2	414.4432	FGL2	1539.3297
FGR	181.2645	FGR	227.7702
FHAD1	67.8103	FHAD1	34.6512
FHDC1	194.6056	FHDC1	161.7647
FHIT	64.0951	FHIT	56.7715
FHL1	448.6659	FHL1	33087.2093
FHL2	2022.0418	FHL2	1642.9549
FHL3	273.2019	FHL3	344.3912
FHL5	17.4014	FHL5	178.8646
FHOD1	618.6195	FHOD1	538.9877
FHOD3	177.2042	FHOD3	534.1997
FH	882.2506	FH	1575.2394
FIBIN	660.6729	FIBIN	400.4788
FIBP	1261.0209	FIBP	630.301
FICD	417.0534	FICD	76.2654
FIG4	289.4432	FIG4	883.0369
removed	removed	FIGF	649.7948
FIGNL1	654.2923	FIGNL1	320.7934
FIGNL2	7.2506	FIGNL2	34.1997
FIGN	48.4339	FIGN	151.5048
FILIP1L	849.478	FILIP1L	1470.5882
FILIP1	60.6148	FILIP1	140.5609
FIP1L1	1308.4687	FIP1L1	543.2387
FIS1	1376.8039	FIS1	1136.1696
FITM1	5.2204	FITM1	8.8919
FITM2	71.9258	FITM2	81.3953
FIZ1	581.2065	FIZ1	298.9056
FJX1	521.4617	FJX1	82.4213
FKBP10	3830.3364	FKBP10	685.3625
FKBP11	506.3805	FKBP11	221.2722
FKBP14	611.949	FKBP14	177.8386
FKBP15	998.808	FKBP15	1067.0315
FKBP1AP1	19.1415	FKBP1AP1	28.7278
FKBP1A	2402.152	FKBP1A	5050.3044
FKBP1B	45.8237	FKBP1B	44.4596
FKBP2	380.2204	FKBP2	143.6389
FKBP3	984.6288	FKBP3	940.1505
FKBP4	11854.6984	FKBP4	1611.8331
FKBP5	3254.0603	FKBP5	6404.2408
FKBP7	342.2274	FKBP7	341.9973
FKBP8	2849.478	FKBP8	2518.1259
FKBP9L	62.935	FKBP9L	100.2052
FKBP9	2594.5476	FKBP9	4431.6005
FKBPL	188.5151	FKBPL	88.5773
FKRP	143.2715	FKRP	180.5746
FKTN	432.4246	FKTN	515.0479
FLAD1	1303.6543	FLAD1	636.1149
FLCN	374.71	FLCN	607.3222
FLG	41.7517	FLG	21.433
FLI1	234.9188	FLI1	1021.5458
FLII	3243.3295	FLII	2662.7907
FLJ10038	184.4838	FLJ10038	380.5575
FLJ10213	15.9513	FLJ10213	17.4419
FLJ10357	369.1995	FLJ10357	1848.8372
FLJ10661	8.1206	FLJ10661	11.6279
FLJ11235	13.6311	FLJ11235	12.9959
FLJ12825	42.6334	FLJ12825	5.814
FLJ13197	20.609	FLJ13197	46.5287
FLJ22536	5.5104	FLJ22536	34.1997
FLJ23867	401.6821	FLJ23867	297.8796
FLJ33630	558.5847	FLJ33630	609.0971
removed	removed	FLJ35024	54.0356
FLJ35220	178.9443	FLJ35220	143.9808
FLJ35390	224.301	FLJ35390	36.8605
FLJ35776	32.1926	FLJ35776	78.6594
FLJ36031	184.4548	FLJ36031	531.8057
removed	removed	FLJ36777	14.7059
FLJ37201	7.8306	FLJ37201	5.472
FLJ37453	32.7726	FLJ37453	73.5294
removed	removed	FLJ37543	8.5499
FLJ39582	7.5174	FLJ39582	16.7579
FLJ39653	35.0928	FLJ39653	78.3174
removed	removed	FLJ40330	20.5198
FLJ40852	37.0476	FLJ40852	69.0834
FLJ42289	14.2111	FLJ42289	16.4159
FLJ42627	200.2697	FLJ42627	75.9234
FLJ42709	31.0325	FLJ42709	180.9166
removed	removed	FLJ42875	15.7319
FLJ43663	93.0974	FLJ43663	150.4788
FLJ44606	49.594	FLJ44606	46.1696
FLJ44635	9.2807	FLJ44635	25.3078
FLJ45244	10.1508	FLJ45244	46.8536
FLJ45340	606.4385	FLJ45340	1011.9699
FLJ45445	131.0905	FLJ45445	26.6758
FLJ45983	205.6265	FLJ45983	54.7196
FLJ90757	466.6473	FLJ90757	306.0876
FLNA	16620.6497	FLNA	17339.9453
FLNB	18100.6526	FLNB	8327.4658
FLNC	122.0998	FLNC	385.4309
FLOT1	3479.1183	FLOT1	2354.6512
FLOT2	923.7239	FLOT2	2130.643
FLRT2	94.5476	FLRT2	482.5581
FLRT3	19.7216	FLRT3	186.3885
FLT1	838.7471	FLT1	2309.8495
FLT3LG	37.123	FLT3LG	113.8851
FLT3	102.3782	FLT3	23.9398
FLT4	142.9814	FLT4	603.9672
FLVCR1	350.6381	FLVCR1	100.2052
FLVCR2	87.877	FLVCR2	117.9891
FLYWCH1	305.1044	FLYWCH1	385.4309
FLYWCH2	395.5916	FLYWCH2	152.5308
FMN1	369.4896	FMN1	33.1737
removed	removed	FMN2	27.0178
FMNL1	373.5354	FMNL1	282.4897
FMNL2	630.8005	FMNL2	1529.0698
FMNL3	740.261	FMNL3	809.4733
FMO1	111.0789	FMO1	292.4077
FMO2	17.1114	FMO2	3884.7469
FMO3	30.7425	FMO3	144.6648
FMO4	25.522	FMO4	154.5828
FMO5	189.9652	FMO5	396.7168
FMOD	8661.8329	FMOD	10551.9836
FMR1	892.1114	FMR1	1201.7784
FN1	130150.8121	FN1	7484.6101
FN3KRP	786.2529	FN3KRP	719.2202
FN3K	328.3063	FN3K	202.1204
FNBP1L	3753.7703	FNBP1L	2401.5048
FNBP1	697.5058	FNBP1	1265.0479
FNBP4	1595.1276	FNBP4	1429.2066
FNDC1	2446.9258	FNDC1	43.7756
FNDC3A	1377.3202	FNDC3A	2101.2312
FNDC3B	3758.7007	FNDC3B	3492.4761
FNDC4	83.2367	FNDC4	351.5732
FNDC5	25.8121	FNDC5	34.5417
FNDC8	8.4107	FNDC8	7.5239
FNIP1	1155.7425	FNIP1	1468.8782
FNIP2	428.0742	FNIP2	943.9124
FNTA	1864.2691	FNTA	1982.9001
FNTB	385.3306	FNTB	621.9596
FOLH1	68.7355	FOLH1	71.1354
FOLR1	7.2506	FOLR1	146.0328
FOLR2	44.9536	FOLR2	891.2449
FOSB	567.8654	FOSB	25521.2038
FOSL1	42.9234	FOSL1	51.6416
FOSL2	1399.0719	FOSL2	1868.6731
FOS	1529.5824	FOS	53395.6908
FOXA1	6145.3016	FOXA1	2259.2339
FOXC1	69.8956	FOXC1	480.5062
removed	removed	FOXD1	7.5239
FOXD2	114.5592	FOXD2	8.5499
FOXD3	8.7007	removed	removed
FOXD4L1	5.2204	removed	removed
FOXD4	27.2622	FOXD4	7.5239
FOXF1	14.7912	FOXF1	13.3379
FOXF2	24.0719	FOXF2	49.5896
FOXI1	5.8005	FOXI1	118.3311
FOXJ1	163.8631	FOXJ1	7.8659
FOXJ2	954.1763	FOXJ2	1242.4761
FOXJ3	2930.1044	FOXJ3	2355.3352
FOXK1	1261.0209	FOXK1	958.2763
FOXK2	1902.8422	FOXK2	1051.9836
FOXL1	26.1021	FOXL1	15.3899
FOXM1	1530.6758	FOXM1	18.119
removed	removed	FOXN1	8.8919
FOXN2	308.0046	FOXN2	982.5581
FOXN3	780.1624	FOXN3	4658.0027
FOXO1	708.2367	FOXO1	4282.8317
FOXO3B	526.1021	FOXO3B	1429.5486
FOXO3	1075.116	FOXO3	3486.6621
FOXO4	213.4571	FOXO4	840.2873
FOXP1	2799.3039	FOXP1	2033.8577
FOXP2	9.8608	FOXP2	111.8331
FOXP3	95.0841	FOXP3	7.0896
FOXP4	1408.9327	FOXP4	1482.5581
FOXQ1	8.1206	FOXQ1	18.8098
FOXRED1	281.3225	FOXRED1	332.0793
FOXRED2	559.1647	FOXRED2	428.1806
FOXS1	22.9118	FOXS1	28.7278
FPGS	394.4316	FPGS	782.8317
FPGT	397.8422	FPGT	590.6908
FPR1	77.4362	FPR1	91.9973
FPR2	6.6705	FPR2	7.8659
FPR3	1185.9049	FPR3	239.3981
FRAS1	16.2413	FRAS1	231.1902
FRAT1	57.4246	FRAT1	149.4528
FRAT2	471.8677	FRAT2	198.0164
removed	removed	FREM1	843.0233
removed	removed	FREM2	33.1737
FRG1B	130.8005	FRG1B	242.8181
FRG1	806.8445	FRG1	844.0492
FRK	344.2575	FRK	61.9015
removed	removed	FRMD1	163.8167
FRMD3	48.7239	FRMD3	167.2367
FRMD4A	321.8503	FRMD4A	2192.2025
FRMD4B	349.478	FRMD4B	781.8057
FRMD5	32.1926	FRMD5	9.2339
FRMD6	1752.0302	FRMD6	2640.2189
FRMD8	2154.5824	FRMD8	738.3721
removed	removed	FRMPD1	25.9918
removed	removed	FRMPD4	8.2079
FRRS1	133.4107	FRRS1	86.5253
FRS2	1501.4501	FRS2	1409.3707
FRS3	81.2065	FRS3	108.4131
FRYL	1385.7309	FRYL	1631.3269
FRY	1629.6375	FRY	2754.788
FRZB	207.9466	FRZB	628.249
FSCN1	924.884	FSCN1	576.6074
FSCN2	10.1508	FSCN2	5.472
FSD1L	130.8005	FSD1L	61.2175
FSD1	8.7007	removed	removed
FSIP1	40.8933	FSIP1	33.5157
FSTL1	5765.9513	FSTL1	15811.9015
FSTL3	132.5406	FSTL3	764.3639
FSTL4	63.5151	FSTL4	19.1518
FST	149.942	FST	183.6525
FTH1	42430.1044	FTH1	42832.0759
FTHL3	266.8213	FTHL3	299.5896
FTL	25752.0302	FTL	53320.7934
FTO	776.1021	FTO	2586.5253
FTSJ1	1022.6218	FTSJ1	531.1218
FTSJ2	1425.464	FTSJ2	595.0752
FTSJ3	1241.2993	FTSJ3	878.591
FTSJD1	365.4292	FTSJD1	814.2955
FTSJD2	1223.8979	FTSJD2	1070.7934
FUBP1	2344.5476	FUBP1	1232.2161
FUBP3	865.4292	FUBP3	1224.6922
FUCA1	552.7842	FUCA1	1156.9767
FUCA2	2196.3457	FUCA2	1335.4993
FUK	189.0951	FUK	220.9302
FUNDC1	562.355	FUNDC1	298.2216
FUNDC2	957.0766	FUNDC2	1531.4637
FURIN	1970.7077	FURIN	1831.0534
FUS	3845.1276	FUS	2056.7715
FUT10	95.4176	FUT10	203.4884
FUT11	183.5847	FUT11	179.8906
FUT1	183.8747	FUT1	240.0821
FUT2	9.5708	FUT2	68.3995
FUT3	48.1439	FUT3	15.0479
FUT4	151.3718	FUT4	234.5041
FUT5	5.4466	removed	removed
FUT6	650.522	removed	removed
FUT8	617.1114	FUT8	735.4412
removed	removed	FUT9	15.3899
FUZ	211.4704	FUZ	200.342
FXC1	2063.5151	FXC1	1044.4596
FXN	143.2715	FXN	234.6101
FXR1	2387.181	FXR1	2720.5882
FXR2	685.0348	FXR2	727.4282
removed	removed	FXYD1	669.6306
FXYD3	2384.2807	FXYD3	1025.9918
FXYD5	606.4385	FXYD5	1639.8769
FXYD6	216.6473	FXYD6	1036.9357
FYB	475.348	FYB	343.3653
FYCO1	1224.1879	FYCO1	2641.9289
FYN	373.8399	FYN	1078.3174
FYTTD1	3223.3179	FYTTD1	1975.7182
FZD10	54.5244	FZD10	27.7018
FZD1	1069.3155	FZD1	1120.725
FZD2	123.5499	FZD2	31.8057
FZD3	91.6473	FZD3	133.0369
FZD4	740.7599	FZD4	15610.9508
FZD5	453.3063	FZD5	641.5869
FZD6	171.1137	FZD6	902.5308
FZD7	558.8747	FZD7	1801.6416
FZD8	74.2459	FZD8	326.6074
removed	removed	FZD9	19.4938
FZR1	1167.0534	FZR1	491.1081
G0S2	39.4432	G0S2	4474.0082
G2E3	589.3271	G2E3	414.1587
G3BP1	3189.0951	G3BP1	1755.13
G3BP2	5309.1647	G3BP2	2986.3201
G6PC3	738.6891	G6PC3	1292.7497
G6PD	3795.2436	G6PD	717.8523
GAA	1722.1578	GAA	1231.5321
GAB1	368.0394	GAB1	1185.7045
GAB2	1073.6659	GAB2	1759.9179
GAB3	62.355	GAB3	221.9562
GABARAPL1	738.3991	GABARAPL1	2901.5048
GABARAPL2	1031.9026	GABARAPL2	2065.3215
GABARAP	4025.522	GABARAP	7384.0629
GABBR1	401.3921	GABBR1	450.7524
GABPA	800.348	GABPA	1368.119
GABPB1	822.4855	GABPB1	459.5691
GABPB2	47.5638	GABPB2	121.067
removed	removed	GABRA2	18.8098
GABRB2	46.1137	GABRB2	10.6019
removed	removed	GABRB3	66.3475
GABRD	53.3643	removed	removed
GABRE	11.3109	GABRE	1103.6252
removed	removed	GABRP	3687.7565
GAD1	13.051	removed	removed
GADD45A	506.0905	GADD45A	507.8659
GADD45B	880.8005	GADD45B	932.9685
GADD45GIP1	700.116	GADD45GIP1	163.4747
GADD45G	54.2343	GADD45G	40.6977
GAK	2162.123	GAK	903.5568
GAL3ST2	17.4014	removed	removed
GAL3ST4	295.8237	GAL3ST4	165.5267
GALC	339.6172	GALC	1099.5212
GALE	969.2575	GALE	150.1368
GALK1	117.4594	GALK1	84.4733
GALK2	397.5899	GALK2	330.3557
GALM	162.993	GALM	333.1053
GALNS	297.5638	GALNS	217.8523
GALNT10	2360.7889	GALNT10	1265.7319
GALNT11	902.2622	GALNT11	1189.1245
GALNT12	22.3318	GALNT12	94.3912
GALNT13	15.9513	GALNT13	22.5718
removed	removed	GALNT14	48.2216
GALNT1	3147.6218	GALNT1	2251.026
GALNT2	2039.1531	GALNT2	1371.751
GALNT3	25.232	GALNT3	798.5636
GALNT4	690.0928	GALNT4	440.6088
GALNT5	206.2065	GALNT5	56.7715
GALNT6	5160.0928	GALNT6	1926.4706
GALNT7	3404.8724	GALNT7	1008.2079
GALNTL1	43.2135	GALNTL1	402.5308
GALNTL2	273.2019	GALNTL2	2024.6238
GALNTL4	359.9188	GALNTL4	195.9644
GALT	131.3805	GALT	351.5732
GAL	11.0209	removed	removed
GAMT	573.0858	GAMT	177.4966
GANAB	12097.1578	GANAB	7387.8249
GANC	188.0771	GANC	371.3133
GAN	64.0951	GAN	45.4856
GAPDH	94879.9304	GAPDH	22253.42
GAPT	56.5545	GAPT	31.1218
GAPVD1	1079.4664	GAPVD1	1433.9945
GAR1	274.942	GAR1	273.9398
GARNL3	69.8956	GARNL3	162.7907
GARS	9141.2413	GARS	1574.5554
GART	2818.7355	GART	1293.4337
GAS1	604.6984	GAS1	874.829
GAS2L1	340.1972	GAS2L1	535.5677
removed	removed	GAS2L2	20.1778
GAS2L3	144.4316	GAS2L3	14.3639
removed	removed	GAS2	74.2134
GAS5	1069.6056	GAS5	1732.5581
GAS6	944.8956	GAS6	1918.2627
GAS7	397.3318	GAS7	874.145
GAS8	402.1926	GAS8	308.1224
GATA2	687.935	GATA2	247.264
GATA3	7783.9327	GATA3	4557.1135
GATA6	94.8376	GATA6	194.9384
GATAD1	691.9954	GATAD1	1144.6648
GATAD2A	2296.6937	GATAD2A	1122.435
GATAD2B	1694.0255	GATAD2B	1286.2517
GATC	70.4756	GATC	16.4159
GATM	85.2668	GATM	1035.9097
GATSL1	23.4919	GATSL1	13.6799
GATSL3	201.9316	GATSL3	327.5034
GATS	64.8318	GATS	165.8071
GBA2	668.6717	GBA2	804.1382
GBAP1	257.2506	GBAP1	238.0301
GBAS	2411.2529	GBAS	2559.5075
GBA	881.6705	GBA	1204.5144
GBE1	638.051	GBE1	2324.2134
GBF1	3901.3921	GBF1	1978.7962
GBGT1	58.5238	GBGT1	61.5595
GBP1	1340.1972	GBP1	765.7319
GBP2	3202.7204	GBP2	4052.3256
GBP3	1678.0742	GBP3	1051.6416
GBP4	781.6125	GBP4	1243.1601
GBP5	392.9814	GBP5	61.5595
GBP6	14.2111	GBP6	9.9179
GBX2	11.6009	removed	removed
GCAT	348.0278	GCAT	101.2312
GCA	329.1763	GCA	540.6977
GCC1	1489.8492	GCC1	683.6525
GCC2	954.1763	GCC2	1480.8482
GCDH	688.5151	GCDH	348.1532
GCET2	38.2831	GCET2	29.7538
GCFC1	686.1949	GCFC1	688.7825
GCH1	408.3527	GCH1	190.4925
GCHFR	129.3503	GCHFR	117.3051
GCLC	722.4478	GCLC	1606.7031
GCLM	872.3898	GCLM	421.3406
removed	removed	GCM1	6.156
GCN1L1	8097.1578	GCN1L1	2217.1683
GCNT1	603.5383	GCNT1	275.3078
GCNT2	774.652	GCNT2	412.1067
GCNT3	5.2204	removed	removed
GCNT4	6.3805	GCNT4	58.8235
GCOM1	162.1259	GCOM1	2971.2483
GCSH	28.4223	GCSH	39.3297
GDAP1	474.1879	GDAP1	392.9549
GDAP2	825.6961	GDAP2	413.4747
GDE1	2855.2784	GDE1	2484.2681
removed	removed	GDF10	196.3064
GDF11	98.9733	GDF11	55.4514
GDF15	254.6404	GDF15	144.6648
GDF5	6.8561	GDF5	62.5274
GDF6	5.8005	GDF6	5.814
GDF9	20.0116	GDF9	17.0999
GDI1	3200.9861	GDI1	2023.5978
GDI2	8580.0464	GDI2	5571.4774
GDPD1	34.5128	GDPD1	51.6416
GDPD3	16.6879	GDPD3	99.1245
GDPD5	152.8422	GDPD5	1560.8755
GEFT	204.1067	GEFT	290.8482
GEMIN4	412.703	GEMIN4	646.0328
GEMIN5	1210.8469	GEMIN5	925.1026
GEMIN6	195.4756	GEMIN6	111.1491
GEMIN7	357.0186	GEMIN7	190.4925
GEMIN8P4	29.2923	GEMIN8P4	17.0999
GEMIN8	269.1415	GEMIN8	427.8386
GEM	300.7541	GEM	947.6744
GEN1	498.8399	GEN1	134.4049
GET4	1045.6323	GET4	337.5513
removed	removed	GFAP	107.7291
GFER	575.9861	GFER	169.6306
GFI1	6.3805	GFI1	14.3639
GFM1	2187.355	GFM1	1401.1628
GFM2	694.0255	GFM2	579.6854
GFOD1	141.2413	GFOD1	76.2654
GFOD2	517.6914	GFOD2	527.0178
GFPT1	9269.1415	GFPT1	3770.8618
GFPT2	361.0789	GFPT2	201.7784
GFRA1	1393.5615	GFRA1	4281.4637
removed	removed	GFRA2	83.4473
removed	removed	GFRA3	31.4637
GGA1	678.6543	GGA1	602.2572
GGA2	1866.0093	GGA2	1946.6484
GGA3	758.4107	GGA3	689.8085
GGCT	5598.6079	GGCT	851.9152
GGCX	906.0325	GGCX	659.3707
GGH	254.6404	GGH	250.342
GGNBP2	1232.3086	GGNBP2	2001.71
GGPS1	961.4269	GGPS1	1071.8194
GGT1	430.1044	GGT1	42.7497
GGT3P	11.0209	GGT3P	7.8659
GGT5	296.6937	GGT5	479.8222
GGT6	595.7077	GGT6	287.9617
GGT7	207.6566	GGT7	300.9576
GGTA1	33.3527	GGTA1	713.4063
GGTLC2	55.1044	removed	removed
GHDC	267.4014	GHDC	416.5527
GHITM	8348.3179	GHITM	4830.0274
GHRLOS	5.8005	GHRLOS	7.5239
removed	removed	GHRL	6.8399
GHR	345.7077	GHR	5552.3256
GIGYF1	838.7471	GIGYF1	892.6129
GIGYF2	2979.4084	GIGYF2	2038.9877
GIMAP1	27.5522	GIMAP1	145.0068
GIMAP2	129.3503	GIMAP2	281.8057
GIMAP4	382.2506	GIMAP4	1430.9166
GIMAP5	99.478	GIMAP5	978.4542
GIMAP6	222.7378	GIMAP6	1647.7428
GIMAP7	89.0371	GIMAP7	946.3064
GIMAP8	168.7935	GIMAP8	1287.6197
GIN1	189.3852	GIN1	163.4747
GINS1	230.8585	GINS1	58.1395
GINS2	376.4501	GINS2	50.2736
GINS3	249.71	GINS3	166.8947
GINS4	311.4849	GINS4	47.8796
GIPC1	1752.9002	GIPC1	653.5568
GIPC2	9.8608	GIPC2	270.5198
GIPC3	37.413	GIPC3	125.171
removed	removed	GIPR	5.13
GIT1	804.2343	GIT1	1067.3735
GIT2	1153.1323	GIT2	1444.5964
GIYD2	270.6932	GIYD2	172.0622
GJA1	3323.9559	GJA1	2189.8085
GJA3	22.9118	removed	removed
GJA4	76.2761	GJA4	383.0369
GJA5	352.3782	GJA5	669.2886
removed	removed	GJA9	5.472
GJB1	128.1903	GJB1	5.814
GJB2	1135.7309	GJB2	21.5458
removed	removed	GJB3	14.0219
removed	removed	GJB5	30.7798
removed	removed	GJB7	8.5499
GJC1	163.5731	GJC1	451.0944
GJC2	19.1415	GJC2	43.0917
GJC3	22.6218	GJC3	25.3078
GJD3	13.6572	GJD3	75.2599
GK3P	33.0626	GK3P	9.9179
GK5	932.1346	GK5	801.2996
GKAP1	58.2947	GKAP1	208.2763
GK	228.8283	GK	94.3912
GLA	744.1995	GLA	430.5746
GLB1L2	550.464	GLB1L2	180.5746
GLB1L	131.6705	GLB1L	398.7688
GLB1	1884.8608	GLB1	993.1601
GLCCI1	731.1485	GLCCI1	670.9986
GLCE	731.4385	GLCE	1159.7127
GLDC	42.3434	GLDC	6.8399
GLDN	30.4524	GLDN	503.762
GLE1	786.5429	GLE1	888.8509
GLG1	2477.6682	GLG1	4931.6005
removed	removed	GLI1	24.6238
GLI2	47.8538	GLI2	57.4555
GLI3	1339.6172	GLI3	1654.9248
GLI4	26.3892	GLI4	115.1265
GLIPR1L2	8.1206	GLIPR1L2	49.9316
GLIPR1	434.8782	GLIPR1	695.6977
GLIPR2	310.0348	GLIPR2	493.5021
GLIS1	16.2413	GLIS1	40.3557
GLIS2	488.109	GLIS2	239.0561
GLIS3	181.8445	GLIS3	192.8865
GLMN	227.3782	GLMN	140.5609
GLO1	2324.536	GLO1	2848.4952
GLOD4	798.7239	GLOD4	1232.5581
GLOD5	5.8005	removed	removed
removed	removed	GLP1R	10.2599
removed	removed	GLP2R	22.2298
removed	removed	GLRA3	133.0369
removed	removed	GLRA4	12.6539
GLRB	60.0348	GLRB	265.3899
GLRX2	252.0302	GLRX2	103.2832
GLRX3	1191.7053	GLRX3	687.7565
GLRX5	687.645	GLRX5	743.5021
GLRX	786.5429	GLRX	561.5595
GLS2	216.0673	GLS2	54.0356
GLS	2192.5754	GLS	2025.9918
removed	removed	GLT1D1	6.4979
GLT25D1	2930.3944	GLT25D1	1729.4802
GLT25D2	30.4524	GLT25D2	49.2476
GLT8D1	1271.7836	GLT8D1	1189.5041
GLT8D2	421.6937	GLT8D2	431.6005
GLTPD1	747.6798	GLTPD1	341.6553
GLTP	854.1183	GLTP	1070.1094
GLTSCR1	225.058	GLTSCR1	162.4487
GLTSCR2	2759.2807	GLTSCR2	4037.2777
GLUD1	5010.4408	GLUD1	5581.3953
GLUD2	654.5824	GLUD2	589.2613
GLUL	13462.877	GLUL	54860.1231
GLYATL1	111.6589	GLYATL1	12.9959
GLYATL2	164.7332	GLYATL2	213.7483
