gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
DRD4	20.9368	DRD4	6.1701
DRG1	858.0412	DRG1	961.2164
DRG2	562.3549	DRG2	639.048
DRP2	29.7523	removed	removed
DSC1	23.4639	DSC1	72.8603
DSC2	1251.0652	DSC2	1034.8171
DSC3	328.3771	DSC3	920.6699
DSCAML1	10.2847	DSCAML1	23.799
DSCC1	156.1077	DSCC1	81.5337
DSCR3	1186.051	DSCR3	1037.4614
DSCR6	30.1196	DSCR6	7.0516
DSEL	337.1926	DSEL	712.6487
DSE	889.5235	DSE	1212.9088
DSG1	43.7101	DSG1	67.8713
DSG2	5364.583	DSG2	3646.9546
DSG3	44.8121	DSG3	142.3535
DSN1	355.1909	DSN1	264.8744
DSP	2755.5758	DSP	9666.3729
DSTN	10843.0549	DSTN	7711.7673
DSTYK	1073.2861	DSTYK	1060.379
DST	6715.2008	DST	23067.4306
DTD1	343.0696	DTD1	341.5602
DTL	684.6699	DTL	126.9282
DTNA	98.0723	DTNA	342.4416
DTNBP1	324.7039	DTNBP1	260.9079
DTNB	498.4426	DTNB	328.7792
DTWD1	397.0644	DTWD1	500.2204
DTWD2	393.024	DTWD2	211.9877
DTX1	123.7842	DTX1	564.5659
DTX2	363.639	DTX2	346.4081
DTX3L	3666.6863	DTX3L	1834.6056
DTX3	607.167	DTX3	643.4553
DTX4	587.6995	DTX4	699.8678
DTYMK	390.4528	DTYMK	216.3949
DULLARD	1725.9998	DULLARD	1518.29
DUOX1	52.5256	DUOX1	178.9335
DUOX2	11.0194	DUOX2	52.8867
DUOXA1	15.4271	DUOXA1	31.2913
DUS1L	874.2029	DUS1L	962.0978
DUS2L	154.2711	DUS2L	125.606
DUS3L	243.8953	DUS3L	241.5161
DUS4L	143.3766	DUS4L	104.0546
DUSP10	199.4505	DUSP10	612.1639
DUSP11	381.6373	DUSP11	471.5734
DUSP12	193.2062	DUSP12	206.699
DUSP14	360.3332	DUSP14	625.8264
DUSP15	47.7506	DUSP15	30.8506
DUSP16	1689.6359	DUSP16	2408.9907
DUSP18	106.8805	DUSP18	161.7012
DUSP19	85.5837	DUSP19	102.2477
DUSP1	6135.215	DUSP1	13684.8832
DUSP22	626.2672	DUSP22	1022.0361
DUSP23	319.1943	DUSP23	341.5602
DUSP26	5.1424	DUSP26	7.0516
DUSP27	10.2847	DUSP27	5.7294
DUSP28	67.9527	DUSP28	64.7862
DUSP2	239.8548	DUSP2	303.658
DUSP3	1936.4697	DUSP3	2450.8594
DUSP4	533.7046	DUSP4	1279.859
DUSP5	1562.9132	DUSP5	2376.3773
DUSP6	791.5577	DUSP6	3201.4103
DUSP7	336.0906	DUSP7	494.9317
DUSP8	107.2551	DUSP8	661.5249
DUSP9	5.1424	DUSP9	13.2217
DUT	748.5858	DUT	617.6289
DVL1	755.9284	DVL1	846.1877
DVL2	585.8629	DVL2	748.3473
DVL3	2282.1104	DVL3	2193.0366
DYDC2	6.6116	DYDC2	7.4923
DYM	878.978	DYM	656.2362
DYNC1H1	11773.4566	DYNC1H1	11341.1194
DYNC1I1	17.9983	DYNC1I1	42.3094
DYNC1I2	1527.6513	DYNC1I2	1679.5945
DYNC1LI1	1151.1563	DYNC1LI1	823.2702
DYNC1LI2	2235.8291	DYNC1LI2	3743.4993
DYNC2H1	1129.8522	DYNC2H1	977.9639
DYNC2LI1	524.5218	DYNC2LI1	402.3799
DYNLL1	3550.4393	DYNLL1	2757.6025
DYNLL2	1337.0162	DYNLL2	1643.0145
DYNLRB1	1239.6785	DYNLRB1	1229.6166
DYNLRB2	16.8964	DYNLRB2	28.647
DYNLT1	1457.8619	DYNLT1	633.7594
DYNLT3	884.1204	DYNLT3	667.695
DYRK1A	1898.6365	DYRK1A	1828.1181
DYRK1B	650.1425	DYRK1B	406.3464
DYRK2	818.3715	DYRK2	639.4888
DYRK3	479.3424	DYRK3	607.316
DYRK4	293.1151	DYRK4	223.0057
DYSF	446.6516	DYSF	623.6227
DYX1C1	133.0919	DYX1C1	45.2402
DZIP1L	78.2375	DZIP1L	146.32
DZIP1	254.4996	DZIP1	421.8731
DZIP3	273.2802	DZIP3	506.2715
E2F1	139.2113	E2F1	63.0234
E2F2	152.4345	E2F2	32.1728
E2F3	413.9608	E2F3	295.2843
E2F4	642.0616	E2F4	884.5306
E2F5	88.6655	E2F5	78.7483
E2F6	318.4596	E2F6	379.903
E2F7	74.5644	E2F7	18.9511
E2F8	117.9072	E2F8	14.1031
E4F1	438.938	E4F1	357.4262
EAF1	1031.4125	EAF1	799.0304
EAF2	30.4869	EAF2	36.1393
EAPP	732.7878	EAPP	785.8087
EARS2	1247.3921	EARS2	525.7823
EBAG9	464.2826	EBAG9	492.7281
EBF1	333.5194	EBF1	1721.9039
EBF2	29.0177	EBF2	123.8431
EBF3	111.6629	EBF3	540.7669
EBF4	275.4841	EBF4	335.8308
EBI3	30.4869	EBI3	32.1728
EBNA1BP2	1263.5538	EBNA1BP2	822.8294
EBPL	437.4688	EBPL	291.3178
EBP	534.0719	EBP	287.3513
ECD	688.7103	ECD	645.2182
ECE1	13037.0104	ECE1	8873.0718
ECE2	122.3149	ECE2	68.7528
removed	removed	ECEL1	7.4923
ECH1	2609.7529	ECH1	3023.799
ECHDC1	739.3994	ECHDC1	1827.6774
ECHDC2	537.745	ECHDC2	1085.5002
ECHDC3	379.0661	ECHDC3	709.123
ECHS1	2343.0842	ECHS1	2603.3495
ECM1	1530.5898	ECM1	473.3363
ECM2	812.1272	ECM2	3007.4923
ECSCR	86.3184	ECSCR	266.1966
ECSIT	465.0172	ECSIT	577.7876
ECT2L	15.0598	ECT2L	13.6624
ECT2	853.2661	ECT2	323.4905
EDA2R	251.9761	EDA2R	300.5729
EDARADD	365.1083	EDARADD	442.045
EDAR	5.5097	EDAR	47.5981
EDA	44.8121	EDA	111.0621
EDC3	795.9654	EDC3	707.8008
EDC4	969.3258	EDC4	1191.0533
EDEM1	1611.7657	EDEM1	1632.4372
EDEM2	489.9944	EDEM2	401.4985
EDEM3	1544.9149	EDEM3	1631.9965
EDF1	2707.0906	EDF1	2559.2772
EDIL3	315.8885	EDIL3	210.6655
EDN1	614.5132	EDN1	673.4244
EDN2	166.0251	EDN2	17.1882
EDN3	110.9283	EDN3	439.8413
EDNRA	1020.3932	EDNRA	826.3552
EDNRB	264.4648	EDNRB	1145.4385
EEA1	998.3544	EEA1	1377.6994
EED	494.7695	EED	383.8695
EEF1A1P9	7504.922	EEF1A1P9	5925.9586
EEF1A1	110699.8031	EEF1A1	86034.8171
EEF1A2	1689.6359	EEF1A2	347.2896
EEF1B2	3016.3674	EEF1B2	2929.0436
EEF1D	9448.3706	EEF1D	5925.9586
EEF1E1	285.7689	EEF1E1	159.5416
EEF1G	25046.2813	EEF1G	17300.5729
EEF2K	1255.473	EEF2K	2171.4412
EEF2	63401.0167	EEF2	55501.5425
EEFSEC	305.1336	EEFSEC	308.907
EEPD1	231.4067	EEPD1	684.0018
EFCAB1	17.2637	EFCAB1	87.2631
EFCAB2	170.8002	EFCAB2	120.3173
EFCAB4A	718.4626	EFCAB4A	757.1617
EFCAB4B	218.1834	EFCAB4B	240.6346
EFCAB6	51.0564	EFCAB6	70.9564
EFCAB7	167.4943	EFCAB7	177.6113
EFEMP1	12909.9204	EFEMP1	7205.3768
EFEMP2	1400.9286	EFEMP2	1517.8493
EFHA1	930.769	EFHA1	740.855
EFHA2	41.8736	EFHA2	135.3019
removed	removed	EFHB	13.2217
EFHC1	307.4403	EFHC1	418.6866
EFHC2	7.7136	EFHC2	29.0877
EFHD1	7829.2586	EFHD1	4018.0696
EFHD2	698.2604	EFHD2	827.2367
EFNA1	1720.8575	EFNA1	1590.5685
EFNA3	186.9619	EFNA3	100.4848
EFNA4	314.0519	EFNA4	194.7995
EFNA5	127.8246	EFNA5	427.0604
EFNB1	433.061	EFNB1	959.4535
EFNB2	741.2359	EFNB2	1548.6999
EFNB3	157.2096	EFNB3	308.9467
EFR3A	4097.3671	EFR3A	2072.7193
EFR3B	287.9727	EFR3B	144.1164
EFS	267.0359	EFS	907.0075
EFTUD1	695.3219	EFTUD1	498.8982
EFTUD2	2081.558	EFTUD2	1501.9833
EGFL6	83.7472	EGFL6	59.0569
EGFL7	388.9836	EGFL7	866.0203
EGFL8	60.3788	EGFL8	143.7241
EGFLAM	226.6316	EGFLAM	602.468
EGFR	445.546	EGFR	1884.5174
EGF	219.2854	EGF	79.7708
EGLN1	1082.4689	EGLN1	1629.7929
EGLN2	2001.1166	EGLN2	1399.3301
EGLN3	950.9712	EGLN3	458.7924
EGOT	13.2232	EGOT	29.9691
EGR1	15432.2529	EGR1	44659.3213
EGR2	989.9063	EGR2	5580.8726
EGR3	986.2331	EGR3	9133.9797
EGR4	6.6116	EGR4	52.446
EHBP1L1	877.1414	EHBP1L1	1174.9669
EHBP1	926.3613	EHBP1	1910.5333
EHD1	2344.9208	EHD1	1244.1604
EHD2	2779.8184	EHD2	6956.3684
EHD3	309.6441	EHD3	506.3905
EHD4	1567.6883	EHD4	1683.1203
EHF	2517.1902	EHF	2065.6677
EHHADH	241.3241	EHHADH	498.4575
EHMT1	1559.6074	EHMT1	1463.1996
EHMT2	1851.2533	EHMT2	1370.2071
EI24	1718.2863	EI24	2200.0881
EID1	2885.6043	EID1	3858.9687
EID2B	30.4869	EID2B	45.8352
EID2	186.2273	EID2	251.6527
EID3	26.4465	EID3	44.513
EIF1AD	851.7969	EIF1AD	505.509
EIF1AX	1917.3695	EIF1AX	1981.9304
EIF1B	666.3043	EIF1B	917.1441
EIF1	8473.8915	EIF1	12237.5496
EIF2AK1	4422.0233	EIF2AK1	2648.3561
EIF2AK2	962.7252	EIF2AK2	573.8211
EIF2AK3	810.6579	EIF2AK3	924.6364
EIF2AK4	1877.3324	EIF2AK4	1620.9784
EIF2A	2177.0592	EIF2A	1776.1128
EIF2B1	912.0361	EIF2B1	1019.3918
EIF2B2	525.991	EIF2B2	458.7924
EIF2B3	543.9893	EIF2B3	472.8955
EIF2B4	879.7126	EIF2B4	702.9528
EIF2B5	1052.7166	EIF2B5	882.327
EIF2C1	1188.9895	EIF2C1	1319.9647
EIF2C2	219.6527	EIF2C2	279.4182
EIF2C3	214.5103	EIF2C3	205.8175
EIF2C4	371.7199	EIF2C4	554.87
EIF2S1	1811.2162	EIF2S1	1624.0635
EIF2S2	1326.7315	EIF2S2	1112.3843
EIF2S3	6851.1063	EIF2S3	4123.8431
EIF3A	6606.8438	EIF3A	6831.2032
EIF3B	3334.0924	EIF3B	3099.1626
EIF3CL	12469.2156	EIF3CL	6990.2556
EIF3C	493.2304	EIF3C	192.6443
EIF3D	3273.1186	EIF3D	3761.569
EIF3E	4443.3752	EIF3E	5064.7862
EIF3F	3176.1482	EIF3F	2485.2358
EIF3G	2167.0646	EIF3G	2039.1626
EIF3H	7154.1389	EIF3H	3591.8907
EIF3I	3831.8004	EIF3I	2754.5306
EIF3J	1521.0396	EIF3J	1289.1141
EIF3K	2200.5671	EIF3K	2377.6994
EIF3L	5054.2153	EIF3L	8505.9498
EIF3M	3717.0007	EIF3M	1984.9008
EIF4A1	11870.7943	EIF4A1	8211.0886
EIF4A2	8336.7518	EIF4A2	7481.4588
EIF4A3	2708.9272	EIF4A3	1692.8162
EIF4B	10829.7692	EIF4B	10003.2966
EIF4E2	1367.8705	EIF4E2	1158.2195
EIF4E3	935.9114	EIF4E3	1236.6681
EIF4EBP1	326.9078	EIF4EBP1	283.3848
EIF4EBP2	4419.8672	EIF4EBP2	7197.0031
EIF4EBP3	315.9105	EIF4EBP3	277.2543
EIF4ENIF1	570.8031	EIF4ENIF1	701.19
EIF4E	561.6203	EIF4E	495.3724
EIF4G1	9306.9554	EIF4G1	6998.6778
EIF4G2	28017.4694	EIF4G2	19836.9326
EIF4G3	2362.5518	EIF4G3	1848.3914
EIF4H	4591.402	EIF4H	4669.0172
EIF5A2	175.2079	EIF5A2	213.3098
EIF5AL1	1246.6575	EIF5AL1	750.9916
EIF5A	5709.5002	EIF5A	3368.885
EIF5B	3515.912	EIF5B	3093.874
EIF5	4098.469	EIF5	4492.2874
EIF6	1770.4446	EIF6	1242.8383
ELAC1	61.5468	ELAC1	141.5866
ELAC2	1730.0403	ELAC2	1430.1454
removed	removed	ELANE	6.6108
ELAVL1	1934.6331	ELAVL1	1324.8127
ELAVL2	64.6469	ELAVL2	30.4099
ELF1	2254.9293	ELF1	1967.8272
ELF2	921.9535	ELF2	939.1803
ELF3	3606.2708	ELF3	2964.3015
ELF4	505.0542	ELF4	646.981
ELF5	25.3445	ELF5	359.1891
ELFN1	40.037	ELFN1	37.4614
ELK1	702.6682	ELK1	599.8237
ELK3	751.1534	ELK3	921.1106
ELK4	258.9551	ELK4	253.4156
ELL2	902.1187	ELL2	1574.7025
ELL3	172.7947	ELL3	87.1353
ELL	454.7324	ELL	496.6946
ELMO1	338.2945	ELMO1	631.115
ELMO2	1184.5817	ELMO2	940.9431
ELMO3	452.1613	ELMO3	293.0807
ELMOD2	252.7108	ELMOD2	187.7479
ELMOD3	419.8378	ELMOD3	928.1622
ELN	2932.9876	ELN	3400.1763
ELOF1	779.4364	ELOF1	737.7699
ELOVL1	1588.9924	ELOVL1	1315.9982
ELOVL2	623.3287	ELOVL2	203.1732
ELOVL3	7.7136	ELOVL3	70.9564
ELOVL4	28.283	ELOVL4	64.3455
ELOVL5	10117.246	ELOVL5	9849.2728
ELOVL6	529.6641	ELOVL6	599.383
ELOVL7	165.6578	ELOVL7	435.4341
ELP2P	11.754	ELP2P	9.2552
ELP2	1306.8967	ELP2	1782.7237
ELP3	831.2274	ELP3	651.829
ELP4	304.1345	ELP4	206.2583
ELTD1	795.2308	ELTD1	2087.2631
EMB	1732.6114	EMB	669.8986
EMCN	525.991	EMCN	1211.1062
EMD	1125.4444	EMD	794.6232
EME1	42.667	EME1	20.6038
EME2	30.4869	EME2	12.781
EMG1	392.0874	EMG1	376.3112
EMID1	120.1111	EMID1	92.5518
EMID2	5.5097	EMID2	5.2887
EMILIN1	2008.8302	EMILIN1	1566.7695
EMILIN2	261.5263	EMILIN2	1011.8995
EMILIN3	18.5089	EMILIN3	110.8682
EML1	473.4654	EML1	563.2437
EML2	811.073	EML2	587.4658
EML3	692.3834	EML3	986.3376
EML4	1052.7166	EML4	985.8969
EML5	44.4448	EML5	66.1084
EML6	13.2232	EML6	28.647
EMP1	2988.0844	EMP1	12586.1613
EMP2	7025.9469	EMP2	3596.2979
EMP3	358.864	EMP3	432.3491
EMR1	12.1213	EMR1	7.933
EMR2	82.2779	EMR2	89.9074
removed	removed	EMR3	8.3737
EMX1	120.8457	EMX1	9.6959
EMX2OS	34.5273	EMX2OS	125.606
EMX2	19.1002	EMX2	38.3429
EN1	66.4835	EN1	55.0903
removed	removed	EN2	6.1701
ENAH	9221.739	ENAH	3355.2226
ENC1	4089.5948	ENC1	1429.8898
ENDOD1	1674.9434	ENDOD1	1732.0405
ENDOG	153.3308	ENDOG	111.6219
ENDOU	5.1424	ENDOU	11.0181
ENGASE	282.0957	ENGASE	335.39
ENG	2890.012	ENG	3900.3967
ENHO	13.2232	ENHO	22.9176
ENO1	18203.2559	ENO1	12812.2521
ENO2	478.9751	ENO2	405.465
ENO3	52.5256	ENO3	34.8171
ENOPH1	676.9563	ENOPH1	554.87
ENOSF1	366.8163	ENOSF1	417.3557
removed	removed	ENOX1	41.4279
ENOX2	299.3594	ENOX2	367.5628
ENPEP	179.983	ENPEP	393.5654
ENPP1	1272.002	ENPP1	1131.3354
ENPP2	1586.4212	ENPP2	5345.0859
ENPP3	5.877	ENPP3	22.4769
ENPP4	613.4113	ENPP4	572.4989
ENPP5	953.175	ENPP5	472.4548
ENPP6	8.4482	ENPP6	31.732
ENSA	3608.4746	ENSA	3180.6963
ENTPD1	1609.5619	ENTPD1	1481.7056
ENTPD2	216.7142	ENTPD2	217.2763
ENTPD3	49.5871	ENTPD3	86.8224
ENTPD4	523.0525	ENTPD4	457.911
ENTPD5	286.0333	ENTPD5	307.078
ENTPD6	1249.2286	ENTPD6	978.8453
ENTPD7	682.5064	ENTPD7	345.0331
ENTPD8	210.8372	ENTPD8	55.5311
ENY2	384.5758	ENY2	366.2406
EOMES	16.8964	EOMES	12.3402
EP300	2805.5303	EP300	3315.9982
EP400NL	139.2113	EP400NL	144.1164
EP400	1711.3073	EP400	1772.1463
EPAS1	3429.5936	EPAS1	13218.1578
EPB41L1	2410.6697	EPB41L1	2319.0833
EPB41L2	1676.78	EPB41L2	3464.9625
EPB41L3	675.8544	EPB41L3	1097.8405
EPB41L4A	935.9114	EPB41L4A	877.0383
EPB41L4B	465.7518	EPB41L4B	867.7832
EPB41L5	964.929	EPB41L5	792.8603
EPB41	1333.8427	EPB41	1344.4733
removed	removed	EPB42	20.714
EPB49	433.061	EPB49	1032.1728
EPC1	608.2689	EPC1	756.2803
EPC2	761.0708	EPC2	866.0203
EPCAM	2709.2945	EPCAM	1299.6915
EPDR1	232.5086	EPDR1	526.6637
EPHA10	173.004	EPHA10	78.8894
EPHA1	240.9568	EPHA1	273.2481
EPHA2	217.4488	EPHA2	938.7395
EPHA3	40.4043	EPHA3	136.6241
EPHA4	291.2785	EPHA4	580.4319
EPHA6	11.754	EPHA6	7.4923
EPHA7	6.6116	EPHA7	9.2552
EPHA8	44.0775	EPHA8	18.5104
EPHB1	43.3428	EPHB1	288.2327
EPHB2	298.2575	EPHB2	200.0881
EPHB3	649.7752	EPHB3	672.1022
EPHB4	1642.2527	EPHB4	2304.9802
EPHB6	76.4009	EPHB6	380.7845
EPHX1	2825.3651	EPHX1	4157.338
EPHX2	834.5332	EPHX2	700.3085
removed	removed	EPHX3	7.4923
EPHX4	15.7944	EPHX4	20.714
EPM2AIP1	911.3015	EPM2AIP1	1289.1141
EPM2A	143.2517	EPM2A	248.1269
EPN1	1725.2652	EPN1	1488.7616
EPN2	1249.9633	EPN2	1179.3742
EPN3	366.9448	EPN3	166.5932
EPOR	107.0421	EPOR	122.9617
EPPK1	1583.1154	EPPK1	1146.32
EPR1	241.1	EPR1	39.0701
EPRS	6875.7163	EPRS	3059.4976
EPS15L1	1271.2674	EPS15L1	804.7598
EPS15	2083.7619	EPS15	2179.3742
EPS8L1	580.7205	EPS8L1	288.6734
EPS8L2	2302.6799	EPS8L2	1096.5183
EPS8	1564.0152	EPS8	2273.6888
EPSTI1	369.516	EPSTI1	195.6809
EPT1	1703.5938	EPT1	840.4319
EPYC	16.1617	removed	removed
ERAL1	1108.1808	ERAL1	752.7545
ERAP1	2122.0211	ERAP1	2047.7876
ERAP2	1905.9828	ERAP2	1208.0212
ERBB2IP	3714.9952	ERBB2IP	2222.1243
ERBB2	5388.8366	ERBB2	4970.9123
ERBB3	4507.2875	ERBB3	3443.8078
ERBB4	1461.5351	ERBB4	1000
ERC1	2141.0626	ERC1	1854.1208
ERCC1	944.3596	ERCC1	758.6734
ERCC2	458.0383	ERCC2	337.5937
ERCC3	1018.9239	ERCC3	1127.3689
ERCC4	534.8065	ERCC4	399.2948
ERCC5	1323.793	ERCC5	1422.6532
ERCC6L	95.8685	ERCC6L	29.0877
ERCC6	408.8992	ERCC6	403.68
ERCC8	246.8338	ERCC8	164.8303
removed	removed	EREG	23.3583
ERF	924.1574	ERF	1018.9511
ERGIC1	7118.5096	ERGIC1	3955.0463
ERGIC2	750.4187	ERGIC2	605.9938
ERGIC3	3503.056	ERGIC3	3042.3094
ERG	440.4073	ERG	1291.7585
ERH	1847.5801	ERH	1041.4279
ERI1	387.5143	ERI1	388.7175
ERI2	482.9898	ERI2	370.5068
ERI3	1058.5936	ERI3	690.1719
ERICH1	162.7193	ERICH1	301.0137
ERLEC1	1532.059	ERLEC1	1396.2098
ERLIN1	1186.4183	ERLIN1	1128.6911
ERLIN2	1862.6399	ERLIN2	1942.706
ERMAP	556.1106	ERMAP	487.4394
ERMN	48.1179	removed	removed
ERMP1	3816.3035	ERMP1	1489.8546
ERN1	230.672	ERN1	259.5857
ERO1LB	354.0889	ERO1LB	489.643
ERO1L	456.569	ERO1L	503.3054
ERP27	114.9687	ERP27	50.6831
ERP29	2026.4612	ERP29	1887.175
ERP44	1127.281	ERP44	1277.6554
ERRFI1	1125.4444	ERRFI1	3331.8643
removed	removed	ERVFRDE1	23.3583
ESAM	537.0104	ESAM	1436.3156
ESCO1	680.6294	ESCO1	576.0247
ESCO2	159.0462	ESCO2	35.2578
ESD	1925.083	ESD	1796.3861
ESF1	475.3019	ESF1	496.6946
ESM1	65.0143	ESM1	13.2217
ESPL1	220.3873	ESPL1	57.294
ESPNL	14.6925	ESPNL	37.4614
ESPN	655.2849	ESPN	168.7968
ESR1	7273.5153	ESR1	2897.7523
ESR2	5.877	ESR2	29.9691
ESRP1	2116.0853	ESRP1	966.5051
ESRP2	896.2417	ESRP2	771.7056
ESRRA	642.429	ESRRA	501.5425
removed	removed	ESRRB	9.6959
ESRRG	177.0445	ESRRG	89.026
ESYT1	3017.1021	ESYT1	5407.6686
ESYT2	3261.732	ESYT2	4100.4848
ESYT3	8.8155	ESYT3	37.0207
ETAA1	393.7586	ETAA1	294.8435
ETF1	4281.0232	ETF1	3736.8885
ETFA	1262.8192	ETFA	1027.3248
ETFB	410.2877	ETFB	1245.9233
ETFDH	416.1647	ETFDH	675.628
ETHE1	377.5969	ETHE1	281.1811
ETNK1	1442.8022	ETNK1	1334.9493
ETNK2	1085.7747	ETNK2	426.6197
ETS1	1991.9338	ETS1	3659.3213
ETS2	1429.5789	ETS2	4687.0868
ETV1	375.7603	ETV1	640.8109
ETV2	10.6521	removed	removed
removed	removed	ETV3L	12.781
ETV3	244.6299	ETV3	446.8929
ETV4	26.4465	ETV4	77.1265
ETV5	422.7763	ETV5	817.5408
ETV6	1382.9303	ETV6	1453.5037
ETV7	135.9055	ETV7	43.1908
EVC2	116.8053	EVC2	255.1785
EVC	1141.5841	EVC	1270.0264
EVI2A	273.6476	EVI2A	223.4465
EVI2B	339.0291	EVI2B	303.658
EVI5L	414.6954	EVI5L	331.4235
EVI5	413.2262	EVI5	510.7977
EVL	5579.4717	EVL	2469.8105
EVPLL	24.2426	EVPLL	9.6959
EVPL	835.6352	EVPL	372.8515
EWSR1	3119.9495	EWSR1	3476.8621
EXD2	834.9005	EXD2	820.1851
EXD3	146.9249	EXD3	176.7298
EXO1	263.7301	EXO1	34.3764
EXOC1	740.8686	EXOC1	934.773
EXOC2	1420.7634	EXOC2	967.8272
EXOC3L2	44.8121	EXOC3L2	32.6135
EXOC3L	34.8947	EXOC3L	94.4954
EXOC3	1414.8864	EXOC3	1408.1093
EXOC4	1569.8922	EXOC4	1360.0705
EXOC5	1555.1997	EXOC5	1451.7409
EXOC6B	252.7108	EXOC6B	249.0084
EXOC6	1007.9046	EXOC6	479.5064
EXOC7	2387.4445	EXOC7	3359.9515
EXOC8	649.7752	EXOC8	596.2979
EXOG	133.3343	EXOG	145.4385
EXOSC10	1708.0015	EXOSC10	1587.9242
EXOSC1	294.217	EXOSC1	236.2274
EXOSC2	444.0804	EXOSC2	366.6814
EXOSC3	289.0747	EXOSC3	261.3486
EXOSC4	367.6795	EXOSC4	196.1216
EXOSC5	317.725	EXOSC5	213.7506
EXOSC6	209.0006	EXOSC6	296.6064
EXOSC7	507.9927	EXOSC7	432.7898
EXOSC8	253.5776	EXOSC8	246.4125
EXOSC9	425.072	EXOSC9	442.1375
EXPH5	165.2905	EXPH5	294.4028
EXT1	1200.3761	EXT1	1010.5773
EXT2	2304.1492	EXT2	1989.8634
EXTL1	58.7699	EXTL1	84.1781
EXTL2	379.8008	EXTL2	404.1428
EXTL3	1105.9769	EXTL3	1346.4081
removed	removed	EYA1	13.6624
EYA2	180.7176	EYA2	464.0811
EYA3	310.3788	EYA3	172.3226
EYA4	5.877	EYA4	18.0696
EYS	12.4886	EYS	25.1212
EZH1	801.8424	EZH1	1875.7162
EZH2	206.7967	EZH2	116.3508
EZR	8075.3578	EZR	4237.1089
F10	38.2005	F10	122.5209
F11R	4051.8461	F11R	2977.0824
F12	75.6663	F12	12.3402
F13A1	1879.9036	F13A1	2567.2102
F2RL1	348.5792	F2RL1	216.8356
F2RL2	1275.3078	F2RL2	810.4892
F2RL3	38.2005	F2RL3	45.3944
F2R	2725.4562	F2R	1687.5275
F3	412.1242	F3	1811.3706
F5	18.7329	F5	18.5104
F7	74.9317	F7	22.4769
F8A1	91.0934	F8A1	78.8894
F8	574.8435	F8	1427.9418
FA2H	23.8753	FA2H	24.2398
FAAH2	243.1606	FAAH2	127.3689
FAAH	500.2792	FAAH	356.5447
FABP3	117.9072	FABP3	43.6316
FABP4	2236.931	FABP4	13891.1415
FABP5	59.1373	FABP5	244.6011
FABP7	15.4271	FABP7	130.0132
FADD	646.8367	FADD	381.6659
FADS1	2109.4737	FADS1	1438.9511
FADS2	11191.6341	FADS2	1967.3953
FADS3	353.3543	FADS3	755.8396
FAF1	825.3504	FAF1	789.7752
FAF2	2493.3149	FAF2	1544.2926
FAHD1	572.9996	FAHD1	443.8078
FAHD2A	137.7421	FAHD2A	327.8978
FAHD2B	274.0149	FAHD2B	177.1706
FAH	1600.3791	FAH	1468.4883
FAIM2	24.9772	FAIM2	50.2424
FAIM3	834.4267	FAIM3	190.5465
FAIM	350.4158	FAIM	278.0961
FAM100A	359.5986	FAM100A	415.1609
FAM100B	302.2979	FAM100B	450.4187
FAM101A	52.893	FAM101A	88.5853
FAM101B	350.0485	FAM101B	749.2287
FAM102A	4321.4275	FAM102A	2208.0212
FAM102B	1096.4268	FAM102B	980.6082
FAM103A1	297.8902	FAM103A1	252.4857
FAM104A	702.6792	FAM104A	696.0159
FAM104B	167.8617	FAM104B	162.6267
FAM105A	307.4403	FAM105A	262.2301
FAM105B	489.2598	FAM105B	513.0013
FAM106A	7.7136	FAM106A	10.5773
removed	removed	FAM106C	10.5773
FAM107A	182.9215	FAM107A	1437.6377
FAM107B	1589.3597	FAM107B	2398.4134
FAM108A1	254.9146	FAM108A1	264.4337
FAM108B1	280.9938	FAM108B1	332.305
FAM108C1	222.2239	FAM108C1	170.119
FAM109A	209.7352	FAM109A	294.8435
FAM109B	342.7022	FAM109B	290.877
FAM10A4	298.2575	FAM10A4	328.3385
FAM110A	257.8531	FAM110A	212.4284
FAM110B	509.8293	FAM110B	248.5677
FAM110C	11.3867	FAM110C	9.2552
FAM111A	1812.3182	FAM111A	964.3015
FAM111B	578.884	FAM111B	104.892
FAM113A	318.827	FAM113A	426.1789
FAM113B	607.1707	FAM113B	186.4301
FAM114A1	978.1523	FAM114A1	767.7391
FAM114A2	865.3874	FAM114A2	512.1199
FAM115A	651.2445	FAM115A	579.1097
FAM115C	193.7204	FAM115C	247.1177
FAM116A	856.2046	FAM116A	1008.3737
FAM116B	148.0268	FAM116B	152.0494
FAM117A	368.0468	FAM117A	619.2155
FAM117B	403.3087	FAM117B	425.2975
FAM118A	211.2045	FAM118A	411.1944
FAM118B	212.3064	FAM118B	232.7016
FAM119A	174.8406	FAM119A	177.6113
FAM119B	226.9989	FAM119B	270.1631
FAM120AOS	1497.0211	FAM120AOS	1115.4253
FAM120A	6568.4192	FAM120A	4051.6086
FAM120B	1003.8641	FAM120B	1009.6959
FAM120C	588.0668	FAM120C	514.7642
FAM122A	502.8503	FAM122A	819.7444
FAM122B	568.5992	FAM122B	570.2953
FAM122C	24.2426	FAM122C	30.8506
removed	removed	FAM123B	193.0366
FAM124A	25.3445	FAM124A	66.5491
FAM124B	78.6048	FAM124B	75.3636
FAM125A	619.6556	FAM125A	412.5165
FAM125B	370.9853	FAM125B	535.9189
FAM126A	561.6203	FAM126A	1553.1071
FAM126B	459.1402	FAM126B	672.9837
