gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
KRR1	1015.4201	KRR1	1093.5933
KRT10	549.5937	KRT10	215.5963
KRT14	391.7981	KRT14	7131.4985
KRT15	175.6633	KRT15	6176.8603
KRT16	12.2706	KRT16	68.5525
KRT17	244.1203	KRT17	4019.6228
KRT18	9675.8517	KRT18	3907.737
KRT19	13306.4959	KRT19	5040.0102
KRT222	103.7619	KRT222	52.4975
KRT23	299.4457	KRT23	284.6585
KRT31	5.8124	removed	removed
KRT40	13.347	removed	removed
KRT5	611.3772	KRT5	9493.3741
KRT6B	25.8328	KRT6B	115.4434
KRT7	198.9129	KRT7	3134.8114
KRT80	30.3536	KRT80	207.1865
KRT81	8.1804	KRT81	70.8461
removed	removed	KRT86	6.8807
KRT8	9933.4266	KRT8	3991.6004
KRTAP3-3	10.979	removed	removed
KRTAP5-9	5.1666	removed	removed
KRTCAP2	1377.3209	KRTCAP2	922.7829
KRTCAP3	174.5869	KRTCAP3	128.6952
KSR1	208.8155	KSR1	752.0387
KSR2	25.8328	KSR2	67.788
KTELC1	420.86	KTELC1	466.3609
KTI12	143.8028	KTI12	128.9501
KTN1	8733.2221	KTN1	7534.9134
KYNU	48.6518	KYNU	121.3048
KY	10.979	KY	111.6208
removed	removed	L1CAM	31.8552
L2HGDH	390.7217	L2HGDH	192.9154
L3MBTL2	565.1084	L3MBTL2	688.0173
L3MBTL3	244.9814	L3MBTL3	317.0234
L3MBTL4	28.6314	L3MBTL4	203.6188
L3MBTL	68.6723	L3MBTL	249.4903
LACE1	81.1582	LACE1	53.7717
LACTB2	208.6002	LACTB2	197.2477
LACTB	507.8306	LACTB	242.0999
LAD1	27.1245	LAD1	318.8073
LAG3	15.4997	LAG3	38.2263
LAGE3	327.4312	LAGE3	100.9174
LAIR1	299.6609	LAIR1	308.8685
removed	removed	LALBA	124.8726
LAMA1	82.6651	LAMA1	308.104
LAMA2	2016.4641	LAMA2	3045.1045
LAMA3	323.7716	LAMA3	3997.7064
LAMA4	2515.0422	LAMA4	5687.3089
LAMA5	1098.3262	LAMA5	2983.1804
LAMB1	4644.7446	LAMB1	4269.1131
LAMB2L	7.3193	LAMB2L	30.8359
LAMB2	7064.6359	LAMB2	8527.2681
LAMB3	193.1005	LAMB3	1391.1825
removed	removed	LAMB4	9.9388
LAMC1	5008.5571	LAMC1	12122.3242
LAMC2	589.4193	LAMC2	2323.6493
LAMC3	7.9651	LAMC3	129.2049
LAMP1	7906.1407	LAMP1	6453.3639
LAMP2	5718.0991	LAMP2	5770.1325
LAMP3	44.9922	LAMP3	32.8746
LANCL1	2350.7884	LANCL1	2307.8491
LANCL2	454.658	LANCL2	466.106
removed	removed	LANCL3	9.1743
LAP3	2114.8485	LAP3	2053.7717
LAPTM4A	11436.8441	LAPTM4A	7494.3935
LAPTM4B	816.9636	LAPTM4B	1521.1519
LAPTM5	3249.3407	LAPTM5	2339.7044
LARGE	266.0783	LARGE	538.2263
LARP1B	958.3984	LARP1B	415.3925
LARP1	4213.3362	LARP1	3875.8919
LARP4B	1656.5309	LARP4B	1509.4292
LARP4	2808.6755	LARP4	1485.7288
LARP6	68.8876	LARP6	477.8287
LARP7	1169.1513	LARP7	1142.7115
LARS2	738.8192	LARS2	420.4893
LARS	2933.319	LARS	3041.0296
LAS1L	675.9593	LAS1L	758.1549
LASP1	8850.331	LASP1	5089.4495
LASS1	6.6735	LASS1	7.8084
LASS2	6751.628	LASS2	4064.475
removed	removed	LASS3	17.0744
LASS4	1893.3319	LASS4	703.8736
LASS5	754.9647	LASS5	768.3486
LASS6	6976.6643	LASS6	1747.5153
LAT2	275.1197	LAT2	103.4659
LATS1	809.2137	LATS1	1078.2365
LATS2	523.115	LATS2	1052.4975
LAT	49.3386	LAT	100.4154
LAX1	45.2075	LAX1	34.9134
LAYN	131.3169	LAYN	332.8236
LBH	920.0797	LBH	2141.1825
removed	removed	LBP	21.4067
LBR	928.0448	LBR	1238.5321
LBX2	7.8639	removed	removed
removed	removed	LBXCOR1	5.6065
LCA5L	288.0362	LCA5L	82.5688
LCA5	259.1895	LCA5	644.4954
LCAT	32.5666	LCAT	139.2278
LCK	80.9429	LCK	100.4077
LCLAT1	687.7994	LCLAT1	375.1274
LCMT1	670.7927	LCMT1	401.1213
LCMT2	551.5311	LCMT2	279.8165
LCN10	5.2591	LCN10	41.9292
LCN12	21.3121	removed	removed
LCN2	183.4132	LCN2	133.792
removed	removed	LCN6	7.765
LCORL	109.1136	LCORL	109.577
LCOR	334.9572	LCOR	308.5499
LCP1	4280.7169	LCP1	1553.262
LCP2	320.7578	LCP2	314.9847
LDB1	1384.8555	LDB1	1597.0948
LDB2	416.7698	LDB2	1781.6004
LDB3	27.7703	LDB3	152.1407
LDHA	11276.4652	LDHA	6274.21
LDHB	958.6136	LDHB	3952.5994
LDHC	7.5346	removed	removed
LDHD	57.2628	LDHD	100.6626
LDLRAD1	6.0277	removed	removed
LDLRAD2	175.1402	LDLRAD2	267.2069
LDLRAD3	467.3591	LDLRAD3	910.0408
LDLRAP1	1290.5656	LDLRAP1	696.9929
LDLR	782.3045	LDLR	1127.421
LDOC1L	674.4524	LDOC1L	1237.0031
LDOC1	83.0956	LDOC1	498.4709
LEAP2	10.1179	LEAP2	6.371
LEF1	1570.2061	LEF1	113.1498
removed	removed	LEFTY1	7.0464
LEFTY2	10.1179	LEFTY2	19.368
LEKR1	38.3187	LEKR1	15.0357
LEMD2	653.1403	LEMD2	663.3537
LEMD3	865.8307	LEMD3	1082.0591
LENG1	55.7559	LENG1	127.421
LENG8	960.3746	LENG8	4847.4057
LENG9	68.8488	LENG9	85.8257
LEO1	1629.1911	LEO1	518.0938
LEPRE1	781.2281	LEPRE1	464.577
LEPREL1	195.6838	LEPREL1	518.6035
LEPREL2	217.4264	LEPREL2	324.159
LEPROTL1	1099.1873	LEPROTL1	1043.8328
LEPROT	1032.7754	LEPROT	1406.371
LEPR	344.7608	LEPR	2454.2304
LEP	32.5063	LEP	4368.2467
LETM1	1729.2934	LETM1	903.6697
LETM2	106.7757	LETM2	22.6809
LETMD1	672.0844	LETMD1	1199.0316
LFNG	1979.0108	LFNG	871.3048
LGALS12	7.3193	LGALS12	255.6065
LGALS1	1504.5477	LGALS1	3940.6218
LGALS3BP	7246.9727	LGALS3BP	5276.5036
LGALS3	2730.3159	LGALS3	4401.8858
removed	removed	LGALS4	12.2324
removed	removed	LGALS7	18.8583
LGALS8	1741.297	LGALS8	1312.6835
LGALS9B	36.3812	removed	removed
LGALS9C	52.0962	LGALS9C	5.8614
LGALS9	845.595	LGALS9	530.581
LGI2	52.0962	LGI2	157.4924
LGI4	21.5274	LGI4	288.2263
LGMN	1150.4225	LGMN	2650.3568
LGR4	367.2569	LGR4	1683.4862
LGR5	7.5346	LGR5	20.3874
LGR6	16.5761	LGR6	444.1896
LGTN	724.6112	LGTN	1224.7706
removed	removed	LHCGR	16.3099
LHFPL1	6.4582	LHFPL1	12.4873
LHFPL2	1261.719	LHFPL2	1880.4791
LHFP	739.6803	LHFP	3586.9011
LHPP	452.7205	LHPP	258.9195
removed	removed	LHX4	7.6707
LHX6	86.54	LHX6	909.5311
LIAS	223.8846	LIAS	216.6157
LIFR	1512.2975	LIFR	8640.4179
LIF	79.2078	LIF	274.4648
LIG1	452.5052	LIG1	450.051
LIG3	1041.9245	LIG3	542.8135
LIG4	419.7836	LIG4	365.9531
LILRA1	23.4648	LILRA1	17.3293
LILRA2	95.7968	LILRA2	38.9908
LILRA4	12.4859	removed	removed
LILRA5	7.7499	LILRA5	14.2712
LILRA6	8.7078	LILRA6	48.4964
LILRB1	110.2201	LILRB1	83.3333
LILRB2	73.193	LILRB2	98.1142
LILRB3	22.0763	LILRB3	26.1723
LILRB4	265.0019	LILRB4	105.5046
LILRB5	12.4859	LILRB5	357.5433
LIMA1	4342.7157	LIMA1	4709.2253
LIMCH1	2684.4626	LIMCH1	2991.5902
LIMD1	1579.0797	LIMD1	1088.4021
LIMD2	109.1028	LIMD2	114.6534
LIME1	26.6164	LIME1	37.0591
LIMK1	626.4464	LIMK1	474.5158
LIMK2	973.4675	LIMK2	1955.9123
LIMS1	464.5606	LIMS1	568.0428
LIMS2	199.9892	LIMS2	1755.3517
LIMS3-LOC440895	10.1222	LIMS3-LOC440895	39.2508
removed	removed	LIMS3	6.6208
LIN37	76.4587	LIN37	97.2452
LIN52	191.5936	LIN52	219.1641
LIN54	488.6712	LIN54	479.8675
LIN7A	8.8262	LIN7A	105.5046
LIN7B	15.0692	LIN7B	29.052
LIN7C	864.9696	LIN7C	974.261
LIN9	116.6783	LIN9	168.7054
LINGO1	50.374	LINGO1	81.0398
LINGO4	9.472	LINGO4	11.213
LINS1	292.5569	LINS1	354.7401
LIPA	1953.6085	LIPA	2345.3109
removed	removed	LIPC	7.3904
LIPE	164.0385	LIPE	3487.1407
LIPG	46.2838	LIPG	45.107
LIPH	709.542	LIPH	148.0632
LIPT1	156.9345	LIPT1	205.0331
LIPT2	26.4787	LIPT2	27.7778
LITAF	5777.5147	LITAF	3674.5668
LIX1L	369.4096	LIX1L	916.9215
LLGL1	455.9496	LLGL1	628.6952
LLGL2	965.5024	LLGL2	499.7452
LLPH	635.236	LLPH	520.7518
LMAN1	5519.8321	LMAN1	3616.7176
LMAN2L	978.2035	LMAN2L	741.3354
LMAN2	2349.4968	LMAN2	1277.5229
LMBR1L	331.7367	LMBR1L	472.9867
LMBR1	1048.598	LMBR1	1155.9633
LMBRD1	1568.0534	LMBRD1	1931.4475
LMBRD2	523.7608	LMBRD2	391.4373
LMCD1	666.4873	LMCD1	1243.629
LMF1	371.1146	LMF1	238.0224
LMF2	512.7819	LMF2	841.4883
LMLN	751.3051	LMLN	359.8369
LMNA	3210.3762	LMNA	7636.5953
LMNB1	417.4156	LMNB1	153.4149
LMNB2	509.1222	LMNB2	490.5708
LMO2	291.05	LMO2	772.9358
LMO3	5.8124	LMO3	182.4669
LMO4	301.5984	LMO4	1229.103
LMO7	708.0351	LMO7	424.5668
LMOD1	401.0548	LMOD1	3388.8889
LMTK2	276.1961	LMTK2	512.2324
LMTK3	143.157	LMTK3	70.5912
removed	removed	LMX1A	8.6646
LMX1B	997.1476	LMX1B	1001.5291
LNP1	31.4601	LNP1	59.9159
LNPEP	1032.0844	LNPEP	746.8986
LNX1	701.1463	LNX1	567.5331
LNX2	1336.4189	LNX2	658.7666
LOC100009676	61.4671	LOC100009676	60.8486
removed	removed	LOC100101266	7.1356
removed	removed	LOC100124692	80.0204
LOC100125556	83.763	LOC100125556	42.5204
LOC100126784	30.9822	LOC100126784	46.0601
removed	removed	LOC100127888	9.5821
LOC100128191	30.9305	LOC100128191	30.2039
LOC100128239	8.1804	LOC100128239	7.9001
LOC100128288	36.5965	LOC100128288	100.1529
LOC100128292	8.8262	LOC100128292	17.5841
LOC100128640	60.0614	LOC100128640	80.2752
LOC100128788	31.2168	LOC100128788	10.9582
LOC100128822	124.8587	LOC100128822	122.0693
LOC100128842	22.1732	LOC100128842	31.8552
LOC100128977	84.3873	LOC100128977	5.6065
LOC100129034	2551.3654	LOC100129034	2071.0882
LOC100129387	99.8504	LOC100129387	184.2813
LOC100129534	74.4847	LOC100129534	41.7941
LOC100129550	154.3512	LOC100129550	273.9551
LOC100129637	67.3807	LOC100129637	277.579
LOC100129716	17.4372	LOC100129716	12.2324
removed	removed	LOC100129726	15.2905
LOC100130015	9.4505	LOC100130015	36.4704
LOC100130093	93.8787	LOC100130093	107.2171
LOC100130148	45.638	removed	removed
LOC100130522	44.3464	LOC100130522	22.9358
LOC100130557	29.7314	LOC100130557	52.9817
LOC100130581	58.7697	LOC100130581	78.4913
LOC100130691	13.0176	LOC100130691	13.5296
LOC100130776	112.1554	LOC100130776	208.3435
LOC100130872	59.4155	LOC100130872	64.475
LOC100130932	52.3115	LOC100130932	46.6361
LOC100130987	13.1317	LOC100130987	11.9776
LOC100131193	75.1305	LOC100131193	37.6172
LOC100131434	34.2457	LOC100131434	156.4144
LOC100131691	25.1224	LOC100131691	20.4281
removed	removed	LOC100132111	8.0912
LOC100132215	5.5971	LOC100132215	27.5229
LOC100132247	220.4402	LOC100132247	314.475
LOC100132287	323.1258	LOC100132287	368.5015
LOC100132288	91.9219	LOC100132288	197.5025
LOC100132707	127.5475	LOC100132707	176.8807
LOC100132832	14.1133	LOC100132832	6.2283
LOC100133161	48.8671	LOC100133161	76.8221
LOC100133331	172.3029	LOC100133331	210.7747
removed	removed	LOC100133545	9.1743
LOC100133669	5.1666	LOC100133669	5.6065
LOC100133957	7.3258	LOC100133957	6.1774
LOC100133991	18.7288	LOC100133991	31.6004
LOC100134229	187.0728	LOC100134229	130.4791
LOC100134259	9.9026	LOC100134259	16.8196
LOC100134713	21.3229	LOC100134713	9.9439
LOC100144603	6.8888	removed	removed
LOC100144604	13.7775	LOC100144604	10.7034
LOC100170939	240.676	LOC100170939	128.4786
LOC100188947	18.5135	LOC100188947	20.3874
removed	removed	LOC100188949	5.0968
LOC100190938	78.5749	LOC100190938	260.9582
LOC100190939	89.5538	LOC100190939	251.5291
LOC100190986	262.6339	LOC100190986	472.7319
LOC100192378	10.3331	LOC100192378	7.3904
LOC100216545	50.1588	LOC100216545	76.9623
LOC100233209	31.2147	LOC100233209	26.7584
removed	removed	LOC100240735	14.2712
LOC100268168	11.6248	LOC100268168	8.9195
LOC100270710	120.818	LOC100270710	168.2594
LOC100270746	34.6591	LOC100270746	29.3068
LOC100270804	17.2219	LOC100270804	35.9327
LOC100271722	17.8677	LOC100271722	60.6524
LOC100271836	589.6819	LOC100271836	596.2054
LOC100272146	20.451	LOC100272146	40.5199
LOC100272216	8.8262	LOC100272216	12.3471
LOC100272217	26.0481	LOC100272217	15.2905
LOC100272228	28.2009	LOC100272228	112.1305
LOC100286793	91.7066	LOC100286793	153.16
LOC100286844	26.5798	LOC100286844	32.472
LOC100287227	7.3215	removed	removed
LOC100288778	109.0921	LOC100288778	257.5051
LOC100289341	95.3662	LOC100289341	45.8716
LOC100302401	13.9928	LOC100302401	18.6621
LOC100302640	7.5346	LOC100302640	8.1549
LOC100302650	6.0277	LOC100302650	29.5617
LOC100303728	50.5893	LOC100303728	29.5617
LOC113230	233.3567	LOC113230	70.5912
LOC115110	92.4234	LOC115110	92.4822
removed	removed	LOC121838	11.4679
LOC134466	39.3951	LOC134466	237.0031
LOC143188	13.1317	LOC143188	25.2294
LOC143666	15.9303	LOC143666	19.368
LOC144438	805.3388	LOC144438	947.5025
LOC144486	9.0415	LOC144486	18.0938
LOC144571	20.5328	LOC144571	74.0443
LOC145783	36.0045	LOC145783	30.4434
LOC145820	9.2568	LOC145820	99.3884
LOC145837	924.1699	LOC145837	28.2875
LOC146880	226.4722	LOC146880	411.394
LOC147727	452.29	LOC147727	577.472
LOC147804	90.6302	LOC147804	124.6177
LOC148189	84.9534	LOC148189	62.4363
LOC148413	285.3818	LOC148413	222.686
LOC148696	8.2062	LOC148696	12.3267
LOC148709	5.8124	removed	removed
LOC149134	9.9026	LOC149134	9.684
LOC149837	34.8743	LOC149837	99.1335
LOC150381	32.8594	LOC150381	43.499
LOC150776	246.2731	LOC150776	464.0673
LOC150786	59.4155	LOC150786	60.9072
LOC151009	29.7078	LOC151009	67.5331
LOC151162	792.2071	LOC151162	1391.1825
LOC151534	177.702	LOC151534	105.5046
LOC152217	176.7397	LOC152217	175.841
LOC152225	265.4324	removed	removed
removed	removed	LOC153328	7.1356
LOC153684	43.7006	LOC153684	42.8135
LOC154761	8.6863	LOC154761	83.2059
LOC154822	19.9236	LOC154822	66.3583
LOC158376	8.6109	LOC158376	155.1988
LOC158572	49.0824	LOC158572	47.1458
removed	removed	LOC158696	9.9388
LOC162632	468.8036	LOC162632	1129.103
LOC168474	17.2219	LOC168474	18.6035
LOC200030	739.5748	LOC200030	1000.3236
LOC202181	57.9086	LOC202181	100.1529
LOC202781	168.344	LOC202781	228.8481
LOC219347	116.3382	LOC219347	52.6427
removed	removed	LOC220594	13.8201
LOC220729	124.8587	LOC220729	220.6932
LOC220930	57.7902	LOC220930	103.5729
LOC221442	40.2562	LOC221442	119.2661
LOC221710	493.4072	LOC221710	414.1182
LOC222699	100.1023	LOC222699	31.0907
LOC253039	539.2605	LOC253039	679.1539
LOC253724	25.187	LOC253724	10.4485
LOC254559	35.5202	LOC254559	87.9205
removed	removed	LOC255167	7.1356
removed	removed	LOC257358	7.1356
LOC25845	372.4859	LOC25845	310.8919
LOC282997	93.8593	LOC282997	43.0683
LOC283050	15.715	LOC283050	47.6555
LOC283070	156.7192	LOC283070	247.9613
LOC283174	49.2977	LOC283174	177.1152
LOC283267	122.4907	LOC283267	345.0561
LOC283314	70.3471	LOC283314	150.4918
removed	removed	LOC283392	149.9261
LOC283663	18.7288	LOC283663	48.9297
removed	removed	LOC283731	7.3904
LOC283867	29.4925	removed	removed
LOC283922	37.4576	LOC283922	92.7625
LOC284023	133.2544	LOC284023	158.002
LOC284232	63.0752	LOC284232	21.9164
LOC284233	151.5527	LOC284233	21.1519
LOC284276	29.923	LOC284276	12.2324
LOC284440	125.2893	LOC284440	160.0408
LOC284441	121.6296	LOC284441	85.8818
removed	removed	LOC284578	32.6198
LOC284837	5.1666	LOC284837	40.265
LOC284900	102.1258	LOC284900	221.213
LOC285033	34.278	LOC285033	38.6366
LOC285074	221.7319	LOC285074	358.5627
removed	removed	LOC285205	6.371
LOC285359	73.4083	LOC285359	59.633
removed	removed	LOC285419	8.1549
LOC285593	10.7637	LOC285593	15.5454
LOC285830	22.2184	LOC285830	100.8767
removed	removed	LOC286002	19.6228
LOC286367	21.9579	LOC286367	202.8542
LOC286467	8.6109	LOC286467	15.0357
LOC338651	71.3116	LOC338651	8.6901
LOC338758	35.7354	LOC338758	73.1397
LOC338799	209.8918	LOC338799	370.0306
LOC339047	526.9899	LOC339047	1026.5036
LOC339290	429.6862	LOC339290	905.1274
LOC339524	57.971	LOC339524	199.7961
LOC339535	8.8262	removed	removed
LOC341056	6.0277	LOC341056	5.8614
removed	removed	LOC342346	6.8807
LOC344595	216.7806	LOC344595	284.6585
LOC348926	110.2201	LOC348926	68.2977
LOC349114	155.6429	LOC349114	148.8277
LOC349196	6.4582	LOC349196	13.3359
LOC374443	200.2045	LOC374443	192.4057
LOC375190	51.2351	LOC375190	109.0724
LOC387646	43.9158	LOC387646	54.0265
LOC387647	343.4605	LOC387647	578.2518
LOC388152	90.8455	LOC388152	150.1019
LOC388242	8.8262	LOC388242	30.581
LOC388588	37.2423	LOC388588	11.213
LOC388692	128.5184	LOC388692	477.8287
LOC388789	501.3724	LOC388789	429.6636
LOC388796	131.5322	LOC388796	207.9511
LOC388955	238.9538	LOC388955	183.2314
LOC389033	43.0547	LOC389033	11.9776
LOC389333	44.5616	LOC389333	56.8298
LOC389493	6.4582	LOC389493	6.371
removed	removed	LOC389705	13.7615
removed	removed	LOC390595	22.1713
LOC399744	131.7475	LOC399744	124.1081
LOC399959	206.4474	LOC399959	702.3445
LOC400027	333.6742	LOC400027	378.4404
LOC400043	464.9911	LOC400043	270.3874
LOC400657	277.4878	LOC400657	279.3068
LOC400752	53.3879	LOC400752	29.8165
LOC400759	6.2429	LOC400759	27.7778
LOC400927	8.5399	LOC400927	50.5759
LOC400931	11.6248	LOC400931	73.9042
LOC401010	19.1594	LOC401010	18.3486
LOC401052	96.2273	LOC401052	100.4077
LOC401093	90.3999	LOC401093	226.9546
LOC401127	6.2429	LOC401127	10.1937
LOC401397	957.7525	LOC401397	501.5291
LOC401431	40.2583	LOC401431	34.4903
removed	removed	LOC401463	9.447
LOC401588	76.2069	LOC401588	86.1366
LOC402377	15.4997	LOC402377	10.7034
LOC407835	23.4648	LOC407835	22.9358
removed	removed	LOC440173	8.9195
LOC440354	369.9004	LOC440354	348.5296
removed	removed	LOC440461	6.6259
LOC440905	592.8637	LOC440905	58.104
LOC440925	25.187	LOC440925	7.6453
LOC440944	196.1143	LOC440944	339.4495
LOC440957	165.5454	LOC440957	57.0846
LOC441046	7.5346	LOC441046	15.2905
LOC441089	80.9429	LOC441089	89.1947
LOC441204	38.3187	LOC441204	52.4975
LOC441208	26.4787	LOC441208	53.262
LOC441294	63.0752	LOC441294	75.1784
LOC441454	7.7499	LOC441454	10.4485
LOC441455	15.9303	LOC441455	10.1937
LOC441666	79.436	LOC441666	111.8756
LOC441869	32.7216	LOC441869	190.6218
LOC442421	28.8467	LOC442421	27.7778
LOC442454	112.5881	LOC442454	117.2273
LOC493754	411.1727	LOC493754	621.5596
LOC541471	177.3855	LOC541471	108.5627
removed	removed	LOC541473	5.6651
LOC550112	291.05	LOC550112	207.1687
LOC550643	1071.6323	LOC550643	215.3415
removed	removed	LOC554202	12.4873
removed	removed	LOC55908	14.2712
removed	removed	LOC572558	28.7971
LOC595101	319.2465	LOC595101	134.3119
LOC606724	18.2983	LOC606724	13.5066
LOC613037	20.8815	removed	removed
LOC619207	21.5274	LOC619207	40.0102
LOC641298	100.296	LOC641298	135.2421
LOC641367	6.2429	removed	removed
LOC642587	125.7198	LOC642587	711.7737
LOC642826	103.7619	LOC642826	156.343
LOC642846	43.27	LOC642846	176.0958
LOC642852	185.5659	LOC642852	321.1009
LOC643008	8.3957	LOC643008	12.7421
LOC643387	38.3187	LOC643387	39.7554
removed	removed	LOC643719	6.371
LOC643763	12.2706	LOC643763	5.8614
LOC643837	128.5184	LOC643837	187.5637
removed	removed	LOC644165	5.0714
removed	removed	LOC644172	6.8807
LOC644538	44.5616	LOC644538	213.8124
LOC644936	11.6248	LOC644936	12.7421
LOC645166	93.2135	LOC645166	88.1753
LOC645332	171.1426	LOC645332	87.9205
LOC645431	38.6115	LOC645431	20.2574
LOC645676	34.0886	LOC645676	24.7987
LOC646214	212.2598	LOC646214	211.5189
LOC646471	84.0342	LOC646471	100.4893
LOC646762	243.6898	LOC646762	498.2161
LOC646851	71.0403	LOC646851	88.685
LOC646999	23.8954	LOC646999	22.1713
LOC647121	22.819	LOC647121	36.1876
LOC647288	16.1455	LOC647288	6.6259
removed	removed	LOC647309	5.8614
LOC647859	21.5274	LOC647859	21.9164
LOC647946	6.0277	LOC647946	6.6259
LOC647979	15397.8796	LOC647979	13917.9409
LOC648740	11.8314	LOC648740	22.8644
LOC649330	6.8888	LOC649330	6.8807
LOC650368	39.8256	LOC650368	63.2008
LOC650623	45.2075	LOC650623	172.7829
LOC651250	1529.3041	LOC651250	2301.9878
LOC652276	44.9922	LOC652276	46.3812
LOC653113	71.6861	LOC653113	65.4944
LOC653501	299.0151	LOC653501	279.052
LOC653566	2020.7739	LOC653566	1256.8807
LOC653653	170.4967	LOC653653	117.9918
LOC654342	254.884	LOC654342	419.4699
LOC654433	40.0409	LOC654433	121.8145
LOC678655	200.1119	LOC678655	270.2497
LOC723972	6.0277	removed	removed
LOC727896	25.4023	LOC727896	25.2294
LOC728024	12.9164	LOC728024	25.739
LOC728190	166.1913	LOC728190	188.5831
LOC728264	134.1155	LOC728264	2254.5872
LOC728323	97.3037	LOC728323	59.8879
LOC728392	35.9507	LOC728392	120.0306
LOC728554	161.4552	LOC728554	127.1662
LOC728606	768.9575	LOC728606	65.2396
LOC728613	179.1077	LOC728613	185.7798
LOC728640	48.006	LOC728640	49.949
LOC728643	48.8671	LOC728643	47.6555
removed	removed	LOC728723	20.1325
LOC728743	104.623	LOC728743	178.6442
LOC728758	27.1245	LOC728758	20.1325
LOC728819	23.8954	LOC728819	25.9939
LOC728855	23.3895	LOC728855	183.1855
LOC728875	6.5336	LOC728875	29.0979
removed	removed	LOC728989	7.9001
LOC729020	22.3885	LOC729020	19.368
LOC729082	543.3249	LOC729082	610.6142
LOC729176	36.3812	LOC729176	37.4618
LOC729234	47.3602	LOC729234	66.5138
LOC729375	46.9232	LOC729375	68.0428
LOC729603	16.1455	LOC729603	28.2875
LOC729678	587.5895	LOC729678	474.791
LOC729799	18.9441	LOC729799	26.5036
LOC729991-MEF2B	35.3738	LOC729991-MEF2B	49.7579
LOC729991	133.5579	LOC729991	138.1218
LOC730101	141.2195	LOC730101	110.8563
LOC80054	75.7763	LOC80054	72.63
LOC80154	143.3723	LOC80154	275.4842
LOC81691	182.9826	LOC81691	100.1529
LOC84740	7.5518	LOC84740	6.8935
removed	removed	LOC84856	48.1651
LOC90110	225.8221	LOC90110	306.5749
LOC90246	207.0933	LOC90246	56.3201
removed	removed	LOC90586	17.5841
LOC90784	282.6543	LOC90784	250
LOC90834	10.5484	LOC90834	39.7554
LOC91316	108.9629	LOC91316	542.8338
LOC92249	749.7982	LOC92249	668.7054
LOC92659	70.3945	LOC92659	40.0102
LOC92973	48.4366	LOC92973	118.7564
removed	removed	LOC93432	19.8777
LOC93622	742.2636	LOC93622	355.2497
LOC96610	3582.0634	LOC96610	6800.8384
LOH12CR1	92.3524	LOH12CR1	87.4108
LOH12CR2	25.4023	LOH12CR2	35.1682
LOH3CR2A	32.291	LOH3CR2A	162.5892
LONP1	874.4416	LONP1	869.5209
LONP2	1983.3163	LONP2	1933.9959
LONRF1	529.5732	LONRF1	683.9959
LONRF2	1438.8892	LONRF2	490.316
LONRF3	17.4372	LONRF3	99.6432
LOXHD1	6.6735	LOXHD1	14.0163
LOXL1	1029.2234	LOXL1	240.316
LOXL2	779.8525	LOXL2	493.8048
LOXL3	200.6544	LOXL3	81.8705
LOXL4	26.2634	LOXL4	294.5973
LOX	1335.7731	LOX	1259.684
LPAR1	430.9779	LPAR1	686.5443
LPAR2	251.0091	LPAR2	149.5923
removed	removed	LPAR3	25.739
LPAR4	10.1179	LPAR4	12.2324
LPAR5	131.7475	LPAR5	77.9817
LPAR6	1012.4321	LPAR6	2162.0795
LPCAT1	1089.0695	LPCAT1	844.8012
LPCAT2	619.5576	LPCAT2	1708.9704
LPCAT3	1950.3794	LPCAT3	1031.3456
LPCAT4	136.6988	LPCAT4	566.5138
LPGAT1	2127.5496	LPGAT1	2234.4546
LPHN1	514.0735	LPHN1	889.3986
LPHN2	979.7105	LPHN2	1992.3547
LPHN3	29.0619	LPHN3	261.7227
LPIN1	361.2292	LPIN1	1227.5739
LPIN2	932.3503	LPIN2	1521.4067
LPIN3	233.333	LPIN3	513.5321
LPL	401.2701	LPL	9698.2671
removed	removed	LPPR1	46.1264
LPPR2	898.7676	LPPR2	423.8022
removed	removed	LPPR3	54.5362
LPPR4	55.7559	LPPR4	158.7666
LPP	1421.452	LPP	1791.7941
LPXN	406.8672	LPXN	237.2579
LQK1	35.5202	LQK1	34.4037
LRAT	12.2706	LRAT	58.8685
LRBA	6757.8709	LRBA	2953.3639
LRCH1	509.3375	LRCH1	1283.6391
LRCH2	89.5538	LRCH2	194.9541
LRCH3	420.4295	LRCH3	538.9908
LRCH4	540.7675	LRCH4	602.4465
LRDD	143.3723	LRDD	161.5698
LRFN1	18.5135	LRFN1	44.3425
LRFN2	5.5971	removed	removed
LRFN3	206.6627	LRFN3	186.0347
LRFN4	100.1023	LRFN4	135.5759
LRFN5	27.7703	LRFN5	97.0948
LRG1	1455.25	LRG1	64.2202
LRGUK	37.8882	LRGUK	14.7808
LRIG1	4480.0646	LRIG1	5621.5469
LRIG2	361.875	LRIG2	412.0795
LRIG3	263.7102	LRIG3	1324.9235
LRIT3	16.5761	LRIT3	16.8196
LRMP	77.068	LRMP	268.0938
LRP10	5073.3545	LRP10	4753.0581
LRP11	985.3033	LRP11	982.4134
LRP12	212.4751	LRP12	408.5117
LRP1B	6.0277	LRP1B	67.5331
LRP1	5728.0017	LRP1	16989.0418
LRP2BP	53.6031	LRP2BP	105.5046
LRP2	8876.1638	LRP2	2954.893
LRP3	535.9841	LRP3	637.6453
LRP4	94.038	LRP4	309.8547
