gene_id	TCGA-BH-A18S-01A-11R-A12D-07	gene_id	TCGA-BH-A18S-11A-43R-A12D-07
removed	removed	ANO3	41.7457
ANO5	473.8818	ANO5	55.0285
ANO6	2736.4959	ANO6	4520.8729
ANO7	5.8786	ANO7	7.5901
ANO8	237.7574	ANO8	305.5028
ANO9	146.6388	ANO9	162.7135
ANP32A	3604.8982	ANP32A	2149.4307
ANP32B	2343.935	ANP32B	2391.8406
ANP32E	587.8616	ANP32E	919.8292
ANPEP	37.8844	ANPEP	2457.3055
ANTXR1	1462.1425	ANTXR1	4767.5522
ANTXR2	767.1594	ANTXR2	1610.0569
ANTXRL	12.4104	removed	removed
ANUBL1	497.7229	ANUBL1	234.3454
ANXA11	2772.7474	ANXA11	4796.0152
ANXA13	21.8815	ANXA13	6.6414
ANXA1	573.4917	ANXA1	14905.5977
ANXA2P1	68.2573	ANXA2P1	92.0304
ANXA2P2	5323.0871	ANXA2P2	5157.4953
ANXA2P3	5.8786	ANXA2P3	5.2182
ANXA2	15366.3766	ANXA2	15827.3245
ANXA3	447.7546	ANXA3	1970.5882
ANXA4	1517.0096	ANXA4	1645.1613
ANXA5	6144.4605	ANXA5	8367.6471
ANXA6	8437.1208	ANXA6	7966.7932
ANXA7	4681.3382	ANXA7	3008.5389
ANXA8L2	10.1243	ANXA8L2	281.3093
ANXA8	21.2283	ANXA8	296.4896
ANXA9	1195.6453	ANXA9	132.8273
AOAH	76.422	AOAH	205.8824
AOC2	8.4913	AOC2	85.8634
AOC3	260.6187	AOC3	10568.3112
AOX1	25.8006	AOX1	600.0949
AP1AR	1062.3966	AP1AR	564.0417
AP1B1	2645.0508	AP1B1	3001.4231
AP1G1	3489.2854	AP1G1	2410.3416
AP1G2	1289.1185	AP1G2	1384.2884
AP1M1	681.5929	AP1M1	872.3909
AP1M2	2828.2677	AP1M2	759.962
AP1S1	824.6392	AP1S1	504.7438
AP1S2	223.0608	AP1S2	611.9545
AP1S3	235.1447	AP1S3	143.7381
AP2A1	1503.5541	AP2A1	1382.4668
AP2A2	1701.5328	AP2A2	1744.7818
AP2B1	11075.6398	AP2B1	6406.0721
AP2M1	4754.8209	AP2M1	4907.4953
AP2S1	1158.7406	AP2S1	824.0038
AP3B1	1870.3798	AP3B1	1286.5275
AP3B2	33.3122	AP3B2	89.6584
AP3D1	2912.2012	AP3D1	2663.1879
AP3M1	1785.793	AP3M1	1350.5693
AP3M2	596.353	AP3M2	418.8805
AP3S1	1828.5763	AP3S1	867.6471
AP3S2	1166.7486	AP3S2	1375.0474
AP4B1	302.5005	AP4B1	366.5655
AP4E1	347.4915	AP4E1	423.1499
AP4M1	409.6579	AP4M1	343.2353
AP4S1	87.1995	AP4S1	109.5825
APAF1	429.139	APAF1	511.3852
APBA1	111.6937	APBA1	296.0152
APBA2	11.4306	APBA2	25.6167
APBA3	179.2978	APBA3	149.9051
APBB1IP	170.1533	APBB1IP	955.408
APBB1	849.1335	APBB1	772.296
APBB2	2370.0622	APBB2	2137.0968
APBB3	158.3961	APBB3	425.9962
removed	removed	APCDD1L	250.9488
APCDD1	169.5001	APCDD1	1438.8046
APC	900.0815	APC	1014.7059
APEH	2979.4787	APEH	1510.9108
APEX1	2974.2533	APEX1	2242.4099
APEX2	807.6566	APEX2	441.6509
APH1A	8616.4186	APH1A	3309.7723
APH1B	1236.7956	APH1B	657.0209
API5	3191.4355	API5	2299.8102
APIP	527.9422	APIP	391.518
APITD1	478.2156	APITD1	113.1546
APLF	65.318	APLF	77.3245
APLNR	308.3008	APLNR	1401.3283
APLN	187.4625	APLN	84.9146
APLP1	81.974	APLP1	30.3605
APLP2	29058.0007	APLP2	16203.9848
APOA1BP	4378.916	APOA1BP	868.1214
APOB48R	438.6101	APOB48R	451.6129
APOBEC3A	6.0876	APOBEC3A	37.0019
APOBEC3B	45.8401	APOBEC3B	70.6831
APOBEC3C	56.8266	APOBEC3C	463.9469
APOBEC3D	55.8469	APOBEC3D	89.1841
APOBEC3F	292.2979	APOBEC3F	162.7135
APOBEC3G	280.5406	APOBEC3G	361.0057
removed	removed	APOB	315.9393
APOC1	697.2692	APOC1	8957.3055
APOC2	102.8758	APOC2	596.7742
APOD	136.8411	APOD	14916.5085
APOE	1764.8913	APOE	15253.7951
APOL1	888.9774	APOL1	1164.611
APOL2	715.2317	APOL2	713.9469
APOL3	530.0552	APOL3	1185.4839
APOL4	349.1245	APOL4	538.8994
APOL6	1469.0009	APOL6	3192.1252
APOLD1	481.72	APOLD1	6607.9886
APOM	59.7659	APOM	64.5161
APOOL	331.8152	APOOL	176.945
APOO	411.8297	APOO	146.1101
APPBP2	2136.8771	APPBP2	1262.334
APPL1	2396.5159	APPL1	1777.5142
APPL2	1453.9778	APPL2	1322.1063
APP	21251.8514	APP	26640.8918
APRT	1732.5589	APRT	1047.9127
APTX	736.1334	APTX	412.7135
AQP11	48.3353	AQP11	27.0398
AQP1	1312.7897	AQP1	15892.4668
AQP3	2887.3804	AQP3	377.1347
removed	removed	AQP4	29.8861
AQP5	358.5956	AQP5	11.8596
AQP6	11.7572	removed	removed
removed	removed	AQP7P1	522.7704
removed	removed	AQP7P3	29.8861
AQP7	12.0838	AQP7	1898.0076
AQP9	10.7775	AQP9	171.2524
AQPEP	5.8786	AQPEP	357.1205
AQR	1498.394	AQR	1136.6224
ARAF	1058.8041	ARAF	1169.8292
ARAP1	1138.1654	ARAP1	2368.1072
ARAP2	424.2401	ARAP2	417.9317
ARAP3	119.8585	ARAP3	764.7059
ARCN1	6986.0824	ARCN1	3824.0038
removed	removed	ARC	217.7419
AREG	137.1677	AREG	1680.74
ARF1	19135.5495	ARF1	6974.8577
ARF3	6864.591	ARF3	4040.3226
ARF4	5321.7808	ARF4	3576.8501
ARF5	2574.1808	ARF5	1999.4877
ARF6	4525.5548	ARF6	3314.9905
ARFGAP1	919.0237	ARFGAP1	1082.0683
ARFGAP2	1997.0966	ARFGAP2	1782.7324
ARFGAP3	1898.1399	ARFGAP3	1259.4877
ARFGEF1	2403.9361	ARFGEF1	1712.7751
ARFGEF2	2492.5333	ARFGEF2	2194.4972
ARFIP1	1476.8391	ARFIP1	1075.4269
ARFIP2	3327.2969	ARFIP2	1044.1176
ARFRP1	401.0523	ARFRP1	518.9753
ARG2	125.5607	ARG2	187.0398
ARGLU1	355.9829	ARGLU1	2907.4953
ARHGAP10	30.6994	ARHGAP10	716.3188
ARHGAP11A	141.0868	ARHGAP11A	66.888
ARHGAP11B	9.4711	ARHGAP11B	5.6926
ARHGAP12	1079.0527	ARHGAP12	1091.0816
ARHGAP15	40.4971	ARHGAP15	105.3131
ARHGAP17	693.6767	ARHGAP17	1317.8368
ARHGAP18	408.8904	ARHGAP18	799.8102
ARHGAP19	405.6245	ARHGAP19	771.3472
ARHGAP1	3292.3518	ARHGAP1	2766.129
ARHGAP20	17.9624	ARHGAP20	535.5787
ARHGAP21	1715.2496	ARHGAP21	2314.5161
ARHGAP22	27.107	ARHGAP22	67.8368
ARHGAP23	142.0666	ARHGAP23	952.0873
ARHGAP24	96.6706	ARHGAP24	478.1784
ARHGAP25	126.3903	ARHGAP25	555.0285
ARHGAP26	125.7371	ARHGAP26	781.3093
ARHGAP27	550.3038	ARHGAP27	599.6205
ARHGAP28	42.1301	ARHGAP28	114.8008
ARHGAP29	4381.8553	ARHGAP29	4386.6224
ARHGAP30	359.902	ARHGAP30	698.2922
ARHGAP31	369.0465	ARHGAP31	1722.9602
ARHGAP32	3569.6265	ARHGAP32	1434.0607
ARHGAP33	128.6764	ARHGAP33	194.4972
removed	removed	ARHGAP36	279.4118
ARHGAP39	390.928	ARHGAP39	194.0228
ARHGAP42	119.8585	ARHGAP42	214.3833
ARHGAP4	227.9597	ARHGAP4	482.9222
ARHGAP5	2324.3396	ARHGAP5	2717.7419
ARHGAP6	31.026	ARHGAP6	84.9146
ARHGAP8	413.3843	ARHGAP8	357.8178
ARHGAP9	61.0723	ARHGAP9	143.7381
ARHGDIA	7173.2183	ARHGDIA	4349.1461
ARHGDIB	8700.3522	ARHGDIB	4014.7059
removed	removed	ARHGDIG	57.3624
ARHGEF10L	399.0927	ARHGEF10L	1217.2676
ARHGEF10	160.6822	ARHGEF10	1077.7989
ARHGEF11	2009.1804	ARHGEF11	1349.6205
ARHGEF12	8485.1296	ARHGEF12	5392.315
ARHGEF15	148.2718	ARHGEF15	1391.8406
ARHGEF16	559.1217	ARHGEF16	288.425
ARHGEF17	678.327	ARHGEF17	1793.6433
ARHGEF18	532.9946	ARHGEF18	865.2751
ARHGEF19	450.6939	ARHGEF19	387.0968
ARHGEF1	971.6046	ARHGEF1	1518.0266
ARHGEF2	3011.8111	ARHGEF2	2046.9639
ARHGEF33	9.1445	ARHGEF33	19.4497
ARHGEF35	175.0521	ARHGEF35	287.4763
ARHGEF37	148.5984	ARHGEF37	1374.2884
ARHGEF38	160.6822	ARHGEF38	106.2619
ARHGEF3	884.0786	ARHGEF3	1070.6831
ARHGEF4	9.4711	ARHGEF4	211.1006
ARHGEF5	448.7344	ARHGEF5	682.1632
ARHGEF6	714.5785	ARHGEF6	2851.0436
ARHGEF7	495.7633	ARHGEF7	1502.8463
ARHGEF9	408.2372	ARHGEF9	578.7476
ARID1A	3972.6383	ARID1A	2683.5863
ARID1B	1163.966	ARID1B	2094.4023
ARID2	949.07	ARID2	828.2732
ARID3A	51.9278	ARID3A	47.9127
ARID3B	109.7342	ARID3B	114.3264
ARID4A	636.8501	ARID4A	821.6319
ARID4B	2758.4885	ARID4B	1362.0731
ARID5A	762.9138	ARID5A	3568.7856
ARID5B	1261.2898	ARID5B	5236.7173
ARIH1	2258.0419	ARIH1	1935.9583
ARIH2	970.5269	ARIH2	1361.4801
ARL10	29.3931	ARL10	43.6433
ARL11	100.9162	ARL11	64.5161
ARL13B	294.2574	ARL13B	353.8899
ARL15	392.2343	ARL15	609.1082
ARL16	380.8037	ARL16	297.4383
ARL17A	198.2269	ARL17A	97.3814
ARL1	4723.4683	ARL1	1841.556
ARL2BP	1759.9924	ARL2BP	1331.5939
ARL2	858.6046	ARL2	1062.1442
ARL3	1182.5817	ARL3	500.9488
ARL4A	138.8007	ARL4A	1450.1898
ARL4C	179.2978	ARL4C	2903.2258
ARL4D	134.2284	ARL4D	181.6888
ARL5A	1198.258	ARL5A	802.6565
ARL5B	338.347	ARL5B	537.4763
ARL6IP1	5655.5555	ARL6IP1	3863.852
ARL6IP4	1505.579	ARL6IP4	1833.4915
ARL6IP5	5599.0555	ARL6IP5	5192.5996
ARL6IP6	252.4539	ARL6IP6	287.9507
ARL6	93.0781	ARL6	72.1063
ARL8A	2345.2413	ARL8A	1298.8615
ARL8B	3821.4272	ARL8B	2283.2068
removed	removed	ARL9	6.167
ARMC10	919.8402	ARMC10	567.2865
ARMC1	944.1711	ARMC1	630.9298
ARMC2	29.7197	ARMC2	33.2068
removed	removed	ARMC3	6.167
ARMC4	10.7775	removed	removed
ARMC5	215.2227	ARMC5	293.1689
ARMC6	505.2344	ARMC6	419.8292
ARMC7	613.0091	ARMC7	272.296
ARMC8	610.7229	ARMC8	750.4744
ARMC9	383.0898	ARMC9	210.6262
ARMCX1	1309.2985	ARMCX1	825.9013
ARMCX2	1957.2527	ARMCX2	805.0285
ARMCX3	2375.2876	ARMCX3	1802.1822
ARMCX5	611.0495	ARMCX5	353.8899
ARMCX6	272.3759	ARMCX6	241.9355
ARNT2	2341.6489	ARNT2	523.2448
ARNTL2	8.1647	ARNTL2	69.7343
ARNTL	169.1735	ARNTL	278.463
ARNT	1785.1398	ARNT	1420.778
ARPC1A	1996.4434	ARPC1A	1728.1784
ARPC1B	1005.57	ARPC1B	2083.4915
ARPC2	2499.0651	ARPC2	3590.6072
ARPC3	3719.8578	ARPC3	2941.1765
ARPC4	2547.5964	ARPC4	2793.7334
ARPC5L	897.1422	ARPC5L	710.1518
ARPC5	3506.2681	ARPC5	3048.8615
ARPM1	26.4538	ARPM1	22.296
ARPP19	6198.0212	ARPP19	3995.2562
ARRB1	489.5581	ARRB1	893.7381
ARRB2	481.3934	ARRB2	927.8937
ARRDC1	863.1768	ARRDC1	600.5693
ARRDC2	359.5754	ARRDC2	1074.0038
ARRDC3	1434.709	ARRDC3	5469.6395
ARRDC4	552.5899	ARRDC4	1241.4611
ARSA	1874.952	ARSA	624.2884
ARSB	144.0261	ARSB	255.2182
ARSD	4993.558	ARSD	2929.7913
ARSE	15.0231	ARSE	13.2827
ARSG	1026.7983	ARSG	291.2713
ARSI	7.5116	ARSI	33.2068
ARSJ	319.4048	ARSJ	159.8672
ARSK	133.9018	ARSK	110.5313
removed	removed	ART4	7.5901
ART5	10.4509	ART5	18.0266
ARTN	54.2139	ARTN	8.0645
ARV1	1039.8619	ARV1	318.7856
ARVCF	246.5753	ARVCF	484.8197
AR	1567.9576	AR	498.1025
AS3MT	953.6422	AS3MT	148.0076
ASAH1	4966.4511	ASAH1	7819.7343
ASAH2B	14.0434	ASAH2B	8.0645
ASAH2	15.6763	removed	removed
ASAM	44.0896	ASAM	978.1784
ASAP1	696.2895	ASAP1	1091.0816
ASAP2	535.6073	ASAP2	921.7268
ASAP3	755.4022	ASAP3	973.9089
ASB13	766.8328	ASB13	488.1404
ASB14	9.4711	ASB14	9.962
ASB16	86.6345	ASB16	17.092
ASB1	150.8322	ASB1	644.3074
ASB2	7.5116	ASB2	41.2713
ASB3	437.3037	ASB3	320.6831
ASB4	17.6358	removed	removed
ASB6	713.0043	ASB6	813.3254
ASB7	562.3876	ASB7	361.9545
ASB8	1379.8419	ASB8	767.0778
ASB9	12.0838	ASB9	45.0664
ASCC1	544.4252	ASCC1	396.1101
ASCC2	1165.9256	ASCC2	1179.3169
ASCC3	791.0005	ASCC3	948.7666
ASCL2	26.4538	ASCL2	20.8729
ASF1A	312.2198	ASF1A	316.4137
ASF1B	105.1619	ASF1B	30.8349
ASGR1	6.8584	ASGR1	29.4118
ASH1L	6091.0892	ASH1L	2490.4839
ASH2L	1980.4405	ASH2L	1119.5446
ASL	764.2201	ASL	454.9336
ASMTL	622.1536	ASMTL	775.4127
ASNA1	1617.2727	ASNA1	1007.5901
ASNSD1	1251.4921	ASNSD1	930.74
ASNS	411.5031	ASNS	401.3283
removed	removed	ASPA	82.5427
ASPHD1	89.4856	ASPHD1	50.759
ASPHD2	40.8237	ASPHD2	45.5408
ASPH	6971.6014	ASPH	10600.2657
ASPM	119.5319	ASPM	30.8349
ASPN	540.1795	ASPN	310.7211
ASPRV1	23.5145	ASPRV1	63.1404
ASPSCR1	704.7808	ASPSCR1	266.129
ASRGL1	21.2283	ASRGL1	295.0664
ASS1	1920.348	ASS1	3156.0721
ASTE1	291.3736	ASTE1	197.0351
removed	removed	ASTL	6.167
removed	removed	ASTN1	16.129
ASTN2	468.6564	ASTN2	157.9696
ASXL1	1002.9573	ASXL1	1714.4213
ASXL2	634.564	ASXL2	692.1252
removed	removed	ASXL3	36.5275
ATAD1	1606.4952	ATAD1	1010.4364
ATAD2B	379.4973	ATAD2B	396.5844
ATAD2	612.6825	ATAD2	304.5541
ATAD3A	373.9453	ATAD3A	309.2979
ATAD3B	81.6474	ATAD3B	257.1157
ATAD3C	5.552	ATAD3C	117.1727
ATAD5	46.0492	ATAD5	75.4269
ATE1	350.7574	ATE1	285.5787
ATF1	555.2027	ATF1	472.9602
ATF2	657.4253	ATF2	530.8349
ATF3	275.3152	ATF3	10200.1898
ATF4	6034.3997	ATF4	6543.6433
ATF5	788.7144	ATF5	869.5446
ATF6B	2743.0277	ATF6B	2019.4497
ATF6	2827.2879	ATF6	1462.9981
ATF7IP2	19.2688	ATF7IP2	88.7097
removed	removed	ATF7IP	1015.6546
ATF7	1907.6633	ATF7	1979.6015
ATG10	120.185	ATG10	100.5693
ATG12	639.4628	ATG12	528.9374
ATG16L1	1320.7291	ATG16L1	712.0493
ATG16L2	164.5947	ATG16L2	444.3643
ATG2A	680.6131	ATG2A	631.8786
ATG2B	1070.5614	ATG2B	1184.0607
ATG3	893.8763	ATG3	735.2941
ATG4A	375.9049	ATG4A	291.2713
ATG4B	760.9542	ATG4B	778.9374
ATG4C	200.1995	ATG4C	224.8577
ATG4D	290.1326	ATG4D	226.4564
ATG5	380.4771	ATG5	755.6926
ATG7	748.828	ATG7	883.1404
ATG9A	1010.5668	ATG9A	1372.1679
ATG9B	12.7141	ATG9B	21.4469
ATHL1	416.0754	ATHL1	1519.4497
ATIC	2776.6665	ATIC	1009.962
ATL1	186.8094	ATL1	413.1879
ATL2	1168.8649	ATL2	1724.3833
ATL3	704.1276	ATL3	462.0493
ATMIN	2817.1636	ATMIN	1796.4896
ATM	1197.9314	ATM	1200.1898
ATN1	4070.9418	ATN1	5037.0019
ATOH8	5.2254	ATOH8	298.3871
ATOX1	794.9196	ATOX1	796.0152
ATP10A	299.1563	ATP10A	194.0228
ATP10D	189.7487	ATP10D	641.8406
ATP11A	215.8759	ATP11A	664.1366
ATP11B	118.5521	ATP11B	1370.019
ATP11C	274.0088	ATP11C	657.4953
ATP13A1	1405.9691	ATP13A1	930.2657
ATP13A2	572.1853	ATP13A2	764.2315
ATP13A3	2375.6142	ATP13A3	2318.7856
ATP13A4	764.8733	ATP13A4	120.9677
removed	removed	ATP13A5	188.3302
ATP1A1	15748.4703	ATP1A1	14322.5427
ATP1A2	38.8642	ATP1A2	2365.7495
removed	removed	ATP1A3	7.5901
ATP1A4	57.4798	ATP1A4	27.5142
ATP1B1	4209.1873	ATP1B1	4253.7429
ATP1B2	28.7399	ATP1B2	95.351
ATP1B3	1021.8995	ATP1B3	1472.4858
removed	removed	ATP2A1	5.2182
ATP2A2	4538.2918	ATP2A2	5385.1992
ATP2A3	2725.3919	ATP2A3	817.8368
ATP2B1	1073.5007	ATP2B1	1493.3586
removed	removed	ATP2B2	14.7059
ATP2B4	367.0869	ATP2B4	5733.871
ATP2C1	2658.712	ATP2C1	2713.7808
ATP2C2	665.2634	ATP2C2	227.2296
ATP5A1	10639.3159	ATP5A1	8484.3454
ATP5B	9703.9627	ATP5B	8375.2372
ATP5C1	3129.71	ATP5C1	2282.2581
ATP5D	577.4108	ATP5D	495.2562
ATP5EP2	29.7197	ATP5EP2	29.8861
ATP5E	3259.3662	ATP5E	3356.7362
ATP5F1	3184.2505	ATP5F1	2197.3435
ATP5G1	1080.6856	ATP5G1	519.9241
ATP5G2	6008.2725	ATP5G2	4121.4421
ATP5G3	2760.337	ATP5G3	2542.6945
ATP5H	3577.4647	ATP5H	1712.0493
ATP5I	1194.9823	ATP5I	958.4725
ATP5J2	1234.5094	ATP5J2	781.7837
ATP5J	1391.4848	ATP5J	1533.074
ATP5L	2929.1839	ATP5L	2412.2391
ATP5O	2533.3571	ATP5O	2465.37
ATP5SL	803.4109	ATP5SL	628.5579
ATP5S	145.3325	ATP5S	106.2619
ATP6AP1L	55.1937	ATP6AP1L	32.2581
ATP6AP1	6046.8101	ATP6AP1	2929.3169
ATP6AP2	4989.6389	ATP6AP2	3043.1689
ATP6V0A1	2045.7585	ATP6V0A1	1380.9298
ATP6V0A2	491.5176	ATP6V0A2	455.408
removed	removed	ATP6V0A4	10.4364
ATP6V0B	2792.6694	ATP6V0B	1477.2296
ATP6V0C	2288.7413	ATP6V0C	1674.5066
ATP6V0D1	2213.9522	ATP6V0D1	1846.7742
ATP6V0D2	27.4335	ATP6V0D2	247.1537
ATP6V0E1	2873.337	ATP6V0E1	2619.5446
ATP6V0E2	1752.7813	ATP6V0E2	743.7239
ATP6V1A	2699.9179	ATP6V1A	1947.8178
removed	removed	ATP6V1B1	314.9905
ATP6V1B2	1632.949	ATP6V1B2	2482.9222
ATP6V1C1	1760.6456	ATP6V1C1	1616.6983
ATP6V1C2	21.9893	ATP6V1C2	121.5655
ATP6V1D	1753.4606	ATP6V1D	1052.1822
ATP6V1E1	3039.8978	ATP6V1E1	2317.3624
ATP6V1E2	170.8065	ATP6V1E2	88.2353
ATP6V1F	1464.752	ATP6V1F	1507.5427
ATP6V1G1	4222.4795	ATP6V1G1	2083.4915
ATP6V1G2	22.2081	ATP6V1G2	14.7059
ATP6V1H	1352.7349	ATP6V1H	1231.9734
ATP7A	581.983	ATP7A	695.9203
ATP7B	277.9279	ATP7B	272.7704
ATP8A1	833.7838	ATP8A1	449.7154
ATP8A2	15.3497	ATP8A2	131.8786
ATP8B1	3106.225	ATP8B1	1290.5266
ATP8B2	1207.4025	ATP8B2	746.2049
ATP8B3	12.4104	ATP8B3	17.0778
ATP8B4	67.6041	ATP8B4	158.9184
ATP8B5P	44.0896	ATP8B5P	27.5142
ATP9A	1376.2494	ATP9A	3436.4326
ATP9B	474.8616	ATP9B	583.0171
ATPAF1	2586.5161	ATPAF1	1113.6954
ATPAF2	264.9166	ATPAF2	214.4213
ATPBD4	146.9654	ATPBD4	150.3795
ATPIF1	1373.9633	ATPIF1	750.4744
ATRIP	481.3313	ATRIP	262.6518
ATRNL1	18.6156	ATRNL1	57.8748
ATRN	2268.4927	ATRN	1779.8861
ATRX	2258.0419	ATRX	2300.2846
ATR	954.622	ATR	935.0095
ATXN10	3316.5194	ATXN10	1786.5275
ATXN1L	1098.6807	ATXN1L	1750.4744
ATXN1	473.8818	ATXN1	979.6015
ATXN2L	1631.6426	ATXN2L	1795.0664
ATXN2	1081.0122	ATXN2	789.3738
ATXN3	440.8962	ATXN3	508.0645
ATXN7L1	228.2863	ATXN7L1	205.408
ATXN7L2	49.9682	ATXN7L2	76.8501
ATXN7L3B	3449.4414	ATXN7L3B	2630.9298
ATXN7L3	1700.8797	ATXN7L3	1183.112
ATXN7	720.4571	ATXN7	1003.3207
AUH	327.5696	AUH	334.4402
AUP1	1855.1836	AUP1	1583.8947
AURKAIP1	1044.1076	AURKAIP1	884.2505
AURKAPS1	7.5116	AURKAPS1	7.5901
AURKA	116.5926	AURKA	24.6679
AURKB	23.5145	AURKB	22.7704
removed	removed	AURKC	18.9753
AUTS2	1324.6482	AUTS2	1140.4175
AVEN	128.6764	AVEN	180.74
AVIL	13.3902	AVIL	54.0797
AVL9	417.0552	AVL9	319.26
AVPI1	274.0088	AVPI1	453.5104
AVPR1A	15.0231	AVPR1A	79.6964
removed	removed	AVPR2	128.5579
AXIN1	737.7664	AXIN1	567.3624
AXIN2	194.9741	AXIN2	241.9355
AXL	461.798	AXL	1468.2163
AZGP1	54663.6207	AZGP1	19523.2448
AZI1	289.032	AZI1	273.7192
AZI2	1219.1597	AZI2	1094.8767
AZIN1	3507.901	AZIN1	3324.9526
removed	removed	AZU1	6.167
B2M	22969.3871	B2M	40571.1575
B3GALNT1	940.5786	B3GALNT1	422.2011
B3GALNT2	1321.5619	B3GALNT2	592.851
removed	removed	B3GALT2	9.4877
B3GALT4	275.3152	B3GALT4	248.5769
B3GALT5	44.4162	B3GALT5	10.4364
B3GALT6	528.4223	B3GALT6	397.0588
B3GALTL	120.5116	B3GALTL	201.6129
removed	removed	B3GAT1	46.9639
removed	removed	B3GAT2	18.5342
B3GAT3	718.8241	B3GAT3	584.4402
B3GNT1	722.4166	B3GNT1	381.4042
B3GNT2	1142.4111	B3GNT2	1346.2998
removed	removed	B3GNT3	99.6205
B3GNT4	13.0636	B3GNT4	6.6414
B3GNT5	66.9509	B3GNT5	943.074
B3GNT7	37.2312	B3GNT7	214.4213
B3GNT8	31.3526	B3GNT8	61.6698
B3GNT9	467.2716	B3GNT9	188.2353
B3GNTL1	110.9197	B3GNTL1	54.056
B4GALNT1	16.5614	B4GALNT1	34.0987
B4GALNT3	503.9281	B4GALNT3	212.5237
B4GALNT4	191.055	B4GALNT4	228.1784
B4GALT1	3958.5949	B4GALT1	4254.2694
B4GALT2	630.3183	B4GALT2	777.0398
B4GALT3	2756.0913	B4GALT3	774.6679
B4GALT4	608.4368	B4GALT4	384.7249
B4GALT5	761.934	B4GALT5	2346.7742
B4GALT6	21.2283	B4GALT6	136.6224
B4GALT7	488.5783	B4GALT7	425.9962
B9D1	358.2363	B9D1	141.8786
B9D2	87.1995	B9D2	80.1708
removed	removed	BAALC	177.4194
BACE1	934.3734	BACE1	1124.2884
BACE2	180.6042	BACE2	1282.7324
BACH1	563.694	BACH1	1235.2941
removed	removed	BACH2	266.129
BAD	832.4153	BAD	448.4915
BAG1	1776.593	BAG1	1262.1347
BAG2	190.7284	BAG2	116.6983
BAG3	1221.7724	BAG3	2506.6414
BAG4	359.902	BAG4	212.9981
BAG5	1450.0587	BAG5	1727.2296
BAHCC1	497.7229	BAHCC1	517.5522
BAHD1	573.1651	BAHD1	968.6907
removed	removed	BAI1	91.556
BAI2	1314.5239	BAI2	98.1973
removed	removed	BAI3	15.6546
BAIAP2L1	1083.625	BAIAP2L1	515.1803
removed	removed	BAIAP2L2	11.8596
BAIAP2	2379.2067	BAIAP2	763.7571
BAIAP3	33.9882	BAIAP3	145.9535
BAK1	254.74	BAK1	274.6679
BAMBI	2485.3484	BAMBI	1380.9298
BANF1	1795.2641	BANF1	1437.8558
removed	removed	BANK1	96.2998
BANP	260.2921	BANP	186.4326
BAP1	1134.2464	BAP1	1551.2334
BARD1	65.318	BARD1	66.4137
BARX2	321.0378	BARX2	830.6452
BASE	16.9827	removed	removed
BASP1	509.1535	BASP1	340.1328
BAT1	3437.031	BAT1	5022.7704
BAT2L1	2372.8708	BAT2L1	5794.9288
BAT2L2	6315.9201	BAT2L2	4640.4175
BAT2	5033.7286	BAT2	5242.8843
BAT3	3314.5599	BAT3	3629.981
BAT4	521.5639	BAT4	361.4848
BAT5	1133.9198	BAT5	853.4156
BATF2	259.6389	BATF2	55.9772
BATF3	8.8179	BATF3	54.0797
BATF	706.0871	BATF	175.9962
BAX	376.8846	BAX	409.3928
BAZ1A	1270.4343	BAZ1A	1212.5237
BAZ1B	2554.912	BAZ1B	2086.3378
BAZ2A	2809.4593	BAZ2A	2847.3008
BAZ2B	930.2127	BAZ2B	1264.4355
BBC3	104.1821	BBC3	131.8786
removed	removed	BBOX1	1095.351
BBS10	498.0494	BBS10	390.8918
BBS12	283.8065	BBS12	249.5256
BBS1	1461.4632	BBS1	941.0057
BBS2	963.4399	BBS2	1054.5541
BBS4	942.2116	BBS4	369.0702
BBS5	279.7634	BBS5	240.0237
BBS7	260.6187	BBS7	324.0038
BBS9	275.3152	BBS9	258.5389
BBX	1900.7526	BBX	1810.2467
BCAM	6335.8421	BCAM	4052.6565
BCAN	24.8208	BCAN	33.6812
BCAP29	1018.6336	BCAP29	1324.0038
BCAP31	5271.1593	BCAP31	5674.5731
BCAR1	780.223	BCAR1	948.2922
BCAR3	1100.9309	BCAR3	914.1366
BCAS1	1218.8331	BCAS1	203.0361
BCAS2	918.8833	BCAS2	729.5066
BCAS3	841.2953	BCAS3	563.5674
BCAS4	674.4079	BCAS4	1037.0019
BCAT1	210.6504	BCAT1	579.222
BCAT2	831.8242	BCAT2	444.4972
BCCIP	1926.8047	BCCIP	893.667
BCDIN3D	635.5274	BCDIN3D	151.0626
removed	removed	BCHE	27.5142
BCKDHA	964.0572	BCKDHA	974.8577
BCKDHB	288.3788	BCKDHB	536.5275
BCKDK	1274.0268	BCKDK	825.4269
BCL10	464.4107	BCL10	532.2581
BCL11A	34.6185	BCL11A	167.4573
BCL11B	13.3902	BCL11B	243.833
BCL2A1	38.5376	BCL2A1	261.3852
removed	removed	BCL2L10	9.962
BCL2L11	1154.8215	BCL2L11	592.9791
BCL2L12	128.0069	BCL2L12	168.6148
BCL2L13	1930.1457	BCL2L13	1229.1271
removed	removed	BCL2L14	10.4364
BCL2L1	2356.3454	BCL2L1	2146.5844
BCL2L2	557.9101	BCL2L2	1835.2704
BCL2	3766.8867	BCL2	1803.1309
BCL3	919.6769	BCL3	1281.7837
BCL6B	156.7631	BCL6B	592.5047
BCL6	1034.3099	BCL6	2711.575
