gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
ANKRD57	1732.7174	ANKRD57	899.6426
ANKRD58	8.1044	ANKRD58	8.7198
ANKRD5	299.5381	ANKRD5	141.3209
ANKRD6	372.1371	ANKRD6	282.0855
ANKRD9	16.5329	ANKRD9	44.8017
ANKS1A	1256.1796	ANKS1A	1541.6002
ANKS1B	210.1402	ANKS1B	65.5488
ANKS3	118.6482	ANKS3	207.7717
ANKS6	106.6537	ANKS6	318.7237
ANKZF1	414.6203	ANKZF1	420.0537
ANLN	520.3015	ANLN	64.3461
ANO10	700.543	ANO10	861.4559
ANO1	8919.3614	ANO1	6407.5483
ANO2	13.2912	ANO2	40.5922
ANO3	12.967	ANO3	34.2778
ANO4	11.6703	ANO4	11.1253
ANO5	160.1426	ANO5	95.6171
ANO6	2864.0895	ANO6	5213.5373
ANO7	9.0769	ANO7	12.0273
ANO8	175.7031	ANO8	206.569
ANO9	194.1811	ANO9	57.1297
ANP32A	2828.7544	ANP32A	2221.7445
ANP32B	2596.969	ANP32B	2839.3467
ANP32E	1865.6293	ANP32E	1104.7082
ANPEP	888.2405	ANPEP	4679.5249
ANTXR1	4849.3395	ANTXR1	5743.3403
ANTXR2	1202.6907	ANTXR2	2315.2568
ANUBL1	146.5273	ANUBL1	143.4256
ANXA11	2675.7436	ANXA11	5171.1411
ANXA13	7.7802	removed	removed
ANXA1	2985.3311	ANXA1	14598.1451
ANXA2P1	63.5384	ANXA2P1	124.7833
ANXA2P2	3110.1386	ANXA2P2	6590.6641
removed	removed	ANXA2P3	6.0137
ANXA2	9550.855	ANXA2	21761.9104
ANXA3	578.3289	ANXA3	1863.3307
ANXA4	1609.8549	ANXA4	2280.6783
ANXA5	4590.3234	ANXA5	11914.2513
ANXA6	5794.9591	ANXA6	8242.3142
ANXA7	3215.4956	ANXA7	3743.8003
ANXA8L2	64.8351	ANXA8L2	822.9686
ANXA8	105.6812	ANXA8	988.9454
ANXA9	929.735	ANXA9	190.9335
AOAH	487.8839	AOAH	252.5735
AOC2	36.3076	AOC2	58.0318
AOC3	829.2406	AOC3	8476.2453
AOX1	196.4503	AOX1	1778.2375
AP1AR	829.889	AP1AR	462.45
AP1B1	2639.4359	AP1B1	2884.7498
AP1G1	2702.6501	AP1G1	2323.3752
AP1G2	1449.9587	AP1G2	675.0627
AP1M1	939.1361	AP1M1	1160.0339
AP1M2	1651.9977	AP1M2	767.0416
AP1S1	621.7684	AP1S1	440.5002
AP1S2	521.5982	AP1S2	633.2378
AP1S3	206.1755	AP1S3	54.7243
AP2A1	1790.5179	AP2A1	1630.9932
AP2A2	1440.6354	AP2A2	2047.6492
AP2B1	6486.101	AP2B1	6906.0803
AP2M1	5205.9324	AP2M1	5989.9001
AP2S1	1064.5919	AP2S1	975.4147
AP3B1	1501.5804	AP3B1	1318.193
AP3B2	58.6757	AP3B2	68.255
AP3D1	3406.4349	AP3D1	2419.5937
AP3M1	1626.0637	AP3M1	1383.4411
AP3M2	514.7905	AP3M2	576.7094
AP3S1	955.0207	AP3S1	1055.0956
AP3S2	2063.9728	AP3S2	1868.8633
AP4B1	187.9893	AP4B1	188.3867
AP4E1	450.6038	AP4E1	333.4571
AP4M1	281.8186	AP4M1	307.8991
AP4S1	97.5768	AP4S1	96.2185
APAF1	545.1884	APAF1	431.179
APBA1	100.4944	APBA1	414.0401
APBA2	39.2252	APBA2	41.4942
APBA3	129.346	APBA3	122.0772
APBB1IP	655.1584	APBB1IP	1006.6857
APBB1	572.4937	APBB1	980.5263
APBB2	1719.4262	APBB2	2445.7531
APBB3	143.9339	APBB3	171.9905
APCDD1L	15.8846	APCDD1L	287.7533
APCDD1	285.2743	APCDD1	1603.2402
APC	1085.015	APC	960.6812
APEH	2398.5736	APEH	1540.9988
APEX1	2455.9527	APEX1	2477.0241
APEX2	500.851	APEX2	430.8783
APH1A	6305.2111	APH1A	4374.3319
APH1B	647.3782	APH1B	828.9822
API5	2585.6228	API5	2584.0671
APIP	349.8014	APIP	416.5899
APITD1	215.8749	APITD1	174.9432
APLF	55.1098	APLF	80.8836
APLNR	799.7407	APLNR	1585.8006
APLN	15.2362	APLN	206.569
APLP1	21.0714	APLP1	42.6969
APLP2	10016.3709	APLP2	16136.1371
APOA1BP	2109.7334	APOA1BP	1238.512
APOB48R	199.0437	APOB48R	104.0362
APOBEC3A	56.8831	APOBEC3A	21.9077
APOBEC3B	67.6003	APOBEC3B	23.796
APOBEC3C	533.9168	APOBEC3C	592.6456
APOBEC3D	222.3843	APOBEC3D	107.043
APOBEC3F	340.06	APOBEC3F	209.5758
APOBEC3G	767.6473	APOBEC3G	405.0196
APOBEC3H	27.2307	APOBEC3H	9.9225
APOBEC4	9.4011	removed	removed
removed	removed	APOB	97.4212
APOC1	757.922	APOC1	390.5868
APOC2	60.6208	APOC2	61.64
APOD	5855.904	APOD	41483.388
APOE	4066.7801	APOE	2138.4554
APOL1	1982.9808	APOL1	2245.4984
APOL2	1059.081	APOL2	884.3078
APOL3	1540.4814	APOL3	2136.3506
APOL4	382.5269	APOL4	662.1033
APOL6	4020.423	APOL6	3496.6391
APOLD1	2646.5678	APOLD1	2625.2607
APOM	42.1428	APOM	49.312
APOOL	214.2799	APOOL	146.7332
APOO	164.3569	APOO	146.1318
APPBP2	1630.6022	APPBP2	1251.4414
APPL1	2362.9143	APPL1	1914.1461
APPL2	930.0592	APPL2	1169.9564
APP	34272.1452	APP	34233.9281
APRT	951.4547	APRT	1199.4233
APTX	564.7135	APTX	470.5684
AQP11	19.1263	AQP11	22.5512
AQP1	7076.5248	AQP1	23618.142
AQP3	249.615	AQP3	806.7317
AQP4	5.8352	AQP4	42.3963
AQP5	6.1593	AQP5	43.599
removed	removed	AQP7P1	132.6011
removed	removed	AQP7P3	18.3416
AQP7	14.9121	AQP7	1279.4049
AQP9	6.8077	AQP9	21.3485
removed	removed	AQPEP	174.6335
AQR	1510.6573	AQR	984.4352
ARAF	1116.1358	ARAF	1184.6898
ARAP1	2167.67	ARAP1	2792.0734
ARAP2	720.966	ARAP2	360.5186
ARAP3	349.1369	ARAP3	557.165
ARCN1	3433.6656	ARCN1	4395.9811
ARC	67.4285	ARC	65.2481
AREG	1001.3777	AREG	120.8744
ARF1	9285.6796	ARF1	8232.6923
ARF3	6906.8806	ARF3	4875.2693
ARF4	3937.4342	ARF4	4030.9523
ARF5	1967.7251	ARF5	2054.8415
ARF6	5849.0964	ARF6	2891.6655
ARFGAP1	766.0264	ARFGAP1	789.2921
ARFGAP2	2134.0465	ARFGAP2	2181.453
ARFGAP3	973.4987	ARFGAP3	1213.8561
ARFGEF1	2483.5011	ARFGEF1	1514.7763
ARFGEF2	3453.1161	ARFGEF2	1740.0508
ARFIP1	1146.6083	ARFIP1	1028.6355
ARFIP2	2343.1396	ARFIP2	1230.6943
ARFRP1	368.5874	ARFRP1	487.106
ARG2	232.1614	ARG2	163.9412
ARGLU1	1358.2948	ARGLU1	1279.7056
ARHGAP10	328.3897	ARHGAP10	701.7934
ARHGAP11A	229.8403	ARHGAP11A	94.7151
ARHGAP11B	16.8571	removed	removed
ARHGAP12	971.2294	ARHGAP12	1160.3345
ARHGAP15	311.2084	ARHGAP15	139.5168
ARHGAP17	1205.9324	ARHGAP17	1443.5776
ARHGAP18	736.8506	ARHGAP18	806.1303
ARHGAP19	734.2572	ARHGAP19	1043.369
ARHGAP1	4224.9777	ARHGAP1	4004.4922
ARHGAP20	75.5329	ARHGAP20	379.7623
ARHGAP21	1422.8057	ARHGAP21	3195.3551
ARHGAP22	83.3131	ARHGAP22	82.3871
ARHGAP23	561.1476	ARHGAP23	1190.1021
ARHGAP24	261.6095	ARHGAP24	466.3589
ARHGAP25	830.2131	ARHGAP25	566.7869
ARHGAP26	1368.9926	ARHGAP26	1203.9335
ARHGAP27	683.647	ARHGAP27	508.9867
ARHGAP28	88.4999	ARHGAP28	240.2455
ARHGAP29	1725.5855	ARHGAP29	3127.1001
ARHGAP30	1380.0146	ARHGAP30	654.8869
ARHGAP31	1373.2069	ARHGAP31	1626.3927
ARHGAP32	1403.3552	ARHGAP32	1164.2434
ARHGAP33	108.2746	ARHGAP33	65.8495
ARHGAP36	483.3455	ARHGAP36	1641.4269
ARHGAP39	168.247	ARHGAP39	116.9656
ARHGAP42	125.4559	ARHGAP42	185.5212
ARHGAP4	471.9994	ARHGAP4	342.1769
ARHGAP5	2985.6552	ARHGAP5	2603.6115
ARHGAP6	59.9724	ARHGAP6	245.0564
ARHGAP8	656.0434	ARHGAP8	212.8262
ARHGAP9	351.4061	ARHGAP9	135.0065
ARHGDIA	5427.9925	ARHGDIA	4697.2651
ARHGDIB	11110.1386	ARHGDIB	4934.8045
removed	removed	ARHGDIG	31.9505
ARHGEF10L	972.8503	ARHGEF10L	960.3805
ARHGEF10	595.186	ARHGEF10	1386.7486
ARHGEF11	1456.52	ARHGEF11	1258.0564
ARHGEF12	7022.9354	ARHGEF12	5178.9588
ARHGEF15	457.0873	ARHGEF15	1084.8632
ARHGEF16	266.148	ARHGEF16	144.9291
ARHGEF17	1361.8608	ARHGEF17	1602.0374
ARHGEF18	899.9109	ARHGEF18	753.2102
ARHGEF19	468.1092	ARHGEF19	366.8329
ARHGEF1	1151.7951	ARHGEF1	931.515
ARHGEF2	1513.2507	ARHGEF2	1881.973
ARHGEF33	5.1868	ARHGEF33	8.4191
ARHGEF35	453.5214	ARHGEF35	603.1695
ARHGEF37	1877.2996	ARHGEF37	1475.7507
ARHGEF38	26.5824	ARHGEF38	14.4328
ARHGEF3	2307.4803	ARHGEF3	995.2597
ARHGEF4	47.978	ARHGEF4	349.694
ARHGEF5	416.8895	ARHGEF5	773.3559
ARHGEF6	3372.0723	ARHGEF6	2647.2105
ARHGEF7	1224.7346	ARHGEF7	1739.1487
ARHGEF9	592.2684	ARHGEF9	920.6904
ARID1A	4609.7739	ARID1A	2197.0885
ARID1B	2221.5739	ARID1B	2118.3096
ARID2	1130.0754	ARID2	813.9481
ARID3A	52.1922	ARID3A	37.886
ARID3B	155.9284	ARID3B	91.1069
ARID4A	692.4386	ARID4A	706.905
ARID4B	1661.2562	ARID4B	1129.6318
ARID5A	770.5649	ARID5A	1609.5545
ARID5B	2548.3427	ARID5B	4590.5228
ARIH1	1966.772	ARIH1	1826.046
ARIH2	1631.5617	ARIH2	1713.29
ARL10	22.3681	ARL10	39.0888
ARL11	64.1867	ARL11	43.8997
ARL13B	229.5162	ARL13B	279.9356
ARL15	478.807	ARL15	473.8759
ARL16	353.6753	ARL16	413.7394
ARL17A	55.8003	ARL17A	64.8963
removed	removed	ARL17B	5.74
ARL1	2411.8648	ARL1	2339.9128
ARL2BP	1068.1579	ARL2BP	1916.2508
ARL2	754.6803	ARL2	1474.8486
ARL3	955.3448	ARL3	699.6886
ARL4A	663.2628	ARL4A	1342.2476
ARL4C	1878.5963	ARL4C	1959.2485
ARL4D	95.6317	ARL4D	233.6305
ARL5A	1026.0151	ARL5A	800.718
ARL5B	238.9173	ARL5B	134.4052
ARL6IP1	6899.4246	ARL6IP1	4650.3586
ARL6IP4	1091.1743	ARL6IP4	1435.1585
ARL6IP5	6115.8927	ARL6IP5	6498.9559
ARL6IP6	278.4667	ARL6IP6	286.2499
ARL6	79.0988	ARL6	80.8836
ARL8A	1301.24	ARL8A	1026.5307
ARL8B	2977.2267	ARL8B	2229.5622
ARL9	7.456	ARL9	12.328
ARMC10	746.8741	ARMC10	663.8473
ARMC1	660.3452	ARMC1	669.3197
ARMC2	51.2197	ARMC2	57.1297
ARMC3	18.478	removed	removed
ARMC4	21.7198	ARMC4	6.9157
ARMC5	175.3789	ARMC5	185.8219
ARMC6	388.6766	ARMC6	406.511
ARMC7	317.6919	ARMC7	268.5097
ARMC8	731.6638	ARMC8	705.4016
ARMC9	291.4337	ARMC9	195.7444
ARMCX1	349.1369	ARMCX1	894.2304
ARMCX2	1317.4487	ARMCX2	808.8365
ARMCX3	1937.9204	ARMCX3	1845.8911
ARMCX5	282.3568	ARMCX5	344.5824
ARMCX6	190.9393	ARMCX6	277.5301
ARNT2	449.9554	ARNT2	283.5438
ARNTL2	84.6098	ARNTL2	40.5922
ARNTL	366.9665	ARNTL	212.8834
ARNT	2019.2884	ARNT	2111.6946
ARPC1A	2670.4692	ARPC1A	2309.8445
ARPC1B	3001.6274	ARPC1B	2120.7151
ARPC2	5056.8117	ARPC2	4500.0173
ARPC3	3234.6219	ARPC3	2887.7567
ARPC4	3405.9032	ARPC4	3254.6828
ARPC5L	718.3726	ARPC5L	509.6572
ARPC5	3127.9682	ARPC5	3457.8511
ARPM1	27.5549	ARPM1	52.6195
ARPP19	5659.4538	ARPP19	4151.8267
ARRB1	1295.0806	ARRB1	1419.523
ARRB2	1014.6689	ARRB2	1031.041
ARRDC1	676.8782	ARRDC1	435.3885
ARRDC2	948.213	ARRDC2	1837.7727
ARRDC3	3006.7266	ARRDC3	4739.06
ARRDC4	467.7851	ARRDC4	998.8679
ARRDC5	7.456	removed	removed
ARSA	773.8066	ARSA	810.3399
ARSB	317.3677	ARSB	342.7783
ARSD	2702.9743	ARSD	2081.927
ARSE	29.1758	ARSE	34.5785
ARSG	573.4662	ARSG	183.1158
ARSH	6.1593	removed	removed
ARSI	23.0165	ARSI	49.0113
ARSJ	119.2965	ARSJ	161.7673
ARSK	144.258	ARSK	193.9403
removed	removed	ART3	5.4123
ART4	8.7527	ART4	35.7812
ART5	5.8352	ART5	23.4533
ARTN	9.0769	ARTN	7.8178
ARV1	635.7079	ARV1	337.366
ARVCF	326.7688	ARVCF	291.3615
AR	1038.3337	AR	274.824
AS3MT	116.0548	AS3MT	248.6646
ASAH1	7130.5616	ASAH1	5966.4468
ASAH2B	7.456	ASAH2B	6.3143
ASAM	274.5765	ASAM	964.5901
ASAP1	1105.7622	ASAP1	1222.8765
ASAP2	658.076	ASAP2	1160.9359
ASAP3	1040.9271	ASAP3	1383.7418
ASB13	2298.0793	ASB13	845.5198
ASB14	22.0439	ASB14	8.1184
ASB16	16.2412	ASB16	7.2194
ASB1	564.2532	ASB1	702.7225
ASB2	94.0109	ASB2	76.9748
ASB3	273.9282	ASB3	307.1534
ASB6	622.0601	ASB6	632.9371
ASB7	499.5543	ASB7	464.8555
ASB8	873.9768	ASB8	912.2713
ASB9	25.934	ASB9	62.8427
ASCC1	446.0653	ASCC1	438.3954
ASCC2	968.636	ASCC2	1185.5919
ASCC3	1410.4871	ASCC3	950.458
ASCL2	35.3351	ASCL2	12.6287
ASF1A	476.862	ASF1A	451.9261
ASF1B	297.593	ASF1B	68.5557
ASGR1	7.456	ASGR1	12.328
ASGR2	17.1813	removed	removed
ASH1L	4013.2069	ASH1L	2497.7321
ASH2L	1049.3557	ASH2L	1201.2274
ASL	421.428	ASL	461.5479
ASMTL	442.4994	ASMTL	650.966
ASNA1	1269.795	ASNA1	1003.3782
ASNSD1	1037.6854	ASNSD1	1166.0475
ASNS	507.6586	ASNS	318.423
ASPA	10.6978	ASPA	110.3506
removed	removed	ASPG	5.1116
removed	removed	ASPHD1	17.7403
ASPHD2	92.39	ASPHD2	73.3666
ASPH	5818.2024	ASPH	10107.7286
ASPM	327.093	ASPM	35.4806
ASPN	556.285	ASPN	1084.2618
ASPRV1	91.3494	ASPRV1	105.4735
ASPSCR1	250.5876	ASPSCR1	203.2615
ASRGL1	701.8397	ASRGL1	178.6055
ASS1	2583.3536	ASS1	3184.8312
ASTE1	211.3721	ASTE1	265.0969
ASTN1	69.6977	ASTN1	104.0362
ASTN2	335.1973	ASTN2	203.5622
ASXL1	1589.1077	ASXL1	2059.3758
ASXL2	1221.1687	ASXL2	606.1763
ASXL3	9.0769	ASXL3	25.2573
ATAD1	1193.2896	ATAD1	1109.5192
ATAD2B	389.0105	ATAD2B	258.8878
ATAD2	705.7298	ATAD2	346.3865
ATAD3A	303.7523	ATAD3A	267.3069
ATAD3B	72.6153	ATAD3B	98.3232
ATAD3C	117.0273	ATAD3C	107.043
ATAD5	185.7525	ATAD5	40.5922
ATE1	340.3841	ATE1	250.168
ATF1	467.1367	ATF1	489.8121
ATF2	547.8564	ATF2	500.9374
ATF3	1140.449	ATF3	733.6658
ATF4	5974.5522	ATF4	6231.649
ATF5	784.8286	ATF5	506.3497
ATF6B	1695.7614	ATF6B	1706.9757
ATF6	2779.4797	ATF6	1477.8555
ATF7IP2	141.9888	ATF7IP2	74.2686
ATF7IP	1707.7559	ATF7IP	836.8
ATF7	1597.8734	ATF7	1760.4852
ATG10	67.4285	ATG10	91.1069
ATG12	577.6805	ATG12	491.3155
ATG16L1	928.7625	ATG16L1	543.6343
ATG16L2	209.4367	ATG16L2	162.4288
ATG2A	773.8066	ATG2A	654.8869
ATG2B	1189.0753	ATG2B	1047.2778
ATG3	801.3615	ATG3	823.5699
ATG4A	400.3566	ATG4A	289.8581
ATG4B	692.7628	ATG4B	782.6771
ATG4C	188.0217	ATG4C	231.5257
ATG4D	290.7043	ATG4D	181.3808
ATG5	790.3396	ATG5	882.8044
ATG7	842.6485	ATG7	768.4427
ATG9A	1316.6059	ATG9A	1503.9186
ATG9B	13.6316	ATG9B	7.063
ATHL1	2920.496	ATHL1	513.8667
ATIC	1837.426	ATIC	1133.2731
ATL1	363.7248	ATL1	533.4111
ATL2	1125.2127	ATL2	1432.7531
ATL3	894.0757	ATL3	606.1763
ATMIN	1661.723	ATMIN	1824.5426
ATM	1403.031	ATM	1111.0226
ATN1	4505.0652	ATN1	4891.5062
ATOH8	145.5547	ATOH8	1001.8748
ATOX1	1113.5424	ATOX1	662.404
ATP10A	395.1698	ATP10A	337.366
removed	removed	ATP10B	27.0614
ATP10D	497.6092	ATP10D	514.4681
ATP11A	546.5597	ATP11A	911.9706
ATP11B	1357.6465	ATP11B	1323.6052
ATP11C	591.6201	ATP11C	688.8641
ATP13A1	1874.7062	ATP13A1	921.5925
ATP13A2	1330.4158	ATP13A2	989.5468
ATP13A3	1657.5087	ATP13A3	1580.689
ATP13A4	51.2197	ATP13A4	86.8973
ATP13A5	129.0218	ATP13A5	53.2208
ATP1A1	16759.5235	ATP1A1	15299.0094
ATP1A2	94.335	ATP1A2	449.22
ATP1A3	65.8076	ATP1A3	11.7266
ATP1A4	159.4943	ATP1A4	18.943
ATP1B1	5770.6394	ATP1B1	3235.9953
ATP1B2	76.1812	ATP1B2	139.8175
ATP1B3	1097.0095	ATP1B3	1626.3927
ATP2A2	6485.1285	ATP2A2	6085.2165
ATP2A3	1934.6787	ATP2A3	621.8118
ATP2B1	1897.0743	ATP2B1	1429.7462
ATP2B2	38.5769	ATP2B2	21.6492
ATP2B4	3704.3521	ATP2B4	6648.6959
ATP2C1	3335.4307	ATP2C1	2536.9652
ATP2C2	199.3679	ATP2C2	100.1273
ATP5A1	9921.0633	ATP5A1	10384.3777
ATP5B	10913.3641	ATP5B	9948.9892
ATP5C1	2406.3538	ATP5C1	2415.6848
ATP5D	457.0873	ATP5D	612.19
ATP5EP2	26.5824	ATP5EP2	28.2642
ATP5E	3482.6161	ATP5E	3607.8917
ATP5F1	2617.0678	ATP5F1	2556.705
ATP5G1	415.5928	ATP5G1	685.2559
ATP5G2	5008.8338	ATP5G2	4696.6638
ATP5G3	2630.0348	ATP5G3	2552.1948
ATP5H	1768.3767	ATP5H	1797.7819
ATP5I	1286.3733	ATP5I	997.0067
ATP5J2	898.9383	ATP5J2	1164.8448
ATP5J	1195.2832	ATP5J	1547.0937
ATP5L	1838.3986	ATP5L	2614.4361
ATP5O	2229.6783	ATP5O	3025.1686
ATP5SL	767.9715	ATP5SL	749.0006
ATP5S	142.6372	ATP5S	120.2731
ATP6AP1L	56.7307	ATP6AP1L	39.3894
ATP6AP1	4573.7904	ATP6AP1	2952.7041
ATP6AP2	3503.0391	ATP6AP2	3976.8294
ATP6V0A1	2376.2055	ATP6V0A1	1616.7709
ATP6V0A2	491.4499	ATP6V0A2	458.8418
ATP6V0A4	87.7056	ATP6V0A4	112.1546
ATP6V0B	2221.5739	ATP6V0B	1253.2455
ATP6V0C	2513.0075	ATP6V0C	1924.0686
ATP6V0D1	1735.3108	ATP6V0D1	1834.1645
ATP6V0E1	3514.3853	ATP6V0E1	3177.6148
ATP6V0E2	1396.541	ATP6V0E2	757.1972
ATP6V1A	2403.4363	ATP6V1A	1599.0306
ATP6V1B1	175.0547	ATP6V1B1	817.8569
ATP6V1B2	2420.2934	ATP6V1B2	2013.3714
ATP6V1C1	1805.6569	ATP6V1C1	1474.548
ATP6V1C2	156.8004	ATP6V1C2	57.8904
ATP6V1D	1054.8667	ATP6V1D	1010.5946
ATP6V1E1	2124.9696	ATP6V1E1	2544.9784
ATP6V1E2	68.7252	ATP6V1E2	82.0864
ATP6V1F	1300.5884	ATP6V1F	1355.1559
ATP6V1G1	2157.3871	ATP6V1G1	1713.5907
ATP6V1G2	39.3063	ATP6V1G2	24.0546
ATP6V1H	1030.2294	ATP6V1H	1111.6239
ATP7A	890.5098	ATP7A	569.1924
ATP7B	457.0873	ATP7B	150.3414
ATP8A1	611.7189	ATP8A1	411.0333
ATP8A2	41.1703	ATP8A2	6.615
ATP8B1	2414.8699	ATP8B1	1199.6999
ATP8B2	1021.8008	ATP8B2	1651.9508
ATP8B3	23.989	ATP8B3	39.0888
ATP8B4	90.4449	ATP8B4	292.2636
ATP8B5P	26.2582	ATP8B5P	21.9498
ATP9A	2644.6227	ATP9A	3407.3364
ATP9B	510.9004	ATP9B	499.1333
ATPAF1	1063.1915	ATPAF1	1250.5995
ATPAF2	239.6758	ATPAF2	236.4208
ATPBD4	99.846	ATPBD4	125.6854
ATPIF1	1280.8169	ATPIF1	837.1006
ATRIP	324.9145	ATRIP	221.997
ATRNL1	328.7138	ATRNL1	45.1024
ATRN	2111.3542	ATRN	2388.3227
ATRX	2898.7762	ATRX	2115.3028
ATR	851.9329	ATR	723.7433
ATXN10	2552.5569	ATXN10	2321.2704
ATXN1L	1314.207	ATXN1L	1801.7599
ATXN1	1723.6405	ATXN1	1117.3369
ATXN2L	2094.8213	ATXN2L	1563.2494
ATXN2	976.4162	ATXN2	717.4289
ATXN3	449.3071	ATXN3	521.6845
ATXN7L1	347.8402	ATXN7L1	234.8332
ATXN7L2	63.2142	ATXN7L2	66.1502
ATXN7L3B	2888.7268	ATXN7L3B	3392.0015
ATXN7L3	1864.0084	ATXN7L3	1034.3485
ATXN7	1247.1027	ATXN7	805.8296
AUH	353.6753	AUH	307.2977
AUP1	1837.7924	AUP1	1685.6783
AURKAIP1	714.1584	AURKAIP1	638.6501
AURKA	176.6756	AURKA	46.9065
AURKB	39.5494	AURKB	18.943
AURKC	14.9121	AURKC	9.6218
AUTS2	2499.3922	AUTS2	2201.8994
AVEN	117.0273	AVEN	203.8629
AVIL	14.9121	AVIL	20.1457
AVL9	507.0103	AVL9	235.4346
AVPI1	176.6756	AVPI1	388.482
AVPR1A	39.2252	AVPR1A	70.0591
AVPR2	30.4725	AVPR2	113.3574
AXIN1	483.3455	AXIN1	446.8145
AXIN2	171.813	AXIN2	407.7257
AXL	1472.0804	AXL	2736.8139
AZGP1	9718.4537	AZGP1	25859.9149
AZI1	159.4943	AZI1	157.8584
AZI2	1001.7019	AZI2	1113.7287
AZIN1	4356.9171	AZIN1	3551.6641
AZU1	70.0219	AZU1	8.4191
B2M	80472.6477	B2M	75713.1066
B3GALNT1	334.2248	B3GALNT1	428.7735
B3GALNT2	753.4776	B3GALNT2	532.7646
B3GALT1	7.456	B3GALT1	13.23
B3GALT2	16.8571	B3GALT2	27.0614
B3GALT4	253.5051	B3GALT4	205.0656
B3GALT5	216.5492	B3GALT5	23.4533
B3GALT6	561.1476	B3GALT6	538.222
B3GALTL	190.9393	B3GALTL	299.48
B3GAT1	34.3626	B3GAT1	51.4167
B3GAT2	6.0361	B3GAT2	9.3091
B3GAT3	531.6476	B3GAT3	387.8807
B3GNT1	366.9665	B3GNT1	790.7955
B3GNT2	1227.6522	B3GNT2	836.1986
B3GNT3	103.0878	B3GNT3	162.6693
B3GNT5	135.8295	B3GNT5	353.3022
B3GNT7	91.7416	B3GNT7	117.5669
B3GNT8	57.0549	B3GNT8	77.2755
B3GNT9	261.7684	B3GNT9	371.0966
B3GNTL1	53.1226	B3GNTL1	48.2716
B4GALNT1	21.013	B4GALNT1	45.5083
B4GALNT3	121.2416	B4GALNT3	115.4622
B4GALNT4	401.3291	B4GALNT4	76.6741
B4GALT1	7305.6163	B4GALT1	3549.86
B4GALT2	1084.0425	B4GALT2	1009.3918
B4GALT3	1181.9434	B4GALT3	663.9074
B4GALT4	574.1146	B4GALT4	421.8578
B4GALT5	2442.3373	B4GALT5	2311.3479
B4GALT6	61.2691	B4GALT6	175.298
B4GALT7	316.7193	B4GALT7	385.7759
B9D1	71.4483	B9D1	148.1674
B9D2	78.4504	B9D2	70.6244
BAALC	50.2472	BAALC	198.7513
BACE1	778.277	BACE1	1435.4592
BACE2	2713.6721	BACE2	1526.2654
BACH1	745.9275	BACH1	833.7931
BACH2	251.2359	BACH2	408.3271
BAD	521.1152	BAD	609.7845
BAG1	2108.3264	BAG1	1492.5859
BAG2	71.3186	BAG2	238.7421
BAG3	1162.1687	BAG3	1623.3859
BAG4	262.5821	BAG4	203.8629
BAG5	1377.097	BAG5	1767.4129
BAGE2	8.5031	removed	removed
BAHCC1	309.9117	BAHCC1	429.6756
BAHD1	814.6527	BAHD1	723.4426
BAI1	32.0934	BAI1	33.0751
BAI2	1113.8666	BAI2	117.8676
removed	removed	BAI3	37.2847
BAIAP2L1	639.598	BAIAP2L1	430.2769
BAIAP2L2	7.7802	BAIAP2L2	6.3143
BAIAP2	618.2024	BAIAP2	676.2143
BAIAP3	155.6074	BAIAP3	128.184
BAK1	365.994	BAK1	275.1247
BAMBI	4979.3338	BAMBI	300.9834
BANF1	1665.2889	BANF1	1722.3105
BANK1	243.7799	BANK1	99.526
BANP	156.2525	BANP	187.626
BAP1	1419.564	BAP1	1416.5162
BARD1	119.2965	BARD1	55.0249
BARX2	160.4668	BARX2	851.5334
BASP1	514.4663	BASP1	456.4363
BAT1	4182.4297	BAT1	4835.8799
BAT2L1	7597.1246	BAT2L1	5836.9939
BAT2L2	7235.2703	BAT2L2	4090.1868
BAT2	6607.3426	BAT2	5134.1571
BAT3	3510.171	BAT3	3816.8662
BAT4	218.8216	BAT4	295.2704
BAT5	1101.8721	BAT5	678.0395
BATF2	236.648	BATF2	123.5806
BATF3	30.4725	BATF3	42.0956
BATF	323.2029	BATF	92.0089
BAX	375.0709	BAX	335.8626
BAZ1A	1340.4652	BAZ1A	796.5085
BAZ1B	2905.5839	BAZ1B	2194.0817
BAZ2A	4175.1422	BAZ2A	2606.1733
BAZ2B	992.5213	BAZ2B	879.5661
BBC3	75.857	BBC3	46.0045
BBOX1	181.214	BBOX1	595.3517
BBS10	361.1314	BBS10	582.7231
BBS12	108.5988	BBS12	207.1704
BBS1	1221.6322	BBS1	1149.8106
BBS2	810.1143	BBS2	1356.3797
BBS4	444.4444	BBS4	402.9148
BBS5	196.259	BBS5	214.6604
BBS7	189.3184	BBS7	313.0107
BBS9	287.8677	BBS9	421.8578
BBX	2509.1174	BBX	1975.786
BCAM	3512.7644	BCAM	5668.4703
BCAN	6.8077	BCAN	25.2573
BCAP29	1488.6133	BCAP29	1443.5776
BCAP31	4166.6261	BCAP31	4943.825
BCAR1	525.8125	BCAR1	875.588
BCAR3	837.345	BCAR3	863.5577
BCAS1	155.9284	BCAS1	128.0908
BCAS2	661.3729	BCAS2	688.9723
BCAS3	733.6089	BCAS3	586.9326
BCAS4	946.2679	BCAS4	882.8044
BCAT1	127.7251	BCAT1	415.5435
BCAT2	466.4884	BCAT2	477.7848
