gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
ERAP2	2874.3809	ERAP2	3314.5788
ERBB2IP	3015.1155	ERBB2IP	1990.0528
ERBB2	6268.9908	ERBB2	1895.244
ERBB3	9646.8772	ERBB3	1486.1672
ERBB4	1230.3338	ERBB4	211.3771
ERC1	1562.2307	ERC1	2092.9437
ERCC1	1016.9782	ERCC1	532.6142
ERCC2	473.2334	ERCC2	234.069
ERCC3	1125.8764	ERCC3	1076.4688
ERCC4	557.2779	ERCC4	349.7047
ERCC5	967.4818	ERCC5	1785.3186
ERCC6L	128.3849	ERCC6L	12.1231
ERCC6	490.173	ERCC6	335.76
ERCC8	189.3613	ERCC8	202.6733
removed	removed	EREG	5.2844
ERF	503.5055	ERF	437.0532
ERGIC1	9723.0334	ERGIC1	4974.1996
ERGIC2	855.2132	ERGIC2	810.3823
ERGIC3	3931.5624	ERGIC3	3015.8533
ERG	309.5131	ERG	1628.5359
ERH	2497.7166	ERH	1217.594
ERI1	355.8243	ERI1	446.3786
ERI2	751.7257	ERI2	361.2341
ERI3	871.6794	ERI3	652.4712
ERICH1	109.3459	ERICH1	251.7874
ERLEC1	2441.6286	ERLEC1	1858.253
ERLIN1	1171.4157	ERLIN1	1653.4038
ERLIN2	2421.3031	ERLIN2	1828.1007
ERMAP	603.0745	ERMAP	741.9956
ERMN	19.2963	ERMN	5.2844
ERMP1	3193.7686	ERMP1	1104.9425
ERN1	161.5746	ERN1	143.6121
ERO1LB	281.7264	ERO1LB	410.631
ERO1L	603.3318	ERO1L	727.6966
ERP27	386.4411	ERP27	74.6037
ERP29	1990.0946	ERP29	2071.806
ERP44	1403.7435	ERP44	1695.6792
ERRFI1	827.4265	ERRFI1	2107.2428
ERVFRDE1	5.403	ERVFRDE1	32.0174
ESAM	866.791	ESAM	2140.1927
ESCO1	873.2231	ESCO1	496.1144
ESCO2	152.0551	ESCO2	18.0292
ESD	1266.6109	ESD	2701.2745
ESF1	442.2718	ESF1	568.853
ESM1	418.0871	ESM1	10.5689
ESPL1	138.9336	ESPL1	20.8269
ESPN	56.6026	ESPN	29.2198
ESR1	37234.1931	ESR1	2757.8489
ESR2	7.4612	ESR2	89.5244
ESRP1	2805.686	ESRP1	473.1116
ESRP2	1258.1205	ESRP2	352.8132
ESRRA	162.0891	ESRRA	459.4343
ESRRB	6.9467	removed	removed
ESRRG	453.8496	ESRRG	49.4249
ESYT1	2526.0179	ESYT1	9778.9866
ESYT2	2968.0324	ESYT2	5903.3261
removed	removed	ESYT3	16.7858
ETAA1	460.0244	ETAA1	326.0802
ETF1	3110.8252	ETF1	3646.2543
ETFA	610.7931	ETFA	2376.1268
ETFB	179.0699	ETFB	1801.0569
ETFDH	640.8722	ETFDH	1083.6183
ETHE1	622.8854	ETHE1	344.7311
ETNK1	2244.2915	ETNK1	1015.5424
ETNK2	1365.9227	ETNK2	210.1337
ETS1	1828.7773	ETS1	5073.0494
ETS2	833.3441	ETS2	1812.8691
ETV1	119.6372	ETV1	244.0162
ETV2	10.0341	ETV2	8.7038
ETV3L	5.6603	ETV3L	9.3255
ETV3	266.5466	ETV3	410.9419
ETV4	13.1215	ETV4	28.2872
ETV5	357.368	ETV5	382.6546
ETV6	1282.8198	ETV6	1086.1051
ETV7	72.8115	ETV7	12.1231
EVC2	36.5344	EVC2	229.0954
EVC	625.7233	EVC	989.2042
EVI2A	206.8566	EVI2A	326.391
EVI2B	301.28	EVI2B	442.3376
EVI5L	288.9303	EVI5L	250.2331
EVI5	589.6958	EVI5	703.4504
EVL	6693.51	EVL	1630.401
EVPLL	14.9225	removed	removed
EVPL	515.8551	EVPL	144.2338
EWSR1	2676.5292	EWSR1	3547.0936
EXD2	1243.7126	EXD2	860.7398
EXD3	143.3074	EXD3	136.4625
EXO1	163.6329	EXO1	8.7038
EXOC1	1010.613	EXOC1	1430.5253
EXOC2	1216.955	EXOC2	938.7628
EXOC3L2	81.0446	EXOC3L2	59.6829
EXOC3L	68.8467	EXOC3L	82.7137
EXOC3	1088.8274	EXOC3	1306.1859
EXOC4	1778.0922	EXOC4	2030.774
EXOC5	1223.6444	EXOC5	2047.5598
EXOC6B	304.6247	EXOC6B	407.5225
EXOC6	1399.3697	EXOC6	426.7952
EXOC7	2471.9882	EXOC7	3147.6531
EXOC8	712.935	EXOC8	505.4399
EXOG	168.264	EXOG	154.8026
EXOSC10	1738.7277	EXOSC10	1392.291
EXOSC1	435.8397	EXOSC1	271.3708
EXOSC2	426.3202	EXOSC2	322.6609
EXOSC3	342.9601	EXOSC3	235.9341
EXOSC4	158.4872	EXOSC4	101.3366
EXOSC5	259.0854	EXOSC5	146.0988
EXOSC6	292.7896	EXOSC6	228.7846
EXOSC7	415.7715	EXOSC7	442.6484
EXOSC8	234.5276	EXOSC8	272.866
EXOSC9	458.9619	EXOSC9	336.046
EXPH5	308.9985	EXPH5	154.8026
EXT1	1044.3172	EXT1	1493.9385
EXT2	1989.8373	EXT2	2530.3077
EXTL2	290.474	EXTL2	495.4927
EXTL3	1043.0308	EXTL3	1089.2136
EYA1	261.1436	EYA1	43.5188
EYA2	59.69	EYA2	412.807
EYA3	183.9583	EYA3	137.0842
EYA4	14.1506	EYA4	60.9263
EYS	11.3205	EYS	50.0466
EZH1	899.4661	EZH1	2756.6055
EZH2	377.9507	EZH2	65.5891
EZR	7344.6967	EZR	1694.7467
removed	removed	F10	271.6817
F11R	7774.8788	F11R	4276.9661
F12	50.685	F12	7.1495
F13A1	2010.6773	F13A1	5225.6761
F2RL1	178.8126	F2RL1	133.9758
F2RL2	640.8953	F2RL2	127.7588
F2RL3	51.4569	F2RL3	32.6391
F2R	1150.5757	F2R	1167.8583
F3	517.6561	F3	1610.8175
F5	7.4612	F5	55.0202
F7	668.1675	F7	37.6127
F8A1	162.861	F8A1	119.055
removed	removed	F8	2111.5947
FA2H	94.1661	FA2H	7.1495
FAAH2	569.113	FAAH2	59.0612
FAAH	870.9076	FAAH	292.1977
FABP3	36.2771	FABP3	133.6649
FABP4	12.8642	FABP4	83502.3314
FABP5	17.7526	FABP5	369.599
removed	removed	FABP7	86.7268
FADD	461.8254	FADD	473.1116
FADS1	261.8743	FADS1	284.4265
FADS2	3345.5097	FADS2	385.1414
FADS3	215.0897	FADS3	1818.1536
FAF1	745.3528	FAF1	847.3733
FAF2	2559.4648	FAF2	1406.2791
FAHD1	596.3723	FAHD1	433.3074
FAHD2A	282.7555	FAHD2A	488.3432
FAHD2B	252.1387	FAHD2B	196.7672
FAH	2033.5756	FAH	4420.2673
FAIM2	187.5603	FAIM2	31.7066
FAIM3	283.6431	FAIM3	187.4883
FAIM	274.5224	FAIM	359.9627
FAM100A	246.7357	FAM100A	152.3158
FAM100B	278.639	FAM100B	549.5804
FAM101A	12.6069	FAM101A	17.4075
FAM101B	406.5093	FAM101B	1076.7796
FAM102A	4353.5087	FAM102A	1162.5738
FAM102B	1593.6193	FAM102B	963.3199
FAM103A1	342.6333	FAM103A1	234.069
FAM104A	719.807	FAM104A	745.2969
FAM104B	320.8336	FAM104B	204.2275
FAM105A	209.6868	FAM105A	326.7019
FAM105B	535.9233	FAM105B	491.1408
FAM107A	38.3354	FAM107A	1714.0193
FAM107B	2415.3856	FAM107B	3657.4448
FAM108A1	247.7648	FAM108A1	239.6643
FAM108B1	225.8957	FAM108B1	280.3855
FAM108C1	580.6908	FAM108C1	136.4625
FAM109A	165.4338	FAM109A	260.4911
FAM109B	326.7511	FAM109B	275.7227
FAM10A4	224.6092	FAM10A4	486.4781
FAM110A	384.3828	FAM110A	114.7031
FAM110B	354.5379	FAM110B	219.77
FAM110C	7.204	removed	removed
FAM111A	2414.3565	FAM111A	893.3789
FAM111B	611.5649	FAM111B	32.95
FAM113A	401.3636	FAM113A	417.7805
FAM113B	92.1104	FAM113B	146.7205
FAM114A1	1210.7802	FAM114A1	985.701
FAM114A2	941.4035	FAM114A2	585.9496
FAM115A	456.1652	FAM115A	497.3578
FAM115C	90.4406	FAM115C	227.6717
FAM116A	1041.2298	FAM116A	674.2306
FAM116B	140.9918	FAM116B	79.2664
FAM117A	274.2651	FAM117A	389.4933
FAM117B	663.5364	FAM117B	364.6254
FAM118A	175.7252	FAM118A	220.0808
FAM118B	270.9204	FAM118B	332.2972
FAM119A	178.0408	FAM119A	169.7233
FAM119B	191.9341	FAM119B	281.9397
FAM120AOS	1990.9384	FAM120AOS	1371.4081
FAM120A	6359.2256	FAM120A	3970.5253
FAM120B	1379.816	FAM120B	1003.1085
FAM120C	994.1468	FAM120C	511.9677
FAM122A	647.0702	FAM122A	784.5819
FAM122B	941.9181	FAM122B	613.926
FAM122C	32.1605	FAM122C	27.9764
FAM123B	211.4877	FAM123B	214.4855
FAM124A	22.3837	FAM124A	59.9938
FAM124B	55.5734	FAM124B	221.9459
FAM125A	670.7403	FAM125A	430.5253
FAM125B	490.384	FAM125B	382.6546
FAM126A	184.7302	FAM126A	1256.4501
FAM126B	501.1899	FAM126B	675.1632
FAM127A	666.3665	FAM127A	1833.3851
FAM127B	433.7814	FAM127B	626.0491
FAM127C	108.574	FAM127C	373.3292
FAM128A	176.4971	FAM128A	125.272
FAM128B	665.0801	FAM128B	378.9245
FAM129A	627.2593	FAM129A	3372.0858
FAM129B	1681.3533	FAM129B	2005.9061
FAM131A	198.3662	FAM131A	266.7081
FAM131B	25.4712	FAM131B	66.5216
FAM133A	6.1748	removed	removed
FAM133B	115.778	FAM133B	85.4834
FAM134A	2983.4695	FAM134A	2572.5832
FAM134B	1702.4506	FAM134B	968.6043
FAM134C	2366.7589	FAM134C	1691.949
FAM135A	121.6955	FAM135A	333.8514
FAM135B	35.5052	FAM135B	31.0849
FAM136A	668.1675	FAM136A	503.8856
FAM13AOS	43.0951	FAM13AOS	76.046
FAM13A	339.2294	FAM13A	3888.8281
FAM13B	1383.0938	FAM13B	1360.4383
FAM13C	41.4537	FAM13C	303.9198
FAM149A	27.2721	FAM149A	546.161
FAM149B1	612.0795	FAM149B1	737.3329
FAM151B	62.0055	FAM151B	21.7594
FAM154B	73.8406	FAM154B	13.9882
FAM155A	213.546	FAM155A	37.3018
FAM155B	95.9671	FAM155B	23.3136
FAM156A	558.5644	FAM156A	743.8607
FAM157A	59.69	FAM157A	16.1641
FAM158A	162.861	FAM158A	82.3749
FAM159A	11.0632	removed	removed
FAM160A1	131.9869	FAM160A1	58.4395
FAM160A2	758.217	FAM160A2	613.3043
FAM160B1	1026.3073	FAM160B1	1502.6422
FAM160B2	963.5299	FAM160B2	1150.1399
FAM161A	58.9181	FAM161A	87.0376
FAM161B	227.5989	FAM161B	156.046
FAM162A	2395.832	FAM162A	746.0367
removed	removed	FAM162B	78.6447
FAM164A	59.9473	FAM164A	278.8312
FAM164C	66.1221	FAM164C	21.7594
FAM165B	536.9525	FAM165B	335.4057
removed	removed	FAM166B	44.4514
FAM167A	94.9379	FAM167A	23.9353
FAM167B	47.3403	FAM167B	49.7358
FAM168A	390.3004	FAM168A	327.0127
FAM168B	1852.4474	FAM168B	4160.087
FAM169A	321.8627	FAM169A	71.806
FAM171A1	199.1381	FAM171A1	1300.2798
FAM171A2	13.3788	FAM171A2	9.0146
FAM171B	143.822	FAM171B	290.3326
FAM172A	733.2604	FAM172A	970.4694
FAM173A	91.5932	FAM173A	32.0174
FAM173B	503.7628	FAM173B	415.9154
FAM174A	468.7721	FAM174A	210.7554
FAM174B	1830.5782	FAM174B	320.1741
FAM175A	350.0251	FAM175A	420.5937
FAM175B	579.1471	FAM175B	572.894
FAM176A	48.884	FAM176A	40.7212
FAM176B	225.165	FAM176B	82.8847
FAM177A1	849.0384	FAM177A1	840.2238
FAM177B	10.2914	removed	removed
FAM178A	1338.6505	FAM178A	1013.3665
FAM178B	10.0341	FAM178B	31.7066
removed	removed	FAM179A	5.9061
FAM179B	749.2121	FAM179B	723.9664
FAM180A	31.3887	FAM180A	133.9758
removed	removed	FAM180B	127.7588
FAM181B	13.1215	FAM181B	11.5014
removed	removed	FAM182A	6.5278
FAM182B	35.7625	FAM182B	30.4632
FAM183A	6.1748	removed	removed
FAM184A	29.0731	FAM184A	285.359
FAM184B	18.8821	removed	removed
FAM185A	148.7104	FAM185A	102.58
FAM186A	10.8059	FAM186A	6.8387
FAM186B	9.005	FAM186B	10.8797
FAM188A	493.986	FAM188A	609.885
FAM188B	103.1453	FAM188B	196.7143
FAM189A1	52.486	FAM189A1	6.217
FAM189A2	213.0315	FAM189A2	364.9363
FAM189B	1015.2441	FAM189B	404.1032
FAM18A	17.4413	FAM18A	20.5999
FAM18B2	237.7822	FAM18B2	160.7087
FAM18B	984.37	FAM18B	695.0575
FAM190A	6.4321	FAM190A	62.4806
FAM190B	1785.8108	FAM190B	2387.0065
FAM192A	1170.6439	FAM192A	1170.9667
FAM193A	841.0626	FAM193A	642.5241
FAM193B	705.4737	FAM193B	603.9789
FAM195A	236.187	FAM195A	133.6649
FAM195B	677.687	FAM195B	841.4672
FAM196A	2478.163	FAM196A	44.4514
removed	removed	FAM196B	29.5306
FAM198A	453.335	FAM198A	201.1191
FAM198B	4711.6485	FAM198B	5048.4924
FAM199X	1035.3123	FAM199X	492.3842
FAM19A2	11.3205	FAM19A2	36.991
removed	removed	FAM19A3	7.7712
FAM19A5	21.3546	FAM19A5	22.3811
FAM200A	284.0419	FAM200A	191.1719
FAM200B	527.6902	FAM200B	675.1632
FAM20A	72.0396	FAM20A	378.3028
FAM20B	2930.9835	FAM20B	3273.8576
FAM20C	500.4181	FAM20C	1041.3429
FAM21A	469.0294	FAM21A	769.0395
FAM21B	685.4055	FAM21B	684.4887
FAM21C	1357.9469	FAM21C	2057.1961
FAM22A	48.1122	FAM22A	50.6683
FAM22D	136.636	FAM22D	85.4834
removed	removed	FAM23A	16.7858
FAM24B	16.2424	FAM24B	10.3046
FAM26E	163.6329	FAM26E	446.6895
FAM26F	80.2727	FAM26F	42.8971
removed	removed	FAM27A	6.217
FAM32A	1458.8023	FAM32A	1567.6096
FAM35A	1144.1436	FAM35A	933.1675
FAM35B2	84.6466	FAM35B2	87.9702
FAM35B	290.2168	FAM35B	235.6233
FAM36A	2462.8288	FAM36A	674.9922
FAM38A	1586.809	FAM38A	3333.6369
FAM38B	146.1375	FAM38B	311.7812
FAM3A	418.0871	FAM3A	509.7917
FAM3B	20.3255	FAM3B	22.3811
FAM3C	797.8388	FAM3C	970.4694
removed	removed	FAM3D	47.249
FAM40A	824.3391	FAM40A	734.5353
FAM40B	68.6949	FAM40B	15.5424
FAM41C	14.6652	FAM41C	18.3401
FAM43A	81.0446	FAM43A	469.6923
FAM43B	24.442	FAM43B	15.8533
FAM45A	468.2575	FAM45A	655.5797
FAM45B	195.0215	FAM45B	284.1156
FAM46A	283.5274	FAM46A	1002.1759
FAM46B	667.9102	FAM46B	105.9994
FAM46C	1935.8076	FAM46C	278.5204
FAM47E	195.1631	FAM47E	167.1464
FAM48A	793.838	FAM48A	727.134
FAM49A	37.0489	FAM49A	346.2854
FAM49B	1886.409	FAM49B	1073.6711
FAM50A	575.5451	FAM50A	1157.6002
FAM50B	42.7092	FAM50B	159.7762
FAM53A	21.3546	FAM53A	12.1231
FAM53B	792.814	FAM53B	1101.3646
FAM53C	1164.469	FAM53C	1079.8881
FAM54A	31.646	FAM54A	6.8387
FAM54B	1010.932	FAM54B	1315.5424
FAM55C	2384.5321	FAM55C	719.3037
FAM57A	247.7648	FAM57A	191.4827
FAM57B	14.3873	removed	removed
FAM58A	212.5169	FAM58A	221.6351
FAM59A	341.4164	FAM59A	293.4411
FAM5B	10.2914	FAM5B	5.5953
FAM5C	599.4726	FAM5C	59.0612
FAM60A	356.0816	FAM60A	510.1026
FAM63A	2224.7379	FAM63A	658.9991
FAM63B	286.1002	FAM63B	436.1206
FAM64A	58.9181	FAM64A	11.8122
FAM65A	1216.955	FAM65A	1659.3099
FAM65B	57.889	FAM65B	148.2748
FAM65C	27.0149	FAM65C	202.3624
FAM66C	37.3062	FAM66C	31.0849
FAM66D	11.8248	removed	removed
FAM69A	557.8002	FAM69A	1028.6074
FAM69B	170.3454	FAM69B	186.8666
removed	removed	FAM69C	8.3929
FAM70A	43.2238	FAM70A	212.6205
FAM70B	36.7917	FAM70B	52.8443
FAM71D	33.7043	FAM71D	12.7448
FAM71E1	58.1591	FAM71E1	6.8604
FAM71F1	6.9467	removed	removed
FAM71F2	22.641	FAM71F2	13.0556
FAM72A	11.5778	FAM72A	8.3929
FAM72B	44.5102	FAM72B	27.0438
FAM72D	29.845	FAM72D	6.8387
FAM73A	943.9763	FAM73A	730.8051
FAM73B	265.2602	FAM73B	375.5051
FAM76A	295.1052	FAM76A	416.2263
FAM76B	316.2025	FAM76B	319.5524
FAM78A	126.0693	FAM78A	184.0224
FAM78B	20.5827	FAM78B	24.2462
FAM7A3	6.9467	FAM7A3	10.258
FAM81A	15.6943	FAM81A	17.0967
FAM82A1	118.3508	FAM82A1	136.1517
FAM82A2	928.282	FAM82A2	1219.1483
FAM82B	815.0769	FAM82B	1562.0143
FAM83B	53.0006	FAM83B	36.6801
FAM83D	147.1667	FAM83D	18.3401
FAM83E	5.403	FAM83E	16.1641
FAM83F	108.3167	FAM83F	53.7768
FAM83G	80.0154	FAM83G	43.4224
FAM83H	1564.0316	FAM83H	322.35
FAM84A	83.3601	FAM84A	40.4103
FAM84B	2717.1802	FAM84B	1368.0448
FAM86A	520.301	FAM86A	197.535
FAM86B1	109.8604	FAM86B1	70.5626
FAM86B2	12.0924	FAM86B2	5.9061
FAM86C	246.7357	FAM86C	112.2164
FAM86D	132.2442	FAM86D	185.2658
FAM89A	17.4953	FAM89A	984.4576
FAM89B	580.6908	FAM89B	670.5005
FAM8A1	1711.7129	FAM8A1	1791.1097
FAM90A1	5.1457	FAM90A1	6.5278
FAM91A1	1191.4839	FAM91A1	926.018
FAM92A1	183.4438	FAM92A1	259.2477
FAM95B1	11.8351	FAM95B1	22.3811
FAM96A	891.4903	FAM96A	357.1651
FAM96B	321.8627	FAM96B	402.549
FAM98A	1042.259	FAM98A	1277.277
FAM98B	383.3537	FAM98B	371.7749
FAM98C	227.6967	FAM98C	145.1663
FANCA	143.8014	FANCA	18.2157
FANCB	24.9566	FANCB	10.8797
FANCC	219.7208	FANCC	150.1399
FANCD2	450.5049	FANCD2	90.7678
FANCE	89.2777	FANCE	170.345
FANCF	500.1608	FANCF	248.368
FANCG	364.8292	FANCG	205.4709
FANCI	842.9228	FANCI	221.3242
FANCL	410.4509	FANCL	241.088
FANCM	220.2354	FANCM	165.6823
FANK1	448.9612	FANK1	83.6183
FAP	833.8586	FAP	778.0541
FAR1	1492.2493	FAR1	1561.3926
FAR2	208.6319	FAR2	134.2462
FARP1	2217.2766	FARP1	1223.5002
FARP2	303.8528	FARP2	321.7283
FARS2	306.683	FARS2	186.5092
FARSA	971.763	FARSA	541.4983
FARSB	1144.9154	FARSB	811.9366
FASLG	11.0632	FASLG	16.1641
FASN	13899.0159	FASN	10820.3295
FASTKD1	482.4082	FASTKD1	288.1567
FASTKD2	817.907	FASTKD2	1011.8122
FASTKD3	350.9359	FASTKD3	169.4125
FASTKD5	521.7727	FASTKD5	376.1268
FASTK	788.5766	FASTK	660.2425
FAS	161.8319	FAS	258.626
FAT1	1184.5372	FAT1	7122.7852
FAT2	45.0248	FAT2	576.3133
FAT3	25.4712	FAT3	10.258
FAT4	194.7643	FAT4	1250.8548
FAU	2601.1449	FAU	3982.2816
FBF1	174.7836	FBF1	127.9857
FBLIM1	534.1223	FBLIM1	603.0463
FBLL1	5.1457	removed	removed
FBLN1	2790.5062	FBLN1	14707.4915
FBLN2	1909.05	FBLN2	21959.2788
FBLN5	579.919	FBLN5	5590.6124
FBLN7	77.1853	FBLN7	459.1234
FBL	1562.2307	FBL	1531.5511
FBN1	6168.9072	FBN1	17595.8968
FBN2	42.1946	FBN2	8.7038
FBP1	2397.3757	FBP1	498.6012
FBRSL1	324.9502	FBRSL1	315.8222
FBRS	1006.2391	FBRS	761.89
FBXL12	275.037	FBXL12	315.5113
FBXL13	13.8934	FBXL13	10.258
FBXL14	768.2511	FBXL14	522.8474
FBXL15	83.6174	FBXL15	54.7094
FBXL16	243.6483	FBXL16	76.4688
FBXL17	1089.8566	FBXL17	948.3991
FBXL18	222.8083	FBXL18	375.5051
FBXL19	234.3861	FBXL19	139.8819
FBXL20	217.9199	FBXL20	184.3332
FBXL22	26.5903	FBXL22	26.447
FBXL2	285.0711	FBXL2	169.7233
FBXL3	920.0489	FBXL3	2076.7796
FBXL4	351.965	FBXL4	391.6693
removed	removed	FBXL5	5750.0777
FBXL6	275.1348	FBXL6	127.0314
FBXL7	1051.7785	FBXL7	889.6487
FBXL8	45.9021	FBXL8	19.9689
FBXO10	128.9046	FBXO10	248.079
FBXO11	1774.4903	FBXO11	1996.2698
FBXO15	129.9286	FBXO15	22.3811
FBXO16	152.5516	FBXO16	12.1231
FBXO17	37.5635	FBXO17	507.3049
FBXO18	1509.7729	FBXO18	1742.0703
FBXO21	1358.7187	FBXO21	919.8011
FBXO22OS	83.4682	FBXO22OS	31.3615
FBXO22	564.8884	FBXO22	326.1144
FBXO24	5.8481	removed	removed
FBXO25	638.8371	FBXO25	667.392
FBXO27	150.2541	FBXO27	523.7799
FBXO28	2137.0039	FBXO28	1308.6727
FBXO2	173.9242	FBXO2	221.9459
FBXO30	435.0679	FBXO30	502.3314
FBXO31	279.4108	FBXO31	1122.7852
FBXO32	582.2345	FBXO32	837.1153
FBXO33	299.9936	FBXO33	488.3432
FBXO34	619.2835	FBXO34	611.1284
FBXO36	232.8423	FBXO36	119.055
FBXO38	1366.9518	FBXO38	990.6745
FBXO3	1040.2007	FBXO3	928.8157
removed	removed	FBXO40	5.9061
FBXO41	408.3103	FBXO41	115.9465
FBXO42	577.6034	FBXO42	528.1318
FBXO43	26.5003	removed	removed
FBXO44	268.6049	FBXO44	248.368
FBXO45	613.1086	FBXO45	395.0886
FBXO46	633.4341	FBXO46	195.5238
FBXO48	32.9324	FBXO48	72.1169
FBXO4	457.9662	FBXO4	249.6114
FBXO5	163.6329	FBXO5	95.4305
FBXO6	430.1795	FBXO6	209.8228
FBXO7	1551.682	FBXO7	2526.8884
FBXO8	518.2247	FBXO8	642.6702
FBXO9	1501.2543	FBXO9	1240.286
FBXW11	1471.152	FBXW11	1612.9935
FBXW2	2070.3673	FBXW2	2486.7889
FBXW4	1454.6858	FBXW4	1599.0053
FBXW5	928.0247	FBXW5	1234.069
FBXW7	362.2564	FBXW7	766.8635
FBXW8	600.5017	FBXW8	352.8132
FBXW9	193.6888	FBXW9	85.3746
FCER1A	12.3496	FCER1A	156.9786
FCER1G	473.9178	FCER1G	506.3724
removed	removed	FCER2	111.9055
FCF1	863.9609	FCF1	937.2086
FCGBP	1442.5934	FCGBP	2389.4933
FCGR1A	140.714	FCGR1A	15.5424
FCGR1B	118.3508	FCGR1B	24.8679
FCGR1C	50.4277	FCGR1C	8.0821
FCGR2A	1135.6532	FCGR2A	822.5054
FCGR2B	127.3558	FCGR2B	646.5651
FCGR2C	89.535	FCGR2C	202.3624
FCGR3A	1843.6997	FCGR3A	699.7202
FCGR3B	10.0341	FCGR3B	33.5717
FCGRT	1585.3862	FCGRT	4618.2779
FCHO1	12.6069	FCHO1	28.2872
FCHO2	1082.6526	FCHO2	1051.29
FCHSD1	100.2946	FCHSD1	221.0973
FCHSD2	812.432	FCHSD2	1037.9888
removed	removed	FCN1	61.548
FCN2	28.044	FCN2	5.9061
FCN3	31.1314	FCN3	47.249
FCRL5	10.2914	FCRL5	9.6363
FCRL6	7.204	FCRL6	51.9117
removed	removed	FCRLA	6.5278
FCRLB	79.5009	FCRLB	12.7448
FDFT1	3494.9508	FDFT1	3239.0426
FDPSL2A	11.3205	removed	removed
FDPS	1777.2046	FDPS	1247.0438
FDX1L	163.6817	FDX1L	138.1411
FDX1	483.6946	FDX1	436.4315
FDXACB1	294.1455	FDXACB1	88.5919
FDXR	127.0985	FDXR	99.7824
FECH	1313.694	FECH	743.8607
FEM1A	980.768	FEM1A	680.1368
FEM1B	2091.7219	FEM1B	2054.3985
FEM1C	2038.7213	FEM1C	888.0945
FEN1	559.5935	FEN1	238.11
FER1L4	18.7818	FER1L4	10.258
FER1L5	91.0787	FER1L5	6.217
FERMT1	7.204	FERMT1	103.2017
FERMT2	699.0416	FERMT2	6764.6876
FERMT3	192.4487	FERMT3	365.8688
FER	53.2579	FER	149.829
FES	170.5795	FES	531.862
FEZ1	74.6125	FEZ1	385.1414
FEZ2	1030.6812	FEZ2	2758.1598
removed	removed	FFAR2	36.991
removed	removed	FFAR3	18.9618
FGB	6.6894	removed	removed
FGD1	417.8298	FGD1	217.9049
FGD2	71.2678	FGD2	144.2338
FGD3	1401.6852	FGD3	204.8492
FGD4	238.5026	FGD4	1131.489
FGD5	551.875	FGD5	2237.4883
FGD6	1046.6328	FGD6	410.9419
FGF10	19.2963	FGF10	77.7122
FGF11	22.641	FGF11	169.4125
FGF12	24.9566	FGF12	45.3839
FGF13	70.2386	FGF13	276.0336
FGF14	161.3173	FGF14	254.8959
FGF18	20.5827	FGF18	23.9353
FGF1	227.9539	FGF1	1205.7818
FGF2	441.5617	FGF2	1954.8244
FGF7	81.3019	FGF7	644.7
removed	removed	FGF9	27.9764
removed	removed	FGFBP1	19.8943
removed	removed	FGFBP2	2211.3771
FGFBP3	9.005	FGFBP3	27.0438
FGFR1OP2	432.495	FGFR1OP2	630.7118
FGFR1OP	612.5786	FGFR1OP	147.9577
FGFR1	748.1829	FGFR1	6101.9583
FGFR2	974.3359	FGFR2	660.2425
FGFR3	336.0134	FGFR3	82.6857
FGFR4	96.9962	FGFR4	6.217
FGFRL1	836.6888	FGFRL1	676.4066
FGGY	181.3855	FGGY	121.8527
FGL2	486.2674	FGL2	2718.0603
FGR	113.977	FGR	394.7777
FHAD1	39.8045	removed	removed
FHDC1	488.8403	FHDC1	147.9639
FHIT	320.8336	FHIT	58.1287
FHL1	289.9595	FHL1	65638.7939
FHL2	551.1031	FHL2	774.3239
FHL3	311.0568	FHL3	238.7317
FHL5	58.4036	FHL5	196.1455
FHOD1	679.488	FHOD1	794.5291
FHOD3	152.0551	FHOD3	320.7958
FH	2667.7816	FH	1428.3494
FIBCD1	159.259	FIBCD1	12.4339
FIBIN	341.1591	FIBIN	890.8921
FIBP	1117.6433	FIBP	580.9761
FICD	120.9237	FICD	94.1871
FIG4	1276.3877	FIG4	607.3982
removed	removed	FIGF	901.7718
FIGNL1	289.4449	FIGNL1	177.8054
FIGNL2	13.3788	FIGNL2	34.815
FIGN	9.2622	FIGN	232.8256
FILIP1L	781.6299	FILIP1L	1614.5477
FILIP1	119.8945	FILIP1	275.101
FIP1L1	918.3971	FIP1L1	517.3298
FIS1	946.7679	FIS1	1706.935
FITM2	65.3502	FITM2	122.7852
FIZ1	490.384	FIZ1	265.4647
FJX1	140.7345	FJX1	69.0084
FKBP10	808.6448	FKBP10	1228.7846
FKBP11	509.6803	FKBP11	181.8464
FKBP14	162.6037	FKBP14	211.0662
FKBP15	1474.9315	FKBP15	1107.7992
FKBP1AP1	19.5536	FKBP1AP1	28.2872
FKBP1A	4236.2925	FKBP1A	5523.9571
FKBP1B	21.3546	FKBP1B	66.2108
FKBP2	250.595	FKBP2	484.9238
FKBP3	1793.5293	FKBP3	980.4165
FKBP4	9203.319	FKBP4	2045.3839
FKBP5	1362.0634	FKBP5	3762.2008
FKBP7	272.4641	FKBP7	329.8104
FKBP8	2404.3224	FKBP8	3810.3823
FKBP9L	39.8791	FKBP9L	77.4013
FKBP9	2991.4453	FKBP9	5996.8915
FKBPL	149.2249	FKBPL	82.6857
FKRP	252.396	FKRP	221.0134
