gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
ANKRD53	16.098	ANKRD53	142.2018
ANKRD54	477.986	ANKRD54	256.8807
ANKRD56	56.9621	removed	removed
ANKRD57	358.4895	ANKRD57	486.6972
ANKRD58	22.9087	ANKRD58	5.5046
ANKRD5	307.0998	ANKRD5	122.4771
ANKRD6	346.3417	ANKRD6	282.4633
ANKRD9	95.3495	ANKRD9	76.6055
ANKS1A	523.1842	ANKS1A	1319.7248
ANKS1B	35.9109	ANKS1B	23.8532
ANKS3	423.5006	ANKS3	163.3028
ANKS6	142.4052	ANKS6	443.1193
ANKZF1	686.0214	ANKZF1	355.0459
ANLN	830.284	ANLN	91.2844
ANO10	703.3577	ANO10	1017.4312
ANO1	985.0722	ANO1	423.3945
ANO2	53.2471	ANO2	122.0183
removed	removed	ANO3	277.0642
removed	removed	ANO4	16.055
removed	removed	ANO5	130.2752
ANO6	3063.5684	ANO6	9996.789
ANO7	16.7171	ANO7	11.9266
ANO8	210.512	ANO8	266.9725
ANO9	60.677	ANO9	6.422
ANP32A	3392.3386	ANP32A	2060.5505
ANP32B	3416.4856	ANP32B	2550
ANP32E	829.6649	ANP32E	891.7431
ANPEP	1414.1452	ANPEP	1744.0367
ANTXR1	32118.5554	ANTXR1	5006.8807
ANTXR2	2043.2045	ANTXR2	4699.5413
ANUBL1	146.1201	ANUBL1	147.2477
ANXA11	3865.9906	ANXA11	6447.2477
ANXA13	8.6681	removed	removed
ANXA1	5348.2425	ANXA1	27802.7523
ANXA2P1	90.3963	ANXA2P1	145.8716
ANXA2P2	7065.7726	ANXA2P2	9326.1468
ANXA2P3	11.7639	ANXA2P3	11.9266
ANXA2	21942.7779	ANXA2	25816.5138
ANXA3	50.1514	ANXA3	594.9541
ANXA4	2221.5205	ANXA4	2626.1468
ANXA5	8252.0695	ANXA5	19693.1193
ANXA6	7344.3914	ANXA6	12344.9541
ANXA7	3176.2542	ANXA7	4073.8532
ANXA9	214.846	ANXA9	19.7248
AOAH	182.0309	AOAH	200.9174
AOC2	20.432	AOC2	247.7064
AOC3	896.5334	AOC3	34858.7156
AOX1	161.5989	AOX1	2457.7982
AP1AR	434.6453	AP1AR	323.8532
AP1B1	2984.936	AP1B1	3408.2569
AP1G1	2004.817	AP1G1	2096.3303
AP1G2	625.3692	AP1G2	351.7798
AP1M1	1334.8936	AP1M1	1658.7156
AP1M2	2456.1795	removed	removed
AP1S1	2006.0553	AP1S1	297.2477
AP1S2	492.8457	AP1S2	876.1468
AP1S3	97.207	AP1S3	14.2202
AP2A1	2235.9592	AP2A1	2247.6284
AP2A2	1281.6465	AP2A2	2952.7523
AP2B1	5990.3041	AP2B1	5651.3761
AP2M1	10856.2265	AP2M1	6322.9358
AP2S1	1853.7437	AP2S1	860.0917
AP3B1	1536.1183	AP3B1	1501.3761
AP3B2	21.0512	AP3B2	5.5046
AP3D1	4933.4101	AP3D1	2716.055
AP3M1	1380.0918	AP3M1	1388.9908
AP3M2	527.5182	AP3M2	400
AP3S1	1790.5901	AP3S1	1443.1193
AP3S2	25526.088	AP3S2	2250.5413
AP4B1	399.7313	AP4B1	323.4862
AP4E1	332.4851	AP4E1	453.6697
AP4M1	458.7923	AP4M1	275.6239
AP4S1	62.5344	AP4S1	67.8899
APAF1	421.6431	APAF1	502.2936
APBA1	118.8774	APBA1	301.3761
APBA2	301.5275	APBA2	12.844
APBA3	181.4118	APBA3	153.6697
APBB1IP	330.6276	APBB1IP	1557.3394
APBB1	434.6453	APBB1	693.578
APBB2	2619.6358	APBB2	2940.367
APBB3	317.6254	APBB3	191.2844
APC2	19.2928	removed	removed
APCDD1L	86.0622	APCDD1L	125.2294
APCDD1	794.9923	APCDD1	2230.7339
APC	1001.1702	APC	1694.0367
APEH	1419.7175	APEH	1082.1101
APEX1	2185.6096	APEX1	1646.789
APEX2	745.4601	APEX2	300.4587
APH1A	3845.5585	APH1A	2732.5688
APH1B	359.1087	APH1B	608.2569
API5	1874.1758	API5	2088.5321
APIP	251.4008	APIP	552.7936
APITD1	159.6362	APITD1	75.156
APLF	65.6302	APLF	121.7615
APLNR	1118.1901	APLNR	1005.9633
APLN	1333.0361	APLN	61.9266
APLP1	88.5389	APLP1	19.7248
APLP2	11702.6085	APLP2	17299.0826
APOA1BP	1588.7463	APOA1BP	811.0092
APOA1	13.6214	removed	removed
APOB48R	583.242	APOB48R	226.1468
APOBEC3A	33.4343	APOBEC3A	25.2294
APOBEC3B	121.354	APOBEC3B	22.4771
APOBEC3C	245.8037	APOBEC3C	295.4128
APOBEC3D	61.9153	APOBEC3D	71.1009
APOBEC3F	131.2604	APOBEC3F	92.2018
APOBEC3G	209.2737	APOBEC3G	140.8257
APOBEC3H	9.2873	removed	removed
removed	removed	APOB	192.6606
APOC1	1810.403	APOC1	187.156
APOC2	45.1982	removed	removed
APOD	6078.8429	APOD	13932.1101
APOE	6539.4927	APOE	3880.2752
APOF	9.9064	removed	removed
APOL1	2894.5397	APOL1	1667.4312
APOL2	1350.3724	APOL2	884.4037
APOL3	552.2844	APOL3	2292.6606
APOL4	413.5941	APOL4	570.6422
APOL6	1622.1805	APOL6	8913.3028
APOLD1	692.8321	APOLD1	2859.1743
APOM	51.3897	APOM	21.578
APOOL	184.5076	APOOL	318.8073
APOO	406.1643	APOO	83.945
APPBP2	1154.7201	APPBP2	1466.055
APPL1	1006.1234	APPL1	1622.4679
APPL2	1085.9941	APPL2	1246.789
APP	22712.3849	APP	13841.2844
APRT	2235.1419	APRT	778.4404
APTX	536.1864	APTX	344.4954
AQP11	23.5278	AQP11	19.2661
AQP1	3115.6082	AQP1	15442.1697
AQP3	590.0527	AQP3	206.422
removed	removed	AQP7P1	1466.055
removed	removed	AQP7P3	49.5413
AQP7	15.4788	AQP7	4072.4771
AQP9	81.7282	AQP9	206.422
AQPEP	11.1448	AQPEP	971.7661
AQR	1297.1253	AQR	1066.5138
ARAF	956.5912	ARAF	1220.6422
ARAP1	1561.3983	ARAP1	3311.3807
ARAP2	102.7794	ARAP2	232.1101
ARAP3	436.5028	ARAP3	965.5963
ARCN1	5251.6547	ARCN1	4782.5688
ARC	32.8151	ARC	66.055
AREG	233.4206	AREG	65.5963
ARF1	15547.5478	ARF1	6799.5413
ARF3	5759.36	ARF3	4050.4587
ARF4	7664.4934	ARF4	3866.5138
ARF5	3147.7732	ARF5	1335.3211
ARF6	4504.3372	ARF6	2409.1743
ARFGAP1	1777.5879	ARFGAP1	760.0917
ARFGAP2	1162.7691	ARFGAP2	1638.0734
ARFGAP3	1983.1467	ARFGAP3	969.7248
ARFGEF1	1658.0914	ARFGEF1	1572.1422
ARFGEF2	1597.4144	ARFGEF2	2014.2202
ARFIP1	978.2615	ARFIP1	802.2936
ARFIP2	1387.5216	ARFIP2	552.2936
ARFRP1	648.2531	ARFRP1	499.5413
ARG2	177.474	ARG2	297.3028
ARGLU1	1235.8291	ARGLU1	2089.4495
ARHGAP10	281.7146	ARHGAP10	1170.1835
ARHGAP11A	169.6479	ARHGAP11A	118.8073
ARHGAP11B	11.1448	ARHGAP11B	10.9633
ARHGAP12	660.6361	ARHGAP12	1018.3486
ARHGAP15	81.7282	ARHGAP15	83.0275
ARHGAP17	1523.7352	ARHGAP17	1912.3853
ARHGAP18	1138.6221	ARHGAP18	1414.6789
ARHGAP19	183.8884	ARHGAP19	309.1743
ARHGAP1	4184.2351	ARHGAP1	3840.8257
ARHGAP20	100.3028	ARHGAP20	648.1651
ARHGAP21	1879.7481	ARHGAP21	6184.4037
ARHGAP22	149.835	ARHGAP22	123.3945
ARHGAP23	867.4332	ARHGAP23	1159.1743
ARHGAP24	518.8501	ARHGAP24	882.1101
ARHGAP25	279.8571	ARHGAP25	621.5596
ARHGAP26	481.7009	ARHGAP26	753.6697
ARHGAP27	532.4715	ARHGAP27	450.8394
ARHGAP28	964.021	ARHGAP28	445.8716
ARHGAP29	1429.624	ARHGAP29	3823.3945
ARHGAP30	475.5094	ARHGAP30	1355.9633
ARHGAP31	1212.9205	ARHGAP31	2936.6972
ARHGAP32	1203.014	ARHGAP32	764.6789
ARHGAP33	156.6457	ARHGAP33	70.6422
ARHGAP39	286.6678	ARHGAP39	41.7431
ARHGAP42	253.8341	ARHGAP42	519.2569
ARHGAP4	528.7566	ARHGAP4	633.945
ARHGAP5	1943.5209	ARHGAP5	2289.9083
ARHGAP6	143.6435	ARHGAP6	474.3119
ARHGAP8	178.3718	ARHGAP8	17.3073
ARHGAP9	120.1157	ARHGAP9	236.6972
ARHGDIA	6561.163	ARHGDIA	5360.0917
ARHGDIB	8497.8732	ARHGDIB	3192.2018
removed	removed	ARHGDIG	41.8119
removed	removed	ARHGEF10L	1353.6697
ARHGEF10	660.017	ARHGEF10	1905.0459
ARHGEF11	1114.4752	ARHGEF11	2045.4128
ARHGEF12	3893.2333	ARHGEF12	5434.8624
ARHGEF15	321.3403	ARHGEF15	2193.1193
ARHGEF16	328.151	ARHGEF16	55.5046
ARHGEF17	1781.922	ARHGEF17	1793.1193
ARHGEF18	777.0369	ARHGEF18	723.3945
ARHGEF19	451.3624	ARHGEF19	50
ARHGEF1	1144.8137	ARHGEF1	1420.1835
ARHGEF2	1744.7728	ARHGEF2	2513.3028
ARHGEF33	5.5724	ARHGEF33	10.5505
ARHGEF35	568.3823	ARHGEF35	335.7798
ARHGEF37	629.0593	ARHGEF37	486.2385
ARHGEF38	37.7683	removed	removed
ARHGEF3	495.9415	ARHGEF3	737.156
ARHGEF4	80.4899	ARHGEF4	290.367
ARHGEF5	460.6497	ARHGEF5	238.5321
ARHGEF6	664.9702	ARHGEF6	7073.3945
ARHGEF7	1612.2741	ARHGEF7	2793.1193
ARHGEF9	445.1709	ARHGEF9	521.1009
ARID1A	2180.0373	ARID1A	2114.2202
ARID1B	3380.5747	ARID1B	2105.0459
ARID2	829.6649	ARID2	782.1101
ARID3A	87.9197	ARID3A	80.7339
ARID3B	103.3985	ARID3B	100.4587
ARID4A	610.4847	ARID4A	862.844
ARID4B	819.7584	ARID4B	1175.0367
ARID5A	545.4737	ARID5A	500
ARID5B	3228.8822	ARID5B	4455.5046
ARIH1	1819.0711	ARIH1	1927.5229
ARIH2	869.9098	ARIH2	1591.1239
ARL10	44.579	ARL10	79.3578
ARL11	99.0645	ARL11	73.8532
ARL13B	301.5275	ARL13B	255.9633
ARL15	304.0041	ARL15	486.6972
ARL16	446.4092	ARL16	317.4312
ARL17A	73.7659	ARL17A	79.1606
ARL1	3067.9025	ARL1	2144.0367
ARL2BP	2341.6362	ARL2BP	1902.2936
ARL2	1191.8693	ARL2	1450
ARL3	823.4733	ARL3	377.9817
ARL4A	184.5076	ARL4A	540.8257
ARL4C	2491.4712	ARL4C	1333.0275
ARL4D	86.0622	ARL4D	282.5688
ARL5A	878.5779	ARL5A	1022.4771
ARL5B	182.0309	ARL5B	225.6881
ARL6IP1	6601.408	ARL6IP1	3854.1284
ARL6IP4	2675.9787	ARL6IP4	1804.5872
ARL6IP5	3168.2053	ARL6IP5	5509.633
ARL6IP6	321.3403	ARL6IP6	280.2752
ARL6	82.9665	ARL6	63.7615
ARL8A	1240.1632	ARL8A	1106.8807
ARL8B	2220.9014	ARL8B	2170.1835
ARMC10	896.2547	ARMC10	545.8716
ARMC1	718.2173	ARMC1	661.9266
ARMC2	56.3429	ARMC2	97.2477
ARMC5	486.035	ARMC5	194.9541
ARMC6	798.7072	ARMC6	392.2018
ARMC7	435.8836	ARMC7	201.8349
ARMC8	737.4111	ARMC8	840.367
ARMC9	395.6387	ARMC9	114.2202
ARMCX1	756.6048	ARMCX1	834.4037
ARMCX2	1246.9739	ARMCX2	428.8991
ARMCX3	1949.0933	ARMCX3	1976.6055
ARMCX5	260.6634	ARMCX5	247.2477
ARMCX6	289.1444	ARMCX6	174.3119
ARNT2	257.5676	ARNT2	50.9174
ARNTL2	86.6814	ARNTL2	78.4404
ARNTL	159.7414	ARNTL	190.367
ARNT	1301.4593	ARNT	2224.7706
ARPC1A	2031.7502	ARPC1A	1672.9358
ARPC1B	3154.8935	ARPC1B	2715.1376
ARPC2	6815.6348	ARPC2	4862.3853
ARPC3	6980.3295	ARPC3	2523.8532
ARPC4	3372.7734	ARPC4	2645.0642
ARPC5L	955.972	ARPC5L	373.8532
ARPC5	5309.8551	ARPC5	3288.5321
ARPM1	52.0088	ARPM1	44.4954
ARPP19	4673.9851	ARPP19	5656.422
ARRB1	214.846	ARRB1	1259.1743
ARRB2	842.0479	ARRB2	1620.6422
ARRDC1	1223.4461	ARRDC1	288.5321
ARRDC2	685.4022	ARRDC2	711.9266
ARRDC3	1200.5374	ARRDC3	1998.1651
ARRDC4	1089.7091	ARRDC4	805.9633
ARSA	952.8763	ARSA	808.2569
ARSB	1071.1345	ARSB	847.2477
ARSD	3942.1464	ARSD	855.5046
ARSE	196.2715	removed	removed
ARSG	286.6678	ARSG	60.0917
ARSH	8.049	removed	removed
ARSI	229.7057	ARSI	84.8624
ARSJ	306.4807	ARSJ	33.945
ARSK	126.9263	ARSK	166.5138
removed	removed	ART3	8.2569
removed	removed	ART4	38.0734
ART5	9.2873	removed	removed
ARTN	30.3385	removed	removed
ARV1	399.9728	ARV1	260.0917
ARVCF	406.1643	ARVCF	141.7431
AR	611.1039	AR	500.4587
AS3MT	104.0177	AS3MT	148.6239
ASAH1	4870.2565	ASAH1	8359.633
ASAH2	9.9064	removed	removed
ASAM	800.5647	ASAM	2945.4128
ASAP1	2102.6432	ASAP1	2038.0734
ASAP2	604.2932	ASAP2	2338.9908
ASAP3	904.5824	ASAP3	975.6881
ASB13	776.4177	ASB13	420.1835
ASB14	8.6681	ASB14	13.3119
ASB16	11.7639	ASB16	6.4587
ASB1	131.0251	ASB1	723.1468
ASB2	23.5278	ASB2	18.8073
ASB3	287.9061	ASB3	179.8165
ASB6	947.5144	ASB6	478.0321
ASB7	837.7138	ASB7	417.8899
ASB8	752.8899	ASB8	763.3028
ASB9	18.5746	ASB9	77.5229
ASCC1	466.8413	ASCC1	518.8073
ASCC2	1217.8737	ASCC2	1741.2844
ASCC3	1051.3216	ASCC3	926.6055
ASCL2	122.5923	ASCL2	8.2569
ASF1A	467.4604	ASF1A	326.1468
ASF1B	577.6696	ASF1B	39.9083
removed	removed	ASGR1	11.4679
removed	removed	ASGR2	19.7248
ASH1L	1558.3768	ASH1L	3447.4954
ASH2L	845.1437	ASH2L	1306.422
ASL	530.614	ASL	345.8716
ASMTL	890.3418	ASMTL	579.3578
ASNA1	2030.8214	ASNA1	920.1835
ASNSD1	1328.0829	ASNSD1	1031.6514
ASNS	425.9772	ASNS	195.4128
ASPA	72.4409	ASPA	299.0826
removed	removed	ASPG	6.8807
ASPHD1	48.9131	ASPHD1	7.7982
ASPHD2	69.9643	ASPHD2	57.7982
ASPH	5596.9872	ASPH	20219.1651
ASPM	307.719	ASPM	50
ASPN	13005.3061	ASPN	3361.9266
ASPRV1	48.5044	ASPRV1	107.0596
ASPSCR1	510.182	ASPSCR1	249.5413
ASRGL1	198.7481	ASRGL1	141.7431
ASS1	1832.6925	ASS1	5320.6422
ASTE1	312.1521	ASTE1	200.4679
ASTN1	5.5724	ASTN1	5.0459
ASTN2	108.3518	ASTN2	67.8899
ASXL1	1110.7603	ASXL1	2057.7982
ASXL2	286.0486	ASXL2	1349.5413
ATAD1	933.0634	ATAD1	1024.7706
ATAD2B	337.4383	ATAD2B	339.9083
ATAD2	744.2218	ATAD2	242.6606
ATAD3A	490.9882	ATAD3A	287.6147
ATAD3B	165.933	ATAD3B	124.7706
ATAD3C	90.3963	ATAD3C	10.5505
ATAD5	56.3429	ATAD5	28.4404
ATE1	141.1669	ATE1	424.7706
ATF1	448.8858	ATF1	466.9725
ATF2	530.614	ATF2	648.1651
ATF3	691.5938	ATF3	1899.5413
ATF4	6117.2304	ATF4	6810.5505
ATF5	1404.2387	ATF5	884.4037
ATF6B	1799.2335	ATF6B	1170.5367
ATF6	1399.9047	ATF6	1736.6972
ATF7IP2	50.1514	ATF7IP2	75.2294
ATF7IP	942.9698	ATF7IP	1408.7156
ATF7	1741.1879	ATF7	2922.0321
ATG10	117.0199	ATG10	100
ATG12	650.1105	ATG12	690.8257
ATG16L1	441.456	ATG16L1	473.3945
ATG16L2	357.4989	ATG16L2	320.289
ATG2A	440.2177	ATG2A	561.4679
ATG2B	1197.4417	ATG2B	1321.5596
ATG3	1013.5533	ATG3	732.1101
ATG4A	422.2623	ATG4A	285.3211
ATG4B	513.8969	ATG4B	578.8991
ATG4C	222.2759	ATG4C	256.8807
ATG4D	432.3173	ATG4D	137.9174
removed	removed	ATG5	768.8073
ATG7	800.348	ATG7	846.0459
ATG9A	1257.9143	ATG9A	1646.2385
ATG9B	69.9643	ATG9B	6.3211
ATHL1	197.5098	ATHL1	226.6055
ATIC	3268.508	ATIC	957.7982
ATL1	511.4203	ATL1	184.4037
ATL2	778.2752	ATL2	770.1835
ATL3	649.4914	ATL3	1161.0092
ATMIN	1552.8354	ATMIN	1980.2752
ATM	1047.6067	ATM	1824.3119
ATN1	5166.2116	ATN1	6016.055
ATOH8	32.8151	ATOH8	1472.0183
ATOX1	1903.2759	ATOX1	464.6789
ATP10A	545.4737	ATP10A	633.945
ATP10D	595.0059	ATP10D	574.7706
ATP11A	520.7076	ATP11A	1644.4954
ATP11B	1553.4546	ATP11B	1861.0092
ATP11C	432.1687	ATP11C	882.5688
ATP13A1	1893.9886	ATP13A1	762.3853
ATP13A2	840.1905	ATP13A2	775.6881
ATP13A3	2225.8546	ATP13A3	3059.1743
ATP13A4	22.2895	removed	removed
ATP13A5	114.5433	removed	removed
ATP1A1	11022.7724	ATP1A1	6344.0138
ATP1A2	19.8129	ATP1A2	1090.367
ATP1A3	32.8151	removed	removed
removed	removed	ATP1B1	558.2752
ATP1B2	37.1492	ATP1B2	122.0183
ATP1B3	2195.5161	ATP1B3	1925.6881
ATP2A1	5.5724	removed	removed
ATP2A2	5959.9656	ATP2A2	5328.4404
ATP2A3	1312.6041	ATP2A3	463.7615
ATP2B1	812.9477	ATP2B1	1647.7064
removed	removed	ATP2B2	12.3853
ATP2B4	3004.7489	ATP2B4	12961.4679
ATP2C1	3201.5405	ATP2C1	2186.2294
ATP2C2	210.512	removed	removed
ATP5A1	7121.4964	ATP5A1	7484.8624
ATP5B	11489.0007	ATP5B	9761.4679
ATP5C1	3257.3633	ATP5C1	1938.0734
ATP5D	1061.228	ATP5D	579.3578
ATP5EP2	66.8685	ATP5EP2	50.4587
ATP5E	5693.7298	ATP5E	2897.2477
ATP5F1	2942.2145	ATP5F1	1852.7523
ATP5G1	1189.3927	ATP5G1	412.3853
ATP5G2	6989.6168	ATP5G2	2078.4404
ATP5G3	4072.7876	ATP5G3	2776.1468
ATP5H	3165.7287	ATP5H	1875.6881
ATP5I	2209.8247	ATP5I	860.2018
ATP5J2	2606.0145	ATP5J2	802.6009
ATP5J	1288.2962	ATP5J	1332.8991
ATP5L	2671.0255	ATP5L	1722.4771
ATP5O	2157.7478	ATP5O	2149.0826
ATP5SL	460.0306	ATP5SL	550.4587
ATP5S	209.8928	ATP5S	128.4404
ATP6AP1L	67.4877	ATP6AP1L	27.0642
ATP6AP1	6287.4974	ATP6AP1	2292.6606
ATP6AP2	4580.493	ATP6AP2	3745.4128
ATP6V0A1	1116.9518	ATP6V0A1	1675.2294
ATP6V0A2	445.7901	ATP6V0A2	450.4587
ATP6V0A4	36.53	removed	removed
ATP6V0B	2289.6273	ATP6V0B	1028.4404
ATP6V0C	5285.2685	ATP6V0C	1769.7018
ATP6V0D1	1721.245	ATP6V0D1	1722.4771
ATP6V0D2	95.9687	ATP6V0D2	15.5963
ATP6V0E1	3865.9906	ATP6V0E1	2805.9633
ATP6V0E2	1305.781	ATP6V0E2	647.8257
ATP6V1A	2388.6918	ATP6V1A	1713.3028
ATP6V1B1	159.7414	ATP6V1B1	20.1835
ATP6V1B2	2770.7091	ATP6V1B2	2607.3394
ATP6V1C1	1683.4767	ATP6V1C1	1766.055
ATP6V1C2	34.3196	ATP6V1C2	77.5505
ATP6V1D	1544.7864	ATP6V1D	827.9817
ATP6V1E1	2643.1636	ATP6V1E1	2478.4404
ATP6V1E2	154.7882	ATP6V1E2	45.4128
ATP6V1F	2106.971	ATP6V1F	1310.9954
ATP6V1G1	3766.9261	ATP6V1G1	973.3945
ATP6V1G2	58.2004	ATP6V1G2	22.4771
ATP6V1H	1170.8181	ATP6V1H	894.0367
ATP7A	816.6626	ATP7A	555.0459
ATP7B	141.1669	ATP7B	232.1101
ATP8A1	69.9643	ATP8A1	506.8807
ATP8A2	56.3429	ATP8A2	7.7982
ATP8B1	1262.6694	ATP8B1	479.4587
ATP8B2	615.438	ATP8B2	1867.4312
ATP8B3	137.4519	ATP8B3	20.6422
ATP8B4	82.3473	ATP8B4	527.9817
ATP8B5P	32.1959	ATP8B5P	22.4771
ATP9A	1238.9249	ATP9A	7936.6972
ATP9B	276.1422	ATP9B	524.7706
ATPAF1	1374.2717	ATPAF1	1359.2982
ATPAF2	297.8125	ATPAF2	177.9817
ATPBD4	101.5411	ATPBD4	128.4404
ATPIF1	1762.7282	ATPIF1	485.3211
ATRIP	260.6324	ATRIP	145.3807
removed	removed	ATRNL1	20.6422
ATRN	2218.4248	ATRN	2441.7431
ATRX	1685.3341	ATRX	2682.5688
ATR	810.4711	ATR	724.7706
ATXN10	1795.5433	ATXN10	1356.422
ATXN1L	810.2606	ATXN1L	2816.2064
ATXN1	1329.9404	ATXN1	1119.2661
ATXN2L	2422.126	ATXN2L	1627.0642
ATXN2	915.1079	ATXN2	888.5321
ATXN3	516.3735	ATXN3	521.1009
ATXN7L1	201.2247	ATXN7L1	322.4771
ATXN7L2	78.6324	ATXN7L2	44.4954
ATXN7L3B	3197.3054	ATXN7L3B	2031.1927
ATXN7L3	1125.6199	ATXN7L3	959.633
ATXN7	535.5672	ATXN7	775.2294
AUH	221.0376	AUH	291.2844
AUP1	2842.8838	AUP1	1825.656
AURKAIP1	1439.5304	AURKAIP1	644.0367
AURKAPS1	7.4298	removed	removed
AURKA	303.3849	AURKA	38.9908
AURKB	107.7326	AURKB	5.0459
AUTS2	805.5179	AUTS2	884.8624
AVEN	306.4807	AVEN	254.5872
AVIL	123.8306	AVIL	17.4312
AVL9	367.1577	AVL9	323.8532
AVPI1	146.1201	AVPI1	572.0183
AVPR1A	206.1779	AVPR1A	178.4404
AVPR2	6.1915	AVPR2	195.4128
AWAT2	15.4788	removed	removed
AXIN1	866.814	AXIN1	456.422
AXIN2	188.8416	AXIN2	438.9908
AXL	3153.3456	AXL	5034.8624
AZGP1	23073.351	AZGP1	701.3761
AZI1	243.3271	AZI1	124.3119
AZI2	1006.1234	AZI2	1312.3853
AZIN1	4739.6153	AZIN1	4354.1284
AZU1	14.2405	removed	removed
B2M	68036.852	B2M	64069.2661
B3GALNT1	586.9569	B3GALNT1	178.8991
B3GALNT2	662.5493	B3GALNT2	735.789
B3GALT2	23.5278	B3GALT2	6.422
B3GALT4	198.1289	B3GALT4	288.0734
B3GALT5	8.6681	removed	removed
B3GALT6	819.7584	B3GALT6	379.8165
B3GALTL	359.7278	B3GALTL	302.7523
B3GAT2	7.015	B3GAT2	10.8899
B3GAT3	1383.8067	B3GAT3	338.9908
B3GNT1	448.8858	B3GNT1	599.5413
B3GNT2	1217.2546	B3GNT2	744.4954
B3GNT3	65.6302	B3GNT3	7.7982
B3GNT4	22.9087	removed	removed
B3GNT5	142.4052	B3GNT5	404.5872
B3GNT7	147.3584	B3GNT7	245.4128
B3GNT8	71.8217	B3GNT8	63.3028
B3GNT9	835.8502	B3GNT9	317.5872
B3GNTL1	184.2104	B3GNTL1	30
B4GALNT1	99.9808	B4GALNT1	18.9908
B4GALNT3	37.1492	B4GALNT3	21.5596
B4GALNT4	156.6457	removed	removed
B4GALT1	6808.205	B4GALT1	2735.3211
B4GALT2	1113.2369	B4GALT2	1078.4404
B4GALT3	1492.1584	B4GALT3	395.4128
B4GALT4	994.3595	B4GALT4	387.156
B4GALT5	1408.5728	B4GALT5	1901.3761
B4GALT6	120.7348	B4GALT6	147.7064
B4GALT7	567.7632	B4GALT7	349.5413
B9D1	229.0308	B9D1	43.5321
B9D2	88.5389	B9D2	66.5138
BAALC	22.9087	BAALC	237.6147
BACE1	1800.4966	BACE1	1795.4128
BACE2	1957.7614	BACE2	709.633
BACH1	1240.7824	BACH1	1142.6606
BACH2	123.2114	BACH2	165.1376
BAD	733.6157	BAD	583.7706
BAG1	919.8754	BAG1	1131.8165
BAG2	317.0063	BAG2	350.4587
BAG3	1662.4255	BAG3	1533.0275
BAG4	167.7904	BAG4	282.1101
BAG5	1806.6881	BAG5	1718.8073
removed	removed	BAGE2	11.5321
BAHCC1	484.7967	BAHCC1	667.8899
BAHD1	532.4715	BAHD1	646.789
BAI1	33.4343	removed	removed
BAI2	113.305	BAI2	129.8165
removed	removed	BAI3	9.1743
BAIAP2L1	622.8678	BAIAP2L1	110.0917
BAIAP2L2	21.0512	BAIAP2L2	5.9633
BAIAP2	621.0103	BAIAP2	362.844
BAIAP3	210.2272	BAIAP3	72.0917
BAK1	359.7278	BAK1	272.0183
BAMBI	276.1422	BAMBI	148.1651
BANF1	3921.0952	BANF1	1172.9358
BANK1	13.6214	BANK1	302.2936
BANP	211.7503	BANP	136.2385
BAP1	1100.8538	BAP1	1600.4587
BARD1	83.5856	BARD1	29.8165
BARX1	14.2405	removed	removed
BARX2	24.7661	removed	removed
BASP1	878.5779	BASP1	638.9908
BAT1	3544.0311	BAT1	3973.8532
BAT2L1	3348.1682	BAT2L1	5697.7477
BAT2L2	4449.2326	BAT2L2	5001.3761
BAT2	4258.5335	BAT2	4908.7156
BAT3	2738.5132	BAT3	3899.9817
BAT4	286.0486	BAT4	293.578
BAT5	658.7787	BAT5	607.7982
BATF2	94.7304	BATF2	69.7248
BATF3	50.7705	BATF3	79.8165
BATF	180.1735	BATF	30.7339
BAX	599.9591	BAX	251.3761
BAZ1A	1599.2719	BAZ1A	830.7339
BAZ1B	2345.3511	BAZ1B	2743.1193
BAZ2A	2006.9902	BAZ2A	2879.1972
BAZ2B	1085.988	BAZ2B	1104.2523
BBC3	191.3182	BBC3	63.7615
removed	removed	BBOX1	24.3119
BBS10	477.986	BBS10	670.1835
BBS12	134.3562	BBS12	177.5229
BBS1	730.6004	BBS1	654.1284
BBS2	1024.698	BBS2	987.156
BBS4	454.4582	BBS4	308.2569
BBS5	251.4442	BBS5	167.7339
BBS7	210.512	BBS7	396.3303
BBS9	457.554	BBS9	381.1927
BBX	1880.3673	BBX	1970.1835
BCAM	2004.1979	BCAM	2344.4954
BCAN	31.5768	removed	removed
BCAP29	1253.7846	BCAP29	2038.5321
BCAP31	6170.4776	BCAP31	5891.2844
BCAR1	1981.9084	BCAR1	733.4862
BCAR3	720.0748	BCAR3	766.9725
BCAS1	140.5477	removed	removed
BCAS2	871.1667	BCAS2	538.9083
BCAS3	417.9282	BCAS3	530.2752
BCAS4	689.7363	BCAS4	840.367
BCAT1	1725.5791	BCAT1	1920.1835
BCAT2	485.4159	BCAT2	200.9174
BCCIP	1607.0237	BCCIP	709.2752
BCDIN3D	244.0515	BCDIN3D	128.8486
BCHE	12.3831	BCHE	34.4037
BCKDHA	575.8122	BCKDHA	696.7202
BCKDHB	359.7278	BCKDHB	333.0275
BCKDK	1427.1474	BCKDK	826.1468
BCL10	522.5588	BCL10	363.3028
BCL11B	41.4832	BCL11B	24.3119
BCL2A1	63.7727	BCL2A1	44.0367
BCL2L10	10.5256	removed	removed
BCL2L11	833.9989	BCL2L11	403.6697
BCL2L12	293.206	BCL2L12	74.555
BCL2L13	1236.4483	BCL2L13	1792.2018
