gene_id	TCGA-BH-A18V-01A-11R-A12D-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
ANKRD6	82.0317	ANKRD6	233.501
ANKRD9	38.4456	ANKRD9	55.7807
ANKS1A	1726.4065	ANKS1A	777.5047
ANKS1B	20.8799	ANKS1B	40.123
ANKS3	159.0853	ANKS3	516.2162
ANKS6	1158.0081	ANKS6	253.4597
ANKZF1	718.2037	ANKZF1	1215.4322
ANLN	4631.0382	ANLN	13.2112
ANO10	933.6316	ANO10	799.5234
ANO1	1210.3737	ANO1	4185.51
removed	removed	ANO2	39.6337
removed	removed	ANO3	13.7005
removed	removed	ANO4	6.361
ANO5	9.6114	ANO5	27.401
ANO6	1739.0007	ANO6	2084.4368
removed	removed	ANO7	16.147
ANO8	91.8055	ANO8	211.3795
ANO9	214.7651	ANO9	283.7966
ANP32A	3197.9451	ANP32A	3104.6365
ANP32B	6025.0228	ANP32B	5526.6934
ANP32E	4902.4774	ANP32E	625.8203
ANPEP	2043.9142	ANPEP	4239.8228
ANTXR1	3247.6593	ANTXR1	2018.87
ANTXR2	577.3469	ANTXR2	1490.9106
ANTXRL	7.2914	ANTXRL	6.8503
ANUBL1	140.8567	ANUBL1	137.9838
ANXA11	4249.8964	ANXA11	4808.8838
removed	removed	ANXA13	11.7433
ANXA1	1389.0132	ANXA1	11446.2982
ANXA2P1	163.3938	ANXA2P1	49.9091
ANXA2P2	11375.5904	ANXA2P2	5131.3354
ANXA2P3	7.6228	ANXA2P3	8.3182
ANXA2	34669.9809	ANXA2	18521.1508
ANXA3	1003.5628	ANXA3	1026.5607
ANXA4	1960.3944	ANXA4	1358.3091
ANXA5	7878.3661	ANXA5	10326.2804
ANXA6	3649.681	ANXA6	6467.6258
ANXA7	2507.9128	ANXA7	2335.9393
ANXA8L1	32.0292	removed	removed
ANXA8L2	979.3686	ANXA8L2	46.4839
ANXA8	2019.5277	ANXA8	270.6441
ANXA9	29.8285	ANXA9	218.7191
AOAH	261.8278	AOAH	107.647
AOC2	7.9543	AOC2	67.524
AOC3	311.2105	AOC3	3490.2084
AOX1	59.9884	AOX1	407.5906
AP1AR	568.7298	AP1AR	237.8019
AP1B1	2851.9347	AP1B1	2445.5435
AP1G1	4245.9193	AP1G1	1678.8035
AP1G2	485.4354	AP1G2	1693.6832
AP1M1	1268.3735	AP1M1	890.534
AP1M2	1872.2347	AP1M2	1456.6592
AP1S1	970.7515	AP1S1	618.9701
AP1S2	1016.82	AP1S2	332.2377
AP1S3	146.8224	AP1S3	62.631
AP2A1	1403.4899	AP2A1	1503.0062
AP2A2	1647.5267	AP2A2	2099.6053
AP2B1	3495.8986	AP2B1	5280.5733
AP2M1	10758.8035	AP2M1	5622.5971
AP2S1	1247.4936	AP2S1	1511.9506
AP3B1	2035.6285	AP3B1	936.0393
AP3B2	70.2627	AP3B2	141.409
AP3D1	3450.8244	AP3D1	3199.5616
AP3M1	1071.5055	AP3M1	781.9085
AP3M2	338.0562	AP3M2	362.0853
AP3S1	791.1177	AP3S1	882.2159
AP3S2	1970.8211	AP3S2	1265.9186
AP4B1	262.1195	AP4B1	470.3683
AP4E1	354.959	AP4E1	273.0319
AP4M1	367.9576	AP4M1	426.3603
AP4S1	84.514	AP4S1	99.8181
APAF1	730.1351	APAF1	453.5852
APBA1	102.4111	APBA1	372.85
APBA2	712.238	APBA2	93.9464
APBA3	221.3937	APBA3	312.6655
APBB1IP	356.2847	APBB1IP	590.1011
APBB1	570.3869	APBB1	1121.975
APBB2	814.3177	APBB2	1248.7049
APBB3	96.114	APBB3	621.9059
APC2	11.3713	APC2	5.901
APCDD1L	31.8171	APCDD1L	140.9197
APCDD1	930.6488	APCDD1	2078.0759
APC	812.992	APC	343.4917
APEH	1469.8815	APEH	2157.8325
APEX1	1795.3434	APEX1	3503.9089
APEX2	762.2835	APEX2	774.0796
APH1A	9359.8475	APH1A	5423.4502
APH1B	184.2738	APH1B	360.6174
API5	4400.696	API5	1778.6216
APIP	323.6656	APIP	307.2832
APITD1	127.3345	APITD1	200.4729
APLF	208.1365	APLF	103.7325
APLNR	883.586	APLNR	960.0153
APLN	83.5198	APLN	327.3447
removed	removed	APLP1	39.1444
APLP2	8025.8514	APLP2	11070.0231
APOA1BP	2310.0505	APOA1BP	2009.5732
APOB48R	174.3309	APOB48R	284.2859
APOBEC3A	123.7252	APOBEC3A	9.2968
APOBEC3B	2709.9809	APOBEC3B	37.6764
APOBEC3C	217.7479	APOBEC3C	180.5533
APOBEC3D	249.2336	APOBEC3D	103.2432
APOBEC3F	465.3244	APOBEC3F	255.9062
APOBEC3G	402.3531	APOBEC3G	246.6094
removed	removed	APOB	52.3556
APOC1	855.0833	APOC1	725.1491
APOC2	222.0565	APOC2	47.9518
APOD	133.8968	APOD	53421.2776
APOE	2316.6791	APOE	2008.5946
APOL1	1982.9315	APOL1	1256.0444
APOL2	626.3982	APOL2	972.2479
APOL3	1120.5568	APOL3	1039.2826
APOL4	345.679	APOL4	294.5613
APOL6	3789.5435	APOL6	1298.6139
APOLD1	472.9472	APOLD1	1713.5441
APOM	41.7599	APOM	106.1791
APOOL	241.6107	APOOL	9.7861
APOO	309.222	APOO	185.4464
APPBP2	655.8953	APPBP2	846.9859
APPL1	2169.5252	APPL1	1045.1542
APPL2	330.1019	APPL2	1692.0147
APP	35056.757	APP	29372.4549
APRT	2080.3712	APRT	2779.7384
APTX	836.1919	APTX	663.0075
removed	removed	AQP11	19.0829
AQP1	1340.2933	AQP1	11470.7634
AQP3	2709.4208	AQP3	1488.464
AQP4	22.2057	AQP4	33.2727
AQP5	42.7542	AQP5	452.6066
removed	removed	AQP6	19.0829
removed	removed	AQP7P1	210.4009
removed	removed	AQP7P3	24.9545
AQP7	6.6286	AQP7	1173.8413
AQP9	340.0447	AQP9	12.7219
removed	removed	AQPEP	125.2619
AQR	1887.4803	AQR	612.1198
ARAF	1036.0428	ARAF	1529.0763
ARAP1	2303.6938	ARAP1	3407.516
ARAP2	297.9534	ARAP2	146.302
ARAP3	178.3081	ARAP3	583.7402
ARCN1	6052.1999	ARCN1	3247.0241
removed	removed	ARC	330.7698
AREG	185.5995	AREG	1744.3702
ARF1	14170.5195	ARF1	9931.4118
ARF3	5643.2182	ARF3	3384.0293
ARF4	11308.9734	ARF4	3118.8264
ARF5	2888.7232	ARF5	4055.3452
ARF6	2965.9458	ARF6	3493.6335
ARFGAP1	1397.6303	ARFGAP1	1875.9931
ARFGAP2	1675.0352	ARFGAP2	3288.1257
ARFGAP3	1996.52	ARFGAP3	1021.6676
ARFGEF1	3634.0177	ARFGEF1	957.8428
ARFGEF2	3654.9838	ARFGEF2	562.2108
ARFIP1	1332.6705	ARFIP1	923.8067
ARFIP2	2390.5875	ARFIP2	2545.8509
ARFRP1	423.8959	ARFRP1	1196.3493
ARG2	106.9152	ARG2	247.637
ARGLU1	2876.7918	ARGLU1	859.7079
ARHGAP10	218.0794	ARHGAP10	562.2108
removed	removed	ARHGAP11A	38.655
ARHGAP11B	243.2679	removed	removed
ARHGAP12	424.2274	ARHGAP12	586.1867
ARHGAP15	66.617	ARHGAP15	91.4999
ARHGAP17	1383.7103	ARHGAP17	1141.5472
ARHGAP18	685.0609	ARHGAP18	311.6869
ARHGAP19	1097.6883	ARHGAP19	791.2052
ARHGAP1	4476.2615	ARHGAP1	2852.1554
ARHGAP20	22.5371	ARHGAP20	60.6737
ARHGAP21	2717.7065	ARHGAP21	1374.4561
ARHGAP22	194.2166	ARHGAP22	74.8636
ARHGAP23	528.2956	ARHGAP23	800.502
ARHGAP24	75.2341	ARHGAP24	348.3847
ARHGAP25	261.165	ARHGAP25	552.914
ARHGAP26	855.0833	ARHGAP26	616.5236
ARHGAP27	654.5696	ARHGAP27	698.2374
ARHGAP28	218.7422	ARHGAP28	136.5159
ARHGAP29	3671.5552	ARHGAP29	1219.8359
ARHGAP30	963.1287	ARHGAP30	548.9996
ARHGAP31	1143.7567	ARHGAP31	542.1493
ARHGAP32	873.3118	ARHGAP32	784.355
ARHGAP33	323.1419	ARHGAP33	234.8661
ARHGAP36	5.3028	ARHGAP36	937.9966
ARHGAP39	241.2793	ARHGAP39	286.7324
ARHGAP42	349.2485	ARHGAP42	39.6337
ARHGAP4	277.0735	ARHGAP4	654.2
ARHGAP5	1496.7272	ARHGAP5	903.7453
ARHGAP6	105.0626	ARHGAP6	113.5186
ARHGAP8	635.834	ARHGAP8	710.152
ARHGAP9	168.6967	ARHGAP9	160.9812
ARHGDIA	2797.5806	ARHGDIA	6217.5912
ARHGDIB	2608.6668	ARHGDIB	5059.897
ARHGDIG	331.0995	ARHGDIG	62.631
ARHGEF10L	1471.8701	ARHGEF10L	1401.8572
ARHGEF10	598.2269	ARHGEF10	741.2962
ARHGEF11	5301.5163	ARHGEF11	851.3897
ARHGEF12	2487.3643	ARHGEF12	1883.3327
ARHGEF15	162.3995	ARHGEF15	964.9083
ARHGEF16	481.8958	ARHGEF16	376.7644
ARHGEF17	1086.7512	ARHGEF17	1233.0471
ARHGEF18	794.432	ARHGEF18	714.3844
ARHGEF19	352.9704	ARHGEF19	452.1173
removed	removed	ARHGEF1	1676.3569
ARHGEF2	5206.0651	ARHGEF2	2051.1641
ARHGEF33	5.6343	ARHGEF33	24.4652
ARHGEF35	367.5532	ARHGEF35	1162.5873
ARHGEF37	735.1065	ARHGEF37	1850.06
removed	removed	ARHGEF38	26.4224
ARHGEF3	477.2558	ARHGEF3	816.1598
ARHGEF4	232.3308	ARHGEF4	243.6736
ARHGEF5	221.7251	ARHGEF5	983.9912
ARHGEF6	869.0032	ARHGEF6	2147.0678
ARHGEF7	2406.496	ARHGEF7	1412.6219
ARHGEF9	1658.1324	ARHGEF9	499.5798
ARID1A	2463.1701	ARID1A	1400.8785
ARID1B	1926.9202	ARID1B	1172.8627
ARID2	724.5008	ARID2	415.4195
ARID3A	89.154	ARID3A	22.9973
removed	removed	ARID3B	88.5641
ARID4A	458.033	ARID4A	440.374
ARID4B	1338.1457	ARID4B	815.1812
ARID5A	278.0678	ARID5A	4332.3013
removed	removed	ARID5B	2716.1288
ARIH1	2430.0273	ARIH1	1472.317
ARIH2	1810.2577	ARIH2	1679.7821
ARL10	46.0684	ARL10	12.7219
ARL11	79.8741	ARL11	23.4866
ARL13B	188.9137	ARL13B	135.048
ARL14	5.6343	removed	removed
ARL15	440.4673	ARL15	184.9571
ARL16	188.5823	ARL16	712.9165
ARL17A	138.3578	ARL17A	93.5159
ARL1	2116.4968	ARL1	1582.8998
ARL2BP	2139.6967	ARL2BP	1349.5016
ARL2	733.7808	ARL2	1636.234
ARL3	423.8959	ARL3	790.7159
ARL4A	112.6854	ARL4A	1641.127
ARL4C	5091.0597	ARL4C	2071.2256
ARL4D	15.5771	ARL4D	307.7725
ARL5A	1058.9113	ARL5A	549.4889
ARL5B	516.0328	ARL5B	73.3957
ARL6IP1	9500.3729	ARL6IP1	3799.9381
ARL6IP4	801.0606	ARL6IP4	4373.8922
ARL6IP5	2993.4543	ARL6IP5	4364.5954
ARL6IP6	838.8433	ARL6IP6	189.3608
ARL6	38.4456	ARL6	39.6337
ARL8A	1055.2656	ARL8A	1667.0601
ARL8B	2613.3068	ARL8B	1637.2126
ARL9	12.9257	ARL9	30.3369
ARMC10	913.968	ARMC10	767.6257
ARMC1	1915.9831	ARMC1	361.1067
ARMC2	34.4685	ARMC2	51.8663
removed	removed	ARMC4	11.7433
ARMC5	152.7881	ARMC5	503.0049
ARMC6	879.9337	ARMC6	688.9406
ARMC7	306.5706	ARMC7	476.5825
ARMC8	847.129	ARMC8	504.4729
ARMC9	163.3938	ARMC9	193.7645
ARMCX1	273.7592	ARMCX1	1061.3013
ARMCX2	707.9294	ARMCX2	1095.5526
ARMCX3	1594.1669	ARMCX3	1262.8947
ARMCX5	323.1419	ARMCX5	287.2217
ARMCX6	265.4735	ARMCX6	363.5532
ARNT2	1407.2417	ARNT2	269.1174
ARNTL2	721.1865	removed	removed
ARNTL	206.148	ARNTL	296.0292
ARNT	1756.235	ARNT	1316.2289
ARPC1A	3242.6945	ARPC1A	3425.6985
ARPC1B	3436.235	ARPC1B	2080.9334
ARPC2	6619.6039	ARPC2	4559.3386
ARPC3	2716.0494	ARPC3	4136.0902
ARPC4	4219.9055	ARPC4	4147.4666
ARPC5L	1508.6585	ARPC5L	988.8842
ARPC5	3939.6802	ARPC5	3684.9516
ARPM1	105.0626	ARPM1	55.2914
ARPP19	2788.3006	ARPP19	2540.9578
removed	removed	ARPP21	5.8717
ARRB1	532.6042	ARRB1	1134.6969
ARRB2	928.6602	ARRB2	1187.0525
ARRDC1	932.6373	ARRDC1	958.5474
ARRDC2	616.7868	ARRDC2	1342.162
ARRDC3	1910.3488	ARRDC3	2111.3486
ARRDC4	296.6277	ARRDC4	1153.7798
ARSA	830.8891	ARSA	947.2934
ARSB	651.2553	ARSB	162.4491
ARSD	920.7059	ARSD	3286.6578
removed	removed	ARSE	64.0989
removed	removed	ARSF	7.8289
ARSG	81.5312	ARSG	163.4277
ARSI	90.8112	ARSI	56.7593
ARSJ	43.7484	ARSJ	79.2673
ARSK	63.9655	ARSK	88.0748
ART3	102.7426	removed	removed
removed	removed	ART4	9.7861
removed	removed	ART5	53.3342
removed	removed	ARTN	8.8075
ARV1	340.3762	ARV1	399.7617
ARVCF	32.8113	ARVCF	811.756
ARX	25.5199	removed	removed
AR	9.28	AR	26.4224
AS3MT	310.5477	AS3MT	365.9997
ASAH1	2068.1084	ASAH1	3600.7912
ASAH2B	5.9657	removed	removed
ASAM	185.9309	ASAM	166.8528
ASAP1	3255.6136	ASAP1	396.3366
ASAP2	646.6153	ASAP2	558.7856
ASAP3	1245.505	ASAP3	1076.959
removed	removed	ASB12	10.3439
ASB13	1044.6599	ASB13	734.4459
ASB14	13.2571	ASB14	8.8075
ASB16	10.6256	ASB16	10.2754
ASB1	287.7919	ASB1	361.4736
ASB2	15.2457	ASB2	18.1043
ASB3	331.0962	ASB3	364.0425
ASB6	978.8151	ASB6	980.3801
ASB7	768.2492	ASB7	386.0612
ASB8	373.1875	ASB8	763.8042
ASB9	24.8571	ASB9	24.9545
ASCC1	529.9528	ASCC1	360.1281
ASCC2	1125.1968	ASCC2	1632.3195
ASCC3	2317.342	ASCC3	572.9755
ASCL2	17.5657	ASCL2	47.4625
ASF1A	629.3811	ASF1A	403.1868
ASF1B	1665.0924	ASF1B	24.9545
ASGR1	10.6057	ASGR1	27.8904
ASGR2	8.9485	ASGR2	17.1257
ASH1L	5371.6994	ASH1L	618.4808
ASH2L	597.2326	ASH2L	1232.0685
ASL	246.5822	ASL	744.232
ASMTL	324.7991	ASMTL	1391.9977
ASNA1	1015.8257	ASNA1	1291.2744
ASNSD1	1056.9227	ASNSD1	1185.5846
ASNS	3377.2475	ASNS	573.4648
removed	removed	ASPA	42.5695
ASPG	25.5199	removed	removed
ASPHD1	463.6672	ASPHD1	78.2887
ASPHD2	43.0856	ASPHD2	39.6337
ASPH	6071.5121	ASPH	3693.6954
ASPM	1895.1032	removed	removed
ASPN	1149.0596	ASPN	669.8577
ASPRV1	57.675	ASPRV1	99.3288
ASPSCR1	179.9652	ASPSCR1	488.3258
ASRGL1	103.074	ASRGL1	137.9838
ASS1	14357.4447	ASS1	3536.6923
ASTE1	186.5871	ASTE1	225.4274
ASTN1	22.5371	ASTN1	157.556
ASTN2	57.337	ASTN2	274.0105
ASXL1	1840.0862	ASXL1	1714.5227
ASXL2	1180.5452	ASXL2	38.1657
removed	removed	ASXL3	5.8717
ATAD1	1371.1161	ATAD1	608.6947
ATAD2B	655.5638	ATAD2B	207.4651
ATAD2	7168.1167	ATAD2	174.6817
ATAD3A	1743.6407	ATAD3A	609.184
ATAD3B	778.1921	ATAD3B	411.0157
ATAD3C	45.0742	ATAD3C	420.8018
ATAD5	255.1993	ATAD5	11.7433
ATE1	210.788	ATE1	23.4866
ATF1	574.3641	ATF1	177.6175
ATF2	638.9925	ATF2	75.8422
ATF3	861.049	ATF3	8035.8464
ATF4	9818.5434	ATF4	12309.9205
ATF5	3138.951	ATF5	918.9137
ATF6B	4367.5532	ATF6B	2434.7788
ATF6	3410.0588	ATF6	553.8926
ATF7IP2	89.4855	ATF7IP2	84.6497
ATF7IP	2408.816	ATF7IP	309.2404
ATF7	1329.4623	ATF7	1112.5315
ATG10	64.297	ATG10	133.5801
ATG12	451.073	ATG12	332.727
ATG16L1	641.6439	ATG16L1	721.724
ATG16L2	154.8562	ATG16L2	647.9858
ATG2A	386.776	ATG2A	710.9593
ATG2B	1300.1906	ATG2B	563.1894
ATG3	936.283	ATG3	1099.467
ATG4A	249.8964	ATG4A	268.6281
ATG4B	674.1238	ATG4B	1524.6726
ATG4C	147.1539	ATG4C	182.5105
ATG4D	443.0889	ATG4D	496.0324
ATG5	877.2889	ATG5	831.3282
ATG7	686.5026	ATG7	1045.5897
ATG9A	2238.1341	ATG9A	2069.513
ATG9B	24.0219	ATG9B	33.8256
ATHL1	676.4438	ATHL1	3320.9091
ATIC	2828.4033	ATIC	1597.0896
ATL1	132.9025	ATL1	482.4542
ATL2	1724.0865	ATL2	1574.5816
ATL3	1134.4768	ATL3	123.794
ATMIN	2484.7129	ATMIN	1398.9213
ATM	1032.7285	ATM	441.3526
ATN1	4570.0555	ATN1	4914.0843
ATOH8	11.6	ATOH8	569.061
ATOX1	500.7871	ATOX1	1061.7906
ATP10A	937.6087	ATP10A	185.4464
ATP10B	5.3028	removed	removed
ATP10D	336.399	ATP10D	188.3822
ATP11A	1450.3273	ATP11A	206.9758
ATP11B	4046.7313	ATP11B	637.5637
ATP11C	1385.036	ATP11C	278.9035
ATP13A1	1290.5792	ATP13A1	1314.2717
ATP13A2	1245.505	ATP13A2	782.3978
ATP13A3	3500.87	ATP13A3	625.8203
ATP13A4	184.2738	ATP13A4	204.5292
ATP13A5	439.473	ATP13A5	235.8447
ATP1A1	14513.5305	ATP1A1	15026.9399
removed	removed	ATP1A2	333.2163
ATP1A3	112.0225	removed	removed
ATP1B1	4007.5433	ATP1B1	2965.6888
ATP1B2	5.3028	ATP1B2	114.9865
ATP1B3	4278.3992	ATP1B3	1603.4506
ATP2A1	6.2971	ATP2A1	8.8075
ATP2A2	6197.3652	ATP2A2	2805.6715
ATP2A3	209.1308	ATP2A3	584.7188
ATP2B1	498.1357	ATP2B1	797.0769
removed	removed	ATP2B2	8.3182
ATP2B4	5856.3261	ATP2B4	2421.5676
ATP2C1	6300.4458	ATP2C1	1531.6647
removed	removed	ATP2C2	175.171
ATP5A1	5782.4178	ATP5A1	12214.0169
ATP5B	9700.5551	ATP5B	9720.0322
ATP5C1	4453.0616	ATP5C1	3574.3688
ATP5D	221.3937	ATP5D	1696.9077
ATP5EP2	16.9028	ATP5EP2	78.2887
ATP5E	2232.8279	ATP5E	6590.9305
ATP5F1	1940.8402	ATP5F1	3102.6793
ATP5G1	812.992	ATP5G1	785.8229
ATP5G2	2354.7933	ATP5G2	11619.0227
ATP5G3	3125.3625	ATP5G3	2768.4844
ATP5H	1569.3098	ATP5H	3206.9011
ATP5I	351.2337	ATP5I	1536.1419
ATP5J2	2165.4984	ATP5J2	1710.1189
ATP5J	689.4855	ATP5J	2147.3124
ATP5L	1450.6587	ATP5L	4360.681
ATP5O	1265.7221	ATP5O	4432.6087
ATP5SL	702.2951	ATP5SL	1160.1408
ATP5S	57.0056	ATP5S	82.2031
ATP6AP1L	9.9428	ATP6AP1L	74.8636
ATP6AP1	3183.3623	ATP6AP1	4427.2264
ATP6AP2	4415.6102	ATP6AP2	3004.3291
ATP6V0A1	1359.8475	ATP6V0A1	1967.0038
ATP6V0A2	373.5189	ATP6V0A2	353.2778
ATP6V0A4	80.6695	ATP6V0A4	307.7725
ATP6V0B	1449.9959	ATP6V0B	2089.3299
ATP6V0C	1809.2634	ATP6V0C	2205.5837
ATP6V0D1	2300.1077	ATP6V0D1	2295.8163
ATP6V0D2	58.9941	removed	removed
ATP6V0E1	1987.9029	ATP6V0E1	4033.8256
ATP6V0E2	330.4168	ATP6V0E2	1186.0152
ATP6V1A	1702.2123	ATP6V1A	832.7961
ATP6V1B1	1155.3567	ATP6V1B1	1085.2772
ATP6V1B2	2384.2903	ATP6V1B2	1692.0147
ATP6V1C1	3427.2931	ATP6V1C1	1046.1328
ATP6V1C2	146.5606	ATP6V1C2	110.3871
ATP6V1D	770.5692	ATP6V1D	1322.5898
ATP6V1E1	1510.9785	ATP6V1E1	3243.599
ATP6V1E2	163.3938	ATP6V1E2	122.3261
ATP6V1F	1326.7015	ATP6V1F	1756.1087
ATP6V1G1	2825.4205	ATP6V1G1	2220.4634
ATP6V1G2	8.9485	ATP6V1G2	33.762
ATP6V1H	683.4038	ATP6V1H	1204.6675
ATP7A	257.1878	ATP7A	276.457
ATP7B	104.7311	ATP7B	114.4972
ATP8A1	111.6911	ATP8A1	235.8447
removed	removed	ATP8A2	6.8503
ATP8B1	1224.7875	ATP8B1	580.315
ATP8B2	678.4323	ATP8B2	556.8284
ATP8B3	9.9428	ATP8B3	35.7192
ATP8B4	92.4683	ATP8B4	92.9678
ATP8B5P	14.5828	ATP8B5P	41.5909
ATP9A	6670.3124	ATP9A	1633.2981
ATP9B	320.4905	ATP9B	383.1254
ATPAF1	921.7897	ATPAF1	1327.9722
ATPAF2	178.9709	ATPAF2	360.1281
ATPBD4	151.4624	ATPBD4	103.7325
ATPIF1	1270.3621	ATPIF1	1577.0281
ATRIP	291.706	ATRIP	463.1071
ATRNL1	15.9085	ATRNL1	26.4224
ATRN	1152.3739	ATRN	945.8254
ATRX	2384.6218	ATRX	868.026
ATR	1211.368	ATR	566.1252
ATXN10	3633.441	ATXN10	2592.8241
ATXN1L	2535.1396	ATXN1L	837.1999
ATXN1	622.7525	ATXN1	675.7294
ATXN2L	3318.9162	ATXN2L	1912.691
ATXN2	606.1811	ATXN2	607.2268
ATXN3	663.1867	ATXN3	469.7322
ATXN7L1	194.8794	ATXN7L1	146.302
ATXN7L2	29.1656	ATXN7L2	122.8154
ATXN7L3B	1855.3318	ATXN7L3B	2461.2012
ATXN7L3	1433.093	ATXN7L3	1216.4108
ATXN7	834.5348	ATXN7	494.1975
AUH	127.9311	AUH	364.0425
AUP1	2518.671	AUP1	3311.6955
AURKAIP1	999.2543	AURKAIP1	2083.9475
AURKAPS1	14.5828	AURKAPS1	23.9759
AURKA	1073.8255	AURKA	31.3155
AURKB	917.0602	AURKB	7.8289
AURKC	6.6286	AURKC	22.508
AUTS2	2746.8722	AUTS2	1492.3785
AVEN	640.6496	AVEN	291.1361
AVIL	23.1999	AVIL	258.842
AVL9	663.5181	AVL9	46.9732
AVPI1	164.3881	AVPI1	584.7188
AVPR1A	36.7885	removed	removed
removed	removed	AVPR2	160.4918
AXIN1	1094.0426	AXIN1	822.5207
AXIN2	21.5428	AXIN2	291.6548
AXL	752.6721	AXL	1326.9936
AZGP1	11222.8022	AZGP1	43755.5582
AZI1	129.9196	AZI1	407.5906
AZI2	968.1001	AZI2	707.5342
AZIN1	8484.8786	AZIN1	2146.0892
removed	removed	AZU1	9.7861
B2M	199646.3966	B2M	23411.2591
B3GALNT1	927.0031	B3GALNT1	300.9222
B3GALNT2	705.5034	B3GALNT2	369.3906
removed	removed	B3GALT2	5.8717
B3GALT4	271.4392	B3GALT4	334.1949
B3GALT5	9.9428	B3GALT5	19.5722
B3GALT6	450.7416	B3GALT6	966.3762
B3GALTL	186.9252	B3GALTL	252.4811
removed	removed	B3GAT1	184.9571
B3GAT2	7.0793	removed	removed
B3GAT3	580.6612	B3GAT3	1100.9349
B3GNT1	234.6508	B3GNT1	905.7025
B3GNT2	966.443	B3GNT2	842.5822
B3GNT3	14.2514	B3GNT3	365.0211
B3GNT4	19.2228	removed	removed
B3GNT5	1094.374	B3GNT5	277.9249
B3GNT7	184.6052	B3GNT7	95.9037
B3GNT8	16.9028	B3GNT8	91.9892
B3GNT9	810.4068	B3GNT9	293.5973
B3GNTL1	40.8418	B3GNTL1	108.8702
B4GALNT1	203.1486	B4GALNT1	28.7173
B4GALNT2	21.2114	removed	removed
B4GALNT3	447.4273	B4GALNT3	136.5159
B4GALNT4	456.0444	B4GALNT4	227.5266
B4GALT1	15333.1676	B4GALT1	3149.1632
B4GALT2	1388.6817	B4GALT2	1148.8868
B4GALT3	1961.3887	B4GALT3	1339.7155
B4GALT4	966.443	B4GALT4	537.2562
B4GALT5	7230.7565	B4GALT5	1513.9079
B4GALT6	61.977	B4GALT6	82.2031
B4GALT7	253.8736	B4GALT7	624.8417
B9D1	83.6457	B9D1	199.1469
B9D2	25.1885	B9D2	169.2993
BAALC	171.0167	BAALC	113.0293
BACE1	785.4835	BACE1	985.4591
BACE2	2417.1017	BACE2	1351.9481
BACH1	961.4715	BACH1	478.5397
BACH2	60.9827	BACH2	214.3153
BAD	434.4884	BAD	1264.6807
BAG1	1716.4836	BAG1	1993.2305
BAG2	824.9234	BAG2	170.7672
BAG3	1160.3281	BAG3	2104.009
BAG4	208.1365	BAG4	73.3957
BAG5	2458.1987	BAG5	1527.6084
BAHCC1	605.1868	BAHCC1	410.0371
BAHD1	1778.4406	BAHD1	1019.7104
removed	removed	BAI1	40.6123
BAI2	76.8912	BAI2	179.0854
BAIAP2L1	1207.9907	BAIAP2L1	538.2349
BAIAP2L2	29.4971	BAIAP2L2	19.5722
BAIAP2	719.5294	BAIAP2	1363.2021
BAIAP3	10.2875	BAIAP3	452.0977
BAK1	1362.1675	BAK1	312.1762
BAMBI	1070.1798	BAMBI	1292.253
BANF1	2456.873	BANF1	3178.0322
removed	removed	BANK1	34.2513
BANP	433.8388	BANP	424.2269
BAP1	2026.6799	BAP1	1706.2045
BARD1	612.1468	BARD1	7.8289
BARX1	599.2211	BARX1	23.4866
removed	removed	BARX2	1283.9348
BASP1	405.9988	BASP1	803.9272
BAT1	5123.8711	BAT1	7644.4029
BAT2L1	7884.4975	BAT2L1	3202.7176
BAT2L2	9888.4746	BAT2L2	2744.0192
BAT2	10035.297	BAT2	4157.1303
BAT3	6495.3186	BAT3	4705.6406
BAT4	411.9645	BAT4	732.4887
BAT5	875.9632	BAT5	1138.1221
BATF2	96.7769	BATF2	64.0989
BATF3	27.5085	BATF3	44.0374
BATF	221.3937	BATF	254.4383
BAX	340.0447	BAX	702.1518
BAZ1A	1948.463	BAZ1A	634.1385
BAZ1B	6558.2898	BAZ1B	1058.8548
BAZ2A	2841.2395	BAZ2A	1679.2243
BAZ2B	531.4276	BAZ2B	716.4444
BBC3	29.8285	BBC3	277.4356
BBOX1	111.3597	BBOX1	494.1975
BBS10	306.902	BBS10	219.2084
BBS12	109.7025	BBS12	145.8127
BBS1	467.313	BBS1	792.1839
BBS2	529.6213	BBS2	1143.0151
BBS4	94.4569	BBS4	483.4328
BBS5	110.9487	BBS5	199.6362
BBS7	221.0622	BBS7	161.9598
BBS9	265.1421	BBS9	299.9436
BBX	1293.8934	BBX	833.2854
BCAM	459.6901	BCAM	5134.2712
BCAN	33.8056	BCAN	21.5294
BCAP29	945.563	BCAP29	909.6169
BCAP31	4133.2339	BCAP31	6918.7645
BCAR1	1087.7455	BCAR1	1024.1141
BCAR3	220.3994	BCAR3	870.4726
BCAS1	7.6228	BCAS1	161.4705
BCAS2	434.1337	BCAS2	900.8094
BCAS3	368.5475	BCAS3	729.5529
BCAS4	677.1066	BCAS4	567.5931
BCAT1	2715.0551	BCAT1	176.1496
BCAT2	237.6336	BCAT2	955.1222
BCCIP	1594.0674	BCCIP	1468.5298
BCDIN3D	107.8068	BCDIN3D	282.128
removed	removed	BCHE	26.4224
BCKDHA	626.3982	BCKDHA	1187.0525
BCKDHB	124.6168	BCKDHB	263.2458
BCKDK	940.5916	BCKDK	1631.8302
