gene_id	TCGA-E2-A15K-01A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
ANKRD9	130.5138	ANKRD9	124.6991
ANKS1A	703.8561	ANKS1A	1185.845
ANKS1B	217.0127	ANKS1B	19.74
ANKS3	424.457	ANKS3	485.7968
ANKS6	58.9417	ANKS6	316.8031
ANKZF1	616.9745	ANKZF1	637.9393
ANLN	734.4752	ANLN	51.5166
ANO10	777.3419	ANO10	993.741
ANO1	12218.9264	ANO1	4946.5575
ANO2	13.3958	ANO2	80.4044
ANO3	279.3991	ANO3	33.221
removed	removed	ANO4	11.0737
removed	removed	ANO5	36.5912
ANO6	1857.0472	ANO6	2643.7169
ANO7	11.0994	ANO7	14.9254
ANO8	515.9315	ANO8	380.8377
ANO9	290.8813	ANO9	123.2547
ANP32A	3025.5478	ANP32A	2716.8994
ANP32B	2916.8501	ANP32B	3434.2802
ANP32E	1864.7019	ANP32E	736.6394
ANPEP	538.1303	ANPEP	7662.9754
ANTXR1	4759.7359	ANTXR1	4748.676
ANTXR2	368.1944	ANTXR2	1688.9745
ANUBL1	258.7312	ANUBL1	97.7371
ANXA11	4281.3128	ANXA11	7068.8493
removed	removed	ANXA13	12.0366
ANXA1	1160.0804	ANXA1	14830.5248
ANXA2P1	47.0768	ANXA2P1	135.2913
ANXA2P2	4175.677	ANXA2P2	6278.286
removed	removed	ANXA2P3	12.5181
ANXA2	12479.9541	ANXA2	22492.5373
ANXA3	221.2228	ANXA3	1558.4978
ANXA4	1700.5071	ANXA4	2034.1839
ANXA5	4541.9577	ANXA5	11225.325
ANXA6	6534.4943	ANXA6	8733.2691
ANXA7	4221.9883	ANXA7	2665.8642
removed	removed	ANXA8L2	353.3943
removed	removed	ANXA8	1150.9244
ANXA9	784.6139	ANXA9	163.2162
AOAH	174.5288	AOAH	227.2508
AOC2	10.7167	AOC2	105.922
AOC3	487.6088	AOC3	8840.1541
AOX1	160.7502	AOX1	1238.806
AP1AR	1016.9362	AP1AR	245.065
AP1B1	4605.4923	AP1B1	3526.2398
AP1G1	1651.1339	AP1G1	1446.7983
AP1G2	3480.8459	AP1G2	1027.5108
AP1M1	1097.694	AP1M1	1636.4949
AP1M2	3454.5976	AP1M2	924.8917
AP1S1	706.5353	AP1S1	679.3452
AP1S2	257.9657	AP1S2	519.4993
AP1S3	199.7895	AP1S3	51.5166
AP2A1	2304.6177	AP2A1	2283.7602
AP2A2	1599.0814	AP2A2	2416.4661
AP2B1	8567.2184	AP2B1	5083.2932
AP2M1	6779.0642	AP2M1	7384.6895
AP2S1	1820.687	AP2S1	1914.7809
AP3B1	1413.0705	AP3B1	944.1502
removed	removed	AP3B2	79.923
AP3D1	3298.8231	AP3D1	3088.1078
AP3M1	1505.6932	AP3M1	925.8546
AP3M2	383.504	AP3M2	356.7646
AP3S1	750.5502	AP3S1	1329.3211
AP3S2	1424.8015	AP3S2	1313.4762
AP4B1	370.3263	AP4B1	394.0154
AP4E1	258.3485	AP4E1	248.4352
AP4M1	410.7932	AP4M1	432.3592
AP4S1	98.3638	AP4S1	69.3308
APAF1	554.5881	APAF1	302.3592
APBA1	29.4709	APBA1	321.1363
APBA2	40.953	APBA2	67.4049
APBA3	233.8532	APBA3	347.1353
APBB1IP	347.1438	APBB1IP	771.7862
APBB1	486.4606	APBB1	1285.9894
APBB2	2530.2842	APBB2	1512.2773
APBB3	301.2152	APBB3	230.6211
APC2	8.4585	removed	removed
APCDD1L	11.8649	APCDD1L	244.5835
APCDD1	132.4275	APCDD1	1840.6355
APC	753.2294	APC	469.4271
APEH	2681.0831	APEH	1596.052
APEX1	4447.804	APEX1	2753.9721
APEX2	1317.3859	APEX2	641.791
APH1A	7413.6446	APH1A	4565.2383
APH1B	560.3292	APH1B	420.3178
API5	2297.1964	API5	1651.4203
APIP	346.2406	APIP	333.1584
APITD1	470.531	APITD1	192.2966
APLF	29.0881	APLF	81.8488
APLNR	495.6463	APLNR	3262.3977
APLN	179.8871	APLN	144.9206
APLP1	14.1613	APLP1	67.4049
APLP2	6154.0522	APLP2	12295.1372
APOA1BP	2676.873	APOA1BP	1727.973
APOB48R	1379.7723	APOB48R	453.5388
removed	removed	APOBEC3A	6.259
APOBEC3B	59.6307	APOBEC3B	83.2932
APOBEC3C	190.6038	APOBEC3C	332.2099
APOBEC3D	89.9435	APOBEC3D	121.3288
APOBEC3F	58.1763	APOBEC3F	244.5835
APOBEC3G	253.3729	APOBEC3G	343.765
APOBEC3H	11.0994	APOBEC3H	11.5551
removed	removed	APOB	41.8873
APOC1	799.158	APOC1	816.5623
APOC2	121.7108	APOC2	38.5171
APOD	771.2181	APOD	30726.5286
APOE	2434.9823	APOE	9301.8777
APOF	122.4763	removed	removed
APOL1	3043.9192	APOL1	2508.9071
APOL2	1153.1911	APOL2	1056.8127
APOL3	1218.2566	APOL3	2662.494
APOL4	211.6544	APOL4	234.9543
APOL6	2611.8075	APOL6	2293.2114
APOLD1	249.1628	APOLD1	1412.1329
APOM	105.3258	APOM	67.8864
APOOL	125.921	APOOL	25.999
APOO	231.9395	APOO	147.3279
APPBP2	952.2534	APPBP2	744.8243
APPL1	1778.9685	APPL1	1066.9234
APPL2	664.434	APPL2	916.7068
APP	13324.6579	APP	31714.9735
APRT	1161.9941	APRT	2363.0236
APTX	677.0644	APTX	486.7597
AQP11	21.4334	AQP11	25.999
AQP1	1843.6513	AQP1	32035.4742
AQP2	35.9774	removed	removed
AQP3	2483.5901	AQP3	487.7227
removed	removed	AQP4	17.8142
AQP5	1930.533	AQP5	188.2523
AQP6	22.1988	removed	removed
removed	removed	AQP7P1	145.402
removed	removed	AQP7P3	28.8878
AQP7	5.7411	AQP7	1258.546
AQP9	20.2851	AQP9	51.9981
removed	removed	AQPEP	171.3385
AQR	1325.0407	AQR	565.7198
ARAF	1516.0272	ARAF	1517.5734
ARAP1	1499.5579	ARAP1	3981.6899
ARAP2	237.2979	ARAP2	190.1781
ARAP3	166.874	ARAP3	1147.3279
ARCN1	3265.9076	ARCN1	2957.1497
ARC	148.5025	ARC	335.5802
AREG	47.0768	AREG	88.1078
ARF1	19070.3282	ARF1	10545.9798
ARF3	5738.3982	ARF3	4813.6736
ARF4	5901.0621	ARF4	3210.8811
ARF5	3173.6408	ARF5	3859.8459
ARF6	5148.2155	ARF6	2695.2335
ARFGAP1	1548.5599	ARFGAP1	1888.7819
ARFGAP2	2132.2361	ARFGAP2	2800.1926
ARFGAP3	1245.0483	ARFGAP3	805.0072
ARFGEF1	1877.0491	ARFGEF1	839.6726
ARFGEF2	2142.1874	ARFGEF2	671.6418
ARFIP1	1300.9281	ARFIP1	790.0818
ARFIP2	2802.794	ARFIP2	1214.7328
ARFRP1	424.8397	ARFRP1	1368.3197
ARG2	274.6914	ARG2	86.4275
ARGLU1	1294.4216	ARGLU1	1021.6659
ARHGAP10	98.7465	ARHGAP10	806.9331
ARHGAP11A	539.6613	ARHGAP11A	64.0347
ARHGAP11B	31.7673	removed	removed
ARHGAP12	955.698	ARHGAP12	644.1984
ARHGAP15	96.8328	ARHGAP15	129.5137
ARHGAP17	1211.3673	ARHGAP17	1829.0804
ARHGAP18	841.6419	ARHGAP18	434.7617
ARHGAP19	510.9559	ARHGAP19	714.4921
ARHGAP1	4067.362	ARHGAP1	4260.4718
ARHGAP20	22.1988	ARHGAP20	146.3649
ARHGAP21	920.8688	ARHGAP21	1775.1565
ARHGAP22	39.0393	ARHGAP22	169.4752
ARHGAP23	410.2957	ARHGAP23	1394.3187
ARHGAP24	117.8835	ARHGAP24	385.6524
ARHGAP25	352.8849	ARHGAP25	578.7193
ARHGAP26	177.2079	ARHGAP26	588.83
ARHGAP27	558.4155	ARHGAP27	698.1223
ARHGAP28	63.5346	ARHGAP28	122.7732
ARHGAP29	2333.1739	ARHGAP29	2406.8368
ARHGAP30	727.5859	ARHGAP30	654.7906
ARHGAP31	439.0011	ARHGAP31	1175.7342
ARHGAP32	1657.6404	ARHGAP32	512.2773
ARHGAP33	284.7574	ARHGAP33	138.1801
removed	removed	ARHGAP36	26.962
ARHGAP39	401.1099	ARHGAP39	221.9547
ARHGAP42	52.4352	ARHGAP42	55.3683
ARHGAP4	375.4665	ARHGAP4	904.6702
ARHGAP5	1383.2169	ARHGAP5	1081.3674
ARHGAP6	40.5703	ARHGAP6	172.8455
ARHGAP8	667.6605	ARHGAP8	399.9326
ARHGAP9	227.3467	ARHGAP9	221.4733
ARHGDIA	5083.5327	ARHGDIA	8869.5234
ARHGDIB	9827.1936	ARHGDIB	5641.3096
ARHGDIG	14.7239	ARHGDIG	62.287
ARHGEF10L	982.107	ARHGEF10L	1418.3919
ARHGEF10	350.2057	ARHGEF10	1057.2942
ARHGEF11	1528.2748	ARHGEF11	1068.8493
ARHGEF12	3287.3409	ARHGEF12	2481.4636
ARHGEF15	210.8889	ARHGEF15	2504.5739
ARHGEF16	761.2669	ARHGEF16	218.103
ARHGEF17	600.134	ARHGEF17	1620.1252
ARHGEF18	1139.7952	ARHGEF18	1038.5171
ARHGEF19	889.1015	ARHGEF19	512.7588
ARHGEF1	2155.2005	ARHGEF1	2297.0631
ARHGEF2	3122.7634	ARHGEF2	2657.1979
removed	removed	ARHGEF33	11.0737
ARHGEF35	356.7123	ARHGEF35	249.8796
ARHGEF37	811.4056	ARHGEF37	1337.0246
ARHGEF38	46.6941	ARHGEF38	8.6663
ARHGEF3	1374.0312	ARHGEF3	850.7463
ARHGEF4	13.0131	ARHGEF4	324.5065
ARHGEF5	494.8809	ARHGEF5	454.9831
ARHGEF6	961.8218	ARHGEF6	1479.0563
ARHGEF7	1095.3976	ARHGEF7	1572.9417
ARHGEF9	455.4588	ARHGEF9	511.7959
ARID1A	4057.028	ARID1A	1703.4184
ARID1B	1950.8181	ARID1B	1246.9909
ARID2	1232.8007	ARID2	411.6514
ARID3A	65.0655	ARID3A	28.8878
ARID3B	126.6864	ARID3B	110.7366
ARID4A	698.115	ARID4A	387.5782
ARID4B	1722.3883	ARID4B	700.7896
ARID5A	1116.8309	ARID5A	4252.287
ARID5B	1305.521	ARID5B	2150.2167
ARIH1	1368.6729	ARIH1	1316.8031
ARIH2	1276.0501	ARIH2	1373.1343
ARL10	11.0994	ARL10	16.8512
ARL11	44.3977	ARL11	52.961
ARL13B	295.4741	ARL13B	143.9576
ARL15	299.6842	ARL15	396.726
ARL16	373.5528	ARL16	654.3091
ARL17A	66.7572	ARL17A	37.7034
ARL1	2980.7674	ARL1	1498.7963
ARL2BP	818.2949	ARL2BP	1819.4511
ARL2	780.7865	ARL2	3118.4401
ARL3	822.1223	ARL3	515.1661
ARL4A	102.5739	ARL4A	1589.793
ARL4C	629.9876	ARL4C	2255.6572
ARL4D	127.4519	ARL4D	504.5739
ARL5A	578.3179	ARL5A	402.9851
ARL5B	162.2811	ARL5B	61.1459
ARL6IP1	12004.2101	ARL6IP1	3863.7458
ARL6IP4	1534.3986	ARL6IP4	4054.4054
ARL6IP5	5566.5487	ARL6IP5	5194.0299
ARL6IP6	310.4009	ARL6IP6	214.7328
ARL6	48.9905	ARL6	49.1093
ARL8A	2051.8611	ARL8A	1520.4622
ARL8B	2311.3578	ARL8B	1644.6798
removed	removed	ARL9	16.3698
ARMC10	744.1699	ARMC10	580.2937
ARMC1	588.6518	ARMC1	408.7626
ARMC2	59.3245	ARMC2	33.221
ARMC3	30.2363	removed	removed
removed	removed	ARMC4	20.7029
ARMC5	491.0535	ARMC5	559.9422
ARMC6	765.0942	ARMC6	678.3823
ARMC7	531.6238	ARMC7	547.4242
ARMC8	669.4096	ARMC8	505.5368
ARMC9	442.8284	ARMC9	165.142
ARMCX1	345.6129	ARMCX1	797.3038
ARMCX2	168.0222	ARMCX2	721.714
ARMCX3	1454.4063	ARMCX3	1171.4011
ARMCX5	231.1741	ARMCX5	193.0669
ARMCX6	252.2247	ARMCX6	330.7655
ARNT2	1233.9489	ARNT2	269.1382
ARNTL2	23.7298	ARNTL2	31.7766
ARNTL	420.2469	ARNTL	370.2455
ARNT	1444.8378	ARNT	1403.4665
ARPC1A	2158.6451	ARPC1A	2914.9061
ARPC1B	3775.3325	ARPC1B	5151.0544
ARPC2	4120.1799	ARPC2	4563.3125
ARPC3	4669.0269	ARPC3	3369.7641
ARPC4	3529.6795	ARPC4	4767.6553
ARPC5L	756.674	ARPC5L	786.2301
ARPC5	3865.6588	ARPC5	3139.6245
ARPM1	25.6435	ARPM1	33.221
ARPP19	3225.3373	ARPP19	2700.5296
ARRB1	476.8922	ARRB1	1354.3572
ARRB2	892.9289	ARRB2	1243.6206
ARRDC1	1540.5224	ARRDC1	1035.1468
ARRDC2	535.0684	ARRDC2	1590.2744
ARRDC3	857.717	ARRDC3	2130.4766
ARRDC4	218.1609	ARRDC4	1050.5537
ARSA	815.9985	ARSA	1129.0323
ARSB	217.7782	ARSB	232.5469
ARSD	1781.265	ARSD	1672.6047
ARSE	16.4578	ARSE	35.6283
ARSG	486.0779	ARSG	138.1801
ARSI	83.437	ARSI	110.2552
ARSJ	142.3787	ARSJ	84.7376
ARSK	132.0448	ARSK	151.661
ART3	6.5066	removed	removed
removed	removed	ART4	10.5922
removed	removed	ART5	7.222
ARTN	12.6304	ARTN	11.5551
ARV1	1089.2738	ARV1	300.9148
ARVCF	684.7192	ARVCF	860.3755
AR	562.2428	AR	29.8507
AS3MT	102.1912	AS3MT	183.9191
ASAH1	4152.7127	ASAH1	4558.4978
ASAH2	7.272	removed	removed
ASAM	119.0317	ASAM	319.6919
ASAP1	1045.2588	ASAP1	769.3789
ASAP2	911.3004	ASAP2	803.5628
ASAP3	1840.9722	ASAP3	1616.7549
removed	removed	ASB12	5.7776
ASB13	664.0513	ASB13	885.8931
ASB14	8.4202	ASB14	8.6663
ASB16	22.6352	ASB16	16.1146
ASB1	277.7916	ASB1	392.9899
ASB2	55.1143	ASB2	67.4049
ASB3	279.3991	ASB3	227.2508
ASB6	800.4937	ASB6	969.5378
ASB7	376.6147	ASB7	331.247
ASB8	680.509	ASB8	565.2383
ASB9	71.9548	ASB9	91.4781
ASCC1	616.9745	ASCC1	377.949
ASCC2	1502.6313	ASCC2	1751.0833
ASCC3	1193.7614	ASCC3	502.1666
ASCL2	89.1781	ASCL2	51.9981
ASF1A	629.2221	ASF1A	400.5778
ASF1B	1299.7799	ASF1B	90.0337
ASGR1	7.6548	ASGR1	44.2947
ASGR2	5.7411	ASGR2	12.5181
ASH1L	2458.2987	ASH1L	962.2292
ASH2L	660.6066	ASH2L	944.1502
removed	removed	ASIP	7.7034
ASL	478.8059	ASL	690.9003
ASMTL	809.4919	ASMTL	1336.519
ASNA1	1956.1764	ASNA1	1447.2797
ASNSD1	695.0531	ASNSD1	916.2253
ASNS	66.2138	ASNS	311.507
removed	removed	ASPA	98.2186
removed	removed	ASPG	7.7034
removed	removed	ASPHD1	60.6644
ASPHD2	171.4668	ASPHD2	58.2571
ASPH	545.5172	ASPH	5343.8613
ASPM	1016.1707	ASPM	28.8878
ASPN	2141.4219	ASPN	940.78
ASPRV1	103.9212	ASPRV1	117.5734
ASPSCR1	643.7661	ASPSCR1	549.35
ASRGL1	55.1143	ASRGL1	288.8782
ASS1	150.799	ASS1	4054.8869
ASTE1	297.1773	ASTE1	232.4651
ASTL	8.803	removed	removed
removed	removed	ASTN1	87.1449
ASTN2	79.9923	ASTN2	150.2167
ASXL1	1336.9056	ASXL1	1596.052
ASXL2	535.8339	ASXL2	122.7732
removed	removed	ASXL3	18.7771
ATAD1	967.1802	ATAD1	666.8272
removed	removed	ATAD2B	173.3269
ATAD2	1630.8487	ATAD2	126.6249
ATAD3A	559.1809	ATAD3A	730.8618
ATAD3B	231.5568	ATAD3B	317.2845
ATAD3C	91.8572	ATAD3C	194.9928
ATAD5	158.4537	ATAD5	17.3327
ATE1	212.0371	ATE1	58.7386
ATF1	431.3463	ATF1	247.4723
ATF2	494.1154	ATF2	188.7338
ATF3	66.2138	ATF3	8376.0231
ATF4	3367.3333	ATF4	10174.7713
ATF5	1118.3619	ATF5	899.3741
ATF6B	2696.3927	ATF6B	2134.3284
ATF6	1490.001	ATF6	678.3823
ATF7IP2	93.3882	ATF7IP2	80.8859
ATF7IP	770.8353	ATF7IP	429.4656
ATF7	1581.4946	ATF7	1374.5787
ATG10	59.3245	ATG10	97.2557
ATG12	607.7887	ATG12	389.0226
ATG16L1	1434.5039	ATG16L1	565.7198
ATG16L2	244.2599	ATG16L2	273.351
ATG2A	704.2388	ATG2A	777.5638
ATG2B	921.6343	ATG2B	621.0881
ATG3	754.3776	ATG3	763.6013
ATG4A	298.536	ATG4A	277.8045
ATG4B	787.2931	ATG4B	1247.4723
ATG4C	168.0222	ATG4C	166.105
ATG4D	444.9029	ATG4D	418.3919
ATG5	855.0378	ATG5	674.0491
ATG7	839.0929	ATG7	908.4352
ATG9A	1113.5279	ATG9A	2294.2369
ATG9B	20.886	ATG9B	15.1565
ATHL1	530.0928	ATHL1	619.6437
ATIC	2108.8891	ATIC	1090.0337
ATL1	277.8681	ATL1	388.0597
ATL2	852.7414	ATL2	939.817
ATL3	488.3743	ATL3	210.3996
ATMIN	898.2872	ATMIN	1153.5869
ATM	883.7432	ATM	502.1666
ATN1	4585.9726	ATN1	6519.9807
ATOH8	22.1988	ATOH8	1917.1883
ATOX1	1464.7402	ATOX1	1203.6591
ATP10A	276.3372	ATP10A	252.287
ATP10D	174.9115	ATP10D	399.1334
ATP11A	212.4199	ATP11A	476.649
ATP11B	666.3477	ATP11B	666.8272
ATP11C	300.067	ATP11C	378.4304
ATP13A1	2557.0759	ATP13A1	1399.1334
ATP13A2	2111.951	ATP13A2	1205.585
ATP13A3	1477.7533	ATP13A3	789.1189
removed	removed	ATP13A4	14.9254
removed	removed	ATP13A5	36.5912
ATP1A1	20659.4431	ATP1A1	13032.2436
ATP1A2	11.0994	ATP1A2	254.6943
ATP1A3	36.3602	ATP1A3	10.1107
ATP1A4	100.6602	ATP1A4	11.5551
ATP1B1	7015.6617	ATP1B1	3313.0429
ATP1B2	17.2232	ATP1B2	236.3987
ATP1B3	926.2272	ATP1B3	1777.0823
ATP2A1	25.2607	removed	removed
ATP2A2	4369.7254	ATP2A2	3963.8902
ATP2A3	3012.9174	ATP2A3	1166.5864
ATP2B1	1289.0632	ATP2B1	708.7145
removed	removed	ATP2B2	28.8878
ATP2B4	3050.8085	ATP2B4	4405.8739
ATP2C1	2393.0916	ATP2C1	1669.7978
ATP2C2	613.9125	ATP2C2	77.5156
ATP5A1	9119.8928	ATP5A1	9076.0713
ATP5B	8969.0939	ATP5B	8385.1709
ATP5C1	2854.8464	ATP5C1	2574.8676
ATP5D	816.3812	ATP5D	2129.9952
ATP5EP2	23.347	ATP5EP2	61.1459
ATP5E	3163.3337	ATP5E	6252.287
ATP5F1	2648.9331	ATP5F1	2339.4319
ATP5G1	760.5014	ATP5G1	909.0034
ATP5G2	5713.1375	ATP5G2	6979.2971
ATP5G3	1992.1539	ATP5G3	2917.1883
ATP5H	2176.2511	ATP5H	2499.2778
ATP5I	1278.9628	ATP5I	1924.9976
ATP5J2	1549.2527	ATP5J2	1492.5373
ATP5J	1199.4871	ATP5J	1880.8426
ATP5L	1400.4401	ATP5L	3220.9918
ATP5O	1484.2599	ATP5O	3785.7487
ATP5SL	819.0604	ATP5SL	1011.5551
ATP5S	120.5626	ATP5S	72.2195
ATP6AP1L	84.9679	ATP6AP1L	36.1098
ATP6AP1	4673.6197	ATP6AP1	3530.5729
ATP6AP2	3163.3337	ATP6AP2	3249.3982
ATP6V0A1	1209.4536	ATP6V0A1	1554.1647
ATP6V0A2	367.0462	ATP6V0A2	391.9114
ATP6V0A4	14.1613	ATP6V0A4	8.6663
ATP6V0B	2117.6921	ATP6V0B	1975.9268
ATP6V0C	3291.9146	ATP6V0C	3237.843
ATP6V0D1	1529.423	ATP6V0D1	2308.1367
ATP6V0D2	17.9887	ATP6V0D2	8.1849
ATP6V0E1	2696.7754	ATP6V0E1	4240.2504
ATP6V0E2	1533.2466	ATP6V0E2	1259.793
ATP6V1A	1906.4204	ATP6V1A	1022.6288
removed	removed	ATP6V1B1	408.2812
ATP6V1B2	1236.2453	ATP6V1B2	1862.3014
ATP6V1C1	1129.0786	ATP6V1C1	940.2985
ATP6V1C2	34.6838	ATP6V1C2	76.9764
ATP6V1D	1740.3119	ATP6V1D	1066.442
ATP6V1E1	1732.6572	ATP6V1E1	2838.7097
ATP6V1E2	27.9399	ATP6V1E2	99.1815
ATP6V1F	1341.4908	ATP6V1F	2251.7477
ATP6V1G1	2436.5133	ATP6V1G1	1539.7208
ATP6V1G2	30.7224	ATP6V1G2	15.4068
ATP6V1H	859.2479	ATP6V1H	997.5927
ATP7A	605.4923	ATP7A	249.8796
ATP7B	1513.7307	ATP7B	113.144
ATP8A1	195.9621	ATP8A1	287.9153
ATP8A2	15.6923	ATP8A2	18.7771
ATP8B1	3565.3392	ATP8B1	575.3924
ATP8B2	580.997	ATP8B2	1199.8074
ATP8B3	242.2735	ATP8B3	41.4059
ATP8B4	52.4352	ATP8B4	160.8089
ATP8B5P	31.7673	ATP8B5P	56.3312
ATP9A	1687.1113	ATP9A	1745.3057
ATP9B	360.1569	ATP9B	414.0587
ATPAF1	1172.527	ATPAF1	974.4824
ATPAF2	460.8554	ATPAF2	305.7294
ATPBD4	130.5138	ATPBD4	103.9961
ATPIF1	1677.1601	ATPIF1	1502.6481
ATRIP	425.9458	ATRIP	273.4906
ATRNL1	53.5834	ATRNL1	18.7771
ATRN	1362.1663	ATRN	1403.948
ATRX	1452.1098	ATRX	885.4117
ATR	647.5935	ATR	400.0963
ATXN10	2494.3068	ATXN10	1780.4526
ATXN1L	728.0681	ATXN1L	1058.7386
ATXN1	1292.1252	ATXN1	710.6403
ATXN2L	4497.56	ATXN2L	2139.6245
ATXN2	763.5633	ATXN2	645.1613
ATXN3	674.3852	ATXN3	404.4295
ATXN7L1	198.6413	ATXN7L1	138.6615
ATXN7L2	59.7072	ATXN7L2	120.8474
ATXN7L3B	2470.9597	ATXN7L3B	2302.8406
ATXN7L3	1618.2184	ATXN7L3	1470.39
ATXN7	714.5728	ATXN7	451.1314
AUH	119.4144	AUH	253.2499
AUP1	3149.7885	AUP1	2694.001
AURKAIP1	1189.1685	AURKAIP1	2123.7362
AURKAPS1	13.0131	removed	removed
AURKA	408.382	AURKA	65.9605
AURKB	368.5772	AURKB	49.5908
removed	removed	AURKC	18.2956
AUTS2	2798.5839	AUTS2	1127.5879
AVEN	61.6209	AVEN	365.4309
AVIL	48.9905	AVIL	26.962
AVL9	296.2396	AVL9	93.4039
AVPI1	154.2436	AVPI1	571.0159
AVPR1A	24.878	AVPR1A	26.962
AVPR2	9.5685	AVPR2	724.6028
AXIN1	1460.5301	AXIN1	1038.0356
AXIN2	181.418	AXIN2	398.1704
AXL	766.6252	AXL	2606.6442
AZGP1	22516.1229	AZGP1	9826.1916
AZI1	416.4195	AZI1	514.2032
AZI2	791.8859	AZI2	698.1223
AZIN1	3334.4178	AZIN1	1958.5941
B2M	46305.6167	B2M	49512.7588
B3GALNT1	229.6431	B3GALNT1	239.2874
B3GALNT2	610.2	B3GALNT2	349.0226
B3GALT2	6.8893	B3GALT2	7.222
B3GALT4	300.067	B3GALT4	519.4993
B3GALT6	513.6351	B3GALT6	1037.5542
B3GALTL	302.3634	B3GALTL	291.767
removed	removed	B3GAT1	32.7395
B3GAT2	9.224	B3GAT2	9.9326
B3GAT3	376.9974	B3GAT3	1179.5859
B3GNT1	1747.2012	B3GNT1	1138.1801
B3GNT2	1019.6153	B3GNT2	740.9726
B3GNT3	220.0746	B3GNT3	161.7718
B3GNT5	67.362	B3GNT5	265.2865
B3GNT7	101.043	B3GNT7	201.2518
B3GNT8	133.9585	B3GNT8	234.9543
B3GNT9	246.5678	B3GNT9	345.4309
B3GNTL1	77.1716	B3GNTL1	103.6206
B4GALNT1	110.3512	B4GALNT1	43.7939
B4GALNT2	23.7298	removed	removed
B4GALNT3	691.6085	B4GALNT3	124.6991
B4GALNT4	488.7571	B4GALNT4	281.1748
B4GALT1	9235.0971	B4GALT1	2660.5681
B4GALT2	833.6044	B4GALT2	1566.2013
B4GALT3	1598.6987	B4GALT3	901.3
B4GALT4	371.2563	B4GALT4	438.1319
B4GALT5	1508.3724	B4GALT5	1796.3409
B4GALT6	30.6191	B4GALT6	87.1449
B4GALT7	634.1977	B4GALT7	799.2297
B9D1	163.5671	B9D1	160.3274
B9D2	133.8169	B9D2	177.1016
BAALC	9.9512	BAALC	343.2836
BACE1	395.3689	BACE1	1113.144
BACE2	967.9457	BACE2	1623.9769
BACH1	570.6631	BACH1	397.2075
BACH2	109.4632	BACH2	234.9543
BAD	751.6525	BAD	1790.2552
BAG1	1280.509	BAG1	1974.5402
BAG2	69.2757	BAG2	129.9952
BAG3	2732.3701	BAG3	1966.2975
BAG4	106.0186	BAG4	92.9225
BAG5	1716.1994	BAG5	1217.6216
BAGE2	17.4644	removed	removed
BAGE	13.2007	removed	removed
BAHCC1	75.0167	BAHCC1	568.1271
BAHD1	1083.1499	BAHD1	1103.0332
BAI1	15.3095	BAI1	26.962
BAI2	1533.2504	BAI2	200.7703
removed	removed	BAI3	12.5181
BAIAP2L1	595.9238	BAIAP2L1	565.2383
BAIAP2L2	5.7411	BAIAP2L2	10.1107
BAIAP2	1552.0046	BAIAP2	1071.7381
BAIAP3	962.5184	BAIAP3	307.0486
BAK1	645.6798	BAK1	386.1338
BAMBI	161.8984	BAMBI	1147.8093
BANF1	3093.6752	BANF1	2911.8922
BANK1	161.5156	BANK1	53.4425
BANP	191.752	BANP	332.6914
BAP1	1671.419	BAP1	1995.6668
BARD1	151.1817	BARD1	12.5181
BARX2	217.3955	BARX2	755.4165
BASP1	369.7254	BASP1	573.9047
BAT1	6287.5246	BAT1	5205.585
BAT2L1	5094.0388	BAT2L1	4259.5715
BAT2L2	5794.6608	BAT2L2	2108.3293
BAT2	7014.4484	BAT2	5388.5412
BAT3	4642.5452	BAT3	4834.3765
BAT4	361.6879	BAT4	649.0226
BAT5	1472.0122	BAT5	1127.5879
BATF2	107.1668	BATF2	145.8835
BATF3	11.4822	BATF3	57.2942
BATF	514.0178	BATF	161.2903
BAX	745.1918	BAX	792.9706
BAZ1A	1327.3371	BAZ1A	564.2754
BAZ1B	2937.9007	BAZ1B	1455.9461
BAZ2A	2619.8373	BAZ2A	1934.3187
BAZ2B	775.2177	BAZ2B	575.532
BBC3	277.1027	BBC3	379.8748
removed	removed	BBOX1	630.7174
BBS10	328.0069	BBS10	245.5465
BBS12	136.6376	BBS12	177.1786
BBS1	3797.1486	BBS1	838.2282
BBS2	602.8131	BBS2	735.195
BBS4	574.4905	BBS4	268.6567
BBS5	225.2493	BBS5	225.325
BBS7	174.146	BBS7	193.5484
BBS9	328.3896	BBS9	320.6548
BBX	1162.7595	BBX	948.9649
BCAM	10457.1811	BCAM	13774.675
BCAN	12.6304	BCAN	26.962
BCAP29	1238.159	BCAP29	1116.5142
BCAP31	4363.9843	BCAP31	7464.6124
BCAR1	900.2009	BCAR1	2090.0337
BCAR3	1182.2792	BCAR3	863.2595
BCAS1	509.0422	BCAS1	82.8117
BCAS2	653.4954	BCAS2	570.5681
BCAS3	397.2826	BCAS3	654.3091
BCAS4	652.1864	BCAS4	1501.2037
BCAT1	218.5437	BCAT1	345.6909
BCAT2	1214.0465	BCAT2	846.8946
BCCIP	1879.3149	BCCIP	836.1001
BCDIN3D	308.6824	BCDIN3D	211.4829
BCHE	11.0994	BCHE	62.5903
BCKDHA	925.5995	BCKDHA	1218.8445
BCKDHB	375.8492	BCKDHB	201.7333
BCKDK	2498.5169	BCKDK	1424.1695
BCL10	595.9238	BCL10	452.5758
BCL11A	40.953	BCL11A	306.2109
