gene_id	TCGA-E9-A1N5-01A-11R-A14D-07	gene_id	TCGA-E9-A1N5-11A-41R-A14D-07
NOS3	257.7296	NOS3	180.0878
NOSIP	628.9936	NOSIP	456.2592
NOSTRIN	352.9463	NOSTRIN	342.5309
NOTCH1	1265.3813	NOTCH1	1450.8773
NOTCH2NL	668.1233	NOTCH2NL	791.1723
NOTCH2	6869.6354	NOTCH2	8316.9723
NOTCH3	5789.1072	NOTCH3	6514.1429
NOTCH4	676.316	NOTCH4	598.9243
NOVA1	82.3213	NOVA1	464.3346
NOVA2	44.3648	NOVA2	26.9179
NOV	100.5601	NOV	271.1983
NOX4	279.9909	NOX4	8.7483
removed	removed	NOX5	5.397
NOXA1	212.9508	NOXA1	146.0299
NOXO1	39.4353	NOXO1	12.1131
NPAS1	8.38	removed	removed
NPAS2	351.4674	NPAS2	412.5175
NPAS3	18.2388	NPAS3	129.2061
NPAT	375.6216	NPAT	684.3888
NPC1L1	33.52	NPC1L1	15.4778
NPC1	807.5667	NPC1	991.112
NPC2	2741.2487	NPC2	2547.7836
NPDC1	2537.1709	NPDC1	1603.6366
NPEPL1	1067.2188	NPEPL1	849.9341
NPEPPS	3785.2992	NPEPPS	2589.5064
NPFF	8.38	NPFF	6.7295
NPHP1	160.699	NPHP1	80.0809
NPHP3	382.5228	NPHP3	587.4842
NPHP4	419.9863	NPHP4	392.3291
NPIPL3	863.6092	NPIPL3	443.6952
NPIP	1299.2366	NPIP	986.8725
NPLOC4	2460.272	NPLOC4	1767.1631
NPL	214.9226	NPL	170.929
NPM1	6970.1955	NPM1	12306.2118
removed	removed	NPM2	67.2949
NPM3	300.2015	NPM3	497.309
NPNT	8593.4525	NPNT	1267.8352
removed	removed	NPPC	20.1885
NPR1	160.699	NPR1	744.2812
NPR2	255.8367	NPR2	281.9655
NPR3	27.1118	NPR3	5.3836
NPRL2	536.0889	NPRL2	341.185
NPRL3	1568.0475	NPRL3	909.1536
NPTN	2967.016	NPTN	2500.0042
NPTX1	5.4224	NPTX1	104.98
NPTX2	22.1824	NPTX2	6.0565
NPTXR	1009.0516	NPTXR	484.523
NPW	12.8165	removed	removed
NPY1R	3181.9386	NPY1R	171.6019
removed	removed	NPY2R	5.3836
removed	removed	NPY5R	10.7672
NPY6R	6.9012	removed	removed
NQO1	3537.3496	NQO1	1139.975
NQO2	395.3392	NQO2	296.7704
NR1D1	671.2338	NR1D1	708.4669
NR1D2	1716.9159	NR1D2	2756.3976
NR1H2	1173.2012	NR1H2	995.964
NR1H3	324.8486	NR1H3	539.0319
removed	removed	NR1I2	11.4401
NR1I3	6.3836	NR1I3	10.1952
NR2C1	297.7368	NR2C1	370.1218
NR2C2AP	535.8818	NR2C2AP	307.5981
NR2C2	868.7013	NR2C2	1251.3615
NR2E3	7.8871	removed	removed
NR2F1	78.3777	NR2F1	614.4021
NR2F2	621.1065	NR2F2	1681.0257
NR2F6	1479.318	NR2F6	629.8799
NR3C1	1267.3531	NR3C1	1911.8471
NR3C2	89.7154	NR3C2	597.5784
NR4A1	2774.2758	NR4A1	2468.3756
NR4A2	518.5747	NR4A2	257.0664
NR4A3	53.2377	NR4A3	132.5709
NR5A2	100.0672	NR5A2	86.8104
NR6A1	29.5765	NR6A1	14.8049
NRARP	661.0348	NRARP	185.0609
NRAS	1613.8911	NRAS	1438.0912
NRBF2	395.3392	NRBF2	464.3346
NRBP1	2278.3765	NRBP1	1960.2994
NRBP2	1162.8494	NRBP2	1156.7987
NRCAM	333.7215	NRCAM	91.521
NRD1	3443.6907	NRD1	2359.3579
NRF1	375.6216	NRF1	395.0209
NRG1	12.8165	NRG1	320.9965
removed	removed	NRG2	168.9101
removed	removed	NRG3	76.7161
NRGN	46.8295	NRGN	80.7538
NRIP1	5467.2163	NRIP1	1767.8361
NRIP2	85.2789	NRIP2	281.9655
NRIP3	199.6414	NRIP3	87.4833
NRK	217.8802	NRK	201.8846
NRL	17.253	NRL	18.1696
NRM	798.5655	NRM	401.7503
NRN1	126.1931	NRN1	209.96
NRP1	2350.8389	NRP1	2063.9335
NRP2	1465.5156	NRP2	763.1238
NRSN2	611.7406	NRSN2	722.7468
NRTN	29.0836	NRTN	24.8991
removed	removed	NRXN1	88.1563
NRXN2	99.0813	NRXN2	241.5886
NRXN3	67.0401	NRXN3	72.6785
NSA2	1066.2329	NSA2	1625.171
NSD1	2783.1488	NSD1	3824.3671
NSDHL	384.4945	NSDHL	313.5941
NSFL1C	834.0573	NSFL1C	1129.2078
NSF	1407.3485	NSF	1200.5404
NSL1	524.9829	NSL1	507.4033
NSMAF	665.4023	NSMAF	1103.4877
NSMCE1	1588.2581	NSMCE1	820.3244
NSMCE2	296.7509	NSMCE2	242.9345
NSMCE4A	527.4476	NSMCE4A	506.7303
NSUN2	1265.8743	NSUN2	1259.0869
NSUN3	116.3342	NSUN3	125.8414
NSUN4	675.8231	NSUN4	802.1548
NSUN5P1	117.8131	NSUN5P1	164.1995
NSUN5P2	378.8405	NSUN5P2	543.6617
NSUN5	523.0111	NSUN5	401.7503
NSUN6	206.5426	NSUN6	222.0731
NSUN7	45.3506	NSUN7	327.053
NT5C2	915.3927	NT5C2	1960.2994
NT5C3L	287.385	NT5C3L	777.2557
NT5C3	410.1275	NT5C3	445.492
NT5C	259.7803	NT5C	302.1539
NT5DC1	457.4499	NT5DC1	808.8843
NT5DC2	804.2048	NT5DC2	2390.9529
NT5DC3	380.551	NT5DC3	493.9443
NT5E	488.5052	NT5E	646.7036
NT5M	50.773	NT5M	84.1186
NTAN1	677.7948	NTAN1	332.4366
removed	removed	NTF3	100.2693
removed	removed	NTF4	70.6596
NTHL1	462.3793	NTHL1	225.4378
NTM	525.4758	NTM	260.4311
NTN1	208.5143	NTN1	1152.0881
NTN4	891.2386	NTN4	2076.0466
NTN5	16.76	NTN5	12.1131
NTNG2	29.5765	NTNG2	13.459
NTRK1	23.1683	NTRK1	52.49
NTRK2	382.0298	NTRK2	11617.7854
NTRK3	519.5605	NTRK3	151.4134
NTSR1	5.4224	removed	removed
NUAK1	789.1996	NUAK1	298.7892
NUAK2	233.1614	NUAK2	48.4523
NUB1	1746.3396	NUB1	1269.1071
NUBP1	575.5735	NUBP1	266.0233
NUBP2	1563.1181	NUBP2	634.5906
NUBPL	305.6238	NUBPL	441.4543
NUCB1	5388.8386	NUCB1	5208.6225
NUCB2	789.0222	NUCB2	1096.8121
NUCKS1	7622.3574	NUCKS1	9934.7408
NUDCD1	497.3782	NUDCD1	481.1583
NUDCD2	308.0886	NUDCD2	409.8257
NUDCD3	2174.8587	NUDCD3	2145.3603
NUDC	2060.0033	NUDC	1320.9982
NUDT10	34.013	NUDT10	55.1818
NUDT11	46.3365	NUDT11	51.817
NUDT12	448.5769	NUDT12	431.3601
NUDT13	34.9989	NUDT13	68.6408
NUDT14	248.9356	NUDT14	273.2171
NUDT15	273.07	NUDT15	506.0035
NUDT16L1	1012.9952	NUDT16L1	406.461
NUDT16P1	94.6448	NUDT16P1	65.276
NUDT16	887.295	NUDT16	803.5007
NUDT17	30.5624	NUDT17	50.4711
NUDT18	108.9401	NUDT18	56.5277
NUDT19	279.005	NUDT19	598.2513
NUDT1	221.8238	NUDT1	141.9922
NUDT21	1990.4985	NUDT21	2767.1648
NUDT22	299.0234	NUDT22	266.4002
NUDT2	423.9299	NUDT2	411.8446
NUDT3	447.5911	NUDT3	419.247
NUDT4	983.9116	NUDT4	749.6648
NUDT5	616.7834	NUDT5	441.7168
NUDT6	70.9195	NUDT6	96.3999
NUDT7	34.9989	NUDT7	91.521
NUDT8	60.6318	NUDT8	97.5776
removed	removed	NUDT9P1	5.3836
NUDT9	569.3477	NUDT9	513.4598
NUF2	145.4178	NUF2	156.1241
NUFIP1	212.9508	NUFIP1	316.9588
NUFIP2	1830.7854	NUFIP2	3028.2689
NUMA1	13256.9175	NUMA1	10349.5531
NUMBL	487.0264	NUMBL	305.5187
NUMB	1773.6042	NUMB	1963.6641
NUP107	930.6739	NUP107	807.5384
NUP133	1427.0662	NUP133	1370.1234
NUP153	1571.9911	NUP153	2012.7894
NUP155	838.4938	NUP155	818.9785
NUP160	1336.8579	NUP160	1580.0834
NUP188	1607.9758	NUP188	1883.5832
NUP205	1849.5172	NUP205	1795.427
NUP210	2893.0748	NUP210	1677.661
NUP214	1594.6664	NUP214	1993.2739
NUP35	294.7791	NUP35	260.4311
NUP37	267.1744	NUP37	268.5065
NUP43	593.9947	NUP43	847.2423
NUP50	1391.0815	NUP50	1199.8674
NUP54	591.0371	NUP54	836.4752
NUP62CL	37.9565	NUP62CL	18.1696
NUP62	1840.6393	NUP62	1741.7862
NUP85	707.3713	NUP85	544.4155
NUP88	387.8071	NUP88	945.6476
NUP93	648.2183	NUP93	796.7712
NUP98	1499.0357	NUP98	2917.9053
NUPL1	1026.3046	NUPL1	1079.4096
NUPL2	283.4415	NUPL2	430.6871
NUPR1	2817.1618	NUPR1	1411.1733
NUS1	739.9055	NUS1	1320.9982
NUSAP1	970.6022	NUSAP1	915.2102
NUTF2	1059.3317	NUTF2	1211.3076
NVL	768.0032	NVL	409.1528
NWD1	19.7177	NWD1	18.1696
NXF1	3545.2366	NXF1	2143.3414
NXNL2	31.5483	removed	removed
NXN	535.8276	NXN	892.3299
NXPH3	493.9276	NXPH3	162.1806
NXPH4	23.6612	NXPH4	20.1885
NXT1	199.1484	NXT1	203.9034
NXT2	289.8497	NXT2	433.3789
NYNRIN	692.0901	NYNRIN	1209.2887
OAF	685.6819	OAF	1760.4336
OAS1	812.8608	OAS1	724.7657
OAS2	2680.6169	OAS2	1588.1588
OAS3	4117.049	OAS3	2868.1071
OASL	259.7803	OASL	103.6341
OAT	3298.2729	OAT	8261.1175
OAZ1	6043.4651	OAZ1	5555.191
OAZ2	1868.249	OAZ2	1781.968
OAZ3	63.7571	OAZ3	6.3324
OBFC1	693.076	OBFC1	580.0817
OBFC2A	146.8966	OBFC2A	221.4001
OBFC2B	731.5255	OBFC2B	458.278
OBP2A	7.3941	OBP2A	44.4146
OBP2B	76.8989	OBP2B	447.5108
OBSCN	463.8581	OBSCN	1067.1418
OBSL1	2164.014	OBSL1	2374.8358
removed	removed	OCA2	6.7295
OCEL1	283.4415	OCEL1	152.7593
OCIAD1	2039.2998	OCIAD1	2112.3858
OCIAD2	541.25	OCIAD2	464.3346
removed	removed	OCLM	5.3836
OCLN	324.3556	OCLN	493.2714
OCRL	1351.1532	OCRL	1092.1956
removed	removed	ODAM	7.4024
ODC1	582.1641	ODC1	1651.416
ODF2L	357.8757	ODF2L	397.7126
ODF2	1525.1616	ODF2	910.4995
ODF3B	174.9943	ODF3B	127.8602
ODZ1	39.9283	ODZ1	43.7417
ODZ2	17.7459	ODZ2	777.2557
ODZ3	979.4751	ODZ3	124.4955
ODZ4	475.1958	ODZ4	736.2058
OFD1	637.3736	OFD1	1073.3531
removed	removed	OGDHL	9.4213
OGDH	2102.3963	OGDH	2862.7235
OGFOD1	649.2042	OGFOD1	951.5494
OGFOD2	337.1918	OGFOD2	235.5589
OGFRL1	901.5904	OGFRL1	1685.0634
OGFR	1152.4977	OGFR	840.2639
OGG1	437.2393	OGG1	319.6506
OGN	380.551	OGN	2366.7604
OGT	2885.1877	OGT	4472.4167
OIP5	81.6016	OIP5	55.7067
OIT3	8.873	OIT3	16.1508
OLA1	1647.9041	OLA1	2021.5377
removed	removed	OLAH	6.0565
OLFM1	1004.1222	OLFM1	413.8634
OLFM2	361.3263	OLFM2	948.1846
removed	removed	OLFM4	123.1496
OLFML1	506.2511	OLFML1	510.0951
OLFML2A	1051.9376	OLFML2A	2715.3478
OLFML2B	2699.3487	OLFML2B	1543.0712
OLFML3	1581.8499	OLFML3	2767.1648
OLR1	539.7712	OLR1	110.3636
OMA1	317.9474	OMA1	308.8834
OMD	878.4221	OMD	86.1374
removed	removed	ONECUT2	8.0754
OPA1	1766.2101	OPA1	1956.2617
OPA3	551.6018	OPA3	560.5662
OPCML	27.6047	removed	removed
OPHN1	366.2557	OPHN1	463.6616
OPLAH	503.2935	OPLAH	544.4155
OPN3	321.5459	OPN3	493.4665
OPRD1	6.4082	removed	removed
OPRL1	185.3461	OPRL1	66.6219
OPTN	2252.7435	OPTN	1948.1863
OR1F1	8.38	removed	removed
removed	removed	OR2A1	8.7483
OR2A4	13.8024	OR2A4	21.5344
OR2A7	40.4212	OR2A7	104.307
OR2A9P	96.6166	OR2A9P	157.47
OR2B6	5.4224	removed	removed
removed	removed	OR2L13	7.4024
OR2W3	5.6097	removed	removed
OR51E1	29.5765	OR51E1	8.7483
OR7E91P	13.8024	OR7E91P	9.4213
ORAI1	506.7441	ORAI1	410.4987
ORAI2	990.9558	ORAI2	665.129
ORAI3	1219.0448	ORAI3	405.1151
ORAOV1	589.0653	ORAOV1	209.287
ORC1L	143.446	ORC1L	152.0864
ORC2L	501.3217	ORC2L	537.686
ORC3L	335.6933	ORC3L	587.4842
ORC4L	536.3206	ORC4L	506.7303
ORC5L	331.2568	ORC5L	390.3102
ORC6L	87.7436	ORC6L	103.6341
ORMDL1	464.844	ORMDL1	537.013
ORMDL2	381.0144	ORMDL2	258.6949
ORMDL3	1490.6557	ORMDL3	2238.9001
OS9	5535.7352	OS9	5752.365
OSBP2	141.9672	OSBP2	113.7283
OSBPL10	461.8864	OSBPL10	588.1571
OSBPL11	519.5605	OSBPL11	557.2015
OSBPL1A	758.1443	OSBPL1A	2262.4533
OSBPL2	1028.7693	OSBPL2	1225.4395
OSBPL3	403.2263	OSBPL3	393.002
OSBPL5	457.9428	OSBPL5	820.9973
OSBPL6	308.5815	OSBPL6	60.5654
OSBPL7	587.0936	OSBPL7	308.8834
OSBPL8	1986.0621	OSBPL8	2055.1852
OSBPL9	1749.4501	OSBPL9	1837.8227
OSBP	2119.1563	OSBP	2753.7058
OSCAR	120.2778	OSCAR	52.49
OSCP1	277.5262	OSCP1	135.2627
OSGEPL1	167.1072	OSGEPL1	193.8092
OSGEP	370.1992	OSGEP	393.002
OSGIN1	54.7165	OSGIN1	88.1563
OSGIN2	757.1584	OSGIN2	608.3456
OSMR	650.683	OSMR	792.0606
OSM	77.8848	OSM	22.2073
OSR1	20.7036	OSR1	730.8222
OSR2	188.3037	OSR2	54.5088
OST4	1558.6718	OST4	1541.7119
OSTCL	10.3518	removed	removed
OSTC	2031.9057	OSTC	1651.416
OSTF1	730.0466	OSTF1	596.9054
OSTM1	383.5086	OSTM1	507.4033
OSTalpha	45.3506	OSTalpha	8.7483
OTOA	13.8024	OTOA	15.4778
removed	removed	OTOF	71.3326
OTUB1	1701.1418	OTUB1	1379.5447
OTUB2	172.5296	OTUB2	88.1563
OTUD1	292.8074	OTUD1	239.5697
OTUD3	346.0451	OTUD3	310.9023
OTUD4	1233.3401	OTUD4	1576.7187
OTUD5	1357.0685	OTUD5	1116.4218
OTUD6B	259.7803	OTUD6B	319.6506
OTUD7A	15.7741	OTUD7A	39.704
OTUD7B	1652.3405	OTUD7B	1053.1646
OTX1	115.3484	OTX1	5.3836
OVCA2	295.7601	OVCA2	324.1257
removed	removed	OVCH2	13.459
OVGP1	57.1812	OVGP1	24.8991
OVOL1	360.8333	OVOL1	41.0499
OVOL2	107.9542	OVOL2	220.7272
OXA1L	1727.7606	OXA1L	2061.2417
OXCT1	519.0676	OXCT1	1417.9028
removed	removed	OXCT2	7.4024
OXER1	11.3377	OXER1	32.9745
OXGR1	16.76	OXGR1	209.287
OXNAD1	231.6826	OXNAD1	209.96
OXR1	922.7868	OXR1	1458.2797
OXSM	171.0508	OXSM	257.0664
OXSR1	1225.453	OXSR1	1361.3751
OXTR	46.3365	OXTR	3095.5638
P2RX1	27.1118	P2RX1	19.5155
P2RX4	684.696	P2RX4	586.1383
P2RX5	25.1154	P2RX5	34.0445
removed	removed	P2RX6	6.0565
P2RX7	99.5742	P2RX7	105.6529
P2RY10	44.3648	P2RY10	11.4401
P2RY11	217.8654	P2RY11	86.1172
P2RY12	10.3518	P2RY12	51.817
P2RY13	88.7295	P2RY13	74.6973
P2RY14	41.4071	P2RY14	28.9368
P2RY1	25.633	P2RY1	44.4146
P2RY2	28.0977	P2RY2	75.3702
P2RY4	8.873	removed	removed
P2RY6	96.1236	P2RY6	43.7417
P2RY8	115.3484	P2RY8	78.062
P4HA1	1218.0589	P4HA1	824.3621
P4HA2	801.5232	P4HA2	848.5882
P4HA3	301.6803	P4HA3	10.7672
P4HB	14872.0508	P4HB	16817.6595
P4HTM	804.9738	P4HTM	578.0629
P704P	26.1259	P704P	21.5344
PA2G4P4	36.9706	PA2G4P4	55.8547
PA2G4	2712.6581	PA2G4	2888.9685
PAAF1	278.0191	PAAF1	337.1473
PABPC1L	591.53	PABPC1L	317.6318
PABPC1	22180.4043	PABPC1	37420.6551
PABPC3	296.7509	PABPC3	460.9698
PABPC4L	29.0836	PABPC4L	83.4456
PABPC4	2170.4223	PABPC4	3552.4959
PABPC5	222.3167	PABPC5	26.245
PABPN1	2433.8503	PABPN1	2431.7134
PACRGL	242.0344	PACRGL	257.7393
removed	removed	PACRG	35.6663
PACS1	7373.4218	PACS1	2596.2359
PACS2	1488.7924	PACS2	1302.1556
PACSIN1	81.8283	PACSIN1	18.1696
PACSIN2	983.9116	PACSIN2	2346.5719
PACSIN3	553.5735	PACSIN3	915.8831
PADI2	833.5644	PADI2	13789.3906
PADI3	8.873	PADI3	5.3836
PAF1	1418.6862	PAF1	1181.6978
PAFAH1B1	2534.2132	PAFAH1B1	3578.0679
PAFAH1B2	441.6758	PAFAH1B2	637.9553
PAFAH1B3	992.9522	PAFAH1B3	433.8769
PAFAH2	681.2454	PAFAH2	446.1649
PAG1	300.2015	PAG1	222.0731
PAICS	3248.4857	PAICS	3539.0369
PAIP1	929.1951	PAIP1	1121.1324
PAIP2B	234.1473	PAIP2B	279.9466
PAIP2	2053.5951	PAIP2	1315.6146
PAK1IP1	295.765	PAK1IP1	321.6695
PAK1	700.4701	PAK1	1224.0936
PAK2	2659.4204	PAK2	2337.8236
removed	removed	PAK3	144.684
PAK4	2053.5951	PAK4	1292.0614
PAK6	28.1963	PAK6	113.8629
removed	removed	PAK7	62.5842
PALB2	732.0184	PALB2	433.3789
PALLD	6630.5587	PALLD	5191.7988
PALM2-AKAP2	781.7217	PALM2-AKAP2	1430.709
PALM2	13.0728	PALM2	60.9826
PALM3	28.0977	PALM3	28.2638
PALMD	410.1275	PALMD	1644.6865
PALM	1311.2249	PALM	506.7303
PAMR1	67.533	PAMR1	1064.6048
PAM	2530.7626	PAM	2771.2025
PAN2	719.2019	PAN2	1065.9506
PAN3	1365.4485	PAN3	1592.1965
PANK1	176.9661	PANK1	231.4943
PANK2	303.6521	PANK2	400.4044
PANK3	1132.78	PANK3	1272.5459
PANK4	422.944	PANK4	351.2792
PANX1	276.0473	PANX1	449.5297
PANX2	119.7848	PANX2	12.1131
PAOX	155.7696	PAOX	106.3259
PAPD4	1071.6552	PAPD4	1151.4151
PAPD5	384.4945	PAPD5	366.0841
PAPD7	595.9665	PAPD7	736.2058
PAPLN	231.6826	PAPLN	515.196
PAPOLA	3700.0203	PAPOLA	3457.6101
PAPOLG	388.4381	PAPOLG	362.0464
PAPPA2	8.38	PAPPA2	49.7982
PAPPA	97.6025	PAPPA	201.8846
PAPSS1	2342.4589	PAPSS1	3549.1311
PAPSS2	498.857	PAPSS2	755.7213
PAQR3	282.9633	PAQR3	306.2253
PAQR4	2758.4573	PAQR4	495.6199
PAQR5	71.9695	PAQR5	47.1064
PAQR6	184.3602	PAQR6	74.6973
PAQR7	238.5838	PAQR7	469.0452
PAQR8	223.7955	PAQR8	186.4068
PAR-SN	76.6327	PAR-SN	68.6408
PAR5	26.6189	PAR5	56.5277
PARD3B	110.4189	PARD3B	168.2372
PARD3	589.5583	PARD3	1451.5502
PARD6A	147.8825	PARD6A	64.6031
PARD6B	1435.9391	PARD6B	96.2317
PARD6G	281.4697	PARD6G	317.6318
PARG	678.7807	PARG	560.5662
PARK2	22.6753	PARK2	103.6341
PARK7	3392.9177	PARK7	2710.6371
PARL	732.5114	PARL	631.2258
PARM1	378.0863	PARM1	944.8199
PARN	2156.6199	PARN	1015.4795
PARP10	2515.9744	PARP10	1511.4427
PARP11	407.1698	PARP11	364.7382
PARP12	984.8975	PARP12	576.717
PARP14	3429.3953	PARP14	1897.7152
PARP15	21.6894	PARP15	7.4024
PARP16	317.9474	PARP16	328.3989
PARP1	4222.0456	PARP1	3590.854
PARP2	485.0546	PARP2	448.1838
PARP3	828.635	PARP3	664.8733
PARP4	1759.3089	PARP4	2060.5687
PARP6	897.6468	PARP6	973.649
PARP8	198.1626	PARP8	269.1795
PARP9	2624.3969	PARP9	1455.0765
PARS2	190.2755	PARS2	174.2937
removed	removed	PART1	98.2505
PARVA	1756.8442	PARVA	3261.1091
PARVB	394.3534	PARVB	412.5175
PARVG	262.245	PARVG	144.011
PASK	484.0687	PASK	238.8968
PATL1	1876.629	PATL1	1364.7398
removed	removed	PATL2	9.4213
PATZ1	1919.022	PATZ1	1440.1101
PAWR	495.4064	PAWR	399.7315
PAX1	5.9153	removed	removed
PAX2	10.8447	removed	removed
PAX3	7.8871	PAX3	5.3836
PAX6	17.253	PAX6	39.704
PAX8	35.4918	PAX8	28.9368
PAX9	70.9836	PAX9	14.8049
PAXIP1	629.1218	PAXIP1	540.8757
PBK	465.8299	PBK	277.9278
PBLD	163.6566	PBLD	216.6895
PBRM1	1515.3028	PBRM1	2230.8247
PBX1	5165.043	PBX1	4895.7014
PBX2	1290.0284	PBX2	1447.5125
PBX3	448.5769	PBX3	295.4245
PBX4	18.2388	PBX4	8.0754
PBXIP1	2376.4719	PBXIP1	2139.3037
PCBD1	810.8891	PCBD1	818.9785
PCBD2	380.058	PCBD2	312.2078
PCBP1	5814.7402	PCBP1	5378.2055
PCBP2	8959.4173	PCBP2	11382.3677
PCBP3	9.3659	PCBP3	30.9556
PCBP4	650.1901	PCBP4	814.2679
PCCA	340.3614	PCCA	547.1207
PCCB	815.7988	PCCB	1161.2267
PCDH10	13.3094	removed	removed
removed	removed	PCDH11X	100.2693
PCDH12	588.5724	PCDH12	450.2026
PCDH17	209.5002	PCDH17	88.1563
PCDH18	558.9959	PCDH18	2604.3112
PCDH19	235.6261	PCDH19	277.2548
PCDH1	1468.9662	PCDH1	973.7567
PCDH20	27.1118	removed	removed
PCDH7	715.2584	PCDH7	465.0075
PCDH9	23.1683	PCDH9	37.6851
PCDHA10	194.5838	PCDHA10	52.1064
PCDHA11	241.4478	PCDHA11	49.5896
PCDHA12	32.268	PCDHA12	60.1953
PCDHA13	33.4412	PCDHA13	5.8277
PCDHA1	8.873	PCDHA1	7.0929
PCDHA2	17.7459	PCDHA2	12.9004
PCDHA3	93.5554	PCDHA3	18.5532
PCDHA4	10.8546	PCDHA4	15.5989
PCDHA5	65.8521	PCDHA5	34.2531
PCDHA6	186.7017	PCDHA6	85.6394
PCDHA7	12.8165	PCDHA7	8.9233
PCDHA9	6.4082	removed	removed
PCDHAC1	16.76	PCDHAC1	30.6259
PCDHAC2	20.2106	PCDHAC2	58.7215
PCDHB10	56.1954	PCDHB10	102.2882
PCDHB11	32.0412	PCDHB11	36.3392
PCDHB12	34.9989	PCDHB12	47.7794
PCDHB13	36.9706	PCDHB13	58.5465
PCDHB14	94.1519	PCDHB14	166.2183
PCDHB15	32.5342	PCDHB15	35.6663
PCDHB16	138.5166	PCDHB16	331.0907
PCDHB18	9.3659	PCDHB18	10.7672
removed	removed	PCDHB19P	6.0565
PCDHB2	189.7826	PCDHB2	126.5143
PCDHB3	28.5906	PCDHB3	86.8104
PCDHB4	65.5612	PCDHB4	238.2238
PCDHB5	32.5342	PCDHB5	123.1496
PCDHB6	15.2812	PCDHB6	74.6973
PCDHB7	32.0412	PCDHB7	151.4134
PCDHB8	20.2106	PCDHB8	58.5465
PCDHB9	37.9565	PCDHB9	113.0554
PCDHGA10	61.2579	PCDHGA10	78.735
PCDHGA11	35.9946	PCDHGA11	128.9841
PCDHGA12	51.7589	PCDHGA12	145.9827
removed	removed	PCDHGA1	16.8237
PCDHGA2	44.3549	PCDHGA2	216.5145
PCDHGA3	12.8165	PCDHGA3	51.1441
PCDHGA4	19.8508	PCDHGA4	55.3164
PCDHGA5	18.7318	PCDHGA5	57.2006
PCDHGA6	37.2072	PCDHGA6	76.0432
PCDHGA7	14.2953	PCDHGA7	40.2491
removed	removed	PCDHGA8	12.1131
PCDHGA9	72.3589	PCDHGA9	85.4645
PCDHGB1	10.8447	PCDHGB1	44.5559
PCDHGB2	53.0898	PCDHGB2	43.0687
PCDHGB3	9.8588	PCDHGB3	33.6474
PCDHGB4	27.1118	PCDHGB4	120.3636
PCDHGB5	147.8529	PCDHGB5	257.1135
PCDHGB6	42.8859	PCDHGB6	170.7944
PCDHGB7	174.7774	PCDHGB7	366.7503
PCDHGC3	1382.105	PCDHGC3	2767.185
removed	removed	PCDHGC4	10.2625
PCDHGC5	8.9666	PCDHGC5	43.3581
PCF11	1068.2046	PCF11	1730.8239
PCGF1	251.4003	PCGF1	175.6396
PCGF2	806.3589	PCGF2	818.0969
PCGF3	1520.2322	PCGF3	1297.445
PCGF5	964.1939	PCGF5	1448.8584
PCGF6	148.8684	PCGF6	204.5764
PCID2	659.556	PCID2	777.9286
PCIF1	1172.2153	PCIF1	1009.423
PCK1	32.5342	PCK1	30.2827
PCK2	1125.8788	PCK2	606.3267
PCLO	336.1862	PCLO	477.7935
PCM1	6150.9264	PCM1	4637.962
PCMT1	1119.4706	PCMT1	1010.0959
PCMTD1	1236.7907	PCMTD1	1792.0622
PCMTD2	1059.8246	PCMTD2	1590.1776
PCNA	1404.3909	PCNA	1724.0944
PCNP	1666.6359	PCNP	2255.0509
PCNT	1089.8941	PCNT	1274.5647
PCNXL2	394.8463	PCNXL2	561.2392
PCNXL3	2976.3819	PCNXL3	1401.752
PCNX	1370.3779	PCNX	2540.3811
PCOLCE2	76.406	PCOLCE2	134.5897
PCOLCE	2404.89	PCOLCE	3694.4477
PCOTH	69.3815	PCOTH	16.7901
PCP2	109.4331	PCP2	18.8426
PCP4L1	5.4224	PCP4L1	39.031
PCSK1N	69.9977	PCSK1N	8.0754
PCSK1	7.3941	removed	removed
PCSK4	208.0214	PCSK4	35.6663
PCSK5	162.1778	PCSK5	127.1873
PCSK6	1976.6962	PCSK6	775.9098
PCSK7	551.4046	PCSK7	707.1344
PCSK9	12.3235	PCSK9	45.7605
PCTP	358.8616	PCTP	348.5874
PCYOX1L	453.5064	PCYOX1L	320.9965
PCYOX1	3241.0916	PCYOX1	3408.4849
PCYT1A	517.0958	PCYT1A	438.7625
PCYT1B	30.0694	PCYT1B	70.6596
PCYT2	495.8993	PCYT2	431.3601
PC	1141.653	PC	1483.1788
PDAP1	1762.7595	PDAP1	1639.3029
PDCD10	970.6022	PDCD10	502.6926
PDCD11	1409.3203	PDCD11	1900.407
PDCD1LG2	85.7719	PDCD1LG2	32.9745
PDCD1	37.4636	PDCD1	6.0565
PDCD2L	124.2213	PDCD2L	106.9988
PDCD2	394.3534	PDCD2	728.1304
PDCD4	7306.7268	PDCD4	9512.2031
PDCD5	616.6701	PDCD5	569.9875
PDCD6IP	3917.4076	PDCD6IP	3724.0978
PDCD6	1407.3485	PDCD6	1149.3963
PDCD7	450.5487	PDCD7	532.3024
PDCL3	315.4827	PDCL3	304.8457
PDCL	452.5205	PDCL	537.686
PDDC1	725.6102	PDDC1	1522.2098
PDE10A	184.3602	PDE10A	152.0864
PDE11A	19.2247	PDE11A	97.5776
PDE12	648.2183	PDE12	760.432
PDE1A	67.533	PDE1A	57.8736
PDE1B	115.3484	PDE1B	259.7582
removed	removed	PDE1C	411.1716
PDE2A	123.2354	PDE2A	271.8713
