gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
FAM120B	1203.9025	FAM120B	1089.5722
FAM120C	197.0975	FAM120C	347.5936
FAM122A	340.0282	FAM122A	754.4563
FAM122B	734.2232	FAM122B	620.3209
FAM122C	25.5109	FAM122C	29.8574
FAM123B	172.6351	FAM123B	235.7398
FAM124A	21.3173	FAM124A	66.8449
FAM124B	40.5378	FAM124B	57.041
FAM125A	947.7456	FAM125A	424.2424
FAM125B	372.1788	FAM125B	441.1765
FAM126A	203.3879	FAM126A	1331.1052
FAM126B	325.0012	FAM126B	560.6061
FAM127A	1583.0706	FAM127A	1177.3619
FAM127B	789.788	FAM127B	637.2549
FAM127C	283.0656	FAM127C	342.6916
FAM128A	745.0566	FAM128A	292.7807
FAM128B	1815.4639	FAM128B	684.0463
FAM129A	416.5607	FAM129A	5307.4866
FAM129B	6432.2289	FAM129B	3450.5348
FAM131A	331.6411	FAM131A	339.5722
FAM131B	134.893	FAM131B	100.2674
FAM131C	8.3871	removed	removed
FAM132A	114.2746	removed	removed
removed	removed	FAM133A	9.8039
FAM133B	113.9252	FAM133B	93.5829
FAM134A	2662.9134	FAM134A	2324.4207
FAM134B	706.9651	FAM134B	452.3173
FAM134C	1686.5118	FAM134C	1750.4456
FAM135A	217.017	FAM135A	283.8681
FAM136A	818.7935	FAM136A	492.8699
FAM13AOS	10.3511	FAM13AOS	54.7371
FAM13A	832.2059	FAM13A	1808.008
FAM13B	676.8099	FAM13B	1302.0232
FAM13C	50.3857	FAM13C	242.2816
FAM149A	34.2474	FAM149A	150.1783
FAM149B1	403.98	FAM149B1	509.8039
removed	removed	FAM150B	18.2709
FAM151B	25.5109	FAM151B	23.1729
removed	removed	FAM153A	6.2389
FAM154B	8.7366	FAM154B	36.5419
FAM155A	235.1891	FAM155A	18.2709
FAM155B	23.0646	FAM155B	71.3012
FAM156A	373.9262	FAM156A	759.3583
removed	removed	FAM157A	9.8039
FAM158A	252.6623	FAM158A	83.3333
FAM160A1	71.9895	FAM160A1	198.7522
FAM160A2	744.3577	FAM160A2	995.9893
FAM160B1	683.551	FAM160B1	750.4456
FAM160B2	941.1058	FAM160B2	1281.6399
FAM161A	107.2854	FAM161A	96.7023
FAM161B	161.8017	FAM161B	238.1952
FAM162A	1235.0047	FAM162A	514.2602
removed	removed	FAM162B	24.0642
FAM164A	372.8778	FAM164A	270.0535
FAM164C	100.2961	FAM164C	86.8984
FAM165B	297.7431	FAM165B	305.2585
removed	removed	FAM166B	18.7166
FAM167A	105.538	FAM167A	88.2353
FAM167B	74.7852	FAM167B	81.9964
FAM168A	423.2005	FAM168A	425.5793
FAM168B	2846.7313	FAM168B	3639.4831
FAM169A	185.5652	FAM169A	98.0392
FAM171A1	138.7371	FAM171A1	644.8307
FAM171A2	73.3874	removed	removed
FAM171B	202.6889	FAM171B	243.7611
FAM172A	653.4971	FAM172A	692.959
FAM173A	227.1514	FAM173A	77.9857
FAM173B	319.4098	FAM173B	204.0998
FAM174A	379.867	FAM174A	274.5098
FAM174B	1250.3811	FAM174B	908.6453
FAM175A	146.946	FAM175A	317.607
FAM175B	297.0441	FAM175B	461.6756
FAM176A	209.3288	FAM176A	49.4652
FAM176B	672.6932	FAM176B	263.7077
FAM177A1	809.0085	FAM177A1	638.1462
FAM178A	1078.445	FAM178A	795.9002
FAM178B	9.4355	FAM178B	6.2389
FAM179B	525.5934	FAM179B	701.426
FAM180A	77.5809	FAM180A	154.1889
removed	removed	FAM180B	11.5865
removed	removed	FAM181B	12.0321
FAM182B	18.5216	FAM182B	17.8253
FAM183A	22.3657	removed	removed
removed	removed	FAM184A	117.6471
FAM184B	35.2958	FAM184B	11.7335
FAM185A	145.7264	FAM185A	88.6809
FAM186B	6.6398	FAM186B	21.3904
FAM188A	522.4482	FAM188A	535.205
FAM188B	205.247	FAM188B	195.5793
FAM189A1	8.3871	FAM189A1	6.6845
FAM189A2	182.4201	FAM189A2	779.8574
FAM189B	2083.1531	FAM189B	492.8699
FAM18A	5.0183	FAM18A	32.295
FAM18B2	139.436	FAM18B2	171.7692
FAM18B	479.8137	FAM18B	603.3868
FAM190A	300.1893	FAM190A	79.3226
FAM190B	1163.0152	FAM190B	1365.4189
FAM192A	995.9716	FAM192A	924.2424
FAM193A	1038.6061	FAM193A	897.9501
FAM193B	552.1527	FAM193B	922.0143
FAM195A	351.211	FAM195A	143.4938
FAM195B	1524.3607	FAM195B	979.5009
FAM196A	65.6992	FAM196A	100.2674
removed	removed	FAM196B	116.7558
FAM198A	136.2908	FAM198A	136.3636
FAM198B	2909.2853	FAM198B	4265.1515
FAM199X	733.5243	FAM199X	585.1159
FAM19A2	8.3871	FAM19A2	14.2602
FAM19A5	39.4894	FAM19A5	29.8574
FAM200A	231.6944	FAM200A	139.0374
FAM200B	282.0172	FAM200B	314.6168
FAM20A	169.8394	FAM20A	247.3262
FAM20B	994.9232	FAM20B	1826.6488
FAM20C	1899.6847	FAM20C	1382.3529
FAM21A	67.097	FAM21A	422.9055
FAM21B	654.895	FAM21B	797.6827
FAM21C	1398.9032	FAM21C	1728.164
FAM22A	52.0701	FAM22A	49.9109
FAM22D	85.9681	FAM22D	120.3209
removed	removed	FAM23A	5.3476
FAM24B	17.5151	FAM24B	15.3966
FAM26E	193.6029	FAM26E	167.5579
FAM26F	77.5809	FAM26F	32.5312
removed	removed	FAM27C	10.6952
FAM32A	2735.9513	FAM32A	1225.4902
FAM35A	842.557	FAM35A	615.8645
FAM35B2	66.7476	FAM35B2	46.7914
FAM35B	269.786	FAM35B	196.0784
FAM36A	1310.2478	FAM36A	589.0508
FAM38A	3140.0257	FAM38A	3621.9162
FAM38B	268.0387	FAM38B	38.3244
FAM3A	730.3791	FAM3A	580.2139
FAM3B	39.8389	FAM3B	347.148
FAM3C	1103.2569	FAM3C	766.934
removed	removed	FAM3D	304.8128
FAM40A	829.9763	FAM40A	739.3048
FAM40B	27.9571	FAM40B	14.2602
FAM41C	14.328	FAM41C	11.5865
FAM43A	219.4632	FAM43A	549.4652
FAM43B	9.4355	FAM43B	5.3476
FAM45A	1055.0309	FAM45A	369.8752
FAM45B	446.6146	FAM45B	179.1444
FAM46A	647.9057	FAM46A	666.221
FAM46B	841.8581	FAM46B	962.5668
FAM46C	1016.5899	FAM46C	719.697
FAM47E	127.7465	FAM47E	169.1399
FAM48A	1283.3251	FAM48A	788.4314
FAM49A	45.0808	FAM49A	180.4813
FAM49B	1518.4198	FAM49B	789.6613
FAM50A	1346.1342	FAM50A	845.8111
FAM50B	191.5061	FAM50B	213.0125
FAM53A	38.0915	FAM53A	17.3797
FAM53B	785.3812	FAM53B	916.0561
FAM53C	1195.5153	FAM53C	1986.631
FAM54A	94.3552	FAM54A	5.7932
FAM54B	798.0668	FAM54B	912.197
FAM55C	1579.5759	FAM55C	793.672
FAM57A	199.5438	FAM57A	209.893
FAM58A	472.4749	FAM58A	196.5241
FAM59A	336.883	FAM59A	224.5989
removed	removed	FAM5B	17.8253
removed	removed	FAM5C	13.8146
FAM60A	1049.09	FAM60A	1321.7469
FAM63A	499.7331	FAM63A	760.6952
FAM63B	135.2425	FAM63B	419.7861
FAM64A	94.7047	FAM64A	9.8039
FAM65A	1321.6717	FAM65A	1375.2228
FAM65B	66.3981	FAM65B	245.5437
FAM65C	65.0002	FAM65C	247.3262
FAM66C	27.2582	FAM66C	41.4439
removed	removed	FAM66D	7.6114
FAM69A	262.7967	FAM69A	356.9519
FAM69B	361.6041	FAM69B	149.1087
FAM70A	34.2474	FAM70A	193.8503
FAM70B	32.1507	FAM70B	27.6292
FAM71D	12.2312	FAM71D	12.4777
FAM71E1	96.8574	FAM71E1	20.3075
removed	removed	FAM71E2	12.9234
FAM71F2	18.1721	FAM71F2	17.8253
FAM72A	66.0486	removed	removed
FAM72B	127.5543	FAM72B	24.9554
FAM72D	48.5755	removed	removed
FAM73A	494.1417	FAM73A	783.8681
FAM73B	569.6258	FAM73B	493.7611
FAM76A	337.5819	FAM76A	286.9875
FAM76B	122.3123	FAM76B	287.8788
FAM78A	171.9361	FAM78A	150.1783
FAM78B	15.3764	FAM78B	10.2496
FAM7A3	5.5914	removed	removed
FAM81A	29.355	FAM81A	22.2816
FAM81B	9.785	removed	removed
FAM82A1	54.1669	FAM82A1	115.8645
FAM82A2	658.0402	FAM82A2	1063.2799
FAM82B	354.7057	FAM82B	1009.8039
FAM83A	140.8339	FAM83A	11.1408
FAM83B	24.113	FAM83B	102.4955
FAM83D	310.6732	FAM83D	32.0856
FAM83E	129.651	FAM83E	17.8253
FAM83F	182.0706	FAM83F	244.6524
FAM83G	114.6241	FAM83G	152.2995
FAM83H	2412.6974	FAM83H	1175.5793
FAM84A	148.1726	FAM84A	131.4617
FAM84B	1560.3554	FAM84B	2655.0802
FAM86A	367.4226	FAM86A	223.9439
FAM86B1	38.441	FAM86B1	143.4938
removed	removed	FAM86B2	14.7059
FAM86C	262.0978	FAM86C	156.4171
FAM86D	73.0379	FAM86D	185.3832
FAM89A	61.1561	FAM89A	544.5633
FAM89B	2207.5622	FAM89B	721.9251
FAM8A1	802.3687	FAM8A1	1416.6667
removed	removed	FAM90A1	16.934
FAM91A1	1043.4986	FAM91A1	911.7647
FAM92A1	123.0112	FAM92A1	110.0713
removed	removed	FAM95B1	36.9875
FAM96A	521.3998	FAM96A	373.4403
FAM96B	529.787	FAM96B	473.262
FAM98A	1214.3864	FAM98A	799.9109
FAM98B	265.243	FAM98B	392.6025
FAM98C	142.5812	FAM98C	180.0357
FANCA	185.7469	FANCA	60.5971
FANCB	35.6453	FANCB	11.1408
FANCC	653.8466	FANCC	237.5223
FANCD2	469.3298	FANCD2	162.2103
FANCE	108.3337	FANCE	132.3529
FANCF	631.1314	FANCF	287.4332
FANCG	642.6638	FANCG	264.2602
FANCI	782.4702	FANCI	228.721
FANCL	204.0903	FANCL	290.0267
FANCM	96.452	FANCM	137.7005
FANK1	288.3076	FANK1	136.3636
FAP	1345.4353	FAP	186.2745
FAR1	1136.1065	FAR1	1355.1693
FAR2	41.5652	FAR2	127.451
FARP1	3555.4437	FARP1	2499.1087
FARP2	486.4535	FARP2	359.6257
FARS2	266.6408	FARS2	233.9572
FARSA	2368.665	FARSA	891.2656
FARSB	965.2188	FARSB	833.779
removed	removed	FASLG	15.1515
FASN	6046.7705	FASN	12848.0392
FASTKD1	449.4103	FASTKD1	315.508
FASTKD2	878.5518	FASTKD2	1046.3458
FASTKD3	168.092	FASTKD3	149.7326
FASTKD5	453.9534	FASTKD5	457.6649
FASTK	1351.0267	FASTK	772.7273
FAS	333.0389	FAS	420.2317
FAT1	3010.9793	FAT1	7271.3904
FAT2	53.1185	FAT2	1242.4242
FAT3	26.9087	FAT3	25.4011
FAT4	234.1407	FAT4	581.9964
FAU	6542.31	FAU	5771.3904
FBF1	221.6159	FBF1	166.5196
FBLIM1	1547.7747	FBLIM1	1014.7059
FBLL1	6.6398	FBLL1	10.2496
FBLN1	5277.9503	FBLN1	5815.0624
FBLN2	2887.9681	FBLN2	6037.8788
FBLN5	654.1961	FBLN5	2845.8111
FBLN7	142.5812	FBLN7	271.3904
FBL	2233.0731	FBL	2777.6292
FBN1	7893.6862	FBN1	3893.0481
FBN2	95.4036	removed	removed
FBN3	5.5914	FBN3	18.7166
FBP1	769.1696	FBP1	741.0873
FBRSL1	587.4485	FBRSL1	457.6649
FBRS	1969.9269	FBRS	1404.6346
FBXL12	313.8184	FBXL12	401.0695
FBXL13	15.7259	FBXL13	16.4884
FBXL14	673.4166	FBXL14	580.2139
FBXL15	158.3071	FBXL15	106.5062
FBXL16	559.1419	FBXL16	322.1925
FBXL17	737.3684	FBXL17	619.8752
FBXL18	659.7875	FBXL18	478.6096
FBXL19	854.0893	FBXL19	381.016
FBXL20	118.8177	FBXL20	173.3512
FBXL22	28.7679	FBXL22	50.4144
FBXL2	212.4739	FBXL2	162.656
FBXL3	1107.4505	FBXL3	1925.5793
FBXL4	303.3345	FBXL4	329.7683
FBXL5	2560.1711	FBXL5	2987.0766
FBXL6	397.0467	FBXL6	182.1078
FBXL7	529.4375	FBXL7	380.1248
FBXL8	37.7735	FBXL8	34.1756
FBXO10	264.5545	FBXO10	207.3752
FBXO11	1825.5984	FBXO11	1496.4349
FBXO15	16.0753	FBXO15	33.8681
FBXO16	80.8205	FBXO16	15.1515
FBXO17	92.6079	FBXO17	226.3815
FBXO18	1969.5949	FBXO18	1590.0668
FBXO21	1305.9459	FBXO21	1128.3422
FBXO22OS	64.2594	FBXO22OS	49.3806
FBXO22	306.5216	FBXO22	356.5909
FBXO24	12.8533	FBXO24	5.7932
FBXO25	403.6306	FBXO25	504.902
FBXO27	134.893	FBXO27	176.9162
FBXO28	838.3634	FBXO28	1068.6275
FBXO2	330.9421	FBXO2	582.8877
FBXO30	364.4906	FBXO30	516.4884
FBXO31	154.8124	FBXO31	867.2014
FBXO32	640.567	FBXO32	2088.2353
FBXO33	319.0604	FBXO33	327.0945
FBXO34	918.0412	FBXO34	858.7344
FBXO36	174.0329	FBXO36	147.0588
FBXO38	841.8581	FBXO38	808.3779
FBXO3	695.7822	FBXO3	788.7701
FBXO41	260.001	FBXO41	226.3815
FBXO42	496.5879	FBXO42	555.7041
FBXO43	13.6291	removed	removed
FBXO44	443.8189	FBXO44	335.5615
FBXO45	672.7176	FBXO45	331.1052
FBXO46	579.4108	FBXO46	367.2014
FBXO48	25.5109	FBXO48	36.9875
FBXO4	173.6835	FBXO4	173.3512
FBXO5	274.6785	FBXO5	127.8966
FBXO6	241.13	FBXO6	174.6881
FBXO7	1440.8389	FBXO7	2132.7986
FBXO8	234.0009	FBXO8	483.008
FBXO9	681.4542	FBXO9	1132.3529
FBXW11	1253.8758	FBXW11	1172.9055
FBXW2	2035.9755	FBXW2	1772.2816
FBXW4	1657.1569	FBXW4	1349.8217
FBXW5	1765.8401	FBXW5	1250
FBXW7	190.1083	FBXW7	698.3066
FBXW8	529.088	FBXW8	619.4296
FBXW9	360.4683	FBXW9	180.8556
FCER1A	9.785	FCER1A	70.8556
FCER1G	534.6795	FCER1G	356.9519
removed	removed	FCER2	16.0428
FCF1	1044.547	FCF1	844.4742
FCGBP	599.3303	FCGBP	631.9073
FCGR1A	197.7825	FCGR1A	35.1426
FCGR1B	171.2372	FCGR1B	43.2264
FCGR1C	56.6131	FCGR1C	14.2602
FCGR2A	997.3694	FCGR2A	590.9091
FCGR2B	395.9424	FCGR2B	171.123
FCGR2C	106.5864	FCGR2C	95.8111
FCGR3A	2146.4061	FCGR3A	1063.7255
FCGR3B	15.0269	FCGR3B	16.0428
FCGRT	1053.9825	FCGRT	3028.5205
FCHO1	56.9626	FCHO1	39.6613
FCHO2	655.2444	FCHO2	936.2745
FCHSD1	220.6094	FCHSD1	352.1791
FCHSD2	693.8392	FCHSD2	699.0062
FCN1	5.242	FCN1	48.574
FCN2	32.8496	removed	removed
FCN3	15.7259	FCN3	49.9109
removed	removed	FCRL5	35.6506
removed	removed	FCRL6	13.8146
FCRLB	47.8765	FCRLB	8.467
FDFT1	1565.5974	FDFT1	2085.1159
FDPS	3028.4734	FDPS	1169.3316
FDX1L	250.3628	FDX1L	145.4055
FDX1	169.1404	FDX1	321.3012
FDXACB1	71.9895	FDXACB1	104.4964
FDXR	465.8351	FDXR	224.1533
FECH	945.2993	FECH	657.754
FEM1A	653.4971	FEM1A	1017.3797
FEM1B	1082.988	FEM1B	2750.4456
FEM1C	712.207	FEM1C	1066.3993
FEN1	1102.2085	FEN1	349.3761
FER1L4	9.785	FER1L4	29.8574
removed	removed	FER1L5	61.4973
FERMT1	13.2796	FERMT1	188.5027
FERMT2	1182.2357	FERMT2	2308.8235
FERMT3	305.4313	FERMT3	292.7807
FER	60.1078	FER	90.9091
FES	230.646	FES	428.6988
FEZ1	147.4737	FEZ1	244.6524
FEZ2	859.3312	FEZ2	1090.0178
FFAR2	33.898	FFAR2	45.0089
removed	removed	FFAR3	47.6827
FGB	337.9314	removed	removed
FGD1	422.8511	FGD1	225.9358
FGD2	65.3497	FGD2	130.1248
FGD3	1115.1387	FGD3	229.0553
FGD4	153.0651	FGD4	636.8093
FGD5	15117.4504	FGD5	982.1747
FGD6	946.3477	FGD6	417.1123
FGF10	6.2903	FGF10	61.0517
FGF11	42.6346	FGF11	107.3975
FGF12	26.9087	FGF12	24.5098
FGF13	295.6463	FGF13	213.9037
FGF14	214.5707	FGF14	128.7879
FGF18	12.5807	removed	removed
removed	removed	FGF19	5.7932
FGF1	335.8346	FGF1	880.5704
FGF2	42.977	FGF2	1076.0071
FGF7	184.1674	FGF7	503.1194
removed	removed	FGF9	6.2389
removed	removed	FGFBP1	225.4902
removed	removed	FGFBP2	218.3601
FGFBP3	20.6184	FGFBP3	43.672
FGFR1OP2	398.7381	FGFR1OP2	680.9269
FGFR1OP	410.4975	FGFR1OP	143.9394
FGFR1	2441.004	FGFR1	3969.697
FGFR2	3800.4178	FGFR2	2066.3993
FGFR3	347.3669	FGFR3	250.4456
FGFR4	40.1883	FGFR4	131.9073
FGFRL1	1513.1778	FGFRL1	594.0285
FGGY	85.6186	FGGY	127.0053
FGL2	226.8019	FGL2	1083.779
FGR	106.237	FGR	299.4652
FHAD1	26.4824	FHAD1	23.1729
FHDC1	162.1512	FHDC1	237.9679
FHIT	6.6398	FHIT	54.3672
FHL1	513.3622	FHL1	13890.82
FHL2	3913.2946	FHL2	2130.5704
FHL3	399.7865	FHL3	325.7576
FHL5	35.9948	FHL5	113.1907
FHOD1	523.8461	FHOD1	503.5651
FHOD3	304.7324	FHOD3	881.9073
FH	1195.5153	FH	1011.5865
FIBCD1	156.5597	FIBCD1	7.5758
FIBIN	839.7613	FIBIN	636.3636
FIBP	1900.7331	FIBP	642.6025
FICD	78.2799	FICD	98.4848
FIG4	661.8843	FIG4	652.4064
removed	removed	FIGF	449.1979
FIGNL1	268.7376	FIGNL1	292.7807
FIGNL2	18.5216	FIGNL2	38.3244
FIGN	70.2422	FIGN	112.2995
FILIP1L	1043.1492	FILIP1L	2306.5954
FILIP1	69.5433	FILIP1	99.3761
FIP1L1	871.849	FIP1L1	538.8235
FIS1	1530.7908	FIS1	1370.6417
FITM1	9.4355	FITM1	6.2389
FITM2	61.8551	FITM2	113.1907
FIZ1	648.9541	FIZ1	355.1693
FJX1	161.8017	FJX1	188.057
FKBP10	3633.7236	FKBP10	1248.2175
FKBP11	207.9309	FKBP11	290.107
FKBP14	252.6623	FKBP14	144.8307
FKBP15	1390.8446	FKBP15	1067.6381
FKBP1AP1	20.2689	FKBP1AP1	8.0214
FKBP1A	5839.203	FKBP1A	3043.4046
FKBP1B	33.1991	FKBP1B	64.1711
FKBP2	1222.0746	FKBP2	681.8182
FKBP3	1691.4043	FKBP3	813.7255
FKBP4	7818.202	FKBP4	4663.9929
FKBP5	1151.8324	FKBP5	3259.8039
FKBP7	367.9853	FKBP7	217.4688
FKBP8	7658.8465	FKBP8	3726.3815
FKBP9L	91.21	FKBP9L	52.139
FKBP9	4581.8186	FKBP9	2432.2638
FKBPL	254.759	FKBPL	105.1693
FKRP	364.8401	FKRP	390.82
FKTN	689.4919	FKTN	462.1212
FLAD1	2233.4225	FLAD1	588.2353
FLCN	421.8027	FLCN	710.3387
FLG2	26.5592	removed	removed
FLG	14.7544	FLG	29.6836
FLI1	237.6353	FLI1	678.2531
FLII	2689.1232	FLII	3581.1052
FLJ10038	99.2127	FLJ10038	378.2086
FLJ10213	8.0377	FLJ10213	31.1943
FLJ10357	617.5024	FLJ10357	1719.2513
FLJ10661	5.5914	FLJ10661	30.7487
FLJ11235	18.1721	FLJ11235	53.0303
FLJ12825	57.312	FLJ12825	10.6952
FLJ13197	25.1614	FLJ13197	44.5633
FLJ22536	48.5755	FLJ22536	30.7487
FLJ23867	910.0035	FLJ23867	606.0606
removed	removed	FLJ33360	5.7932
FLJ33630	390.7004	FLJ33630	483.9572
FLJ35024	9.785	FLJ35024	12.9234
FLJ35220	123.3607	FLJ35220	215.6863
FLJ35390	66.765	FLJ35390	89.8217
FLJ35776	152.3662	FLJ35776	72.1925
FLJ36031	252.3128	FLJ36031	396.1676
removed	removed	FLJ36777	12.9234
FLJ37201	12.2312	FLJ37201	10.2496
FLJ37307	5.9409	removed	removed
FLJ37453	43.3335	FLJ37453	96.7023
FLJ39582	18.1721	FLJ39582	47.8431
FLJ39653	73.7368	FLJ39653	116.7558
FLJ40330	16.0753	FLJ40330	20.9447
FLJ40852	21.3173	FLJ40852	20.0535
FLJ42289	22.7151	FLJ42289	14.2602
FLJ42627	34.3558	FLJ42627	70.41
FLJ42709	74.0863	FLJ42709	65.508
removed	removed	FLJ42875	16.934
FLJ43663	46.4787	FLJ43663	108.2888
FLJ44606	18.5216	FLJ44606	35.6506
FLJ44635	22.7151	FLJ44635	20.0535
FLJ45244	52.769	FLJ45244	53.9216
FLJ45340	441.0232	FLJ45340	1441.6221
FLJ45445	8.7366	FLJ45445	36.5419
FLJ45983	213.5223	FLJ45983	60.1604
removed	removed	FLJ46111	5.3476
FLJ90757	1187.1282	FLJ90757	576.2032
FLNA	27946.9619	FLNA	35109.18
FLNB	8915.3817	FLNB	13965.3476
FLNC	186.9631	FLNC	416.221
FLOT1	5314.2946	FLOT1	2844.0285
FLOT2	1882.2115	FLOT2	2342.246
FLRT1	14.6775	FLRT1	7.1301
FLRT2	128.6026	FLRT2	390.3743
FLRT3	398.7381	FLRT3	224.1533
FLT1	811.8042	FLT1	1676.4706
FLT3LG	55.9142	FLT3LG	118.5383
FLT3	6.2903	FLT3	13.369
FLT4	293.2	FLT4	441.1765
FLVCR1	389.652	FLVCR1	112.7451
FLVCR2	135.9414	FLVCR2	92.6916
FLYWCH1	477.018	FLYWCH1	575.7576
FLYWCH2	769.5191	FLYWCH2	255.7932
FMN1	41.2367	FMN1	39.2157
FMN2	8.3871	FMN2	6.2389
FMNL1	333.3884	FMNL1	460.3387
FMNL2	508.8192	FMNL2	1469.2513
FMNL3	780.4188	FMNL3	969.6168
FMO1	118.1187	FMO1	88.6809
FMO2	134.5435	FMO2	3027.6292
FMO3	36.6937	FMO3	65.0624
FMO4	52.4196	FMO4	172.0143
FMO5	30.4033	FMO5	447.4153
FMOD	1519.8176	FMOD	2778.5205
FMR1	875.4066	FMR1	867.6426
FN1	233610.5454	FN1	5007.5758
FN3KRP	1049.4395	FN3KRP	928.6988
FN3K	391.7488	FN3K	305.2585
FNBP1L	2040.1691	FNBP1L	2587.344
FNBP1	1121.7785	FNBP1	1112.7451
FNBP4	796.4278	FNBP4	1491.9786
FNDC1	2483.6385	FNDC1	235.2941
FNDC3A	1276.9404	FNDC3A	1860.9626
FNDC3B	2482.2407	FNDC3B	1911.7647
FNDC4	140.8339	FNDC4	323.0838
FNDC5	10.8334	FNDC5	18.2709
removed	removed	FNDC8	11.1408
FNIP1	524.545	FNIP1	807.041
FNIP2	225.4041	FNIP2	1094.4742
FNTA	692.9865	FNTA	1292.7807
FNTB	1032.2144	FNTB	490.3075
FOLH1	176.4792	FOLH1	201.426
FOLR1	6.9893	FOLR1	442.0677
FOLR2	245.673	FOLR2	406.8627
FOSB	125.108	FOSB	24865.8645
FOSL1	35.9948	FOSL1	226.3815
FOSL2	2247.0516	FOSL2	4172.9055
FOS	1856.7007	FOS	12186.2745
FOXA1	10261.3027	FOXA1	2051.6934
removed	removed	FOXA3	7.1301
FOXC1	172.2856	FOXC1	540.107
FOXC2	5.9409	FOXC2	27.1836
FOXD1	362.7433	removed	removed
FOXD2	156.2103	FOXD2	16.934
FOXD3	18.871	removed	removed
FOXD4L1	8.3871	removed	removed
removed	removed	FOXD4L2	12.0321
FOXD4	14.328	FOXD4	13.8146
FOXF1	25.5109	removed	removed
FOXF2	63.9519	FOXF2	27.6292
FOXI1	13.6291	FOXI1	727.2727
removed	removed	FOXI3	7.1301
FOXJ1	131.0489	FOXJ1	7.5758
FOXJ2	671.3198	FOXJ2	1071.7469
FOXJ3	5030.1806	FOXJ3	1730.3922
FOXK1	938.6595	FOXK1	1427.8075
FOXK2	1670.786	FOXK2	1341.3547
FOXL1	33.898	FOXL1	38.7701
FOXM1	868.5326	FOXM1	117.3262
FOXN1	13.2796	FOXN1	12.4777
FOXN2	178.2265	FOXN2	471.9251
FOXN3	919.439	FOXN3	2888.5918
FOXN4	6.6398	removed	removed
FOXO1	339.6787	FOXO1	1754.902
FOXO3B	732.1265	FOXO3B	1046.3458
FOXO3	1754.3078	FOXO3	2170.2317
FOXO4	337.5819	FOXO4	1083.3333
FOXP1	2582.5368	FOXP1	1889.4831
removed	removed	FOXP2	48.574
FOXP3	56.2776	FOXP3	8.6185
FOXP4	2808.2903	FOXP4	1774.9554
FOXQ1	75.8336	FOXQ1	14.2602
FOXRED1	244.2751	FOXRED1	254.4563
FOXRED2	656.9918	FOXRED2	511.1408
FOXS1	91.909	FOXS1	12.9234
FPGS	1379.6827	FPGS	689.3939
FPGT	479.3698	FPGT	368.0526
FPR1	180.3233	FPR1	143.0481
FPR3	500.7815	FPR3	323.975
FRAS1	111.8284	FRAS1	331.9964
FRAT1	130.6994	FRAT1	110.5169
FRAT2	439.6253	FRAT2	158.6453
removed	removed	FREM1	250
FREM2	135.5919	FREM2	49.0196
FRG1B	41.9356	FRG1B	171.123
FRG1	353.6573	FRG1	606.5062
FRK	179.9738	FRK	69.9643
removed	removed	FRMD1	109.6257
FRMD3	16.7743	FRMD3	135.0267
FRMD4A	578.4288	FRMD4A	1403.779
FRMD4B	316.2647	FRMD4B	676.025
FRMD5	5.242	FRMD5	8.9127
FRMD6	3626.0354	FRMD6	2065.508
FRMD8	1322.0212	FRMD8	854.7237
FRMPD1	30.4033	FRMPD1	129.2335
FRMPD2	24.8119	FRMPD2	20.0535
FRRS1	171.2372	FRRS1	90.0178
FRS2	852.342	FRS2	1127.8966
FRS3	143.6296	FRS3	100.713
FRYL	1310.4889	FRYL	1728.6096
FRY	905.4605	FRY	1290.1025
FRZB	236.2375	FRZB	143.0481
FSCN1	1530.651	FSCN1	790.5526
FSCN2	25.1614	FSCN2	14.2602
FSD1L	117.0703	FSD1L	44.1176
FSIP1	74.4358	FSIP1	10.2496
FSTL1	7794.4385	FSTL1	11516.0428
FSTL3	838.7129	FSTL3	570.41
FSTL4	26.5592	FSTL4	17.3797
FST	630.782	FST	364.9733
FTH1	59539.5292	FTH1	32110.9626
FTHL3	342.4744	FTHL3	173.3512
FTL	32144.3704	FTL	41571.7469
FTO	832.0731	FTO	1710.7843
FTSJ1	902.6647	FTSJ1	594.0285
FTSJ2	715.7017	FTSJ2	514.2602
FTSJ3	1394.0107	FTSJ3	927.1346
FTSJD1	392.0983	FTSJD1	749.5544
FTSJD2	1250.3811	FTSJD2	1058.8235
FUBP1	1906.3245	FUBP1	1526.2923
FUBP3	1178.7411	FUBP3	1126.5597
FUCA1	1165.112	FUCA1	818.6275
FUCA2	2597.5637	FUCA2	820.41
FUK	248.4687	FUK	380.5704
FUNDC1	622.7443	FUNDC1	258.9127
FUNDC2	1298.6036	FUNDC2	1007.1301
FURIN	3431.7336	FURIN	2599.3761
FUS	7172.0436	FUS	4235.7398
FUT10	70.9411	FUT10	176.4706
FUT11	199.5438	FUT11	206.328
FUT1	181.3717	FUT1	192.0677
FUT2	220.1621	FUT2	50.3565
FUT3	9.785	FUT3	25.4011
FUT4	127.5263	FUT4	188.4135
removed	removed	FUT6	66.8449
FUT7	7.2758	FUT7	6.2389
FUT8	3563.4709	FUT8	493.2041
FUT9	32.5001	FUT9	76.2032
FUZ	253.3891	FUZ	286.8494
FXC1	859.3312	FXC1	900.6239
FXN	236.2375	FXN	192.5134
FXR1	2438.2083	FXR1	2314.6168
FXR2	670.2714	FXR2	640.82
