gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
CHKB-CPT1B	176.4538	CHKB-CPT1B	462.7839
CHKB	100.7775	CHKB	251.5013
CHL1	12.4277	CHL1	1343.1455
CHML	840.1734	CHML	379.3103
CHMP1A	1587.2832	CHMP1A	1509.2515
CHMP1B	1105.2023	CHMP1B	1551.3036
CHMP2A	2650.8671	CHMP2A	1706.8966
CHMP2B	1080.0578	CHMP2B	1009.672
CHMP4A	1253.6474	CHMP4A	907.6114
CHMP4B	6395.6647	CHMP4B	2756.0976
CHMP4C	1519.6532	CHMP4C	320.4373
CHMP5	1943.5462	CHMP5	1360.2229
CHMP6	502.3121	CHMP6	416.3162
CHMP7	811.5607	CHMP7	1097.561
CHM	704.9133	CHM	570.2271
CHN1	277.7457	CHN1	254.4155
CHN2	43.9306	CHN2	115.6434
removed	removed	CHODL	32.8007
CHORDC1	1389.8844	CHORDC1	380.1514
CHPF2	928.6127	CHPF2	1031.9596
CHPF	1602.0231	CHPF	1221.6148
CHPT1	1417.6301	CHPT1	1991.169
CHP	1683.237	CHP	2825.9041
CHRAC1	1597.6879	CHRAC1	467.6198
CHRDL1	200.289	CHRDL1	13281.3288
removed	removed	CHRDL2	27.7544
CHRD	66.763	CHRD	285.1135
removed	removed	CHRFAM7A	39.1085
removed	removed	CHRM1	87.4685
CHRM3	5.2023	CHRM3	14.7183
removed	removed	CHRM4	5.8873
removed	removed	CHRNA10	10.0925
CHRNA1	5.4913	removed	removed
CHRNA5	143.9306	CHRNA5	20.185
CHRNB1	54.0462	CHRNB1	187.132
CHRNB2	1198.8439	CHRNB2	26.0723
removed	removed	CHRNE	20.0925
CHST10	226.5896	CHST10	255.2565
CHST11	51.1561	CHST11	89.9916
CHST12	242.4855	CHST12	286.3751
CHST13	6.0694	CHST13	11.3541
CHST14	356.0694	CHST14	502.1026
CHST15	4050.8671	CHST15	938.1833
CHST1	4025.7225	CHST1	54.2473
CHST2	35.8382	CHST2	312.4474
CHST3	97.1098	CHST3	1502.5231
removed	removed	CHST4	12.6156
removed	removed	CHST6	10.0925
CHST7	21.9653	CHST7	100.5046
removed	removed	CHST8	164.8444
CHST9	16.185	CHST9	175.3574
CHSY1	977.1676	CHSY1	1620.6897
CHSY3	30.6358	CHSY3	55.5088
CHTF18	394.2197	CHTF18	134.9874
CHTF8	1840.1734	CHTF8	2349.3103
CHUK	1013.2948	CHUK	595.0378
CHURC1	1400.7746	CHURC1	1642.6283
CIAO1	2274.5665	CIAO1	1658.5366
CIAPIN1	528.0347	CIAPIN1	583.6838
CIB1	1007.5145	CIB1	1287.6367
CIB2	5.7803	CIB2	100.9251
CIB3	14.7399	removed	removed
CIC	1523.9884	CIC	1786.7956
CIDEA	23.1214	CIDEA	1018.5029
CIDEB	603.7861	CIDEB	338.2338
CIDECP	94.7977	CIDECP	115.2229
CIDEC	112.1387	CIDEC	6631.6232
CIITA	69.3642	CIITA	268.7132
CILP2	6.0694	CILP2	41.6316
CILP	72.8324	CILP	4403.7006
CINP	448.2659	CINP	381.8335
CIR1	854.0462	CIR1	883.5156
CIRBP	2438.1503	CIRBP	4882.254
CIRH1A	561.5607	CIRH1A	809.5038
CISD1	620.5202	CISD1	220.7738
CISD2	884.3931	CISD2	386.4592
CISD3	1746.8035	CISD3	641.6022
CISH	536.4162	CISH	406.2237
CITED1	5.2023	CITED1	1057.1909
CITED2	378.6127	CITED2	2296.8881
CITED4	28.0347	CITED4	419.2599
CIT	1277.1676	CIT	74.0118
CIZ1	1784.6821	CIZ1	2070.2271
CKAP2L	470.8092	CKAP2L	12.1951
CKAP2	1065.896	CKAP2	226.6611
CKAP4	1495.3757	CKAP4	1761.5643
CKAP5	4808.3815	CKAP5	1910.4289
CKB	25.4335	CKB	616.905
CKLF	235.2601	CKLF	243.0614
CKMT1A	560.6936	CKMT1A	174.9369
CKMT1B	577.1676	CKMT1B	260.7233
removed	removed	CKMT2	143.3978
CKS1B	1678.6127	CKS1B	465.9378
CKS2	778.3237	CKS2	80.3196
CLASP1	1307.8035	CLASP1	1513.4567
CLASP2	691.9075	CLASP2	1482.7586
removed	removed	CLCA2	104.2893
removed	removed	CLCA4	107.6535
CLCC1	991.8295	CLCC1	970.4331
CLCF1	118.2081	CLCF1	180.8242
removed	removed	CLCN1	6.7283
CLCN2	82.659	CLCN2	68.1245
CLCN3	2102.8902	CLCN3	1505.4668
CLCN4	36.4162	CLCN4	222.4558
CLCN5	165.3179	CLCN5	142.5568
CLCN6	315.0289	CLCN6	584.9453
CLCN7	3345.9538	CLCN7	1518.9235
removed	removed	CLCNKA	18.0824
removed	removed	CLCNKB	13.8772
removed	removed	CLDN10	7.7292
CLDN11	23.1214	CLDN11	715.307
CLDN12	916.763	CLDN12	890.1556
CLDN15	54.9133	CLDN15	193.0193
removed	removed	CLDN19	124.8949
CLDN1	65.6069	CLDN1	664.0034
CLDN23	80.0578	CLDN23	169.4701
removed	removed	CLDN2	39.5248
CLDN3	2021.0983	CLDN3	509.672
CLDN4	5181.5029	CLDN4	5180.8242
CLDN5	82.0809	CLDN5	1499.5795
CLDN7	2036.9942	CLDN7	867.5357
CLDN8	6.6474	CLDN8	697.6451
removed	removed	CLDN9	5.8873
CLDND1	817.6301	CLDND1	1194.7014
removed	removed	CLDND2	10.0925
CLEC10A	7.5145	CLEC10A	137.5105
CLEC11A	26.3006	CLEC11A	156.0135
CLEC14A	353.7572	CLEC14A	1058.4525
CLEC16A	1443.3526	CLEC16A	694.7014
CLEC1A	26.0116	CLEC1A	147.1825
CLEC2B	81.7919	CLEC2B	439.8654
CLEC2D	271.6763	CLEC2D	251.8923
removed	removed	CLEC2L	10.9336
CLEC3A	813.2948	CLEC3A	17.2414
CLEC3B	130.0578	CLEC3B	6491.5896
CLEC4A	13.5838	CLEC4A	37.8469
removed	removed	CLEC4F	25.2313
removed	removed	CLEC4GP1	25.6518
removed	removed	CLEC4G	41.2111
CLEC5A	22.2543	CLEC5A	13.4567
CLEC7A	67.341	CLEC7A	71.4886
removed	removed	CLEC9A	13.0362
removed	removed	CLECL1	9.672
CLGN	1248.2659	CLGN	58.873
CLIC1	4880.0578	CLIC1	4729.1842
CLIC2	100.578	CLIC2	626.9975
removed	removed	CLIC3	13.4567
CLIC4	3669.3642	CLIC4	6286.3751
CLIC5	106.3584	CLIC5	622.7923
CLIC6	228.3237	CLIC6	226.6611
CLINT1	2817.9191	CLINT1	1731.7073
CLIP1	2079.7688	CLIP1	2706.0555
CLIP2	88.4393	CLIP2	536.5854
CLIP3	163.2948	CLIP3	835.9966
CLIP4	25.4335	CLIP4	945.3322
CLK1	1608.9595	CLK1	2392.767
CLK2P	22.2543	CLK2P	9.2515
CLK2	953.1792	CLK2	585.7864
CLK3	663.0058	CLK3	817.9142
CLK4	327.7457	CLK4	522.7082
CLMN	1558.0925	CLMN	1831.7914
CLN3	2941.3295	CLN3	984.0202
CLN5	408.6705	CLN5	600.9251
CLN6	876.5896	CLN6	586.2069
CLN8	150	CLN8	438.1833
CLNS1A	1029.1908	CLNS1A	1129.9411
CLOCK	1008.0925	CLOCK	473.0866
CLP1	247.3988	CLP1	199.7477
CLPB	264.4509	CLPB	269.1337
CLPP	503.4682	CLPP	440.7065
CLPTM1L	4148.5549	CLPTM1L	2010.0925
CLPTM1	4995.3757	CLPTM1	2418.8394
CLPX	638.7283	CLPX	691.3373
removed	removed	CLRN3	10.9336
CLSPN	287.8613	CLSPN	13.8772
CLSTN1	6775.1445	CLSTN1	4855.3406
CLSTN2	796.2428	CLSTN2	1203.5324
CLSTN3	1493.6416	CLSTN3	1000.4205
CLTA	1157.2254	CLTA	1542.8932
CLTB	1011.2717	CLTB	1068.9655
CLTCL1	138.7283	CLTCL1	104.2893
CLTC	26217.052	CLTC	8885.1976
CLUAP1	396.5318	CLUAP1	443.2296
CLUL1	54.6243	CLUL1	51.7241
CLU	16200.289	CLU	26332.6325
removed	removed	CLVS1	22.1699
CLYBL	22.5434	CLYBL	147.603
removed	removed	CMA1	75.2733
CMAH	71.3873	CMAH	277.9647
CMAS	998.8439	CMAS	526.9134
CMBL	5834.9711	CMBL	993.2717
CMC1	193.3526	CMC1	96.2994
CMIP	673.6994	CMIP	1441.127
CMKLR1	191.9075	CMKLR1	415.4752
CMPK1	2354.6243	CMPK1	3818.3347
CMPK2	770.5202	CMPK2	529.4365
CMTM1	103.1792	CMTM1	89.1505
CMTM3	276.5896	CMTM3	1233.3894
CMTM4	960.4046	CMTM4	882.6745
removed	removed	CMTM5	7.5694
CMTM6	4941.0405	CMTM6	2730.8663
CMTM7	141.9075	CMTM7	849.0328
CMTM8	196.8208	CMTM8	160.2187
CMYA5	501.7341	CMYA5	1121.1102
CN5H6.4	5.7803	removed	removed
CNBP	6451.1561	CNBP	6675.778
CNDP2	3265.3179	CNDP2	2997.4769
CNFN	59.8266	CNFN	49.6215
removed	removed	CNGA1	29.857
removed	removed	CNGA3	5.8873
CNIH2	133.526	CNIH2	5.8873
CNIH3	5.7803	CNIH3	44.9958
CNIH4	1458.3815	CNIH4	613.5408
CNIH	1356.6474	CNIH	919.2599
CNKSR1	614.7399	CNKSR1	331.3709
removed	removed	CNKSR2	23.9697
CNKSR3	463.2948	CNKSR3	221.1943
CNN1	49.422	CNN1	3928.0908
CNN2	723.4104	CNN2	3097.1405
CNN3	572.8324	CNN3	5061.3961
removed	removed	CNNM1	61.3961
CNNM2	445.9538	CNNM2	143.3978
CNNM3	1395.0867	CNNM3	910.0084
CNNM4	4030.3468	CNNM4	731.2868
CNOT10	585.5491	CNOT10	507.9899
CNOT1	4069.9017	CNOT1	4027.296
CNOT2	1171.6763	CNOT2	1329.6888
removed	removed	CNOT3	846.5097
CNOT4	410.9827	CNOT4	509.672
CNOT6L	2147.3988	CNOT6L	1299.8318
CNOT6	2043.6416	CNOT6	885.6182
CNOT7	1071.9653	CNOT7	1365.4331
CNOT8	2323.9884	CNOT8	1467.6198
CNO	345.3757	CNO	222.4558
CNPY2	1341.3295	CNPY2	928.0908
CNPY3	950	CNPY3	959.6299
CNPY4	223.4104	CNPY4	368.7973
CNP	2438.2775	CNP	2299.2178
CNR1	6.9364	CNR1	137.5105
CNRIP1	61.2717	CNRIP1	474.3482
CNST	2131.2139	CNST	738.0151
CNTD1	53.4653	CNTD1	58.7595
CNTD2	904.9133	CNTD2	26.4929
CNTFR	54.0462	CNTFR	522.2876
CNTF	10.052	CNTF	10.4626
CNTLN	100.8671	CNTLN	251.0513
CNTN1	16.185	CNTN1	203.1119
removed	removed	CNTN2	22.2876
removed	removed	CNTN3	90.8326
CNTN4	197.1098	CNTN4	344.4071
removed	removed	CNTN6	55.0883
CNTNAP1	59.2486	CNTNAP1	205.635
CNTNAP2	80.0578	CNTNAP2	7.9899
CNTNAP3	7.5145	CNTNAP3	248.9487
removed	removed	CNTNAP4	5.0463
CNTROB	395.0867	CNTROB	761.1438
COASY	3667.341	COASY	1303.196
COBLL1	717.9191	COBLL1	2032.3802
COBL	18.2081	COBL	948.2759
COBRA1	1424.5665	COBRA1	1289.3188
removed	removed	COCH	45
COG1	1136.1127	COG1	911.8755
COG2	2067.341	COG2	739.2767
COG3	648.2659	COG3	886.0387
COG4	1027.4566	COG4	1195.5425
COG5	793.6734	COG5	955.3701
COG6	426.3006	COG6	690.0757
COG7	1573.1214	COG7	728.3431
COG8	379.1908	COG8	422.5315
COIL	840.1734	COIL	428.5114
COL10A1	110.6936	COL10A1	5.0463
COL11A1	36.7052	COL11A1	47.0984
removed	removed	COL11A2	10.513
COL12A1	1575.4335	COL12A1	6029.4365
COL13A1	5.2023	COL13A1	15.1388
COL14A1	500.289	COL14A1	9763.2464
COL15A1	1160.6936	COL15A1	4306.5601
COL16A1	197.1098	COL16A1	2108.4945
COL17A1	15.896	COL17A1	4846.0892
COL18A1	1843.0636	COL18A1	4577.3759
COL1A1	11511.8497	COL1A1	39714.4659
COL1A2	10121.0983	COL1A2	53966.7788
COL21A1	77.4566	COL21A1	76.5349
removed	removed	COL22A1	9.672
removed	removed	COL23A1	81.5812
COL24A1	13.5838	COL24A1	15.9798
removed	removed	COL25A1	119.0076
COL27A1	11.2717	COL27A1	398.2338
removed	removed	COL28A1	34.4828
COL2A1	1638.1503	COL2A1	82.8427
COL3A1	9154.3353	COL3A1	44907.0648
COL4A1	6141.9075	COL4A1	15272.0774
COL4A2	5424.2775	COL4A2	16058.4525
COL4A3BP	1196.2428	COL4A3BP	1753.1539
removed	removed	COL4A3	15.9798
removed	removed	COL4A4	88.3095
COL4A5	150	COL4A5	894.0286
removed	removed	COL4A6	304.4575
COL5A1	1096.8208	COL5A1	3154.7519
COL5A2	1207.2254	COL5A2	3831.3709
COL5A3	212.4277	COL5A3	1356.1817
COL6A1	1131.7919	COL6A1	16533.2212
COL6A2	1864.4509	COL6A2	22377.6283
COL6A3	3067.052	COL6A3	16714.0454
removed	removed	COL6A6	619.4281
removed	removed	COL7A1	428.5114
COL8A1	116.474	COL8A1	1156.434
COL8A2	61.2717	COL8A2	915.4752
COL9A2	163.2948	COL9A2	401.598
COL9A3	84.6821	COL9A3	45.8368
COLEC10	6.6474	removed	removed
COLEC11	6.6474	COLEC11	29.4365
COLEC12	1101.7341	COLEC12	1338.9403
COLQ	13.8728	COLQ	57.6114
COMMD10	736.4162	COMMD10	341.8839
COMMD1	193.3526	COMMD1	253.1539
COMMD2	602.8902	COMMD2	800.6728
COMMD3	823.4393	COMMD3	565.5467
COMMD4	882.3699	COMMD4	642.5568
COMMD5	1469.8121	COMMD5	400.5635
COMMD6	561.2717	COMMD6	1203.1119
COMMD7	1791.9075	COMMD7	939.0244
COMMD8	228.6127	COMMD8	191.7578
COMMD9	620.5202	COMMD9	710.6812
COMP	102.0231	COMP	117.3255
COMTD1	194.2197	COMTD1	45.8368
COMT	965.0289	COMT	1746.005
COPA	13127.8988	COPA	5515.7948
COPB1	3593.7168	COPB1	2956.6863
COPB2	3599.1329	COPB2	3553.4062
COPE	993.6416	COPE	1427.2372
COPG2	368.4971	COPG2	640.8747
COPG	4640.1734	COPG	3785.5341
COPS2	1447.1098	COPS2	1711.9428
COPS3	672.2543	COPS3	806.5601
COPS4	908.0925	COPS4	843.566
COPS5	2889.3064	COPS5	992.8511
COPS6	1453.4682	COPS6	1431.455
COPS7A	2402.3121	COPS7A	1343.9865
COPS7B	509.8266	COPS7B	602.1867
COPS8	1337.8555	COPS8	916.6779
COPZ1	5724.2775	COPZ1	2861.6484
COPZ2	21.6763	COPZ2	607.233
COQ10A	131.5029	COQ10A	128.6796
COQ10B	669.3642	COQ10B	760.3028
COQ2	208.3815	COQ2	149.2851
COQ3	57.5145	COQ3	147.1825
COQ4	659.5376	COQ4	671.9933
COQ5	1009.5376	COQ5	589.5711
COQ6	492.7688	COQ6	380.3574
COQ7	989.8844	COQ7	410.8495
COQ9	593.6416	COQ9	772.4979
removed	removed	CORIN	14.7183
CORO1A	307.2254	CORO1A	428.9319
CORO1B	4673.6994	CORO1B	1493.2717
CORO1C	1195.3757	CORO1C	3119.4281
CORO2A	2214.4509	CORO2A	421.3625
CORO2B	29.1908	CORO2B	336.8377
CORO6	5.2023	CORO6	66.0219
CORO7	463.7601	CORO7	444.1295
COTL1	979.7688	COTL1	1737.1741
COX10	228.9017	COX10	264.0875
COX11	685.0173	COX11	513.9403
COX15	1474.0607	COX15	1027.1573
COX16	934.9711	COX16	646.3415
COX17	927.4566	COX17	365.8537
COX18	361.8497	COX18	343.9865
COX19	143.211	COX19	188.5114
COX4I1	1772.2543	COX4I1	3441.5475
COX4I2	9.5376	COX4I2	35.7443
COX4NB	321.3873	COX4NB	387.7208
COX5A	1195.6647	COX5A	899.0749
COX5B	1039.3064	COX5B	918.4188
COX6A1	3197.9769	COX6A1	1293.9445
COX6B1	3060.1156	COX6B1	2116.4844
removed	removed	COX6B2	9.2515
COX6C	27569.0751	COX6C	1597.9815
COX7A1	171.6763	COX7A1	810.7653
COX7A2L	2032.3699	COX7A2L	1465.0967
COX7A2	1095.9538	COX7A2	955.4247
COX7B	1164.7399	COX7B	1175.778
COX7C	2997.9769	COX7C	2042.8932
COX8A	2249.1329	COX8A	1134.9874
CP110	1560.6936	CP110	622.3717
removed	removed	CPA1	37.0059
removed	removed	CPA2	10.0925
CPA3	156.3584	CPA3	330.9504
removed	removed	CPA4	44.9958
removed	removed	CPA6	18.5029
CPAMD8	11.2717	CPAMD8	373.8436
CPB1	13.2948	CPB1	20477.7124
CPD	9326.8786	CPD	3345.2481
removed	removed	CPEB1	53.4062
CPEB2	634.6821	CPEB2	824.6426
CPEB3	223.9884	CPEB3	256.0976
CPEB4	2539.3064	CPEB4	1191.3373
CPE	783.815	CPE	4041.2111
CPLX1	213.8728	CPLX1	94.6173
CPLX2	6757.5145	removed	removed
CPM	542.4855	CPM	1711.1018
CPNE1	2470.3931	CPNE1	1627.3255
CPNE2	289.5954	CPNE2	1076.1144
CPNE3	18140.4624	CPNE3	2825.0631
CPNE4	119.0751	removed	removed
CPNE5	42.1965	CPNE5	52.1447
CPNE7	315.0289	CPNE7	9.2515
CPNE8	45.9538	CPNE8	268.2927
CPOX	131.7919	CPOX	296.8881
CPPED1	126.8786	CPPED1	616.905
CPS1	13.0058	CPS1	209.8402
CPSF1	3238.4393	CPSF1	1245.164
CPSF2	2488.4393	CPSF2	1163.1623
CPSF3L	1296.2428	CPSF3L	1159.7981
CPSF3	945.0867	CPSF3	658.1161
CPSF4	349.711	CPSF4	423.4651
CPSF6	2210.6936	CPSF6	1357.8638
CPSF7	1571.3873	CPSF7	1939.4449
CPT1A	12803.7572	CPT1A	2203.1119
CPT1B	186.9711	CPT1B	424.0538
CPT1C	39.0173	CPT1C	46.2574
CPT2	765.6069	CPT2	596.2994
CPVL	176.8786	CPVL	700.5887
CPXM1	29.4798	CPXM1	1064.3398
CPXM2	151.7341	CPXM2	2135.4079
CPZ	32.0809	CPZ	828.4272
CP	4326.9913	CP	2195.3827
CR1	6.6474	CR1	117.3255
removed	removed	CR2	7.1489
removed	removed	CRABP1	192.1783
CRABP2	16786.7052	CRABP2	2820.8579
CRADD	182.659	CRADD	158.1161
CRAMP1L	2581.8844	CRAMP1L	764.5416
CRAT	1634.9711	CRAT	1306.1396
removed	removed	CRB1	6.3078
removed	removed	CRB2	50.8831
CRB3	228.6127	CRB3	114.3818
CRBN	626.026	CRBN	830.4247
CRCP	868.7861	CRCP	796.8881
CREB1	1277.4566	CREB1	1311.6064
CREB3L1	1268.4971	CREB3L1	352.8175
CREB3L2	700	CREB3L2	3207.3171
CREB3L4	1502.0231	CREB3L4	734.651
CREB3	596.7023	CREB3	1047.4853
CREB5	17.052	CREB5	506.3078
CREBBP	1968.2081	CREBBP	2986.5433
CREBL2	1713.0058	CREBL2	2646.3415
CREBZF	795.9538	CREBZF	1198.0656
CREG1	2747.6879	CREG1	3330.5299
CRELD1	379.7688	CRELD1	774.6005
CRELD2	377.7457	CRELD2	480.2355
CREM	312.1387	CREM	446.5938
CRHBP	13.0058	CRHBP	66.8629
removed	removed	CRHR1	77.7965
removed	removed	CRHR2	7.5694
CRIM1	6504.6243	CRIM1	7653.9108
CRIP1	2763.5838	CRIP1	1939.4449
CRIP2	691.3295	CRIP2	2066.4424
CRIPAK	263.0058	CRIPAK	230.8663
CRIPT	445.0867	CRIPT	380.1514
CRISPLD1	22.5434	CRISPLD1	1192.1783
CRISPLD2	254.9133	CRISPLD2	1073.1707
CRKL	2350.8671	CRKL	1778.3852
CRK	685.8382	CRK	1390.2439
CRLF1	10.4046	CRLF1	120.2691
CRLF3	535.2601	CRLF3	345.6686
CRLS1	695.9538	CRLS1	880.9924
CRMP1	7.3642	CRMP1	165.4584
CRNKL1	1496.8208	CRNKL1	805.2986
CROCCL1	235.2717	CROCCL1	462.0227
CROCCL2	32.659	CROCCL2	69.386
CROCC	171.9653	CROCC	526.4929
CROT	49.1329	CROT	457.5273
removed	removed	CRTAC1	122.3717
removed	removed	CRTAM	7.1489
CRTAP	1757.5145	CRTAP	6618.1665
CRTC1	166.763	CRTC1	361.6484
CRTC2	1660.9827	CRTC2	899.9159
CRTC3	947.3988	CRTC3	1442.3886
CRY1	532.659	CRY1	393.1876
CRY2	673.6994	CRY2	3041.2111
CRYAB	93.6416	CRYAB	9791.8419
removed	removed	CRYBB1	13.4567
CRYBG3	85.6994	CRYBG3	894.0833
removed	removed	CRYGS	9.2515
CRYL1	273.6994	CRYL1	519.7645
CRYZL1	233.3179	CRYZL1	331.8209
CRYZ	384.0087	CRYZ	645.513
CSAD	406.6474	CSAD	640.0336
CSDAP1	16.763	CSDAP1	39.1085
CSDA	1083.526	CSDA	3032.8007
removed	removed	CSDC2	19.344
CSDE1	10302.0231	CSDE1	18870.4794
CSE1L	5325.7225	CSE1L	1585.3659
CSF1R	482.0809	CSF1R	1346.9302
CSF1	336.1272	CSF1	1737.5946
CSF2RA	39.5954	CSF2RA	227.0816
CSF2RB	103.4682	CSF2RB	404.1211
removed	removed	CSF2	11.3541
CSF3R	3539.8844	CSF3R	173.6754
removed	removed	CSF3	44.1548
CSGALNACT1	97.9769	CSGALNACT1	442.8091
CSGALNACT2	916.763	CSGALNACT2	603.4483
CSK	774.8555	CSK	809.5038
removed	removed	CSMD1	82.8427
removed	removed	CSMD2	15.9798
CSMD3	566.474	removed	removed
removed	removed	CSN1S1	81.5812
CSNK1A1	9418.2081	CSNK1A1	5523.9697
CSNK1D	5775.1445	CSNK1D	2800.2523
CSNK1E	964.4075	CSNK1E	2306.1144
CSNK1G1	1102.3121	CSNK1G1	605.9714
CSNK1G2	610.9827	CSNK1G2	850.2944
CSNK1G3	1608.6705	CSNK1G3	770.8158
CSNK2A1P	624.5665	CSNK2A1P	370.0589
CSNK2A1	1463.0058	CSNK2A1	1038.2675
CSNK2A2	295.3757	CSNK2A2	590.8326
CSNK2B	3694.078	CSNK2B	1711.0555
CSPG4	370.2312	CSPG4	1497.8974
CSPG5	45.9538	CSPG5	24.8108
CSPP1	1281.1127	CSPP1	325.0631
CSRNP1	516.474	CSRNP1	4230.8663
CSRNP2	1012.4277	CSRNP2	989.9075
removed	removed	CSRNP3	26.4929
CSRP1	3636.1272	CSRP1	12626.577
CSRP2BP	840.4624	CSRP2BP	592.0942
CSRP2	69.9422	CSRP2	253.1539
CST1	181.2139	removed	removed
CST2	10.9827	removed	removed
CST3	2887.2832	CST3	9138.7721
CST5	59.2486	removed	removed
CST6	28.0347	CST6	13.4567
CST7	13.8728	CST7	51.3036
removed	removed	CST9	50.0421
CSTA	82.659	CSTA	230.8663
CSTB	1397.3988	CSTB	2152.2288
CSTF1	1204.0462	CSTF1	521.0261
CSTF2T	1253.7572	CSTF2T	1045.8368
CSTF2	516.185	CSTF2	243.0614
CSTF3	820.7775	CSTF3	481.8461
CS	3628.6127	CS	5026.4929
CT62	24.5665	CT62	46.2574
CTAG1B	248.5549	removed	removed
CTAG2	963.5838	CTAG2	10.513
CTAGE1	5.7803	removed	removed
CTAGE4	67.9191	CTAGE4	61.3961
CTAGE5	1244.0809	CTAGE5	792.8049
CTAGE6	9.2486	CTAGE6	10.0925
CTAGE9	181.7919	CTAGE9	195.122
CTBP1	2445.3873	CTBP1	2096.926
CTBP2	2891.9075	CTBP2	1417.5778
CTBS	653.7543	CTBS	510.5046
CTCFL	8.4942	CTCFL	12.3171
CTCF	1790.7514	CTCF	1508.831
CTDP1	492.4855	CTDP1	454.5837
CTDSP1	2407.2254	CTDSP1	3646.762
CTDSP2	7064.7399	CTDSP2	7069.8066
CTDSPL2	786.7052	CTDSPL2	644.6594
CTDSPL	772.8324	CTDSPL	1571.0681
CTF1	28.3237	CTF1	177.4601
CTGF	1381.2139	CTGF	10165.2649
CTHRC1	723.1214	CTHRC1	423.0446
CTH	26.8786	CTH	64.7603
removed	removed	CTLA4	8.4104
CTNNA1	9758.0925	CTNNA1	9008.831
CTNNAL1	454.9133	CTNNAL1	952.0606
CTNNB1	5424.8439	CTNNB1	9791.8082
CTNNBIP1	437.2832	CTNNBIP1	1174.0959
CTNNBL1	1178.6127	CTNNBL1	815.3911
CTNND1	7537.2832	CTNND1	8553.4062
CTNND2	2446.2428	CTNND2	134.1463
CTNS	245.9538	CTNS	430.307
CTPS2	687.5723	CTPS2	521.0261
CTPS	823.9884	CTPS	243.4819
CTR9	2366.185	CTR9	1632.0437
removed	removed	CTRL	7.9899
CTSA	4225.7948	CTSA	2451.0976
CTSB	6270.2312	CTSB	14428.9319
CTSC	2820.5202	CTSC	1402.0185
CTSD	44483.815	CTSD	11655.5929
CTSF	6661.2717	CTSF	2758.2002
CTSG	5.4913	CTSG	293.524
CTSH	1238.7283	CTSH	1469.7225
CTSK	255.7803	CTSK	3890.2439
CTSL1	1929.7688	CTSL1	2039.9495
CTSL2	84.9711	CTSL2	87.889
CTSO	408.6705	CTSO	1537.8469
CTSS	1082.0809	CTSS	1566.4424
CTSW	23.9884	CTSW	72.7502
CTSZ	1951.4451	CTSZ	4651.8082
CTTNBP2NL	453.1792	CTTNBP2NL	984.0202
CTTNBP2	17.6301	CTTNBP2	190.0757
CTTN	19046.2428	CTTN	4191.3373
CTU1	47.3988	CTU1	31.5391
CTU2	130.1618	CTU2	152.3339
CTXN1	18.4971	CTXN1	78.217
CTXN2	6.9364	removed	removed
CUBN	9.2486	CUBN	120.6897
CUEDC1	593.0636	CUEDC1	413.7931
CUEDC2	850.8671	CUEDC2	680.8242
CUL1	1159.2486	CUL1	1506.7283
CUL2	900.8671	CUL2	714.4659
CUL3	2236.1272	CUL3	1857.0227
CUL4A	2215.0289	CUL4A	1676.1985
CUL4B	1659.5376	CUL4B	1644.6594
CUL5	702.6012	CUL5	989.487
CUL7	462.9798	CUL7	1181.1144
CUL9	321.6763	CUL9	743.9024
CUTA	1290.4624	CUTA	1411.6905
CUTC	305.8353	CUTC	389.6173
CUX1	2447.6879	CUX1	1283.852
removed	removed	CUX2	16.4003
CUZD1	12.2428	CUZD1	11.2532
CWC15	1896.8208	CWC15	702.2708
CWC22	515.6069	CWC22	791.0008
CWC25	689.5954	CWC25	479.3944
CWC27	533.237	CWC27	409.1674
CWF19L1	578.3237	CWF19L1	357.0227
CWF19L2	256.0694	CWF19L2	522.2876
CX3CL1	193.3526	CX3CL1	5431.8755
CX3CR1	97.6879	CX3CR1	627.418
CXADR	275.7225	CXADR	183.7679
CXCL10	214.4509	CXCL10	104.2893
CXCL11	57.2254	CXCL11	28.5955
CXCL12	245.6647	CXCL12	8832.6325
CXCL13	10.1156	removed	removed
CXCL14	12351.4451	CXCL14	5606.3919
CXCL16	332.0809	CXCL16	1162.7418
CXCL17	8393.3526	CXCL17	100.9251
removed	removed	CXCL1	22.2876
removed	removed	CXCL2	158.9571
removed	removed	CXCL3	10.9336
removed	removed	CXCL5	24.8108
removed	removed	CXCL6	9.2515
CXCL9	362.4277	CXCL9	224.1379
removed	removed	CXCR1	5.0463
CXCR2P1	63.2948	removed	removed
removed	removed	CXCR2	26.4929
CXCR3	15.6069	CXCR3	14.2977
CXCR4	639.5954	CXCR4	380.1514
CXCR6	16.185	CXCR6	19.344
CXCR7	1302.0231	CXCR7	4795.2061
CXXC1	808.3815	CXXC1	781.7494
CXXC4	43.3526	CXXC4	9.2515
CXXC5	1191.0405	CXXC5	542.8932
CXorf21	22.8324	CXorf21	69.386
CXorf23	160.9827	CXorf23	251.4718
CXorf26	320.8092	CXorf26	444.9117
CXorf36	312.4277	CXorf36	2010.0925
CXorf38	280.6358	CXorf38	183.7679
CXorf40A	722.2543	CXorf40A	321.6989
CXorf40B	948.2659	CXorf40B	414.6341
CXorf42	12.1387	CXorf42	35.3238
CXorf56	338.1503	CXorf56	277.9647
