gene_id	TCGA-BH-A18P-01A-11R-A12D-07	gene_id	TCGA-BH-A18P-11A-43R-A12D-07
ANKS6	53.8314	ANKS6	304.1809
ANKZF1	443.1017	ANKZF1	507.6792
ANLN	1791.4492	ANLN	22.1843
ANO10	828.7101	ANO10	1154.4369
ANO1	2012.6339	ANO1	5249.5734
ANO2	30.0284	ANO2	131.3993
removed	removed	ANO3	447.5256
removed	removed	ANO4	5.5461
ANO5	529.8911	ANO5	199.2321
ANO6	2526.046	ANO6	14631.8259
ANO7	15.3804	ANO7	13.6519
ANO8	176.5083	ANO8	337.4573
ANO9	110.2261	ANO9	72.099
ANP32A	4366.9322	ANP32A	2374.1468
ANP32B	2884.1893	ANP32B	3339.5904
ANP32E	1753.3645	ANP32E	1009.3857
ANPEP	194.8183	ANPEP	1743.1741
ANTXR1	5865.4216	ANTXR1	3372.4403
ANTXR2	749.2447	ANTXR2	4071.6724
ANUBL1	146.8461	ANUBL1	313.5666
ANXA11	2693.7654	ANXA11	3689.8464
removed	removed	ANXA13	5.1195
ANXA1	1326.3755	ANXA1	13764.9317
ANXA2P1	34.789	ANXA2P1	68.2594
ANXA2P2	3808.4775	ANXA2P2	4411.2628
ANXA2P3	5.8592	removed	removed
ANXA2	9746.7729	ANXA2	12738.4812
ANXA3	767.5547	ANXA3	1571.2457
removed	removed	ANXA4	1148.8908
ANXA5	9064.5427	ANXA5	11269.6246
ANXA6	5651.5609	ANXA6	12005.5461
ANXA7	3969.2392	ANXA7	3181.314
ANXA8L2	23.0706	ANXA8L2	256.8259
ANXA8	49.437	ANXA8	377.1331
ANXA9	530.6235	ANXA9	131.8259
AOAH	49.8032	AOAH	34.1297
AOC2	10.6198	AOC2	171.5017
AOC3	637.92	AOC3	31368.6007
AOX1	293.326	AOX1	480.802
AP1AR	1071.8667	AP1AR	574.6587
AP1B1	1886.295	AP1B1	1610.4949
AP1G1	2527.877	AP1G1	2412.116
AP1G2	1568.0051	AP1G2	556.6638
AP1M1	859.1046	AP1M1	1260.6655
AP1M2	2449.5102	AP1M2	436.4334
AP1S1	1001.5563	AP1S1	350.6826
AP1S2	205.0719	AP1S2	430.8874
AP1S3	161.8603	AP1S3	76.7918
AP2A1	1400.3552	AP2A1	2210.0128
AP2A2	1921.8164	AP2A2	1520.4778
AP2B1	10127.9868	AP2B1	5749.5734
AP2M1	6233.0861	AP2M1	4456.9113
AP2S1	1038.5425	AP2S1	716.7235
AP3B1	2245.1707	AP3B1	1381.8259
AP3B2	13.1832	AP3B2	58.4471
AP3D1	3653.2088	AP3D1	2393.3447
AP3M1	1878.6048	AP3M1	1693.686
AP3M2	436.1439	AP3M2	389.9317
AP3S1	373.89	AP3S1	867.3208
AP3S2	1593.5109	AP3S2	2354.134
AP4B1	196.847	AP4B1	270.6399
AP4E1	541.9756	AP4E1	392.4915
AP4M1	507.2489	AP4M1	208.6903
AP4S1	71.7752	AP4S1	80.2048
APAF1	986.9084	APAF1	495.7338
APBA1	60.7892	APBA1	300.3413
APBA2	60.7892	APBA2	23.0375
APBA3	207.6353	APBA3	140.3584
APBB1IP	173.9449	APBB1IP	934.727
APBB1	357.0448	APBB1	754.2662
APBB2	1827.703	APBB2	3339.1638
APBB3	136.5925	APBB3	212.4573
APCDD1L	49.437	APCDD1L	130.9727
APCDD1	175.7759	APCDD1	2754.6928
APC	1726.6319	APC	1488.4812
APEH	1416.0945	APEH	1350.256
APEX1	3484.7569	APEX1	2335.3242
APEX2	539.7784	APEX2	334.8976
APH1A	5415.3621	APH1A	3106.2287
APH1B	656.9624	APH1B	868.6007
API5	3422.503	API5	2461.1775
APIP	351.9546	APIP	718.6135
APITD1	203.6071	APITD1	113.9078
APLF	104.6855	APLF	104.5563
APLNR	558.4546	APLNR	1196.6724
APLN	143.5503	APLN	111.7747
APLP1	59.6906	APLP1	29.8635
APLP2	4054.93	APLP2	16933.4471
APOA1BP	2159.1138	APOA1BP	835.3242
APOB48R	168.8181	APOB48R	52.4744
APOBEC3A	12.3995	removed	removed
APOBEC3B	364.7862	APOBEC3B	18.7372
APOBEC3C	119.7473	APOBEC3C	311.0068
APOBEC3D	89.7189	APOBEC3D	71.6724
APOBEC3F	231.072	APOBEC3F	150.1706
APOBEC3G	250.1144	APOBEC3G	223.5495
removed	removed	APOB	2353.2423
APOC1	812.2311	APOC1	1358.3618
APOC2	47.606	APOC2	8.1058
APOD	233.6354	APOD	14904.0102
APOE	2129.4516	APOE	7669.3686
APOL1	1358.6011	APOL1	845.1365
APOL2	531.3559	APOL2	437.7133
APOL3	523.6657	APOL3	949.2321
APOL4	312.0022	APOL4	287.5427
APOL6	3861.5765	APOL6	6517.4915
APOLD1	636.8214	APOLD1	1421.5017
APOM	26.3664	APOM	60.5802
APOOL	313.1008	APOOL	347.2696
APOO	249.7482	APOO	139.5051
APPBP2	1144.3743	APPBP2	1711.1775
APPL1	1213.2198	APPL1	1866.041
APPL2	776.3435	APPL2	1444.9659
APP	47617.6874	APP	19590.0171
APRT	600.9338	APRT	781.9966
APTX	522.5671	APTX	454.3515
removed	removed	AQP11	42.6621
AQP1	1573.8057	AQP1	12895.3925
AQP3	39.5496	AQP3	404.4369
AQP4	7.6902	AQP4	37.9693
AQP5	60.0568	AQP5	8.1058
removed	removed	AQP6	6.8259
AQP7P1	5.1268	AQP7P1	1145.9044
removed	removed	AQP7P3	88.7372
AQP7	30.0284	AQP7	4918.0887
AQP9	5.493	removed	removed
AQPEP	6.2254	AQPEP	1185.8148
AQR	2138.2404	AQR	1241.8942
ARAF	1043.6693	ARAF	1194.9659
removed	removed	ARAP1	2011.9454
ARAP2	391.4675	ARAP2	270.9044
ARAP3	217.1565	ARAP3	720.1365
ARCN1	4102.9021	ARCN1	4273.4642
ARC	7.324	ARC	190.6997
AREG	14.648	AREG	145.0512
ARF1	14120.6628	ARF1	6293.0887
ARF3	5992.4929	ARF3	3433.0205
ARF4	3486.9541	ARF4	2955.6314
ARF5	1974.1646	ARF5	1593.8567
ARF6	4692.8499	ARF6	2250
ARFGAP1	1283.5302	ARFGAP1	639.5051
ARFGAP2	1920.3516	ARFGAP2	1953.0717
ARFGAP3	1245.8116	ARFGAP3	906.9966
ARFGEF1	3416.2776	ARFGEF1	2086.7449
ARFGEF2	3357.6856	ARFGEF2	2633.959
ARFIP1	1544.2644	ARFIP1	899.744
ARFIP2	2725.2586	ARFIP2	882.2526
ARFRP1	260.0018	ARFRP1	431.314
ARG2	156.7372	ARG2	398.2551
ARGLU1	1576.8562	ARGLU1	1982.0819
ARHGAP10	371.3266	ARHGAP10	706.4846
ARHGAP11A	930.8798	ARHGAP11A	56.314
ARHGAP11B	67.0146	ARHGAP11B	6.4761
ARHGAP12	1297.812	ARHGAP12	1166.8089
ARHGAP15	41.3806	ARHGAP15	36.6894
ARHGAP17	758.0335	ARHGAP17	1189.4198
ARHGAP18	826.5129	ARHGAP18	899.744
ARHGAP19	381.9464	ARHGAP19	988.4812
ARHGAP1	4334.7066	ARHGAP1	3346.4164
ARHGAP20	36.62	ARHGAP20	944.9659
ARHGAP21	1329.6713	ARHGAP21	3418.942
ARHGAP22	27.0988	ARHGAP22	33.2765
ARHGAP23	315.298	ARHGAP23	768.7713
ARHGAP24	86.4231	ARHGAP24	658.2765
ARHGAP25	180.9027	ARHGAP25	410.8362
ARHGAP26	694.3147	ARHGAP26	657.8498
ARHGAP27	419.2987	ARHGAP27	352.3891
ARHGAP28	84.2259	ARHGAP28	275.5973
ARHGAP29	1930.2389	ARHGAP29	4203.9249
ARHGAP30	452.2567	ARHGAP30	216.2969
ARHGAP31	599.1028	ARHGAP31	2615.1877
ARHGAP32	2928.4995	ARHGAP32	1584.471
ARHGAP33	55.6624	ARHGAP33	122.8669
ARHGAP39	432.4819	ARHGAP39	123.2935
ARHGAP42	93.0147	ARHGAP42	464.1212
ARHGAP4	206.9029	ARHGAP4	167.6621
ARHGAP5	2059.1413	ARHGAP5	3517.0648
ARHGAP6	12.817	ARHGAP6	114.3345
ARHGAP8	1032.2109	ARHGAP8	249.8464
ARHGAP9	79.4653	ARHGAP9	33.7031
ARHGDIA	3214.1353	ARHGDIA	3085.7509
ARHGDIB	8205.4381	ARHGDIB	2683.8737
ARHGEF10L	587.7506	ARHGEF10L	717.5768
ARHGEF10	450.4257	ARHGEF10	992.7474
ARHGEF11	2701.8218	ARHGEF11	1527.3038
ARHGEF12	4461.0455	ARHGEF12	6347.2696
ARHGEF15	159.6631	ARHGEF15	1139.0785
ARHGEF16	708.9627	ARHGEF16	244.0273
ARHGEF17	2137.8742	ARHGEF17	2197.9522
ARHGEF18	952.1194	ARHGEF18	654.8635
ARHGEF19	385.6083	ARHGEF19	203.9249
ARHGEF1	1279.8682	ARHGEF1	905.2901
ARHGEF2	2607.7085	ARHGEF2	2891.6382
ARHGEF33	7.324	ARHGEF33	12.372
ARHGEF35	1193.0788	ARHGEF35	575.9386
ARHGEF37	322.9882	ARHGEF37	1176.1945
ARHGEF38	57.1272	ARHGEF38	35.8362
ARHGEF3	633.1594	ARHGEF3	831.058
ARHGEF4	27.8312	ARHGEF4	343.0034
ARHGEF5	658.061	ARHGEF5	380.5461
ARHGEF6	486.3133	ARHGEF6	3938.5666
ARHGEF7	1336.6291	ARHGEF7	2253.413
ARHGEF9	483.7499	ARHGEF9	784.9829
ARID1A	4241.3256	ARID1A	2380.9727
ARID1B	2668.4977	ARID1B	2477.3891
ARID2	1999.0845	ARID2	1140.3584
ARID3A	96.6767	ARID3A	110.4949
ARID3B	135.4939	ARID3B	84.8976
ARID4A	665.0188	ARID4A	1224.4027
ARID4B	3655.0398	ARID4B	1505.3242
ARID5A	772.3153	ARID5A	1186.8601
ARID5B	1696.2373	ARID5B	3871.1604
ARIH1	2194.269	ARIH1	2376.2799
ARIH2	968.9646	ARIH2	1615.6143
ARL10	20.5072	ARL10	49.4881
ARL11	41.0144	ARL11	17.4915
ARL13B	332.8756	ARL13B	232.9352
ARL15	403.5521	ARL15	357.9352
ARL16	331.0446	ARL16	403.157
ARL17A	85.0609	ARL17A	98.8908
ARL1	2471.4822	ARL1	2130.9727
ARL2BP	746.3151	ARL2BP	1683.4471
ARL2	299.1852	ARL2	1167.2355
ARL3	604.962	ARL3	599.8294
ARL4A	207.2691	ARL4A	912.116
ARL4C	595.807	ARL4C	1354.9488
ARL4D	131.4657	ARL4D	184.727
ARL5A	964.5702	ARL5A	1031.57
ARL5B	321.5234	ARL5B	373.7201
ARL6IP1	7401.9958	ARL6IP1	6311.4334
ARL6IP4	1158.2898	ARL6IP4	1558.8737
ARL6IP5	2807.6536	ARL6IP5	6467.1502
ARL6IP6	181.2689	ARL6IP6	284.1297
ARL6	118.6487	ARL6	83.6177
ARL8A	2094.2964	ARL8A	999.1468
ARL8B	1692.2091	ARL8B	2478.6689
ARMC10	983.9385	ARMC10	710.3882
ARMC1	699.4415	ARMC1	825.0853
ARMC2	45.775	ARMC2	45.2218
ARMC3	13.5494	removed	removed
ARMC5	215.3255	ARMC5	149.3174
ARMC6	478.9893	ARMC6	305.866
ARMC7	328.115	ARMC7	182.5939
ARMC8	700.1739	ARMC8	851.9625
ARMC9	786.2309	ARMC9	163.8225
ARMCX1	598.0042	ARMCX1	879.2662
ARMCX2	1365.9251	ARMCX2	677.901
ARMCX3	2583.1731	ARMCX3	2104.0956
ARMCX5	494.0035	ARMCX5	389.0785
ARMCX6	315.298	ARMCX6	204.7782
ARNT2	1708.3219	ARNT2	196.2457
ARNTL2	116.8177	ARNTL2	168.5154
ARNTL	260.368	ARNTL	185.1536
ARNT	1682.6879	ARNT	2540.1024
ARPC1A	1867.0036	ARPC1A	2524.9061
ARPC1B	1763.1347	ARPC1B	754.1041
ARPC2	4402.4535	ARPC2	3347.6962
ARPC3	3692.3922	ARPC3	2217.5768
ARPC4	3175.1131	ARPC4	2164.4113
ARPC5L	658.7934	ARPC5L	428.3276
ARPC5	4736.4277	ARPC5	1938.1399
ARPM1	18.31	ARPM1	46.0751
ARPP19	5451.6159	ARPP19	5481.6553
ARRB1	390.7351	ARRB1	1553.3276
ARRB2	306.5092	ARRB2	299.4881
ARRDC1	702.3711	ARRDC1	370.7338
ARRDC2	429.1861	ARRDC2	375
ARRDC3	1071.5005	ARRDC3	2619.8805
ARRDC4	275.7484	ARRDC4	1254.2662
ARSA	445.6651	ARSA	639.0785
ARSB	462.5103	ARSB	212.884
ARSD	4876.316	ARSD	2441.9795
ARSE	27.0988	ARSE	13.6519
ARSG	245.72	ARSG	198.8055
ARSH	24.5354	removed	removed
ARSI	63.3526	ARSI	11.9454
ARSJ	426.2565	ARSJ	99.4027
ARSK	146.1137	ARSK	138.6519
ART3	8.7888	removed	removed
removed	removed	ART5	21.7577
ARV1	618.1452	ARV1	328.9249
ARVCF	663.9202	ARVCF	255.5461
ARX	58.9582	ARX	8.1058
AR	1008.1479	AR	627.5597
removed	removed	AS3MT	330.2048
ASAH1	4972.6266	ASAH1	8230.802
ASAH2B	33.6904	ASAH2B	6.3993
ASAH2	9.5212	removed	removed
ASAM	208.3677	ASAM	2771.3311
ASAP1	1221.6424	ASAP1	1153.157
ASAP2	1402.9113	ASAP2	1064.4198
ASAP3	1107.0219	ASAP3	1020.0512
ASB13	1593.3352	ASB13	594.2833
removed	removed	ASB14	17.9181
ASB16	42.8344	ASB16	13.6988
ASB1	749.3326	ASB1	910.6527
ASB2	10.986	ASB2	21.7577
ASB3	303.9458	ASB3	328.5495
removed	removed	ASB4	8.5324
removed	removed	ASB6	478.8865
ASB7	568.342	ASB7	482.0819
ASB8	773.4139	ASB8	953.9249
ASB9	10.2536	ASB9	56.314
ASCC1	463.9751	ASCC1	485.0683
ASCC2	1242.882	ASCC2	1330.2048
ASCC3	1739.4489	ASCC3	1010.6655
ASCL1	8.7888	removed	removed
ASCL2	57.8596	ASCL2	14.0785
ASF1A	487.7781	ASF1A	482.5085
ASF1B	609.7226	ASF1B	26.0239
removed	removed	ASGR1	5.1195
ASH1L	5776.186	ASH1L	4348.9078
ASH2L	1298.9106	ASH2L	1491.041
ASL	586.2858	ASL	335.3242
ASMTL	586.2858	ASMTL	598.1229
ASNA1	1498.4894	ASNA1	825.5119
ASNSD1	841.5271	ASNSD1	1197.099
ASNS	725.8079	ASNS	231.6553
ASPA	10.2536	ASPA	244.4539
removed	removed	ASPG	27.3038
ASPHD1	30.3946	ASPHD1	9.8123
ASPHD2	180.5365	ASPHD2	33.2765
ASPH	3564.8412	ASPH	19562.3677
removed	removed	ASPM	8.1058
ASPN	1606.5184	ASPN	156.9966
ASPRV1	57.4934	ASPRV1	112.8968
ASPSCR1	421.1297	ASPSCR1	191.9795
ASRGL1	1271.8118	ASRGL1	52.0478
ASS1	643.0468	ASS1	7827.6451
ASTE1	280.7983	ASTE1	238.1015
ASTN1	10.986	ASTN1	94.7099
ASTN2	187.1281	ASTN2	162.116
ASXL1	1699.1669	ASXL1	1944.5392
ASXL2	1253.1356	ASXL2	1146.7577
removed	removed	ASXL3	33.2765
ATAD1	1358.2349	ATAD1	1365.1877
ATAD2B	744.4841	ATAD2B	341.7235
ATAD2	1053.9229	ATAD2	532.8498
ATAD3A	335.439	ATAD3A	233.7884
ATAD3B	94.4795	ATAD3B	104.0956
ATAD3C	112.7895	ATAD3C	94.7099
removed	removed	ATAD5	52.4744
ATE1	401.3549	ATE1	414.2491
ATF1	420.0311	ATF1	476.1092
ATF2	717.7515	ATF2	782.4232
ATF3	154.1701	ATF3	6273.8908
ATF4	6454.637	ATF4	6311.0068
ATF5	686.2584	ATF5	637.7986
ATF6B	2889.3161	ATF6B	1585.7509
ATF6	2834.02	ATF6	1529.4369
ATF7IP2	59.6906	ATF7IP2	103.2423
ATF7IP	2480.271	ATF7IP	1610.9215
ATF7	3036.9825	ATF7	3014.5179
ATG10	102.1697	ATG10	132.2526
ATG12	572.7364	ATG12	610.4949
ATG16L1	1350.5447	ATG16L1	642.9181
ATG16L2	197.8467	ATG16L2	201.7705
ATG2A	404.2845	ATG2A	784.9829
ATG2B	1052.4581	ATG2B	1406.1433
ATG3	725.8079	ATG3	760.2389
ATG4A	465.4399	ATG4A	301.6212
ATG4B	698.3429	ATG4B	626.7065
ATG4C	150.1419	ATG4C	282.8498
ATG4D	388.8016	ATG4D	245.8148
ATG5	835.3017	ATG5	833.1911
ATG7	714.2067	ATG7	507.5725
ATG9A	1319.9487	ATG9A	1717.0222
ATG9B	6.6868	ATG9B	7.0563
ATHL1	218.9875	ATHL1	355.3754
ATIC	2557.9053	ATIC	1379.2662
ATL1	85.6907	ATL1	348.1229
ATL2	921.3586	ATL2	1618.6007
ATL3	447.4961	ATL3	808.4471
ATMIN	1566.9688	ATMIN	2426.6212
ATM	703.1035	ATM	1728.6689
ATN1	3653.2088	ATN1	5892.9181
ATOH8	9.5212	ATOH8	499.1468
ATOX1	1495.1936	ATOX1	500
ATP10A	194.8183	ATP10A	142.0648
ATP10D	782.2027	ATP10D	659.5563
ATP11A	582.6238	ATP11A	690.6997
ATP11B	1470.6582	ATP11B	2157.8498
ATP11C	294.7908	ATP11C	1007.2526
ATP13A1	2058.4089	ATP13A1	703.9249
ATP13A2	840.4285	ATP13A2	529.8635
ATP13A3	2820.4706	ATP13A3	2511.9454
removed	removed	ATP13A4	81.4846
ATP13A5	203.6071	ATP13A5	150.5973
ATP1A1	14261.6461	ATP1A1	9280.2474
ATP1A2	20.141	ATP1A2	4587.884
ATP1A3	26.7326	removed	removed
ATP1A4	29.296	ATP1A4	16.6382
ATP1B1	17075.4445	ATP1B1	3001.907
ATP1B2	8.0564	ATP1B2	206.058
ATP1B3	981.0492	ATP1B3	1677.901
ATP2A2	7158.1067	ATP2A2	4825.5119
ATP2A3	2154.7194	ATP2A3	439.4198
ATP2B1	1662.1807	ATP2B1	1517.0648
removed	removed	ATP2B2	11.9454
ATP2B4	5178.0646	ATP2B4	11516.2116
ATP2C1	4063.4295	ATP2C1	3194.9189
ATP2C2	1082.4865	ATP2C2	164.2491
ATP5A1	8977.021	ATP5A1	12819.5392
ATP5B	13118.3741	ATP5B	18531.1433
ATP5C1	3083.7682	ATP5C1	2945.8191
ATP5D	283.8048	ATP5D	616.4676
ATP5EP2	36.2538	ATP5EP2	43.5154
ATP5E	2760.78	ATP5E	3813.9932
ATP5F1	2092.8316	ATP5F1	2697.9522
ATP5G1	381.9464	ATP5G1	435.5802
ATP5G2	5821.1114	ATP5G2	4528.157
ATP5G3	2035.7045	ATP5G3	3507.6792
ATP5H	1324.9107	ATP5H	2376.2799
ATP5I	815.179	ATP5I	1168.5154
ATP5J2	1086.8809	ATP5J2	1011.5188
ATP5J	1191.0867	ATP5J	1894.7782
ATP5L	1100.0641	ATP5L	3426.6212
ATP5O	1854.0694	ATP5O	3633.1058
ATP5SL	824.3157	ATP5SL	610.0683
ATP5S	116.4515	ATP5S	175.3413
ATP6AP1L	46.8736	ATP6AP1L	103.2423
ATP6AP1	4279.4104	ATP6AP1	2118.6007
ATP6AP2	3044.2186	ATP6AP2	2826.3652
ATP6V0A1	1101.1627	ATP6V0A1	1803.3276
ATP6V0A2	532.0883	ATP6V0A2	431.314
ATP6V0B	1581.2506	ATP6V0B	780.2901
ATP6V0C	1122.7685	ATP6V0C	1554.0785
ATP6V0D1	1236.6566	ATP6V0D1	1170.2218
ATP6V0E1	2122.86	ATP6V0E1	2686.4334
ATP6V0E2	1635.785	ATP6V0E2	1041.3439
ATP6V1A	2731.484	ATP6V1A	1875
ATP6V1B1	20.141	ATP6V1B1	139.0785
ATP6V1B2	2004.9437	ATP6V1B2	1690.273
ATP6V1C1	1540.6024	ATP6V1C1	1888.2253
ATP6V1C2	41.0986	ATP6V1C2	45.9983
ATP6V1D	1201.8676	ATP6V1D	1235.4949
ATP6V1E1	2418.3832	ATP6V1E1	2705.6314
ATP6V1E2	45.4088	ATP6V1E2	81.9113
ATP6V1F	1013.2747	ATP6V1F	935.1493
ATP6V1G1	2662.2723	ATP6V1G1	1386.0922
ATP6V1G2	23.803	ATP6V1G2	34.9829
ATP6V1H	993.5	ATP6V1H	1114.3345
ATP7A	658.4272	ATP7A	869.0273
ATP7B	1712.7163	ATP7B	331.9113
ATP8A1	198.1141	ATP8A1	349.8294
ATP8A2	127.4375	ATP8A2	31.1433
ATP8B1	2523.9476	ATP8B1	950.4437
ATP8B2	621.8072	ATP8B2	759.8123
removed	removed	ATP8B3	18.7713
ATP8B4	34.4228	ATP8B4	176.1945
ATP8B5P	30.3946	ATP8B5P	37.5427
ATP9A	3885.3795	ATP9A	6708.1911
ATP9B	495.4683	ATP9B	571.6724
ATPAF1	795.4555	ATPAF1	2436.378
ATPAF2	166.9871	ATPAF2	206.4846
ATPBD4	64.4512	ATPBD4	137.372
ATPIF1	1000.4577	ATPIF1	609.6416
ATRIP	206.6502	ATRIP	223.2338
ATRNL1	8.4226	ATRNL1	62.2867
removed	removed	ATRN	2247.0137
ATRX	3271.9949	ATRX	3729.0956
ATR	911.8374	ATR	808.8737
ATXN10	3195.8253	ATXN10	1820.8191
ATXN1L	1005.9507	ATXN1L	2319.5392
ATXN1	1435.8693	ATXN1	1383.5324
ATXN2L	1848.5764	ATXN2L	1859.215
ATXN2	1057.5849	ATXN2	954.7782
ATXN3	496.5669	ATXN3	662.116
ATXN7L1	254.1426	ATXN7L1	268.7713
ATXN7L2	60.0568	ATXN7L2	49.4881
ATXN7L3B	2846.4707	ATXN7L3B	3137.7986
ATXN7L3	1390.4605	ATXN7L3	1014.5051
ATXN7	472.0315	ATXN7	793.0887
AUH	196.2831	AUH	532.4232
AUP1	2084.0648	AUP1	1561.7022
AURKAIP1	598.7366	AURKAIP1	828.0717
AURKAPS1	6.2254	AURKAPS1	7.6792
AURKA	448.2285	AURKA	23.8908
AURKB	155.6349	AURKB	5.5461
AURKC	6.5916	AURKC	11.0922
AUTS2	2443.2848	AUTS2	1363.4812
AVEN	214.5931	AVEN	209.8976
AVIL	19.0424	AVIL	33.7031
AVL9	503.5247	AVL9	365.6143
AVPI1	48.3384	AVPI1	770.4778
AVPR1A	37.7186	AVPR1A	273.4642
removed	removed	AVPR2	145.0512
AXIN1	734.2305	AXIN1	424.4881
AXIN2	107.6627	AXIN2	365.1877
AXL	884.7386	AXL	1642.9181
AZGP1	15077.5428	AZGP1	18322.099
AZI1	211.6635	AZI1	121.1604
AZI2	1165.2476	AZI2	2092.1502
AZIN1	4937.8376	AZIN1	3982.0819
B2M	66641.3989	B2M	29412.116
B3GALNT1	549.2996	B3GALNT1	297.7816
B3GALNT2	1013.8753	B3GALNT2	618.3703
B3GALT1	7.324	B3GALT1	27.7304
removed	removed	B3GALT2	12.372
B3GALT4	273.5512	B3GALT4	167.6621
B3GALT5	80.1977	B3GALT5	26.8771
B3GALT6	425.5241	B3GALT6	330.6314
B3GALTL	394.3971	B3GALTL	269.198
removed	removed	B3GAT1	16.6382
B3GAT2	6.3426	B3GAT2	9.791
B3GAT3	246.0862	B3GAT3	276.0239
B3GNT1	156.3673	B3GNT1	729.5222
B3GNT2	1346.8827	B3GNT2	910.8362
B3GNT3	386.3407	B3GNT3	41.3823
B3GNT5	86.7893	B3GNT5	622.0137
B3GNT7	77.6343	B3GNT7	42.6621
B3GNT8	111.3247	B3GNT8	48.2082
B3GNT9	207.3533	B3GNT9	193.1271
B3GNTL1	26.4396	B3GNTL1	41.1092
B4GALNT1	12.0663	B4GALNT1	44.7995
B4GALNT2	5.8592	removed	removed
B4GALNT3	293.326	B4GALNT3	96.4164
B4GALNT4	542.3418	B4GALNT4	73.8055
B4GALT1	5349.4461	B4GALT1	2302.901
B4GALT2	737.8925	B4GALT2	722.6962
B4GALT3	1621.1663	B4GALT3	672.7816
B4GALT4	413.0733	B4GALT4	295.6485
B4GALT5	2896.6401	B4GALT5	1780.2901
B4GALT6	62.254	B4GALT6	285.4096
B4GALT7	456.2849	B4GALT7	350.6826
B9D1	83.5485	B9D1	117.1374
B9D2	134.7615	B9D2	45.6485
BAALC	11.7184	BAALC	335.3242
BACE1	734.9629	BACE1	1538.3959
BACE2	1009.6127	BACE2	593.8567
BACH1	805.2733	BACH1	837.0307
BACH2	60.0568	BACH2	232.5085
BAD	290.997	BAD	529.2491
BAG1	1263.7957	BAG1	1333.3959
BAG2	55.6624	BAG2	108.7884
BAG3	1299.643	BAG3	1103.6689
BAG4	291.1288	BAG4	389.0785
BAG5	1499.9542	BAG5	1665.9556
BAGE2	7.2434	BAGE2	9.6502
BAHCC1	489.9753	BAHCC1	630.1195
BAHD1	964.5702	BAHD1	664.2491
BAI1	13.5494	BAI1	52.4744
BAI2	214.2269	BAI2	251.2799
removed	removed	BAI3	23.0375
BAIAP2L1	1168.5434	BAIAP2L1	288.3959
removed	removed	BAIAP2L2	8.1058
BAIAP2	987.2746	BAIAP2	412.5427
BAIAP3	160.8423	BAIAP3	100.8191
BAK1	785.8647	BAK1	187.2867
BAMBI	3712.5332	BAMBI	1060.1536
BANF1	891.6964	BANF1	1101.5358
BANK1	12.817	BANK1	232.9352
BANP	181.2689	BANP	156.9966
BAP1	1142.9095	BAP1	1667.6621
BARD1	278.3118	BARD1	37.9693
BARX2	15.3804	BARX2	359.215
BASP1	353.3828	BASP1	114.3345
BAT1	6683.1457	BAT1	4885.2389
BAT2L1	14125.6138	BAT2L1	6912.3891
BAT2L2	8675.6386	BAT2L2	4704.3515
BAT2	11209.7409	BAT2	5417.6621
BAT3	3978.028	BAT3	3896.3311
BAT4	343.8616	BAT4	339.1638
BAT5	1259.361	BAT5	609.215
BATF2	141.7193	BATF2	73.8055
BATF3	13.9156	BATF3	5.1195
BATF	202.8747	BATF	62.2867
BAX	349.7208	BAX	211.6041
BAZ1A	2772.1322	BAZ1A	883.959
BAZ1B	3774.0547	BAZ1B	2697.9522
BAZ2A	6561.4465	BAZ2A	3511.971
BAZ2B	1551.4199	BAZ2B	1463.9676
BBC3	208.7339	BBC3	60.5802
BBOX1	30.3946	BBOX1	289.6758
BBS10	373.1576	BBS10	615.1877
BBS12	141.7193	BBS12	216.2969
BBS1	634.9904	BBS1	952.6451
BBS2	496.5669	BBS2	1140.3584
BBS4	463.9751	BBS4	429.6075
BBS5	247.855	BBS5	208.0034
BBS7	352.6504	BBS7	363.4812
BBS9	319.3262	BBS9	357.0819
BBX	2697.0612	BBX	2557.5939
BCAM	4479.7217	BCAM	3144.6246
BCAN	26.7326	BCAN	37.9693
BCAP29	941.4996	BCAP29	1869.0273
BCAP31	3462.0525	BCAP31	7146.3311
BCAR1	923.1896	BCAR1	621.587
BCAR3	511.5811	BCAR3	1052.0478
BCAS1	232.5368	BCAS1	231.2287
BCAS2	465.4326	BCAS2	707.2782
BCAS3	333.2418	BCAS3	623.2935
BCAS4	564.68	BCAS4	346.843
BCAT1	378.2844	BCAT1	209.0444
BCAT2	702.7373	BCAT2	659.5563
BCCIP	2273.4011	BCCIP	759.5265
BCDIN3D	198.6853	BCDIN3D	194.552
BCHE	6.2254	BCHE	91.2969
BCKDHA	843.3581	BCKDHA	1228.2423
BCKDHB	517.0741	BCKDHB	1078.0717
BCKDK	708.9627	BCKDK	1018.3447
BCL10	413.0733	BCL10	492.7474
BCL11A	15.3804	BCL11A	132.6792
BCL11B	55.2962	BCL11B	113.0546
BCL2A1	39.9158	BCL2A1	10.2389
BCL2L11	2809.8508	BCL2L11	802.901
BCL2L12	103.8213	BCL2L12	89.535
BCL2L13	1523.0248	BCL2L13	2474.4027
BCL2L14	19.7748	removed	removed
BCL2L15	17.5776	removed	removed
BCL2L1	2219.903	BCL2L1	1560.1536
BCL2L2	1370.8212	BCL2L2	2827.7645
BCL2	2054.3807	BCL2	2542.2355
BCL3	981.4154	BCL3	336.6041
BCL6B	256.706	BCL6B	470.5631
BCL6	500.5951	BCL6	3433.4471
