gene_id	TCGA-E9-A1ND-01A-11R-A144-07	gene_id	TCGA-E9-A1ND-11A-43R-A144-07
ANKZF1	522.2363	ANKZF1	735.0771
ANLN	1739.6215	ANLN	144.2087
ANO10	1236.8754	ANO10	920.4191
ANO1	322.3372	ANO1	3634.7359
removed	removed	ANO2	32.4228
removed	removed	ANO3	26.1318
removed	removed	ANO4	11.1302
ANO5	58.4705	ANO5	89.0416
ANO6	1411.2873	ANO6	3466.8151
ANO7	16.4917	ANO7	13.0659
ANO8	474.2605	ANO8	264.2212
ANO9	132.9329	ANO9	93.8808
ANP32A	2202.8875	ANP32A	2618.5003
ANP32B	4370.293	ANP32B	4048.005
ANP32E	2173.9022	ANP32E	773.7908
ANPEP	1014.9874	ANPEP	4822.2798
ANTXR1	5076.4364	ANTXR1	2526.0713
ANTXR2	771.6103	ANTXR2	2177.6477
ANTXRL	10.4947	removed	removed
ANUBL1	73.9626	ANUBL1	92.913
ANXA11	2461.2571	ANXA11	8131.8203
removed	removed	ANXA13	6.7749
ANXA1	7742.59	ANXA1	16248.155
ANXA2P1	63.4679	ANXA2P1	108.8824
ANXA2P2	5921.0099	ANXA2P2	9373.5634
ANXA2P3	8.9955	removed	removed
ANXA2	16801.0155	ANXA2	29751.9901
ANXA3	1057.9657	ANXA3	1310.46
ANXA4	1733.6245	ANXA4	1942.9456
ANXA5	5900.5202	ANXA5	16100.5589
ANXA6	1851.0652	ANXA6	10805.0038
ANXA7	3928.5161	ANXA7	3072.4189
ANXA8L2	241.3781	ANXA8L2	426.8189
ANXA8	708.7621	ANXA8	596.1915
ANXA9	183.9071	ANXA9	108.8824
AOAH	239.8789	AOAH	401.1711
AOC2	7.4962	AOC2	91.9451
AOC3	132.4331	AOC3	13493.6727
AOX1	65.9667	AOX1	1206.9007
AP1AR	476.7592	AP1AR	244.8644
AP1B1	4997.976	AP1B1	4416.2694
AP1G1	2168.9047	AP1G1	1473.5416
AP1G2	1933.2737	AP1G2	1029.2144
AP1M1	1422.7815	AP1M1	1952.6241
AP1M2	1979.0006	AP1M2	660.5531
AP1S1	1827.5771	AP1S1	767.0159
AP1S2	468.2635	AP1S2	777.6622
AP1S3	107.9455	AP1S3	50.3279
AP2A1	2487.7287	AP2A1	2660.4418
AP2A2	1440.2727	AP2A2	3397.6143
AP2B1	3154.407	AP2B1	4339.8098
AP2M1	6627.653	AP2M1	8059.7159
AP2S1	1710.6361	AP2S1	2120.5449
AP3B1	1082.9531	AP3B1	944.1312
AP3B2	18.9904	AP3B2	28.5514
AP3D1	2574.6998	AP3D1	3192.9154
AP3M1	922.5341	AP3M1	1025.4301
AP3M2	323.3367	AP3M2	370.684
AP3S1	888.5513	AP3S1	1236.9039
AP3S2	639.577	AP3S2	1578.78
AP4B1	357.9442	AP4B1	473.0335
AP4E1	307.8445	AP4E1	228.895
AP4M1	722.8849	AP4M1	460.2724
AP4S1	70.9642	AP4S1	79.8471
APAF1	393.8011	APAF1	339.713
APBA1	284.8561	APBA1	350.3593
APBA2	112.4432	APBA2	77.9114
APBA3	325.3357	APBA3	252.1232
APBB1IP	913.0389	APBB1IP	1222.8701
APBB1	113.4427	APBB1	968.8112
APBB2	535.7295	APBB2	1463.8631
APBB3	118.9399	APBB3	344.0683
APCDD1L	658.6674	APCDD1L	582.6417
APCDD1	879.5558	APCDD1	1931.3315
APC	557.2186	APC	523.6033
APEH	2257.8598	APEH	2025.2123
APEX1	3191.8881	APEX1	3178.8817
APEX2	1247.8698	APEX2	578.2864
APH1A	6717.6076	APH1A	4744.3684
APH1B	300.8481	APH1B	586.5131
API5	1834.5735	API5	1724.6969
APIP	238.3396	APIP	469.5734
APITD1	143.4026	APITD1	206.8668
APLF	89.9546	APLF	91.4612
APLNR	357.3196	APLNR	954.2936
APLN	150.424	APLN	114.2055
APLP1	217.89	APLP1	50.8118
APLP2	15266.2905	APLP2	19924.0243
APOA1BP	2656.6584	APOA1BP	1693.726
removed	removed	APOA1	5.3231
APOB48R	388.3039	APOB48R	882.6732
APOBEC3A	438.7784	APOBEC3A	23.2282
APOBEC3B	429.783	APOBEC3B	116.1412
APOBEC3C	314.841	APOBEC3C	436.4974
APOBEC3D	136.9308	APOBEC3D	103.5592
APOBEC3F	313.3418	APOBEC3F	190.6652
APOBEC3G	668.6623	APOBEC3G	459.7256
APOBEC3H	18.9904	APOBEC3H	9.1945
removed	removed	APOB	98.2361
APOC1	1531.7265	APOC1	3350.6739
APOC2	272.3625	APOC2	280.6746
APOD	77.4609	APOD	18871.0107
APOE	7301.3128	APOE	12111.5923
APOL1	3068.9502	APOL1	2120.5449
APOL2	2213.3822	APOL2	1362.2396
APOL3	1869.0561	APOL3	1857.7754
APOL4	1560.2121	APOL4	240.993
APOL6	5669.6368	APOL6	3147.9107
APOLD1	171.4134	APOLD1	1060.7564
APOM	42.9783	APOM	67.749
APOOL	115.9414	APOOL	29.0353
APOO	214.3917	APOO	156.3067
APPBP2	1042.9733	APPBP2	822.183
APPL1	1570.7068	APPL1	998.8144
APPL2	768.6119	APPL2	1228.6772
APP	14658.0977	APP	18323.6952
APRT	2864.0537	APRT	2173.7763
APTX	588.7027	APTX	543.928
AQP11	25.4871	AQP11	32.4228
AQP1	856.5674	AQP1	13196.148
AQP3	956.517	AQP3	524.0872
removed	removed	AQP4	21.2926
removed	removed	AQP5	427.7868
removed	removed	AQP6	7.7427
removed	removed	AQP7P1	973.1665
removed	removed	AQP7P3	31.4549
removed	removed	AQP7	3161.9444
AQP9	427.784	AQP9	826.0543
removed	removed	AQPEP	379.3849
AQR	969.0106	AQR	607.3217
ARAF	1371.8072	ARAF	1604.6844
ARAP1	1908.0115	ARAP1	5630.3854
ARAP2	663.1651	ARAP2	162.5977
ARAP3	214.3917	ARAP3	832.8292
ARCN1	5212.3678	ARCN1	3019.6714
removed	removed	ARC	62.9098
AREG	130.9339	AREG	85.6541
ARF1	8484.2155	ARF1	8962.2299
ARF3	5221.3632	ARF3	3788.623
ARF4	7589.6672	ARF4	3707.8081
ARF5	4251.8278	ARF5	3294.055
ARF6	3302.3323	ARF6	2919.9835
ARFGAP1	1556.7139	ARFGAP1	1682.1118
ARFGAP2	1347.3196	ARFGAP2	2383.3144
ARFGAP3	1258.3645	ARFGAP3	1005.5893
ARFGEF1	1677.3429	ARFGEF1	925.2583
ARFGEF2	2117.4307	ARFGEF2	773.3069
ARFIP1	678.1575	ARFIP1	879.2857
ARFIP2	1380.8027	ARFIP2	1175.9297
ARFRP1	594.1999	ARFRP1	967.8434
ARG2	273.7068	ARG2	111.5343
ARGLU1	1512.2363	ARGLU1	1626.9448
ARHGAP10	324.836	ARHGAP10	1091.2434
ARHGAP11A	481.257	ARHGAP11A	109.3663
ARHGAP11B	32.4836	ARHGAP11B	9.7026
ARHGAP12	589.7022	ARHGAP12	593.288
ARHGAP15	156.421	ARHGAP15	175.6636
ARHGAP17	1152.9178	ARHGAP17	1872.2931
ARHGAP18	1070.4594	ARHGAP18	780.0818
ARHGAP19	269.8637	ARHGAP19	473.2754
ARHGAP1	2094.9421	ARHGAP1	4273.5125
ARHGAP20	29.4851	ARHGAP20	198.4079
ARHGAP21	1512.7361	ARHGAP21	2306.3708
ARHGAP22	79.9596	ARHGAP22	250.6714
ARHGAP23	949.5205	ARHGAP23	863.3163
ARHGAP24	202.8975	ARHGAP24	473.2754
ARHGAP25	634.6795	ARHGAP25	1042.3673
ARHGAP26	959.5154	ARHGAP26	765.5641
ARHGAP27	1164.9117	ARHGAP27	877.35
ARHGAP28	87.4558	ARHGAP28	165.0173
ARHGAP29	1732.1253	ARHGAP29	1389.3392
ARHGAP30	1441.2722	ARHGAP30	1952.1401
ARHGAP31	893.5488	ARHGAP31	1323.5259
ARHGAP32	1698.6422	ARHGAP32	469.888
ARHGAP33	154.9218	ARHGAP33	181.9546
ARHGAP39	370.313	ARHGAP39	147.1122
ARHGAP42	96.8111	ARHGAP42	68.233
ARHGAP4	919.0359	ARHGAP4	1626.4608
ARHGAP5	1657.6629	ARHGAP5	954.2936
ARHGAP6	33.9828	ARHGAP6	223.0879
ARHGAP8	251.2331	ARHGAP8	260.5725
ARHGAP9	412.2918	ARHGAP9	463.597
ARHGDIA	7356.2851	ARHGDIA	7713.228
ARHGDIB	5956.9917	ARHGDIB	6856.2027
removed	removed	ARHGDIG	56.4979
ARHGEF10L	1159.4145	ARHGEF10L	1573.7134
ARHGEF10	371.8122	ARHGEF10	971.2309
ARHGEF11	2087.9456	ARHGEF11	1399.5016
ARHGEF12	4007.4762	ARHGEF12	1853.904
ARHGEF15	151.9233	ARHGEF15	1480.3165
ARHGEF16	270.8632	ARHGEF16	251.6393
ARHGEF17	839.576	ARHGEF17	1667.5942
ARHGEF18	1284.8512	ARHGEF18	995.4269
ARHGEF19	340.8279	ARHGEF19	468.4362
ARHGEF1	1579.2025	ARHGEF1	2317.985
ARHGEF2	1212.3877	ARHGEF2	2388.1536
ARHGEF33	7.996	ARHGEF33	8.7106
ARHGEF35	787.1025	ARHGEF35	376.975
ARHGEF37	711.6406	ARHGEF37	754.9179
ARHGEF38	32.4836	removed	removed
ARHGEF3	1150.9188	ARHGEF3	622.8072
ARHGEF4	140.9288	ARHGEF4	451.4989
ARHGEF5	1480.7522	ARHGEF5	589.9006
ARHGEF6	684.1545	ARHGEF6	2510.5858
ARHGEF7	1482.7512	ARHGEF7	1688.4028
ARHGEF9	542.2262	ARHGEF9	529.4103
ARID1A	2632.1708	ARID1A	1842.7738
ARID1B	1424.2807	ARID1B	1243.1949
ARID2	404.2958	ARID2	370.684
ARID3A	63.9677	ARID3A	61.4581
ARID3B	82.9581	ARID3B	105.011
ARID4A	430.2827	ARID4A	400.2032
ARID4B	980.0251	ARID4B	654.7461
ARID5A	874.0586	ARID5A	2288.4657
ARID5B	1527.2287	ARID5B	1752.7644
ARIH1	1316.835	ARIH1	1193.3509
ARIH2	1941.5195	ARIH2	1747.9252
ARL10	20.4897	ARL10	15.9694
ARL11	135.4316	ARL11	112.7538
ARL13B	278.8592	ARL13B	150.4996
ARL15	217.89	ARL15	263.2534
ARL16	486.7542	ARL16	617.968
ARL17A	61.9887	ARL17A	49.3794
ARL1	1824.0788	ARL1	1714.5346
ARL2BP	1329.3287	ARL2BP	1659.3675
ARL2	561.2166	ARL2	2108.4469
ARL3	348.8238	ARL3	627.1625
ARL4A	180.4089	ARL4A	1127.5376
ARL4C	1716.1334	ARL4C	1541.2906
ARL4D	188.9046	ARL4D	348.4236
ARL5A	1013.4882	ARL5A	541.9923
ARL5B	231.8829	ARL5B	34.3584
ARL6IP1	5189.3794	ARL6IP1	4152.5321
ARL6IP4	2226.3757	ARL6IP4	3269.375
ARL6IP5	6249.8438	ARL6IP5	5359.9168
ARL6IP6	361.3175	ARL6IP6	214.8612
ARL6	77.9606	ARL6	38.7137
ARL8A	1048.9703	ARL8A	1462.8953
ARL8B	2731.1208	ARL8B	2001.0162
ARL9	6.9965	ARL9	8.7106
ARMC10	1277.8997	ARMC10	626.0931
ARMC1	639.677	ARMC1	444.724
ARMC2	24.4876	ARMC2	52.7475
removed	removed	ARMC4	7.7427
ARMC5	211.3932	ARMC5	414.237
ARMC6	648.6724	ARMC6	755.4018
ARMC7	373.8112	ARMC7	473.2754
ARMC8	772.6098	ARMC8	617.4841
ARMC9	226.3857	ARMC9	213.4095
ARMCX1	109.4447	ARMCX1	908.805
ARMCX2	295.3508	ARMCX2	826.5383
ARMCX3	1713.6346	ARMCX3	1444.5063
ARMCX5	362.317	ARMCX5	245.3483
ARMCX6	392.8016	ARMCX6	285.0299
ARNT2	112.4432	ARNT2	141.7891
ARNTL2	546.7239	ARNTL2	25.1639
ARNTL	290.3534	ARNTL	132.5945
ARNT	1462.2616	ARNT	1369.9823
ARPC1A	4888.1215	ARPC1A	2485.8816
ARPC1B	8259.7388	ARPC1B	6547.4848
ARPC2	5986.9766	ARPC2	6825.7156
ARPC3	5402.7716	ARPC3	5012.461
ARPC4	4730.5361	ARPC4	4831.0436
ARPC5L	1206.8905	ARPC5L	626.6786
ARPC5	5823.5591	ARPC5	5061.3371
ARPM1	32.4836	ARPM1	45.4886
ARPP19	2045.9668	ARPP19	2705.6062
ARRB1	536.729	ARRB1	1247.5501
ARRB2	1107.9405	ARRB2	3058.3852
ARRDC1	1425.2802	ARRDC1	821.699
ARRDC2	601.6961	ARRDC2	1458.54
ARRDC3	4630.6615	ARRDC3	1886.8107
ARRDC4	567.7133	ARRDC4	1281.9086
ARRDC5	8.9955	ARRDC5	12.098
ARSA	1282.3524	ARSA	1956.4954
ARSB	516.2393	ARSB	490.2127
ARSD	3179.3944	ARSD	1554.3565
ARSE	10.4947	ARSE	13.5498
ARSF	51.474	removed	removed
ARSG	24.4876	ARSG	114.2055
ARSH	26.4866	removed	removed
ARSI	122.9379	ARSI	64.8455
ARSJ	50.9743	ARSJ	69.2008
ARSK	92.4533	ARSK	124.3679
ART3	134.4321	removed	removed
removed	removed	ART4	9.6784
removed	removed	ART5	18.8729
ARTN	44.4775	ARTN	6.291
ARV1	241.8779	ARV1	330.0346
ARVCF	320.3382	ARVCF	541.0245
removed	removed	ARX	22.2604
AR	10.9944	AR	35.3263
AS3MT	123.4377	AS3MT	274.8675
ASAH1	3024.4726	ASAH1	8148.7575
ASAH2B	12.4937	removed	removed
ASAM	701.6457	ASAM	521.1837
ASAP1	832.0798	ASAP1	1056.4011
ASAP2	553.7204	ASAP2	766.0481
ASAP3	1268.8592	ASAP3	1211.7399
ASB12	7.996	removed	removed
ASB13	472.2615	ASB13	744.2716
ASB14	5.997	ASB14	8.7106
ASB16	9.5602	ASB16	11.0963
ASB1	220.7485	ASB1	477.1129
ASB2	94.4523	ASB2	106.4628
ASB3	227.3852	ASB3	237.6056
ASB6	1050.6194	ASB6	784.4903
ASB7	235.3811	ASB7	306.3224
ASB8	547.2237	ASB8	803.31
ASB9	96.951	ASB9	68.7169
ASCC1	439.7779	ASCC1	488.7609
ASCC2	1494.7452	ASCC2	1835.0311
ASCC3	1248.8693	ASCC3	564.2527
ASCL2	114.942	ASCL2	33.3906
ASF1A	356.8198	ASF1A	342.1326
ASF1B	1051.469	ASF1B	208.5703
ASGR1	27.9859	ASGR1	47.9082
ASGR2	12.9934	ASGR2	23.7122
ASH1L	1751.9303	ASH1L	991.3765
ASH2L	747.6225	ASH2L	1146.8944
ASL	493.7507	ASL	660.5531
ASMTL	627.1833	ASMTL	965.4238
ASNA1	1509.2378	ASNA1	1488.0592
ASNSD1	1420.7825	ASNSD1	984.7807
ASNS	1660.6614	ASNS	343.5844
removed	removed	ASPA	95.8165
ASPG	39.4801	ASPG	7.2588
ASPHD1	31.4841	ASPHD1	105.9789
ASPHD2	97.9505	ASPHD2	75.4918
ASPH	3758.432	ASPH	7284.8944
ASPM	1545.7194	ASPM	66.7812
ASPN	160.9187	ASPN	1234.4843
ASPRV1	109.1249	ASPRV1	99.6879
ASPSCR1	459.7678	ASPSCR1	484.8895
ASRGL1	66.9662	ASRGL1	275.8354
ASS1	10501.1969	ASS1	4296.7408
ASTE1	198.7296	ASTE1	220.736
removed	removed	ASTN1	49.8439
ASTN2	59.9697	ASTN2	245.8322
removed	removed	ASXL1	1743.086
ASXL2	372.8117	ASXL2	146.6283
removed	removed	ASXL3	12.098
ASZ1	17.9909	removed	removed
ATAD1	968.0112	ATAD1	610.2253
ATAD2B	400.7976	ATAD2B	177.5993
ATAD2	517.7385	ATAD2	149.5318
ATAD3A	690.1515	ATAD3A	596.6755
ATAD3B	377.8092	ATAD3B	345.5201
ATAD3C	77.4609	ATAD3C	169.3726
ATAD5	114.942	ATAD5	32.4228
ATE1	102.948	ATE1	67.2651
removed	removed	ATF1	299.5475
ATF2	496.2494	ATF2	195.0204
ATF3	368.8137	ATF3	1427.569
ATF4	5506.2194	ATF4	8673.8126
ATF5	1928.0263	ATF5	1055.4332
ATF6B	2699.1369	ATF6B	2093.6147
ATF6	1507.7386	ATF6	835.7328
ATF7IP2	123.9374	ATF7IP2	111.7859
ATF7IP	1334.3262	ATF7IP	439.8848
ATF7	933.0288	ATF7	1265.1697
ATG10	125.4367	ATG10	106.4628
ATG12	477.7587	ATG12	433.5938
ATG16L1	451.7719	ATG16L1	570.5437
ATG16L2	149.2596	ATG16L2	683.0458
ATG2A	566.7138	ATG2A	719.5916
ATG2B	770.6108	ATG2B	562.8009
ATG3	1695.144	ATG3	927.194
ATG4A	528.733	ATG4A	295.1922
ATG4B	708.1424	ATG4B	1156.5729
ATG4C	227.8849	ATG4C	260.8338
ATG4D	360.0832	ATG4D	301.2074
ATG5	725.1338	ATG5	783.9532
ATG7	926.5921	ATG7	1601.0308
ATG9A	1254.6264	ATG9A	1722.6112
ATG9B	47.6659	ATG9B	11.3625
ATHL1	245.3761	ATHL1	1194.8027
ATIC	990.9995	ATIC	1366.111
ATL1	134.9319	ATL1	317.9366
ATL2	1665.6588	ATL2	936.3885
ATL3	532.2312	ATL3	256.4785
ATMIN	3372.297	ATMIN	1382.5643
ATM	688.1525	ATM	737.4967
ATN1	3956.0022	ATN1	4851.3151
ATOH8	25.4871	ATOH8	1211.256
ATOX1	1935.5226	ATOX1	1228.1933
ATP10A	487.2539	ATP10A	375.0393
ATP10B	232.3826	ATP10B	13.5498
ATP10D	452.2716	ATP10D	362.4574
ATP11A	1598.6927	ATP11A	562.317
ATP11B	1402.2918	ATP11B	670.7155
ATP11C	803.0944	ATP11C	385.2017
ATP12A	171.9132	removed	removed
ATP13A1	2600.6867	ATP13A1	1515.1588
ATP13A2	1352.8168	ATP13A2	1346.2702
ATP13A3	2007.986	ATP13A3	1237.3878
ATP13A4	19.4902	ATP13A4	34.3584
ATP13A5	48.4755	ATP13A5	106.9467
ATP1A1	21978.8857	ATP1A1	11764.5963
removed	removed	ATP1A2	1138.6678
ATP1A3	97.4508	ATP1A3	6.7749
ATP1B1	3963.7233	ATP1B1	3034.5085
ATP1B2	10.9944	ATP1B2	106.4628
ATP1B3	4514.2203	ATP1B3	2178.1316
removed	removed	ATP2A1	6.7749
ATP2A2	7625.649	ATP2A2	3696.194
ATP2A3	988.5008	ATP2A3	760.7249
ATP2B1	632.6805	ATP2B1	1276.5854
ATP2B2	6.9965	ATP2B2	5.3231
ATP2B4	1739.1217	ATP2B4	4642.7448
ATP2C1	4493.4008	ATP2C1	1718.8221
ATP2C2	448.7734	ATP2C2	94.3647
ATP5A1	7751.0857	ATP5A1	10922.5967
ATP5B	8097.9106	ATP5B	11592.3444
ATP5C1	2344.3161	ATP5C1	2892.8839
ATP5D	401.7971	ATP5D	1383.0482
ATP5EP2	44.4775	ATP5EP2	45.0047
ATP5E	3841.56	ATP5E	5943.0424
ATP5F1	2983.4933	ATP5F1	2906.4337
ATP5G1	1053.9677	ATP5G1	770.8873
ATP5G2	2636.1687	ATP5G2	5978.3687
ATP5G3	4708.6221	ATP5G3	3194.3672
ATP5H	2186.3959	ATP5H	2401.7034
ATP5I	839.0963	ATP5I	1435.215
ATP5J2	3040.4646	ATP5J2	1366.5949
ATP5J	971.0246	ATP5J	1707.4306
ATP5L	2825.5731	ATP5L	3251.4699
ATP5O	1757.6124	ATP5O	3690.3869
ATP5SL	578.7078	ATP5SL	885.5767
ATP5S	137.4306	ATP5S	108.8824
ATP6AP1L	18.9904	ATP6AP1L	40.6494
ATP6AP1	7191.3684	ATP6AP1	4753.5629
ATP6AP2	5219.864	ATP6AP2	4025.2607
ATP6V0A1	903.044	ATP6V0A1	1931.8154
ATP6V0A2	613.1903	ATP6V0A2	441.8205
ATP6V0A4	1223.3822	ATP6V0A4	93.8808
ATP6V0B	2755.1087	ATP6V0B	2422.512
ATP6V0C	2635.7589	ATP6V0C	2973.6989
ATP6V0D1	2626.1738	ATP6V0D1	3516.1751
removed	removed	ATP6V0D2	128.2393
ATP6V0E1	3830.0658	ATP6V0E1	4274.9643
ATP6V0E2	1136.3611	ATP6V0E2	1341.8229
ATP6V1A	5080.4344	ATP6V1A	1422.7298
ATP6V1B1	229.8839	ATP6V1B1	557.4778
ATP6V1B2	3281.8427	ATP6V1B2	3479.397
ATP6V1C1	1177.4054	ATP6V1C1	1310.46
ATP6V1C2	1133.3527	ATP6V1C2	107.479
ATP6V1D	1119.4347	ATP6V1D	1118.827
ATP6V1E1	979.0056	ATP6V1E1	2687.7011
ATP6V1E2	111.9435	ATP6V1E2	85.6541
ATP6V1F	2377.2895	ATP6V1F	2678.0082
ATP6V1G1	3089.9396	ATP6V1G1	1564.5189
ATP6V1G2	13.4932	ATP6V1G2	32.2485
ATP6V1H	1223.8819	ATP6V1H	1329.8168
ATP7A	504.2454	ATP7A	236.1538
ATP7B	227.8849	ATP7B	165.9851
ATP8A1	247.8748	ATP8A1	260.8338
removed	removed	ATP8A2	8.2267
ATP8B1	349.2536	ATP8B1	453.9186
ATP8B2	400.2978	ATP8B2	1036.5603
ATP8B3	28.4856	ATP8B3	55.1671
ATP8B4	128.4351	ATP8B4	360.0377
ATP8B5P	15.4922	ATP8B5P	45.0047
ATP9A	1757.1127	ATP9A	2047.9566
ATP9B	183.4074	ATP9B	568.1241
ATPAF1	1682.1505	ATPAF1	1342.3988
ATPAF2	294.8511	ATPAF2	340.6809
ATPBD4	85.4568	ATPBD4	98.2361
ATPIF1	1019.9849	ATPIF1	1233.0325
ATRIP	167.5804	ATRIP	268.8669
ATRNL1	24.4876	ATRNL1	17.4212
ATRN	1770.1061	ATRN	1675.3369
ATRX	1790.5957	ATRX	833.3132
ATR	830.5806	ATR	438.4331
ATXN10	1583.7002	ATXN10	1816.6421
ATXN1L	1017.4862	ATXN1L	931.0654
ATXN1	741.6255	ATXN1	658.1335
ATXN2L	2394.7906	ATXN2L	1994.7253
ATXN2	851.57	ATXN2	688.6206
ATXN3	500.2474	ATXN3	385.6856
ATXN7L1	191.4033	ATXN7L1	157.7585
ATXN7L2	86.9561	ATXN7L2	117.593
ATXN7L3B	2378.299	ATXN7L3B	1950.6884
ATXN7L3	1475.255	ATXN7L3	1261.1
ATXN7	743.1247	ATXN7	378.4268
AUH	193.9021	AUH	285.9977
AUP1	2898.3763	AUP1	2617.4889
AURKAIP1	1163.4125	AURKAIP1	1567.9063
AURKAPS1	9.995	removed	removed
AURKA	633.68	AURKA	134.5302
AURKB	358.8188	AURKB	83.2345
AURKC	24.9874	AURKC	28.5514
AUTS2	1731.1258	AUTS2	1008.0089
AVEN	238.3796	AVEN	253.091
AVIL	41.4791	AVIL	30.4871
AVL9	572.211	AVL9	115.1734
AVPI1	181.4084	AVPI1	794.5994
AVPR1A	36.4816	AVPR1A	30.0031
removed	removed	AVPR2	276.3193
AWAT2	67.4659	removed	removed
AXIN1	739.6265	AXIN1	860.4128
AXIN2	146.9258	AXIN2	281.6424
AXL	1390.7976	AXL	2797.5514
AZGP1	10305.7956	AZGP1	14638.6315
AZI1	400.7976	AZI1	359.5538
AZI2	1002.9935	AZI2	940.2599
AZIN1	1732.1253	AZIN1	2134.0947
removed	removed	AZU1	8.2267
B2M	88055.0322	B2M	62916.1122
B3GALNT1	552.2211	B3GALNT1	284.546
B3GALNT2	762.9447	B3GALNT2	560.691
B3GALT2	7.996	B3GALT2	5.3231
B3GALT4	376.31	B3GALT4	494.568
B3GALT5	122.4382	B3GALT5	9.1945
B3GALT6	593.7002	B3GALT6	812.5045
B3GALTL	207.3953	B3GALTL	222.604
B3GAT1	24.9874	B3GAT1	71.6204
B3GAT2	5.6471	B3GAT2	5.5409
B3GAT3	578.7078	B3GAT3	849.2826
B3GNT1	324.3362	B3GNT1	814.4402
B3GNT2	1361.3125	B3GNT2	797.019
B3GNT3	1162.413	B3GNT3	222.604
B3GNT4	33.4831	removed	removed
B3GNT5	733.1298	B3GNT5	197.924
B3GNT7	304.3463	B3GNT7	326.6471
B3GNT8	40.9793	B3GNT8	213.4095
B3GNT9	648.1927	B3GNT9	493.9921
B3GNTL1	54.6374	B3GNTL1	95.9133
B4GALNT1	43.643	B4GALNT1	34.2665
B4GALNT3	188.9046	B4GALNT3	62.4259
B4GALNT4	318.3392	B4GALNT4	165.9851
B4GALT1	11131.3787	B4GALT1	2862.8808
B4GALT2	1588.6977	B4GALT2	1529.6765
B4GALT3	1352.3171	B4GALT3	843.9594
B4GALT4	1288.3494	B4GALT4	424.8833
B4GALT5	2754.1092	B4GALT5	1696.6295
B4GALT6	58.4705	B4GALT6	82.2667
B4GALT7	822.5846	B4GALT7	683.7814
B9D1	109.9445	B9D1	151.8111
B9D2	46.9763	B9D2	101.6236
BAALC	18.9904	BAALC	169.3726
BACE1	1071.4589	BACE1	1456.6043
BACE2	1725.6286	BACE2	994.4591
BACH1	648.6724	BACH1	481.5021
BACH2	55.9717	BACH2	179.051
BAD	564.4999	BAD	1197.8611
BAG1	896.7222	BAG1	1511.5585
BAG2	117.9404	BAG2	189.6973
BAG3	774.6088	BAG3	1569.842
BAG4	168.415	BAG4	105.011
BAG5	2062.4585	BAG5	1277.0694
BAHCC1	458.2686	BAHCC1	478.5986
BAHD1	722.1353	BAHD1	834.281
removed	removed	BAI1	19.8408
BAI2	21.4891	BAI2	162.5977
removed	removed	BAI3	5.8071
BAIAP2L1	1467.1841	BAIAP2L1	407.946
BAIAP2L2	46.9763	BAIAP2L2	33.3906
BAIAP2	417.789	BAIAP2	1279.489
BAIAP3	43.0333	BAIAP3	192.325
BAK1	1021.4842	BAK1	516.3445
BAMBI	343.3266	BAMBI	494.568
BANF1	2213.882	BANF1	2278.3034
BANK1	16.9914	BANK1	119.0447
BANP	293.8516	BANP	245.8322
BAP1	2312.832	BAP1	2014.566
BARD1	59.47	BARD1	15.4855
BARX1	328.8339	removed	removed
BARX2	205.896	BARX2	689.5884
BASP1	441.2772	BASP1	681.3618
BAT1	5643.1502	BAT1	5651.8958
BAT2L1	6890.2604	BAT2L1	4165.9755
BAT2L2	6048.4455	BAT2L2	2225.5559
BAT2	10282.3074	BAT2	5193.4477
BAT3	5639.652	BAT3	4488.3738
BAT4	306.845	BAT4	540.5405
BAT5	2112.4332	BAT5	1162.3799
BATF2	966.0122	BATF2	139.3695
BATF3	50.4745	BATF3	63.3937
BATF	722.1353	BATF	164.5334
BAX	762.6149	BAX	796.5351
BAZ1A	2045.467	BAZ1A	751.0465
BAZ1B	2989.9901	BAZ1B	1649.6891
BAZ2A	2532.2562	BAZ2A	1674.3062
BAZ2B	752.455	BAZ2B	530.4605
BBC3	135.9314	BBC3	178.0832
BBOX1	1713.6346	BBOX1	608.2896
BBS10	212.3927	BBS10	267.6087
BBS12	103.4478	BBS12	121.9483
BBS1	357.8193	BBS1	671.1994
BBS2	517.7385	BBS2	1011.8803
BBS4	118.4402	BBS4	343.5844
BBS5	237.2952	BBS5	224.3655
BBS7	228.3847	BBS7	232.2824
BBS9	295.8506	BBS9	231.7985
BBX	2278.3494	BBX	845.8951
BCAM	2366.305	BCAM	5565.5835
removed	removed	BCAN	17.9051
BCAP29	2417.779	BCAP29	1105.7611
BCAP31	11731.5756	BCAP31	8939.0017
BCAR1	1391.7971	BCAR1	1414.5031
BCAR3	172.9127	BCAR3	891.8677
BCAS1	48.9753	BCAS1	75.0079
BCAS2	832.5646	BCAS2	607.9944
BCAS3	269.364	BCAS3	542.4762
BCAS4	790.101	BCAS4	821.2151
BCAT1	790.6007	BCAT1	1180.285
BCAT2	406.7946	BCAT2	653.2943
BCCIP	864.8982	BCCIP	850.3666
BCDIN3D	113.8175	BCDIN3D	199.9806
removed	removed	BCHE	143.7247
BCKDHA	827.4172	BCKDHA	1280.6068
BCKDHB	311.3428	BCKDHB	292.2887
BCKDK	1011.4892	BCKDK	1633.7197
BCL10	520.2373	BCL10	373.1036
BCL11A	8.9955	BCL11A	154.8549
BCL11B	477.7587	BCL11B	53.7153
