gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
FBXO21	1580.9273	FBXO21	1209.6115
FBXO22OS	45.3812	FBXO22OS	22.9601
FBXO22	558.3807	FBXO22	333.8906
FBXO24	6.05	FBXO24	5.0256
FBXO25	516.139	FBXO25	597.6483
FBXO27	78.3342	FBXO27	147.7505
FBXO28	1352.117	FBXO28	1237.7301
FBXO2	181.4382	FBXO2	343.5583
FBXO30	687.3597	FBXO30	550.1022
FBXO31	741.5435	FBXO31	641.1043
FBXO32	1732.9515	FBXO32	1085.3783
FBXO33	345.228	FBXO33	462.6789
FBXO34	708.414	FBXO34	1033.2311
FBXO36	161.0032	FBXO36	187.6278
FBXO38	841.2416	FBXO38	580.2658
FBXO39	17.0292	FBXO39	10.2249
FBXO3	847.7436	FBXO3	961.1452
FBXO41	195.3712	FBXO41	188.1391
FBXO42	558.2475	FBXO42	501.5337
FBXO44	263.4879	FBXO44	281.6973
FBXO45	457.0013	FBXO45	346.6258
FBXO46	317.0524	FBXO46	265.3374
FBXO48	41.4893	FBXO48	23.0061
FBXO4	207.1368	FBXO4	269.9387
FBXO5	166.5764	FBXO5	161.5542
FBXO6	262.2494	FBXO6	191.7178
FBXO7	2641.6905	FBXO7	2577.7096
FBXO8	572.9979	FBXO8	494.6626
FBXO9	955.4919	FBXO9	1273.5174
FBXW11	1704.7759	FBXW11	1354.2945
FBXW2	2265.81	FBXW2	1757.6687
FBXW4	952.3957	FBXW4	1620.6544
FBXW5	1055.19	FBXW5	1456.544
FBXW7	574.9671	FBXW7	677.9141
FBXW8	664.1381	FBXW8	375.2556
FBXW9	175.4594	FBXW9	192.3569
removed	removed	FCAR	15.3374
FCER1A	215.8062	FCER1A	266.8712
FCER1G	348.0146	FCER1G	722.3926
removed	removed	FCER2	15.3374
FCF1	727.9201	FCF1	1025.5624
FCGBP	1057.0478	FCGBP	1538.8548
FCGR1A	65.6305	FCGR1A	49.0798
FCGR1B	65.3301	FCGR1B	56.7485
FCGR1C	26.3178	FCGR1C	20.4499
FCGR2A	927.3164	FCGR2A	1407.4642
FCGR2B	168.4341	FCGR2B	639.5706
FCGR2C	63.4724	FCGR2C	188.6503
FCGR3A	1009.3661	FCGR3A	1152.3517
FCGR3B	23.5312	FCGR3B	405.9305
FCGRT	2372.9391	FCGRT	5685.5828
FCHO1	69.9745	FCHO1	80.2658
FCHO2	985.5252	FCHO2	1047.546
FCHSD1	291.5551	FCHSD1	278.4254
FCHSD2	823.7201	FCHSD2	946.1043
FCN1	43.347	FCN1	200.9202
FCN3	25.0793	FCN3	26.5849
FCRL5	87.6229	FCRL5	22.4949
FCRL6	14.2426	FCRL6	14.3149
FCRLA	13.933	FCRLA	6.6462
FCRLB	10.8368	FCRLB	15.8487
FDFT1	1538.8188	FDFT1	2145.7055
FDPS	1102.6643	FDPS	1394.1258
FDX1L	102.9027	FDX1L	124.32
FDX1	409.3196	FDX1	555.726
FDXACB1	117.9967	FDXACB1	73.1442
FDXR	140.5682	FDXR	117.0757
FECH	778.698	FECH	780.1636
FEM1A	977.7847	FEM1A	929.9591
FEM1B	3906.4943	FEM1B	2726.9939
FEM1C	997.9101	FEM1C	1335.3783
FEN1	368.4496	FEN1	383.4356
FER1L4	12.6945	FER1L4	9.2025
FER1L5	10.2175	removed	removed
FER1L6	51.7006	removed	removed
FERMT1	96.2923	FERMT1	141.1043
FERMT2	2542.9213	FERMT2	3079.7546
FERMT3	264.4168	FERMT3	396.728
FER	138.4008	FER	83.3333
FES	345.5376	FES	449.8978
FEZ1	182.3671	FEZ1	479.0389
FEZ2	1045.5918	FEZ2	1475.4601
FFAR2	46.1336	FFAR2	65.9509
FFAR3	5.2636	FFAR3	18.9162
FGD1	448.3319	FGD1	284.2536
FGD2	78.9535	FGD2	193.2515
FGD3	409.9388	FGD3	184.5603
FGD4	638.1299	FGD4	578.2209
FGD5	978.0943	FGD5	1676.3804
FGD6	685.502	FGD6	271.4724
FGF10	22.2927	FGF10	46.5235
FGF11	167.7839	FGF11	84.3558
FGF12	57.5896	FGF12	14.3149
FGF13	490.7501	FGF13	308.7935
FGF14	174.6265	FGF14	235.1738
FGF18	28.4852	FGF18	18.9162
removed	removed	FGF19	5.6237
FGF1	910.2872	FGF1	1059.3047
FGF2	737.4657	FGF2	1249.5603
FGF7	949.2995	FGF7	935.0716
FGF9	8.3598	FGF9	27.6074
removed	removed	FGFBP1	674.3354
removed	removed	FGFBP2	53.681
FGFBP3	38.0834	FGFBP3	39.8773
FGFR1OP2	744.0204	FGFR1OP2	975.4601
FGFR1OP	169.9234	FGFR1OP	134.7444
FGFR1	5219.9087	FGFR1	5681.4928
FGFR2	869.4171	FGFR2	1258.6912
FGFR3	181.1286	FGFR3	36.2986
FGFR4	328.818	FGFR4	13.8037
FGFRL1	399.7213	FGFRL1	634.9693
FGGY	158.2166	FGGY	145.7055
FGL1	10.2175	removed	removed
FGL2	1371.6232	FGL2	3009.7137
FGR	114.8696	FGR	434.5603
FHAD1	91.5737	FHAD1	23.9724
FHDC1	1015.5585	FHDC1	284.2536
FHIT	43.0374	FHIT	66.9734
FHL1	1552.7518	FHL1	17307.771
FHL2	1655.8557	FHL2	3151.8405
FHL3	514.9005	FHL3	614.5194
FHL5	83.2882	FHL5	122.6994
FHOD1	526.9758	FHOD1	427.4029
FHOD3	538.7414	FHOD3	488.2413
FH	1063.5498	FH	1158.998
FIBIN	559.7956	FIBIN	778.1186
FIBP	695.1002	FIBP	902.863
FICD	108.9868	FICD	54.1922
FIG4	548.9589	FIG4	587.9346
FIGF	114.2503	FIGF	689.1616
FIGNL1	335.0104	FIGNL1	302.6585
FIGNL2	34.9872	FIGNL2	25.0511
FIGN	61.3051	FIGN	68.5072
FILIP1L	2860.9025	FILIP1L	3533.7423
FILIP1	274.3246	FILIP1	220.8589
FIP1L1	759.5603	FIP1L1	588.8701
FIS1	879.8483	FIS1	1126.0429
FITM2	116.1081	FITM2	53.1697
FIZ1	284.8518	FIZ1	262.2699
FJX1	157.907	FJX1	221.3701
FKBP10	4001.5481	FKBP10	1781.1861
FKBP11	426.968	FKBP11	301.1247
FKBP14	832.5722	FKBP14	260.2249
FKBP15	1184.9586	FKBP15	1015.0511
FKBP1AP1	24.4601	FKBP1AP1	11.2474
FKBP1A	5646.9634	FKBP1A	5110.4652
FKBP1B	54.4934	FKBP1B	94.5808
FKBP2	512.7332	FKBP2	227.5051
FKBP3	708.1043	FKBP3	899.7955
FKBP4	3492.2208	FKBP4	1902.3517
FKBP5	848.6725	FKBP5	1504.09
FKBP7	701.6023	FKBP7	435.0716
FKBP8	2786.903	FKBP8	3585.8896
FKBP9L	116.1081	FKBP9L	63.9059
FKBP9	5653.6884	FKBP9	4660.5317
FKBPL	109.2964	FKBPL	96.6258
FKRP	260.7013	FKRP	237.2188
FKTN	577.7537	FKTN	403.8855
FLAD1	510.2562	FLAD1	528.1186
FLCN	843.7186	FLCN	784.2536
FLG	42.2076	FLG	16.5184
FLI1	737.828	FLI1	1098.1595
FLII	2364.2697	FLII	2829.7546
FLJ10038	303.4291	FLJ10038	426.2679
FLJ10213	18.5773	FLJ10213	11.2474
FLJ10357	2126.79	FLJ10357	1937.6278
FLJ10661	16.7196	FLJ10661	13.2924
FLJ11235	17.3388	FLJ11235	10.7362
FLJ12825	31.5814	FLJ12825	5.1125
FLJ13197	55.1126	FLJ13197	41.9734
FLJ16779	8.979	removed	removed
FLJ22536	74.6188	FLJ22536	34.7648
FLJ23867	547.7204	FLJ23867	751.5337
FLJ33630	580.8499	FLJ33630	610.4294
removed	removed	FLJ35024	8.18
FLJ35220	207.756	FLJ35220	244.3763
FLJ35390	70.7145	FLJ35390	37.1677
FLJ35776	77.4054	FLJ35776	86.4008
FLJ36031	404.6753	FLJ36031	560.8384
removed	removed	FLJ36777	12.7812
FLJ37201	11.1464	FLJ37201	7.6687
FLJ37453	133.1372	FLJ37453	89.9796
removed	removed	FLJ37543	7.1575
FLJ39582	36.492	FLJ39582	59.2382
FLJ39653	83.2882	FLJ39653	73.6196
FLJ40330	19.1965	FLJ40330	14.8262
FLJ40852	33.4391	FLJ40852	39.8773
FLJ42289	29.1044	FLJ42289	8.6912
FLJ42627	132.71	FLJ42627	64.4172
FLJ42709	200.6347	FLJ42709	127.8119
removed	removed	FLJ42875	15.8487
FLJ43663	79.8823	FLJ43663	135.4806
FLJ44606	28.1756	FLJ44606	24.5399
FLJ44635	21.0543	FLJ44635	30.6748
FLJ45244	38.0834	FLJ45244	39.3661
FLJ45340	904.4044	FLJ45340	775.0511
FLJ45445	32.2006	FLJ45445	85.8896
FLJ45983	674.9748	FLJ45983	26.0736
FLJ90757	570.0132	FLJ90757	442.7403
FLNA	24567.5362	FLNA	20947.8528
FLNB	9114.8541	FLNB	6542.362
FLNC	1516.526	FLNC	969.3252
FLOT1	2889.0781	FLOT1	2644.683
FLOT2	2082.2045	FLOT2	2450.9202
FLRT1	16.1003	removed	removed
FLRT2	1836.365	FLRT2	927.9141
FLRT3	635.0337	FLRT3	92.0245
FLT1	1886.5237	FLT1	1432.5153
FLT3LG	86.3844	FLT3LG	231.5951
FLT3	63.782	FLT3	15.3374
FLT4	341.5125	FLT4	929.9591
FLVCR1	143.0451	FLVCR1	58.2822
FLVCR2	81.1208	FLVCR2	112.4744
FLYWCH1	527.595	FLYWCH1	492.3313
FLYWCH2	327.2699	FLYWCH2	296.0123
FMN1	130.3506	FMN1	43.9673
FMN2	70.9033	FMN2	49.591
FMNL1	444.3068	FMNL1	883.4356
FMNL2	1196.9967	FMNL2	1528.1186
FMNL3	1574.6792	FMNL3	778.2669
FMO1	503.4445	FMO1	267.8937
FMO2	590.4482	FMO2	1701.4315
FMO3	74.3092	FMO3	65.4397
FMO4	224.4756	FMO4	183.5378
FMO5	280.8267	FMO5	171.2679
FMOD	4713.3679	FMOD	6188.6503
FMR1	1192.662	FMR1	1021.9836
FN1	155146.0639	FN1	12016.8712
FN3KRP	404.6753	FN3KRP	454.499
FN3K	211.7811	FN3K	224.4376
FNBP1L	3220.6827	FNBP1L	1766.8712
FNBP1	1366.9789	FNBP1	1647.7505
FNBP4	1265.423	FNBP4	1296.0123
FNDC1	3854.1683	FNDC1	1249.4888
FNDC3A	2333.3075	FNDC3A	1730.5726
FNDC3B	3336.4812	FNDC3B	1912.5767
FNDC4	206.2079	FNDC4	333.3333
FNDC5	97.8404	FNDC5	128.3231
FNDC8	9.5983	FNDC8	5.1125
FNIP1	1354.594	FNIP1	698.8753
FNIP2	1018.9643	FNIP2	598.6708
FNTA	1101.3236	FNTA	1464.2127
FNTB	870.8352	FNTB	533.0828
FOLH1B	6.8117	removed	removed
FOLH1	213.6388	FOLH1	325.6646
FOLR1	128.4929	FOLR1	607.362
FOLR2	665.9958	FOLR2	1924.8466
FOSB	2215.6514	FOSB	28678.9366
FOSL1	68.1167	FOSL1	588.9571
FOSL2	3613.902	FOSL2	2873.2106
FOS	3165.2605	FOS	21287.8323
FOXA1	3505.5345	FOXA1	649.7955
FOXA2	12.3849	removed	removed
FOXC1	444.3068	FOXC1	789.8773
removed	removed	FOXC2	12.7812
FOXD1	39.0123	removed	removed
FOXD2	11.1464	FOXD2	6.6462
FOXD4	6.1924	removed	removed
FOXF1	46.1336	FOXF1	14.8262
FOXF2	131.5891	FOXF2	101.7382
FOXI1	40.5604	FOXI1	388.0368
FOXI2	7.7405	FOXI2	14.8262
FOXJ1	5.5732	FOXJ1	17.8937
FOXJ2	1163.5576	FOXJ2	969.3252
FOXJ3	2118.1206	FOXJ3	1726.9939
FOXK1	1178.1098	FOXK1	1079.7546
FOXK2	901.9274	FOXK2	1041.411
FOXL1	16.4099	FOXL1	46.0123
FOXM1	157.0276	FOXM1	134.9847
FOXN1	15.7907	FOXN1	5.6237
FOXN2	505.3023	FOXN2	578.2209
FOXN3	2616.6112	FOXN3	2917.6892
FOXO1	1358.9287	FOXO1	2162.0654
FOXO3B	1525.8147	FOXO3B	911.5542
FOXO3	3343.6024	FOXO3	2277.0961
FOXO4	825.4509	FOXO4	817.9959
FOXP1	2763.0622	FOXP1	2117.0757
FOXP2	53.2549	FOXP2	46.5235
FOXP3	21.6271	FOXP3	11.4928
FOXP4	2778.2336	FOXP4	1693.2515
FOXQ1	14.2426	FOXQ1	12.7812
FOXRED1	233.4546	FOXRED1	307.771
FOXRED2	777.1499	FOXRED2	574.1309
FOXS1	33.4391	FOXS1	13.2924
FPGS	517.0679	FPGS	777.0961
FPGT	481.8546	FPGT	315.4397
FPR1	60.9954	FPR1	202.9652
removed	removed	FPR2	32.2086
FPR3	517.3775	FPR3	615.0307
FRAS1	271.8477	FRAS1	239.2638
FRAT1	81.7401	FRAT1	83.8446
FRAT2	172.4592	FRAT2	147.7505
FREM1	849.911	FREM1	265.3374
FREM2	35.2968	FREM2	26.0736
FRG1B	147.3798	FRG1B	130.3681
FRG1	488.2731	FRG1	838.9571
FRK	160.0743	FRK	56.7485
removed	removed	FRMD1	21.4724
FRMD3	168.7437	FRMD3	110.4294
FRMD4A	898.2119	FRMD4A	926.411
FRMD4B	798.8234	FRMD4B	1066.9734
FRMD5	42.4181	FRMD5	48.5685
FRMD6	4770.9575	FRMD6	3152.3517
FRMD7	20.7446	removed	removed
FRMD8	996.9812	FRMD8	819.0184
FRMPD1	13.6233	FRMPD1	27.6074
FRMPD2	13.3137	removed	removed
FRRS1	273.0862	FRRS1	100.7157
FRS2	1802.6163	FRS2	962.6789
FRS3	75.8573	FRS3	72.0859
FRYL	1931.4188	FRYL	1238.7526
FRY	1202.8795	FRY	1041.9223
FRZB	722.3469	FRZB	402.863
FSCN1	1609.1029	FSCN1	1650.818
FSCN2	7.7405	FSCN2	6.135
FSD1L	124.4678	FSD1L	43.9673
FSIP1	51.3972	FSIP1	11.2474
FSTL1	26287.7932	FSTL1	30668.2004
FSTL3	590.7578	FSTL3	667.6892
FSTL4	42.4181	FSTL4	7.1575
FST	236.2412	FST	263.2924
FTH1	27925.3812	FTH1	46322.592
FTHL3	182.3671	FTHL3	251.0225
FTL	22245.0654	FTL	44989.2638
FTO	3315.7365	FTO	1816.9734
FTSJ1	604.3811	FTSJ1	576.6871
FTSJ2	617.0756	FTSJ2	594.0695
FTSJ3	1898.0695	FTSJ3	831.2883
FTSJD1	912.1449	FTSJD1	576.6871
FTSJD2	1261.0883	FTSJD2	1021.4724
FUBP1	1403.8238	FUBP1	1236.1963
FUBP3	1374.7194	FUBP3	1084.3558
FUCA1	1119.5913	FUCA1	1300.6135
FUCA2	1856.4904	FUCA2	1468.8139
FUK	361.3283	FUK	284.2536
FUNDC1	256.6762	FUNDC1	276.5849
FUNDC2	1073.1481	FUNDC2	1426.3804
FURIN	2419.6919	FURIN	1930.9816
FUS	2730.2423	FUS	2854.8057
FUT10	173.6977	FUT10	211.6564
FUT11	320.4582	FUT11	214.7239
FUT1	117.6562	FUT1	126.2781
FUT2	38.7027	FUT2	47.546
FUT3	5.2636	FUT3	66.9734
FUT4	244.8146	FUT4	186.2679
removed	removed	FUT6	21.9836
FUT7	11.0659	FUT7	7.6687
FUT8	1542.3516	FUT8	668.2004
FUT9	18.8869	FUT9	42.4335
FUZ	181.3577	FUZ	275.9611
FXC1	826.6894	FXC1	818.5072
FXN	223.5467	FXN	228.5276
FXR1	1827.6956	FXR1	2192.7403
FXR2	649.8955	FXR2	629.3456
FXYD1	133.7565	FXYD1	718.8139
removed	removed	FXYD2	14.3149
FXYD3	1909.7453	FXYD3	1608.3845
FXYD5	978.4039	FXYD5	2996.9325
FXYD6	824.522	FXYD6	1544.9898
removed	removed	FXYD7	7.1575
FYB	482.0807	FYB	563.9059
FYCO1	1913.4608	FYCO1	1744.3763
FYN	947.1321	FYN	1362.4744
FYTTD1	2271.3832	FYTTD1	2043.456
FZD10	71.5226	FZD10	48.0573
FZD1	2602.9878	FZD1	2030.1636
FZD2	164.0994	FZD2	40.3885
FZD3	138.4008	FZD3	183.0266
FZD4	1689.8614	FZD4	2731.3395
FZD5	132.518	FZD5	205.5215
FZD6	1071.9096	FZD6	972.9039
FZD7	2532.0845	FZD7	2886.5031
FZD8	375.8805	FZD8	335.3783
FZD9	6.1924	FZD9	21.4724
FZR1	745.5685	FZR1	639.5706
G0S2	147.9991	G0S2	1906.953
G2E3	579.921	G2E3	334.8671
G3BP1	2112.5474	G3BP1	1665.6442
G3BP2	4237.1701	G3BP2	3355.317
G6PC3	723.895	G6PC3	1002.5562
G6PD	622.6488	G6PD	570.0409
GAA	1805.0933	GAA	1897.7505
GAB1	1479.0618	GAB1	824.1309
GAB2	883.3501	GAB2	956.0327
GAB3	116.4177	GAB3	156.953
GABARAPL1	1159.8421	GABARAPL1	2410.5317
GABARAPL2	1764.2232	GABARAPL2	2228.0164
GABARAP	5015.5585	GABARAP	6952.454
GABBR1	552.0551	GABBR1	526.5849
GABPA	1339.2368	GABPA	1159.8671
GABPB1	381.4599	GABPB1	407.9294
GABPB2	102.1751	GABPB2	92.0245
removed	removed	GABRA2	10.2249
removed	removed	GABRA4	5.6237
GABRA5	7.4309	removed	removed
GABRB2	72.4514	GABRB2	24.5399
GABRB3	38.0834	GABRB3	19.4274
GABRD	42.4181	removed	removed
GABRE	35.9161	GABRE	317.4847
GABRP	613.3602	GABRP	10492.3313
GAD1	7.4309	removed	removed
GADD45A	668.4728	GADD45A	758.18
GADD45B	1875.9966	GADD45B	3005.6237
GADD45GIP1	344.6087	GADD45GIP1	301.1247
GADD45G	138.0912	GADD45G	36.2986
GAK	1512.501	GAK	1111.9632
removed	removed	GAL3ST1	13.8037
GAL3ST4	652.6821	GAL3ST4	321.0634
GALC	1011.2238	GALC	949.3865
GALE	484.8672	GALE	335.8896
GALK1	129.4218	GALK1	206.544
GALK2	340.2523	GALK2	372.6022
GALM	257.9147	GALM	293.9673
GALNS	627.2931	GALNS	345.092
GALNT10	2376.0353	GALNT10	1138.0368
GALNT11	1361.4057	GALNT11	1414.6217
GALNT12	97.2211	GALNT12	359.9182
GALNT13	116.7273	GALNT13	40.3885
GALNT14	26.6274	GALNT14	100.7157
GALNT1	3701.8345	GALNT1	2885.4806
GALNT2	2550.6618	GALNT2	1433.5378
GALNT3	1844.7248	GALNT3	788.8548
GALNT4	597.907	GALNT4	420.1278
GALNT5	414.5832	GALNT5	55.2147
GALNT6	2519.0804	GALNT6	884.4581
GALNT7	3113.5537	GALNT7	665.6442
GALNTL1	743.4012	GALNTL1	1087.9346
GALNTL2	492.6078	GALNTL2	1797.546
GALNTL4	215.8062	GALNTL4	336.9121
GALNTL6	7.1213	removed	removed
GALT	184.5344	GALT	442.229
removed	removed	GAL	14.3149
GAMT	198.4674	GAMT	242.8425
GANAB	9452.4344	GANAB	6222.3926
GANC	301.8871	GANC	310.5164
GAN	105.5809	GAN	42.9448
GAP43	7.1213	GAP43	24.0286
GAPDH	20110.8445	GAPDH	30986.7076
GAPT	74.6188	GAPT	48.5685
GAPVD1	1380.2926	GAPVD1	1008.6912
GAR1	334.0816	GAR1	372.1881
GARNL3	192.8942	GARNL3	198.8753
GARS	2477.2815	GARS	1554.7035
GART	1174.7039	GART	1049.0798
GAS1	1351.4978	GAS1	2011.2474
GAS2L1	479.2941	GAS2L1	975.9714
GAS2L2	15.7907	GAS2L2	25.5624
GAS2L3	65.0205	GAS2L3	27.0961
GAS2	56.0415	GAS2	44.9898
GAS5	784.8905	GAS5	1952.9652
GAS6	3139.8715	GAS6	4026.0736
GAS7	3656.9394	GAS7	3244.8875
GAS8	404.8734	GAS8	396.1094
GATA2	505.3023	GATA2	235.6851
removed	removed	GATA3	1626.7894
GATA4	49.2298	removed	removed
GATA6	212.0907	GATA6	582.3108
GATAD1	917.4085	GATAD1	1086.9121
GATAD2A	1608.4836	GATAD2A	1372.6994
GATAD2B	1230.1262	GATAD2B	1040.3885
GATC	29.7237	GATC	9.2025
GATM	559.7956	GATM	865.0307
GATSL1	16.7196	GATSL1	12.2699
GATSL3	172.6604	GATSL3	196.0787
GATS	153.4484	GATS	233.727
GBA2	789.2995	GBA2	802.9294
GBAP1	338.4163	GBAP1	321.0634
GBAS	1694.2488	GBAS	1723.9264
GBA	1287.0965	GBA	1198.8753
GBE1	586.7327	GBE1	957.0552
GBF1	2394.6126	GBF1	1730.0613
GBGT1	91.2578	GBGT1	124.3354
GBP1	2202.9569	GBP1	1682.0041
GBP2	1956.7676	GBP2	3811.82
GBP3	797.8946	GBP3	597.6483
GBP4	757.3342	GBP4	769.4274
GBP5	168.1245	GBP5	141.1043
GBP6	33.7487	GBP6	9.2025
GCAT	174.0073	GCAT	128.8344
GCA	330.0565	GCA	503.5787
GCC1	936.9146	GCC1	731.5951
GCC2	2150.6309	GCC2	1150.3067
GCDH	260.7013	GCDH	273.0061
GCET2	65.9494	GCET2	34.7648
GCFC1	639.0588	GCFC1	656.4417
GCH1	156.9781	GCH1	320.5521
GCHFR	52.326	GCHFR	147.2393
GCK	7.4309	GCK	6.135
GCLC	658.8745	GCLC	781.1861
GCLM	390.7423	GCLM	443.7628
GCN1L1	3062.1565	GCN1L1	1905.4192
GCNT1	765.0747	GCNT1	1108.8957
GCNT2	307.4541	GCNT2	382.9243
GCNT4	108.9868	GCNT4	65.4397
GCOM1	474.1946	GCOM1	1224.1002
GCSH	17.0292	GCSH	41.411
GDAP1	371.2362	GDAP1	327.7096
GDAP2	461.336	GDAP2	307.771
GDE1	1949.9961	GDE1	2111.9632
GDF10	101.8655	GDF10	490.7975
GDF11	280.0836	GDF11	99.7648
GDF15	534.7163	GDF15	94.0695
GDF5	39.164	GDF5	32.638
GDF6	74.9284	GDF6	21.9836
GDF9	12.0752	GDF9	10.2249
GDI1	2467.6833	GDI1	2303.681
GDI2	6024.9245	GDI2	5343.047
GDPD1	160.3839	GDPD1	55.2147
GDPD3	28.4387	GDPD3	51.0634
GDPD5	425.7295	GDPD5	662.5767
GEFT	624.2867	GEFT	544.3303
GEMIN4	594.7829	GEMIN4	766.8712
GEMIN5	779.3173	GEMIN5	565.9509
GEMIN6	111.1541	GEMIN6	97.137
GEMIN7	180.8189	GEMIN7	198.8753
GEMIN8P4	20.7446	GEMIN8P4	25.5624
GEMIN8	394.7674	GEMIN8	443.2515
GEM	3289.1091	GEM	1761.2474
GEN1	188.2499	GEN1	116.0532
GET4	630.3893	GET4	450.409
GFAP	102.4847	GFAP	290.3885
GFER	264.4168	GFER	230.5726
GFI1	15.1715	GFI1	21.9836
GFM1	1392.0582	GFM1	955.5215
GFM2	531.9297	GFM2	524.0286
GFOD1	82.6689	GFOD1	61.8609
GFOD2	729.1586	GFOD2	587.4233
GFPT1	4161.3128	GFPT1	1821.5746
GFPT2	784.8905	GFPT2	928.4254
GFRA1	1744.4075	GFRA1	1695.8078
GFRA2	23.2216	GFRA2	142.1268
removed	removed	GFRA3	18.9162
GGA1	807.4928	GGA1	766.3599
GGA2	2285.0066	GGA2	2385.4806
GGA3	613.9794	GGA3	802.6585
GGCT	1291.4312	GGCT	663.5992
GGCX	771.2671	GGCX	517.8937
GGH	160.3839	GGH	246.4213
GGNBP2	1296.0755	GGNBP2	1521.9836
GGN	8.979	GGN	12.2699
GGPS1	1096.9889	GGPS1	894.683
GGT1	221.0697	GGT1	130.8793
GGT3P	9.2886	GGT3P	13.8037
GGT5	1294.5274	GGT5	585.3783
GGT6	243.6721	GGT6	366.0532
GGT7	257.6051	GGT7	366.5644
GGTA1	383.3114	GGTA1	1006.135
GGTLC2	21.6735	GGTLC2	22.4949
GHDC	398.4829	GHDC	615.5419
GHITM	2775.7566	GHITM	3999.4888
GHR	433.4701	GHR	1541.411
GIGYF1	1193.9005	GIGYF1	851.7382
GIGYF2	2190.2624	GIGYF2	1690.6953
GIMAP1	146.4603	GIMAP1	137.5256
GIMAP2	297.537	GIMAP2	251.0225
GIMAP4	822.6643	GIMAP4	1130.3681
GIMAP5	501.5868	GIMAP5	787.8323
GIMAP6	972.8307	GIMAP6	1127.3006
GIMAP7	466.9092	GIMAP7	666.6667
GIMAP8	674.3556	GIMAP8	711.6564
GIN1	117.0369	GIN1	100.7157
GINS1	76.4765	GINS1	81.2883
GINS2	145.8317	GINS2	96.6258
GINS3	162.5513	GINS3	153.3742
GINS4	49.5394	GINS4	76.1759
GIPC1	1180.2771	GIPC1	972.9039
GIPC2	160.0743	GIPC2	256.135
GIPC3	168.4341	GIPC3	124.2331
GIPR	5.5732	GIPR	5.6237
GIT1	1360.7864	GIT1	1543.456
GIT2	1487.7312	GIT2	1199.8978
GIYD2	162.0342	GIYD2	230.8896
GJA1	6034.8324	GJA1	4130.8793
GJA4	382.3825	GJA4	336.4008
GJA5	361.9475	GJA5	895.7055
GJB1	47.9913	GJB1	44.9898
GJB2	1485.5639	GJB2	35.7873
GJB3	6.5021	GJB3	18.9417
GJB5	14.5522	GJB5	14.3149
GJB7	6.8117	GJB7	20.9611
GJC1	485.1769	GJC1	120.6544
GJC2	24.1505	GJC2	82.3108
GJC3	15.7907	GJC3	20.4499
GJD3	32.8199	GJD3	76.3037
GK3P	13.933	GK3P	7.6687
GK5	907.5006	GK5	741.82
GKAP1	73.6899	GKAP1	129.8569
GK	110.8445	GK	110.9407
GLA	574.0382	GLA	427.9141
GLB1L2	359.1609	GLB1L2	281.6973
GLB1L	367.8303	GLB1L	362.4744
GLB1	1244.0591	GLB1	1148.773
GLCCI1	399.1021	GLCCI1	239.7751
GLCE	1602.9104	GLCE	855.8282
GLDN	133.4469	GLDN	178.4254
GLE1	753.3091	GLE1	808.7935
GLG1	6694.9454	GLG1	4417.1779
GLI1	265.9649	GLI1	68.5072
GLI2	461.9553	GLI2	139.0593
GLI3	2028.9496	GLI3	1356.8507
GLI4	56.7134	GLI4	115.1585
GLIPR1L2	26.6274	GLIPR1L2	30.1636
GLIPR1	1317.5571	GLIPR1	1404.6779
GLIPR2	919.8854	GLIPR2	1707.0552
GLIS1	39.9412	GLIS1	15.8487
GLIS2	1173.7751	GLIS2	679.4479
GLIS3	280.2074	GLIS3	162.0654
GLMN	111.4637	GLMN	133.4356
GLO1	2949.1447	GLO1	2172.8016
GLOD4	950.538	GLOD4	1184.5603
GLOD5	5.8828	GLOD5	5.6237
GLP1R	8.6694	removed	removed
GLRA3	181.1286	GLRA3	10.2249
removed	removed	GLRA4	16.3599
GLRB	170.9111	GLRB	196.8303
GLRX2	84.8363	GLRX2	95.6033
GLRX3	878.0865	GLRX3	732.1063
GLRX5	962.9228	GLRX5	754.6012
GLRX	235.622	GLRX	501.0225
GLS2	55.1126	GLS2	63.3947
GLS	1324.5607	GLS	1570.0409
GLT1D1	12.3849	GLT1D1	44.9898
GLT25D1	2141.0326	GLT25D1	1776.5849
GLT25D2	77.715	GLT25D2	93.047
GLT8D1	1329.6385	GLT8D1	1195.8078
GLT8D2	1217.7413	GLT8D2	910.5317
GLTPD1	408.0811	GLTPD1	379.8569
GLTP	1040.9474	GLTP	1381.3906
GLTSCR1	203.1117	GLTSCR1	184.5603
GLTSCR2	4375.8805	GLTSCR2	7149.7955
GLUD1	2981.3453	GLUD1	5217.2802
GLUD2	406.533	GLUD2	542.4335
GLUL	8373.7131	GLUL	13397.2393
GLYATL1	97.8404	GLYATL1	38.8548
GLYATL2	202.1828	GLYATL2	496.9325
removed	removed	GLYAT	299.0798
GLYCTK	41.4893	GLYCTK	63.9059
GLYR1	1917.4859	GLYR1	1707.0552
GM2A	2062.6984	GM2A	2156.4417
GMCL1L	5.8828	removed	removed
GMCL1	441.2106	GMCL1	299.591
GMDS	364.7341	GMDS	303.681
GMEB1	206.8272	GMEB1	216.7689
GMEB2	420.7756	GMEB2	468.3027
GMFB	1587.1197	GMFB	1514.3149
GMFG	221.9986	GMFG	517.8937
