gene_id	TCGA-BH-A0BA-01A-11R-A056-07	gene_id	TCGA-BH-A0BA-11A-22R-A19E-07
RAB17	364.6646	RAB17	277.8034
RAB18	2045.4117	RAB18	2068.7587
RAB19	18.5074	RAB19	7.8449
RAB1A	2755.7159	RAB1A	2934.0102
RAB1B	3716.8743	RAB1B	4257.8911
RAB20	352.669	RAB20	392.2473
RAB21	1586.8392	RAB21	1174.4347
RAB22A	1458.3155	RAB22A	1169.82
RAB23	335.5325	RAB23	392.7088
RAB24	492.1601	RAB24	374.7116
RAB25	3186.7021	RAB25	926.6267
RAB26	219.3471	RAB26	13.844
RAB27A	635.7639	RAB27A	738.8094
RAB27B	403.393	RAB27B	326.719
RAB28	243.3382	RAB28	258.4218
RAB2A	1561.1344	RAB2A	1112.5981
RAB2B	607.66	RAB2B	508.9986
RAB30	205.9806	RAB30	373.7886
RAB31	1090.9091	RAB31	1119.0586
RAB32	202.8961	RAB32	351.1767
RAB33A	19.1929	RAB33A	10.1523
RAB33B	436.9806	RAB33B	517.7665
RAB34	335.1898	RAB34	1054.9146
RAB35	1146.0886	RAB35	1011.5367
RAB36	44.8976	RAB36	234.4255
RAB37	63.7478	RAB37	95.0623
RAB38	33.9303	RAB38	146.2852
RAB39B	30.8457	RAB39B	59.5293
removed	removed	RAB39	12.4596
RAB3A	77.4569	RAB3A	41.9935
RAB3B	23.9911	RAB3B	10.6138
RAB3C	7.8828	RAB3C	10.6138
RAB3D	2923.4856	RAB3D	1240.4246
RAB3GAP1	1452.4891	RAB3GAP1	1814.0286
RAB3GAP2	1950.4755	RAB3GAP2	1458.6987
RAB3IL1	182.675	RAB3IL1	620.2123
RAB3IP	769.7712	RAB3IP	426.3959
RAB40A	6.1691	RAB40A	5.5376
RAB40B	154.2284	RAB40B	372.8657
RAB40C	1091.5946	RAB40C	452.2381
RAB42	12.3383	RAB42	23.5348
RAB43	282.7521	RAB43	313.3364
RAB4A	1232.5559	RAB4A	907.5219
RAB4B	421.1567	RAB4B	273.1195
RAB5A	1667.3807	RAB5A	1155.5145
RAB5B	5145.4031	RAB5B	4681.5874
RAB5C	3767.6292	RAB5C	2729.1186
RAB6A	4086.7107	RAB6A	3015.6899
RAB6B	92.1943	RAB6B	340.1015
RAB6C	97.1708	RAB6C	83.4841
RAB7A	5389.0841	RAB7A	4509.4601
RAB7L1	933.5961	RAB7L1	521.4582
RAB8A	1969.7781	RAB8A	1136.5944
RAB8B	752.292	RAB8B	1167.0512
RAB9A	673.4641	RAB9A	487.7711
RAB9B	10.6246	RAB9B	24.4578
RABAC1	1817.1536	RABAC1	1170.743
RABEP1	2798.5468	RABEP1	3430.7245
RABEP2	1156.3705	RABEP2	293.4933
RABEPK	317.0251	RABEPK	282.4181
RABGAP1L	413.0923	RABGAP1L	315.4222
RABGAP1	1849.3702	RABGAP1	1850.946
RABGEF1	1135.0218	RABGEF1	907.245
RABGGTA	389.6838	RABGGTA	429.6262
RABGGTB	535.0013	RABGGTB	496.0775
RABIF	509.6393	RABIF	288.4172
RABL2A	230.6572	RABL2A	281.9566
RABL2B	269.6496	RABL2B	296.7236
RABL3	937.3661	RABL3	820.4892
RABL5	389.3411	RABL5	414.8593
RAC1	5274.6123	RAC1	5135.21
RAC2	576.4716	RAC2	758.6525
RAC3	78.8279	RAC3	135.6714
RACGAP1	1097.421	RACGAP1	347.9465
RAD17	802.3306	RAD17	595.293
RAD18	661.8113	RAD18	314.2593
RAD1	1021.6777	RAD1	496.539
RAD21	6358.3172	RAD21	4459.1601
RAD23A	1948.0764	RAD23A	1925.7037
RAD23B	5249.2503	RAD23B	3716.659
RAD50	2113.2722	RAD50	1304.5685
RAD51AP1	513.752	RAD51AP1	59.5293
RAD51C	205.9806	RAD51C	167.5127
RAD51L1	111.7299	RAD51L1	123.2118
RAD51L3	124.4109	RAD51L3	154.5916
RAD51	147.7166	RAD51	23.9963
RAD52	196.3842	RAD52	140.5168
RAD54B	205.1409	RAD54B	63.9409
RAD54L2	305.0296	RAD54L2	392.2473
RAD54L	139.491	RAD54L	33.2257
RAD9A	198.564	RAD9A	194.1209
RAD9B	23.9911	RAD9B	39.2247
RADIL	68.546	RADIL	149.5155
RAE1	972.3246	RAE1	496.0775
removed	removed	RAET1E	12.4596
removed	removed	RAET1G	15.2284
RAF1	2010.1105	RAF1	1909.0909
RAG1AP1	1563.1908	RAG1AP1	514.5362
RAG1	25.0193	RAG1	41.9935
RAGE	256.7047	RAGE	123.6733
RAI14	823.9225	RAI14	1053.5302
RAI1	706.3662	RAI1	929.3955
RAI2	330.3916	RAI2	741.1168
RALA	1517.265	RALA	1185.5099
RALBP1	1435.0099	RALBP1	2197.9695
RALB	1139.5767	RALB	1327.1804
RALGAPA1	926.056	RALGAPA1	692.2012
RALGAPA2	477.7654	RALGAPA2	1035.9945
RALGAPB	3003.6843	RALGAPB	2473.4656
RALGDS	1435.5308	RALGDS	1625.7499
RALGPS1	424.2995	RALGPS1	280.5722
RALGPS2	2445.3774	RALGPS2	825.5653
RALY	2270.2425	RALY	1936.779
RAMP1	74.3724	RAMP1	93.2164
RAMP2	618.6274	RAMP2	718.9663
RAMP3	435.2669	RAMP3	583.2949
RANBP10	679.6333	RANBP10	823.7194
RANBP17	128.8664	RANBP17	29.9954
RANBP1	536.3722	RANBP1	440.24
RANBP2	3133.9217	RANBP2	4464.6977
RANBP3L	107.2744	RANBP3L	96.9082
RANBP3	1114.2147	RANBP3	1001.8459
RANBP6	1133.4076	RANBP6	854.1763
RANBP9	1778.4252	RANBP9	1128.288
RANGAP1	1493.2739	RANGAP1	1360.4061
RANGRF	260.4884	RANGRF	322.1827
RAN	2478.965	RAN	2209.0448
RAP1A	1065.2044	RAP1A	1186.8943
RAP1B	2699.3402	RAP1B	1960.3138
RAP1GAP2	443.8351	RAP1GAP2	632.2104
RAP1GAP	468.5117	RAP1GAP	619.7508
RAP1GDS1	1267.7577	RAP1GDS1	700.5076
RAP2A	624.4538	RAP2A	978.311
RAP2B	455.8307	RAP2B	626.6728
RAP2C	2252.0778	RAP2C	649.2847
RAPGEF1	1344.1864	RAPGEF1	2390.8629
RAPGEF2	750.2356	RAPGEF2	1377.0189
RAPGEF3	537.0131	RAPGEF3	1052.335
RAPGEF4	330.3916	RAPGEF4	194.2778
RAPGEF5	1029.9032	RAPGEF5	873.0964
RAPGEF6	731.7282	RAPGEF6	581.449
RAPGEFL1	66.1469	RAPGEFL1	173.0503
RAPH1	1310.2562	RAPH1	2584.2178
RARA	1518.6359	RARA	1091.3706
RARB	277.9539	RARB	347.9465
RARG	1084.3972	RARG	1085.3715
RARRES1	162.7967	RARRES1	1017.5358
RARRES2	486.3336	RARRES2	3197.0466
RARRES3	1471.6819	RARRES3	990.7707
RARS2	471.2535	RARS2	583.7563
RARS	1644.0751	RARS	1080.7568
RASA1	1619.258	RASA1	1110.203
RASA2	205.2952	RASA2	189.6631
RASA3	361.2373	RASA3	1041.0706
RASA4P	59.5733	RASA4P	76.179
RASA4	159.8423	RASA4	249.1924
RASAL1	276.9257	RASAL1	92.2935
RASAL2	1637.2205	RASAL2	1209.8616
RASAL3	176.5059	RASAL3	164.2824
RASD1	837.9745	RASD1	3193.8163
RASD2	172.3931	RASD2	197.5081
RASEF	1412.7324	RASEF	402.8611
RASGEF1A	28.4466	RASGEF1A	91.832
RASGEF1B	195.356	RASGEF1B	251.4998
removed	removed	RASGEF1C	20.3046
RASGRF1	80.5415	RASGRF1	11.0752
RASGRF2	152.5148	RASGRF2	315.1823
RASGRP1	115.5	RASGRP1	187.8173
RASGRP2	107.6172	RASGRP2	76.1421
RASGRP3	347.1853	RASGRP3	377.0189
RASGRP4	32.5593	RASGRP4	49.8385
RASIP1	314.9687	RASIP1	594.8316
RASL10A	13.0237	RASL10A	110.2907
RASL10B	33.5875	RASL10B	115.3669
RASL11A	156.2848	RASL11A	294.4162
RASL11B	161.7685	RASL11B	29.5339
RASL12	245.7373	RASL12	290.7245
RASSF10	809.5279	RASSF10	67.8357
RASSF1	576.8143	RASSF1	499.7693
RASSF2	531.574	RASSF2	697.2773
RASSF3	394.8248	RASSF3	481.772
RASSF4	294.3398	RASSF4	676.6728
RASSF5	689.5724	RASSF5	658.5141
RASSF6	365.0073	RASSF6	407.4758
RASSF7	508.9538	RASSF7	217.3512
RASSF8	310.856	RASSF8	788.6479
RASSF9	52.7804	RASSF9	179.0494
RAVER1	1136.8349	RAVER1	1033.6871
RAVER2	220.3753	RAVER2	656.2067
RB1CC1	2177.3627	RB1CC1	1562.9903
RB1	1451.1182	RB1	1464.6977
RBAK	755.3766	RBAK	513.1518
RBBP4	3388.947	RBBP4	3415.1361
RBBP5	1012.424	RBBP5	666.8205
RBBP6	2052.9518	RBBP6	1152.2843
RBBP7	3342.6442	RBBP7	1854.1763
RBBP8	609.7164	RBBP8	1227.9649
RBBP9	739.2683	RBBP9	706.9682
RBCK1	1432.9535	RBCK1	1307.3373
RBKS	59.9777	RBKS	60.4522
RBL1	239.9109	RBL1	154.5916
RBL2	2068.8544	RBL2	2928.2141
RBM10	1219.0901	RBM10	1159.2063
RBM11	7.1973	RBM11	20.3046
RBM12B	742.3528	RBM12B	515.4592
RBM12	2502.041	RBM12	2192.8426
RBM14	1088.0062	RBM14	1041.9474
RBM15B	1627.2779	RBM15B	1966.8897
RBM15	204.267	RBM15	211.3521
RBM16	1401.4772	RBM16	1329.1324
RBM17	928.1124	RBM17	1032.7642
RBM18	1755.805	RBM18	838.0249
RBM19	798.2178	RBM19	530.6876
RBM20	143.2611	RBM20	36.9174
RBM22	1171.4506	RBM22	1083.0641
RBM23	1660.5261	RBM23	1492.3858
RBM24	53.8086	RBM24	15.2284
RBM25	2316.511	RBM25	1490.5399
RBM26	786.565	RBM26	886.0175
RBM27	1572.1018	RBM27	1138.4402
RBM28	493.1882	RBM28	279.1878
RBM33	1103.2474	RBM33	1187.8173
RBM34	803.9688	RBM34	467.928
RBM38	241.2818	RBM38	532.9949
RBM39	5597.8065	RBM39	3043.8394
RBM3	5472.3674	RBM3	3788.6479
RBM41	292.3486	RBM41	148.5925
RBM42	1660.1834	RBM42	1017.9972
RBM43	321.8233	RBM43	327.6419
removed	removed	RBM44	6.922
RBM45	174.7922	RBM45	138.4402
RBM47	3724.7879	RBM47	1735.1177
RBM4B	186.7878	RBM4B	371.0198
RBM4	1502.346	RBM4	1877.7573
RBM5	2359.6607	RBM5	2018.0618
RBM6	1187.3841	RBM6	985.8929
RBM7	396.8812	RBM7	687.1251
RBM8A	2760.9528	RBM8A	1476.0222
RBM9	1662.5825	RBM9	3178.1264
RBMS1	1008.3112	RBMS1	1854.1763
RBMS2	817.0679	RBMS2	1835.3161
RBMS3	75.0578	RBMS3	241.809
RBMX2	356.7818	RBMX2	319.797
RBMXL1	595.4623	RBMXL1	925.2238
RBMX	3263.4736	RBMX	3239.5016
RBP1	142.9183	RBP1	715.736
RBP4	237.1691	RBP4	2745.7314
RBP5	116.5281	RBP5	76.6036
RBP7	212.8352	RBP7	562.9903
RBPJ	567.2179	RBPJ	969.0817
RBPMS2	46.2685	RBPMS2	183.2026
RBPMS	1839.4311	RBPMS	1687.5865
RBX1	613.154	RBX1	521.8274
RC3H1	1007.6257	RC3H1	1188.7402
RC3H2	465.0844	RC3H2	712.0443
RCAN1	1865.8213	RCAN1	3343.7933
RCAN2	319.0815	RCAN2	417.6281
RCAN3	99.3917	RCAN3	184.1255
RCBTB1	752.9775	RCBTB1	583.7563
RCBTB2	332.4479	RCBTB2	576.3729
RCC1	918.3275	RCC1	281.8643
RCC2	3822.8087	RCC2	2221.9659
RCCD1	142.9183	RCCD1	107.9834
RCE1	247.7937	RCE1	245.9622
RCHY1	513.0666	RCHY1	612.8288
RCL1	332.7907	RCL1	370.5584
RCN1	1489.1612	RCN1	2178.1264
RCN2	742.3528	RCN2	967.2358
RCN3	370.491	RCN3	564.8362
RCOR1	1527.2042	RCOR1	1065.5284
RCOR2	12.3383	RCOR2	18.9202
RCOR3	2096.8212	RCOR3	1213.6594
RCSD1	359.8663	RCSD1	606.8297
RD3	14.7374	removed	removed
RDBP	1252.1018	RDBP	1098.9017
RDH10	250.5355	RDH10	765.1131
RDH11	1281.1242	RDH11	1074.7577
RDH13	356.5796	RDH13	159.2063
RDH14	331.7625	RDH14	306.4144
RDH16	7.8828	RDH16	7.3835
RDH5	85.494	RDH5	823.3364
RDX	1173.507	RDX	1750.3461
REC8	24.3338	REC8	27.688
RECK	369.4628	RECK	1363.6364
RECQL4	398.2521	RECQL4	63.221
RECQL5	434.9242	RECQL5	445.7776
RECQL	1101.6023	RECQL	807.185
REEP1	409.2194	REEP1	194.7393
REEP2	23.6484	REEP2	79.3724
REEP3	771.8276	REEP3	865.2515
REEP4	633.3648	REEP4	194.7393
REEP5	9679.0266	REEP5	5140.4476
REEP6	2284.9799	REEP6	553.2995
RELA	1365.7784	RELA	2054.4532
RELB	220.3753	RELB	213.198
RELL1	658.0893	RELL1	688.9709
RELL2	23.8403	RELL2	23.5025
RELN	210.0934	RELN	1417.6281
RELT	81.227	RELT	62.2981
REL	185.0741	REL	210.8906
REM1	26.0475	REM1	26.3036
REM2	7.1973	REM2	10.1523
RENBP	45.9258	RENBP	132.4412
REP15	17.822	REP15	12.4596
REPIN1	3754.9482	REPIN1	1672.3581
REPS1	765.3157	REPS1	783.5718
REPS2	3149.0018	REPS2	700.5076
RER1	2628.5048	RER1	2208.7125
RERE	2909.0909	RERE	4817.7204
RERGL	59.9777	RERGL	79.8339
RERG	1015.8513	RERG	1278.2649
REST	445.8915	REST	522.3812
RETSAT	2993.0597	RETSAT	5990.3092
RET	398.9375	RET	181.8182
REV1	634.7357	REV1	676.5113
REV3L	570.6452	REV3L	1135.21
REXO1	1103.2474	REXO1	470.2353
REXO2	548.7105	REXO2	540.3784
REXO4	638.8484	REXO4	463.7748
RFC1	1275.6405	RFC1	1352.5611
RFC2	562.7624	RFC2	378.8648
RFC3	633.3648	RFC3	272.2658
RFC4	361.9227	RFC4	203.0457
RFC5	591.209	RFC5	302.2612
RFESD	48.9452	RFESD	11.5367
RFFL	650.0214	RFFL	620.6461
RFK	849.6273	RFK	574.9885
RFNG	318.396	RFNG	555.1454
RFPL1S	15.7656	RFPL1S	24.4578
RFT1	457.8871	RFT1	524.227
RFTN1	998.7148	RFTN1	1365.4822
RFTN2	79.8561	RFTN2	155.976
RFWD2	1248.9075	RFWD2	706.0452
RFWD3	945.5916	RFWD3	727.2727
RFX1	517.8648	RFX1	373.3272
RFX2	183.7032	RFX2	365.4822
RFX3	26.3902	RFX3	71.5275
RFX5	688.2015	RFX5	738.8094
removed	removed	RFX6	27.688
RFX7	547.6823	RFX7	775.2653
removed	removed	RFX8	10.6138
RFXANK	568.2838	RFXANK	545.6899
RFXAP	80.1988	RFXAP	122.7503
RG9MTD1	661.8113	RG9MTD1	401.4767
RG9MTD2	165.5385	RG9MTD2	116.7513
RG9MTD3	202.2106	RG9MTD3	149.5155
RGAG1	10.9674	RGAG1	15.2284
RGAG4	229.2863	RGAG4	386.7097
RGL1	419.5013	RGL1	1306.8759
RGL2	2746.2942	RGL2	1210.4292
RGL3	34.273	RGL3	92.7596
RGL4	8.9007	RGL4	12.2427
RGMA	285.8367	RGMA	1412.5519
RGMB	1185.9069	RGMB	850.1615
RGNEF	451.0325	RGNEF	764.1901
RGN	19.8783	RGN	110.7522
RGP1	203.914	RGP1	281.4952
RGPD1	614.0279	RGPD1	517.2681
RGPD3	259.7892	RGPD3	449.4693
RGPD4	146.6884	RGPD4	181.3567
RGPD5	153.327	RGPD5	150.2769
RGPD6	506.9934	RGPD6	712.695
removed	removed	RGPD8	96.2483
RGS10	380.4301	RGS10	409.7831
RGS11	26.3114	RGS11	78.9109
RGS12	390.712	RGS12	699.1232
RGS13	10.6246	RGS13	27.688
RGS14	191.9287	RGS14	193.8163
RGS16	570.6452	RGS16	433.7794
removed	removed	RGS17	5.0761
RGS18	46.954	RGS18	40.6091
RGS19	174.7922	RGS19	225.6576
RGS1	2178.3909	RGS1	992.1551
removed	removed	RGS20	9.2293
RGS21	7.1973	removed	removed
RGS22	64.0905	RGS22	78.9109
RGS2	579.5562	RGS2	965.3899
RGS3	1136.8349	RGS3	886.0175
RGS4	165.5385	RGS4	280.5722
RGS5	6027.9325	RGS5	6090.4476
RGS6	15.7656	RGS6	50.3
RGS7BP	21.2493	RGS7BP	31.3798
RGS9BP	5.1409	RGS9BP	5.5376
RGS9	11.6528	RGS9	28.1495
RHBDD1	379.7447	RHBDD1	455.4684
RHBDD2	1500.1285	RHBDD2	1452.6996
RHBDD3	174.1068	RHBDD3	158.2833
RHBDF1	1391.1404	RHBDF1	624.8269
RHBDF2	209.0652	RHBDF2	458.2372
RHBDL1	20.9065	RHBDL1	9.6908
RHBDL2	119.27	RHBDL2	38.3018
RHBDL3	249.5073	RHBDL3	55.3761
RHBG	27.7611	removed	removed
RHCE	11.9955	RHCE	11.9982
removed	removed	RHCG	9.6908
RHEBL1	25.0193	RHEBL1	10.6138
RHEB	928.7979	RHEB	715.736
RHOA	8754.0057	RHOA	10228.4264
RHOBTB1	391.0548	RHOBTB1	337.3327
RHOBTB2	312.5114	RHOBTB2	876.6959
RHOBTB3	3256.619	RHOBTB3	2122.7503
RHOB	7333.3905	RHOB	14348.8694
RHOC	4148.7448	RHOC	4159.6677
RHOD	169.994	RHOD	234.4255
RHOF	89.0686	RHOF	230.9322
RHOG	515.8084	RHOG	924.3193
RHOH	262.8738	RHOH	369.174
RHOJ	240.5963	RHOJ	609.1371
RHOQ	1344.8685	RHOQ	2597.8403
RHOT1	937.3661	RHOT1	946.9312
RHOT2	1657.0988	RHOT2	698.6617
RHOU	1102.2192	RHOU	2421.3198
RHOV	869.8483	RHOV	400.0923
RHPN1	462.6853	RHPN1	119.0586
RHPN2	1221.1464	RHPN2	751.269
RIBC1	30.1602	RIBC1	16.1514
RIBC2	69.5742	RIBC2	13.3826
RIC3	63.405	RIC3	210.8906
RIC8A	1411.9578	RIC8A	1870.5768
RIC8B	410.9331	RIC8B	401.9382
RICH2	66.8323	RICH2	182.2796
RICTOR	1555.9935	RICTOR	1288.4172
RIF1	1011.7385	RIF1	1434.2409
RILPL1	165.823	RILPL1	259.2617
RILPL2	471.5963	RILPL2	438.3941
RILP	106.2463	RILP	169.3586
RIMBP2	7.5401	RIMBP2	34.1486
RIMBP3	22.2774	RIMBP3	33.6871
RIMKLA	86.3679	RIMKLA	78.9109
RIMKLB	487.1905	RIMKLB	539.1694
RIMS1	164.5103	RIMS1	8.7679
RIMS2	25.362	RIMS2	14.767
RIMS3	80.1988	RIMS3	495.6161
RIMS4	11.9955	RIMS4	37.3789
RIN1	78.8279	RIN1	165.2054
RIN2	2496.1014	RIN2	1750.3461
RIN3	306.0577	RIN3	544.9931
RING1	707.3944	RING1	729.5801
RINL	203.5815	RINL	139.8246
RINT1	652.2423	RINT1	394.3655
RIOK1	457.5443	RIOK1	373.7886
RIOK2	870.1911	RIOK2	522.3812
RIOK3	1284.8942	RIOK3	1228.8879
RIPK1	1388.3986	RIPK1	1122.2889
RIPK2	452.4034	RIPK2	365.9437
RIPK3	51.4095	RIPK3	84.91
RIPK4	251.221	RIPK4	774.8039
RIT1	917.4878	RIT1	596.216
RLF	853.0546	RLF	665.8976
RLIM	2397.3953	RLIM	1895.2469
RLN2	5.4837	RLN2	9.6908
RLTPR	49.0104	RLTPR	22.6119
RMI1	711.5072	RMI1	241.809
RMND1	247.4509	RMND1	496.0775
RMND5A	2053.98	RMND5A	2160.5907
RMND5B	1154.9996	RMND5B	699.5847
RMRP	6.8546	RMRP	30.9183
RNASE12	11.6528	removed	removed
RNASE1	1101.8764	RNASE1	6083.9871
removed	removed	RNASE2	6.4605
RNASE4	3029.18	RNASE4	3394.4024
RNASE6	197.7551	RNASE6	250.1154
RNASE7	7.5401	RNASE7	28.611
RNASEH1	218.3189	RNASEH1	290.7245
RNASEH2A	582.6407	RNASEH2A	191.0475
RNASEH2B	269.0429	RNASEH2B	343.3318
RNASEH2C	342.4008	RNASEH2C	479.1001
RNASEK	1169.2914	RNASEK	1397.8634
RNASEL	843.8009	RNASEL	491.0014
RNASEN	1213.2636	RNASEN	1183.2026
RNASET2	2246.9369	RNASET2	804.7993
RND1	798.2178	RND1	79.3724
RND2	17.4792	RND2	101.5228
RND3	651.1867	RND3	2959.3909
RNF103	1681.8645	RNF103	1436.659
RNF10	5313.6835	RNF10	3146.7467
RNF111	843.4581	RNF111	954.7762
RNF112	8.911	RNF112	12.4596
RNF113A	263.5592	RNF113A	228.4264
RNF114	1955.2738	RNF114	1530.2261
RNF115	537.0577	RNF115	465.6207
RNF11	2757.947	RNF11	2979.234
RNF121	323.1942	RNF121	483.6179
RNF122	227.5726	RNF122	142.132
RNF123	807.1288	RNF123	633.1334
RNF125	484.9627	RNF125	564.3747
RNF126	492.8455	RNF126	294.4162
RNF128	60.6632	RNF128	290.7245
RNF130	1301.6879	RNF130	1810.7983
RNF135	560.706	RNF135	592.5242
RNF138P1	6.8546	RNF138P1	19.3816
RNF138	535.6867	RNF138	519.6124
RNF139	1383.2576	RNF139	1072.4504
RNF13	1588.2101	RNF13	1687.5865
RNF141	2012.8524	RNF141	1671.4352
RNF144A	253.2774	RNF144A	916.4744
RNF144B	2786.3936	RNF144B	1312.8749
RNF145	528.4894	RNF145	1905.3992
RNF146	574.7579	RNF146	708.3526
RNF148	5.8264	removed	removed
RNF149	762.2312	RNF149	765.1131
RNF14	1999.4859	RNF14	1342.8703
RNF150	68.546	RNF150	449.0078
RNF152	92.5371	RNF152	91.3706
RNF157	118.8896	RNF157	332.2566
RNF160	1340.7591	RNF160	1155.976
RNF165	25.2386	RNF165	127.365
RNF166	166.5667	RNF166	206.276
RNF167	1730.7857	RNF167	1661.2829
RNF168	249.1646	RNF168	249.1924
RNF169	527.5915	RNF169	836.8666
RNF170	616.571	RNF170	524.6885
RNF175	8.2255	RNF175	19.3816
RNF180	108.6454	RNF180	282.8796
RNF181	704.3098	RNF181	741.1168
RNF182	9.2537	RNF182	18.9202
RNF183	36.6721	RNF183	24.9192
RNF185	1057.8597	RNF185	1420.766
RNF186	5.4837	RNF186	59.9908
RNF187	3105.4751	RNF187	2161.9751
RNF19A	1911.7471	RNF19A	1401.9382
RNF19B	420.5295	RNF19B	610.5215
RNF207	43.8694	RNF207	99.677
RNF208	38.7285	RNF208	73.8348
RNF20	1708.851	RNF20	1445.7776
removed	removed	RNF212	30.4569
RNF213	2764.6817	RNF213	4238.0757
RNF214	228.6008	RNF214	364.5593
RNF215	160.3976	RNF215	179.9723
RNF216L	292.0058	RNF216L	233.5025
RNF216	1065.2044	RNF216	1268.1126
RNF217	66.14	RNF217	100.1338
RNF219	519.6504	RNF219	383.9363
RNF220	919.5682	RNF220	1047.9003
RNF24	456.8589	RNF24	355.3299
RNF25	269.7284	RNF25	271.8043
RNF26	721.4463	RNF26	971.8505
RNF2	1018.2504	RNF2	552.838
RNF31	1038.8142	RNF31	856.0222
RNF32	49.6958	RNF32	14.767
RNF34	848.5785	RNF34	546.1837
RNF38	1769.8569	RNF38	1962.6211
RNF39	245.3946	RNF39	315.6437
RNF40	3076.6858	RNF40	2000.4615
RNF41	827.3498	RNF41	1316.1052
RNF43	602.8618	RNF43	538.5325
RNF44	1409.6478	RNF44	1000
RNF4	1251.3067	RNF4	1289.3401
RNF5P1	136.4065	RNF5P1	125.0577
RNF5	1003.513	RNF5	796.9543
RNF6	926.056	RNF6	754.4993
RNF7	1039.1569	RNF7	809.8754
RNF8	321.8233	RNF8	248.2695
RNFT1	235.1127	RNFT1	307.7988
RNFT2	25.7047	RNFT2	24.9192
RNGTT	375.6319	RNGTT	442.0858
RNH1	1834.6329	RNH1	2780.803
RNLS	120.9836	RNLS	146.7467
RNMTL1	295.7759	RNMTL1	257.0374
RNMT	1027.5041	RNMT	1162.4365
RNPC3	188.8441	RNPC3	198.0018
RNPEPL1	964.099	RNPEPL1	1427.7803
RNPEP	2382.3151	RNPEP	1603.138
RNPS1	3248.3935	RNPS1	1691.2783
ROBLD3	1190.9862	ROBLD3	399.1694
ROBO1	395.5102	ROBO1	1681.126
removed	removed	ROBO2	29.5339
ROBO3	41.813	ROBO3	152.2843
ROBO4	648.7876	ROBO4	1299.0309
ROCK1	1320.8808	ROCK1	1670.0508
ROCK2	750.2356	ROCK2	1745.7314
ROD1	3532.1738	ROD1	2800.1846
ROGDI	515.123	ROGDI	295.3392
ROM1	23.3056	ROM1	41.0706
ROMO1	622.7401	ROMO1	425.473
ROPN1B	11.3101	ROPN1B	124.5962
ROPN1L	23.3056	ROPN1L	11.5367
ROPN1	5.1409	ROPN1	103.3687
ROR1	38.7285	ROR1	143.0549
ROR2	205.6379	ROR2	395.4776
RORA	489.7609	RORA	856.0222
removed	removed	RORB	5.5376
RORC	2147.8879	RORC	649.2847
removed	removed	ROS1	18.4587
removed	removed	RP1L1	13.3826
RP1	83.2834	RP1	16.1514
RP2	581.2698	RP2	541.3013
RP9P	85.3397	RP9P	103.3687
RP9	135.721	RP9	61.3752
RPA1	1734.8985	RPA1	2296.2621
RPA2	893.154	RPA2	1040.1477
RPA3	432.5251	RPA3	169.82
RPAIN	385.5162	RPAIN	379.1232
RPAP1	477.7654	RPAP1	632.6719
RPAP2	271.7848	RPAP2	229.3493
RPAP3	879.7875	RPAP3	491.4629
RPE	698.2367	RPE	679.8016
RPF1	607.66	RPF1	447.162
RPF2	235.7981	RPF2	227.042
RPGRIP1L	154.9139	RPGRIP1L	221.5044
RPGRIP1	17.822	RPGRIP1	10.6138
RPGR	217.9762	RPGR	146.2852
RPH3AL	184.0459	RPH3AL	247.808
RPIA	309.1423	RPIA	329.9492
RPL10A	7093.8223	RPL10A	14646.5159
RPL10	9675.075	RPL10	17845.9898
RPL11	8100.0771	RPL11	17659.437
RPL12	5230.0574	RPL12	10809.4139
RPL13AP20	14.3947	RPL13AP20	32.7642
RPL13AP3	5.8264	RPL13AP3	20.766
removed	removed	RPL13AP6	5.5376
RPL13A	7755.2909	RPL13A	17670.9737
RPL13P5	5.4837	RPL13P5	16.1514
RPL13	9175.9061	RPL13	18366.8666
RPL14	5562.5054	RPL14	8456.3913
RPL15	12747.4938	RPL15	20967.2358
RPL17	2889.5656	RPL17	5371.2506
RPL18A	1477.8511	RPL18A	1917.3973
RPL18	9651.6151	RPL18	14801.1075
RPL19P12	28.4466	RPL19P12	45.2238
RPL19	9085.0827	RPL19	17836.6405
removed	removed	RPL21P44	8.3064
removed	removed	RPL21	8.3064
RPL22L1	207.6943	RPL22L1	200.7383
RPL22	4791.0205	RPL22	8022.6119
RPL23AP53	238.8827	RPL23AP53	245.0392
removed	removed	RPL23AP64	7.8449
RPL23AP7	54.494	RPL23AP7	91.832
RPL23AP82	54.5729	RPL23AP82	75.6807
RPL23A	2296.2899	RPL23A	3766.036
RPL23P8	21.9347	RPL23P8	148.5925
RPL23	4797.1896	RPL23	8597.1389
RPL24	5171.4506	RPL24	7335.9483
RPL26L1	286.1794	RPL26L1	101.9843
RPL26	5881.5868	RPL26	12655.2838
RPL27A	5153.6287	RPL27A	9688.5095
RPL27	5034.3587	RPL27	6241.809
RPL28	6362.7795	RPL28	8071.9889
RPL29	6168.4517	RPL29	10676.9728
RPL30	8622.3974	RPL30	11201.6613
RPL31	6774.3981	RPL31	13226.5805
RPL32P3	182.6373	RPL32P3	149.2478
RPL32	9277.6969	RPL32	16835.2561
RPL34	4226.2017	RPL34	6743.8856
RPL35A	5748.6077	RPL35A	10647.4389
RPL35	4331.4198	RPL35	6265.8053
RPL36AL	2054.3227	RPL36AL	2338.2557
RPL36A	74.7151	RPL36A	36.9174
RPL36	4558.3069	RPL36	6422.7042
