gene_id	TCGA-E2-A1IG-01A-11R-A144-07	gene_id	TCGA-E2-A1IG-11A-22R-A144-07
ANKS6	82.0138	ANKS6	299.8414
ANKZF1	698.3354	ANKZF1	440.5077
ANLN	407.227	ANLN	63.9873
ANO10	756.8006	ANO10	944.4738
ANO1	30182.298	ANO1	4386.568
ANO2	19.0824	ANO2	85.669
removed	removed	ANO3	81.9672
removed	removed	ANO4	12.6917
ANO5	103.5323	ANO5	154.9445
ANO6	1854.6488	ANO6	7771.0206
ANO7	61.3073	ANO7	14.807
ANO8	538.7739	ANO8	327.8689
ANO9	525.7816	ANO9	33.8445
ANP32A	2878.1973	ANP32A	1890.0053
ANP32B	2426.7154	ANP32B	2517.7155
ANP32E	1159.1555	ANP32E	866.7372
ANPEP	392.2046	ANPEP	5403.4902
ANTXR1	10753.5526	ANTXR1	3312.0042
ANTXR2	855.8668	ANTXR2	3235.854
ANUBL1	56.0292	ANUBL1	172.3956
ANXA11	3624.8477	ANXA11	4875.7271
ANXA1	2146.1632	ANXA1	18543.0989
ANXA2P1	44.661	ANXA2P1	86.1978
ANXA2P2	3877.7913	ANXA2P2	6496.5627
removed	removed	ANXA2P3	6.8747
ANXA2	11141.2911	ANXA2	17558.9635
ANXA3	238.7333	ANXA3	1552.0888
ANXA4	1608.6074	ANXA4	1299.3125
ANXA5	7727.162	ANXA5	12214.1724
ANXA6	5853.4308	ANXA6	12447.9112
ANXA7	3631.7499	ANXA7	2856.1608
ANXA8L2	149.0053	ANXA8L2	54.4685
ANXA8	612.6675	ANXA8	280.275
ANXA9	1064.5554	ANXA9	69.2755
AOAH	21.5185	AOAH	142.2528
AOC2	68.6155	AOC2	253.3051
AOC3	1313.4389	AOC3	27579.0587
AOX1	84.4499	AOX1	1406.6631
AP1AR	535.1198	AP1AR	364.3575
AP1B1	2372.7162	AP1B1	2897.4088
AP1G1	3425.0914	AP1G1	2371.2322
AP1G2	1506.4352	AP1G2	630.7245
AP1M1	1247.6654	AP1M1	1271.8139
AP1M2	2585.0589	AP1M2	532.5225
AP1S1	1030.4507	AP1S1	379.6933
AP1S2	234.2672	AP1S2	368.0592
AP1S3	171.3358	AP1S3	98.3607
AP2A1	2619.5656	AP2A1	2002.9032
AP2A2	1948.4369	AP2A2	1703.3316
AP2B1	17816.078	AP2B1	5366.4728
AP2M1	6610.2314	AP2M1	5233.7388
AP2S1	1470.1583	AP2S1	870.4389
AP3B1	1638.246	AP3B1	1318.8789
AP3B2	245.2294	AP3B2	63.4585
AP3D1	4349.5737	AP3D1	3120.5711
AP3M1	1169.7117	AP3M1	1400.8461
AP3M2	1109.2164	AP3M2	279.2173
AP3S1	964.2712	AP3S1	888.4188
AP3S2	1512.2209	AP3S2	1964.9392
AP4B1	316.281	AP4B1	288.3236
AP4E1	468.9403	AP4E1	337.3876
AP4M1	650.2477	AP4M1	287.7631
AP4S1	59.6833	AP4S1	67.1602
APAF1	540.8039	APAF1	438.3924
APBA1	144.1332	APBA1	340.0317
APBA2	130.3289	APBA2	78.2655
APBA3	235.8912	APBA3	156.5309
APBB1IP	198.5384	APBB1IP	1183.5008
APBB1	382.8664	APBB1	799.0481
APBB2	4465.6922	APBB2	3483.3421
APBB3	288.6724	APBB3	244.844
APC2	5.7166	removed	removed
APCDD1L	250.9135	APCDD1L	657.853
APCDD1	331.7093	APCDD1	2420.4125
APC	846.1226	APC	1197.779
APEH	2019.0824	APEH	1329.9841
APEX1	3407.227	APEX1	2704.918
APEX2	624.8477	APEX2	381.2797
APH1A	5181.892	APH1A	3023.2681
APH1B	302.4767	APH1B	556.3194
API5	2009.7442	API5	2301.4278
APIP	295.7816	APIP	485.1401
APITD1	191.5347	APITD1	106.3617
APLF	31.2627	APLF	97.303
APLNR	704.0195	APLNR	905.8699
APLN	271.62	APLN	175.5685
APLP1	264.3118	APLP1	59.7567
APLP2	14117.3366	APLP2	12864.0931
APOA1BP	1546.082	APOA1BP	959.8096
APOB48R	308.1608	APOB48R	146.4833
APOBEC3A	13.3983	removed	removed
APOBEC3B	146.1632	APOBEC3B	75.0925
APOBEC3C	129.9229	APOBEC3C	280.8038
APOBEC3D	76.7357	APOBEC3D	50.7668
APOBEC3F	221.6809	APOBEC3F	143.8392
APOBEC3G	149.4113	APOBEC3G	149.1274
removed	removed	APOB	1347.4352
APOC1	774.259	APOC1	496.0338
APOC2	115.3065	APOC2	34.3733
APOD	537.9618	APOD	19685.8805
APOE	3801.8676	APOE	3091.486
APOL1	2753.1466	APOL1	1252.2475
APOL2	1136.419	APOL2	762.0307
APOL3	495.3309	APOL3	1212.0571
APOL4	756.3946	APOL4	525.119
APOL6	1045.067	APOL6	3809.0957
APOLD1	1100.6902	APOLD1	10201.4807
APOM	43.849	APOM	35.9598
APOOL	228.989	APOOL	262.2951
APOO	178.2379	APOO	152.3004
APPBP2	1627.2838	APPBP2	1520.3596
APPL1	1235.4852	APPL1	1564.2464
APPL2	1265.9359	APPL2	1454.257
APP	20779.5371	APP	29070.3332
APRT	1622.4117	APRT	900.5817
APTX	750.3045	APTX	400.3173
AQP11	19.4884	AQP11	33.8445
AQP1	3304.5067	AQP1	15963.358
AQP3	115.3065	AQP3	631.9408
removed	removed	AQP4	35.431
AQP5	5.2781	AQP5	133.7916
removed	removed	AQP6	6.3458
removed	removed	AQP7P1	878.3712
removed	removed	AQP7P3	40.7192
removed	removed	AQP7	3547.3295
AQP9	22.7365	AQP9	32.7869
removed	removed	AQPEP	503.2311
AQR	1028.8266	AQR	1082.496
ARAF	1174.5838	ARAF	1177.1549
ARAP1	1170.9095	ARAP1	2524.569
ARAP2	177.4259	ARAP2	260.1798
ARAP3	350.3857	ARAP3	762.5595
ARCN1	3218.8388	ARCN1	4772.0783
removed	removed	ARC	162.8768
AREG	558.6683	AREG	925.9651
ARF1	15967.9253	ARF1	6921.2057
ARF3	7105.5623	ARF3	3803.8075
ARF4	5555.8262	ARF4	3573.2417
ARF5	2567.5924	ARF5	1538.8102
ARF6	3634.998	ARF6	2822.3162
ARFGAP1	1805.1157	ARFGAP1	861.449
ARFGAP2	1161.5916	ARFGAP2	1806.9804
ARFGAP3	936.2566	ARFGAP3	1095.7166
ARFGEF1	2251.827	ARFGEF1	1641.9884
ARFGEF2	2555.0142	ARFGEF2	2607.0862
ARFIP1	1268.7779	ARFIP1	964.569
ARFIP2	2386.5205	ARFIP2	1085.669
ARFRP1	571.6606	ARFRP1	556.3194
ARG2	128.8591	ARG2	388.0962
ARGLU1	1238.3272	ARGLU1	1642.5172
ARHGAP10	156.3134	ARHGAP10	832.8926
ARHGAP11A	311.0028	ARHGAP11A	108.4082
ARHGAP11B	18.2704	ARHGAP11B	9.5188
ARHGAP12	717.8238	ARHGAP12	890.0053
ARHGAP15	43.0369	ARHGAP15	46.5362
ARHGAP17	962.6472	ARHGAP17	1362.2422
ARHGAP18	606.1713	ARHGAP18	758.8577
ARHGAP19	353.2278	ARHGAP19	801.6922
ARHGAP1	3442.5497	ARHGAP1	3543.6277
ARHGAP20	39.7889	ARHGAP20	352.1946
ARHGAP21	1261.8758	ARHGAP21	4335.8012
ARHGAP22	91.758	ARHGAP22	60.2856
ARHGAP23	785.6273	ARHGAP23	1007.4035
ARHGAP24	237.1092	ARHGAP24	439.45
ARHGAP25	179.862	ARHGAP25	340.0317
ARHGAP26	134.389	ARHGAP26	1006.8747
ARHGAP27	445.3918	ARHGAP27	485.9863
ARHGAP28	85.6679	ARHGAP28	267.0545
ARHGAP29	995.9399	ARHGAP29	2790.587
ARHGAP30	282.5822	ARHGAP30	414.0666
ARHGAP31	911.4901	ARHGAP31	2295.6108
ARHGAP32	1506.2931	ARHGAP32	1039.1327
ARHGAP33	356.8819	ARHGAP33	92.0148
ARHGAP36	131.5469	ARHGAP36	31.7292
ARHGAP39	358.5059	ARHGAP39	149.1274
ARHGAP42	110.8404	ARHGAP42	350.6081
ARHGAP4	357.6939	ARHGAP4	422.5278
ARHGAP5	1635.81	ARHGAP5	2599.6827
ARHGAP6	51.1571	ARHGAP6	188.2602
ARHGAP8	521.2099	ARHGAP8	219.6192
ARHGAP9	71.4576	ARHGAP9	96.7742
ARHGDIA	10658.9525	ARHGDIA	4740.349
ARHGDIB	1708.4856	ARHGDIB	2482.2845
removed	removed	ARHGDIG	78.3078
ARHGEF10L	1567.1945	ARHGEF10L	1047.065
ARHGEF10	928.5424	ARHGEF10	1160.7615
ARHGEF11	1919.6102	ARHGEF11	1491.2745
ARHGEF12	3296.7925	ARHGEF12	5130.6187
ARHGEF15	289.4844	ARHGEF15	1057.6415
ARHGEF16	580.1868	ARHGEF16	214.1724
ARHGEF17	1377.5883	ARHGEF17	1959.8096
ARHGEF18	1427.5274	ARHGEF18	834.4791
ARHGEF19	709.7036	ARHGEF19	309.3601
ARHGEF1	1894.4377	ARHGEF1	1243.7864
ARHGEF2	818.108	ARHGEF2	1617.1338
ARHGEF33	5.2781	ARHGEF33	15.3358
ARHGEF35	380.0244	ARHGEF35	668.4294
ARHGEF37	53.5932	ARHGEF37	1312.5331
ARHGEF38	7.7142	ARHGEF38	34.9022
ARHGEF3	844.0926	ARHGEF3	634.0561
ARHGEF4	39.3829	ARHGEF4	291.909
ARHGEF5	499.797	ARHGEF5	831.3062
ARHGEF6	637.84	ARHGEF6	3468.0063
ARHGEF7	1294.3565	ARHGEF7	2006.8747
ARHGEF9	645.9602	ARHGEF9	637.229
removed	removed	ARID1A	2499.2068
ARID1B	2151.8473	ARID1B	2456.9011
ARID2	848.9647	ARID2	843.4691
ARID3A	76.7357	ARID3A	48.6515
ARID3B	98.6602	ARID3B	109.9947
ARID4A	604.5473	ARID4A	710.2062
ARID4B	1981.5713	ARID4B	1094.0719
ARID5A	665.4486	ARID5A	2062.9297
ARID5B	656.9225	ARID5B	8543.0989
ARIH1	1710.1096	ARIH1	1950.2909
ARIH2	1486.76	ARIH2	1605.9863
ARL10	28.8266	ARL10	59.2279
ARL11	34.5108	ARL11	27.4987
ARL13B	318.311	ARL13B	374.4051
ARL15	298.4166	ARL15	542.5701
ARL16	875.3553	ARL16	341.6182
ARL17A	94.0317	ARL17A	76.5732
ARL1	2572.4726	ARL1	1916.9751
ARL2BP	1076.7357	ARL2BP	1559.4923
ARL2	1300.4466	ARL2	1132.2052
ARL3	976.8575	ARL3	380.2221
ARL4A	249.2895	ARL4A	527.7631
ARL4C	1284.2063	ARL4C	1648.863
ARL4D	123.0207	ARL4D	107.8794
ARL5A	756.3946	ARL5A	941.3009
ARL5B	181.486	ARL5B	265.9968
ARL6IP1	7348.3557	ARL6IP1	4337.3876
ARL6IP4	1614.6975	ARL6IP4	1732.9455
ARL6IP5	3172.5538	ARL6IP5	5408.2496
ARL6IP6	317.499	ARL6IP6	235.854
ARL6	46.691	ARL6	62.4008
ARL8A	1739.7483	ARL8A	1089.3707
ARL8B	3530.6537	ARL8B	1973.559
ARL9	9.3382	ARL9	9.5188
ARMC10	794.1251	ARMC10	552.2422
ARMC1	728.38	ARMC1	677.9482
ARMC2	56.8413	ARMC2	51.2956
ARMC3	19.0824	removed	removed
ARMC5	336.1754	ARMC5	314.6483
ARMC6	841.2221	ARMC6	513.4638
ARMC7	701.1774	ARMC7	151.7715
ARMC8	730.8161	ARMC8	833.9503
ARMC9	552.1721	ARMC9	191.4331
ARMCX1	402.7609	ARMCX1	664.1988
ARMCX2	675.1929	ARMCX2	613.432
ARMCX3	1436.8656	ARMCX3	1783.7123
ARMCX5	415.7531	ARMCX5	325.2247
ARMCX6	152.6594	ARMCX6	140.1375
ARNT2	698.7414	ARNT2	451.6129
ARNTL2	53.5932	ARNTL2	49.7091
ARNTL	238.7333	ARNTL	265.9968
ARNT	1677.2229	ARNT	1722.3691
ARPC1A	2192.3346	ARPC1A	2043.8921
ARPC1B	2459.3098	ARPC1B	1574.8281
ARPC2	4392.6106	ARPC2	3206.7689
ARPC3	4186.3581	ARPC3	2109.4659
ARPC4	3781.3764	ARPC4	2488.1438
ARPC5L	666.6667	ARPC5L	527.2343
ARPC5	3723.9139	ARPC5	2276.0444
ARPM1	25.9846	ARPM1	46.0074
ARPP19	5161.1855	ARPP19	5260.1798
ARRB1	178.6439	ARRB1	1452.1417
ARRB2	512.3833	ARRB2	591.2216
ARRDC1	774.259	ARRDC1	508.7255
ARRDC2	555.4202	ARRDC2	1632.4696
ARRDC3	948.4369	ARRDC3	3875.7271
ARRDC4	414.1291	ARRDC4	804.8652
ARSA	539.1799	ARSA	557.377
ARSB	459.1961	ARSB	265.468
ARSD	4710.5156	ARSD	1823.9027
ARSE	69.0215	ARSE	26.9699
ARSG	187.9821	ARSG	204.1248
ARSI	243.1994	ARSI	26.9699
ARSJ	116.1186	ARSJ	111.5812
ARSK	153.0654	ARSK	177.1549
removed	removed	ART4	15.8646
ART5	6.0901	ART5	8.99
ARTN	57.6533	ARTN	6.3458
ARV1	506.6991	ARV1	281.3326
ARVCF	406.4149	ARVCF	363.2998
AR	64.9614	AR	801.1634
AS3MT	361.754	AS3MT	264.9392
ASAH1	3387.7385	ASAH1	7533.0513
ASAH2B	7.3082	removed	removed
ASAM	221.2749	ASAM	2739.8202
ASAP1	820.138	ASAP1	1309.8889
ASAP2	900.9338	ASAP2	980.9625
ASAP3	895.2497	ASAP3	956.1079
removed	removed	ASB12	5.2882
ASB13	1884.2875	ASB13	616.605
ASB14	13.3983	ASB14	13.7546
ASB16	29.3666	ASB16	13.8234
ASB1	212.3792	ASB1	726.055
ASB2	17.4584	ASB2	25.9122
ASB3	322.7771	ASB3	259.651
ASB6	791.7905	ASB6	556.917
ASB7	433.6175	ASB7	398.202
ASB8	840.4385	ASB8	744.5796
ASB9	16.2404	ASB9	53.4109
ASCC1	432.8055	ASCC1	458.4876
ASCC2	1544.052	ASCC2	1416.7107
ASCC3	1149.8173	ASCC3	897.4088
ASCL1	6.9022	removed	removed
ASCL2	8.5262	removed	removed
ASF1A	361.754	ASF1A	321.523
ASF1B	384.4905	ASF1B	77.7366
removed	removed	ASGR1	11.6341
removed	removed	ASGR2	5.817
ASH1L	2500.5238	ASH1L	3086.5256
ASH2L	1842.0625	ASH2L	1377.0492
ASL	473.4064	ASL	417.7684
ASMTL	792.9192	ASMTL	708.091
ASNA1	2269.1839	ASNA1	1020.0952
ASNSD1	824.1981	ASNSD1	939.1856
ASNS	784.8153	ASNS	239.5558
ASPA	5.2781	ASPA	133.2628
removed	removed	ASPG	5.2882
ASPHD1	108.8104	ASPHD1	22.7393
ASPHD2	76.3297	ASPHD2	29.614
ASPH	4572.2087	ASPH	20283.6224
ASPM	286.6423	ASPM	42.3057
ASPN	1683.719	ASPN	536.753
ASPRV1	31.4657	ASPRV1	82.7763
ASPSCR1	781.5672	ASPSCR1	282.3903
ASRGL1	63.3374	ASRGL1	153.358
ASS1	152.2533	ASS1	4069.2755
ASTE1	185.8993	ASTE1	164.1565
removed	removed	ASTN1	69.8043
ASTN2	215.5907	ASTN2	190.9043
ASXL1	1151.0353	ASXL1	2003.1729
ASXL2	527.8116	ASXL2	997.3559
removed	removed	ASXL3	23.7969
ATAD1	1327.6492	ATAD1	1152.3004
ATAD2B	384.8965	ATAD2B	307.7737
ATAD2	489.2408	ATAD2	372.2898
ATAD3A	710.5156	ATAD3A	434.1618
ATAD3B	211.5307	ATAD3B	184.5584
ATAD3C	271.214	ATAD3C	96.2454
ATAD5	138.449	ATAD5	50.7668
ATE1	283.3942	ATE1	344.7911
ATF1	433.2115	ATF1	399.7885
ATF2	703.2075	ATF2	609.2015
ATF3	356.8819	ATF3	2993.6542
ATF4	5351.1977	ATF4	5354.3099
ATF5	645.1482	ATF5	576.4146
ATF6B	3031.2627	ATF6B	2104.1777
ATF6	2126.2688	ATF6	1502.3797
ATF7IP2	153.8774	ATF7IP2	97.303
ATF7IP	738.9363	ATF7IP	1493.3897
ATF7	1534.7259	ATF7	2730.4654
ATG10	77.5477	ATG10	119.5135
ATG12	615.1035	ATG12	470.6504
ATG16L1	1123.8327	ATG16L1	485.9863
ATG16L2	244.4945	ATG16L2	193.4268
ATG2A	762.8908	ATG2A	857.7472
ATG2B	934.2266	ATG2B	1241.1423
ATG3	640.2761	ATG3	639.8731
ATG4A	280.1462	ATG4A	298.7837
ATG4B	943.5648	ATG4B	661.5547
ATG4C	194.4783	ATG4C	209.413
ATG4D	317.1376	ATG4D	192.4537
ATG5	882.6634	ATG5	643.5748
ATG7	786.3825	ATG7	672.2475
ATG9A	2093.7393	ATG9A	1776.8165
ATG9B	27.4706	ATG9B	5.8858
ATHL1	537.9618	ATHL1	809.6245
ATIC	2178.2379	ATIC	1353.7811
ATL1	209.0946	ATL1	377.578
ATL2	941.9407	ATL2	1906.9276
ATL3	404.3849	ATL3	800.1058
ATMIN	1725.132	ATMIN	1834.4791
ATM	647.1782	ATM	1357.4828
ATN1	4866.4231	ATN1	6276.0444
ATOH8	7.7142	ATOH8	962.9825
ATOX1	879.8214	ATOX1	584.3469
ATP10A	440.5197	ATP10A	300.3702
ATP10D	457.5721	ATP10D	690.6399
ATP11A	416.1592	ATP11A	923.8498
ATP11B	1209.5006	ATP11B	1568.4823
ATP11C	501.015	ATP11C	753.0407
ATP13A1	1970.7674	ATP13A1	1020.624
ATP13A2	1243.1994	ATP13A2	824.9603
ATP13A3	1814.4539	ATP13A3	2006.8747
ATP13A4	20.3004	ATP13A4	184.0296
removed	removed	ATP13A5	122.6864
ATP1A1	7844.8762	ATP1A1	13991.5124
ATP1A2	2645.9602	ATP1A2	2398.202
ATP1A3	135.607	removed	removed
ATP1A4	7.3082	ATP1A4	8.4611
ATP1B1	2325.4892	ATP1B1	2176.0444
ATP1B2	27.2026	ATP1B2	104.7065
ATP1B3	1452.294	ATP1B3	1432.0465
ATP2A1	9.7442	removed	removed
ATP2A2	6991.8798	ATP2A2	6243.7864
ATP2A3	280.9582	ATP2A3	510.312
ATP2B1	1187.1701	ATP2B1	1193.0196
ATP2B2	8.9322	ATP2B2	25.9122
ATP2B4	3697.1173	ATP2B4	9818.6145
ATP2C1	2983.4064	ATP2C1	2946.367
ATP2C2	563.1344	ATP2C2	103.6489
ATP5A1	8885.9115	ATP5A1	10081.9672
ATP5B	9205.4405	ATP5B	12672.66
ATP5C1	2595.2091	ATP5C1	2346.3776
ATP5D	644.3362	ATP5D	780.0106
ATP5EP2	32.8867	ATP5EP2	19.5664
ATP5E	3172.1478	ATP5E	3074.0349
ATP5F1	2085.2619	ATP5F1	2075.0925
ATP5G1	1166.0577	ATP5G1	429.9313
ATP5G2	5409.257	ATP5G2	3308.3025
ATP5G3	2064.1494	ATP5G3	2823.9027
ATP5H	3128.7048	ATP5H	1684.8228
ATP5I	1058.7089	ATP5I	889.6087
ATP5J2	1099.4722	ATP5J2	914.331
ATP5J	988.648	ATP5J	1380.6769
ATP5L	1333.3333	ATP5L	2263.3527
ATP5O	1818.92	ATP5O	2466.4199
ATP5SL	848.9647	ATP5SL	611.3168
ATP5S	101.0962	ATP5S	171.8667
ATP6AP1L	139.6671	ATP6AP1L	42.8345
ATP6AP1	6980.1056	ATP6AP1	2300.3702
ATP6AP2	3536.7438	ATP6AP2	3222.1047
ATP6V0A1	2468.1283	ATP6V0A1	1267.5833
ATP6V0A2	500.609	ATP6V0A2	424.643
ATP6V0A4	76.7357	ATP6V0A4	53.4109
ATP6V0B	3265.5298	ATP6V0B	968.7996
ATP6V0C	2811.2058	ATP6V0C	1799.0481
ATP6V0D1	2304.5067	ATP6V0D1	1587.5198
ATP6V0D2	92.57	ATP6V0D2	23.2681
ATP6V0E1	2838.4084	ATP6V0E1	2679.0058
ATP6V0E2	569.2245	ATP6V0E2	888.6092
ATP6V1A	2320.7471	ATP6V1A	1785.2988
ATP6V1B1	2077.1417	ATP6V1B1	886.8324
ATP6V1B2	1722.6959	ATP6V1B2	1921.7345
ATP6V1C1	1981.3236	ATP6V1C1	1737.1761
ATP6V1C2	47.3	ATP6V1C2	82.9931
ATP6V1D	1251.3195	ATP6V1D	1026.9699
ATP6V1E1	3206.2525	ATP6V1E1	2338.4453
ATP6V1E2	43.849	ATP6V1E2	70.862
ATP6V1F	1323.5851	ATP6V1F	1141.1951
ATP6V1G1	4877.3853	ATP6V1G1	1420.9413
ATP6V1G2	20.4263	ATP6V1G2	11.7821
ATP6V1H	1208.2826	ATP6V1H	1077.7366
ATP7A	606.5773	ATP7A	717.0809
ATP7B	140.0731	ATP7B	310.9466
ATP8A1	229.8011	ATP8A1	436.8059
ATP8A2	5.6841	ATP8A2	22.2105
ATP8B1	3559.2326	ATP8B1	978.2919
ATP8B2	790.0934	ATP8B2	901.1105
ATP8B3	85.6679	ATP8B3	12.1629
ATP8B4	59.2773	ATP8B4	218.403
ATP8B5P	25.5786	ATP8B5P	17.9799
ATP9A	1804.7097	ATP9A	5651.5071
ATP9B	587.4949	ATP9B	566.367
ATPAF1	931.5225	ATPAF1	1452.9244
ATPAF2	365.002	ATPAF2	242.7287
ATPBD4	141.2911	ATPBD4	104.7065
ATPIF1	1426.3094	ATPIF1	619.7779
ATRIP	537.5071	ATRIP	207.6996
ATRNL1	11.3683	ATRNL1	18.5087
ATRN	2297.6045	ATRN	2090.4283
ATRX	1622.8177	ATRX	2755.156
ATR	700.3654	ATR	1016.3934
ATXN10	2325.2132	ATXN10	1690.1111
ATXN1L	1443.7678	ATXN1L	2404.5479
ATXN1	1348.3557	ATXN1	856.1608
ATXN2L	3521.7215	ATXN2L	1981.4913
ATXN2	1009.3382	ATXN2	844.5267
ATXN3	365.408	ATXN3	522.4749
ATXN7L1	69.8335	ATXN7L1	262.8239
ATXN7L2	88.1039	ATXN7L2	63.9873
ATXN7L3B	3149.8173	ATXN7L3B	2838.1809
ATXN7L3	2700.7714	ATXN7L3	998.9424
ATXN7	475.4365	ATXN7	984.6642
AUH	166.0577	AUH	338.9741
AUP1	2671.08	AUP1	1625.8435
AURKAIP1	1299.2286	AURKAIP1	939.1856
AURKAPS1	10.1502	removed	removed
AURKA	235.8912	AURKA	47.065
AURKB	66.5855	AURKB	24.3258
AURKC	10.9622	AURKC	8.99
AUTS2	898.0918	AUTS2	1364.8863
AVEN	224.5229	AVEN	221.0471
AVIL	69.0215	AVIL	22.7393
AVL9	681.689	AVL9	394.5003
AVPI1	101.9082	AVPI1	662.0836
AVPR1A	34.1048	AVPR1A	211.5283
AVPR2	8.1202	AVPR2	120.5711
AXIN1	807.5518	AXIN1	533.5801
AXIN2	399.1068	AXIN2	289.2649
AXL	1976.4515	AXL	1954.5214
AZGP1	1300.8526	AZGP1	13524.5902
AZI1	843.6866	AZI1	290.3226
AZI2	892.4076	AZI2	1628.7678
AZIN1	5479.0905	AZIN1	4391.8562
AZU1	49.9391	removed	removed
B2M	25555.8262	B2M	33826.5468
B3GALNT1	555.8262	B3GALNT1	287.6785
B3GALNT2	826.4068	B3GALNT2	713.8075
removed	removed	B3GALT1	9.5188
removed	removed	B3GALT2	6.8747
B3GALT4	295.5745	B3GALT4	199.8942
removed	removed	B3GALT5	81.9672
B3GALT6	797.4015	B3GALT6	398.202
B3GALTL	304.5067	B3GALTL	222.6335
removed	removed	B3GAT1	127.4458
B3GAT2	8.3232	B3GAT2	6.0021
B3GAT3	591.555	B3GAT3	429.9313
B3GNT1	435.6476	B3GNT1	652.5648
B3GNT2	779.9432	B3GNT2	952.935
B3GNT3	44.661	B3GNT3	202.0095
B3GNT5	100.6902	B3GNT5	684.294
B3GNT7	81.6078	B3GNT7	134.3205
B3GNT8	98.6602	B3GNT8	30.6716
B3GNT9	492.704	B3GNT9	254.5108
B3GNTL1	122.5741	B3GNTL1	33.9291
B4GALNT1	174.2672	B4GALNT1	25.2247
B4GALNT3	1598.8632	B4GALNT3	72.4484
B4GALNT4	653.2684	B4GALNT4	200.4231
B4GALT1	6731.2221	B4GALT1	4740.8778
B4GALT2	1134.389	B4GALT2	866.2084
B4GALT3	1159.9675	B4GALT3	625.5949
B4GALT4	483.1506	B4GALT4	352.1946
B4GALT5	937.0686	B4GALT5	2068.7467
B4GALT6	54.8112	B4GALT6	249.0746
B4GALT7	464.8802	B4GALT7	386.0391
B9D1	76.419	B9D1	104.5161
B9D2	106.2607	B9D2	67.1602
BAALC	35.7288	BAALC	193.0196
BACE1	1159.5615	BACE1	1432.0465
BACE2	619.1636	BACE2	872.0254
BACH1	873.7312	BACH1	904.8123
removed	removed	BACH2	243.7864
BAD	899.1596	BAD	613.707
BAG1	1111.6362	BAG1	1171.3432
BAG2	222.4929	BAG2	114.2253
BAG3	1532.2777	BAG3	1547.3295
BAG4	369.0621	BAG4	313.5907
BAG5	1151.4413	BAG5	2091.486
removed	removed	BAGE2	9.339
BAHCC1	207.8766	BAHCC1	651.5071
BAHD1	929.3544	BAHD1	866.2084
BAI1	7.7142	BAI1	35.431
BAI2	466.5043	BAI2	119.5135
removed	removed	BAI3	11.1052
BAIAP2L1	689.8092	BAIAP2L1	377.578
BAIAP2L2	6.9022	BAIAP2L2	6.3458
BAIAP2	2875.3553	BAIAP2	712.3215
BAIAP3	403.5323	BAIAP3	151.9302
BAK1	502.233	BAK1	253.3051
BAMBI	133.1709	BAMBI	319.9365
BANF1	2362.972	BANF1	1181.9143
BANK1	6.0901	BANK1	210.4707
BANP	315.4689	BANP	149.1274
BAP1	2269.9959	BAP1	1723.4268
BARD1	66.1795	BARD1	102.0624
BARX2	131.5469	BARX2	749.8678
BASP1	807.9578	BASP1	213.1148
BAT1	6605.2335	BAT1	4456.753
BAT2L1	4157.0158	BAT2L1	7873.3686
BAT2L2	5817.296	BAT2L2	4668.9582
BAT2	8539.5859	BAT2	6619.2491
BAT3	4718.6358	BAT3	4057.6415
BAT4	479.4965	BAT4	278.6885
BAT5	1019.0824	BAT5	708.091
BATF2	43.849	BATF2	47.065
BATF3	21.1125	BATF3	23.2681
BATF	216.4028	BATF	99.4183
BAX	795.3715	BAX	287.1497
BAZ1A	1243.6054	BAZ1A	946.0603
BAZ1B	2751.1165	BAZ1B	2346.9064
BAZ2A	2851.9488	BAZ2A	2794.3205
BAZ2B	956.8291	BAZ2B	1155.8752
BBC3	319.123	BBC3	52.8821
BBOX1	15.8343	BBOX1	980.9625
BBS10	369.4681	BBS10	717.6097
BBS12	192.0422	BBS12	188.2602
BBS1	1249.2895	BBS1	858.8049
BBS2	636.216	BBS2	993.6542
BBS4	827.4462	BBS4	289.7938
BBS5	151.4413	BBS5	204.7594
BBS7	259.8457	BBS7	313.0619
BBS9	309.3788	BBS9	337.3876
BBX	1368.6561	BBX	2236.3829
BCAM	12239.1393	BCAM	4606.5574
removed	removed	BCAN	21.1528
BCAP29	1069.0215	BCAP29	1623.4796
BCAP31	4546.488	BCAP31	6519.302
BCAR1	1751.5225	BCAR1	1051.2956
BCAR3	3024.7665	BCAR3	1444.7329
BCAS1	284.2063	BCAS1	43.8921
BCAS2	534.458	BCAS2	614.77
BCAS3	1042.2249	BCAS3	597.0386
BCAS4	369.4681	BCAS4	375.4627
BCAT1	484.3687	BCAT1	235.854
BCAT2	671.1328	BCAT2	399.2597
BCCIP	1100.138	BCCIP	754.9868
BCDIN3D	222.8705	BCDIN3D	113.4744
BCHE	30.4507	BCHE	119.5135
BCKDHA	1291.2424	BCKDHA	998.9424
BCKDHB	342.2655	BCKDHB	607.615
BCKDK	885.0995	BCKDK	934.4262
BCL10	354.0398	BCL10	422.5278
BCL11A	19.8944	BCL11A	80.3808
BCL11B	35.3228	BCL11B	35.9598
BCL2A1	35.3228	BCL2A1	21.1528
removed	removed	BCL2L10	8.99
BCL2L11	866.4231	BCL2L11	653.0936
BCL2L12	247.1417	BCL2L12	108.2655
BCL2L13	1640.2761	BCL2L13	2133.2628
removed	removed	BCL2L14	14.2782
BCL2L15	5.6841	removed	removed
BCL2L1	2100.6902	BCL2L1	1914.331
