gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
ANO10	1437.1836	ANO10	946.9027
ANO1	667.7855	ANO1	2969.0265
ANO2	7.9385	ANO2	103.8348
ANO3	10.7963	ANO3	106.4897
removed	removed	ANO4	26.2537
removed	removed	ANO5	82.3009
ANO6	652.226	ANO6	8346.0177
ANO7	13.3367	ANO7	9.4395
ANO8	113.9967	ANO8	245.4277
removed	removed	ANO9	47.7876
ANP32A	2147.2018	ANP32A	2523.3038
ANP32B	2879.7653	ANP32B	3292.3304
ANP32E	218.4671	ANP32E	1035.1032
ANPEP	184.4904	ANPEP	1724.7788
ANTXR1	3064.5732	ANTXR1	4702.9499
ANTXR2	448.0482	ANTXR2	2936.5782
ANUBL1	152.4189	ANUBL1	179.056
ANXA11	6257.4324	ANXA11	4068.4366
ANXA1	6083.4208	ANXA1	11810.0295
ANXA2P1	153.3716	ANXA2P1	64.8968
ANXA2P2	8318.581	ANXA2P2	5376.1062
ANXA2P3	7.9385	ANXA2P3	7.0796
ANXA2	23765.2875	ANXA2	15728.0236
ANXA3	423.9152	ANXA3	1902.0649
ANXA4	1692.8028	ANXA4	1824.1888
ANXA5	7809.8828	ANXA5	11031.8584
ANXA6	5590.282	ANXA6	10823.3038
ANXA7	3495.4743	ANXA7	3335.9882
removed	removed	ANXA8L2	98.8201
removed	removed	ANXA8	226.5487
ANXA9	27.9435	ANXA9	107.3746
AOAH	57.7922	AOAH	112.6844
removed	removed	AOC2	79.351
AOC3	697.9517	AOC3	20069.6165
AOX1	126.3807	AOX1	1774.0413
AP1AR	424.2327	AP1AR	444.8378
AP1B1	6390.1639	AP1B1	2343.9528
AP1G1	2399.9632	AP1G1	2321.8289
AP1G2	449.4263	AP1G2	462.1239
AP1M1	859.8968	AP1M1	1359.882
AP1M2	2019.8684	AP1M2	399.41
AP1S1	2250.4021	AP1S1	436.8732
AP1S2	219.1022	AP1S2	647.1976
AP1S3	732.8811	AP1S3	67.8466
AP2A1	2701.4859	AP2A1	1994.9735
AP2A2	1077.4114	AP2A2	1876.9912
AP2B1	2002.0862	AP2B1	6189.6755
AP2M1	6313.3194	AP2M1	5356.6372
AP2S1	2612.0795	AP2S1	787.3156
AP3B1	1977.6357	AP3B1	1365.1917
AP3B2	6.3508	AP3B2	86.7257
AP3D1	4125.155	AP3D1	2651.6224
AP3M1	2451.087	AP3M1	1448.6726
AP3M2	205.7656	AP3M2	468.4366
AP3S1	921.4995	AP3S1	992.6254
AP3S2	1817.3481	AP3S2	1671.5959
AP4B1	161.3863	AP4B1	351.9587
AP4E1	481.3898	AP4E1	406.4897
AP4M1	400.2045	AP4M1	258.5723
AP4S1	57.4746	AP4S1	102.0649
APAF1	450.2709	APAF1	497.9351
APBA1	566.1728	APBA1	338.6431
APBA2	9.2086	APBA2	59.882
APBA3	151.7839	APBA3	131.5634
APBB1IP	106.6933	APBB1IP	831.5634
APBB1	205.448	APBB1	881.7109
APBB2	733.1986	APBB2	3265.4867
APBB3	114.6317	APBB3	204.1298
APCDD1L	7.3034	APCDD1L	96.7552
APCDD1	89.2286	APCDD1	3410.6195
APC	1107.8951	APC	1158.1121
APEH	4018.1442	APEH	1301.1799
APEX1	2225.634	APEX1	2271.0914
APEX2	637.3017	APEX2	427.7286
APH1A	5894.8024	APH1A	3502.0649
APH1B	310.8711	APH1B	700
API5	2856.2674	API5	2437.4631
APIP	127.7493	APIP	520.9056
APITD1	184.4206	APITD1	147.3628
APLF	14.2893	APLF	93.8053
APLNR	1053.2784	APLNR	1936.5782
APLN	17.1471	APLN	266.0767
APLP1	336.5918	APLP1	43.3628
APLP2	10263.1926	APLP2	15686.4307
APOA1BP	4288.3703	APOA1BP	1037.4631
APOB48R	60.9676	APOB48R	118.2891
removed	removed	APOBEC3A	13.2743
APOBEC3B	106.0614	APOBEC3B	17.1091
APOBEC3C	60.9676	APOBEC3C	373.1563
APOBEC3D	10.7963	APOBEC3D	107.6696
APOBEC3F	24.4505	APOBEC3F	166.3717
APOBEC3G	46.0432	APOBEC3G	305.0147
removed	removed	APOBEC3H	8.8496
APOB	129.5561	APOB	792.9204
APOC1	1482.2742	APOC1	451.3274
APOC2	73.9867	APOC2	15.9292
APOD	2425.6839	APOD	22292.6254
APOE	2488.5567	APOE	4996.4602
APOF	54.6168	removed	removed
APOL1	388.0332	APOL1	2764.8968
APOL2	741.7722	APOL2	1161.3569
APOL3	157.8171	APOL3	2738.0531
APOL4	137.177	APOL4	713.2743
APOL6	577.9218	APOL6	7118.2891
APOLD1	259.7473	APOLD1	974.9263
APOM	56.8396	APOM	37.4631
APOOL	394.384	APOOL	202.0649
APOO	408.3557	APOO	124.4838
APPBP2	1163.147	APPBP2	1392.0354
APPL1	1352.083	APPL1	1834.8083
APPL2	700.1745	APPL2	1266.0767
APP	25336.1552	APP	26354.2773
APRT	1006.9176	APRT	1002.6549
APTX	380.0947	APTX	400.59
AQP11	53.6642	AQP11	21.2389
AQP1	3075.6871	AQP1	24683.0855
AQP2	48.5835	removed	removed
AQP3	2544.4436	AQP3	520.354
removed	removed	AQP4	23.5988
AQP5	22026.759	AQP5	299.115
AQP6	127.6509	AQP6	5.3097
removed	removed	AQP7P1	727.1386
removed	removed	AQP7P3	55.7522
AQP7	14.9244	AQP7	3314.4543
AQP9	29.2136	AQP9	11.7994
removed	removed	AQPEP	551.2153
AQR	1101.8619	AQR	1083.4808
ARAF	1375.5809	ARAF	1195.5752
ARAP1	1093.5868	ARAP1	2495.5487
ARAP2	967.2252	ARAP2	349.2625
ARAP3	187.6658	ARAP3	1147.7876
ARCN1	5167.637	ARCN1	4188.7906
removed	removed	ARC	17.9941
AREG	78.7498	AREG	50.7375
ARF1	17368.1378	ARF1	7204.1298
ARF3	6219.0101	ARF3	4084.6608
ARF4	12013.47	ARF4	3566.9617
ARF5	3728.1259	ARF5	1868.6962
ARF6	4402.3669	ARF6	2490.8555
ARFGAP1	2260.8809	ARFGAP1	968.4366
ARFGAP2	2399.3281	ARFGAP2	2038.0531
ARFGAP3	3005.1934	ARFGAP3	1101.4749
ARFGEF1	2480.3006	ARFGEF1	1675.0767
ARFGEF2	3041.3929	ARFGEF2	1954.2773
ARFIP1	1130.758	ARFIP1	984.6608
ARFIP2	2418.0629	ARFIP2	946.6077
ARFRP1	424.2327	ARFRP1	611.2094
ARG2	328.0691	ARG2	225.6342
ARGLU1	392.4788	ARGLU1	2067.5516
ARHGAP10	85.4181	ARHGAP10	765.7817
ARHGAP11A	347.0706	ARHGAP11A	85.8407
ARHGAP11B	23.1804	ARHGAP11B	5.6047
ARHGAP12	831.6358	ARHGAP12	999.705
ARHGAP15	26.3558	ARHGAP15	84.0708
ARHGAP17	736.374	ARHGAP17	1536.2832
ARHGAP18	338.4971	ARHGAP18	710.0295
ARHGAP19	275.3067	ARHGAP19	619.174
ARHGAP1	4294.086	ARHGAP1	4154.8673
ARHGAP20	10.1613	ARHGAP20	458.1121
ARHGAP21	1572.7729	ARHGAP21	3102.9499
ARHGAP22	15.877	ARHGAP22	52.5074
ARHGAP23	233.709	ARHGAP23	1593.5103
ARHGAP24	184.808	ARHGAP24	541.2979
ARHGAP25	114.6317	ARHGAP25	551.3274
ARHGAP26	3550.0911	ARHGAP26	1051.3274
ARHGAP27	923.7159	ARHGAP27	579.9086
ARHGAP28	54.9343	ARHGAP28	248.6726
ARHGAP29	643.0174	ARHGAP29	4203.5398
ARHGAP30	225.1355	ARHGAP30	631.8584
ARHGAP31	586.8129	ARHGAP31	2422.1239
ARHGAP32	1949.0571	ARHGAP32	968.4366
ARHGAP33	24.4505	ARHGAP33	77.5811
removed	removed	ARHGAP36	268.1416
ARHGAP39	215.2917	ARHGAP39	91.7404
ARHGAP42	265.6027	ARHGAP42	248.9676
ARHGAP4	103.2003	ARHGAP4	358.1121
ARHGAP5	2023.0438	ARHGAP5	2409.1445
ARHGAP6	54.6168	ARHGAP6	233.3333
ARHGAP8	566.792	ARHGAP8	161.767
ARHGAP9	40.645	ARHGAP9	123.8938
ARHGDIA	4997.7534	ARHGDIA	4093.8053
ARHGDIB	1038.354	ARHGDIB	3344.8378
removed	removed	ARHGDIG	18.1858
ARHGEF10L	405.8154	ARHGEF10L	780.236
ARHGEF10	541.4048	ARHGEF10	1479.351
ARHGEF11	1873.1652	ARHGEF11	1443.3628
ARHGEF12	3649.7984	ARHGEF12	5400.885
ARHGEF15	284.8329	ARHGEF15	2292.6254
ARHGEF16	471.2285	ARHGEF16	132.4484
ARHGEF17	601.7373	ARHGEF17	1965.4867
ARHGEF18	694.7763	ARHGEF18	765.4867
ARHGEF19	351.1986	ARHGEF19	159.587
ARHGEF1	716.6865	ARHGEF1	1328.6136
ARHGEF2	734.4687	ARHGEF2	2366.0767
removed	removed	ARHGEF33	10.0295
ARHGEF35	828.4604	ARHGEF35	600
ARHGEF37	1037.0838	ARHGEF37	1134.8083
ARHGEF38	110.5037	ARHGEF38	28.0236
ARHGEF3	822.4272	ARHGEF3	894.9853
ARHGEF4	125.7456	ARHGEF4	331.5634
ARHGEF5	737.6441	ARHGEF5	401.7699
ARHGEF6	200.3674	ARHGEF6	2707.3746
ARHGEF7	725.8952	ARHGEF7	2344.8378
ARHGEF9	493.4563	ARHGEF9	721.2389
ARID1A	1843.9516	ARID1A	2395.2802
ARID1B	1060.8993	ARID1B	2067.5516
ARID2	799.5643	ARID2	872.2714
ARID3A	40.3275	ARID3A	78.7611
ARID3B	93.9917	ARID3B	98.2301
ARID4A	469.0058	ARID4A	792.3304
ARID4B	1161.3148	ARID4B	1283.2006
ARID5A	78.1147	ARID5A	1126.5487
ARID5B	737.6441	ARID5B	2969.3215
ARIH1	2360.2707	ARIH1	2033.0383
ARIH2	1536.2463	ARIH2	1665.4867
ARL10	14.2893	ARL10	56.6372
ARL11	27.3084	ARL11	45.7227
ARL13B	81.2901	ARL13B	313.8643
ARL15	337.5444	ARL15	561.3569
ARL16	192.4289	ARL16	416.5192
ARL17A	26.1525	ARL17A	55.6726
ARL1	4419.8316	ARL1	2066.9617
ARL2BP	1119.3266	ARL2BP	1812.3894
ARL2	616.0265	ARL2	1407.0796
ARL3	881.8071	ARL3	455.1622
ARL4A	1408.9225	ARL4A	1336.5782
ARL4C	498.8545	ARL4C	1495.2802
ARL4D	22.5453	ARL4D	253.3923
ARL5A	2736.2374	ARL5A	893.2153
ARL5B	422.645	ARL5B	177.8761
ARL6IP1	2448.2292	ARL6IP1	5678.7611
ARL6IP4	1271.7455	ARL6IP4	1987.3156
ARL6IP5	5416.5879	ARL6IP5	5484.9558
ARL6IP6	174.6467	ARL6IP6	253.6873
ARL6	71.4464	ARL6	58.9971
ARL8A	1169.8153	ARL8A	1052.2124
ARL8B	2564.4486	ARL8B	2136.5782
ARMC10	1109.7686	ARMC10	642.2448
ARMC1	1236.8162	ARMC1	738.3481
ARMC2	14.2893	ARMC2	32.7434
removed	removed	ARMC4	6.1947
ARMC5	102.2477	ARMC5	225.9587
ARMC6	863.3898	ARMC6	434.7994
ARMC7	189.8886	ARMC7	253.9823
ARMC8	667.7855	ARMC8	808.2596
ARMC9	359.1371	ARMC9	168.7316
ARMCX1	182.5852	ARMCX1	937.7581
ARMCX2	834.4937	ARMCX2	777.8761
ARMCX3	2355.5076	ARMCX3	2028.9086
ARMCX5	229.8986	ARMCX5	303.8348
ARMCX6	307.6957	ARMCX6	242.7729
ARNT2	1112.3407	ARNT2	157.5221
ARNTL2	22.8628	ARNTL2	96.1652
ARNTL	332.7813	ARNTL	147.7876
ARNT	1210.7779	ARNT	2230.9735
ARPC1A	3620.5848	ARPC1A	2361.3569
ARPC1B	2184.6714	ARPC1B	2038.3481
ARPC2	5503.2762	ARPC2	4301.1799
ARPC3	4805.3245	ARPC3	2437.4631
ARPC4	3033.4131	ARPC4	2826.6844
ARPC5L	698.5868	ARPC5L	514.1593
ARPC5	3361.7902	ARPC5	2990.5605
ARPM1	33.3416	ARPM1	39.823
ARPP19	3375.4444	ARPP19	4581.7109
ARRB1	790.9908	ARRB1	1240.413
ARRB2	457.2568	ARRB2	616.8142
ARRDC1	1135.5211	ARRDC1	396.1652
ARRDC2	334.0515	ARRDC2	807.0796
ARRDC3	1257.7738	ARRDC3	2664.3068
ARRDC4	578.8744	ARRDC4	1043.3628
ARSA	881.4895	ARSA	631.8584
ARSB	516.9542	ARSB	351.9174
ARSD	2440.9258	ARSD	1866.3717
ARSE	5.3982	ARSE	10.6195
ARSG	211.4813	ARSG	173.1563
ARSH	41.2801	removed	removed
ARSI	46.6783	ARSI	37.7581
ARSJ	96.2145	ARSJ	101.4749
ARSK	108.281	ARSK	163.7168
removed	removed	ART4	45.4277
removed	removed	ART5	38.0531
removed	removed	ARTN	5.8997
ARV1	1507.9948	ARV1	308.2596
ARVCF	237.202	ARVCF	286.4307
removed	removed	ARX	8.8496
AR	494.7265	AR	399.115
AS3MT	48.5835	AS3MT	183.7758
ASAH1	6461.6103	ASAH1	5638.3481
ASAH2B	19.3699	removed	removed
ASAH2	6.3508	removed	removed
ASAM	107.3283	ASAM	1362.5369
ASAP1	515.6841	ASAP1	1582.3009
ASAP2	1732.8128	ASAP2	1193.5103
ASAP3	1267.6175	ASAP3	1258.1121
ASB13	420.1047	ASB13	697.6401
ASB14	8.5736	ASB14	14.7493
ASB16	17.8743	ASB16	10.7257
ASB1	594.4053	ASB1	741.1829
removed	removed	ASB2	47.1976
ASB3	266.4156	ASB3	289.0855
ASB6	524.0449	ASB6	638.3717
ASB7	507.428	ASB7	472.5664
ASB8	871.9633	ASB8	919.174
ASB9	142.8928	ASB9	68.1416
ASCC1	935.4712	ASCC1	514.4543
ASCC2	2106.2392	ASCC2	1269.6165
ASCC3	1846.1744	ASCC3	1030.0885
ASCL2	8.5736	ASCL2	13.8643
ASF1A	386.4455	ASF1A	401.1799
ASF1B	294.0415	ASF1B	31.2684
removed	removed	ASGR1	21.5339
ASH1L	2374.1663	ASH1L	2982.2153
ASH2L	4404.2722	ASH2L	1370.2065
ASL	824.0149	ASL	527.4336
ASMTL	1006.9144	ASMTL	630.6785
ASNA1	1551.4978	ASNA1	981.7109
ASNSD1	1227.29	ASNSD1	1147.7876
ASNS	778.2892	ASNS	287.0206
ASPA	6.3508	ASPA	156.0472
removed	removed	ASPG	8.8496
ASPHD1	41.5977	ASPHD1	8.8496
ASPHD2	349.2934	ASPHD2	50.7375
ASPH	5012.5031	ASPH	12833.1534
ASPM	309.2834	ASPM	34.5133
ASPN	931.0257	ASPN	903.8348
ASPRV1	8.6307	ASPRV1	107.233
ASPSCR1	265.463	ASPSCR1	216.5192
ASRGL1	38.4223	ASRGL1	271.9764
ASS1	278.1646	ASS1	5621.5339
ASTE1	179.432	ASTE1	232.7552
removed	removed	ASTN1	149.2625
ASTN2	274.9892	ASTN2	164.8968
ASXL1	1516.886	ASXL1	2167.5516
ASXL2	1480.6865	ASXL2	828.6136
removed	removed	ASXL3	32.7434
ATAD1	1214.5884	ATAD1	1067.5516
ATAD2B	483.295	ATAD2B	352.5074
ATAD2	1169.4978	ATAD2	322.4189
ATAD3A	487.1055	ATAD3A	314.4543
ATAD3B	83.5129	ATAD3B	139.528
ATAD3C	34.6118	ATAD3C	83.1858
ATAD5	24.4505	ATAD5	36.2832
ATE1	349.9285	ATE1	298.8201
ATF1	350.5636	ATF1	509.1445
ATF2	485.2003	ATF2	615.3392
ATF3	168.6134	ATF3	567.8466
ATF4	6787.0882	ATF4	6412.6844
ATF5	762.4122	ATF5	585.2507
ATF6B	2731.2775	ATF6B	1853.3923
ATF6	2659.3929	ATF6	1438.9381
ATF7IP2	7.9385	ATF7IP2	91.4454
ATF7IP	887.8403	ATF7IP	1022.1239
ATF7	1504.5559	ATF7	2162.4926
ATG10	159.7223	ATG10	95.2802
ATG12	907.2102	ATG12	596.7552
ATG16L1	1601.669	ATG16L1	635.9882
ATG16L2	17.652	ATG16L2	198.295
ATG2A	408.9908	ATG2A	680.531
ATG2B	1244.1196	ATG2B	1210.0295
ATG3	1119.009	ATG3	757.8171
ATG4A	683.6624	ATG4A	341.5929
ATG4B	788.4505	ATG4B	708.5546
ATG4C	115.9019	ATG4C	233.0383
ATG4D	455.0499	ATG4D	164.5723
ATG5	646.1928	ATG5	791.7404
ATG7	844.4073	ATG7	607.3599
ATG9A	1401.762	ATG9A	1592.2419
removed	removed	ATG9B	10.2478
ATHL1	78.1147	ATHL1	316.2242
ATIC	2891.1967	ATIC	1170.7965
ATL1	216.2444	ATL1	349.8525
ATL2	1157.1138	ATL2	1125.6637
ATL3	924.9924	ATL3	757.8171
ATMIN	1414.0032	ATMIN	2265.1917
ATM	548.0731	ATM	1301.1799
ATN1	3056.3172	ATN1	5041.8879
ATOH8	49.8537	ATOH8	1165.4867
ATOX1	1146.635	ATOX1	556.0472
ATP10A	146.0681	ATP10A	294.9853
ATP10D	175.9169	ATP10D	610.6195
ATP11A	717.9567	ATP11A	1061.3569
ATP11B	1310.4853	ATP11B	1608.5546
ATP11C	303.5677	ATP11C	1004.7198
ATP13A1	3896.5266	ATP13A1	842.4779
ATP13A2	1295.8785	ATP13A2	785.5457
ATP13A3	1920.1611	ATP13A3	2166.6667
ATP13A4	201.32	ATP13A4	53.9823
removed	removed	ATP13A5	120.944
ATP1A1	34570.5041	ATP1A1	12314.1416
ATP1A2	11.1139	ATP1A2	4364.8968
ATP1A3	135.5893	ATP1A3	14.1593
ATP1B1	12654.0233	ATP1B1	2626.3658
ATP1B2	33.0241	ATP1B2	145.4277
ATP1B3	1307.945	ATP1B3	1945.7227
ATP2A2	10284.4677	ATP2A2	5729.4985
ATP2A3	27856.1483	ATP2A3	978.1711
ATP2B1	1018.349	ATP2B1	1422.7139
removed	removed	ATP2B2	13.2743
ATP2B4	2538.7279	ATP2B4	8588.4956
ATP2C1	3022.6358	ATP2C1	2454.8555
ATP2C2	656.0365	ATP2C2	113.2743
ATP5A1	10898.2715	ATP5A1	9461.9469
ATP5B	19711.2614	ATP5B	11214.1593
ATP5C1	4078.1592	ATP5C1	2371.6814
ATP5D	566.8079	ATP5D	503.2448
ATP5EP2	47.6309	ATP5EP2	39.233
ATP5E	6663.5654	ATP5E	3832.1534
ATP5F1	2919.1402	ATP5F1	2356.6372
ATP5G1	877.044	ATP5G1	463.1268
ATP5G2	5558.8456	ATP5G2	3969.0265
ATP5G3	6609.9012	ATP5G3	2592.3304
ATP5H	2064.959	ATP5H	1852.5074
ATP5I	2791.7021	ATP5I	982.3333
ATP5J2	3041.0753	ATP5J2	919.4041
ATP5J	3582.4706	ATP5J	1664.9794
ATP5L	2476.8077	ATP5L	2587.6106
ATP5O	4105.4676	ATP5O	2959.587
ATP5SL	920.8644	ATP5SL	676.9912
ATP5S	136.8595	ATP5S	127.1386
ATP6AP1L	8.8911	ATP6AP1L	62.2419
ATP6AP1	7074.4614	ATP6AP1	2320.944
ATP6AP2	4346.48	ATP6AP2	3313.2743
ATP6V0A1	770.6682	ATP6V0A1	1632.7434
ATP6V0A2	507.7456	ATP6V0A2	579.351
removed	removed	ATP6V0A4	5.0147
ATP6V0B	3371.9514	ATP6V0B	922.1239
ATP6V0C	1861.0987	ATP6V0C	1256.6165
ATP6V0D1	2263.7387	ATP6V0D1	1518.5841
ATP6V0D2	11.4314	removed	removed
ATP6V0E1	4534.1458	ATP6V0E1	2765.1917
ATP6V0E2	2101.4729	ATP6V0E2	887.9145
ATP6V1A	2781.9631	ATP6V1A	1656.3422
ATP6V1B1	7.6209	ATP6V1B1	293.8053
ATP6V1B2	1683.9117	ATP6V1B2	1894.9853
ATP6V1C1	2085.5991	ATP6V1C1	1727.4336
ATP6V1C2	63.9397	ATP6V1C2	95.6932
ATP6V1D	1984.304	ATP6V1D	941.0029
ATP6V1E1	3705.3678	ATP6V1E1	2544.5428
ATP6V1E2	56.522	ATP6V1E2	59.882
ATP6V1F	3341.7534	ATP6V1F	1122.4159
ATP6V1G1	2912.7894	ATP6V1G1	1548.0826
ATP6V1G2	15.877	ATP6V1G2	25.0737
ATP6V1H	1329.8552	ATP6V1H	969.3215
ATP7A	543.9451	ATP7A	559.587
ATP7B	111.4563	ATP7B	205.0147
ATP8A1	2967.0886	ATP8A1	792.9204
ATP8A2	5.0806	ATP8A2	35.9882
ATP8B1	1570.674	ATP8B1	1003.4985
ATP8B2	1377.8037	ATP8B2	1861.0619
ATP8B3	30.4838	ATP8B3	18.5841
ATP8B4	52.0765	ATP8B4	293.8053
ATP8B5P	190.5237	ATP8B5P	37.7581
ATP9A	2401.5509	ATP9A	4423.8938
ATP9B	265.1454	ATP9B	512.9794
ATPAF1	997.709	ATPAF1	1591.1917
ATPAF2	254.9842	ATPAF2	195.2802
ATPBD4	103.2003	ATPBD4	136.5782
ATPIF1	1081.8569	ATPIF1	607.6696
ATRIP	260.0839	ATRIP	208.3805
removed	removed	ATRNL1	37.4631
ATRN	3271.609	ATRN	2174.6313
ATRX	2149.7421	ATRX	2566.9617
ATR	824.3324	ATR	795.2802
ATXN10	3974.9588	ATXN10	1801.1799
ATXN1L	893.556	ATXN1L	2123.7139
ATXN1	718.9093	ATXN1	1114.1593
ATXN2L	1209.1902	ATXN2L	1547.7876
ATXN2	565.2202	ATXN2	868.1416
ATXN3	413.1188	ATXN3	590.8555
ATXN7L1	174.0116	ATXN7L1	246.6077
ATXN7L2	14.6068	ATXN7L2	58.9971
ATXN7L3B	2898.1826	ATXN7L3B	2902.9499
ATXN7L3	1106.625	ATXN7L3	1157.8171
ATXN7	502.9825	ATXN7	735.6932
AUH	220.0548	AUH	354.8673
AUP1	7500.7454	AUP1	1727.3009
AURKAIP1	880.2194	AURKAIP1	706.7847
AURKAPS1	5.0806	removed	removed
AURKA	480.4372	AURKA	43.6578
AURKB	106.0582	AURKB	12.6844
removed	removed	AURKC	16.2242
AUTS2	1878.2458	AUTS2	1494.6903
AVEN	447.4131	AVEN	215.0442
AVIL	20.005	AVIL	43.6578
AVL9	1065.6624	AVL9	272.2714
AVPI1	844.0199	AVPI1	480.236
AVPR1A	46.6783	AVPR1A	192.6254
removed	removed	AVPR2	243.6578
AXIN1	471.5461	AXIN1	510.3245
AXIN2	47.6309	AXIN2	661.9469
AXL	782.7347	AXL	2066.6667
AZGP1	101810.7687	AZGP1	16915.6342
AZI1	54.9343	AZI1	149.2625
AZI2	865.9301	AZI2	1683.1858
AZIN1	3582.1625	AZIN1	3849.5575
B2M	20087.5456	B2M	60001.7699
B3GALNT1	326.4306	B3GALNT1	394.3953
B3GALNT2	1348.8917	B3GALNT2	814.4867
removed	removed	B3GALT1	10.6195
removed	removed	B3GALT2	13.8643
B3GALT4	342.3075	B3GALT4	209.1445
B3GALT5	25.7207	B3GALT5	7.9646
B3GALT6	294.6766	B3GALT6	437.4631
B3GALTL	153.3716	B3GALTL	262.2419
removed	removed	B3GAT1	38.6431
removed	removed	B3GAT2	9.9204
B3GAT3	301.0274	B3GAT3	375.8112
B3GNT1	269.591	B3GNT1	703.2448
B3GNT2	1034.226	B3GNT2	721.8289
B3GNT3	1977.3182	B3GNT3	85.8407
B3GNT5	44.7731	B3GNT5	297.6401
B3GNT6	65.7307	removed	removed
B3GNT7	851.3233	B3GNT7	107.3746
B3GNT8	14.9244	B3GNT8	52.8024
B3GNT9	98.0244	B3GNT9	292.1622
B3GNTL1	48.0183	B3GNTL1	40.2065
B4GALNT1	17.6933	B4GALNT1	29.9174
B4GALNT3	1220.3041	B4GALNT3	83.4808
B4GALNT4	97.8022	B4GALNT4	49.5575
B4GALT1	14230.848	B4GALT1	2905.8997
B4GALT2	969.7655	B4GALT2	930.3835
B4GALT3	1610.5601	B4GALT3	603.5398
B4GALT4	801.4696	B4GALT4	392.3304
B4GALT5	904.6699	B4GALT5	2408.8496
B4GALT6	40.645	B4GALT6	189.3805
B4GALT7	462.655	B4GALT7	391.1504
B9D1	224.1829	B9D1	105.3953
B9D2	32.389	B9D2	45.1327
BAALC	26.6733	BAALC	348.6726
BACE1	609.0407	BACE1	1426.5487
BACE2	2653.3596	BACE2	1279.941
BACH1	1507.6773	BACH1	829.2035
BACH2	32.389	BACH2	335.6932
BAD	379.9201	BAD	466.2861
BAG1	6267.1047	BAG1	1351.9292
BAG2	67.9534	BAG2	169.6165
BAG3	1785.2068	BAG3	1240.708
BAG4	1327.6324	BAG4	279.351
BAG5	1870.6249	BAG5	1839.233
BAGE2	11.3425	removed	removed
BAHCC1	71.4464	BAHCC1	560.177
BAHD1	1123.7721	BAHD1	869.9115
removed	removed	BAI1	14.4543
BAI2	24.7681	BAI2	139.233
removed	removed	BAI3	19.174
BAIAP2L1	2292.9524	BAIAP2L1	346.0177
removed	removed	BAIAP2L2	5.8997
BAIAP2	1302.5436	BAIAP2	492.9204
BAIAP3	41.9724	BAIAP3	78.8289
BAK1	824.9675	BAK1	298.8201
BAMBI	1124.4072	BAMBI	374.9263
BANF1	1066.615	BANF1	1433.6283
removed	removed	BANK1	245.1327
BANP	130.1912	BANP	175.5162
BAP1	1458.4587	BAP1	1624.7788
BARD1	107.9634	BARD1	39.528
BARX2	254.3491	BARX2	281.1209
BASP1	203.2252	BASP1	395.5752
BAT1	3128.7162	BAT1	5022.7139
BAT2L1	3358.9196	BAT2L1	6284.5634
BAT2L2	4410.3054	BAT2L2	4283.4808
BAT2	6392.7042	BAT2	5652.5074
BAT3	6271.0866	BAT3	4182.3009
BAT4	260.0648	BAT4	344.5428
BAT5	1246.3423	BAT5	683.4808
BATF2	10.7963	BATF2	120.354
BATF3	7.3034	BATF3	32.1534
BATF	148.926	BATF	72.8614
BAX	380.4123	BAX	341.5929
BAZ1A	1382.8843	BAZ1A	1007.6696
BAZ1B	3593.2764	BAZ1B	2647.4926
BAZ2A	2496.8127	BAZ2A	3132.3658
BAZ2B	547.0982	BAZ2B	1153.0088
BBC3	93.9917	BBC3	81.1209
removed	removed	BBOX1	294.1003
BBS10	373.4264	BBS10	591.1504
BBS12	50.8063	BBS12	178.4661
BBS1	187.9834	BBS1	844.5428
BBS2	371.2036	BBS2	941.8879
BBS4	365.1704	BBS4	376.4012
BBS5	102.6542	BBS5	227.0354
BBS7	222.2776	BBS7	345.4277
BBS9	256.8894	BBS9	325.6637
BBX	391.5261	BBX	1832.4484
BCAM	9680.8252	BCAM	4437.7581
removed	removed	BCAN	12.6844
BCAP29	1680.4188	BCAP29	1751.9174
BCAP31	8930.4795	BCAP31	5797.6401
BCAR1	808.773	BCAR1	970.5015
BCAR3	737.3203	BCAR3	847.1976
BCAS1	9956.1319	BCAS1	176.4012
BCAS2	537.2101	BCAS2	614.174
BCAS3	310.8711	BCAS3	594.9853
BCAS4	1150.763	BCAS4	469.0265
BCAT1	321.985	BCAT1	458.7021
BCAT2	504.8877	BCAT2	474.0413
BCCIP	1731.5966	BCCIP	859.3776
BCDIN3D	259.5853	BCDIN3D	189.4041
BCHE	11.4314	BCHE	141.8879
BCKDHA	1107.8951	BCKDHA	1026.2183
BCKDHB	482.0249	BCKDHB	569.9115
BCKDK	691.6009	BCKDK	903.8348
BCL10	364.8528	BCL10	384.6608
removed	removed	BCL11A	89.3805
BCL11B	10.1613	BCL11B	102.3599
BCL2A1	9.8437	BCL2A1	21.2389
BCL2L11	1306.6748	BCL2L11	705.6047
BCL2L12	161.599	BCL2L12	108.2979
BCL2L13	1870.3074	BCL2L13	1828.9086
BCL2L1	4078.1592	BCL2L1	2169.3215
BCL2L2	1017.4599	BCL2L2	2368.8761
BCL2	81.9252	BCL2	1923.0088
BCL3	920.5469	BCL3	707.3746
BCL6B	294.6766	BCL6B	1082.8909
BCL6	1341.2866	BCL6	3337.4631
BCL7A	520.1296	BCL7A	409.1445
BCL7B	1266.3473	BCL7B	1023.3038
