gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
ANKZF1	458.4838	ANKZF1	1218.709
ANLN	1112.8159	ANLN	27.8816
ANO10	615.0722	ANO10	747.1462
ANO1	1515.7942	ANO1	8989.1908
ANO2	14.8917	ANO2	36.7714
removed	removed	ANO3	10.102
removed	removed	ANO4	6.0612
ANO5	405.6859	ANO5	36.7714
ANO6	2173.7365	ANO6	2797.8584
ANO7	13.5379	ANO7	25.4571
ANO8	188.1769	ANO8	322.4568
ANO9	130.4152	ANO9	156.7835
ANP32A	1801.8953	ANP32A	2352.9649
ANP32B	1895.7581	ANP32B	2441.0547
ANP32E	1296.9314	ANP32E	729.3666
ANPEP	2208.4838	ANPEP	2741.6911
ANTXR1	6139.4404	ANTXR1	2250.7324
ANTXR2	941.3357	ANTXR2	982.7255
ANUBL1	162.4549	ANUBL1	282.4528
ANXA11	2529.3321	ANXA11	2928.3766
ANXA1	1229.6931	ANXA1	4859.8848
ANXA2P1	36.5523	ANXA2P1	35.5591
ANXA2P2	2945.3971	ANXA2P2	2586.5239
ANXA2	7866.426	ANXA2	7150.2172
ANXA3	51.444	ANXA3	1178.7049
ANXA4	1030.2347	ANXA4	1165.7743
ANXA5	5398.4657	ANXA5	4977.8766
ANXA6	3936.8231	ANXA6	4002.0204
ANXA7	3471.5704	ANXA7	2424.4873
removed	removed	ANXA8L1	5.2248
ANXA8L2	13.9892	ANXA8L2	444.8934
ANXA8	22.1119	ANXA8	1053.0639
ANXA9	2097.0217	ANXA9	248.51
AOAH	121.8412	AOAH	94.555
AOC2	23.0144	AOC2	21.4163
AOC3	649.8195	AOC3	2262.0467
AOX1	79.4224	AOX1	321.2446
AP1AR	817.6895	AP1AR	673.1993
AP1B1	2741.426	AP1B1	2568.3402
AP1G1	2068.5921	AP1G1	3031.4173
AP1G2	1103.8403	AP1G2	1693.3387
AP1M1	1113.7184	AP1M1	671.583
AP1M2	4295.5776	AP1M2	1042.9336
AP1S1	963.8989	AP1S1	524.4974
AP1S2	405.2347	AP1S2	266.6936
AP1S3	134.4765	AP1S3	102.2325
AP2A1	3531.8321	AP2A1	1564.7601
AP2A2	1977.8881	AP2A2	1505.6066
AP2B1	11260.8303	AP2B1	7342.9639
AP2M1	7859.2058	AP2M1	4357.6119
AP2S1	1857.852	AP2S1	687.7462
AP3B1	1492.3285	AP3B1	1237.7008
AP3B2	245.4874	AP3B2	165.6733
AP3D1	3814.5307	AP3D1	2913.8297
AP3M1	2800.0903	AP3M1	1436.5087
AP3M2	549.1877	AP3M2	566.5219
AP3S1	682.7617	AP3S1	611.3749
AP3S2	1859.5397	AP3S2	1381.4769
AP4B1	240.1309	AP4B1	423.2953
AP4E1	332.13	AP4E1	357.6119
AP4M1	570.2708	AP4M1	322.0002
AP4S1	33.3935	AP4S1	65.8652
APAF1	438.1769	APAF1	566.5219
APBA1	95.2166	APBA1	514.3954
APBA2	123.1949	APBA2	157.9958
APBA3	102.8881	APBA3	204.4651
APBB1IP	245.0361	APBB1IP	263.0569
APBB1	429.1516	APBB1	839.6808
APBB2	2263.5379	APBB2	2424.4873
APBB3	67.2383	APBB3	559.6525
APC2	14.9413	APC2	5.7056
APCDD1L	28.8809	APCDD1L	447.722
APCDD1	295.5776	APCDD1	1815.5369
APC	861.9134	APC	1253.4599
APEH	1967.509	APEH	1624.8106
APEX1	1796.9314	APEX1	2916.6582
APEX2	744.5848	APEX2	483.2811
APH1A	5992.3285	APH1A	4370.1384
APH1B	407.9422	APH1B	852.2073
API5	4152.5271	API5	2793.4135
APIP	385.5686	APIP	315.0702
APITD1	409.7969	APITD1	155.7854
APLF	59.1155	APLF	101.0203
APLNR	500.4513	APLNR	893.4236
APLN	27.5271	APLN	195.5753
APLP1	254.9639	APLP1	33.5387
APLP2	10334.3863	APLP2	15596.3229
APOA1BP	3211.6426	APOA1BP	1011.8194
APOB48R	164.7112	APOB48R	161.6325
removed	removed	APOBEC2	7.6775
APOBEC3C	142.5993	APOBEC3C	258.612
APOBEC3D	121.8412	APOBEC3D	115.5672
APOBEC3F	181.8592	APOBEC3F	242.8528
APOBEC3G	240.9747	APOBEC3G	240.0242
APOBEC3H	5.4152	removed	removed
removed	removed	APOB	16.5673
APOC1	800.0903	APOC1	232.7508
APOC2	66.787	APOC2	12.9306
APOD	1674.639	APOD	12498.6362
APOE	2153.4296	APOE	1522.174
APOF	10.3791	removed	removed
APOL1	1485.1083	APOL1	612.9912
APOL2	637.1841	APOL2	653.3993
APOL3	484.2058	APOL3	848.5706
APOL4	228.7906	APOL4	294.9793
APOL6	2447.6534	APOL6	1786.039
APOLD1	439.0794	APOLD1	306.6976
APOM	11.2816	APOM	48.8938
APOOL	402.0758	APOOL	258.2079
APOO	314.0794	APOO	143.8529
APPBP2	1818.5921	APPBP2	1433.2761
APPL1	1628.1588	APPL1	2091.1203
APPL2	1252.2563	APPL2	1581.978
APP	12435.4693	APP	39926.8613
APRT	690.8845	APRT	1380.7455
APTX	556.4079	APTX	522.0729
AQP11	23.4657	AQP11	14.951
AQP1	2128.1588	AQP1	10375.8157
removed	removed	AQP2	7.6775
AQP3	89.8014	AQP3	898.6766
AQP4	7.6715	AQP4	102.2325
AQP5	9.9278	AQP5	597.6361
removed	removed	AQP6	27.4775
AQP7P1	5.4152	AQP7P1	41.6204
AQP7	27.9783	AQP7	259.4201
AQP9	37.4549	removed	removed
AQPEP	5.4152	AQPEP	29.0938
AQR	987.8159	AQR	1339.9333
ARAF	1367.3285	ARAF	1217.4967
ARAP1	2273.0009	ARAP1	2705.2672
ARAP2	661.5523	ARAP2	472.3709
ARAP3	202.1661	ARAP3	627.5381
ARCN1	4538.3574	ARCN1	4216.9916
ARC	12.1841	ARC	176.9876
AREG	15.7942	AREG	427.1138
ARF1	15105.1444	ARF1	7370.8455
ARF3	10587.0939	ARF3	4285.6854
ARF4	4266.2455	ARF4	3031.4173
ARF5	3151.6065	ARF5	1888.9827
ARF6	3300.5415	ARF6	2648.7524
ARFGAP1	981.9495	ARFGAP1	1156.8845
ARFGAP2	2273.4657	ARFGAP2	2473.7852
ARFGAP3	1267.148	ARFGAP3	1246.5906
ARFGEF1	7396.2094	ARFGEF1	2111.09
ARFGEF2	6366.426	ARFGEF2	2752.1972
ARFIP1	1690.8845	ARFIP1	960.5011
ARFIP2	2799.639	ARFIP2	1708.4554
ARFRP1	242.7798	ARFRP1	534.5995
ARG2	120.1805	ARG2	143.8812
ARGLU1	928.7004	ARGLU1	3420.9516
ARHGAP10	158.8448	ARHGAP10	309.5262
ARHGAP11A	383.574	ARHGAP11A	63.4408
ARHGAP11B	26.6245	ARHGAP11B	12.5265
ARHGAP12	564.5307	ARHGAP12	1461.5618
ARHGAP15	41.065	ARHGAP15	41.2163
ARHGAP17	1014.4404	ARHGAP17	1030.4071
ARHGAP18	418.3213	ARHGAP18	539.8525
ARHGAP19	533.8448	ARHGAP19	1509.2434
ARHGAP1	5601.5343	ARHGAP1	3109.0009
ARHGAP20	121.3899	ARHGAP20	189.11
ARHGAP21	1412.9061	ARHGAP21	2163.0468
ARHGAP22	26.6245	ARHGAP22	50.1061
ARHGAP23	535.1986	ARHGAP23	782.3012
ARHGAP24	151.6245	ARHGAP24	358.016
ARHGAP25	232.852	ARHGAP25	467.9261
ARHGAP26	235.1083	ARHGAP26	1099.505
ARHGAP27	277.5271	ARHGAP27	576.6239
ARHGAP28	263.5379	ARHGAP28	155.5713
ARHGAP29	928.2491	ARHGAP29	1943.6307
ARHGAP30	520.7581	ARHGAP30	485.3015
ARHGAP31	758.1227	ARHGAP31	990.4031
ARHGAP32	1400.722	ARHGAP32	2011.9204
ARHGAP33	156.5884	ARHGAP33	308.314
removed	removed	ARHGAP36	1721.386
ARHGAP39	351.5343	ARHGAP39	259.0161
ARHGAP42	75.7671	ARHGAP42	240.8082
ARHGAP4	186.8231	ARHGAP4	391.1506
ARHGAP5	1380.8664	ARHGAP5	3072.2295
ARHGAP6	26.1733	ARHGAP6	126.0733
ARHGAP8	535.2211	ARHGAP8	630.5324
ARHGAP9	103.3394	ARHGAP9	129.306
ARHGDIA	4457.5812	ARHGDIA	3023.3357
ARHGDIB	1855.1444	ARHGDIB	3252.8538
ARHGDIG	8.1227	removed	removed
ARHGEF10L	723.8267	ARHGEF10L	1380.7455
ARHGEF10	691.787	ARHGEF10	1243.762
ARHGEF11	2242.7798	ARHGEF11	1553.6923
ARHGEF12	4679.1516	ARHGEF12	5656.733
ARHGEF15	204.4224	ARHGEF15	661.885
ARHGEF16	305.5054	ARHGEF16	263.865
ARHGEF17	958.4838	ARHGEF17	2020.002
ARHGEF18	849.278	ARHGEF18	1023.5377
ARHGEF19	454.4224	ARHGEF19	496.2117
ARHGEF1	1033.3935	ARHGEF1	1392.4639
ARHGEF2	1706.6787	ARHGEF2	1811.4961
ARHGEF33	7.6715	ARHGEF33	15.3551
ARHGEF35	1013.5379	ARHGEF35	1061.1173
ARHGEF37	385.8303	ARHGEF37	2175.1692
ARHGEF38	27.0758	ARHGEF38	69.502
ARHGEF3	740.0722	ARHGEF3	1173.4519
ARHGEF4	35.6498	ARHGEF4	280.4324
ARHGEF5	838.8989	ARHGEF5	870.795
ARHGEF6	1998.6462	ARHGEF6	2465.2995
ARHGEF7	1191.3357	ARHGEF7	1659.1575
ARHGEF9	748.1949	ARHGEF9	1039.701
ARID1A	5222.0217	ARID1A	3476.7148
ARID1B	1644.4043	ARID1B	2694.0095
ARID2	1288.3574	ARID2	1167.3906
ARID3A	79.4224	ARID3A	38.7918
ARID3B	150.2708	ARID3B	164.057
ARID4A	414.7112	ARID4A	876.0481
ARID4B	2013.8087	ARID4B	1670.8031
ARID5A	206.6787	ARID5A	1661.582
ARID5B	1178.2491	ARID5B	3521.1638
ARIH1	2587.0939	ARIH1	2216.7896
ARIH2	1060.0181	ARIH2	1930.7001
ARL10	115.5235	ARL10	87.2815
ARL11	125	ARL11	25.4571
ARL13B	309.5668	ARL13B	245.2773
ARL15	186.8231	ARL15	404.8894
ARL16	420.5776	ARL16	393.171
ARL17A	94.7834	ARL17A	143.9216
ARL1	3978.3394	ARL1	2077.7856
ARL2BP	1921.4801	ARL2BP	1122.5376
ARL2	751.3538	ARL2	743.5094
ARL3	1666.065	ARL3	688.5544
ARL4A	193.1408	ARL4A	2037.3775
ARL4C	952.1661	ARL4C	2229.7202
ARL4D	133.574	ARL4D	205.2733
ARL5A	865.9747	ARL5A	619.0524
ARL5B	180.5054	ARL5B	263.0569
ARL6IP1	11267.5993	ARL6IP1	3667.4412
ARL6IP4	1661.1011	ARL6IP4	1693.9085
ARL6IP5	4638.0866	ARL6IP5	3351.4496
ARL6IP6	140.343	ARL6IP6	251.3385
ARL6	123.1949	ARL6	87.2815
ARL8A	1414.7112	ARL8A	993.6357
ARL8B	4084.3863	ARL8B	2045.8632
ARL9	5.4152	ARL9	9.6979
ARMC10	944.0704	ARMC10	725.2329
ARMC1	1671.4801	ARMC1	650.9748
ARMC2	45.1264	ARMC2	63.8448
removed	removed	ARMC3	6.8694
ARMC4	8.1227	removed	removed
ARMC5	271.6606	ARMC5	286.0895
ARMC6	753.1588	ARMC6	525.3056
ARMC7	536.1011	ARMC7	325.2854
ARMC8	915.6137	ARMC8	713.2034
ARMC9	631.769	ARMC9	252.9548
ARMCX1	567.2383	ARMCX1	1041.3173
ARMCX2	1792.87	ARMCX2	1146.3784
ARMCX3	3415.6137	ARMCX3	1874.5328
ARMCX5	397.1119	ARMCX5	472.3709
ARMCX6	337.5451	ARMCX6	338.216
ARNT2	1251.3538	ARNT2	648.9544
ARNTL2	57.3105	ARNTL2	14.5469
ARNTL	337.0939	ARNTL	353.9751
removed	removed	ARNT	1714.9207
ARPC1A	2950.8123	ARPC1A	2009.0918
ARPC1B	2920.1264	ARPC1B	758.4605
ARPC2	4213.8989	ARPC2	2582.4831
ARPC3	3715.704	ARPC3	1962.2184
ARPC4	3458.1318	ARPC4	2292.676
ARPC5L	574.9097	ARPC5L	420.6486
ARPC5	3073.556	ARPC5	2177.1896
ARPM1	27.0758	ARPM1	27.8816
ARPP19	3040.6137	ARPP19	2866.9563
ARRB1	161.5523	ARRB1	1004.5459
ARRB2	500.9025	ARRB2	532.9831
ARRDC1	572.2022	ARRDC1	752.3992
ARRDC2	396.2094	ARRDC2	841.7012
ARRDC3	1836.1913	ARRDC3	6078.5938
ARRDC4	444.4946	ARRDC4	983.5337
ARSA	987.3646	ARSA	774.2196
ARSB	337.5451	ARSB	135.3672
ARSD	3230.5957	ARSD	3980.6041
ARSE	70.3971	ARSE	55.7632
ARSG	450.8123	ARSG	318.8201
ARSH	5.8664	removed	removed
ARSI	119.5848	ARSI	18.5877
ARSJ	95.6679	ARSJ	177.3917
ARSK	119.5848	ARSK	211.7386
removed	removed	ART3	7.6775
removed	removed	ART4	5.2531
ART5	9.9278	ART5	31.1143
ARTN	245.0361	ARTN	12.1224
ARV1	542.87	ARV1	388.3221
ARVCF	327.6173	ARVCF	659.0565
removed	removed	ARX	5.2531
AR	1069.9458	AR	744.3176
AS3MT	402.0758	AS3MT	243.661
ASAH1	8311.8231	ASAH1	3363.5721
ASAH2B	7.6715	ASAH2B	21.0122
ASAH2	6.769	removed	removed
ASAM	343.8628	ASAM	436.4077
ASAP1	1397.5632	ASAP1	901.1011
ASAP2	1290.6137	ASAP2	684.9177
ASAP3	872.2924	ASAP3	883.7256
ASB13	2389.8917	ASB13	880.0889
ASB14	8.574	ASB14	13.3347
ASB16	49.2103	ASB16	25.6268
ASB1	286.2274	ASB1	792.2699
ASB2	21.6606	ASB2	19.3959
ASB3	365.9747	ASB3	400.4728
removed	removed	ASB5	18.1837
ASB6	634.0433	ASB6	845.6652
ASB7	713.4477	ASB7	598.8484
ASB8	1248.6462	ASB8	933.4276
ASB9	8.574	ASB9	35.5591
ASCC1	660.1986	ASCC1	377.4119
ASCC2	1031.5884	ASCC2	1127.3866
ASCC3	1199.0072	ASCC3	1117.2846
ASCL1	60.4693	removed	removed
ASCL2	18.9531	ASCL2	41.6204
ASF1A	265.7942	ASF1A	549.9545
ASF1B	599.7292	ASF1B	42.8326
ASGR1	7.6715	ASGR1	13.3347
ASH1L	4186.3267	ASH1L	4077.3411
ASH2L	1324.9097	ASH2L	1211.4355
ASL	334.3863	ASL	477.624
ASMTL	495.0361	ASMTL	893.8277
ASNA1	1933.6643	ASNA1	935.8521
ASNSD1	833.0325	ASNSD1	1213.0518
ASNS	803.7004	ASNS	438.4281
removed	removed	ASPA	17.3755
ASPHD1	38.8087	ASPHD1	41.2163
ASPHD2	146.2094	ASPHD2	46.4693
ASPH	8898.0596	ASPH	4832.674
ASPM	1005.4152	ASPM	17.7796
ASPN	2694.9458	ASPN	106.2734
ASPRV1	36.5523	ASPRV1	118.6544
ASPSCR1	319.4946	ASPSCR1	229.9222
ASRGL1	32.0397	ASRGL1	75.1591
ASS1	410.1986	ASS1	1483.3822
ASTE1	180.2347	ASTE1	275.1066
ASTL	7.2202	removed	removed
ASTN1	11.2816	ASTN1	112.3346
ASTN2	194.0433	ASTN2	399.2322
ASXL1	3050.5415	ASXL1	2800.6869
ASXL2	962.9964	ASXL2	1015.4561
ASXL3	8.1227	ASXL3	23.4367
ATAD1	1421.0289	ATAD1	1166.5825
ATAD2B	521.2094	ATAD2B	399.2322
ATAD2	1942.2383	ATAD2	503.0811
ATAD3A	572.2022	ATAD3A	408.5261
ATAD3B	197.6534	ATAD3B	290.9385
ATAD3C	165.1625	ATAD3C	192.7467
ATAD5	144.4043	ATAD5	102.6366
ATE1	314.9819	ATE1	318.0119
ATF1	569.4946	ATF1	484.8975
ATF2	752.7076	ATF2	741.8931
ATF3	883.1227	ATF3	566.1178
ATF4	7033.3935	ATF4	6045.4591
ATF5	1541.065	ATF5	695.0197
ATF6B	1574.0027	ATF6B	2187.6957
ATF6	2342.9603	ATF6	1506.4148
ATF7IP2	171.4801	ATF7IP2	61.0163
ATF7IP	1388.0866	ATF7IP	1732.7003
ATF7	1952.7933	ATF7	2922.6589
ATG10	46.9314	ATG10	101.4244
ATG12	490.5235	ATG12	487.322
ATG16L1	896.6606	ATG16L1	868.3705
ATG16L2	322.509	ATG16L2	573.1609
ATG2A	1420.5776	ATG2A	895.444
ATG2B	949.0072	ATG2B	1634.5085
ATG3	804.6029	ATG3	606.5259
ATG4A	520.7581	ATG4A	222.2447
ATG4B	694.9458	ATG4B	982.7255
ATG4C	172.3827	ATG4C	232.7508
ATG4D	710.0451	ATG4D	198.3877
ATG5	694.0433	ATG5	869.1787
ATG7	780.6859	ATG7	735.3026
ATG9A	1160.6318	ATG9A	1461.0526
ATG9B	33.4973	ATG9B	14.4459
ATHL1	170.1264	ATHL1	1163.3498
ATIC	2081.2274	ATIC	1323.366
ATL1	271.6606	ATL1	430.3465
ATL2	1124.5487	ATL2	2078.9979
ATL3	840.704	ATL3	619.8606
ATMIN	1009.4765	ATMIN	1888.2715
ATM	865.9747	ATM	2061.2183
ATN1	6239.6209	ATN1	6838.2665
removed	removed	ATOH7	5.2531
ATOH8	24.8195	ATOH8	238.812
ATOX1	792.4188	ATOX1	396.4037
ATP10A	268.9531	ATP10A	307.5058
removed	removed	ATP10B	10.5061
ATP10D	565.8845	ATP10D	584.3014
ATP11A	385.8303	ATP11A	724.5176
ATP11B	1417.87	ATP11B	1407.0108
ATP11C	613.7184	ATP11C	557.228
ATP13A1	2231.9495	ATP13A1	1327.4068
ATP13A2	2189.9819	ATP13A2	1242.1457
ATP13A3	2320.3971	ATP13A3	1665.2187
ATP13A4	10.3791	ATP13A4	385.8976
removed	removed	ATP13A5	566.926
ATP1A1	8215.2256	ATP1A1	18862.083
ATP1A2	18.9531	ATP1A2	289.7262
ATP1A3	45.5776	removed	removed
ATP1A4	9.9278	removed	removed
ATP1B1	2883.6462	ATP1B1	2682.7397
ATP1B2	27.5271	ATP1B2	152.7427
ATP1B3	1795.5776	ATP1B3	645.7218
ATP2A1	7.6715	ATP2A1	12.5265
ATP2A2	7710.7401	ATP2A2	4801.2931
ATP2A3	1528.4296	ATP2A3	568.5423
ATP2B1	1069.9458	ATP2B1	1852.7124
ATP2B2	6.3177	ATP2B2	11.7184
ATP2B4	4080.3249	ATP2B4	2742.4992
ATP2C1	3406.8592	ATP2C1	2803.9923
ATP2C2	197.2022	ATP2C2	241.2365
ATP5A1	8007.6715	ATP5A1	9038.8928
ATP5B	12870.4874	ATP5B	8801.2931
ATP5C1	1483.3032	ATP5C1	2067.2795
ATP5D	290.6137	ATP5D	652.9953
ATP5EP2	58.6643	ATP5EP2	21.8204
ATP5E	3374.5487	ATP5E	2047.8836
ATP5F1	2393.9531	ATP5F1	2032.5285
ATP5G1	533.8448	ATP5G1	493.3832
ATP5G2	4480.5957	ATP5G2	5608.6473
ATP5G3	2063.6282	ATP5G3	1586.827
ATP5H	1813.1769	ATP5H	1387.2108
ATP5I	1367.6264	ATP5I	693.7994
ATP5J2	1169.6751	ATP5J2	706.334
ATP5J	698.8673	ATP5J	906.5643
ATP5L	1425.0903	ATP5L	2086.2713
ATP5O	1184.5668	ATP5O	2346.9037
ATP5SL	1244.1336	ATP5SL	810.5869
ATP5S	64.5307	ATP5S	103.0407
ATP6AP1L	23.917	ATP6AP1L	71.9265
ATP6AP1	10031.5884	ATP6AP1	3214.062
ATP6AP2	5754.5126	ATP6AP2	2406.3037
ATP6V0A1	2182.3105	ATP6V0A1	1701.586
ATP6V0A2	794.6751	ATP6V0A2	577.4321
ATP6V0A4	11.2816	ATP6V0A4	417.2947
ATP6V0B	2478.7906	ATP6V0B	1135.8723
ATP6V0C	2175.6679	ATP6V0C	1256.4259
ATP6V0D1	1647.5632	ATP6V0D1	1206.9906
ATP6V0D2	5.8664	removed	removed
ATP6V0E1	3756.3177	ATP6V0E1	1934.7409
ATP6V0E2	3959.3727	ATP6V0E2	695.7875
ATP6V1A	3378.6101	ATP6V1A	1598.9494
ATP6V1B1	328.5199	ATP6V1B1	722.4972
ATP6V1B2	2891.6968	ATP6V1B2	1766.239
ATP6V1C1	5629.9639	ATP6V1C1	1539.9535
ATP6V1C2	73.8177	ATP6V1C2	137.6462
ATP6V1D	843.8628	ATP6V1D	900.293
ATP6V1E1	1878.6101	ATP6V1E1	1666.0269
ATP6V1E2	87.0939	ATP6V1E2	80.4122
ATP6V1F	1756.7644	ATP6V1F	967.7705
ATP6V1G1	1921.9314	ATP6V1G1	2083.4428
ATP6V1G2	22.5632	ATP6V1G2	46.9946
ATP6V1H	927.3466	ATP6V1H	987.5745
ATP7A	421.0289	ATP7A	835.64
ATP7B	463.4477	ATP7B	288.1099
ATP8A1	222.0217	ATP8A1	395.9996
ATP8A2	19.8556	ATP8A2	5.2531
ATP8B1	3585.1309	ATP8B1	2184.6894
ATP8B2	2142.5993	ATP8B2	890.9991
ATP8B3	36.1011	ATP8B3	43.2367
ATP8B4	34.296	ATP8B4	117.9917
ATP8B5P	36.1011	ATP8B5P	16.9714
ATP9A	3219.3141	ATP9A	2885.1399
ATP9B	402.0758	ATP9B	671.9871
ATPAF1	1251.9404	ATPAF1	989.7363
ATPAF2	484.657	ATPAF2	287.7058
ATPBD4	70.3971	ATPBD4	189.9182
ATPIF1	841.1552	ATPIF1	853.0155
ATRIP	291.3448	ATRIP	352.6174
ATRNL1	52.7978	ATRNL1	16.9714
ATRN	2959.8375	ATRN	2807.1522
ATRX	2879.9639	ATRX	2586.928
ATR	1379.5126	ATR	1067.9867
ATXN10	4682.3105	ATXN10	1956.1572
ATXN1L	811.3718	ATXN1L	2190.9284
ATXN1	1082.13	ATXN1	930.195
ATXN2L	3128.6101	ATXN2L	2689.1605
ATXN2	1126.3538	ATXN2	885.746
ATXN3	291.065	ATXN3	611.779
ATXN7L1	244.5848	ATXN7L1	359.2282
ATXN7L2	57.3105	ATXN7L2	90.1101
ATXN7L3B	2740.0722	ATXN7L3B	4466.3097
ATXN7L3	2038.8087	ATXN7L3	1259.9252
ATXN7	984.657	ATXN7	1051.4193
AUH	176.444	AUH	297.4038
AUP1	1062.1164	AUP1	1769.7545
AURKAIP1	906.5884	AURKAIP1	716.8401
AURKAPS1	7.6715	removed	removed
AURKA	773.0144	AURKA	48.4897
AURKB	78.9711	removed	removed
removed	removed	AURKC	12.1224
AUTS2	1063.6282	AUTS2	2206.6875
AVEN	94.3141	AVEN	107.4856
AVIL	59.1155	AVIL	107.4856
AVL9	933.213	AVL9	482.0689
AVPI1	141.2455	AVPI1	219.8202
AVPR1A	23.0144	AVPR1A	57.7836
AVPR2	13.9892	AVPR2	88.4938
AXIN1	839.8014	AXIN1	823.5175
AXIN2	199.9097	AXIN2	684.1095
AXL	1338.4477	AXL	994.4439
AZGP1	26513.0866	AZGP1	39736.9431
AZI1	245.0361	AZI1	322.8609
AZI2	1541.9675	AZI2	1015.8602
AZIN1	12861.9134	AZIN1	3264.5722
removed	removed	AZU1	13.3347
B2M	35099.7292	B2M	23030.6092
B3GALNT1	1075.361	B3GALNT1	410.1424
B3GALNT2	1169.1697	B3GALNT2	613.3953
removed	removed	B3GALT1	59.804
removed	removed	B3GALT2	12.5265
B3GALT4	170.1264	B3GALT4	177.3917
B3GALT5	48.2852	B3GALT5	274.7752
B3GALT6	578.5199	B3GALT6	524.4974
B3GALTL	199.4585	B3GALTL	236.3875
B3GAT1	10.3791	B3GAT1	64.2489
removed	removed	B3GAT2	13.0397
B3GAT3	874.5487	B3GAT3	532.9831
B3GNT1	688.1769	B3GNT1	566.1178
B3GNT2	1148.4657	B3GNT2	905.546
B3GNT3	9.9278	B3GNT3	363.269
B3GNT4	6.769	B3GNT4	5.6571
B3GNT5	67.2383	B3GNT5	279.2201
B3GNT7	64.0794	B3GNT7	61.4203
B3GNT8	63.1769	B3GNT8	47.2775
B3GNT9	349.8827	B3GNT9	209.0312
B3GNTL1	58.7996	B3GNTL1	74.8318
B4GALNT1	79.0027	B4GALNT1	28.6978
B4GALNT3	512.1841	B4GALNT3	178.1998
B4GALNT4	357.852	B4GALNT4	222.6488
B4GALT1	5378.1588	B4GALT1	3852.1063
B4GALT2	1247.7437	B4GALT2	720.0727
B4GALT3	1541.9675	B4GALT3	880.8971
B4GALT4	846.5704	B4GALT4	373.7751
B4GALT5	1984.657	B4GALT5	1788.4635
B4GALT6	70.3971	B4GALT6	130.1142
B4GALT7	648.917	B4GALT7	371.7547
B9D1	120.4874	B9D1	132.6599
B9D2	69.0433	B9D2	78.7958
BAALC	46.0289	BAALC	64.2489
BACE1	1092.0578	BACE1	1187.9988
BACE2	797.8339	BACE2	1499.5454
BACH1	668.3213	BACH1	1065.9663
BACH2	164.7112	BACH2	442.4689
BAD	895.7401	BAD	489.4636
BAG1	710.2888	BAG1	1310.0798
BAG2	175.9928	BAG2	63.8448
BAG3	2348.8267	BAG3	1124.9621
BAG4	294.2238	BAG4	268.3099
BAG5	1007.2202	BAG5	1566.6229
removed	removed	BAGE2	13.4721
BAHCC1	159.296	BAHCC1	610.9708
BAHD1	769.8556	BAHD1	842.9134
BAI1	24.3682	BAI1	58.5918
BAI2	2171.0289	BAI2	190.3223
removed	removed	BAI3	15.7592
BAIAP2L1	1485.5596	BAIAP2L1	650.5708
removed	removed	BAIAP2L2	17.3755
BAIAP2	1399.3682	BAIAP2	1124.154
BAIAP3	344.9639	BAIAP3	390.0636
BAK1	339.3502	BAK1	327.7099
BAMBI	539.7112	BAMBI	755.2278
BANF1	2717.0578	BANF1	1555.3086
BANK1	54.6029	BANK1	21.8204
BANP	124.0975	BANP	351.9547
BAP1	1571.2996	BAP1	1745.6309
BARD1	90.704	BARD1	81.2203
removed	removed	BARX1	11.3143
BARX2	61.8231	BARX2	1624.8106
BASP1	565.8845	BASP1	157.9958
BAT1	2954.4224	BAT1	7383.6549
BAT2L1	5021.5433	BAT2L1	8539.3514
BAT2L2	7019.4043	BAT2L2	5740.7819
BAT2	7350.1805	BAT2	6787.7563
BAT3	2960.2888	BAT3	4614.6075
BAT4	210.7401	BAT4	445.2975
BAT5	535.6498	BAT5	768.1584
BATF2	282.9422	BATF2	86.4734
BATF3	13.0866	BATF3	10.102
BATF	99.7292	BATF	111.5264
BAX	605.5957	BAX	309.5262
BAZ1A	854.2419	BAZ1A	994.848
BAZ1B	4078.5199	BAZ1B	2430.9526
BAZ2A	5100.3249	BAZ2A	3809.1322
BAZ2B	757.1525	BAZ2B	1727.4836
BBC3	239.1697	BBC3	172.9468
BBOX1	7.2202	BBOX1	220.2243
BBS10	430.0542	BBS10	674.0075
BBS12	201.2635	BBS12	180.6243
BBS1	1905.889	BBS1	1323.7701
BBS2	1560.9206	BBS2	1495.9087
BBS4	602.4368	BBS4	489.3424
BBS5	268.231	BBS5	266.0713
BBS7	335.2888	BBS7	317.2038
BBS9	308.213	BBS9	383.4731
BBX	2392.5993	BBX	2234.1651
BCAM	10365.5235	BCAM	5655.5208
BCAN	15.343	BCAN	18.5877
BCAP29	1049.639	BCAP29	713.6074
BCAP31	6748.6462	BCAP31	3303.7681
BCAR1	564.9819	BCAR1	858.2685
BCAR3	207.13	BCAR3	755.2278
BCAR4	9.9278	removed	removed
BCAS1	750.4513	BCAS1	94.1509
BCAS2	520.7626	BCAS2	606.1946
BCAS3	651.6245	BCAS3	728.5584
BCAS4	1385.3791	BCAS4	305.0813
BCAT1	397.1119	BCAT1	46.8734
BCAT2	736.0108	BCAT2	539.4484
BCCIP	1422.0668	BCCIP	898.8585
BCDIN3D	298.75	BCDIN3D	300.0667
removed	removed	BCHE	7.6775
BCKDHA	1041.9675	BCKDHA	940.2526
BCKDHB	548.2852	BCKDHB	454.5914
BCKDK	2070.3971	BCKDK	819.8808
BCL10	311.8231	BCL10	432.3669
